Date,RVTY
2022-07-13,137.08999633789062
2022-07-14,133.67999267578125
2022-07-15,135.14999389648438
2022-07-18,132.3699951171875
2022-07-19,137.38999938964844
2022-07-20,139.99000549316406
2022-07-21,147.9600067138672
2022-07-22,146.6699981689453
2022-07-25,146.38999938964844
2022-07-26,147.86000061035156
2022-07-27,150.69000244140625
2022-07-28,154.4199981689453
2022-07-29,153.1699981689453
2022-08-01,160.8699951171875
2022-08-02,154.10000610351562
2022-08-03,154.22999572753906
2022-08-04,152.9499969482422
2022-08-05,153.72000122070312
2022-08-08,154.08999633789062
2022-08-09,151.49000549316406
2022-08-10,158.25999450683594
2022-08-11,160.9600067138672
2022-08-12,157.91000366210938
2022-08-15,157.64999389648438
2022-08-16,156.3000030517578
2022-08-17,150.74000549316406
2022-08-18,148.1699981689453
2022-08-19,145.1300048828125
2022-08-22,141.77999877929688
2022-08-23,141.14999389648438
2022-08-24,141.38999938964844
2022-08-25,144.4199981689453
2022-08-26,137.57000732421875
2022-08-29,136.32000732421875
2022-08-30,136.25
2022-08-31,135.05999755859375
2022-09-01,135.3300018310547
2022-09-02,134.58999633789062
2022-09-06,132.1999969482422
2022-09-07,134.64999389648438
2022-09-08,138.6199951171875
2022-09-09,141.6199951171875
2022-09-12,142.3699951171875
2022-09-13,132.7100067138672
2022-09-14,134.66000366210938
2022-09-15,132.19000244140625
2022-09-16,130.13999938964844
2022-09-19,130.30999755859375
2022-09-20,127.75
2022-09-21,125.94999694824219
2022-09-22,123.2300033569336
2022-09-23,122.30999755859375
2022-09-26,120.58000183105469
2022-09-27,118.06999969482422
2022-09-28,121.0
2022-09-29,121.36000061035156
2022-09-30,120.33000183105469
2022-10-03,124.54000091552734
2022-10-04,128.1300048828125
2022-10-05,131.35000610351562
2022-10-06,129.61000061035156
2022-10-07,124.0
2022-10-10,121.3499984741211
2022-10-11,119.0
2022-10-12,117.01000213623047
2022-10-13,121.19000244140625
2022-10-14,120.12000274658203
2022-10-17,126.62999725341797
2022-10-18,130.3699951171875
2022-10-19,127.66000366210938
2022-10-20,125.93000030517578
2022-10-21,130.5500030517578
2022-10-24,132.72000122070312
2022-10-25,136.42999267578125
2022-10-26,136.44000244140625
2022-10-27,135.3000030517578
2022-10-28,135.94000244140625
2022-10-31,133.5800018310547
2022-11-01,136.57000732421875
2022-11-02,130.1199951171875
2022-11-03,127.47000122070312
2022-11-04,130.49000549316406
2022-11-07,129.2100067138672
2022-11-08,127.11000061035156
2022-11-09,126.29000091552734
2022-11-10,136.3800048828125
2022-11-11,143.4600067138672
2022-11-14,143.02999877929688
2022-11-15,142.27999877929688
2022-11-16,139.13999938964844
2022-11-17,135.67999267578125
2022-11-18,136.1699981689453
2022-11-21,136.39999389648438
2022-11-22,136.61000061035156
2022-11-23,137.3699951171875
2022-11-25,136.92999267578125
2022-11-28,133.67999267578125
2022-11-29,133.64999389648438
2022-11-30,139.72999572753906
2022-12-01,141.75
2022-12-02,139.22999572753906
2022-12-05,136.94000244140625
2022-12-06,137.2899932861328
2022-12-07,139.3000030517578
2022-12-08,141.94000244140625
2022-12-09,139.14999389648438
2022-12-12,142.52999877929688
2022-12-13,147.94000244140625
2022-12-14,143.7100067138672
2022-12-15,141.0399932861328
2022-12-16,137.66000366210938
2022-12-19,138.32000732421875
2022-12-20,139.47999572753906
2022-12-21,142.14999389648438
2022-12-22,141.3800048828125
2022-12-23,140.6300048828125
2022-12-27,140.1999969482422
2022-12-28,138.0800018310547
2022-12-29,142.83999633789062
2022-12-30,140.22000122070312
2023-01-03,141.13999938964844
2023-01-04,142.30999755859375
2023-01-05,138.80999755859375
2023-01-06,133.52999877929688
2023-01-09,133.88999938964844
2023-01-10,133.39999389648438
2023-01-11,135.52999877929688
2023-01-12,132.16000366210938
2023-01-13,133.77000427246094
2023-01-17,132.47999572753906
2023-01-18,132.57000732421875
2023-01-19,133.00999450683594
2023-01-20,137.82000732421875
2023-01-23,140.75
2023-01-24,134.8699951171875
2023-01-25,135.0800018310547
2023-01-26,134.9600067138672
2023-01-27,138.55999755859375
2023-01-30,135.27999877929688
2023-01-31,137.52999877929688
2023-02-01,139.27000427246094
2023-02-02,144.3800048828125
2023-02-03,141.75
2023-02-06,137.89999389648438
2023-02-07,139.5
2023-02-08,139.30999755859375
2023-02-09,136.75
2023-02-10,135.72999572753906
2023-02-13,138.6999969482422
2023-02-14,137.97000122070312
2023-02-15,135.3300018310547
2023-02-16,134.8800048828125
2023-02-17,133.44000244140625
2023-02-21,128.30999755859375
2023-02-22,128.85000610351562
2023-02-23,128.00999450683594
2023-02-24,125.12999725341797
2023-02-27,123.20999908447266
2023-02-28,124.56999969482422
2023-03-01,123.5
2023-03-02,128.1999969482422
2023-03-03,131.33999633789062
2023-03-06,128.49000549316406
2023-03-07,124.80000305175781
2023-03-08,124.18000030517578
2023-03-09,123.5
2023-03-10,120.2300033569336
2023-03-13,120.16000366210938
2023-03-14,123.31999969482422
2023-03-15,122.54000091552734
2023-03-16,126.08000183105469
2023-03-17,122.55999755859375
2023-03-20,123.7699966430664
2023-03-21,125.55000305175781
2023-03-22,125.08999633789062
2023-03-23,125.0999984741211
2023-03-24,127.58000183105469
2023-03-27,128.0
2023-03-28,128.2899932861328
2023-03-29,129.39999389648438
2023-03-30,131.0
2023-03-31,133.25999450683594
2023-04-03,131.3699951171875
2023-04-04,131.88999938964844
2023-04-05,133.36000061035156
2023-04-06,133.57000732421875
2023-04-10,132.8699951171875
2023-04-11,134.19000244140625
2023-04-12,134.33999633789062
2023-04-13,136.97000122070312
2023-04-14,137.11000061035156
2023-04-17,135.9499969482422
2023-04-18,134.1300048828125
2023-04-19,135.5500030517578
2023-04-20,132.4499969482422
2023-04-21,132.94000244140625
2023-04-24,134.86000061035156
2023-04-25,127.5199966430664
2023-04-26,129.63999938964844
2023-04-27,128.55999755859375
2023-04-28,130.49000549316406
2023-05-01,130.25999450683594
2023-05-02,128.72999572753906
2023-05-03,130.22999572753906
2023-05-04,131.1300048828125
2023-05-05,129.8699951171875
2023-05-08,128.0
2023-05-09,124.81999969482422
2023-05-10,124.55000305175781
2023-05-11,118.37000274658203
2023-05-12,116.30000305175781
2023-05-15,115.23999786376953
2023-05-16,114.20999908447266
2023-05-17,115.27999877929688
2023-05-18,116.83999633789062
2023-05-19,119.08999633789062
2023-05-22,120.23999786376953
2023-05-23,120.30000305175781
2023-05-24,117.16000366210938
2023-05-25,116.44999694824219
2023-05-26,116.66999816894531
2023-05-30,116.22000122070312
2023-05-31,115.31999969482422
2023-06-01,115.66999816894531
2023-06-02,115.22000122070312
2023-06-05,114.45999908447266
2023-06-06,114.44000244140625
2023-06-07,114.86000061035156
2023-06-08,111.44999694824219
2023-06-09,111.08999633789062
2023-06-12,113.5
2023-06-13,114.9000015258789
2023-06-14,115.4000015258789
2023-06-15,117.66999816894531
2023-06-16,119.26000213623047
2023-06-20,116.08999633789062
2023-06-21,115.30999755859375
2023-06-22,115.29000091552734
2023-06-23,115.97000122070312
2023-06-26,116.70999908447266
2023-06-27,114.91999816894531
2023-06-28,117.23999786376953
2023-06-29,118.52999877929688
2023-06-30,118.79000091552734
2023-07-03,117.73999786376953
2023-07-05,117.0199966430664
2023-07-06,115.87999725341797
2023-07-07,116.31999969482422
2023-07-10,116.9800033569336
2023-07-11,119.0
2023-07-12,120.68000030517578
2023-07-13,122.27999877929688
2023-07-14,122.80999755859375
2023-07-17,121.0
2023-07-18,122.27999877929688
2023-07-19,126.52999877929688
2023-07-20,126.7300033569336
2023-07-21,130.8699951171875
2023-07-24,130.00999450683594
2023-07-25,129.57000732421875
2023-07-26,129.8300018310547
2023-07-27,128.6300048828125
2023-07-28,126.08999633789062
2023-07-31,122.94999694824219
2023-08-01,122.62999725341797
2023-08-02,125.12000274658203
2023-08-03,123.16999816894531
2023-08-04,123.23999786376953
2023-08-07,122.80000305175781
2023-08-08,123.18000030517578
2023-08-09,121.18000030517578
2023-08-10,120.87000274658203
2023-08-11,118.83999633789062
2023-08-14,117.80000305175781
2023-08-15,117.0999984741211
2023-08-16,114.76000213623047
2023-08-17,114.4800033569336
2023-08-18,113.22000122070312
2023-08-21,113.88999938964844
2023-08-22,114.0199966430664
2023-08-23,116.29000091552734
2023-08-24,116.19999694824219
2023-08-25,114.94000244140625
2023-08-28,117.37000274658203
2023-08-29,118.9800033569336
2023-08-30,118.94999694824219
2023-08-31,117.02999877929688
2023-09-01,116.91999816894531
2023-09-05,113.2699966430664
2023-09-06,111.43000030517578
2023-09-07,110.22000122070312
2023-09-08,106.83000183105469
2023-09-11,107.69000244140625
2023-09-12,109.16999816894531
2023-09-13,111.91999816894531
2023-09-14,112.70999908447266
2023-09-15,113.44000244140625
2023-09-18,111.48999786376953
2023-09-19,111.1500015258789
2023-09-20,110.41000366210938
2023-09-21,108.48999786376953
2023-09-22,109.5
2023-09-25,110.87999725341797
2023-09-26,108.93000030517578
2023-09-27,109.05000305175781
2023-09-28,110.25
2023-09-29,110.69999694824219
2023-10-02,107.80999755859375
2023-10-03,107.2300033569336
2023-10-04,107.44000244140625
2023-10-05,106.5999984741211
2023-10-06,107.54000091552734
2023-10-09,108.0999984741211
2023-10-10,110.06999969482422
2023-10-11,108.9800033569336
2023-10-12,105.55000305175781
2023-10-13,105.8499984741211
2023-10-16,106.55999755859375
2023-10-17,105.63999938964844
2023-10-18,101.58000183105469
2023-10-19,101.43000030517578
2023-10-20,101.66999816894531
2023-10-23,102.27999877929688
2023-10-24,101.87999725341797
2023-10-25,99.69000244140625
2023-10-26,98.94999694824219
2023-10-27,97.87000274658203
2023-10-30,82.08000183105469
2023-10-31,82.8499984741211
2023-11-01,82.54000091552734
2023-11-02,83.94999694824219
2023-11-03,88.16000366210938
2023-11-06,85.54000091552734
2023-11-07,85.37999725341797
2023-11-08,85.20999908447266
2023-11-09,84.16000366210938
2023-11-10,84.48999786376953
2023-11-13,84.0199966430664
2023-11-14,87.8499984741211
2023-11-15,89.1500015258789
2023-11-16,88.19999694824219
2023-11-17,87.97000122070312
2023-11-20,88.12000274658203
2023-11-21,88.91999816894531
2023-11-22,89.4800033569336
2023-11-24,90.08999633789062
2023-11-27,88.25
2023-11-28,87.75
2023-11-29,89.41000366210938
2023-11-30,88.9000015258789
2023-12-01,91.27999877929688
2023-12-04,91.76000213623047
2023-12-05,89.3499984741211
2023-12-06,90.63999938964844
2023-12-07,91.68000030517578
2023-12-08,91.0199966430664
2023-12-11,90.69000244140625
2023-12-12,89.45999908447266
2023-12-13,98.68000030517578
2023-12-14,101.30999755859375
2023-12-15,101.16000366210938
2023-12-18,101.31999969482422
2023-12-19,104.7300033569336
2023-12-20,104.05000305175781
2023-12-21,105.76000213623047
2023-12-22,107.70999908447266
2023-12-26,109.63999938964844
2023-12-27,110.69000244140625
2023-12-28,110.7699966430664
2023-12-29,109.30999755859375
2024-01-02,110.43000030517578
2024-01-03,105.0199966430664
2024-01-04,107.72000122070312
2024-01-05,107.36000061035156
2024-01-08,109.01000213623047
2024-01-09,111.26000213623047
2024-01-10,111.68000030517578
2024-01-11,110.83000183105469
2024-01-12,110.80000305175781
2024-01-16,108.19000244140625
2024-01-17,105.75
2024-01-18,105.91999816894531
2024-01-19,106.43000030517578
2024-01-22,106.70999908447266
2024-01-23,107.48999786376953
2024-01-24,106.91000366210938
2024-01-25,108.69000244140625
2024-01-26,110.0
2024-01-29,110.08000183105469
2024-01-30,111.18000030517578
2024-01-31,107.18000030517578
2024-02-01,109.26000213623047
2024-02-02,105.62000274658203
2024-02-05,103.9000015258789
2024-02-06,104.22000122070312
2024-02-07,102.9000015258789
2024-02-08,103.25
2024-02-09,103.76000213623047
2024-02-12,104.88999938964844
2024-02-13,101.3499984741211
2024-02-14,103.55999755859375
2024-02-15,104.06999969482422
2024-02-16,102.45999908447266
2024-02-20,101.9800033569336
2024-02-21,103.7699966430664
2024-02-22,104.37000274658203
2024-02-23,104.44000244140625
2024-02-26,103.95999908447266
2024-02-27,105.62999725341797
2024-02-28,107.3499984741211
2024-02-29,109.58999633789062
2024-03-01,107.12000274658203
2024-03-04,108.51000213623047
2024-03-05,107.01000213623047
2024-03-06,107.30999755859375
2024-03-07,108.48999786376953
2024-03-08,109.33000183105469
2024-03-11,109.23999786376953
2024-03-12,108.80999755859375
2024-03-13,108.0
2024-03-14,104.87999725341797
2024-03-15,104.9000015258789
2024-03-18,104.16000366210938
2024-03-19,104.23999786376953
2024-03-20,104.66999816894531
2024-03-21,105.06999969482422
2024-03-22,103.25
2024-03-25,103.0
2024-03-26,103.41999816894531
2024-03-27,105.41000366210938
2024-03-28,105.0
2024-04-01,103.2699966430664
2024-04-02,102.20999908447266
2024-04-03,102.3499984741211
2024-04-04,101.68000030517578
2024-04-05,102.27999877929688
2024-04-08,106.41000366210938
2024-04-09,110.72000122070312
2024-04-10,107.9000015258789
2024-04-11,108.5
2024-04-12,103.48999786376953
2024-04-15,102.31999969482422
2024-04-16,100.27999877929688
2024-04-17,100.55000305175781
2024-04-18,99.37999725341797
2024-04-19,100.86000061035156
2024-04-22,100.7699966430664
2024-04-23,103.5
2024-04-24,102.68000030517578
2024-04-25,102.08999633789062
2024-04-26,101.51000213623047
2024-04-29,105.0199966430664
2024-04-30,102.47000122070312
2024-05-01,102.5999984741211
2024-05-02,101.08000183105469
2024-05-03,100.61000061035156
2024-05-06,102.81999969482422
2024-05-07,103.16999816894531
2024-05-08,102.83000183105469
2024-05-09,104.33999633789062
2024-05-10,104.80000305175781
2024-05-13,105.55000305175781
2024-05-14,106.52999877929688
2024-05-15,107.30999755859375
2024-05-16,108.45999908447266
2024-05-17,110.2300033569336
2024-05-20,112.0199966430664
2024-05-21,113.2300033569336
2024-05-22,112.66999816894531
2024-05-23,111.88999938964844
2024-05-24,113.2699966430664
2024-05-28,111.86000061035156
2024-05-29,109.75
2024-05-30,108.33999633789062
2024-05-31,109.26000213623047
2024-06-03,108.80000305175781
2024-06-04,108.52999877929688
2024-06-05,109.86000061035156
2024-06-06,111.0199966430664
2024-06-07,110.91999816894531
2024-06-10,109.30000305175781
2024-06-11,109.69999694824219
2024-06-12,112.55000305175781
2024-06-13,110.72000122070312
2024-06-14,108.6500015258789
2024-06-17,107.38999938964844
2024-06-18,107.29000091552734
2024-06-20,107.5
2024-06-21,107.9800033569336
2024-06-24,106.9000015258789
2024-06-25,104.63999938964844
2024-06-26,104.31999969482422
2024-06-27,105.70999908447266
2024-06-28,104.86000061035156
2024-07-01,103.0
2024-07-02,102.01000213623047
2024-07-03,102.55999755859375
2024-07-05,103.55999755859375
2024-07-08,104.63999938964844
2024-07-09,104.01000213623047
2024-07-10,106.69000244140625
2024-07-11,109.81999969482422
2024-07-12,109.5199966430664
2024-07-15,108.11000061035156
2024-07-16,113.12000274658203
2024-07-17,113.37999725341797
2024-07-18,109.87000274658203
2024-07-19,108.1500015258789
2024-07-22,110.69000244140625
2024-07-23,110.04000091552734
2024-07-24,111.61000061035156
2024-07-25,112.80999755859375
2024-07-26,115.1500015258789
2024-07-29,125.58999633789062
2024-07-30,127.16000366210938
2024-07-31,125.61000061035156
2024-08-01,125.02999877929688
2024-08-02,123.2699966430664
2024-08-05,120.19000244140625
2024-08-06,120.02999877929688
2024-08-07,115.63999938964844
2024-08-08,119.12999725341797
2024-08-09,118.75
2024-08-12,117.9800033569336
2024-08-13,119.06999969482422
2024-08-14,117.44000244140625
2024-08-15,119.9800033569336
2024-08-16,119.66000366210938
2024-08-19,120.23999786376953
2024-08-20,119.5
2024-08-21,120.7300033569336
2024-08-22,119.38999938964844
2024-08-23,121.25
2024-08-26,121.18000030517578
2024-08-27,122.44000244140625
2024-08-28,121.29000091552734
2024-08-29,122.18000030517578
2024-08-30,122.54000091552734
2024-09-03,119.73999786376953
2024-09-04,117.62999725341797
2024-09-05,117.12000274658203
2024-09-06,115.41000366210938
2024-09-09,118.76000213623047
2024-09-10,121.08999633789062
2024-09-11,121.01000213623047
2024-09-12,120.1500015258789
2024-09-13,122.02999877929688
2024-09-16,122.80000305175781
2024-09-17,122.70999908447266
2024-09-18,124.58999633789062
2024-09-19,126.4800033569336
2024-09-20,122.88999938964844
2024-09-23,122.06999969482422
2024-09-24,124.94000244140625
2024-09-25,122.08999633789062
2024-09-26,126.33999633789062
2024-09-27,126.05999755859375
2024-09-30,127.75
2024-10-01,124.44000244140625
2024-10-02,125.08000183105469
2024-10-03,124.0999984741211
2024-10-04,123.95999908447266
2024-10-07,122.52999877929688
2024-10-08,122.02999877929688
2024-10-09,121.51000213623047
2024-10-10,120.2300033569336
2024-10-11,121.51000213623047
2024-10-14,122.91000366210938
2024-10-15,124.36000061035156
2024-10-16,120.18000030517578
2024-10-17,119.05000305175781
2024-10-18,119.66999816894531
2024-10-21,119.25
2024-10-22,118.77999877929688
2024-10-23,118.5
2024-10-24,116.13999938964844
2024-10-25,116.33000183105469
2024-10-28,117.48999786376953
2024-10-29,117.76000213623047
2024-10-30,120.02999877929688
2024-10-31,118.58999633789062
2024-11-01,121.04000091552734
2024-11-04,124.81999969482422
2024-11-05,125.95999908447266
2024-11-06,124.86000061035156
2024-11-07,124.0
2024-11-08,122.47000122070312
2024-11-11,120.63999938964844
2024-11-12,120.3499984741211
2024-11-13,119.73999786376953
2024-11-14,116.05000305175781
2024-11-15,109.5199966430664
2024-11-18,109.47000122070312
2024-11-19,109.91000366210938
2024-11-20,111.33999633789062
2024-11-21,111.11000061035156
