Date,TEL
2023-01-04,117.62000274658203
2023-01-05,116.26000213623047
2023-01-06,120.4000015258789
2023-01-09,121.41000366210938
2023-01-10,122.69999694824219
2023-01-11,123.75
2023-01-12,124.12999725341797
2023-01-13,124.23999786376953
2023-01-17,124.20999908447266
2023-01-18,123.29000091552734
2023-01-19,121.33999633789062
2023-01-20,122.22000122070312
2023-01-23,124.7699966430664
2023-01-24,124.6500015258789
2023-01-25,123.56999969482422
2023-01-26,124.2699966430664
2023-01-27,125.3499984741211
2023-01-30,125.5
2023-01-31,127.1500015258789
2023-02-01,130.1999969482422
2023-02-02,134.9499969482422
2023-02-03,133.88999938964844
2023-02-06,133.10000610351562
2023-02-07,134.0
2023-02-08,131.5500030517578
2023-02-09,131.82000732421875
2023-02-10,129.7899932861328
2023-02-13,132.2100067138672
2023-02-14,132.6999969482422
2023-02-15,133.0800018310547
2023-02-16,132.0
2023-02-17,131.85000610351562
2023-02-21,126.68000030517578
2023-02-22,126.72000122070312
2023-02-23,127.54000091552734
2023-02-24,125.47000122070312
2023-02-27,127.19999694824219
2023-02-28,127.31999969482422
2023-03-01,127.83000183105469
2023-03-02,129.13999938964844
2023-03-03,130.47999572753906
2023-03-06,130.6199951171875
2023-03-07,128.86000061035156
2023-03-08,129.61000061035156
2023-03-09,128.05999755859375
2023-03-10,124.52999877929688
2023-03-13,124.0199966430664
2023-03-14,126.51000213623047
2023-03-15,123.93000030517578
2023-03-16,124.91000366210938
2023-03-17,123.2300033569336
2023-03-20,124.56999969482422
2023-03-21,125.41999816894531
2023-03-22,123.80999755859375
2023-03-23,125.1500015258789
2023-03-24,124.68000030517578
2023-03-27,125.18000030517578
2023-03-28,124.44000244140625
2023-03-29,127.36000061035156
2023-03-30,129.13999938964844
2023-03-31,131.14999389648438
2023-04-03,130.88999938964844
2023-04-04,126.2699966430664
2023-04-05,124.48999786376953
2023-04-06,123.95999908447266
2023-04-10,125.29000091552734
2023-04-11,125.7300033569336
2023-04-12,125.37999725341797
2023-04-13,126.0
2023-04-14,125.91999816894531
2023-04-17,126.73999786376953
2023-04-18,127.75
2023-04-19,128.25
2023-04-20,127.61000061035156
2023-04-21,128.39999389648438
2023-04-24,128.25999450683594
2023-04-25,124.18000030517578
2023-04-26,120.19999694824219
2023-04-27,121.38999938964844
2023-04-28,122.37000274658203
2023-05-01,123.19999694824219
2023-05-02,122.62999725341797
2023-05-03,121.41000366210938
2023-05-04,119.33000183105469
2023-05-05,122.94000244140625
2023-05-08,122.63999938964844
2023-05-09,121.1500015258789
2023-05-10,120.58999633789062
2023-05-11,120.05999755859375
2023-05-12,120.45999908447266
2023-05-15,121.91000366210938
2023-05-16,120.01000213623047
2023-05-17,122.02999877929688
2023-05-18,123.08999633789062
2023-05-19,124.08000183105469
2023-05-22,124.52999877929688
2023-05-23,122.16999816894531
2023-05-24,118.75
2023-05-25,119.25
2023-05-26,122.77999877929688
2023-05-30,123.12000274658203
2023-05-31,122.4800033569336
2023-06-01,122.55000305175781
2023-06-02,126.2699966430664
2023-06-05,124.19999694824219
2023-06-06,127.26000213623047
2023-06-07,128.5
2023-06-08,128.0
2023-06-09,128.0
2023-06-12,130.1199951171875
2023-06-13,132.3300018310547
2023-06-14,131.72999572753906
2023-06-15,133.42999267578125
2023-06-16,135.64999389648438
2023-06-20,135.2100067138672
2023-06-21,135.8000030517578
2023-06-22,134.50999450683594
2023-06-23,133.11000061035156
2023-06-26,133.94000244140625
2023-06-27,136.72999572753906
2023-06-28,137.0800018310547
2023-06-29,138.38999938964844
2023-06-30,140.16000366210938
2023-07-03,140.3800048828125
2023-07-05,139.42999267578125
2023-07-06,138.92999267578125
2023-07-07,139.82000732421875
2023-07-10,141.24000549316406
2023-07-11,141.24000549316406
2023-07-12,142.67999267578125
2023-07-13,142.3800048828125
2023-07-14,141.24000549316406
2023-07-17,142.77000427246094
2023-07-18,142.57000732421875
2023-07-19,143.08999633789062
2023-07-20,141.9499969482422
2023-07-21,141.0
2023-07-24,140.47000122070312
2023-07-25,141.1999969482422
2023-07-26,144.42999267578125
2023-07-27,143.85000610351562
2023-07-28,142.77000427246094
2023-07-31,143.49000549316406
2023-08-01,143.6199951171875
2023-08-02,141.30999755859375
2023-08-03,139.9199981689453
2023-08-04,138.5
2023-08-07,139.4199981689453
2023-08-08,137.39999389648438
2023-08-09,135.7100067138672
2023-08-10,135.0
2023-08-11,133.0399932861328
2023-08-14,133.4600067138672
2023-08-15,130.47000122070312
2023-08-16,129.4499969482422
2023-08-17,127.83999633789062
2023-08-18,127.69999694824219
2023-08-21,128.27999877929688
2023-08-22,127.7699966430664
2023-08-23,128.97000122070312
2023-08-24,127.55999755859375
2023-08-25,128.63999938964844
2023-08-28,129.75
2023-08-29,131.19000244140625
2023-08-30,131.92999267578125
2023-08-31,132.38999938964844
2023-09-01,133.27000427246094
2023-09-05,131.00999450683594
2023-09-06,130.05999755859375
2023-09-07,128.17999267578125
2023-09-08,127.86000061035156
2023-09-11,128.38999938964844
2023-09-12,128.47000122070312
2023-09-13,128.25
2023-09-14,129.19000244140625
2023-09-15,126.68000030517578
2023-09-18,126.97000122070312
2023-09-19,126.95999908447266
2023-09-20,125.44000244140625
2023-09-21,123.22000122070312
2023-09-22,123.04000091552734
2023-09-25,123.02999877929688
2023-09-26,120.5199966430664
2023-09-27,120.44000244140625
2023-09-28,123.80999755859375
2023-09-29,123.52999877929688
2023-10-02,123.22000122070312
2023-10-03,122.2300033569336
2023-10-04,123.41000366210938
2023-10-05,120.93000030517578
2023-10-06,123.97000122070312
2023-10-09,123.0999984741211
2023-10-10,124.33000183105469
2023-10-11,125.43000030517578
2023-10-12,124.5999984741211
2023-10-13,121.44999694824219
2023-10-16,124.27999877929688
2023-10-17,124.5199966430664
2023-10-18,122.0
2023-10-19,119.3499984741211
2023-10-20,117.5999984741211
2023-10-23,116.05000305175781
2023-10-24,118.05999755859375
2023-10-25,116.4800033569336
2023-10-26,117.55000305175781
2023-10-27,115.51000213623047
2023-10-30,116.33999633789062
2023-10-31,117.8499984741211
2023-11-01,122.86000061035156
2023-11-02,124.04000091552734
2023-11-03,125.76000213623047
2023-11-06,125.88999938964844
2023-11-07,125.04000091552734
2023-11-08,125.04000091552734
2023-11-09,124.0999984741211
2023-11-10,126.6500015258789
2023-11-13,124.97000122070312
2023-11-14,130.5500030517578
2023-11-15,131.77000427246094
2023-11-16,131.33999633789062
2023-11-17,131.4600067138672
2023-11-20,131.25999450683594
2023-11-21,130.7100067138672
2023-11-22,131.3300018310547
2023-11-24,131.05999755859375
2023-11-27,130.64999389648438
2023-11-28,130.19000244140625
2023-11-29,130.42999267578125
2023-11-30,131.0
2023-12-01,132.0
2023-12-04,131.0
2023-12-05,129.69000244140625
2023-12-06,131.22999572753906
2023-12-07,132.3699951171875
2023-12-08,133.32000732421875
2023-12-11,135.75999450683594
2023-12-12,135.5
2023-12-13,137.88999938964844
2023-12-14,143.33999633789062
2023-12-15,141.6199951171875
2023-12-18,140.97999572753906
2023-12-19,141.1199951171875
2023-12-20,138.50999450683594
2023-12-21,139.8800048828125
2023-12-22,140.97000122070312
2023-12-26,141.3300018310547
2023-12-27,140.77000427246094
2023-12-28,141.07000732421875
2023-12-29,140.5
2024-01-02,138.9199981689453
2024-01-03,137.1300048828125
2024-01-04,132.4600067138672
2024-01-05,132.35000610351562
2024-01-08,133.85000610351562
2024-01-09,133.16000366210938
2024-01-10,133.1699981689453
2024-01-11,132.10000610351562
2024-01-12,131.92999267578125
2024-01-16,130.74000549316406
2024-01-17,129.1300048828125
2024-01-18,130.4600067138672
2024-01-19,132.5399932861328
2024-01-22,133.1999969482422
2024-01-23,134.64999389648438
2024-01-24,143.6300048828125
2024-01-25,144.25999450683594
2024-01-26,144.47999572753906
2024-01-29,145.6699981689453
2024-01-30,145.22999572753906
2024-01-31,142.19000244140625
2024-02-01,142.25
2024-02-02,142.82000732421875
2024-02-05,140.7899932861328
2024-02-06,141.5500030517578
2024-02-07,141.99000549316406
2024-02-08,143.11000061035156
2024-02-09,144.0500030517578
2024-02-12,143.2899932861328
2024-02-13,140.74000549316406
2024-02-14,142.8000030517578
2024-02-15,143.1699981689453
2024-02-16,142.39999389648438
2024-02-20,140.22000122070312
2024-02-21,140.74000549316406
2024-02-22,143.6300048828125
2024-02-23,143.11000061035156
2024-02-26,142.7899932861328
2024-02-27,143.6300048828125
2024-02-28,143.10000610351562
2024-02-29,143.55999755859375
2024-03-01,143.74000549316406
2024-03-04,143.05999755859375
2024-03-05,140.24000549316406
2024-03-06,141.41000366210938
2024-03-07,142.4600067138672
2024-03-08,140.52999877929688
2024-03-11,141.02999877929688
2024-03-12,140.5399932861328
2024-03-13,141.38999938964844
2024-03-14,139.4499969482422
2024-03-15,139.16000366210938
2024-03-18,140.0
2024-03-19,140.6699981689453
2024-03-20,141.3300018310547
2024-03-21,143.99000549316406
2024-03-22,143.30999755859375
2024-03-25,141.61000061035156
2024-03-26,141.6300048828125
2024-03-27,144.92999267578125
2024-03-28,145.24000549316406
2024-04-01,143.9600067138672
2024-04-02,142.69000244140625
2024-04-03,145.67999267578125
2024-04-04,144.47999572753906
2024-04-05,144.64999389648438
2024-04-08,144.77999877929688
2024-04-09,147.8699951171875
2024-04-10,144.94000244140625
2024-04-11,146.7100067138672
2024-04-12,142.97999572753906
2024-04-15,142.02000427246094
2024-04-16,142.85000610351562
2024-04-17,141.47999572753906
2024-04-18,140.47999572753906
2024-04-19,140.5500030517578
2024-04-22,143.77000427246094
2024-04-23,143.22999572753906
2024-04-24,140.0
2024-04-25,140.47999572753906
2024-04-26,140.2100067138672
2024-04-29,142.82000732421875
2024-04-30,141.47999572753906
2024-05-01,139.4499969482422
2024-05-02,140.00999450683594
2024-05-03,142.0
2024-05-06,142.22000122070312
2024-05-07,143.24000549316406
2024-05-08,144.8000030517578
2024-05-09,146.10000610351562
2024-05-10,146.19000244140625
2024-05-13,147.83999633789062
2024-05-14,149.2899932861328
2024-05-15,151.4600067138672
2024-05-16,151.08999633789062
2024-05-17,151.00999450683594
2024-05-20,151.69000244140625
2024-05-21,151.8000030517578
2024-05-22,151.66000366210938
2024-05-23,150.0
2024-05-24,150.8699951171875
2024-05-28,150.39999389648438
2024-05-29,147.99000549316406
2024-05-30,148.25
2024-05-31,149.6999969482422
2024-06-03,149.11000061035156
2024-06-04,148.19000244140625
2024-06-05,149.99000549316406
2024-06-06,149.3300018310547
2024-06-07,149.1699981689453
2024-06-10,149.6699981689453
2024-06-11,149.55999755859375
2024-06-12,150.72000122070312
2024-06-13,150.55999755859375
2024-06-14,147.35000610351562
2024-06-17,150.17999267578125
2024-06-18,151.17999267578125
2024-06-20,150.5
2024-06-21,152.0
2024-06-24,151.10000610351562
2024-06-25,149.49000549316406
2024-06-26,147.83999633789062
2024-06-27,148.7100067138672
2024-06-28,150.42999267578125
2024-07-01,148.47000122070312
2024-07-02,149.94000244140625
2024-07-03,148.77999877929688
2024-07-05,149.42999267578125
2024-07-08,150.66000366210938
2024-07-09,149.75999450683594
2024-07-10,153.50999450683594
2024-07-11,154.75999450683594
2024-07-12,155.80999755859375
2024-07-15,156.17999267578125
2024-07-16,159.66000366210938
2024-07-17,157.0500030517578
2024-07-18,156.49000549316406
2024-07-19,150.69000244140625
2024-07-22,152.94000244140625
2024-07-23,151.39999389648438
2024-07-24,156.85000610351562
2024-07-25,154.5399932861328
2024-07-26,156.3800048828125
2024-07-29,155.77000427246094
2024-07-30,152.9499969482422
2024-07-31,154.3300018310547
2024-08-01,150.30999755859375
2024-08-02,145.39999389648438
2024-08-05,143.44000244140625
2024-08-06,142.92999267578125
2024-08-07,141.97000122070312
2024-08-08,143.4600067138672
2024-08-09,143.99000549316406
2024-08-12,144.6999969482422
2024-08-13,146.42999267578125
2024-08-14,145.1300048828125
2024-08-15,149.0399932861328
2024-08-16,149.42999267578125
2024-08-19,150.50999450683594
2024-08-20,150.0800018310547
2024-08-21,152.7100067138672
2024-08-22,150.69000244140625
2024-08-23,153.0800018310547
2024-08-26,152.5399932861328
2024-08-27,151.8699951171875
2024-08-28,151.24000549316406
2024-08-29,151.49000549316406
2024-08-30,153.60000610351562
2024-09-03,148.39999389648438
2024-09-04,147.67999267578125
2024-09-05,147.07000732421875
2024-09-06,143.3800048828125
2024-09-09,144.82000732421875
2024-09-10,144.0
2024-09-11,144.24000549316406
2024-09-12,144.1199951171875
2024-09-13,145.83999633789062
2024-09-16,145.8800048828125
2024-09-17,147.77999877929688
2024-09-18,145.9199981689453
2024-09-19,149.3800048828125
2024-09-20,148.11000061035156
2024-09-23,148.49000549316406
2024-09-24,148.77999877929688
2024-09-25,145.77999877929688
2024-09-26,149.5800018310547
2024-09-27,151.22000122070312
2024-09-30,150.99000549316406
2024-10-01,147.4600067138672
2024-10-02,146.60000610351562
2024-10-03,144.67999267578125
2024-10-04,145.4499969482422
2024-10-07,144.5800018310547
2024-10-08,145.99000549316406
2024-10-09,147.42999267578125
2024-10-10,146.38999938964844
2024-10-11,147.50999450683594
2024-10-14,148.30999755859375
2024-10-15,146.2899932861328
2024-10-16,144.8300018310547
2024-10-17,147.8699951171875
2024-10-18,148.97000122070312
2024-10-21,147.72999572753906
2024-10-22,146.8000030517578
2024-10-23,145.47000122070312
2024-10-24,146.8699951171875
2024-10-25,149.1300048828125
2024-10-28,150.8699951171875
2024-10-29,152.63999938964844
2024-10-30,151.7899932861328
2024-10-31,147.4199981689453
2024-11-01,150.02000427246094
2024-11-04,150.10000610351562
2024-11-05,149.13999938964844
2024-11-06,154.74000549316406
2024-11-07,155.1999969482422
2024-11-08,155.05999755859375
2024-11-11,155.02999877929688
2024-11-12,153.3699951171875
2024-11-13,154.74000549316406
2024-11-14,153.25
2024-11-15,148.35000610351562
2024-11-18,148.36000061035156
2024-11-19,146.9499969482422
2024-11-20,147.82000732421875
2024-11-21,150.52000427246094
