Date,GRMN
2022-02-28,110.44000244140625
2022-03-01,110.0
2022-03-02,113.91000366210938
2022-03-03,112.05000305175781
2022-03-04,110.56999969482422
2022-03-07,108.63999938964844
2022-03-08,109.9800033569336
2022-03-09,110.72000122070312
2022-03-10,111.12999725341797
2022-03-11,109.80000305175781
2022-03-14,109.36000061035156
2022-03-15,109.69000244140625
2022-03-16,111.93000030517578
2022-03-17,116.51000213623047
2022-03-18,119.61000061035156
2022-03-21,116.69999694824219
2022-03-22,118.54000091552734
2022-03-23,115.87000274658203
2022-03-24,116.81999969482422
2022-03-25,116.56999969482422
2022-03-28,118.87000274658203
2022-03-29,121.38999938964844
2022-03-30,120.29000091552734
2022-03-31,118.61000061035156
2022-04-01,116.11000061035156
2022-04-04,118.75
2022-04-05,117.04000091552734
2022-04-06,114.27999877929688
2022-04-07,115.3499984741211
2022-04-08,114.23999786376953
2022-04-11,111.73999786376953
2022-04-12,111.81999969482422
2022-04-13,113.06999969482422
2022-04-14,111.30999755859375
2022-04-18,110.56999969482422
2022-04-19,113.19999694824219
2022-04-20,114.68000030517578
2022-04-21,113.2300033569336
2022-04-22,110.5
2022-04-25,112.80999755859375
2022-04-26,110.0
2022-04-27,109.5
2022-04-28,110.63999938964844
2022-04-29,109.73999786376953
2022-05-02,111.80999755859375
2022-05-03,111.79000091552734
2022-05-04,114.19999694824219
2022-05-05,108.75
2022-05-06,106.02999877929688
2022-05-09,102.69999694824219
2022-05-10,101.23999786376953
2022-05-11,97.94999694824219
2022-05-12,99.47000122070312
2022-05-13,101.36000061035156
2022-05-16,101.2699966430664
2022-05-17,104.55000305175781
2022-05-18,101.19999694824219
2022-05-19,100.77999877929688
2022-05-20,100.6500015258789
2022-05-23,101.37000274658203
2022-05-24,98.94000244140625
2022-05-25,99.33999633789062
2022-05-26,102.48999786376953
2022-05-27,105.54000091552734
2022-05-31,105.62000274658203
2022-06-01,103.51000213623047
2022-06-02,106.98999786376953
2022-06-03,104.80999755859375
2022-06-06,104.61000061035156
2022-06-07,105.79000091552734
2022-06-08,103.55999755859375
2022-06-09,101.87999725341797
2022-06-10,99.93000030517578
2022-06-13,97.52999877929688
2022-06-14,96.72000122070312
2022-06-15,96.9800033569336
2022-06-16,92.77999877929688
2022-06-17,93.47000122070312
2022-06-21,95.6500015258789
2022-06-22,96.4800033569336
2022-06-23,98.87999725341797
2022-06-24,100.12999725341797
2022-06-27,100.1500015258789
2022-06-28,98.18000030517578
2022-06-29,99.02999877929688
2022-06-30,98.25
2022-07-01,98.48999786376953
2022-07-05,99.94999694824219
2022-07-06,100.61000061035156
2022-07-07,104.0199966430664
2022-07-08,102.9800033569336
2022-07-11,100.5999984741211
2022-07-12,101.75
2022-07-13,100.19999694824219
2022-07-14,97.95999908447266
2022-07-15,99.9000015258789
2022-07-18,99.7699966430664
2022-07-19,103.23999786376953
2022-07-20,106.22000122070312
2022-07-21,107.88999938964844
2022-07-22,104.94999694824219
2022-07-25,104.08000183105469
2022-07-26,102.5
2022-07-27,93.55999755859375
2022-07-28,98.04000091552734
2022-07-29,97.62000274658203
2022-08-01,98.2699966430664
2022-08-02,96.4800033569336
2022-08-03,97.81999969482422
2022-08-04,97.80999755859375
2022-08-05,97.5999984741211
2022-08-08,98.55000305175781
2022-08-09,95.12000274658203
2022-08-10,98.31999969482422
2022-08-11,98.66999816894531
2022-08-12,100.06999969482422
2022-08-15,99.52999877929688
2022-08-16,99.58999633789062
2022-08-17,98.66999816894531
2022-08-18,99.08999633789062
2022-08-19,97.12999725341797
2022-08-22,94.30000305175781
2022-08-23,93.83000183105469
2022-08-24,93.9000015258789
2022-08-25,95.13999938964844
2022-08-26,91.44999694824219
2022-08-29,90.56999969482422
2022-08-30,89.5
2022-08-31,88.48999786376953
2022-09-01,89.4000015258789
2022-09-02,88.51000213623047
2022-09-06,87.79000091552734
2022-09-07,90.7300033569336
2022-09-08,89.91999816894531
2022-09-09,90.83999633789062
2022-09-12,92.94000244140625
2022-09-13,88.80000305175781
2022-09-14,88.3499984741211
2022-09-15,86.94999694824219
2022-09-16,85.7300033569336
2022-09-19,87.33999633789062
2022-09-20,85.45999908447266
2022-09-21,84.38999938964844
2022-09-22,82.94000244140625
2022-09-23,82.7699966430664
2022-09-26,82.33000183105469
2022-09-27,81.68000030517578
2022-09-28,83.9000015258789
2022-09-29,81.7699966430664
2022-09-30,80.30999755859375
2022-10-03,82.37000274658203
2022-10-04,83.5
2022-10-05,83.1500015258789
2022-10-06,82.47000122070312
2022-10-07,79.69999694824219
2022-10-10,79.58000183105469
2022-10-11,78.5
2022-10-12,78.47000122070312
2022-10-13,80.43000030517578
2022-10-14,79.44000244140625
2022-10-17,81.77999877929688
2022-10-18,82.91999816894531
2022-10-19,81.19999694824219
2022-10-20,80.86000061035156
2022-10-21,82.7699966430664
2022-10-24,82.66000366210938
2022-10-25,84.88999938964844
2022-10-26,84.91999816894531
2022-10-27,85.94000244140625
2022-10-28,88.48999786376953
2022-10-31,88.04000091552734
2022-11-01,87.56999969482422
2022-11-02,84.52999877929688
2022-11-03,84.0199966430664
2022-11-04,86.52999877929688
2022-11-07,86.58000183105469
2022-11-08,86.83000183105469
2022-11-09,85.58000183105469
2022-11-10,91.30999755859375
2022-11-11,93.76000213623047
2022-11-14,91.27999877929688
2022-11-15,92.52999877929688
2022-11-16,90.3499984741211
2022-11-17,90.79000091552734
2022-11-18,91.02999877929688
2022-11-21,90.44999694824219
2022-11-22,90.4800033569336
2022-11-23,90.6500015258789
2022-11-25,91.08000183105469
2022-11-28,89.66999816894531
2022-11-29,89.80999755859375
2022-11-30,92.98999786376953
2022-12-01,94.36000061035156
2022-12-02,94.31999969482422
2022-12-05,93.9000015258789
2022-12-06,94.5
2022-12-07,94.33999633789062
2022-12-08,95.61000061035156
2022-12-09,95.02999877929688
2022-12-12,96.36000061035156
2022-12-13,96.86000061035156
2022-12-14,95.79000091552734
2022-12-15,92.72000122070312
2022-12-16,91.19000244140625
2022-12-19,90.30000305175781
2022-12-20,90.37000274658203
2022-12-21,92.05999755859375
2022-12-22,91.0199966430664
2022-12-23,91.26000213623047
2022-12-27,91.77999877929688
2022-12-28,90.25
2022-12-29,92.83999633789062
2022-12-30,92.29000091552734
2023-01-03,93.56999969482422
2023-01-04,95.54000091552734
2023-01-05,95.31999969482422
2023-01-06,98.12999725341797
2023-01-09,98.2300033569336
2023-01-10,98.91999816894531
2023-01-11,99.93000030517578
2023-01-12,98.1500015258789
2023-01-13,98.20999908447266
2023-01-17,97.77999877929688
2023-01-18,96.62999725341797
2023-01-19,95.33999633789062
2023-01-20,96.8499984741211
2023-01-23,98.51000213623047
2023-01-24,98.16000366210938
2023-01-25,98.62000274658203
2023-01-26,98.30999755859375
2023-01-27,98.69000244140625
2023-01-30,97.36000061035156
2023-01-31,98.87999725341797
2023-02-01,101.11000061035156
2023-02-02,102.9800033569336
2023-02-03,101.54000091552734
2023-02-06,98.45999908447266
2023-02-07,98.75
2023-02-08,96.98999786376953
2023-02-09,96.23999786376953
2023-02-10,95.91000366210938
2023-02-13,97.75
2023-02-14,97.30999755859375
2023-02-15,98.18000030517578
2023-02-16,97.1500015258789
2023-02-17,97.01000213623047
2023-02-21,93.95999908447266
2023-02-22,97.80000305175781
2023-02-23,100.9000015258789
2023-02-24,98.30000305175781
2023-02-27,98.37999725341797
2023-02-28,98.12999725341797
2023-03-01,96.75
2023-03-02,98.16999816894531
2023-03-03,99.26000213623047
2023-03-06,98.4000015258789
2023-03-07,98.27999877929688
2023-03-08,98.12999725341797
2023-03-09,96.77999877929688
2023-03-10,95.04000091552734
2023-03-13,95.93000030517578
2023-03-14,97.02999877929688
2023-03-15,95.88999938964844
2023-03-16,97.30999755859375
2023-03-17,96.0199966430664
2023-03-20,96.81999969482422
2023-03-21,97.36000061035156
2023-03-22,95.30000305175781
2023-03-23,95.08999633789062
2023-03-24,95.91999816894531
2023-03-27,96.4000015258789
2023-03-28,96.73999786376953
2023-03-29,98.44999694824219
2023-03-30,98.81999969482422
2023-03-31,100.91999816894531
2023-04-03,100.72000122070312
2023-04-04,100.08000183105469
2023-04-05,98.19999694824219
2023-04-06,98.05000305175781
2023-04-10,98.26000213623047
2023-04-11,98.58999633789062
2023-04-12,98.27999877929688
2023-04-13,99.44999694824219
2023-04-14,98.86000061035156
2023-04-17,99.52999877929688
2023-04-18,99.44000244140625
2023-04-19,98.1500015258789
2023-04-20,98.19000244140625
2023-04-21,97.7300033569336
2023-04-24,97.69999694824219
2023-04-25,96.08000183105469
2023-04-26,95.19999694824219
2023-04-27,96.94000244140625
2023-04-28,98.16999816894531
2023-05-01,98.31999969482422
2023-05-02,97.16999816894531
2023-05-03,100.08000183105469
2023-05-04,101.58000183105469
2023-05-05,103.77999877929688
2023-05-08,103.55999755859375
2023-05-09,103.95999908447266
2023-05-10,103.83000183105469
2023-05-11,103.55999755859375
2023-05-12,103.7699966430664
2023-05-15,103.81999969482422
2023-05-16,102.68000030517578
2023-05-17,102.94999694824219
2023-05-18,104.26000213623047
2023-05-19,104.0
2023-05-22,104.81999969482422
2023-05-23,104.05000305175781
2023-05-24,102.70999908447266
2023-05-25,103.63999938964844
2023-05-26,103.83000183105469
2023-05-30,105.5
2023-05-31,103.1500015258789
2023-06-01,103.87000274658203
2023-06-02,106.47000122070312
2023-06-05,105.52999877929688
2023-06-06,105.43000030517578
2023-06-07,105.94000244140625
2023-06-08,105.63999938964844
2023-06-09,105.33999633789062
2023-06-12,106.36000061035156
2023-06-13,107.56999969482422
2023-06-14,106.55000305175781
2023-06-15,106.1500015258789
2023-06-16,106.0
2023-06-20,105.41999816894531
2023-06-21,104.58999633789062
2023-06-22,103.4000015258789
2023-06-23,101.55999755859375
2023-06-26,102.4800033569336
2023-06-27,103.5
2023-06-28,102.37999725341797
2023-06-29,103.5999984741211
2023-06-30,104.29000091552734
2023-07-03,103.75
2023-07-05,105.25
2023-07-06,107.41000366210938
2023-07-07,105.02999877929688
2023-07-10,106.08999633789062
2023-07-11,107.11000061035156
2023-07-12,106.68000030517578
2023-07-13,107.58000183105469
2023-07-14,106.69000244140625
2023-07-17,106.4000015258789
2023-07-18,107.44999694824219
2023-07-19,107.68000030517578
2023-07-20,106.62000274658203
2023-07-21,105.97000122070312
2023-07-24,105.87000274658203
2023-07-25,106.48999786376953
2023-07-26,105.62000274658203
2023-07-27,105.18000030517578
2023-07-28,104.69000244140625
2023-07-31,105.88999938964844
2023-08-01,106.3499984741211
2023-08-02,107.7300033569336
2023-08-03,106.31999969482422
2023-08-04,106.12999725341797
2023-08-07,106.12000274658203
2023-08-08,104.91999816894531
2023-08-09,104.4800033569336
2023-08-10,103.79000091552734
2023-08-11,103.51000213623047
2023-08-14,104.0199966430664
2023-08-15,102.9800033569336
2023-08-16,102.31999969482422
2023-08-17,101.79000091552734
2023-08-18,101.55000305175781
2023-08-21,101.69999694824219
2023-08-22,102.69000244140625
2023-08-23,103.36000061035156
2023-08-24,102.31999969482422
2023-08-25,103.3499984741211
2023-08-28,104.68000030517578
2023-08-29,105.5
2023-08-30,105.8499984741211
2023-08-31,106.0199966430664
2023-09-01,106.04000091552734
2023-09-05,104.91999816894531
2023-09-06,103.66000366210938
2023-09-07,102.7300033569336
2023-09-08,102.7699966430664
2023-09-11,105.55999755859375
2023-09-12,105.62999725341797
2023-09-13,106.4800033569336
2023-09-14,106.56999969482422
2023-09-15,106.12000274658203
2023-09-18,107.05000305175781
2023-09-19,106.43000030517578
2023-09-20,106.77999877929688
2023-09-21,105.04000091552734
2023-09-22,105.30999755859375
2023-09-25,105.4000015258789
2023-09-26,103.2300033569336
2023-09-27,103.2300033569336
2023-09-28,105.1500015258789
2023-09-29,105.19999694824219
2023-10-02,103.51000213623047
2023-10-03,103.51000213623047
2023-10-04,104.0999984741211
2023-10-05,104.58999633789062
2023-10-06,106.12999725341797
2023-10-09,107.16999816894531
2023-10-10,107.80999755859375
2023-10-11,108.7300033569336
2023-10-12,107.58999633789062
2023-10-13,106.98999786376953
2023-10-16,107.8499984741211
2023-10-17,106.83000183105469
2023-10-18,105.05999755859375
2023-10-19,104.33000183105469
2023-10-20,103.27999877929688
2023-10-23,101.9800033569336
2023-10-24,102.33999633789062
2023-10-25,101.73999786376953
2023-10-26,100.86000061035156
2023-10-27,99.70999908447266
2023-10-30,101.27999877929688
