Date,MTB
2022-07-12,157.88999938964844
2022-07-13,154.1300048828125
2022-07-14,150.57000732421875
2022-07-15,156.2100067138672
2022-07-18,157.97000122070312
2022-07-19,164.7100067138672
2022-07-20,165.5399932861328
2022-07-21,169.22000122070312
2022-07-22,168.9600067138672
2022-07-25,172.44000244140625
2022-07-26,169.8000030517578
2022-07-27,172.97999572753906
2022-07-28,173.88999938964844
2022-07-29,177.4499969482422
2022-08-01,176.08999633789062
2022-08-02,173.80999755859375
2022-08-03,176.50999450683594
2022-08-04,175.44000244140625
2022-08-05,178.77000427246094
2022-08-08,179.25999450683594
2022-08-09,179.9199981689453
2022-08-10,184.82000732421875
2022-08-11,186.8699951171875
2022-08-12,189.82000732421875
2022-08-15,190.25
2022-08-16,191.41000366210938
2022-08-17,190.72000122070312
2022-08-18,191.17999267578125
2022-08-19,188.82000732421875
2022-08-22,184.0800018310547
2022-08-23,184.3000030517578
2022-08-24,184.33999633789062
2022-08-25,187.72999572753906
2022-08-26,184.02000427246094
2022-08-29,183.55999755859375
2022-08-30,182.77999877929688
2022-08-31,181.77999877929688
2022-09-01,180.80999755859375
2022-09-02,180.75
2022-09-06,179.02000427246094
2022-09-07,182.80999755859375
2022-09-08,187.89999389648438
2022-09-09,187.61000061035156
2022-09-12,190.5500030517578
2022-09-13,186.27999877929688
2022-09-14,183.25
2022-09-15,186.5
2022-09-16,182.85000610351562
2022-09-19,187.2899932861328
2022-09-20,187.17999267578125
2022-09-21,185.63999938964844
2022-09-22,183.1999969482422
2022-09-23,178.91000366210938
2022-09-26,177.1199951171875
2022-09-27,177.3000030517578
2022-09-28,179.14999389648438
2022-09-29,174.83999633789062
2022-09-30,176.32000732421875
2022-10-03,181.02000427246094
2022-10-04,187.3300018310547
2022-10-05,185.80999755859375
2022-10-06,184.11000061035156
2022-10-07,182.05999755859375
2022-10-10,181.27999877929688
2022-10-11,179.08999633789062
2022-10-12,178.82000732421875
2022-10-13,187.24000549316406
2022-10-14,185.55999755859375
2022-10-17,187.89999389648438
2022-10-18,189.36000061035156
2022-10-19,163.05999755859375
2022-10-20,161.39999389648438
2022-10-21,161.77000427246094
2022-10-24,163.13999938964844
2022-10-25,163.5
2022-10-26,165.0
2022-10-27,167.07000732421875
2022-10-28,168.17999267578125
2022-10-31,168.3699951171875
2022-11-01,168.10000610351562
2022-11-02,163.7100067138672
2022-11-03,164.19000244140625
2022-11-04,167.02000427246094
2022-11-07,168.97000122070312
2022-11-08,170.47999572753906
2022-11-09,165.94000244140625
2022-11-10,170.19000244140625
2022-11-11,166.1999969482422
2022-11-14,165.85000610351562
2022-11-15,169.9199981689453
2022-11-16,168.69000244140625
2022-11-17,167.88999938964844
2022-11-18,170.61000061035156
2022-11-21,169.52000427246094
2022-11-22,171.6699981689453
2022-11-23,171.8699951171875
2022-11-25,172.13999938964844
2022-11-28,169.52000427246094
2022-11-29,170.9199981689453
2022-11-30,170.02000427246094
2022-12-01,168.32000732421875
2022-12-02,169.10000610351562
2022-12-05,161.30999755859375
2022-12-06,160.35000610351562
2022-12-07,147.97000122070312
2022-12-08,150.1199951171875
2022-12-09,151.3800048828125
2022-12-12,151.5399932861328
2022-12-13,146.14999389648438
2022-12-14,143.7899932861328
2022-12-15,141.00999450683594
2022-12-16,140.0500030517578
2022-12-19,140.64999389648438
2022-12-20,140.30999755859375
2022-12-21,143.00999450683594
2022-12-22,144.75999450683594
2022-12-23,144.55999755859375
2022-12-27,145.86000061035156
2022-12-28,143.57000732421875
2022-12-29,145.47000122070312
2022-12-30,145.05999755859375
2023-01-03,144.97000122070312
2023-01-04,146.58999633789062
2023-01-05,146.24000549316406
2023-01-06,150.19000244140625
2023-01-09,148.5500030517578
2023-01-10,148.0
2023-01-11,149.35000610351562
2023-01-12,149.63999938964844
2023-01-13,149.5500030517578
2023-01-17,150.5399932861328
2023-01-18,145.8000030517578
2023-01-19,153.80999755859375
2023-01-20,153.69000244140625
2023-01-23,154.75999450683594
2023-01-24,154.94000244140625
2023-01-25,155.88999938964844
2023-01-26,155.00999450683594
2023-01-27,154.97999572753906
2023-01-30,153.49000549316406
2023-01-31,156.0
2023-02-01,154.39999389648438
2023-02-02,156.02000427246094
2023-02-03,159.02000427246094
2023-02-06,157.77999877929688
2023-02-07,160.10000610351562
2023-02-08,158.88999938964844
2023-02-09,157.7899932861328
2023-02-10,159.02000427246094
2023-02-13,161.3300018310547
2023-02-14,160.6199951171875
2023-02-15,160.25
2023-02-16,159.67999267578125
2023-02-17,159.9199981689453
2023-02-21,155.4499969482422
2023-02-22,154.1999969482422
2023-02-23,154.72000122070312
2023-02-24,156.1300048828125
2023-02-27,155.07000732421875
2023-02-28,155.2899932861328
2023-03-01,154.17999267578125
2023-03-02,151.32000732421875
2023-03-03,152.5399932861328
2023-03-06,152.1199951171875
2023-03-07,144.1999969482422
2023-03-08,140.3800048828125
2023-03-09,133.63999938964844
2023-03-10,131.72000122070312
2023-03-13,127.11000061035156
2023-03-14,127.43000030517578
2023-03-15,124.88999938964844
2023-03-16,127.55999755859375
2023-03-17,122.5
2023-03-20,121.70999908447266
2023-03-21,127.55000305175781
2023-03-22,117.66000366210938
2023-03-23,112.37000274658203
2023-03-24,114.93000030517578
2023-03-27,117.93000030517578
2023-03-28,119.27999877929688
2023-03-29,122.4000015258789
2023-03-30,119.58999633789062
2023-03-31,119.56999969482422
2023-04-03,118.73999786376953
2023-04-04,117.18000030517578
2023-04-05,117.41000366210938
2023-04-06,117.56999969482422
2023-04-10,117.44999694824219
2023-04-11,118.19000244140625
2023-04-12,116.33999633789062
2023-04-13,116.55000305175781
2023-04-14,116.58999633789062
2023-04-17,125.66000366210938
2023-04-18,125.7300033569336
2023-04-19,129.61000061035156
2023-04-20,124.80999755859375
2023-04-21,124.08999633789062
2023-04-24,124.5
2023-04-25,120.01000213623047
2023-04-26,120.62999725341797
2023-04-27,124.08999633789062
2023-04-28,125.80000305175781
2023-05-01,121.69000244140625
2023-05-02,117.4000015258789
2023-05-03,114.80999755859375
2023-05-04,113.68000030517578
2023-05-05,118.58000183105469
2023-05-08,116.2300033569336
2023-05-09,116.7300033569336
2023-05-10,114.86000061035156
2023-05-11,113.25
2023-05-12,111.43000030517578
2023-05-15,114.88999938964844
2023-05-16,112.94999694824219
2023-05-17,119.9800033569336
2023-05-18,122.55000305175781
2023-05-19,121.61000061035156
2023-05-22,123.2699966430664
2023-05-23,123.98999786376953
2023-05-24,121.48999786376953
2023-05-25,121.08999633789062
2023-05-26,123.5999984741211
2023-05-30,125.2300033569336
2023-05-31,119.16000366210938
2023-06-01,121.30000305175781
2023-06-02,125.58999633789062
2023-06-05,122.08999633789062
2023-06-06,127.0999984741211
2023-06-07,129.97000122070312
2023-06-08,128.61000061035156
2023-06-09,126.91999816894531
2023-06-12,125.3499984741211
2023-06-13,126.69999694824219
2023-06-14,121.9000015258789
2023-06-15,124.7699966430664
2023-06-16,123.16000366210938
2023-06-20,122.19999694824219
2023-06-21,122.1500015258789
2023-06-22,117.58999633789062
2023-06-23,115.87000274658203
2023-06-26,119.16999816894531
2023-06-27,121.81999969482422
2023-06-28,121.5999984741211
2023-06-29,124.20999908447266
2023-06-30,123.76000213623047
2023-07-03,127.44999694824219
2023-07-05,125.5199966430664
2023-07-06,125.30999755859375
2023-07-07,128.55999755859375
2023-07-10,129.47000122070312
2023-07-11,131.4499969482422
2023-07-12,131.49000549316406
2023-07-13,133.2899932861328
2023-07-14,130.7899932861328
2023-07-17,131.35000610351562
2023-07-18,134.75999450683594
2023-07-19,138.10000610351562
2023-07-20,138.5399932861328
2023-07-21,137.86000061035156
2023-07-24,139.7899932861328
2023-07-25,137.8699951171875
2023-07-26,140.44000244140625
2023-07-27,138.22000122070312
2023-07-28,140.0500030517578
2023-07-31,139.86000061035156
2023-08-01,138.6999969482422
2023-08-02,138.42999267578125
2023-08-03,139.82000732421875
2023-08-04,139.8699951171875
2023-08-07,141.5500030517578
2023-08-08,139.49000549316406
2023-08-09,135.10000610351562
2023-08-10,135.10000610351562
2023-08-11,135.89999389648438
2023-08-14,132.8699951171875
2023-08-15,127.19000244140625
2023-08-16,128.27999877929688
2023-08-17,128.74000549316406
2023-08-18,127.68000030517578
2023-08-21,128.38999938964844
2023-08-22,125.69999694824219
2023-08-23,126.52999877929688
2023-08-24,126.30999755859375
2023-08-25,125.58000183105469
2023-08-28,127.0999984741211
2023-08-29,128.19000244140625
2023-08-30,126.43000030517578
2023-08-31,125.05000305175781
2023-09-01,125.76000213623047
2023-09-05,123.80999755859375
2023-09-06,121.79000091552734
2023-09-07,119.33000183105469
2023-09-08,121.77999877929688
2023-09-11,126.16000366210938
2023-09-12,129.61000061035156
2023-09-13,126.16999816894531
2023-09-14,128.94000244140625
2023-09-15,129.3000030517578
2023-09-18,126.69000244140625
2023-09-19,126.4000015258789
2023-09-20,126.62000274658203
2023-09-21,126.2699966430664
2023-09-22,124.2699966430664
2023-09-25,125.58999633789062
2023-09-26,123.2699966430664
2023-09-27,124.54000091552734
2023-09-28,126.45999908447266
2023-09-29,126.44999694824219
2023-10-02,122.0999984741211
2023-10-03,120.6500015258789
2023-10-04,122.41000366210938
2023-10-05,123.36000061035156
2023-10-06,124.81999969482422
2023-10-09,125.30000305175781
2023-10-10,126.93000030517578
2023-10-11,125.70999908447266
2023-10-12,123.68000030517578
2023-10-13,120.19000244140625
2023-10-16,122.66000366210938
2023-10-17,124.38999938964844
2023-10-18,121.33000183105469
2023-10-19,119.61000061035156
2023-10-20,113.7699966430664
2023-10-23,111.5199966430664
2023-10-24,111.12000274658203
2023-10-25,111.66000366210938
2023-10-26,113.05999755859375
2023-10-27,108.94000244140625
2023-10-30,112.04000091552734
2023-10-31,112.75
2023-11-01,112.12999725341797
2023-11-02,118.44999694824219
2023-11-03,122.55000305175781
2023-11-06,121.30999755859375
2023-11-07,121.08000183105469
2023-11-08,119.33999633789062
2023-11-09,117.3499984741211
2023-11-10,118.3499984741211
2023-11-13,116.86000061035156
2023-11-14,123.30000305175781
2023-11-15,125.29000091552734
2023-11-16,123.47000122070312
2023-11-17,126.7300033569336
2023-11-20,126.94000244140625
2023-11-21,125.44999694824219
2023-11-22,125.06999969482422
2023-11-24,125.62000274658203
2023-11-27,124.7300033569336
2023-11-28,125.25
2023-11-29,127.7300033569336
2023-11-30,128.1699981689453
2023-12-01,132.7100067138672
2023-12-04,134.38999938964844
2023-12-05,132.11000061035156
2023-12-06,130.8300018310547
2023-12-07,132.77999877929688
2023-12-08,132.64999389648438
2023-12-11,133.4199981689453
2023-12-12,131.75999450683594
2023-12-13,138.50999450683594
2023-12-14,145.05999755859375
2023-12-15,142.75999450683594
2023-12-18,137.1300048828125
2023-12-19,139.36000061035156
2023-12-20,133.9600067138672
2023-12-21,136.2100067138672
2023-12-22,136.52000427246094
2023-12-26,138.86000061035156
2023-12-27,137.8800048828125
2023-12-28,138.38999938964844
2023-12-29,137.0800018310547
2024-01-02,139.02999877929688
2024-01-03,134.58999633789062
2024-01-04,136.2899932861328
2024-01-05,138.19000244140625
2024-01-08,138.07000732421875
2024-01-09,136.5
2024-01-10,136.83999633789062
2024-01-11,135.2899932861328
2024-01-12,133.0800018310547
2024-01-16,131.38999938964844
2024-01-17,130.9600067138672
2024-01-18,132.8800048828125
2024-01-19,139.38999938964844
2024-01-22,141.97000122070312
2024-01-23,141.80999755859375
2024-01-24,142.67999267578125
2024-01-25,142.0399932861328
2024-01-26,141.52000427246094
2024-01-29,142.75999450683594
2024-01-30,143.72999572753906
2024-01-31,138.10000610351562
2024-02-01,131.72999572753906
2024-02-02,133.49000549316406
2024-02-05,132.97999572753906
2024-02-06,132.27000427246094
2024-02-07,130.47000122070312
2024-02-08,131.6199951171875
2024-02-09,133.3300018310547
2024-02-12,136.72999572753906
2024-02-13,132.72999572753906
2024-02-14,136.16000366210938
2024-02-15,137.7100067138672
2024-02-16,138.30999755859375
2024-02-20,137.36000061035156
2024-02-21,137.1199951171875
2024-02-22,137.97999572753906
2024-02-23,138.10000610351562
2024-02-26,135.67999267578125
2024-02-27,138.72999572753906
2024-02-28,138.1300048828125
2024-02-29,139.74000549316406
2024-03-01,136.91000366210938
2024-03-04,139.9499969482422
2024-03-05,143.86000061035156
2024-03-06,141.63999938964844
2024-03-07,143.3699951171875
2024-03-08,142.74000549316406
2024-03-11,142.8300018310547
2024-03-12,143.24000549316406
2024-03-13,143.19000244140625
2024-03-14,140.33999633789062
2024-03-15,140.52999877929688
2024-03-18,140.92999267578125
2024-03-19,139.61000061035156
2024-03-20,143.19000244140625
2024-03-21,145.85000610351562
2024-03-22,142.14999389648438
2024-03-25,142.3000030517578
2024-03-26,141.22999572753906
2024-03-27,144.8000030517578
2024-03-28,145.44000244140625
2024-04-01,143.22000122070312
2024-04-02,140.64999389648438
2024-04-03,139.0500030517578
2024-04-04,138.11000061035156
2024-04-05,138.7100067138672
2024-04-08,140.57000732421875
2024-04-09,140.75999450683594
2024-04-10,134.86000061035156
2024-04-11,135.17999267578125
2024-04-12,134.55999755859375
2024-04-15,140.94000244140625
2024-04-16,137.38999938964844
2024-04-17,139.0399932861328
2024-04-18,139.3000030517578
2024-04-19,143.3800048828125
2024-04-22,145.67999267578125
2024-04-23,146.86000061035156
2024-04-24,147.9600067138672
2024-04-25,146.89999389648438
2024-04-26,146.3800048828125
2024-04-29,145.52000427246094
2024-04-30,144.38999938964844
2024-05-01,146.1300048828125
2024-05-02,146.27000427246094
2024-05-03,146.5800018310547
2024-05-06,149.24000549316406
2024-05-07,148.30999755859375
2024-05-08,151.25999450683594
2024-05-09,152.66000366210938
2024-05-10,153.66000366210938
2024-05-13,153.7899932861328
2024-05-14,155.05999755859375
2024-05-15,154.58999633789062
2024-05-16,153.47000122070312
2024-05-17,153.7899932861328
2024-05-20,152.25999450683594
2024-05-21,153.3800048828125
2024-05-22,153.02999877929688
2024-05-23,149.50999450683594
2024-05-24,150.66000366210938
2024-05-28,148.82000732421875
2024-05-29,145.66000366210938
2024-05-30,147.86000061035156
2024-05-31,151.60000610351562
2024-06-03,148.3000030517578
2024-06-04,146.50999450683594
2024-06-05,146.0399932861328
2024-06-06,145.30999755859375
2024-06-07,146.82000732421875
2024-06-10,143.85000610351562
2024-06-11,140.8300018310547
2024-06-12,143.63999938964844
2024-06-13,143.0
2024-06-14,142.17999267578125
2024-06-17,144.7899932861328
2024-06-18,146.82000732421875
2024-06-20,147.82000732421875
2024-06-21,147.50999450683594
2024-06-24,149.58999633789062
2024-06-25,147.5399932861328
2024-06-26,147.32000732421875
2024-06-27,147.64999389648438
2024-06-28,151.36000061035156
2024-07-01,149.82000732421875
2024-07-02,151.72999572753906
2024-07-03,149.1300048828125
2024-07-05,146.49000549316406
2024-07-08,148.1999969482422
2024-07-09,149.8000030517578
2024-07-10,152.3800048828125
2024-07-11,154.94000244140625
2024-07-12,155.2100067138672
2024-07-15,158.36000061035156
2024-07-16,163.1199951171875
2024-07-17,164.64999389648438
2024-07-18,167.3800048828125
2024-07-19,165.25
2024-07-22,170.8699951171875
2024-07-23,172.1699981689453
2024-07-24,171.67999267578125
2024-07-25,173.50999450683594
2024-07-26,174.89999389648438
2024-07-29,172.17999267578125
2024-07-30,173.61000061035156
2024-07-31,172.1699981689453
2024-08-01,166.85000610351562
2024-08-02,162.2899932861328
2024-08-05,159.97000122070312
2024-08-06,160.30999755859375
2024-08-07,159.75999450683594
2024-08-08,162.1699981689453
2024-08-09,162.22999572753906
2024-08-12,160.00999450683594
2024-08-13,160.3300018310547
2024-08-14,160.16000366210938
2024-08-15,161.5500030517578
2024-08-16,163.08999633789062
2024-08-19,164.39999389648438
2024-08-20,162.25999450683594
2024-08-21,162.91000366210938
2024-08-22,164.6300048828125
2024-08-23,168.67999267578125
2024-08-26,167.14999389648438
2024-08-27,167.39999389648438
2024-08-28,170.42999267578125
2024-08-29,169.99000549316406
2024-08-30,172.11000061035156
2024-09-03,171.32000732421875
2024-09-04,168.9600067138672
2024-09-05,168.8000030517578
2024-09-06,166.50999450683594
2024-09-09,168.77999877929688
2024-09-10,167.14999389648438
2024-09-11,165.88999938964844
2024-09-12,165.67999267578125
2024-09-13,168.8800048828125
2024-09-16,173.0800018310547
2024-09-17,173.82000732421875
2024-09-18,174.0500030517578
2024-09-19,179.86000061035156
2024-09-20,179.55999755859375
2024-09-23,177.6199951171875
2024-09-24,174.7899932861328
2024-09-25,172.66000366210938
2024-09-26,175.27999877929688
2024-09-27,175.4199981689453
2024-09-30,178.1199951171875
2024-10-01,172.72000122070312
2024-10-02,173.22000122070312
2024-10-03,172.33999633789062
2024-10-04,178.74000549316406
2024-10-07,177.8300018310547
2024-10-08,177.52000427246094
2024-10-09,179.14999389648438
2024-10-10,179.0800018310547
2024-10-11,185.19000244140625
2024-10-14,185.55999755859375
2024-10-15,185.8800048828125
2024-10-16,189.35000610351562
2024-10-17,198.8699951171875
2024-10-18,197.5500030517578
2024-10-21,193.6300048828125
2024-10-22,194.07000732421875
2024-10-23,193.85000610351562
2024-10-24,194.5
2024-10-25,192.57000732421875
2024-10-28,197.22999572753906
2024-10-29,195.72000122070312
2024-10-30,197.55999755859375
2024-10-31,194.67999267578125
2024-11-01,192.25
2024-11-04,190.6699981689453
2024-11-05,193.13999938964844
2024-11-06,216.55999755859375
2024-11-07,208.11000061035156
2024-11-08,209.41000366210938
2024-11-11,214.63999938964844
2024-11-12,213.22999572753906
2024-11-13,211.92999267578125
2024-11-14,213.27000427246094
2024-11-15,214.74000549316406
2024-11-18,214.82000732421875
2024-11-19,213.7100067138672
2024-11-20,213.52000427246094
2024-11-21,216.6199951171875
