Date,HD
2022-02-28,315.8299865722656
2022-03-01,320.25
2022-03-02,327.3699951171875
2022-03-03,324.3599853515625
2022-03-04,324.260009765625
2022-03-07,322.7699890136719
2022-03-08,316.739990234375
2022-03-09,317.20001220703125
2022-03-10,317.94000244140625
2022-03-11,316.7900085449219
2022-03-14,318.3599853515625
2022-03-15,328.5400085449219
2022-03-16,330.9100036621094
2022-03-17,336.3599853515625
2022-03-18,340.739990234375
2022-03-21,329.3699951171875
2022-03-22,329.7300109863281
2022-03-23,317.04998779296875
2022-03-24,315.7799987792969
2022-03-25,310.67999267578125
2022-03-28,314.2799987792969
2022-03-29,317.7099914550781
2022-03-30,308.4599914550781
2022-03-31,299.3299865722656
2022-04-01,301.8900146484375
2022-04-04,305.5799865722656
2022-04-05,304.8599853515625
2022-04-06,298.5400085449219
2022-04-07,302.75
2022-04-08,311.1099853515625
2022-04-11,306.7200012207031
2022-04-12,306.2900085449219
2022-04-13,310.4200134277344
2022-04-14,304.5199890136719
2022-04-18,300.2099914550781
2022-04-19,307.79998779296875
2022-04-20,315.1400146484375
2022-04-21,310.3599853515625
2022-04-22,300.1099853515625
2022-04-25,304.94000244140625
2022-04-26,299.9599914550781
2022-04-27,301.6000061035156
2022-04-28,311.760009765625
2022-04-29,300.3999938964844
2022-05-02,306.9700012207031
2022-05-03,304.9599914550781
2022-05-04,315.30999755859375
2022-05-05,299.1099853515625
2022-05-06,294.30999755859375
2022-05-09,297.0299987792969
2022-05-10,291.1600036621094
2022-05-11,282.9599914550781
2022-05-12,289.69000244140625
2022-05-13,296.0299987792969
2022-05-16,295.989990234375
2022-05-17,300.95001220703125
2022-05-18,285.17999267578125
2022-05-19,287.760009765625
2022-05-20,287.19000244140625
2022-05-23,286.0299987792969
2022-05-24,287.9200134277344
2022-05-25,293.57000732421875
2022-05-26,302.80999755859375
2022-05-27,308.4599914550781
2022-05-31,302.75
2022-06-01,297.19000244140625
2022-06-02,305.8699951171875
2022-06-03,305.0799865722656
2022-06-06,303.8900146484375
2022-06-07,301.7699890136719
2022-06-08,297.5299987792969
2022-06-09,299.8599853515625
2022-06-10,289.239990234375
2022-06-13,283.1600036621094
2022-06-14,278.6700134277344
2022-06-15,279.7300109863281
2022-06-16,273.4599914550781
2022-06-17,270.7300109863281
2022-06-21,269.20001220703125
2022-06-22,268.9800109863281
2022-06-23,275.4200134277344
2022-06-24,283.0
2022-06-27,282.69000244140625
2022-06-28,270.1499938964844
2022-06-29,273.8699951171875
2022-06-30,274.2699890136719
2022-07-01,279.0799865722656
2022-07-05,283.7300109863281
2022-07-06,283.5799865722656
2022-07-07,286.69000244140625
2022-07-08,286.4700012207031
2022-07-11,286.3900146484375
2022-07-12,285.1199951171875
2022-07-13,287.17999267578125
2022-07-14,289.4800109863281
2022-07-15,292.4100036621094
2022-07-18,293.04998779296875
2022-07-19,299.8299865722656
2022-07-20,302.29998779296875
2022-07-21,305.0
2022-07-22,306.5899963378906
2022-07-25,306.1499938964844
2022-07-26,298.17999267578125
2022-07-27,298.9100036621094
2022-07-28,299.6300048828125
2022-07-29,300.94000244140625
2022-08-01,305.82000732421875
2022-08-02,300.7099914550781
2022-08-03,306.3699951171875
2022-08-04,307.1700134277344
2022-08-05,309.69000244140625
2022-08-08,311.9700012207031
2022-08-09,305.2099914550781
2022-08-10,311.5799865722656
2022-08-11,310.69000244140625
2022-08-12,314.8900146484375
2022-08-15,314.6099853515625
2022-08-16,327.3800048828125
2022-08-17,325.760009765625
2022-08-18,325.2099914550781
2022-08-19,321.32000732421875
2022-08-22,312.2099914550781
2022-08-23,306.8999938964844
2022-08-24,308.1099853515625
2022-08-25,309.7799987792969
2022-08-26,298.1000061035156
2022-08-29,296.32000732421875
2022-08-30,293.1000061035156
2022-08-31,288.4200134277344
2022-09-01,293.3699951171875
2022-09-02,291.8999938964844
2022-09-06,289.5400085449219
2022-09-07,297.4700012207031
2022-09-08,299.8999938964844
2022-09-09,299.7699890136719
2022-09-12,297.5400085449219
2022-09-13,277.92999267578125
2022-09-14,276.3399963378906
2022-09-15,271.5400085449219
2022-09-16,275.9700012207031
2022-09-19,280.4200134277344
2022-09-20,274.1700134277344
2022-09-21,271.57000732421875
2022-09-22,269.1400146484375
2022-09-23,270.94000244140625
2022-09-26,266.5799865722656
2022-09-27,268.69000244140625
2022-09-28,282.19000244140625
2022-09-29,278.3299865722656
2022-09-30,275.94000244140625
2022-10-03,283.70001220703125
2022-10-04,289.55999755859375
2022-10-05,289.8500061035156
2022-10-06,290.3900146484375
2022-10-07,284.32000732421875
2022-10-10,282.4599914550781
2022-10-11,282.8900146484375
2022-10-12,280.5199890136719
2022-10-13,282.8299865722656
2022-10-14,276.42999267578125
2022-10-17,281.260009765625
2022-10-18,285.05999755859375
2022-10-19,275.489990234375
2022-10-20,269.4599914550781
2022-10-21,275.5299987792969
2022-10-24,283.260009765625
2022-10-25,290.260009765625
2022-10-26,290.1499938964844
2022-10-27,291.05999755859375
2022-10-28,298.6499938964844
2022-10-31,296.1300048828125
2022-11-01,296.05999755859375
2022-11-02,288.7300109863281
2022-11-03,281.5
2022-11-04,284.0299987792969
2022-11-07,290.2699890136719
2022-11-08,291.1400146484375
2022-11-09,286.75
2022-11-10,311.70001220703125
2022-11-11,314.94000244140625
2022-11-14,306.9200134277344
2022-11-15,311.92999267578125
2022-11-16,314.9100036621094
2022-11-17,311.44000244140625
2022-11-18,313.17999267578125
2022-11-21,316.7799987792969
2022-11-22,324.8800048828125
2022-11-23,321.510009765625
2022-11-25,326.3800048828125
2022-11-28,318.9200134277344
2022-11-29,315.9599914550781
2022-11-30,323.989990234375
2022-12-01,327.07000732421875
2022-12-02,327.989990234375
2022-12-05,320.0799865722656
2022-12-06,317.45001220703125
2022-12-07,320.1499938964844
2022-12-08,324.0899963378906
2022-12-09,320.4800109863281
2022-12-12,327.9800109863281
2022-12-13,332.8900146484375
2022-12-14,333.42999267578125
2022-12-15,327.6000061035156
2022-12-16,323.3399963378906
2022-12-19,317.3299865722656
2022-12-20,314.8399963378906
2022-12-21,319.3599853515625
2022-12-22,316.1199951171875
2022-12-23,318.7300109863281
2022-12-27,319.54998779296875
2022-12-28,315.7300109863281
2022-12-29,320.4100036621094
2022-12-30,315.8599853515625
2023-01-03,315.9100036621094
2023-01-04,319.7300109863281
2023-01-05,315.4700012207031
2023-01-06,317.5299987792969
2023-01-09,317.80999755859375
2023-01-10,320.6300048828125
2023-01-11,329.0
2023-01-12,329.8699951171875
2023-01-13,331.2099914550781
2023-01-17,327.5299987792969
2023-01-18,323.69000244140625
2023-01-19,310.8800048828125
2023-01-20,315.0
2023-01-23,315.4800109863281
2023-01-24,317.69000244140625
2023-01-25,317.260009765625
2023-01-26,313.80999755859375
2023-01-27,316.69000244140625
2023-01-30,314.239990234375
2023-01-31,324.1700134277344
2023-02-01,328.0899963378906
2023-02-02,339.7900085449219
2023-02-03,331.5
2023-02-06,329.2699890136719
2023-02-07,325.20001220703125
2023-02-08,320.7900085449219
2023-02-09,315.54998779296875
2023-02-10,316.5400085449219
2023-02-13,323.5299987792969
2023-02-14,318.42999267578125
2023-02-15,320.69000244140625
2023-02-16,321.239990234375
2023-02-17,317.95001220703125
2023-02-21,295.5
2023-02-22,296.29998779296875
2023-02-23,299.30999755859375
2023-02-24,296.6600036621094
2023-02-27,296.010009765625
2023-02-28,296.5400085449219
2023-03-01,290.7900085449219
2023-03-02,293.0199890136719
2023-03-03,298.45001220703125
2023-03-06,298.2099914550781
2023-03-07,290.70001220703125
2023-03-08,291.489990234375
2023-03-09,288.0
2023-03-10,286.30999755859375
2023-03-13,286.5199890136719
2023-03-14,285.57000732421875
2023-03-15,287.9700012207031
2023-03-16,286.7300109863281
2023-03-17,288.3900146484375
2023-03-20,289.260009765625
2023-03-21,289.42999267578125
2023-03-22,282.6099853515625
2023-03-23,283.9100036621094
2023-03-24,283.0199890136719
2023-03-27,281.2699890136719
2023-03-28,280.82000732421875
2023-03-29,283.3599853515625
2023-03-30,285.3599853515625
2023-03-31,295.1199951171875
2023-04-03,297.7300109863281
2023-04-04,294.9599914550781
2023-04-05,288.6700134277344
2023-04-06,288.6099853515625
2023-04-10,291.1700134277344
2023-04-11,293.7699890136719
2023-04-12,290.44000244140625
2023-04-13,292.1499938964844
2023-04-14,292.19000244140625
2023-04-17,295.3999938964844
2023-04-18,298.95001220703125
2023-04-19,296.9100036621094
2023-04-20,298.57000732421875
2023-04-21,300.0400085449219
2023-04-24,301.6400146484375
2023-04-25,296.3299865722656
2023-04-26,288.07000732421875
2023-04-27,293.92999267578125
2023-04-28,300.5400085449219
2023-05-01,297.70001220703125
2023-05-02,294.2799987792969
2023-05-03,293.0799865722656
2023-05-04,285.75
2023-05-05,289.6199951171875
2023-05-08,287.92999267578125
2023-05-09,290.5799865722656
2023-05-10,289.0299987792969
2023-05-11,287.69000244140625
2023-05-12,290.4700012207031
2023-05-15,288.5400085449219
2023-05-16,282.3299865722656
2023-05-17,292.3900146484375
2023-05-18,295.1600036621094
2023-05-19,290.8800048828125
2023-05-22,290.6600036621094
2023-05-23,294.94000244140625
2023-05-24,291.1000061035156
2023-05-25,286.75
2023-05-26,292.8299865722656
2023-05-30,292.3999938964844
2023-05-31,283.45001220703125
2023-06-01,288.3900146484375
2023-06-02,295.94000244140625
2023-06-05,293.1000061035156
2023-06-06,296.0
2023-06-07,301.70001220703125
2023-06-08,301.0899963378906
2023-06-09,297.3500061035156
2023-06-12,300.8599853515625
2023-06-13,300.0799865722656
2023-06-14,299.7099914550781
2023-06-15,302.0199890136719
2023-06-16,300.3800048828125
2023-06-20,301.4100036621094
2023-06-21,300.70001220703125
2023-06-22,301.17999267578125
2023-06-23,300.80999755859375
2023-06-26,307.8900146484375
2023-06-27,313.739990234375
2023-06-28,306.510009765625
2023-06-29,307.82000732421875
2023-06-30,310.6400146484375
2023-07-03,310.0199890136719
2023-07-05,310.79998779296875
2023-07-06,302.0199890136719
2023-07-07,302.80999755859375
2023-07-10,310.2799987792969
2023-07-11,313.6600036621094
2023-07-12,317.5199890136719
2023-07-13,314.6000061035156
2023-07-14,316.5
2023-07-17,316.04998779296875
2023-07-18,316.760009765625
2023-07-19,319.4800109863281
2023-07-20,319.0899963378906
2023-07-21,320.4700012207031
2023-07-24,325.1099853515625
2023-07-25,325.1300048828125
2023-07-26,329.5899963378906
2023-07-27,329.7099914550781
2023-07-28,331.3699951171875
2023-07-31,333.8399963378906
2023-08-01,332.07000732421875
2023-08-02,328.5
2023-08-03,329.8500061035156
2023-08-04,326.42999267578125
2023-08-07,329.1700134277344
2023-08-08,327.80999755859375
2023-08-09,328.2099914550781
2023-08-10,329.3999938964844
2023-08-11,331.1099853515625
2023-08-14,329.95001220703125
2023-08-15,332.1400146484375
2023-08-16,333.0299987792969
2023-08-17,327.2799987792969
2023-08-18,327.3699951171875
2023-08-21,324.05999755859375
2023-08-22,324.4800109863281
2023-08-23,326.0899963378906
2023-08-24,322.5899963378906
2023-08-25,322.8599853515625
2023-08-28,325.9100036621094
2023-08-29,329.3800048828125
2023-08-30,330.6300048828125
2023-08-31,330.29998779296875
2023-09-01,333.0799865722656
2023-09-05,327.7799987792969
2023-09-06,326.0
2023-09-07,328.4200134277344
2023-09-08,328.7099914550781
2023-09-11,328.3699951171875
2023-09-12,326.2799987792969
2023-09-13,325.8800048828125
2023-09-14,329.6300048828125
2023-09-15,321.3999938964844
2023-09-18,317.260009765625
2023-09-19,314.6099853515625
2023-09-20,310.8599853515625
2023-09-21,306.760009765625
2023-09-22,305.7300109863281
2023-09-25,306.489990234375
2023-09-26,302.5400085449219
