Date,HD
2023-09-27,301.82000732421875
2023-09-28,303.489990234375
2023-09-29,302.1600036621094
2023-10-02,299.8299865722656
2023-10-03,291.94000244140625
2023-10-04,292.3900146484375
2023-10-05,291.70001220703125
2023-10-06,292.82000732421875
2023-10-09,295.3599853515625
2023-10-10,299.2200012207031
2023-10-11,298.04998779296875
2023-10-12,293.0199890136719
2023-10-13,291.9200134277344
2023-10-16,297.3299865722656
2023-10-17,295.94000244140625
2023-10-18,290.239990234375
2023-10-19,286.7699890136719
2023-10-20,286.4100036621094
2023-10-23,285.07000732421875
2023-10-24,283.30999755859375
2023-10-25,280.92999267578125
2023-10-26,278.0
2023-10-27,276.4599914550781
2023-10-30,281.4800109863281
2023-10-31,284.69000244140625
2023-11-01,286.6300048828125
2023-11-02,294.5299987792969
2023-11-03,295.6099853515625
2023-11-06,294.57000732421875
2023-11-07,294.7699890136719
2023-11-08,295.9200134277344
2023-11-09,287.8699951171875
2023-11-10,291.5899963378906
2023-11-13,288.07000732421875
2023-11-14,303.6300048828125
2023-11-15,308.19000244140625
2023-11-16,306.44000244140625
2023-11-17,307.2699890136719
2023-11-20,308.19000244140625
2023-11-21,305.3399963378906
2023-11-22,309.20001220703125
2023-11-24,310.70001220703125
2023-11-27,310.9200134277344
2023-11-28,313.3399963378906
2023-11-29,311.0199890136719
2023-11-30,313.489990234375
2023-12-01,319.6199951171875
2023-12-04,324.0199890136719
2023-12-05,323.5
2023-12-06,326.1099853515625
2023-12-07,326.1700134277344
2023-12-08,326.4700012207031
2023-12-11,331.3299865722656
2023-12-12,333.20001220703125
2023-12-13,343.3999938964844
2023-12-14,351.80999755859375
2023-12-15,354.0
2023-12-18,350.80999755859375
2023-12-19,352.07000732421875
2023-12-20,348.6600036621094
2023-12-21,348.9700012207031
2023-12-22,348.5899963378906
2023-12-26,349.30999755859375
2023-12-27,348.5299987792969
2023-12-28,347.3599853515625
2023-12-29,346.54998779296875
2024-01-02,345.0799865722656
2024-01-03,338.260009765625
2024-01-04,338.5899963378906
2024-01-05,342.94000244140625
2024-01-08,347.92999267578125
2024-01-09,346.19000244140625
2024-01-10,356.79998779296875
2024-01-11,356.5299987792969
2024-01-12,355.7099914550781
2024-01-16,358.42999267578125
2024-01-17,355.70001220703125
2024-01-18,357.8999938964844
2024-01-19,362.4100036621094
2024-01-22,356.69000244140625
2024-01-23,350.7799987792969
2024-01-24,347.2699890136719
2024-01-25,350.9700012207031
2024-01-26,355.29998779296875
2024-01-29,355.70001220703125
2024-01-30,357.1000061035156
2024-01-31,352.9599914550781
2024-02-01,360.07000732421875
2024-02-02,357.2300109863281
2024-02-05,355.1400146484375
2024-02-06,356.25
2024-02-07,362.69000244140625
2024-02-08,363.7200012207031
2024-02-09,363.1499938964844
2024-02-12,365.45001220703125
2024-02-13,357.5899963378906
2024-02-14,358.2300109863281
2024-02-15,361.0799865722656
2024-02-16,362.3500061035156
2024-02-20,362.57000732421875
2024-02-21,364.1300048828125
2024-02-22,371.3399963378906
2024-02-23,371.9599914550781
2024-02-26,371.6000061035156
2024-02-27,375.55999755859375
2024-02-28,377.6099853515625
2024-02-29,380.6099853515625
2024-03-01,384.45001220703125
2024-03-04,380.3699951171875
2024-03-05,378.45001220703125
2024-03-06,377.44000244140625
2024-03-07,376.54998779296875
2024-03-08,373.3500061035156
2024-03-11,371.5199890136719
2024-03-12,374.5400085449219
2024-03-13,378.989990234375
2024-03-14,375.2699890136719
2024-03-15,373.2300109863281
2024-03-18,371.9100036621094
2024-03-19,379.4100036621094
2024-03-20,384.4100036621094
2024-03-21,395.20001220703125
2024-03-22,390.2799987792969
2024-03-25,383.510009765625
2024-03-26,379.92999267578125
2024-03-27,385.8900146484375
2024-03-28,383.6000061035156
2024-04-01,368.0299987792969
2024-04-02,363.0
2024-04-03,359.8999938964844
2024-04-04,357.67999267578125
2024-04-05,357.8699951171875
2024-04-08,362.04998779296875
2024-04-09,361.4200134277344
2024-04-10,350.55999755859375
2024-04-11,347.3699951171875
2024-04-12,342.8699951171875
2024-04-15,337.92999267578125
2024-04-16,334.8299865722656
2024-04-17,332.8299865722656
2024-04-18,332.8900146484375
2024-04-19,335.3599853515625
2024-04-22,336.1099853515625
2024-04-23,339.0
2024-04-24,333.010009765625
2024-04-25,331.9800109863281
2024-04-26,335.0899963378906
2024-04-29,336.79998779296875
2024-04-30,334.2200012207031
2024-05-01,331.9700012207031
2024-05-02,335.5299987792969
2024-05-03,342.8500061035156
2024-05-06,342.2900085449219
2024-05-07,340.69000244140625
2024-05-08,338.8299865722656
2024-05-09,347.44000244140625
2024-05-10,346.42999267578125
2024-05-13,340.9599914550781
2024-05-14,340.5
2024-05-15,348.6700134277344
2024-05-16,342.7300109863281
2024-05-17,344.2099914550781
2024-05-20,337.82000732421875
2024-05-21,336.1499938964844
2024-05-22,330.5899963378906
2024-05-23,326.8900146484375
2024-05-24,325.1000061035156
2024-05-28,328.70001220703125
2024-05-29,325.9100036621094
2024-05-30,329.17999267578125
2024-05-31,334.8699951171875
2024-06-03,328.010009765625
2024-06-04,328.260009765625
2024-06-05,330.260009765625
2024-06-06,331.1000061035156
2024-06-07,327.0299987792969
2024-06-10,332.55999755859375
2024-06-11,335.7200012207031
2024-06-12,344.1400146484375
2024-06-13,347.8800048828125
2024-06-14,346.8399963378906
2024-06-17,349.5
2024-06-18,353.8699951171875
2024-06-20,353.44000244140625
2024-06-21,355.79998779296875
2024-06-24,350.8800048828125
2024-06-25,338.32000732421875
2024-06-26,341.82000732421875
2024-06-27,341.489990234375
2024-06-28,344.239990234375
2024-07-01,336.19000244140625
2024-07-02,334.9700012207031
2024-07-03,333.6400146484375
2024-07-05,334.5799865722656
2024-07-08,339.6000061035156
2024-07-09,337.0899963378906
2024-07-10,344.17999267578125
2024-07-11,353.7900085449219
2024-07-12,359.7699890136719
2024-07-15,358.4599914550781
2024-07-16,369.1199951171875
2024-07-17,371.8900146484375
2024-07-18,366.0799865722656
2024-07-19,363.3599853515625
2024-07-22,363.25
2024-07-23,359.6199951171875
2024-07-24,350.30999755859375
2024-07-25,353.2900085449219
2024-07-26,359.510009765625
2024-07-29,361.6700134277344
2024-07-30,363.69000244140625
2024-07-31,368.1600036621094
2024-08-01,358.5799865722656
2024-08-02,355.42999267578125
2024-08-05,350.010009765625
2024-08-06,353.9100036621094
2024-08-07,342.3999938964844
2024-08-08,348.3399963378906
2024-08-09,348.6400146484375
2024-08-12,345.80999755859375
2024-08-13,350.07000732421875
2024-08-14,355.6600036621094
2024-08-15,360.07000732421875
2024-08-16,362.05999755859375
2024-08-19,363.07000732421875
2024-08-20,367.2699890136719
2024-08-21,370.4599914550781
2024-08-22,365.3599853515625
2024-08-23,375.5899963378906
2024-08-26,374.1099853515625
2024-08-27,373.17999267578125
2024-08-28,372.69000244140625
2024-08-29,367.05999755859375
2024-08-30,368.5
2024-09-03,364.739990234375
2024-09-04,364.6700134277344
2024-09-05,361.8500061035156
2024-09-06,360.04998779296875
2024-09-09,365.5199890136719
2024-09-10,370.8699951171875
2024-09-11,370.489990234375
2024-09-12,374.42999267578125
2024-09-13,379.989990234375
2024-09-16,382.010009765625
2024-09-17,383.239990234375
2024-09-18,384.010009765625
2024-09-19,390.3399963378906
2024-09-20,389.8599853515625
2024-09-23,391.9599914550781
2024-09-24,400.6600036621094
2024-09-25,396.92999267578125
2024-09-26,396.70001220703125
2024-09-27,399.5299987792969
2024-09-30,405.20001220703125
2024-10-01,409.04998779296875
2024-10-02,411.260009765625
2024-10-03,411.5799865722656
2024-10-04,408.3599853515625
2024-10-07,408.05999755859375
2024-10-08,414.17999267578125
2024-10-09,416.07000732421875
2024-10-10,409.9599914550781
2024-10-11,411.8999938964844
2024-10-14,415.4200134277344
2024-10-15,415.5799865722656
2024-10-16,418.6099853515625
2024-10-17,415.6000061035156
2024-10-18,415.0
2024-10-21,406.3999938964844
2024-10-22,401.8500061035156
2024-10-23,399.6400146484375
2024-10-24,402.67999267578125
2024-10-25,398.9100036621094
2024-10-28,402.8900146484375
2024-10-29,395.07000732421875
2024-10-30,392.5199890136719
2024-10-31,393.75
2024-11-01,392.5899963378906
2024-11-04,395.57000732421875
2024-11-05,400.0899963378906
2024-11-06,388.3699951171875
2024-11-07,399.44000244140625
2024-11-08,405.8999938964844
2024-11-11,408.2900085449219
2024-11-12,403.0799865722656
2024-11-13,410.19000244140625
2024-11-14,405.7200012207031
2024-11-15,408.17999267578125
2024-11-18,410.44000244140625
2024-11-19,406.79998779296875
2024-11-20,400.0
2024-11-21,410.45001220703125
