Date,COP
2022-02-28,94.86000061035156
2022-03-01,96.95999908447266
2022-03-02,98.04000091552734
2022-03-03,97.41000366210938
2022-03-04,100.2699966430664
2022-03-07,101.2699966430664
2022-03-08,98.80000305175781
2022-03-09,96.20999908447266
2022-03-10,99.72000122070312
2022-03-11,98.41000366210938
2022-03-14,96.55000305175781
2022-03-15,95.05000305175781
2022-03-16,94.81999969482422
2022-03-17,98.83000183105469
2022-03-18,99.5999984741211
2022-03-21,102.76000213623047
2022-03-22,101.7699966430664
2022-03-23,104.37000274658203
2022-03-24,104.54000091552734
2022-03-25,107.5
2022-03-28,103.5
2022-03-29,100.69000244140625
2022-03-30,101.0999984741211
2022-03-31,100.0
2022-04-01,100.58000183105469
2022-04-04,100.55000305175781
2022-04-05,98.05000305175781
2022-04-06,97.54000091552734
2022-04-07,99.95999908447266
2022-04-08,103.05000305175781
2022-04-11,97.9800033569336
2022-04-12,100.0
2022-04-13,100.2300033569336
2022-04-14,101.37000274658203
2022-04-18,103.47000122070312
2022-04-19,101.55999755859375
2022-04-20,102.66999816894531
2022-04-21,98.66999816894531
2022-04-22,96.01000213623047
2022-04-25,91.66000366210938
2022-04-26,91.31999969482422
2022-04-27,93.05999755859375
2022-04-28,97.55000305175781
2022-04-29,95.5199966430664
2022-05-02,95.91999816894531
2022-05-03,98.93000030517578
2022-05-04,103.86000061035156
2022-05-05,102.86000061035156
2022-05-06,107.69000244140625
2022-05-09,97.19999694824219
2022-05-10,98.0
2022-05-11,99.04000091552734
2022-05-12,99.5999984741211
2022-05-13,102.91000366210938
2022-05-16,105.5
2022-05-17,107.0199966430664
2022-05-18,104.4800033569336
2022-05-19,104.61000061035156
2022-05-20,105.0199966430664
2022-05-23,109.0199966430664
2022-05-24,109.4800033569336
2022-05-25,111.19999694824219
2022-05-26,113.1500015258789
2022-05-27,114.5999984741211
2022-05-31,112.36000061035156
2022-06-01,115.75
2022-06-02,114.95999908447266
2022-06-03,118.12000274658203
2022-06-06,117.37999725341797
2022-06-07,122.70999908447266
2022-06-08,121.86000061035156
2022-06-09,118.55999755859375
2022-06-10,116.83000183105469
2022-06-13,111.76000213623047
2022-06-14,111.48999786376953
2022-06-15,109.33000183105469
2022-06-16,102.41999816894531
2022-06-17,93.73999786376953
2022-06-21,99.27999877929688
2022-06-22,93.05999755859375
2022-06-23,87.88999938964844
2022-06-24,90.91000366210938
2022-06-27,92.2300033569336
2022-06-28,95.22000122070312
2022-06-29,91.45999908447266
2022-06-30,89.80999755859375
2022-07-01,90.9800033569336
2022-07-05,84.63999938964844
2022-07-06,83.33999633789062
2022-07-07,86.3499984741211
2022-07-08,86.45999908447266
2022-07-11,85.55000305175781
2022-07-12,83.44999694824219
2022-07-13,83.11000061035156
2022-07-14,81.61000061035156
2022-07-15,82.88999938964844
2022-07-18,85.06999969482422
2022-07-19,88.4800033569336
2022-07-20,90.70999908447266
2022-07-21,88.93000030517578
2022-07-22,88.12999725341797
2022-07-25,92.05000305175781
2022-07-26,91.08999633789062
2022-07-27,93.2699966430664
2022-07-28,94.05999755859375
2022-07-29,97.43000030517578
2022-08-01,95.0999984741211
2022-08-02,94.70999908447266
2022-08-03,91.31999969482422
2022-08-04,89.87999725341797
2022-08-05,92.8499984741211
2022-08-08,93.62999725341797
2022-08-09,95.51000213623047
2022-08-10,95.9800033569336
2022-08-11,100.36000061035156
2022-08-12,102.75
2022-08-15,100.7699966430664
2022-08-16,100.0999984741211
2022-08-17,101.36000061035156
2022-08-18,104.87999725341797
2022-08-19,105.13999938964844
2022-08-22,105.23999786376953
2022-08-23,108.44999694824219
2022-08-24,110.5199966430664
2022-08-25,112.08000183105469
2022-08-26,112.12000274658203
2022-08-29,113.41999816894531
2022-08-30,110.5
2022-08-31,109.44999694824219
2022-09-01,107.52999877929688
2022-09-02,110.26000213623047
2022-09-06,108.62999725341797
2022-09-07,106.76000213623047
2022-09-08,108.31999969482422
2022-09-09,111.97000122070312
2022-09-12,114.38999938964844
2022-09-13,112.33000183105469
2022-09-14,117.70999908447266
2022-09-15,115.55999755859375
2022-09-16,113.12999725341797
2022-09-19,112.87000274658203
2022-09-20,112.06999969482422
2022-09-21,111.08999633789062
2022-09-22,110.05999755859375
2022-09-23,100.58999633789062
2022-09-26,99.19999694824219
2022-09-27,98.76000213623047
2022-09-28,103.0
2022-09-29,103.66000366210938
2022-09-30,102.33999633789062
