Date,EW
2022-07-12,96.33999633789062
2022-07-13,95.93000030517578
2022-07-14,96.91000366210938
2022-07-15,99.43000030517578
2022-07-18,97.44999694824219
2022-07-19,101.23999786376953
2022-07-20,101.52999877929688
2022-07-21,103.7699966430664
2022-07-22,102.58000183105469
2022-07-25,102.08999633789062
2022-07-26,102.12999725341797
2022-07-27,105.61000061035156
2022-07-28,107.29000091552734
2022-07-29,100.54000091552734
2022-08-01,99.44999694824219
2022-08-02,102.22000122070312
2022-08-03,103.44999694824219
2022-08-04,104.8499984741211
2022-08-05,106.12000274658203
2022-08-08,105.45999908447266
2022-08-09,101.44000244140625
2022-08-10,103.86000061035156
2022-08-11,103.91999816894531
2022-08-12,104.80000305175781
2022-08-15,104.73999786376953
2022-08-16,102.27999877929688
2022-08-17,100.52999877929688
2022-08-18,99.51000213623047
2022-08-19,98.55000305175781
2022-08-22,95.87000274658203
2022-08-23,94.1500015258789
2022-08-24,94.95999908447266
2022-08-25,96.6500015258789
2022-08-26,91.23999786376953
2022-08-29,90.36000061035156
2022-08-30,90.43000030517578
2022-08-31,90.0999984741211
2022-09-01,90.12000274658203
2022-09-02,88.69000244140625
2022-09-06,89.05999755859375
2022-09-07,91.9800033569336
2022-09-08,95.5199966430664
2022-09-09,97.25
2022-09-12,97.36000061035156
2022-09-13,94.27999877929688
2022-09-14,94.12000274658203
2022-09-15,94.87999725341797
2022-09-16,93.3499984741211
2022-09-19,88.83000183105469
2022-09-20,87.19000244140625
2022-09-21,85.22000122070312
2022-09-22,84.16999816894531
2022-09-23,84.73999786376953
2022-09-26,83.58999633789062
2022-09-27,82.37000274658203
2022-09-28,84.23999786376953
2022-09-29,83.83000183105469
2022-09-30,82.62999725341797
2022-10-03,85.45999908447266
2022-10-04,87.18000030517578
2022-10-05,87.44000244140625
2022-10-06,86.4800033569336
2022-10-07,84.2300033569336
2022-10-10,82.75
2022-10-11,82.1500015258789
2022-10-12,82.6500015258789
2022-10-13,84.22000122070312
2022-10-14,82.41999816894531
2022-10-17,85.48999786376953
2022-10-18,86.26000213623047
2022-10-19,85.94999694824219
2022-10-20,83.68000030517578
2022-10-21,84.80999755859375
2022-10-24,84.91000366210938
2022-10-25,85.69999694824219
2022-10-26,86.76000213623047
2022-10-27,86.30000305175781
2022-10-28,70.87000274658203
2022-10-31,72.43000030517578
2022-11-01,72.58999633789062
2022-11-02,70.30999755859375
2022-11-03,68.66000366210938
2022-11-04,68.54000091552734
2022-11-07,68.7699966430664
2022-11-08,69.69000244140625
2022-11-09,69.98999786376953
2022-11-10,72.55000305175781
2022-11-11,74.6500015258789
2022-11-14,73.51000213623047
2022-11-15,75.95999908447266
2022-11-16,75.02999877929688
2022-11-17,73.72000122070312
2022-11-18,75.04000091552734
2022-11-21,74.0999984741211
2022-11-22,74.30999755859375
2022-11-23,75.91000366210938
2022-11-25,76.36000061035156
2022-11-28,75.77999877929688
2022-11-29,74.8499984741211
2022-11-30,77.25
2022-12-01,77.55999755859375
2022-12-02,76.55000305175781
2022-12-05,73.8499984741211
2022-12-06,72.2699966430664
2022-12-07,72.58000183105469
2022-12-08,72.4800033569336
2022-12-09,74.01000213623047
2022-12-12,75.31999969482422
2022-12-13,75.95999908447266
2022-12-14,75.81999969482422
2022-12-15,73.55000305175781
2022-12-16,73.01000213623047
2022-12-19,73.43000030517578
2022-12-20,73.41999816894531
2022-12-21,74.76000213623047
2022-12-22,74.44999694824219
2022-12-23,74.19000244140625
2022-12-27,73.58999633789062
2022-12-28,73.11000061035156
2022-12-29,75.20999908447266
2022-12-30,74.61000061035156
2023-01-03,74.2699966430664
2023-01-04,76.47000122070312
2023-01-05,75.18000030517578
2023-01-06,77.01000213623047
2023-01-09,76.3499984741211
2023-01-10,77.0199966430664
2023-01-11,77.70999908447266
2023-01-12,77.75
2023-01-13,78.30999755859375
2023-01-17,78.86000061035156
2023-01-18,78.30999755859375
2023-01-19,78.47000122070312
2023-01-20,79.29000091552734
2023-01-23,80.05999755859375
2023-01-24,77.11000061035156
2023-01-25,77.69000244140625
2023-01-26,78.20999908447266
2023-01-27,78.13999938964844
2023-01-30,76.05999755859375
2023-01-31,76.69999694824219
2023-02-01,81.4800033569336
2023-02-02,84.51000213623047
2023-02-03,82.12000274658203
2023-02-06,79.08999633789062
2023-02-07,80.04000091552734
2023-02-08,78.08000183105469
2023-02-09,77.27999877929688
2023-02-10,77.19999694824219
2023-02-13,77.61000061035156
2023-02-14,76.58999633789062
2023-02-15,77.91999816894531
2023-02-16,77.27999877929688
2023-02-17,78.51000213623047
2023-02-21,75.55000305175781
2023-02-22,75.43000030517578
2023-02-23,77.58000183105469
2023-02-24,76.25
2023-02-27,77.33999633789062
2023-02-28,80.44000244140625
2023-03-01,79.8499984741211
2023-03-02,80.2300033569336
2023-03-03,81.91999816894531
2023-03-06,78.80000305175781
2023-03-07,78.91999816894531
2023-03-08,77.2699966430664
2023-03-09,76.02999877929688
2023-03-10,74.33999633789062
2023-03-13,76.62000274658203
2023-03-14,78.19999694824219
2023-03-15,79.4800033569336
2023-03-16,81.91000366210938
2023-03-17,80.73999786376953
2023-03-20,81.08000183105469
2023-03-21,81.7300033569336
2023-03-22,79.41000366210938
2023-03-23,79.55000305175781
2023-03-24,80.76000213623047
2023-03-27,80.91999816894531
2023-03-28,80.48999786376953
2023-03-29,81.63999938964844
2023-03-30,81.56999969482422
2023-03-31,82.7300033569336
2023-04-03,82.16999816894531
2023-04-04,83.19999694824219
2023-04-05,83.44999694824219
2023-04-06,83.87999725341797
2023-04-10,82.75
2023-04-11,82.19999694824219
2023-04-12,82.91999816894531
2023-04-13,84.66000366210938
2023-04-14,84.36000061035156
2023-04-17,84.05000305175781
2023-04-18,84.3499984741211
2023-04-19,86.5
2023-04-20,85.7300033569336
2023-04-21,86.54000091552734
2023-04-24,88.79000091552734
2023-04-25,87.7699966430664
2023-04-26,87.41000366210938
2023-04-27,86.72000122070312
2023-04-28,87.9800033569336
2023-05-01,87.55000305175781
2023-05-02,87.80999755859375
2023-05-03,88.0999984741211
2023-05-04,87.9000015258789
2023-05-05,88.73999786376953
2023-05-08,89.0199966430664
2023-05-09,88.69999694824219
2023-05-10,88.8499984741211
2023-05-11,88.77999877929688
2023-05-12,89.18000030517578
2023-05-15,88.91999816894531
2023-05-16,88.66000366210938
2023-05-17,87.66000366210938
2023-05-18,87.41000366210938
2023-05-19,87.93000030517578
2023-05-22,89.16000366210938
2023-05-23,84.73999786376953
2023-05-24,83.83999633789062
2023-05-25,81.6500015258789
2023-05-26,82.01000213623047
2023-05-30,81.41000366210938
2023-05-31,84.2300033569336
2023-06-01,85.2300033569336
2023-06-02,85.33999633789062
2023-06-05,85.94000244140625
2023-06-06,85.18000030517578
2023-06-07,83.4800033569336
2023-06-08,83.95999908447266
2023-06-09,84.0999984741211
2023-06-12,85.56999969482422
2023-06-13,87.4000015258789
2023-06-14,90.52999877929688
2023-06-15,91.29000091552734
2023-06-16,91.94000244140625
2023-06-20,91.91000366210938
2023-06-21,91.08999633789062
2023-06-22,91.33000183105469
2023-06-23,90.33999633789062
2023-06-26,89.48999786376953
2023-06-27,90.19000244140625
2023-06-28,90.44000244140625
2023-06-29,92.0199966430664
2023-06-30,94.33000183105469
2023-07-03,91.48999786376953
2023-07-05,90.95999908447266
2023-07-06,90.45999908447266
2023-07-07,90.26000213623047
2023-07-10,91.63999938964844
2023-07-11,92.44000244140625
2023-07-12,93.0999984741211
2023-07-13,93.08999633789062
2023-07-14,93.37999725341797
2023-07-17,92.6500015258789
2023-07-18,91.98999786376953
2023-07-19,91.62000274658203
2023-07-20,92.6500015258789
2023-07-21,92.56999969482422
2023-07-24,91.4000015258789
2023-07-25,91.68000030517578
2023-07-26,91.62999725341797
2023-07-27,82.66999816894531
2023-07-28,83.73999786376953
2023-07-31,82.06999969482422
2023-08-01,82.05000305175781
2023-08-02,80.37999725341797
2023-08-03,80.0
2023-08-04,79.55000305175781
2023-08-07,79.83999633789062
2023-08-08,78.58999633789062
2023-08-09,77.97000122070312
2023-08-10,78.27999877929688
2023-08-11,79.41000366210938
2023-08-14,80.52999877929688
2023-08-15,79.86000061035156
2023-08-16,78.79000091552734
2023-08-17,76.83000183105469
2023-08-18,76.58000183105469
2023-08-21,76.33000183105469
2023-08-22,75.97000122070312
2023-08-23,75.9000015258789
2023-08-24,75.01000213623047
2023-08-25,76.16999816894531
2023-08-28,76.02999877929688
2023-08-29,77.83000183105469
2023-08-30,77.81999969482422
2023-08-31,76.47000122070312
2023-09-01,76.37999725341797
2023-09-05,75.97000122070312
2023-09-06,76.95999908447266
2023-09-07,76.08999633789062
2023-09-08,74.06999969482422
2023-09-11,74.87000274658203
2023-09-12,73.37000274658203
2023-09-13,73.16999816894531
2023-09-14,74.0199966430664
2023-09-15,73.19999694824219
2023-09-18,72.94000244140625
2023-09-19,73.0199966430664
2023-09-20,71.94999694824219
2023-09-21,70.18000030517578
2023-09-22,69.66000366210938
2023-09-25,69.45999908447266
2023-09-26,70.37000274658203
2023-09-27,70.11000061035156
2023-09-28,69.95999908447266
2023-09-29,69.27999877929688
2023-10-02,69.18000030517578
2023-10-03,69.5999984741211
2023-10-04,71.2699966430664
2023-10-05,72.19999694824219
2023-10-06,73.69999694824219
2023-10-09,72.9000015258789
2023-10-10,72.91000366210938
2023-10-11,71.13999938964844
2023-10-12,69.91999816894531
2023-10-13,70.77999877929688
2023-10-16,71.2699966430664
2023-10-17,70.33000183105469
2023-10-18,69.70999908447266
2023-10-19,69.08000183105469
2023-10-20,69.4800033569336
2023-10-23,69.05000305175781
2023-10-24,70.48999786376953
2023-10-25,68.33999633789062
2023-10-26,62.779998779296875
2023-10-27,61.709999084472656
2023-10-30,62.36000061035156
2023-10-31,63.720001220703125
2023-11-01,63.83000183105469
2023-11-02,65.52999877929688
2023-11-03,67.06999969482422
2023-11-06,67.0999984741211
2023-11-07,66.52999877929688
2023-11-08,66.23999786376953
2023-11-09,64.6500015258789
2023-11-10,64.20999908447266
2023-11-13,64.5999984741211
2023-11-14,65.79000091552734
2023-11-15,67.01000213623047
2023-11-16,67.47000122070312
2023-11-17,66.9000015258789
2023-11-20,67.19000244140625
2023-11-21,66.95999908447266
2023-11-22,67.05999755859375
2023-11-24,67.9000015258789
2023-11-27,67.16000366210938
2023-11-28,67.0999984741211
2023-11-29,67.43000030517578
2023-11-30,67.70999908447266
2023-12-01,68.36000061035156
2023-12-04,69.18000030517578
2023-12-05,68.8499984741211
2023-12-06,69.48999786376953
2023-12-07,68.26000213623047
2023-12-08,69.18000030517578
2023-12-11,70.30999755859375
2023-12-12,72.18000030517578
2023-12-13,75.22000122070312
2023-12-14,77.76000213623047
2023-12-15,76.9000015258789
2023-12-18,74.87999725341797
2023-12-19,75.30999755859375
2023-12-20,74.12000274658203
2023-12-21,74.94999694824219
2023-12-22,75.83000183105469
2023-12-26,76.27999877929688
2023-12-27,76.20999908447266
2023-12-28,76.70999908447266
2023-12-29,76.25
2024-01-02,75.56999969482422
2024-01-03,73.12999725341797
2024-01-04,73.5199966430664
2024-01-05,72.8499984741211
2024-01-08,75.66999816894531
2024-01-09,75.83000183105469
2024-01-10,76.12000274658203
2024-01-11,75.13999938964844
2024-01-12,74.02999877929688
2024-01-16,73.98999786376953
2024-01-17,73.81999969482422
2024-01-18,74.44000244140625
2024-01-19,74.30999755859375
2024-01-22,75.16000366210938
2024-01-23,74.83000183105469
2024-01-24,72.54000091552734
2024-01-25,73.55000305175781
2024-01-26,73.23999786376953
2024-01-29,74.56999969482422
2024-01-30,73.9000015258789
2024-01-31,78.47000122070312
2024-02-01,78.70999908447266
2024-02-02,86.08999633789062
2024-02-05,86.05999755859375
2024-02-06,88.25
2024-02-07,86.61000061035156
2024-02-08,85.80000305175781
2024-02-09,85.01000213623047
2024-02-12,87.12000274658203
2024-02-13,86.26000213623047
2024-02-14,86.04000091552734
2024-02-15,86.04000091552734
2024-02-16,86.0999984741211
2024-02-20,86.9000015258789
2024-02-21,86.6500015258789
2024-02-22,87.62000274658203
2024-02-23,87.73999786376953
2024-02-26,86.1500015258789
2024-02-27,86.51000213623047
2024-02-28,86.0
2024-02-29,84.87000274658203
2024-03-01,85.22000122070312
2024-03-04,87.0199966430664
2024-03-05,86.0999984741211
2024-03-06,88.33000183105469
2024-03-07,93.80999755859375
2024-03-08,92.13999938964844
2024-03-11,90.83000183105469
2024-03-12,90.91000366210938
2024-03-13,92.93000030517578
2024-03-14,93.36000061035156
2024-03-15,92.30999755859375
2024-03-18,92.8499984741211
2024-03-19,94.30999755859375
2024-03-20,93.04000091552734
2024-03-21,94.68000030517578
2024-03-22,93.79000091552734
2024-03-25,93.16000366210938
2024-03-26,93.41999816894531
2024-03-27,95.1500015258789
2024-03-28,95.55999755859375
2024-04-01,94.25
2024-04-02,94.30999755859375
2024-04-03,93.0199966430664
2024-04-04,91.19999694824219
2024-04-05,92.69999694824219
2024-04-08,92.33999633789062
2024-04-09,93.05000305175781
2024-04-10,91.51000213623047
2024-04-11,91.41000366210938
2024-04-12,90.27999877929688
2024-04-15,89.19999694824219
2024-04-16,90.05000305175781
2024-04-17,87.23999786376953
2024-04-18,86.44999694824219
2024-04-19,85.94000244140625
2024-04-22,86.95999908447266
2024-04-23,87.75
2024-04-24,88.61000061035156
2024-04-25,88.01000213623047
2024-04-26,86.43000030517578
2024-04-29,85.94999694824219
2024-04-30,84.66999816894531
2024-05-01,84.30000305175781
2024-05-02,85.05999755859375
2024-05-03,85.25
2024-05-06,85.08999633789062
2024-05-07,85.83999633789062
2024-05-08,85.08999633789062
2024-05-09,87.41999816894531
2024-05-10,86.72000122070312
2024-05-13,84.69999694824219
2024-05-14,86.45999908447266
2024-05-15,90.16000366210938
2024-05-16,90.11000061035156
2024-05-17,89.13999938964844
2024-05-20,89.77999877929688
2024-05-21,90.33999633789062
2024-05-22,90.20999908447266
2024-05-23,87.45999908447266
2024-05-24,87.9800033569336
2024-05-28,87.04000091552734
2024-05-29,87.02999877929688
2024-05-30,87.88999938964844
2024-05-31,86.88999938964844
2024-06-03,87.86000061035156
2024-06-04,87.41000366210938
2024-06-05,87.06999969482422
2024-06-06,87.68000030517578
2024-06-07,88.13999938964844
2024-06-10,86.0999984741211
2024-06-11,87.0
2024-06-12,87.7699966430664
2024-06-13,87.66999816894531
2024-06-14,87.29000091552734
2024-06-17,86.87000274658203
2024-06-18,88.5199966430664
2024-06-20,88.83999633789062
2024-06-21,90.9000015258789
2024-06-24,90.16999816894531
2024-06-25,91.08000183105469
2024-06-26,91.55999755859375
2024-06-27,93.33999633789062
2024-06-28,92.37000274658203
2024-07-01,90.25
2024-07-02,91.2300033569336
2024-07-03,91.08000183105469
2024-07-05,92.31999969482422
2024-07-08,91.83999633789062
2024-07-09,93.4800033569336
2024-07-10,93.77999877929688
2024-07-11,92.8499984741211
2024-07-12,90.98999786376953
2024-07-15,89.5
2024-07-16,87.7300033569336
2024-07-17,87.30999755859375
2024-07-18,85.80999755859375
2024-07-19,86.5
2024-07-22,87.98999786376953
2024-07-23,87.05000305175781
2024-07-24,86.94999694824219
2024-07-25,59.70000076293945
2024-07-26,62.369998931884766
2024-07-29,63.7400016784668
2024-07-30,63.63999938964844
2024-07-31,63.04999923706055
2024-08-01,61.86000061035156
2024-08-02,60.83000183105469
2024-08-05,60.70000076293945
2024-08-06,62.0099983215332
2024-08-07,61.06999969482422
2024-08-08,63.290000915527344
2024-08-09,64.63999938964844
2024-08-12,65.54000091552734
2024-08-13,66.3499984741211
2024-08-14,66.5
2024-08-15,68.12000274658203
2024-08-16,68.91999816894531
2024-08-19,68.26000213623047
2024-08-20,69.37999725341797
2024-08-21,70.08999633789062
2024-08-22,71.30000305175781
2024-08-23,70.87999725341797
2024-08-26,68.75
2024-08-27,69.62999725341797
2024-08-28,68.6500015258789
2024-08-29,70.12000274658203
2024-08-30,69.95999908447266
2024-09-03,68.75
2024-09-04,68.93000030517578
2024-09-05,66.0199966430664
2024-09-06,66.80999755859375
2024-09-09,65.70999908447266
2024-09-10,67.13999938964844
2024-09-11,68.25
2024-09-12,68.12999725341797
2024-09-13,68.5199966430664
2024-09-16,69.36000061035156
2024-09-17,67.2300033569336
2024-09-18,67.52999877929688
2024-09-19,67.26000213623047
2024-09-20,66.83000183105469
2024-09-23,67.36000061035156
2024-09-24,66.33000183105469
2024-09-25,65.41000366210938
2024-09-26,65.7699966430664
2024-09-27,66.58000183105469
2024-09-30,65.98999786376953
2024-10-01,65.0999984741211
2024-10-02,65.1500015258789
2024-10-03,65.37000274658203
2024-10-04,65.48999786376953
2024-10-07,64.54000091552734
2024-10-08,68.54000091552734
2024-10-09,68.0199966430664
2024-10-10,68.26000213623047
2024-10-11,68.12999725341797
2024-10-14,69.62999725341797
2024-10-15,68.9000015258789
2024-10-16,68.30000305175781
2024-10-17,68.47000122070312
2024-10-18,70.2699966430664
2024-10-21,70.05000305175781
2024-10-22,69.23999786376953
2024-10-23,70.61000061035156
2024-10-24,70.3499984741211
2024-10-25,69.37999725341797
2024-10-28,68.5199966430664
2024-10-29,69.37000274658203
2024-10-30,68.62999725341797
2024-10-31,67.01000213623047
2024-11-01,67.54000091552734
2024-11-04,66.47000122070312
2024-11-05,66.69000244140625
2024-11-06,65.75
2024-11-07,65.83999633789062
2024-11-08,66.2300033569336
2024-11-11,66.69999694824219
2024-11-12,65.80999755859375
2024-11-13,66.5199966430664
2024-11-14,66.16000366210938
2024-11-15,67.76000213623047
2024-11-18,69.88999938964844
2024-11-19,70.19999694824219
2024-11-20,69.54000091552734
2024-11-21,70.37999725341797
