Date,RSG
2022-02-28,120.27999877929688
2022-03-01,121.22000122070312
2022-03-02,124.8499984741211
2022-03-03,126.25
2022-03-04,129.97000122070312
2022-03-07,127.95999908447266
2022-03-08,123.11000061035156
2022-03-09,125.7699966430664
2022-03-10,126.79000091552734
2022-03-11,126.54000091552734
2022-03-14,128.47000122070312
2022-03-15,129.05999755859375
2022-03-16,130.02999877929688
2022-03-17,131.52999877929688
2022-03-18,131.49000549316406
2022-03-21,131.52999877929688
2022-03-22,129.52000427246094
2022-03-23,129.47999572753906
2022-03-24,130.19000244140625
2022-03-25,131.5
2022-03-28,133.05999755859375
2022-03-29,133.6300048828125
2022-03-30,134.69000244140625
2022-03-31,132.5
2022-04-01,133.25
2022-04-04,132.13999938964844
2022-04-05,133.27000427246094
2022-04-06,133.44000244140625
2022-04-07,135.27999877929688
2022-04-08,135.8300018310547
2022-04-11,135.77000427246094
2022-04-12,133.91000366210938
2022-04-13,133.14999389648438
2022-04-14,132.7100067138672
2022-04-18,132.3000030517578
2022-04-19,133.72000122070312
2022-04-20,134.32000732421875
2022-04-21,134.80999755859375
2022-04-22,132.39999389648438
2022-04-25,132.4499969482422
2022-04-26,134.97999572753906
2022-04-27,137.05999755859375
2022-04-28,138.11000061035156
2022-04-29,134.27000427246094
2022-05-02,130.99000549316406
2022-05-03,131.22999572753906
2022-05-04,133.57000732421875
2022-05-05,130.3300018310547
2022-05-06,135.19000244140625
2022-05-09,130.9499969482422
2022-05-10,129.11000061035156
2022-05-11,129.13999938964844
2022-05-12,127.72000122070312
2022-05-13,130.88999938964844
2022-05-16,130.82000732421875
2022-05-17,132.3300018310547
2022-05-18,128.08999633789062
2022-05-19,127.51000213623047
2022-05-20,129.4499969482422
2022-05-23,130.9600067138672
2022-05-24,133.4499969482422
2022-05-25,132.9499969482422
2022-05-26,134.13999938964844
2022-05-27,136.8699951171875
2022-05-31,133.83999633789062
2022-06-01,133.97000122070312
2022-06-02,135.38999938964844
2022-06-03,134.41000366210938
2022-06-06,133.24000549316406
2022-06-07,135.3699951171875
2022-06-08,132.17999267578125
2022-06-09,128.47999572753906
2022-06-10,126.54000091552734
2022-06-13,124.19000244140625
2022-06-14,123.05999755859375
2022-06-15,123.36000061035156
2022-06-16,121.76000213623047
2022-06-17,120.7300033569336
2022-06-21,124.52999877929688
2022-06-22,124.97000122070312
2022-06-23,126.70999908447266
2022-06-24,129.89999389648438
2022-06-27,129.39999389648438
2022-06-28,127.91000366210938
2022-06-29,130.2100067138672
2022-06-30,130.8699951171875
2022-07-01,133.0399932861328
2022-07-05,129.55999755859375
2022-07-06,131.82000732421875
2022-07-07,129.91000366210938
2022-07-08,129.86000061035156
2022-07-11,130.1199951171875
2022-07-12,128.39999389648438
2022-07-13,127.6500015258789
2022-07-14,128.3699951171875
2022-07-15,129.0
2022-07-18,126.75
2022-07-19,128.88999938964844
2022-07-20,129.27000427246094
2022-07-21,131.24000549316406
2022-07-22,131.02000427246094
2022-07-25,132.0500030517578
2022-07-26,131.5
2022-07-27,132.94000244140625
2022-07-28,137.25999450683594
2022-07-29,138.66000366210938
2022-08-01,137.72999572753906
2022-08-02,138.22999572753906
2022-08-03,140.39999389648438
2022-08-04,141.5399932861328
2022-08-05,141.89999389648438
2022-08-08,142.83999633789062
2022-08-09,142.82000732421875
2022-08-10,142.94000244140625
2022-08-11,141.8000030517578
2022-08-12,144.7100067138672
2022-08-15,145.99000549316406
2022-08-16,147.1199951171875
2022-08-17,147.94000244140625
2022-08-18,147.30999755859375
2022-08-19,146.44000244140625
2022-08-22,146.35000610351562
2022-08-23,145.74000549316406
2022-08-24,146.67999267578125
2022-08-25,147.55999755859375
2022-08-26,144.67999267578125
2022-08-29,145.47000122070312
2022-08-30,143.83999633789062
2022-08-31,142.72000122070312
2022-09-01,143.97000122070312
2022-09-02,142.7899932861328
2022-09-06,144.0500030517578
2022-09-07,147.4600067138672
2022-09-08,148.0
2022-09-09,147.7100067138672
2022-09-12,148.10000610351562
2022-09-13,146.30999755859375
2022-09-14,145.9600067138672
2022-09-15,145.6699981689453
2022-09-16,143.63999938964844
2022-09-19,145.97999572753906
2022-09-20,144.33999633789062
2022-09-21,143.25999450683594
2022-09-22,141.55999755859375
2022-09-23,140.50999450683594
2022-09-26,140.07000732421875
2022-09-27,138.60000610351562
2022-09-28,140.0500030517578
2022-09-29,137.4499969482422
2022-09-30,136.0399932861328
2022-10-03,139.3000030517578
2022-10-04,142.52000427246094
2022-10-05,141.1699981689453
2022-10-06,133.41000366210938
2022-10-07,129.22999572753906
2022-10-10,130.10000610351562
2022-10-11,129.63999938964844
2022-10-12,128.4499969482422
2022-10-13,130.67999267578125
2022-10-14,127.44999694824219
2022-10-17,130.77999877929688
2022-10-18,133.64999389648438
2022-10-19,133.97999572753906
2022-10-20,132.2899932861328
2022-10-21,133.5399932861328
2022-10-24,134.55999755859375
2022-10-25,135.1300048828125
2022-10-26,133.6199951171875
2022-10-27,134.63999938964844
2022-10-28,133.17999267578125
2022-10-31,132.6199951171875
2022-11-01,131.17999267578125
2022-11-02,130.32000732421875
2022-11-03,131.77000427246094
2022-11-04,129.91000366210938
2022-11-07,131.49000549316406
2022-11-08,132.52000427246094
2022-11-09,132.07000732421875
2022-11-10,134.85000610351562
2022-11-11,131.05999755859375
2022-11-14,129.97999572753906
2022-11-15,128.82000732421875
2022-11-16,130.82000732421875
2022-11-17,131.91000366210938
2022-11-18,133.88999938964844
2022-11-21,134.64999389648438
2022-11-22,135.38999938964844
2022-11-23,135.92999267578125
2022-11-25,136.8800048828125
2022-11-28,136.52000427246094
2022-11-29,136.64999389648438
2022-11-30,139.2899932861328
2022-12-01,139.75
2022-12-02,140.52000427246094
2022-12-05,139.11000061035156
2022-12-06,136.89999389648438
2022-12-07,135.57000732421875
2022-12-08,136.35000610351562
2022-12-09,135.80999755859375
2022-12-12,136.82000732421875
2022-12-13,136.39999389648438
2022-12-14,135.92999267578125
2022-12-15,133.39999389648438
2022-12-16,131.5500030517578
2022-12-19,129.64999389648438
2022-12-20,130.0399932861328
2022-12-21,131.47999572753906
2022-12-22,129.44000244140625
2022-12-23,130.77000427246094
2022-12-27,130.9199981689453
2022-12-28,129.41000366210938
2022-12-29,130.75
2022-12-30,128.99000549316406
2023-01-03,128.67999267578125
2023-01-04,128.25
2023-01-05,125.5199966430664
2023-01-06,128.36000061035156
2023-01-09,127.7300033569336
2023-01-10,125.16999816894531
2023-01-11,126.91999816894531
2023-01-12,123.2699966430664
2023-01-13,124.88999938964844
2023-01-17,125.68000030517578
2023-01-18,122.12999725341797
2023-01-19,121.62000274658203
2023-01-20,123.1500015258789
2023-01-23,123.31999969482422
2023-01-24,123.20999908447266
2023-01-25,124.27999877929688
2023-01-26,123.87000274658203
2023-01-27,123.8499984741211
2023-01-30,124.12000274658203
2023-01-31,124.81999969482422
2023-02-01,124.79000091552734
2023-02-02,122.54000091552734
2023-02-03,123.08000183105469
2023-02-06,123.88999938964844
2023-02-07,124.29000091552734
2023-02-08,124.41999816894531
2023-02-09,125.44000244140625
2023-02-10,127.36000061035156
2023-02-13,126.04000091552734
2023-02-14,124.86000061035156
2023-02-15,125.80999755859375
2023-02-16,129.99000549316406
2023-02-17,131.9600067138672
2023-02-21,130.32000732421875
2023-02-22,129.24000549316406
2023-02-23,128.72000122070312
2023-02-24,129.61000061035156
2023-02-27,129.25
2023-02-28,128.92999267578125
2023-03-01,128.6199951171875
2023-03-02,129.1300048828125
2023-03-03,128.94000244140625
2023-03-06,129.42999267578125
2023-03-07,127.5999984741211
2023-03-08,127.9800033569336
2023-03-09,128.32000732421875
2023-03-10,127.05000305175781
2023-03-13,128.39999389648438
2023-03-14,132.02999877929688
2023-03-15,132.8000030517578
2023-03-16,133.57000732421875
2023-03-17,130.72999572753906
2023-03-20,131.77000427246094
2023-03-21,130.61000061035156
2023-03-22,129.47000122070312
