Date,RSG
2023-03-23,127.95999908447266
2023-03-24,130.9199981689453
2023-03-27,130.49000549316406
2023-03-28,131.30999755859375
2023-03-29,132.9600067138672
2023-03-30,134.85000610351562
2023-03-31,135.22000122070312
2023-04-03,136.1300048828125
2023-04-04,136.1199951171875
2023-04-05,135.22999572753906
2023-04-06,135.6999969482422
2023-04-10,134.9499969482422
2023-04-11,135.05999755859375
2023-04-12,136.97999572753906
2023-04-13,138.08999633789062
2023-04-14,137.3699951171875
2023-04-17,138.6699981689453
2023-04-18,137.63999938964844
2023-04-19,137.5399932861328
2023-04-20,138.3300018310547
2023-04-21,138.61000061035156
2023-04-24,139.10000610351562
2023-04-25,138.8800048828125
2023-04-26,137.25
2023-04-27,137.69000244140625
2023-04-28,144.6199951171875
2023-05-01,144.97999572753906
2023-05-02,144.9600067138672
2023-05-03,146.02999877929688
2023-05-04,145.80999755859375
2023-05-05,145.86000061035156
2023-05-08,145.83999633789062
2023-05-09,146.99000549316406
2023-05-10,148.08999633789062
2023-05-11,148.1199951171875
2023-05-12,148.19000244140625
2023-05-15,147.80999755859375
2023-05-16,146.74000549316406
2023-05-17,145.5399932861328
2023-05-18,144.7100067138672
2023-05-19,145.08999633789062
2023-05-22,143.9600067138672
2023-05-23,142.6999969482422
2023-05-24,142.47999572753906
2023-05-25,141.7100067138672
2023-05-26,141.0800018310547
2023-05-30,142.0
2023-05-31,141.6300048828125
2023-06-01,142.72999572753906
2023-06-02,144.5
2023-06-05,143.74000549316406
2023-06-06,143.32000732421875
2023-06-07,141.85000610351562
2023-06-08,143.44000244140625
2023-06-09,143.3000030517578
2023-06-12,143.77000427246094
2023-06-13,143.10000610351562
2023-06-14,143.55999755859375
2023-06-15,144.5500030517578
2023-06-16,145.72999572753906
2023-06-20,145.8699951171875
2023-06-21,146.36000061035156
2023-06-22,147.6199951171875
2023-06-23,146.52999877929688
2023-06-26,147.77000427246094
2023-06-27,150.19000244140625
2023-06-28,148.80999755859375
2023-06-29,151.44000244140625
2023-06-30,153.1699981689453
2023-07-03,151.39999389648438
2023-07-05,151.14999389648438
2023-07-06,151.42999267578125
2023-07-07,150.3300018310547
2023-07-10,150.88999938964844
2023-07-11,149.85000610351562
2023-07-12,149.17999267578125
2023-07-13,149.60000610351562
2023-07-14,149.97999572753906
2023-07-17,150.13999938964844
2023-07-18,149.05999755859375
2023-07-19,149.47000122070312
2023-07-20,154.52000427246094
2023-07-21,154.9499969482422
2023-07-24,154.3000030517578
2023-07-25,153.9499969482422
2023-07-26,152.8699951171875
2023-07-27,151.60000610351562
2023-07-28,151.5
2023-07-31,151.11000061035156
2023-08-01,152.08999633789062
2023-08-02,152.57000732421875
2023-08-03,149.1199951171875
2023-08-04,148.52999877929688
2023-08-07,148.88999938964844
2023-08-08,147.27000427246094
2023-08-09,148.49000549316406
2023-08-10,147.41000366210938
2023-08-11,147.57000732421875
2023-08-14,148.02000427246094
2023-08-15,146.07000732421875
2023-08-16,147.75999450683594
2023-08-17,145.7899932861328
2023-08-18,146.27999877929688
2023-08-21,146.74000549316406
2023-08-22,146.39999389648438
2023-08-23,146.3000030517578
2023-08-24,145.00999450683594
2023-08-25,146.0500030517578
2023-08-28,145.44000244140625
2023-08-29,145.94000244140625
2023-08-30,145.89999389648438
2023-08-31,144.1300048828125
2023-09-01,144.89999389648438
2023-09-05,145.07000732421875
2023-09-06,144.14999389648438
2023-09-07,146.75999450683594
2023-09-08,146.22000122070312
2023-09-11,147.3300018310547
2023-09-12,148.57000732421875
2023-09-13,151.02000427246094
2023-09-14,150.44000244140625
2023-09-15,150.13999938964844
2023-09-18,148.9600067138672
2023-09-19,149.25
2023-09-20,149.3000030517578
2023-09-21,147.35000610351562
2023-09-22,146.36000061035156
2023-09-25,146.35000610351562
2023-09-26,145.67999267578125
2023-09-27,144.72999572753906
2023-09-28,144.97999572753906
2023-09-29,142.50999450683594
2023-10-02,141.16000366210938
2023-10-03,142.5
2023-10-04,143.1699981689453
2023-10-05,143.5
2023-10-06,144.38999938964844
2023-10-09,146.6199951171875
2023-10-10,146.38999938964844
2023-10-11,146.47000122070312
2023-10-12,145.99000549316406
2023-10-13,147.35000610351562
2023-10-16,148.22999572753906
2023-10-17,148.08999633789062
2023-10-18,147.22000122070312
2023-10-19,145.7899932861328
2023-10-20,145.13999938964844
2023-10-23,144.4199981689453
2023-10-24,143.3000030517578
2023-10-25,147.5800018310547
2023-10-26,146.02000427246094
2023-10-27,146.0
2023-10-30,147.25
2023-10-31,148.49000549316406
2023-11-01,148.74000549316406
2023-11-02,151.7100067138672
2023-11-03,153.4499969482422
2023-11-06,154.64999389648438
2023-11-07,154.91000366210938
2023-11-08,155.61000061035156
2023-11-09,156.35000610351562
2023-11-10,157.7899932861328
2023-11-13,158.39999389648438
2023-11-14,159.05999755859375
2023-11-15,157.02000427246094
2023-11-16,158.8800048828125
2023-11-17,158.72000122070312
2023-11-20,159.5
2023-11-21,160.0399932861328
2023-11-22,160.00999450683594
2023-11-24,160.39999389648438
2023-11-27,160.25
2023-11-28,159.83999633789062
2023-11-29,159.92999267578125
2023-11-30,161.83999633789062
2023-12-01,163.9199981689453
2023-12-04,162.55999755859375
2023-12-05,161.4600067138672
2023-12-06,161.85000610351562
2023-12-07,161.58999633789062
2023-12-08,161.7899932861328
2023-12-11,162.44000244140625
2023-12-12,165.1699981689453
2023-12-13,167.11000061035156
2023-12-14,162.69000244140625
2023-12-15,162.0800018310547
2023-12-18,163.57000732421875
2023-12-19,162.8000030517578
2023-12-20,162.1999969482422
2023-12-21,161.64999389648438
2023-12-22,162.69000244140625
2023-12-26,163.07000732421875
2023-12-27,163.75999450683594
2023-12-28,164.30999755859375
2023-12-29,164.91000366210938
2024-01-02,164.94000244140625
2024-01-03,163.72000122070312
2024-01-04,164.16000366210938
2024-01-05,163.52000427246094
2024-01-08,164.35000610351562
2024-01-09,163.80999755859375
2024-01-10,164.3000030517578
2024-01-11,163.92999267578125
2024-01-12,166.13999938964844
2024-01-16,165.63999938964844
2024-01-17,166.1999969482422
2024-01-18,167.75
2024-01-19,168.67999267578125
2024-01-22,168.8300018310547
2024-01-23,169.82000732421875
2024-01-24,169.33999633789062
2024-01-25,170.27999877929688
2024-01-26,171.2899932861328
2024-01-29,171.47000122070312
2024-01-30,172.8800048828125
2024-01-31,171.1199951171875
2024-02-01,173.8300018310547
2024-02-02,173.66000366210938
2024-02-05,173.25
2024-02-06,173.67999267578125
2024-02-07,174.55999755859375
2024-02-08,174.63999938964844
2024-02-09,173.49000549316406
2024-02-12,172.0
2024-02-13,175.61000061035156
2024-02-14,178.74000549316406
2024-02-15,179.86000061035156
2024-02-16,180.42999267578125
2024-02-20,180.00999450683594
2024-02-21,181.36000061035156
2024-02-22,183.3300018310547
2024-02-23,184.97999572753906
2024-02-26,184.8699951171875
2024-02-27,184.52000427246094
2024-02-28,185.9499969482422
2024-02-29,183.60000610351562
2024-03-01,183.63999938964844
2024-03-04,184.94000244140625
2024-03-05,183.75999450683594
2024-03-06,183.8000030517578
2024-03-07,184.0
2024-03-08,184.19000244140625
2024-03-11,184.27000427246094
2024-03-12,185.44000244140625
2024-03-13,185.88999938964844
2024-03-14,186.3300018310547
2024-03-15,186.30999755859375
2024-03-18,187.5800018310547
2024-03-19,188.14999389648438
2024-03-20,187.8000030517578
2024-03-21,189.1199951171875
2024-03-22,190.50999450683594
2024-03-25,189.72999572753906
2024-03-26,189.69000244140625
2024-03-27,191.52000427246094
2024-03-28,191.44000244140625
2024-04-01,189.8300018310547
2024-04-02,188.9199981689453
2024-04-03,189.24000549316406
2024-04-04,186.77999877929688
2024-04-05,188.39999389648438
2024-04-08,188.52000427246094
2024-04-09,188.8000030517578
2024-04-10,189.69000244140625
2024-04-11,189.17999267578125
2024-04-12,187.82000732421875
2024-04-15,187.24000549316406
2024-04-16,187.47999572753906
2024-04-17,188.9499969482422
2024-04-18,188.97000122070312
2024-04-19,189.75999450683594
2024-04-22,191.75999450683594
2024-04-23,190.61000061035156
2024-04-24,191.99000549316406
2024-04-25,193.55999755859375
2024-04-26,191.9199981689453
2024-04-29,193.41000366210938
2024-04-30,191.6999969482422
2024-05-01,186.0
2024-05-02,186.44000244140625
2024-05-03,185.50999450683594
2024-05-06,186.7100067138672
2024-05-07,188.55999755859375
2024-05-08,187.3300018310547
2024-05-09,188.1300048828125
2024-05-10,189.24000549316406
2024-05-13,188.22999572753906
2024-05-14,187.33999633789062
2024-05-15,186.97000122070312
2024-05-16,187.6999969482422
2024-05-17,188.16000366210938
2024-05-20,185.97999572753906
2024-05-21,186.47999572753906
2024-05-22,186.77000427246094
2024-05-23,186.3300018310547
2024-05-24,186.80999755859375
2024-05-28,183.50999450683594
2024-05-29,181.58999633789062
2024-05-30,182.07000732421875
2024-05-31,185.19000244140625
2024-06-03,185.32000732421875
2024-06-04,187.36000061035156
2024-06-05,188.07000732421875
2024-06-06,187.07000732421875
2024-06-07,186.9499969482422
2024-06-10,187.72000122070312
2024-06-11,186.64999389648438
2024-06-12,187.27000427246094
2024-06-13,187.42999267578125
2024-06-14,188.63999938964844
2024-06-17,191.69000244140625
2024-06-18,191.85000610351562
2024-06-20,191.8300018310547
2024-06-21,191.85000610351562
2024-06-24,194.66000366210938
2024-06-25,194.5
2024-06-26,194.08999633789062
2024-06-27,194.82000732421875
2024-06-28,194.33999633789062
2024-07-01,192.8800048828125
2024-07-02,193.16000366210938
2024-07-03,193.5399932861328
2024-07-05,194.88999938964844
2024-07-08,195.2899932861328
2024-07-09,195.32000732421875
2024-07-10,196.8800048828125
2024-07-11,198.6999969482422
2024-07-12,200.25
2024-07-15,201.19000244140625
2024-07-16,204.17999267578125
2024-07-17,205.4199981689453
2024-07-18,204.57000732421875
2024-07-19,203.4600067138672
2024-07-22,205.0800018310547
2024-07-23,199.0399932861328
2024-07-24,199.6699981689453
2024-07-25,189.33999633789062
2024-07-26,190.3000030517578
2024-07-29,192.16000366210938
2024-07-30,192.36000061035156
2024-07-31,194.32000732421875
2024-08-01,197.5399932861328
2024-08-02,200.0
2024-08-05,195.14999389648438
2024-08-06,196.6999969482422
2024-08-07,201.55999755859375
2024-08-08,201.49000549316406
2024-08-09,201.22000122070312
2024-08-12,199.50999450683594
2024-08-13,200.38999938964844
2024-08-14,202.4499969482422
2024-08-15,202.8800048828125
2024-08-16,203.27000427246094
2024-08-19,204.9600067138672
2024-08-20,205.3000030517578
2024-08-21,205.82000732421875
2024-08-22,206.91000366210938
2024-08-23,206.27000427246094
2024-08-26,206.8300018310547
2024-08-27,206.97000122070312
2024-08-28,207.35000610351562
2024-08-29,205.94000244140625
2024-08-30,208.2100067138672
2024-09-03,205.8300018310547
2024-09-04,207.7100067138672
2024-09-05,205.42999267578125
2024-09-06,202.82000732421875
2024-09-09,205.3000030517578
2024-09-10,206.30999755859375
2024-09-11,204.8000030517578
2024-09-12,205.24000549316406
2024-09-13,205.7899932861328
2024-09-16,205.36000061035156
2024-09-17,201.75
2024-09-18,199.17999267578125
2024-09-19,200.91000366210938
2024-09-20,201.38999938964844
2024-09-23,202.80999755859375
2024-09-24,203.36000061035156
2024-09-25,204.49000549316406
2024-09-26,200.77000427246094
2024-09-27,199.3800048828125
2024-09-30,200.83999633789062
2024-10-01,201.27999877929688
2024-10-02,200.08999633789062
2024-10-03,201.89999389648438
2024-10-04,200.6699981689453
2024-10-07,198.61000061035156
2024-10-08,202.05999755859375
2024-10-09,204.83999633789062
2024-10-10,203.0800018310547
2024-10-11,204.44000244140625
2024-10-14,205.77000427246094
2024-10-15,206.49000549316406
2024-10-16,205.52999877929688
2024-10-17,205.6199951171875
2024-10-18,204.8000030517578
2024-10-21,204.11000061035156
2024-10-22,203.9199981689453
2024-10-23,203.97999572753906
2024-10-24,201.52999877929688
2024-10-25,199.8300018310547
2024-10-28,200.4199981689453
2024-10-29,204.30999755859375
2024-10-30,198.80999755859375
2024-10-31,198.0
2024-11-01,198.5800018310547
2024-11-04,200.58999633789062
2024-11-05,202.13999938964844
2024-11-06,207.07000732421875
2024-11-07,208.0800018310547
2024-11-08,211.58999633789062
2024-11-11,211.82000732421875
2024-11-12,212.24000549316406
2024-11-13,214.67999267578125
2024-11-14,209.4600067138672
2024-11-15,208.0399932861328
2024-11-18,209.0800018310547
2024-11-19,210.91000366210938
2024-11-20,212.6199951171875
2024-11-21,214.05999755859375
