Date,ERIE
2022-06-29,187.25999450683594
2022-06-30,192.19000244140625
2022-07-01,195.17999267578125
2022-07-05,193.74000549316406
2022-07-06,193.58999633789062
2022-07-07,198.75
2022-07-08,195.75999450683594
2022-07-11,194.75999450683594
2022-07-12,191.9499969482422
2022-07-13,193.75999450683594
2022-07-14,190.9499969482422
2022-07-15,192.72000122070312
2022-07-18,189.77000427246094
2022-07-19,191.36000061035156
2022-07-20,192.72000122070312
2022-07-21,193.25
2022-07-22,191.80999755859375
2022-07-25,192.4600067138672
2022-07-26,191.27999877929688
2022-07-27,194.41000366210938
2022-07-28,195.19000244140625
2022-07-29,203.36000061035156
2022-08-01,204.1699981689453
2022-08-02,208.69000244140625
2022-08-03,212.6199951171875
2022-08-04,211.49000549316406
2022-08-05,214.69000244140625
2022-08-08,217.55999755859375
2022-08-09,216.19000244140625
2022-08-10,217.9199981689453
2022-08-11,215.3699951171875
2022-08-12,217.97999572753906
2022-08-15,219.39999389648438
2022-08-16,219.32000732421875
2022-08-17,220.16000366210938
2022-08-18,221.75
2022-08-19,221.05999755859375
2022-08-22,219.30999755859375
2022-08-23,214.11000061035156
2022-08-24,215.6300048828125
2022-08-25,218.27999877929688
2022-08-26,217.6999969482422
2022-08-29,213.5800018310547
2022-08-30,211.4499969482422
2022-08-31,214.92999267578125
2022-09-01,217.82000732421875
2022-09-02,215.58999633789062
2022-09-06,222.52000427246094
2022-09-07,225.13999938964844
2022-09-08,224.9199981689453
2022-09-09,222.99000549316406
2022-09-12,221.58999633789062
2022-09-13,222.08999633789062
2022-09-14,223.24000549316406
2022-09-15,222.19000244140625
2022-09-16,219.66000366210938
2022-09-19,224.3800048828125
2022-09-20,223.9499969482422
2022-09-21,222.00999450683594
2022-09-22,219.41000366210938
2022-09-23,218.47000122070312
2022-09-26,216.60000610351562
2022-09-27,215.24000549316406
2022-09-28,218.5500030517578
2022-09-29,219.9499969482422
2022-09-30,222.30999755859375
2022-10-03,229.44000244140625
2022-10-04,234.1999969482422
2022-10-05,235.97000122070312
2022-10-06,232.77000427246094
2022-10-07,229.7100067138672
2022-10-10,235.6999969482422
2022-10-11,234.57000732421875
2022-10-12,231.00999450683594
2022-10-13,236.27999877929688
2022-10-14,231.5399932861328
2022-10-17,232.6300048828125
2022-10-18,235.8800048828125
2022-10-19,238.77000427246094
2022-10-20,234.11000061035156
2022-10-21,238.35000610351562
2022-10-24,242.41000366210938
2022-10-25,235.55999755859375
2022-10-26,235.86000061035156
2022-10-27,238.5800018310547
2022-10-28,249.30999755859375
2022-10-31,257.010009765625
2022-11-01,255.0
2022-11-02,258.510009765625
2022-11-03,262.67999267578125
2022-11-04,264.3299865722656
2022-11-07,263.510009765625
2022-11-08,262.4700012207031
2022-11-09,262.8599853515625
2022-11-10,271.3699951171875
2022-11-11,252.6699981689453
2022-11-14,258.0
2022-11-15,260.19000244140625
2022-11-16,264.0199890136719
2022-11-17,265.3800048828125
2022-11-18,267.9800109863281
2022-11-21,264.4200134277344
2022-11-22,267.9100036621094
2022-11-23,272.7300109863281
2022-11-25,268.8299865722656
2022-11-28,264.29998779296875
2022-11-29,269.239990234375
2022-11-30,282.3900146484375
2022-12-01,281.3399963378906
2022-12-02,280.07000732421875
2022-12-05,271.9200134277344
2022-12-06,277.94000244140625
2022-12-07,270.760009765625
2022-12-08,274.05999755859375
2022-12-09,266.8999938964844
2022-12-12,268.4700012207031
2022-12-13,268.6300048828125
2022-12-14,271.0
2022-12-15,271.8399963378906
2022-12-16,269.45001220703125
2022-12-19,271.3999938964844
2022-12-20,274.45001220703125
2022-12-21,281.5799865722656
2022-12-22,276.29998779296875
2022-12-23,276.25
2022-12-27,277.760009765625
2022-12-28,251.16000366210938
2022-12-29,249.8699951171875
2022-12-30,248.72000122070312
2023-01-03,244.4499969482422
2023-01-04,242.22999572753906
2023-01-05,243.77999877929688
2023-01-06,250.97999572753906
2023-01-09,254.82000732421875
2023-01-10,253.05999755859375
2023-01-11,251.00999450683594
2023-01-12,247.77999877929688
2023-01-13,250.66000366210938
2023-01-17,248.0
2023-01-18,247.38999938964844
2023-01-19,243.07000732421875
2023-01-20,243.55999755859375
2023-01-23,249.7899932861328
2023-01-24,251.22999572753906
2023-01-25,249.1199951171875
2023-01-26,250.61000061035156
2023-01-27,242.89999389648438
2023-01-30,240.3800048828125
2023-01-31,244.35000610351562
2023-02-01,243.88999938964844
2023-02-02,243.8300018310547
2023-02-03,244.99000549316406
2023-02-06,244.30999755859375
2023-02-07,246.02999877929688
2023-02-08,245.60000610351562
2023-02-09,238.6999969482422
2023-02-10,240.97000122070312
2023-02-13,243.86000061035156
2023-02-14,238.16000366210938
2023-02-15,241.30999755859375
2023-02-16,240.6199951171875
2023-02-17,241.69000244140625
2023-02-21,240.11000061035156
2023-02-22,239.92999267578125
2023-02-23,240.89999389648438
2023-02-24,235.64999389648438
2023-02-27,235.24000549316406
2023-02-28,235.38999938964844
2023-03-01,234.33999633789062
2023-03-02,232.36000061035156
2023-03-03,235.6699981689453
2023-03-06,239.7899932861328
2023-03-07,237.83999633789062
2023-03-08,235.1999969482422
2023-03-09,229.66000366210938
2023-03-10,226.80999755859375
2023-03-13,224.10000610351562
2023-03-14,232.86000061035156
2023-03-15,226.85000610351562
2023-03-16,232.44000244140625
2023-03-17,229.22999572753906
2023-03-20,232.92999267578125
2023-03-21,229.6699981689453
2023-03-22,224.77000427246094
2023-03-23,223.52000427246094
2023-03-24,224.19000244140625
2023-03-27,226.8800048828125
2023-03-28,228.3800048828125
2023-03-29,229.1199951171875
2023-03-30,227.1699981689453
2023-03-31,231.66000366210938
2023-04-03,232.6699981689453
2023-04-04,228.75999450683594
2023-04-05,229.91000366210938
2023-04-06,232.25
2023-04-10,233.27000427246094
2023-04-11,236.0500030517578
2023-04-12,234.88999938964844
2023-04-13,234.88999938964844
2023-04-14,231.02000427246094
2023-04-17,234.02999877929688
2023-04-18,240.1699981689453
2023-04-19,237.00999450683594
2023-04-20,231.49000549316406
2023-04-21,228.2899932861328
2023-04-24,225.35000610351562
2023-04-25,221.6300048828125
2023-04-26,218.14999389648438
2023-04-27,220.75
2023-04-28,217.3300018310547
2023-05-01,228.08999633789062
2023-05-02,227.47999572753906
2023-05-03,227.61000061035156
2023-05-04,224.86000061035156
2023-05-05,228.02999877929688
2023-05-08,233.0399932861328
2023-05-09,230.33999633789062
2023-05-10,232.77999877929688
2023-05-11,233.92999267578125
2023-05-12,232.4499969482422
2023-05-15,231.39999389648438
2023-05-16,231.11000061035156
2023-05-17,228.4199981689453
2023-05-18,228.4199981689453
2023-05-19,228.3699951171875
2023-05-22,228.97999572753906
2023-05-23,218.16000366210938
2023-05-24,217.3300018310547
2023-05-25,216.47000122070312
2023-05-26,219.0
2023-05-30,220.66000366210938
2023-05-31,214.10000610351562
2023-06-01,214.1199951171875
2023-06-02,217.7100067138672
2023-06-05,215.50999450683594
2023-06-06,215.02999877929688
2023-06-07,215.16000366210938
2023-06-08,216.66000366210938
2023-06-09,218.1999969482422
2023-06-12,217.5399932861328
2023-06-13,216.4199981689453
2023-06-14,217.1300048828125
2023-06-15,217.7100067138672
2023-06-16,216.99000549316406
2023-06-20,211.1199951171875
2023-06-21,212.8699951171875
2023-06-22,211.44000244140625
2023-06-23,211.10000610351562
2023-06-26,210.1699981689453
2023-06-27,208.7899932861328
2023-06-28,206.27999877929688
2023-06-29,208.22000122070312
2023-06-30,210.00999450683594
2023-07-03,209.44000244140625
2023-07-05,205.9199981689453
2023-07-06,206.6699981689453
2023-07-07,205.44000244140625
2023-07-10,204.9499969482422
2023-07-11,206.11000061035156
2023-07-12,201.1199951171875
2023-07-13,201.5
2023-07-14,206.72999572753906
2023-07-17,205.66000366210938
2023-07-18,205.7100067138672
2023-07-19,206.22999572753906
2023-07-20,209.2100067138672
2023-07-21,209.72999572753906
2023-07-24,208.47999572753906
2023-07-25,209.5
2023-07-26,210.0
2023-07-27,208.5399932861328
2023-07-28,218.9499969482422
2023-07-31,221.9600067138672
2023-08-01,220.3699951171875
2023-08-02,257.82000732421875
2023-08-03,267.2799987792969
2023-08-04,274.19000244140625
2023-08-07,274.9800109863281
2023-08-08,275.0199890136719
2023-08-09,285.6000061035156
2023-08-10,287.7099914550781
2023-08-11,290.9800109863281
2023-08-14,288.7699890136719
2023-08-15,285.3699951171875
2023-08-16,288.7699890136719
2023-08-17,283.5199890136719
2023-08-18,281.2799987792969
2023-08-21,280.70001220703125
2023-08-22,276.6000061035156
2023-08-23,279.6700134277344
2023-08-24,278.4100036621094
2023-08-25,280.8800048828125
2023-08-28,278.8900146484375
2023-08-29,278.4100036621094
2023-08-30,280.6600036621094
2023-08-31,278.7300109863281
2023-09-01,282.29998779296875
2023-09-05,276.1600036621094
2023-09-06,273.9599914550781
2023-09-07,274.5299987792969
2023-09-08,276.4200134277344
2023-09-11,282.94000244140625
2023-09-12,288.0899963378906
2023-09-13,288.6700134277344
2023-09-14,289.0899963378906
2023-09-15,285.4800109863281
2023-09-18,288.9800109863281
2023-09-19,293.6099853515625
2023-09-20,292.6099853515625
2023-09-21,289.17999267578125
2023-09-22,290.1400146484375
2023-09-25,295.67999267578125
2023-09-26,295.1600036621094
2023-09-27,299.6400146484375
2023-09-28,299.2900085449219
2023-09-29,293.7900085449219
2023-10-02,291.25
2023-10-03,291.70001220703125
2023-10-04,301.4599914550781
2023-10-05,302.6499938964844
2023-10-06,303.6099853515625
2023-10-09,306.8900146484375
2023-10-10,304.2300109863281
2023-10-11,305.29998779296875
2023-10-12,305.7900085449219
2023-10-13,306.5199890136719
2023-10-16,311.4200134277344
2023-10-17,311.79998779296875
2023-10-18,306.69000244140625
2023-10-19,304.07000732421875
2023-10-20,299.8900146484375
2023-10-23,297.69000244140625
2023-10-24,292.3399963378906
2023-10-25,294.3399963378906
2023-10-26,291.7900085449219
2023-10-27,273.260009765625
2023-10-30,278.1300048828125
2023-10-31,276.19000244140625
2023-11-01,275.8599853515625
2023-11-02,277.95001220703125
2023-11-03,278.2799987792969
2023-11-06,280.19000244140625
2023-11-07,281.8699951171875
2023-11-08,279.2099914550781
2023-11-09,278.1000061035156
2023-11-10,278.3599853515625
2023-11-13,284.2300109863281
2023-11-14,288.1700134277344
2023-11-15,277.8699951171875
2023-11-16,280.989990234375
2023-11-17,280.010009765625
2023-11-20,283.3900146484375
2023-11-21,284.79998779296875
2023-11-22,288.95001220703125
2023-11-24,292.7900085449219
2023-11-27,292.6600036621094
2023-11-28,287.7900085449219
2023-11-29,286.9700012207031
2023-11-30,295.6400146484375
2023-12-01,298.4599914550781
2023-12-04,303.70001220703125
2023-12-05,304.9800109863281
2023-12-06,301.3999938964844
2023-12-07,306.0199890136719
2023-12-08,305.75
2023-12-11,319.1499938964844
2023-12-12,326.6499938964844
2023-12-13,322.8800048828125
2023-12-14,321.44000244140625
2023-12-15,324.2300109863281
2023-12-18,329.5899963378906
2023-12-19,328.2099914550781
2023-12-20,326.489990234375
2023-12-21,329.6199951171875
2023-12-22,332.79998779296875
2023-12-26,330.9200134277344
2023-12-27,331.8900146484375
2023-12-28,334.0799865722656
2023-12-29,334.9200134277344
2024-01-02,335.0
2024-01-03,332.6499938964844
2024-01-04,334.010009765625
2024-01-05,329.80999755859375
2024-01-08,328.94000244140625
2024-01-09,327.67999267578125
2024-01-10,328.29998779296875
2024-01-11,334.5899963378906
2024-01-12,341.44000244140625
2024-01-16,337.45001220703125
2024-01-17,338.3999938964844
2024-01-18,342.70001220703125
2024-01-19,340.0400085449219
2024-01-22,342.1499938964844
2024-01-23,338.4700012207031
2024-01-24,338.54998779296875
2024-01-25,337.5400085449219
2024-01-26,345.2300109863281
2024-01-29,342.6700134277344
2024-01-30,344.8500061035156
2024-01-31,345.8299865722656
2024-02-01,346.989990234375
2024-02-02,347.3900146484375
2024-02-05,343.6099853515625
2024-02-06,347.489990234375
2024-02-07,350.0
2024-02-08,350.17999267578125
2024-02-09,354.7099914550781
2024-02-12,355.2099914550781
2024-02-13,349.4700012207031
2024-02-14,351.82000732421875
2024-02-15,355.4800109863281
2024-02-16,359.80999755859375
2024-02-20,355.4800109863281
2024-02-21,350.79998779296875
2024-02-22,351.8500061035156
2024-02-23,349.510009765625
2024-02-26,354.3800048828125
2024-02-27,389.3399963378906
2024-02-28,412.4599914550781
2024-02-29,406.8800048828125
2024-03-01,404.2900085449219
2024-03-04,412.1600036621094
2024-03-05,408.4200134277344
2024-03-06,411.7099914550781
2024-03-07,417.3500061035156
2024-03-08,415.8699951171875
2024-03-11,402.7300109863281
2024-03-12,408.4200134277344
2024-03-13,407.8399963378906
2024-03-14,408.69000244140625
2024-03-15,416.7900085449219
2024-03-18,411.2799987792969
2024-03-19,412.0
2024-03-20,406.17999267578125
2024-03-21,407.44000244140625
2024-03-22,400.2099914550781
2024-03-25,404.7099914550781
2024-03-26,405.9599914550781
2024-03-27,408.1700134277344
2024-03-28,401.57000732421875
2024-04-01,401.8900146484375
2024-04-02,400.94000244140625
2024-04-03,399.20001220703125
2024-04-04,396.739990234375
2024-04-05,400.5799865722656
2024-04-08,398.4800109863281
2024-04-09,392.1300048828125
2024-04-10,393.3599853515625
2024-04-11,384.2799987792969
2024-04-12,381.1499938964844
2024-04-15,378.8699951171875
2024-04-16,380.9700012207031
2024-04-17,378.19000244140625
2024-04-18,380.4599914550781
2024-04-19,381.55999755859375
2024-04-22,382.2099914550781
2024-04-23,385.69000244140625
2024-04-24,382.6600036621094
2024-04-25,380.260009765625
2024-04-26,381.739990234375
2024-04-29,378.55999755859375
2024-04-30,382.6600036621094
2024-05-01,382.739990234375
2024-05-02,384.94000244140625
2024-05-03,390.010009765625
2024-05-06,400.5299987792969
2024-05-07,405.44000244140625
2024-05-08,404.5
2024-05-09,410.5299987792969
2024-05-10,406.57000732421875
2024-05-13,402.7300109863281
2024-05-14,394.1700134277344
2024-05-15,394.8699951171875
2024-05-16,396.2699890136719
2024-05-17,396.80999755859375
2024-05-20,397.30999755859375
2024-05-21,396.6300048828125
2024-05-22,388.4200134277344
2024-05-23,382.9700012207031
2024-05-24,388.9599914550781
2024-05-28,377.8900146484375
2024-05-29,368.0299987792969
2024-05-30,373.95001220703125
2024-05-31,362.42999267578125
2024-06-03,362.55999755859375
2024-06-04,361.1400146484375
2024-06-05,360.6099853515625
2024-06-06,362.20001220703125
2024-06-07,357.4800109863281
2024-06-10,358.5400085449219
2024-06-11,353.7799987792969
2024-06-12,353.3699951171875
2024-06-13,350.7200012207031
2024-06-14,349.82000732421875
2024-06-17,355.44000244140625
2024-06-18,356.8999938964844
2024-06-20,353.4200134277344
2024-06-21,359.010009765625
2024-06-24,362.3299865722656
2024-06-25,365.82000732421875
2024-06-26,359.010009765625
2024-06-27,362.20001220703125
2024-06-28,362.3999938964844
2024-07-01,364.29998779296875
2024-07-02,366.5400085449219
2024-07-03,365.69000244140625
2024-07-05,366.17999267578125
2024-07-08,369.0899963378906
2024-07-09,356.55999755859375
2024-07-10,357.94000244140625
2024-07-11,362.4700012207031
2024-07-12,369.25
2024-07-15,374.57000732421875
2024-07-16,379.94000244140625
2024-07-17,382.1700134277344
2024-07-18,381.239990234375
2024-07-19,377.3399963378906
2024-07-22,384.260009765625
2024-07-23,388.20001220703125
2024-07-24,383.5299987792969
2024-07-25,387.510009765625
2024-07-26,421.3800048828125
2024-07-29,426.32000732421875
2024-07-30,442.6300048828125
2024-07-31,441.1499938964844
2024-08-01,439.7200012207031
2024-08-02,437.8999938964844
2024-08-05,436.6600036621094
2024-08-06,439.5
2024-08-07,438.32000732421875
2024-08-08,445.20001220703125
2024-08-09,449.95001220703125
2024-08-12,451.5299987792969
2024-08-13,454.1600036621094
2024-08-14,465.4100036621094
2024-08-15,467.3399963378906
2024-08-16,474.1700134277344
2024-08-19,478.5299987792969
2024-08-20,467.1400146484375
2024-08-21,475.45001220703125
2024-08-22,485.57000732421875
2024-08-23,489.239990234375
2024-08-26,485.6300048828125
2024-08-27,488.5400085449219
2024-08-28,495.4800109863281
2024-08-29,499.9800109863281
2024-08-30,508.2300109863281
2024-09-03,492.6000061035156
2024-09-04,498.7300109863281
2024-09-05,495.95001220703125
2024-09-06,506.29998779296875
2024-09-09,503.19000244140625
2024-09-10,506.739990234375
2024-09-11,501.5799865722656
2024-09-12,510.95001220703125
2024-09-13,520.97998046875
2024-09-16,527.9000244140625
2024-09-17,524.9299926757812
2024-09-18,536.1500244140625
2024-09-19,526.3300170898438
2024-09-20,521.010009765625
2024-09-23,538.280029296875
2024-09-24,544.8400268554688
2024-09-25,538.9500122070312
2024-09-26,537.8800048828125
2024-09-27,539.0
2024-09-30,539.8200073242188
2024-10-01,539.27001953125
2024-10-02,541.4299926757812
2024-10-03,535.6699829101562
2024-10-04,542.8599853515625
2024-10-07,521.97998046875
2024-10-08,530.9000244140625
2024-10-09,532.5999755859375
2024-10-10,529.469970703125
2024-10-11,534.7000122070312
2024-10-14,533.27001953125
2024-10-15,525.6500244140625
2024-10-16,513.3200073242188
2024-10-17,483.04998779296875
2024-10-18,481.67999267578125
2024-10-21,477.9100036621094
2024-10-22,468.4200134277344
2024-10-23,463.7799987792969
2024-10-24,458.29998779296875
2024-10-25,444.0199890136719
2024-10-28,450.3599853515625
2024-10-29,452.8699951171875
2024-10-30,450.2300109863281
2024-10-31,448.8399963378906
2024-11-01,415.17999267578125
2024-11-04,402.5
2024-11-05,408.69000244140625
2024-11-06,428.010009765625
2024-11-07,424.4200134277344
2024-11-08,427.4200134277344
2024-11-11,421.9599914550781
2024-11-12,417.54998779296875
2024-11-13,410.5899963378906
2024-11-14,406.1099853515625
2024-11-15,405.0
2024-11-18,412.6300048828125
2024-11-19,416.45001220703125
2024-11-20,419.45001220703125
2024-11-21,425.0299987792969
