Date,FFIV
2022-07-13,149.38999938964844
2022-07-14,144.85000610351562
2022-07-15,148.3300018310547
2022-07-18,147.27999877929688
2022-07-19,151.67999267578125
2022-07-20,152.0
2022-07-21,156.8300018310547
2022-07-22,153.91000366210938
2022-07-25,154.41000366210938
2022-07-26,159.30999755859375
2022-07-27,164.6999969482422
2022-07-28,165.7899932861328
2022-07-29,167.36000061035156
2022-08-01,165.5500030517578
2022-08-02,165.39999389648438
2022-08-03,171.63999938964844
2022-08-04,172.25
2022-08-05,172.3800048828125
2022-08-08,170.85000610351562
2022-08-09,167.41000366210938
2022-08-10,170.32000732421875
2022-08-11,170.24000549316406
2022-08-12,172.64999389648438
2022-08-15,173.25999450683594
2022-08-16,172.9499969482422
2022-08-17,170.25
2022-08-18,173.6999969482422
2022-08-19,171.5399932861328
2022-08-22,166.07000732421875
2022-08-23,165.7899932861328
2022-08-24,164.82000732421875
2022-08-25,167.42999267578125
2022-08-26,160.1699981689453
2022-08-29,160.7100067138672
2022-08-30,158.85000610351562
2022-08-31,157.05999755859375
2022-09-01,155.3000030517578
2022-09-02,156.11000061035156
2022-09-06,155.00999450683594
2022-09-07,157.0399932861328
2022-09-08,157.7899932861328
2022-09-09,160.1999969482422
2022-09-12,163.07000732421875
2022-09-13,156.05999755859375
2022-09-14,153.42999267578125
2022-09-15,150.6300048828125
2022-09-16,148.8800048828125
2022-09-19,148.52999877929688
2022-09-20,146.8300018310547
2022-09-21,146.25
2022-09-22,145.66000366210938
2022-09-23,144.11000061035156
2022-09-26,143.91000366210938
2022-09-27,146.1699981689453
2022-09-28,148.8800048828125
2022-09-29,146.80999755859375
2022-09-30,144.72999572753906
2022-10-03,150.75999450683594
2022-10-04,155.4199981689453
2022-10-05,156.27999877929688
2022-10-06,152.24000549316406
2022-10-07,144.1699981689453
2022-10-10,143.5399932861328
2022-10-11,139.0399932861328
2022-10-12,139.19000244140625
2022-10-13,141.39999389648438
2022-10-14,140.44000244140625
2022-10-17,142.6300048828125
2022-10-18,144.4199981689453
2022-10-19,142.39999389648438
2022-10-20,142.9600067138672
2022-10-21,147.6199951171875
2022-10-24,148.5800018310547
2022-10-25,153.47000122070312
2022-10-26,142.38999938964844
2022-10-27,139.61000061035156
2022-10-28,145.25999450683594
2022-10-31,142.91000366210938
2022-11-01,144.5399932861328
2022-11-02,139.4199981689453
2022-11-03,135.27000427246094
2022-11-04,137.80999755859375
2022-11-07,137.22000122070312
2022-11-08,136.6999969482422
2022-11-09,134.25
2022-11-10,144.74000549316406
2022-11-11,149.91000366210938
2022-11-14,149.91000366210938
2022-11-15,151.72999572753906
2022-11-16,148.27999877929688
2022-11-17,147.30999755859375
2022-11-18,149.3699951171875
2022-11-21,152.7899932861328
2022-11-22,157.11000061035156
2022-11-23,155.72999572753906
2022-11-25,155.27000427246094
2022-11-28,151.41000366210938
2022-11-29,149.82000732421875
2022-11-30,154.61000061035156
2022-12-01,155.02999877929688
2022-12-02,153.94000244140625
2022-12-05,150.83999633789062
2022-12-06,149.25999450683594
2022-12-07,148.42999267578125
2022-12-08,151.97000122070312
2022-12-09,149.49000549316406
2022-12-12,153.83999633789062
2022-12-13,154.57000732421875
2022-12-14,152.07000732421875
2022-12-15,146.30999755859375
2022-12-16,144.1699981689453
2022-12-19,141.72000122070312
2022-12-20,142.97000122070312
2022-12-21,142.11000061035156
2022-12-22,140.02000427246094
2022-12-23,141.00999450683594
2022-12-27,141.19000244140625
2022-12-28,138.83999633789062
2022-12-29,143.14999389648438
2022-12-30,143.50999450683594
2023-01-03,144.85000610351562
2023-01-04,145.27999877929688
2023-01-05,140.0500030517578
2023-01-06,141.63999938964844
2023-01-09,143.39999389648438
2023-01-10,143.94000244140625
2023-01-11,147.5399932861328
2023-01-12,147.27999877929688
2023-01-13,146.57000732421875
2023-01-17,147.10000610351562
2023-01-18,143.6999969482422
2023-01-19,140.9499969482422
2023-01-20,144.64999389648438
2023-01-23,147.77000427246094
2023-01-24,146.47000122070312
2023-01-25,145.49000549316406
2023-01-26,147.80999755859375
2023-01-27,147.77000427246094
2023-01-30,145.69000244140625
2023-01-31,147.66000366210938
2023-02-01,150.35000610351562
2023-02-02,156.69000244140625
2023-02-03,152.39999389648438
2023-02-06,146.9199981689453
2023-02-07,148.5
2023-02-08,145.3000030517578
2023-02-09,145.5
2023-02-10,144.99000549316406
2023-02-13,146.9600067138672
2023-02-14,147.22999572753906
2023-02-15,147.5500030517578
2023-02-16,146.8000030517578
2023-02-17,146.8800048828125
2023-02-21,142.97999572753906
2023-02-22,142.88999938964844
2023-02-23,143.6699981689453
2023-02-24,140.64999389648438
2023-02-27,140.69000244140625
2023-02-28,142.97999572753906
2023-03-01,144.0399932861328
2023-03-02,144.22999572753906
2023-03-03,145.60000610351562
2023-03-06,145.1699981689453
2023-03-07,144.64999389648438
2023-03-08,144.89999389648438
2023-03-09,141.27000427246094
2023-03-10,138.5
2023-03-13,136.83999633789062
2023-03-14,138.6999969482422
2023-03-15,138.5399932861328
2023-03-16,140.9199981689453
2023-03-17,140.72999572753906
2023-03-20,142.6199951171875
2023-03-21,144.8300018310547
2023-03-22,140.6699981689453
2023-03-23,140.3000030517578
2023-03-24,141.1199951171875
2023-03-27,139.35000610351562
2023-03-28,139.85000610351562
2023-03-29,141.9499969482422
2023-03-30,143.25999450683594
2023-03-31,145.69000244140625
2023-04-03,144.6699981689453
2023-04-04,146.0399932861328
2023-04-05,147.1999969482422
2023-04-06,146.7100067138672
2023-04-10,146.60000610351562
2023-04-11,145.75
2023-04-12,144.25
2023-04-13,147.41000366210938
2023-04-14,145.4499969482422
2023-04-17,145.27999877929688
2023-04-18,142.88999938964844
2023-04-19,137.0500030517578
2023-04-20,134.16000366210938
2023-04-21,134.02000427246094
2023-04-24,133.6300048828125
2023-04-25,130.2899932861328
2023-04-26,130.6699981689453
2023-04-27,132.05999755859375
2023-04-28,134.36000061035156
2023-05-01,134.25999450683594
2023-05-02,131.7899932861328
2023-05-03,131.1199951171875
2023-05-04,131.1300048828125
2023-05-05,133.22000122070312
2023-05-08,135.0399932861328
2023-05-09,134.75999450683594
2023-05-10,135.25999450683594
2023-05-11,134.8000030517578
2023-05-12,137.66000366210938
2023-05-15,139.94000244140625
2023-05-16,137.6999969482422
2023-05-17,139.17999267578125
2023-05-18,141.97999572753906
2023-05-19,142.52999877929688
2023-05-22,144.75
2023-05-23,144.27000427246094
2023-05-24,142.64999389648438
2023-05-25,144.9499969482422
2023-05-26,148.1999969482422
2023-05-30,147.6300048828125
2023-05-31,147.5800018310547
2023-06-01,146.25
2023-06-02,146.75
2023-06-05,144.9600067138672
2023-06-06,145.1999969482422
2023-06-07,145.5800018310547
2023-06-08,146.1300048828125
2023-06-09,146.77999877929688
2023-06-12,148.64999389648438
2023-06-13,150.3699951171875
2023-06-14,149.72000122070312
2023-06-15,151.50999450683594
2023-06-16,151.97999572753906
2023-06-20,149.13999938964844
2023-06-21,145.66000366210938
2023-06-22,144.86000061035156
2023-06-23,144.4499969482422
2023-06-26,144.3800048828125
2023-06-27,146.35000610351562
2023-06-28,144.82000732421875
2023-06-29,145.77000427246094
2023-06-30,146.25999450683594
2023-07-03,146.1199951171875
2023-07-05,146.24000549316406
2023-07-06,143.1699981689453
2023-07-07,143.4199981689453
2023-07-10,147.5500030517578
2023-07-11,148.69000244140625
2023-07-12,148.32000732421875
2023-07-13,149.74000549316406
2023-07-14,146.86000061035156
2023-07-17,148.11000061035156
2023-07-18,149.75
2023-07-19,150.6999969482422
2023-07-20,149.08999633789062
2023-07-21,148.82000732421875
2023-07-24,150.2100067138672
2023-07-25,158.97999572753906
2023-07-26,154.88999938964844
2023-07-27,155.5500030517578
2023-07-28,156.02999877929688
2023-07-31,158.24000549316406
2023-08-01,159.8800048828125
2023-08-02,158.91000366210938
2023-08-03,161.30999755859375
2023-08-04,159.49000549316406
2023-08-07,160.77000427246094
2023-08-08,159.82000732421875
2023-08-09,159.1300048828125
2023-08-10,157.72999572753906
2023-08-11,157.10000610351562
2023-08-14,157.9499969482422
2023-08-15,155.5500030517578
2023-08-16,155.60000610351562
2023-08-17,155.1999969482422
2023-08-18,155.32000732421875
2023-08-21,156.1699981689453
2023-08-22,156.08999633789062
2023-08-23,158.27999877929688
2023-08-24,155.8000030517578
2023-08-25,157.2899932861328
2023-08-28,158.82000732421875
2023-08-29,161.19000244140625
2023-08-30,162.74000549316406
2023-08-31,163.66000366210938
2023-09-01,164.61000061035156
2023-09-05,164.58999633789062
2023-09-06,163.82000732421875
2023-09-07,161.4499969482422
2023-09-08,160.5500030517578
2023-09-11,160.66000366210938
2023-09-12,160.22000122070312
2023-09-13,160.36000061035156
2023-09-14,160.72000122070312
2023-09-15,158.47000122070312
2023-09-18,160.80999755859375
2023-09-19,161.27000427246094
2023-09-20,160.72000122070312
2023-09-21,157.50999450683594
2023-09-22,158.66000366210938
2023-09-25,158.52000427246094
2023-09-26,155.61000061035156
2023-09-27,157.58999633789062
2023-09-28,161.27000427246094
2023-09-29,161.13999938964844
2023-10-02,161.9600067138672
2023-10-03,159.50999450683594
2023-10-04,155.82000732421875
2023-10-05,155.5800018310547
2023-10-06,156.32000732421875
2023-10-09,155.97999572753906
2023-10-10,157.88999938964844
2023-10-11,157.3300018310547
2023-10-12,155.00999450683594
2023-10-13,150.50999450683594
2023-10-16,153.94000244140625
2023-10-17,152.97999572753906
2023-10-18,150.99000549316406
2023-10-19,148.50999450683594
2023-10-20,148.36000061035156
2023-10-23,146.4199981689453
2023-10-24,148.24000549316406
2023-10-25,151.67999267578125
2023-10-26,151.50999450683594
2023-10-27,149.77000427246094
2023-10-30,149.22000122070312
2023-10-31,151.58999633789062
2023-11-01,151.9199981689453
2023-11-02,152.8699951171875
2023-11-03,154.0800018310547
2023-11-06,154.52999877929688
2023-11-07,156.11000061035156
2023-11-08,155.83999633789062
2023-11-09,155.9199981689453
2023-11-10,159.0500030517578
2023-11-13,158.6199951171875
2023-11-14,164.44000244140625
2023-11-15,164.75
2023-11-16,161.0500030517578
2023-11-17,163.0800018310547
2023-11-20,164.2100067138672
2023-11-21,165.94000244140625
2023-11-22,167.07000732421875
2023-11-24,168.08999633789062
2023-11-27,167.5800018310547
2023-11-28,169.0
2023-11-29,170.0500030517578
2023-11-30,171.19000244140625
2023-12-01,172.60000610351562
2023-12-04,173.14999389648438
2023-12-05,170.07000732421875
2023-12-06,168.66000366210938
2023-12-07,169.10000610351562
2023-12-08,170.82000732421875
2023-12-11,173.52000427246094
2023-12-12,175.3699951171875
2023-12-13,173.97000122070312
2023-12-14,176.9199981689453
2023-12-15,177.6199951171875
2023-12-18,179.72999572753906
2023-12-19,178.94000244140625
2023-12-20,176.8699951171875
2023-12-21,178.08999633789062
2023-12-22,178.99000549316406
2023-12-26,180.22999572753906
2023-12-27,179.83999633789062
2023-12-28,179.6999969482422
2023-12-29,178.97999572753906
2024-01-02,176.24000549316406
2024-01-03,174.08999633789062
2024-01-04,171.77999877929688
2024-01-05,171.4499969482422
2024-01-08,174.67999267578125
2024-01-09,174.0800018310547
2024-01-10,175.72000122070312
2024-01-11,176.27000427246094
2024-01-12,176.14999389648438
2024-01-16,176.16000366210938
2024-01-17,177.41000366210938
2024-01-18,180.19000244140625
2024-01-19,180.08999633789062
2024-01-22,181.88999938964844
2024-01-23,180.77999877929688
2024-01-24,181.3300018310547
2024-01-25,184.63999938964844
2024-01-26,183.6300048828125
2024-01-29,185.3699951171875
2024-01-30,186.83999633789062
2024-01-31,183.6999969482422
2024-02-01,185.86000061035156
2024-02-02,185.22999572753906
2024-02-05,184.5500030517578
2024-02-06,182.47000122070312
2024-02-07,183.2899932861328
2024-02-08,185.22999572753906
2024-02-09,186.61000061035156
2024-02-12,186.16000366210938
2024-02-13,183.0
2024-02-14,184.25999450683594
2024-02-15,183.5399932861328
2024-02-16,182.35000610351562
2024-02-20,183.13999938964844
2024-02-21,181.08999633789062
2024-02-22,184.99000549316406
2024-02-23,185.8300018310547
2024-02-26,186.8800048828125
2024-02-27,185.44000244140625
2024-02-28,185.72000122070312
2024-02-29,187.22000122070312
2024-03-01,189.97000122070312
2024-03-04,193.3000030517578
2024-03-05,187.4600067138672
2024-03-06,190.60000610351562
2024-03-07,193.02000427246094
2024-03-08,192.92999267578125
2024-03-11,193.64999389648438
2024-03-12,194.02999877929688
2024-03-13,193.77999877929688
2024-03-14,191.00999450683594
2024-03-15,187.89999389648438
2024-03-18,187.35000610351562
2024-03-19,189.00999450683594
2024-03-20,189.52999877929688
2024-03-21,191.07000732421875
2024-03-22,190.57000732421875
2024-03-25,188.52999877929688
2024-03-26,186.97999572753906
2024-03-27,188.83999633789062
2024-03-28,189.58999633789062
2024-04-01,189.83999633789062
2024-04-02,189.52999877929688
2024-04-03,191.47000122070312
2024-04-04,188.47999572753906
2024-04-05,192.4199981689453
2024-04-08,191.69000244140625
2024-04-09,196.07000732421875
2024-04-10,191.1300048828125
2024-04-11,192.08999633789062
2024-04-12,187.99000549316406
2024-04-15,183.77999877929688
2024-04-16,183.05999755859375
2024-04-17,181.3000030517578
2024-04-18,179.58999633789062
2024-04-19,177.3300018310547
2024-04-22,179.5500030517578
2024-04-23,180.22999572753906
2024-04-24,182.35000610351562
2024-04-25,181.85000610351562
2024-04-26,181.94000244140625
2024-04-29,182.1300048828125
2024-04-30,165.30999755859375
2024-05-01,166.6199951171875
2024-05-02,166.07000732421875
2024-05-03,165.94000244140625
2024-05-06,168.5800018310547
2024-05-07,168.32000732421875
2024-05-08,171.75999450683594
2024-05-09,171.0399932861328
2024-05-10,171.6199951171875
2024-05-13,171.39999389648438
2024-05-14,171.92999267578125
2024-05-15,175.0500030517578
2024-05-16,173.8300018310547
2024-05-17,174.1300048828125
2024-05-20,174.25
2024-05-21,173.44000244140625
2024-05-22,173.22000122070312
2024-05-23,169.9499969482422
2024-05-24,169.89999389648438
2024-05-28,168.33999633789062
2024-05-29,168.22999572753906
2024-05-30,167.3000030517578
2024-05-31,168.97000122070312
2024-06-03,166.91000366210938
2024-06-04,167.80999755859375
2024-06-05,166.86000061035156
2024-06-06,165.77000427246094
2024-06-07,165.57000732421875
2024-06-10,167.30999755859375
2024-06-11,166.61000061035156
2024-06-12,168.0500030517578
2024-06-13,167.9600067138672
2024-06-14,167.5800018310547
2024-06-17,167.69000244140625
2024-06-18,169.52000427246094
2024-06-20,169.74000549316406
2024-06-21,169.60000610351562
2024-06-24,168.67999267578125
2024-06-25,169.5399932861328
2024-06-26,169.25999450683594
2024-06-27,171.1999969482422
2024-06-28,172.22999572753906
2024-07-01,171.17999267578125
2024-07-02,172.30999755859375
2024-07-03,170.49000549316406
2024-07-05,171.6300048828125
2024-07-08,173.13999938964844
2024-07-09,171.5800018310547
2024-07-10,173.00999450683594
2024-07-11,173.58999633789062
2024-07-12,176.4600067138672
2024-07-15,178.7899932861328
2024-07-16,183.00999450683594
2024-07-17,180.4199981689453
2024-07-18,176.9600067138672
2024-07-19,174.97000122070312
2024-07-22,175.3699951171875
2024-07-23,173.8000030517578
2024-07-24,170.44000244140625
2024-07-25,173.72999572753906
2024-07-26,177.33999633789062
2024-07-29,177.58999633789062
2024-07-30,200.66000366210938
2024-07-31,203.63999938964844
2024-08-01,195.47999572753906
2024-08-02,191.99000549316406
2024-08-05,187.13999938964844
2024-08-06,188.07000732421875
2024-08-07,186.0500030517578
2024-08-08,189.35000610351562
2024-08-09,192.0
2024-08-12,189.19000244140625
2024-08-13,191.75999450683594
2024-08-14,191.36000061035156
2024-08-15,195.57000732421875
2024-08-16,195.57000732421875
2024-08-19,196.3699951171875
2024-08-20,198.3699951171875
2024-08-21,199.4199981689453
2024-08-22,195.72999572753906
2024-08-23,199.00999450683594
2024-08-26,199.41000366210938
2024-08-27,199.7100067138672
2024-08-28,198.88999938964844
2024-08-29,202.13999938964844
2024-08-30,203.14999389648438
2024-09-03,198.85000610351562
2024-09-04,199.42999267578125
2024-09-05,200.8000030517578
2024-09-06,198.92999267578125
2024-09-09,199.92999267578125
2024-09-10,201.27999877929688
2024-09-11,202.91000366210938
2024-09-12,205.9499969482422
2024-09-13,210.30999755859375
2024-09-16,213.4199981689453
2024-09-17,214.63999938964844
2024-09-18,213.57000732421875
2024-09-19,217.47000122070312
2024-09-20,219.24000549316406
2024-09-23,220.3800048828125
2024-09-24,223.60000610351562
2024-09-25,219.64999389648438
2024-09-26,221.33999633789062
2024-09-27,219.0
2024-09-30,220.1999969482422
2024-10-01,218.50999450683594
2024-10-02,219.63999938964844
2024-10-03,218.0800018310547
2024-10-04,219.91000366210938
2024-10-07,218.22999572753906
2024-10-08,219.50999450683594
2024-10-09,222.0500030517578
2024-10-10,221.99000549316406
2024-10-11,222.6199951171875
2024-10-14,219.42999267578125
2024-10-15,217.0
2024-10-16,215.86000061035156
2024-10-17,217.0
2024-10-18,217.47999572753906
2024-10-21,217.9499969482422
2024-10-22,217.05999755859375
2024-10-23,215.41000366210938
2024-10-24,213.57000732421875
2024-10-25,216.8699951171875
2024-10-28,218.36000061035156
2024-10-29,240.3300018310547
2024-10-30,238.9499969482422
2024-10-31,233.8800048828125
2024-11-01,232.1999969482422
2024-11-04,231.1999969482422
2024-11-05,232.9199981689453
2024-11-06,240.1199951171875
2024-11-07,241.8800048828125
2024-11-08,241.30999755859375
2024-11-11,242.6699981689453
2024-11-12,244.0
2024-11-13,246.86000061035156
2024-11-14,242.0500030517578
2024-11-15,238.36000061035156
2024-11-18,239.99000549316406
2024-11-19,239.6699981689453
2024-11-20,242.02000427246094
2024-11-21,244.2899932861328
