Date,LH
2022-06-27,207.3109893798828
2022-06-28,202.71478271484375
2022-06-29,206.18556213378906
2022-06-30,201.3402099609375
2022-07-01,206.99313354492188
2022-07-05,206.17697143554688
2022-07-06,209.51890563964844
2022-07-07,209.95704650878906
2022-07-08,209.57044982910156
2022-07-11,208.4450225830078
2022-07-12,206.10824584960938
2022-07-13,206.43470764160156
2022-07-14,206.50343322753906
2022-07-15,210.0601348876953
2022-07-18,206.9415740966797
2022-07-19,211.28866577148438
2022-07-20,210.72164916992188
2022-07-21,213.99484252929688
2022-07-22,211.63230895996094
2022-07-25,212.1048126220703
2022-07-26,212.13058471679688
2022-07-27,214.32130432128906
2022-07-28,216.82130432128906
2022-07-29,225.2491455078125
2022-08-01,221.59793090820312
2022-08-02,216.91580200195312
2022-08-03,217.16494750976562
2022-08-04,216.82989501953125
2022-08-05,218.78866577148438
2022-08-08,219.76803588867188
2022-08-09,217.22508239746094
2022-08-10,222.60308837890625
2022-08-11,222.28521728515625
2022-08-12,222.86941528320312
2022-08-15,223.49656677246094
2022-08-16,222.637451171875
2022-08-17,217.61167907714844
2022-08-18,215.137451171875
2022-08-19,214.18385314941406
2022-08-22,209.18385314941406
2022-08-23,205.19760131835938
2022-08-24,200.0
2022-08-25,203.6597900390625
2022-08-26,196.8728485107422
2022-08-29,197.3109893798828
2022-08-30,195.88487243652344
2022-08-31,193.5309295654297
2022-09-01,195.09449768066406
2022-09-02,193.93470764160156
2022-09-06,194.24398803710938
2022-09-07,199.26116943359375
2022-09-08,204.69931030273438
2022-09-09,204.7422637939453
2022-09-12,207.27662658691406
2022-09-13,196.24569702148438
2022-09-14,191.54638671875
2022-09-15,192.54295349121094
2022-09-16,192.4312744140625
2022-09-19,192.0532684326172
2022-09-20,189.18385314941406
2022-09-21,183.3333282470703
2022-09-22,183.0154571533203
2022-09-23,181.83848571777344
2022-09-26,180.7817840576172
2022-09-27,177.52577209472656
2022-09-28,182.14776611328125
2022-09-29,178.69415283203125
2022-09-30,175.95361328125
2022-10-03,181.95875549316406
2022-10-04,185.5756072998047
2022-10-05,184.73367309570312
2022-10-06,180.6443328857422
2022-10-07,176.64089965820312
2022-10-10,176.726806640625
2022-10-11,175.5154571533203
2022-10-12,175.97079467773438
2022-10-13,179.80239868164062
2022-10-14,179.26116943359375
2022-10-17,182.5
2022-10-18,182.98109436035156
2022-10-19,179.39862060546875
2022-10-20,181.408935546875
2022-10-21,181.88143920898438
2022-10-24,184.45875549316406
2022-10-25,196.05670166015625
2022-10-26,197.55154418945312
2022-10-27,185.82473754882812
2022-10-28,192.6890106201172
2022-10-31,190.60137939453125
2022-11-01,191.20274353027344
2022-11-02,192.93814086914062
2022-11-03,192.07904052734375
2022-11-04,195.86769104003906
2022-11-07,200.8333282470703
2022-11-08,202.39691162109375
2022-11-09,198.0584259033203
2022-11-10,208.82302856445312
2022-11-11,213.89175415039062
2022-11-14,210.59278869628906
2022-11-15,211.1511993408203
2022-11-16,209.45016479492188
2022-11-17,200.1460418701172
2022-11-18,197.7491455078125
2022-11-21,202.6460418701172
2022-11-22,203.3934783935547
2022-11-23,204.71649169921875
2022-11-25,207.362548828125
2022-11-28,204.77662658691406
2022-11-29,205.99656677246094
2022-11-30,206.7869415283203
2022-12-01,207.70619201660156
2022-12-02,207.53436279296875
2022-12-05,203.08419799804688
2022-12-06,201.1597900390625
2022-12-07,200.75601196289062
2022-12-08,202.47422790527344
2022-12-09,200.65292358398438
2022-12-12,195.48968505859375
2022-12-13,198.56529235839844
2022-12-14,198.1271514892578
2022-12-15,196.9845428466797
2022-12-16,195.0085906982422
2022-12-19,196.74398803710938
2022-12-20,194.82818603515625
2022-12-21,199.25257873535156
2022-12-22,199.06356811523438
2022-12-23,199.01202392578125
2022-12-27,200.137451171875
2022-12-28,198.68556213378906
2022-12-29,202.3109893798828
2022-12-30,202.30239868164062
2023-01-03,204.27835083007812
2023-01-04,205.92784118652344
2023-01-05,206.1597900390625
2023-01-06,208.7800750732422
2023-01-09,209.1494903564453
2023-01-10,210.73023986816406
2023-01-11,218.40206909179688
2023-01-12,216.77835083007812
2023-01-13,216.24569702148438
2023-01-17,218.86598205566406
2023-01-18,215.93643188476562
2023-01-19,217.00172424316406
2023-01-20,219.57904052734375
2023-01-23,221.50343322753906
2023-01-24,218.2044677734375
2023-01-25,217.955322265625
2023-01-26,218.3934783935547
2023-01-27,218.47079467773438
2023-01-30,215.73883056640625
2023-01-31,216.59793090820312
2023-02-01,214.89691162109375
2023-02-02,219.06356811523438
2023-02-03,214.20962524414062
2023-02-06,210.05154418945312
2023-02-07,212.40550231933594
2023-02-08,211.30584716796875
2023-02-09,209.1065216064453
2023-02-10,211.24569702148438
2023-02-13,213.17010498046875
2023-02-14,209.51031494140625
2023-02-15,213.2646026611328
2023-02-16,220.0085906982422
2023-02-17,220.15463256835938
2023-02-21,212.47422790527344
2023-02-22,208.23883056640625
2023-02-23,210.48109436035156
2023-02-24,208.16151428222656
2023-02-27,206.74398803710938
2023-02-28,205.6357421875
2023-03-01,204.3642578125
2023-03-02,205.72164916992188
2023-03-03,205.6271514892578
2023-03-06,203.70274353027344
2023-03-07,198.89175415039062
2023-03-08,197.5601348876953
2023-03-09,192.5687255859375
2023-03-10,191.2199249267578
2023-03-13,188.35910034179688
2023-03-14,190.91925048828125
2023-03-15,188.3333282470703
2023-03-16,188.23023986816406
2023-03-17,183.2646026611328
2023-03-20,186.76116943359375
2023-03-21,190.1288604736328
2023-03-22,186.4175262451172
2023-03-23,184.40721130371094
2023-03-24,187.637451171875
2023-03-27,188.81443786621094
2023-03-28,189.58763122558594
2023-03-29,190.5670166015625
2023-03-30,193.04124450683594
2023-03-31,197.09622192382812
2023-04-03,198.0154571533203
2023-04-04,198.1271514892578
2023-04-05,201.03952026367188
2023-04-06,199.4673614501953
2023-04-10,199.4673614501953
2023-04-11,199.96563720703125
2023-04-12,197.85223388671875
2023-04-13,199.11512756347656
2023-04-14,197.0360870361328
2023-04-17,198.86598205566406
2023-04-18,197.8092803955078
2023-04-19,198.70274353027344
2023-04-20,198.9175262451172
2023-04-21,200.17181396484375
2023-04-24,199.7508544921875
2023-04-25,190.20619201660156
2023-04-26,190.50686645507812
2023-04-27,193.0326385498047
2023-04-28,194.76803588867188
2023-05-01,197.30239868164062
2023-05-02,194.11512756347656
2023-05-03,194.1494903564453
2023-05-04,190.49827575683594
2023-05-05,192.31959533691406
2023-05-08,191.21133422851562
2023-05-09,191.39175415039062
2023-05-10,192.01890563964844
2023-05-11,189.07215881347656
2023-05-12,189.66494750976562
2023-05-15,191.49484252929688
2023-05-16,186.9329833984375
2023-05-17,186.49484252929688
2023-05-18,185.6357421875
2023-05-19,186.271484375
2023-05-22,187.81787109375
2023-05-23,188.04983520507812
2023-05-24,185.28350830078125
2023-05-25,183.30755615234375
2023-05-26,185.22337341308594
2023-05-30,182.07044982910156
2023-05-31,182.58590698242188
2023-06-01,182.5085906982422
2023-06-02,186.408935546875
2023-06-05,187.09622192382812
2023-06-06,187.21649169921875
2023-06-07,189.45016479492188
2023-06-08,189.63917541503906
2023-06-09,186.91580200195312
2023-06-12,192.91236877441406
2023-06-13,196.7353973388672
2023-06-14,195.0
2023-06-15,198.0756072998047
2023-06-16,201.2628936767578
2023-06-20,198.85739135742188
2023-06-21,200.15463256835938
2023-06-22,201.81271362304688
2023-06-23,201.74398803710938
2023-06-26,202.90377807617188
2023-06-27,204.544677734375
2023-06-28,204.41580200195312
2023-06-29,206.59793090820312
2023-06-30,207.32818603515625
2023-07-03,208.9199981689453
2023-07-05,209.44000244140625
2023-07-06,209.4600067138672
2023-07-07,208.27999877929688
2023-07-10,210.47999572753906
2023-07-11,211.74000549316406
2023-07-12,213.07000732421875
2023-07-13,211.74000549316406
2023-07-14,212.77000427246094
2023-07-17,212.58999633789062
2023-07-18,212.72000122070312
2023-07-19,217.11000061035156
2023-07-20,218.6999969482422
2023-07-21,219.2100067138672
2023-07-24,218.82000732421875
2023-07-25,221.6999969482422
2023-07-26,218.83999633789062
2023-07-27,216.0500030517578
2023-07-28,214.63999938964844
2023-07-31,213.92999267578125
2023-08-01,213.61000061035156
2023-08-02,214.94000244140625
2023-08-03,215.25999450683594
2023-08-04,215.22999572753906
2023-08-07,214.39999389648438
2023-08-08,213.8699951171875
2023-08-09,216.22000122070312
2023-08-10,214.02000427246094
2023-08-11,218.0
2023-08-14,217.99000549316406
2023-08-15,216.16000366210938
2023-08-16,215.11000061035156
2023-08-17,212.89999389648438
2023-08-18,214.42999267578125
2023-08-21,215.6300048828125
2023-08-22,214.77999877929688
2023-08-23,214.94000244140625
2023-08-24,212.49000549316406
2023-08-25,212.19000244140625
2023-08-28,212.24000549316406
2023-08-29,211.3300018310547
2023-08-30,212.36000061035156
2023-08-31,208.10000610351562
2023-09-01,206.5800018310547
2023-09-05,204.4499969482422
2023-09-06,204.60000610351562
2023-09-07,205.25
2023-09-08,203.30999755859375
2023-09-11,201.92999267578125
2023-09-12,201.58999633789062
2023-09-13,204.50999450683594
2023-09-14,203.63999938964844
2023-09-15,201.64999389648438
2023-09-18,201.1699981689453
2023-09-19,204.6699981689453
2023-09-20,205.1999969482422
2023-09-21,205.13999938964844
2023-09-22,205.14999389648438
2023-09-25,208.4199981689453
2023-09-26,205.36000061035156
2023-09-27,204.85000610351562
2023-09-28,203.25999450683594
2023-09-29,201.0500030517578
2023-10-02,199.55999755859375
2023-10-03,200.47000122070312
2023-10-04,201.25999450683594
2023-10-05,200.7899932861328
2023-10-06,201.38999938964844
2023-10-09,202.41000366210938
2023-10-10,202.5800018310547
2023-10-11,199.88999938964844
2023-10-12,197.8699951171875
2023-10-13,201.55999755859375
2023-10-16,201.33999633789062
2023-10-17,202.9499969482422
2023-10-18,201.75
2023-10-19,199.42999267578125
2023-10-20,199.86000061035156
2023-10-23,197.92999267578125
2023-10-24,198.64999389648438
2023-10-25,197.69000244140625
2023-10-26,205.9199981689453
2023-10-27,198.9600067138672
2023-10-30,198.16000366210938
2023-10-31,199.72999572753906
2023-11-01,203.9499969482422
2023-11-02,205.16000366210938
2023-11-03,210.22000122070312
2023-11-06,209.5399932861328
2023-11-07,206.97000122070312
2023-11-08,205.83999633789062
2023-11-09,204.27999877929688
2023-11-10,204.77999877929688
2023-11-13,204.41000366210938
2023-11-14,208.0399932861328
2023-11-15,209.9199981689453
2023-11-16,210.72999572753906
2023-11-17,211.72000122070312
2023-11-20,211.10000610351562
2023-11-21,212.3699951171875
2023-11-22,211.60000610351562
2023-11-24,212.72000122070312
2023-11-27,212.75999450683594
2023-11-28,212.3300018310547
2023-11-29,214.08999633789062
2023-11-30,216.91000366210938
2023-12-01,218.97000122070312
2023-12-04,222.0
2023-12-05,217.02000427246094
2023-12-06,217.8699951171875
2023-12-07,217.6300048828125
2023-12-08,216.60000610351562
2023-12-11,216.14999389648438
2023-12-12,217.5500030517578
2023-12-13,221.47000122070312
2023-12-14,223.05999755859375
2023-12-15,219.5
2023-12-18,219.92999267578125
2023-12-19,224.0500030517578
2023-12-20,220.19000244140625
2023-12-21,222.14999389648438
2023-12-22,224.02000427246094
2023-12-26,225.35000610351562
2023-12-27,226.66000366210938
2023-12-28,227.05999755859375
2023-12-29,227.2899932861328
2024-01-02,232.55999755859375
2024-01-03,226.6999969482422
2024-01-04,225.22000122070312
2024-01-05,225.4199981689453
2024-01-08,225.99000549316406
2024-01-09,228.19000244140625
2024-01-10,225.3699951171875
2024-01-11,222.97000122070312
2024-01-12,223.47999572753906
2024-01-16,221.77000427246094
2024-01-17,223.0
2024-01-18,227.32000732421875
2024-01-19,226.14999389648438
2024-01-22,225.77000427246094
2024-01-23,226.69000244140625
2024-01-24,223.35000610351562
2024-01-25,226.64999389648438
2024-01-26,224.9199981689453
2024-01-29,227.13999938964844
2024-01-30,226.35000610351562
2024-01-31,222.3000030517578
2024-02-01,224.2899932861328
2024-02-02,221.5399932861328
2024-02-05,219.63999938964844
2024-02-06,222.27999877929688
2024-02-07,223.7100067138672
2024-02-08,222.8000030517578
2024-02-09,222.58999633789062
2024-02-12,227.4499969482422
2024-02-13,223.3300018310547
2024-02-14,228.11000061035156
2024-02-15,222.1300048828125
2024-02-16,216.63999938964844
2024-02-20,215.6699981689453
2024-02-21,217.92999267578125
2024-02-22,217.77000427246094
2024-02-23,219.16000366210938
2024-02-26,215.47000122070312
2024-02-27,215.69000244140625
2024-02-28,214.8000030517578
2024-02-29,215.8300018310547
2024-03-01,218.0
2024-03-04,219.10000610351562
2024-03-05,216.14999389648438
2024-03-06,217.8000030517578
2024-03-07,218.36000061035156
2024-03-08,217.5
2024-03-11,218.52999877929688
2024-03-12,216.86000061035156
2024-03-13,215.75
2024-03-14,209.00999450683594
2024-03-15,209.2100067138672
2024-03-18,209.5399932861328
2024-03-19,210.97000122070312
2024-03-20,209.36000061035156
2024-03-21,211.2899932861328
2024-03-22,213.25999450683594
2024-03-25,213.75
2024-03-26,213.52000427246094
2024-03-27,216.57000732421875
2024-03-28,218.4600067138672
2024-04-01,216.35000610351562
2024-04-02,211.9499969482422
2024-04-03,212.24000549316406
2024-04-04,211.2100067138672
2024-04-05,211.25999450683594
2024-04-08,210.1199951171875
2024-04-09,210.0500030517578
2024-04-10,207.1699981689453
2024-04-11,206.5
2024-04-12,205.72999572753906
2024-04-15,203.32000732421875
2024-04-16,201.92999267578125
2024-04-17,199.97000122070312
2024-04-18,199.4499969482422
2024-04-19,201.47999572753906
2024-04-22,203.07000732421875
2024-04-23,207.97000122070312
2024-04-24,207.94000244140625
2024-04-25,198.35000610351562
2024-04-26,198.39999389648438
2024-04-29,204.1699981689453
2024-04-30,201.3699951171875
2024-05-01,201.32000732421875
2024-05-02,200.25
2024-05-03,201.32000732421875
2024-05-06,201.0399932861328
2024-05-07,201.5
2024-05-08,201.61000061035156
2024-05-09,206.14999389648438
2024-05-10,207.6699981689453
2024-05-13,210.3699951171875
2024-05-14,211.1999969482422
2024-05-15,213.2100067138672
2024-05-16,213.1300048828125
2024-05-17,210.58999633789062
2024-05-20,206.8300018310547
2024-05-21,205.33999633789062
2024-05-22,201.19000244140625
2024-05-23,197.08999633789062
2024-05-24,199.64999389648438
2024-05-28,196.19000244140625
2024-05-29,192.5
2024-05-30,193.44000244140625
2024-05-31,194.91000366210938
2024-06-03,195.00999450683594
2024-06-04,196.67999267578125
2024-06-05,198.0
2024-06-06,198.41000366210938
2024-06-07,196.60000610351562
2024-06-10,195.9199981689453
2024-06-11,197.4199981689453
2024-06-12,196.36000061035156
2024-06-13,196.47999572753906
2024-06-14,199.8800048828125
2024-06-17,201.55999755859375
2024-06-18,206.5
2024-06-20,207.3800048828125
2024-06-21,205.25
2024-06-24,208.0
2024-06-25,207.83999633789062
2024-06-26,203.24000549316406
2024-06-27,204.89999389648438
2024-06-28,203.50999450683594
2024-07-01,203.1300048828125
2024-07-02,202.72999572753906
2024-07-03,203.86000061035156
2024-07-05,204.5800018310547
2024-07-08,202.9600067138672
2024-07-09,199.35000610351562
2024-07-10,200.3699951171875
2024-07-11,206.25
2024-07-12,206.1699981689453
2024-07-15,207.49000549316406
2024-07-16,216.5
2024-07-17,215.77999877929688
2024-07-18,214.64999389648438
2024-07-19,211.3699951171875
2024-07-22,214.33999633789062
2024-07-23,207.08999633789062
2024-07-24,209.49000549316406
2024-07-25,209.72000122070312
2024-07-26,210.89999389648438
2024-07-29,210.75
2024-07-30,213.05999755859375
2024-07-31,215.44000244140625
2024-08-01,233.38999938964844
2024-08-02,236.0
2024-08-05,228.57000732421875
2024-08-06,225.8699951171875
2024-08-07,219.36000061035156
2024-08-08,224.74000549316406
2024-08-09,226.4600067138672
2024-08-12,223.33999633789062
2024-08-13,224.5500030517578
2024-08-14,221.3300018310547
2024-08-15,224.55999755859375
2024-08-16,227.5
2024-08-19,226.16000366210938
2024-08-20,225.67999267578125
2024-08-21,228.8300018310547
2024-08-22,230.17999267578125
2024-08-23,230.88999938964844
2024-08-26,230.19000244140625
2024-08-27,230.2100067138672
2024-08-28,230.6999969482422
2024-08-29,229.69000244140625
2024-08-30,229.88999938964844
2024-09-03,229.7100067138672
2024-09-04,228.0800018310547
2024-09-05,227.33999633789062
2024-09-06,223.91000366210938
2024-09-09,226.91000366210938
2024-09-10,220.3300018310547
2024-09-11,218.2899932861328
2024-09-12,220.05999755859375
2024-09-13,221.1300048828125
2024-09-16,225.75999450683594
2024-09-17,227.00999450683594
2024-09-18,227.22000122070312
2024-09-19,224.58999633789062
2024-09-20,222.22000122070312
2024-09-23,224.72000122070312
2024-09-24,220.60000610351562
2024-09-25,218.61000061035156
2024-09-26,220.24000549316406
2024-09-27,222.10000610351562
2024-09-30,223.47999572753906
2024-10-01,219.1999969482422
2024-10-02,219.0
2024-10-03,215.07000732421875
2024-10-04,216.0
2024-10-07,212.0399932861328
2024-10-08,212.66000366210938
2024-10-09,215.5800018310547
2024-10-10,214.89999389648438
2024-10-11,216.38999938964844
2024-10-14,216.85000610351562
2024-10-15,216.67999267578125
2024-10-16,216.69000244140625
2024-10-17,215.1300048828125
2024-10-18,215.77000427246094
2024-10-21,214.1300048828125
2024-10-22,220.50999450683594
2024-10-23,219.89999389648438
2024-10-24,230.07000732421875
2024-10-25,228.6300048828125
2024-10-28,227.3800048828125
2024-10-29,228.08999633789062
2024-10-30,230.55999755859375
2024-10-31,228.27000427246094
2024-11-01,227.10000610351562
2024-11-04,227.1699981689453
2024-11-05,229.11000061035156
2024-11-06,234.3800048828125
2024-11-07,239.0500030517578
2024-11-08,242.38999938964844
2024-11-11,243.9199981689453
2024-11-12,244.25999450683594
2024-11-13,246.22000122070312
2024-11-14,238.17999267578125
2024-11-15,235.2100067138672
2024-11-18,238.63999938964844
2024-11-19,236.22999572753906
2024-11-20,237.85000610351562
2024-11-21,240.1699981689453
