Date,FITB
2022-02-28,47.84000015258789
2022-03-01,44.459999084472656
2022-03-02,46.06999969482422
2022-03-03,46.29999923706055
2022-03-04,44.54999923706055
2022-03-07,41.97999954223633
2022-03-08,41.959999084472656
2022-03-09,44.7400016784668
2022-03-10,44.47999954223633
2022-03-11,44.0
2022-03-14,45.849998474121094
2022-03-15,45.790000915527344
2022-03-16,47.5
2022-03-17,46.75
2022-03-18,46.689998626708984
2022-03-21,46.470001220703125
2022-03-22,47.40999984741211
2022-03-23,45.68000030517578
2022-03-24,45.849998474121094
2022-03-25,46.7599983215332
2022-03-28,45.79999923706055
2022-03-29,46.13999938964844
2022-03-30,44.279998779296875
2022-03-31,43.040000915527344
2022-04-01,41.79999923706055
2022-04-04,41.66999816894531
2022-04-05,41.22999954223633
2022-04-06,40.97999954223633
2022-04-07,40.439998626708984
2022-04-08,40.54999923706055
2022-04-11,40.4900016784668
2022-04-12,39.630001068115234
2022-04-13,39.5099983215332
2022-04-14,39.0099983215332
2022-04-18,39.06999969482422
2022-04-19,40.790000915527344
2022-04-20,40.66999816894531
2022-04-21,39.630001068115234
2022-04-22,38.43000030517578
2022-04-25,38.79999923706055
2022-04-26,37.75
2022-04-27,38.189998626708984
2022-04-28,38.959999084472656
2022-04-29,37.529998779296875
2022-05-02,37.7400016784668
2022-05-03,38.310001373291016
2022-05-04,39.4900016784668
2022-05-05,37.97999954223633
2022-05-06,37.5099983215332
2022-05-09,36.79999923706055
2022-05-10,36.58000183105469
2022-05-11,35.86000061035156
2022-05-12,35.779998779296875
2022-05-13,35.970001220703125
2022-05-16,35.689998626708984
2022-05-17,37.18000030517578
2022-05-18,36.04999923706055
2022-05-19,35.650001525878906
2022-05-20,35.63999938964844
2022-05-23,36.810001373291016
2022-05-24,36.61000061035156
2022-05-25,37.439998626708984
2022-05-26,38.61000061035156
2022-05-27,39.11000061035156
2022-05-31,39.43000030517578
2022-06-01,38.7400016784668
2022-06-02,39.31999969482422
2022-06-03,38.91999816894531
2022-06-06,39.45000076293945
2022-06-07,39.560001373291016
2022-06-08,38.880001068115234
2022-06-09,37.560001373291016
2022-06-10,35.68000030517578
2022-06-13,34.439998626708984
2022-06-14,34.58000183105469
2022-06-15,34.72999954223633
2022-06-16,33.25
2022-06-17,34.0
2022-06-21,34.369998931884766
2022-06-22,34.459999084472656
2022-06-23,33.5099983215332
2022-06-24,35.220001220703125
2022-06-27,34.869998931884766
2022-06-28,34.84000015258789
2022-06-29,34.209999084472656
2022-06-30,33.599998474121094
2022-07-01,33.84000015258789
2022-07-05,33.70000076293945
2022-07-06,33.279998779296875
2022-07-07,33.91999816894531
2022-07-08,33.86000061035156
2022-07-11,33.540000915527344
2022-07-12,33.529998779296875
2022-07-13,33.040000915527344
2022-07-14,32.209999084472656
2022-07-15,33.7400016784668
2022-07-18,33.77000045776367
2022-07-19,34.66999816894531
2022-07-20,34.689998626708984
2022-07-21,34.25
2022-07-22,33.630001068115234
2022-07-25,34.209999084472656
2022-07-26,33.150001525878906
2022-07-27,33.7400016784668
2022-07-28,33.43000030517578
2022-07-29,34.119998931884766
2022-08-01,34.130001068115234
2022-08-02,33.689998626708984
2022-08-03,34.310001373291016
2022-08-04,33.790000915527344
2022-08-05,34.66999816894531
2022-08-08,34.4900016784668
2022-08-09,34.720001220703125
2022-08-10,36.15999984741211
2022-08-11,37.08000183105469
2022-08-12,37.4900016784668
2022-08-15,37.22999954223633
2022-08-16,37.619998931884766
2022-08-17,37.22999954223633
2022-08-18,37.310001373291016
2022-08-19,36.540000915527344
2022-08-22,35.5
2022-08-23,35.619998931884766
2022-08-24,35.619998931884766
2022-08-25,36.2400016784668
2022-08-26,34.95000076293945
2022-08-29,34.43000030517578
2022-08-30,34.369998931884766
2022-08-31,34.150001525878906
2022-09-01,33.84000015258789
2022-09-02,33.66999816894531
2022-09-06,33.27000045776367
2022-09-07,34.040000915527344
2022-09-08,35.31999969482422
2022-09-09,35.7400016784668
2022-09-12,36.52000045776367
2022-09-13,34.97999954223633
2022-09-14,34.97999954223633
2022-09-15,35.779998779296875
2022-09-16,35.029998779296875
2022-09-19,35.439998626708984
2022-09-20,35.13999938964844
2022-09-21,34.2599983215332
2022-09-22,33.209999084472656
2022-09-23,32.79999923706055
2022-09-26,32.09000015258789
2022-09-27,31.56999969482422
2022-09-28,32.540000915527344
2022-09-29,32.04999923706055
2022-09-30,31.959999084472656
2022-10-03,32.83000183105469
2022-10-04,34.29999923706055
2022-10-05,34.099998474121094
2022-10-06,33.529998779296875
2022-10-07,33.099998474121094
2022-10-10,32.97999954223633
2022-10-11,32.41999816894531
2022-10-12,32.220001220703125
2022-10-13,34.349998474121094
2022-10-14,33.959999084472656
2022-10-17,34.72999954223633
2022-10-18,34.86000061035156
2022-10-19,33.2599983215332
2022-10-20,31.149999618530273
2022-10-21,33.02000045776367
2022-10-24,34.369998931884766
2022-10-25,35.349998474121094
2022-10-26,35.5099983215332
2022-10-27,35.349998474121094
2022-10-28,35.97999954223633
2022-10-31,35.689998626708984
2022-11-01,35.79999923706055
2022-11-02,34.709999084472656
2022-11-03,33.939998626708984
2022-11-04,35.130001068115234
2022-11-07,35.040000915527344
2022-11-08,35.11000061035156
2022-11-09,34.47999954223633
2022-11-10,36.290000915527344
2022-11-11,36.849998474121094
2022-11-14,36.04999923706055
2022-11-15,36.45000076293945
2022-11-16,35.790000915527344
2022-11-17,35.33000183105469
2022-11-18,35.630001068115234
2022-11-21,35.810001373291016
2022-11-22,36.33000183105469
2022-11-23,36.33000183105469
2022-11-25,36.47999954223633
2022-11-28,35.59000015258789
2022-11-29,36.0
2022-11-30,36.36000061035156
2022-12-01,35.77000045776367
2022-12-02,35.25
2022-12-05,32.95000076293945
2022-12-06,32.2400016784668
2022-12-07,32.970001220703125
2022-12-08,32.81999969482422
2022-12-09,32.88999938964844
2022-12-12,33.27000045776367
2022-12-13,32.939998626708984
2022-12-14,32.290000915527344
2022-12-15,31.93000030517578
2022-12-16,31.600000381469727
2022-12-19,31.649999618530273
2022-12-20,31.690000534057617
2022-12-21,31.989999771118164
2022-12-22,32.130001068115234
2022-12-23,32.40999984741211
2022-12-27,32.79999923706055
2022-12-28,32.720001220703125
2022-12-29,32.810001373291016
2022-12-30,32.810001373291016
2023-01-03,32.63999938964844
2023-01-04,33.459999084472656
2023-01-05,33.130001068115234
2023-01-06,34.470001220703125
2023-01-09,34.220001220703125
2023-01-10,34.459999084472656
2023-01-11,34.31999969482422
2023-01-12,34.900001525878906
2023-01-13,34.63999938964844
2023-01-17,34.11000061035156
2023-01-18,32.720001220703125
2023-01-19,33.63999938964844
2023-01-20,34.61000061035156
2023-01-23,35.5099983215332
2023-01-24,35.150001525878906
2023-01-25,35.7599983215332
2023-01-26,36.02000045776367
2023-01-27,36.099998474121094
2023-01-30,35.79999923706055
2023-01-31,36.290000915527344
2023-02-01,36.779998779296875
2023-02-02,37.849998474121094
2023-02-03,37.63999938964844
2023-02-06,37.2400016784668
2023-02-07,37.79999923706055
2023-02-08,37.68000030517578
2023-02-09,37.2599983215332
2023-02-10,37.16999816894531
2023-02-13,37.45000076293945
2023-02-14,37.189998626708984
2023-02-15,37.099998474121094
2023-02-16,36.65999984741211
2023-02-17,36.95000076293945
2023-02-21,36.060001373291016
2023-02-22,35.93000030517578
2023-02-23,36.04999923706055
2023-02-24,36.310001373291016
2023-02-27,36.06999969482422
2023-02-28,36.29999923706055
2023-03-01,36.189998626708984
2023-03-02,35.619998931884766
2023-03-03,36.22999954223633
2023-03-06,36.15999984741211
2023-03-07,34.290000915527344
2023-03-08,33.689998626708984
2023-03-09,31.690000534057617
2023-03-10,30.3700008392334
2023-03-13,26.25
2023-03-14,26.3799991607666
2023-03-15,25.40999984741211
2023-03-16,26.459999084472656
2023-03-17,24.950000762939453
2023-03-20,26.209999084472656
2023-03-21,27.389999389648438
2023-03-22,25.899999618530273
2023-03-23,25.34000015258789
2023-03-24,25.479999542236328
2023-03-27,26.260000228881836
2023-03-28,26.34000015258789
2023-03-29,27.030000686645508
2023-03-30,26.31999969482422
2023-03-31,26.639999389648438
2023-04-03,26.399999618530273
2023-04-04,25.610000610351562
2023-04-05,25.770000457763672
2023-04-06,26.079999923706055
2023-04-10,26.290000915527344
2023-04-11,26.530000686645508
2023-04-12,26.389999389648438
2023-04-13,26.56999969482422
2023-04-14,26.440000534057617
2023-04-17,27.31999969482422
2023-04-18,27.170000076293945
2023-04-19,28.020000457763672
2023-04-20,27.84000015258789
2023-04-21,27.479999542236328
2023-04-24,27.059999465942383
2023-04-25,25.65999984741211
2023-04-26,25.579999923706055
2023-04-27,25.84000015258789
2023-04-28,26.200000762939453
2023-05-01,25.81999969482422
2023-05-02,24.510000228881836
2023-05-03,23.959999084472656
2023-05-04,23.239999771118164
2023-05-05,24.920000076293945
2023-05-08,24.40999984741211
2023-05-09,24.670000076293945
2023-05-10,24.239999771118164
2023-05-11,23.65999984741211
2023-05-12,23.6200008392334
2023-05-15,24.219999313354492
2023-05-16,23.780000686645508
2023-05-17,25.270000457763672
2023-05-18,25.170000076293945
2023-05-19,25.100000381469727
2023-05-22,25.450000762939453
2023-05-23,25.920000076293945
2023-05-24,25.350000381469727
2023-05-25,25.049999237060547
2023-05-26,25.260000228881836
2023-05-30,25.450000762939453
2023-05-31,24.270000457763672
2023-06-01,24.790000915527344
2023-06-02,25.950000762939453
2023-06-05,25.489999771118164
2023-06-06,26.780000686645508
2023-06-07,27.1200008392334
2023-06-08,26.969999313354492
2023-06-09,26.40999984741211
2023-06-12,25.920000076293945
2023-06-13,26.639999389648438
2023-06-14,25.950000762939453
2023-06-15,26.760000228881836
2023-06-16,26.540000915527344
2023-06-20,26.690000534057617
2023-06-21,26.5
2023-06-22,25.639999389648438
2023-06-23,25.540000915527344
2023-06-26,25.959999084472656
2023-06-27,26.18000030517578
2023-06-28,26.329999923706055
2023-06-29,26.25
2023-06-30,26.209999084472656
2023-07-03,26.760000228881836
2023-07-05,26.540000915527344
2023-07-06,26.31999969482422
2023-07-07,26.649999618530273
2023-07-10,26.670000076293945
2023-07-11,27.059999465942383
2023-07-12,27.190000534057617
2023-07-13,27.420000076293945
2023-07-14,26.979999542236328
2023-07-17,27.309999465942383
2023-07-18,27.93000030517578
2023-07-19,28.5
2023-07-20,29.260000228881836
2023-07-21,28.229999542236328
2023-07-24,28.65999984741211
2023-07-25,28.030000686645508
2023-07-26,28.530000686645508
2023-07-27,28.56999969482422
2023-07-28,28.850000381469727
2023-07-31,29.100000381469727
2023-08-01,28.809999465942383
2023-08-02,28.3700008392334
2023-08-03,28.479999542236328
2023-08-04,28.469999313354492
2023-08-07,28.579999923706055
2023-08-08,28.049999237060547
2023-08-09,27.5
2023-08-10,27.709999084472656
2023-08-11,27.790000915527344
2023-08-14,26.790000915527344
2023-08-15,25.860000610351562
2023-08-16,25.739999771118164
2023-08-17,25.770000457763672
2023-08-18,25.59000015258789
2023-08-21,25.68000030517578
2023-08-22,24.8799991607666
2023-08-23,25.43000030517578
2023-08-24,25.719999313354492
2023-08-25,25.420000076293945
2023-08-28,25.799999237060547
2023-08-29,26.450000762939453
2023-08-30,26.389999389648438
2023-08-31,26.549999237060547
2023-09-01,27.049999237060547
2023-09-05,27.06999969482422
2023-09-06,26.600000381469727
2023-09-07,26.09000015258789
2023-09-08,26.40999984741211
2023-09-11,26.5
2023-09-12,27.469999313354492
2023-09-13,27.25
2023-09-14,27.520000457763672
2023-09-15,27.440000534057617
2023-09-18,27.1299991607666
2023-09-19,26.90999984741211
2023-09-20,26.809999465942383
2023-09-21,26.3799991607666
2023-09-22,25.700000762939453
2023-09-25,25.90999984741211
2023-09-26,25.280000686645508
2023-09-27,24.860000610351562
2023-09-28,25.030000686645508
2023-09-29,25.329999923706055
2023-10-02,24.5
2023-10-03,23.940000534057617
2023-10-04,24.020000457763672
2023-10-05,24.309999465942383
2023-10-06,24.170000076293945
2023-10-09,24.34000015258789
2023-10-10,24.989999771118164
2023-10-11,24.989999771118164
2023-10-12,24.5
2023-10-13,24.270000457763672
2023-10-16,24.690000534057617
2023-10-17,25.309999465942383
2023-10-18,24.639999389648438
2023-10-19,24.920000076293945
2023-10-20,23.290000915527344
2023-10-23,23.020000457763672
2023-10-24,22.979999542236328
2023-10-25,23.030000686645508
2023-10-26,23.59000015258789
2023-10-27,22.889999389648438
2023-10-30,23.3799991607666
2023-10-31,23.709999084472656
2023-11-01,23.649999618530273
2023-11-02,25.049999237060547
2023-11-03,26.459999084472656
2023-11-06,26.1200008392334
2023-11-07,26.15999984741211
2023-11-08,25.489999771118164
2023-11-09,24.81999969482422
2023-11-10,25.059999465942383
2023-11-13,25.110000610351562
2023-11-14,26.68000030517578
2023-11-15,27.309999465942383
2023-11-16,27.1299991607666
2023-11-17,27.559999465942383
2023-11-20,27.670000076293945
2023-11-21,27.360000610351562
2023-11-22,27.190000534057617
2023-11-24,27.25
2023-11-27,27.190000534057617
2023-11-28,27.43000030517578
2023-11-29,28.40999984741211
2023-11-30,28.950000762939453
2023-12-01,30.579999923706055
2023-12-04,30.65999984741211
2023-12-05,30.110000610351562
2023-12-06,30.260000228881836
2023-12-07,30.809999465942383
2023-12-08,31.25
2023-12-11,30.889999389648438
2023-12-12,30.530000686645508
2023-12-13,32.349998474121094
2023-12-14,35.13999938964844
2023-12-15,35.029998779296875
2023-12-18,35.04999923706055
2023-12-19,35.119998931884766
2023-12-20,34.0099983215332
2023-12-21,34.400001525878906
2023-12-22,34.470001220703125
2023-12-26,34.959999084472656
2023-12-27,35.06999969482422
