Date,GE
2023-05-24,80.59058380126953
2023-05-25,81.02154541015625
2023-05-26,81.99520874023438
2023-05-30,81.72386169433594
2023-05-31,81.02952575683594
2023-06-01,83.53551483154297
2023-06-02,84.43734741210938
2023-06-05,83.08060455322266
2023-06-06,84.16600036621094
2023-06-07,84.66081237792969
2023-06-08,84.65283203125
2023-06-09,84.83639526367188
2023-06-12,84.78052520751953
2023-06-13,85.18755340576172
2023-06-14,83.55945587158203
2023-06-15,84.1260986328125
2023-06-16,84.82841491699219
2023-06-20,83.01676177978516
2023-06-21,83.83878326416016
2023-06-22,83.65522766113281
2023-06-23,82.8252182006836
2023-06-26,83.35993957519531
2023-06-27,83.73503875732422
2023-06-28,85.4349594116211
2023-06-29,85.98563385009766
2023-06-30,87.66959381103516
2023-07-03,86.4166030883789
2023-07-05,86.7118911743164
2023-07-06,85.69034576416016
2023-07-07,86.40862274169922
2023-07-10,88.21228790283203
2023-07-11,88.76296997070312
2023-07-12,88.74700927734375
2023-07-13,88.81085205078125
2023-07-14,88.01277160644531
2023-07-17,88.6991195678711
2023-07-18,88.6352767944336
2023-07-19,87.7015151977539
2023-07-20,88.7789306640625
2023-07-21,88.05267333984375
2023-07-24,87.98883056640625
2023-07-25,93.50359344482422
2023-07-26,91.55626678466797
2023-07-27,92.11492156982422
2023-07-28,91.29290008544922
2023-07-31,91.17318725585938
2023-08-01,90.35913848876953
2023-08-02,89.36153411865234
2023-08-03,89.67278289794922
2023-08-04,90.2314453125
2023-08-07,91.56424713134766
2023-08-08,90.62250518798828
2023-08-09,89.52114868164062
2023-08-10,90.63846588134766
2023-08-11,91.46049499511719
2023-08-14,92.21867370605469
2023-08-15,90.86193084716797
2023-08-16,90.63846588134766
2023-08-17,88.55546569824219
2023-08-18,89.21788024902344
2023-08-21,89.40143585205078
2023-08-22,89.11412811279297
2023-08-23,90.55866241455078
2023-08-24,88.61931610107422
2023-08-25,89.36153411865234
2023-08-28,90.94972229003906
2023-08-29,92.04309844970703
2023-08-30,91.22904968261719
2023-08-31,91.34876251220703
2023-09-01,91.17318725585938
2023-09-05,90.0877914428711
2023-09-06,89.92816925048828
2023-09-07,89.21788024902344
2023-09-08,89.1620101928711
2023-09-11,91.18914794921875
2023-09-12,91.77973175048828
2023-09-13,90.66240692138672
2023-09-14,92.2984848022461
2023-09-15,92.17079162597656
2023-09-18,93.03272247314453
2023-09-19,92.74541473388672
2023-09-20,91.66001892089844
2023-09-21,90.17557525634766
2023-09-22,88.78691101074219
2023-09-25,89.1620101928711
2023-09-26,87.73343658447266
2023-09-27,88.49960327148438
2023-09-28,89.65682220458984
2023-09-29,88.2282485961914
2023-10-02,86.82362365722656
2023-10-03,86.00159454345703
2023-10-04,86.87150573730469
2023-10-05,86.76775360107422
2023-10-06,88.96248626708984
2023-10-09,87.99681091308594
2023-10-10,88.97047424316406
2023-10-11,90.39105987548828
2023-10-12,88.85076141357422
2023-10-13,87.29449462890625
2023-10-16,87.10295104980469
2023-10-17,87.80526733398438
2023-10-18,85.84996032714844
2023-10-19,85.35514831542969
2023-10-20,84.66081237792969
2023-10-23,85.14764404296875
2023-10-24,90.67837524414062
2023-10-25,88.74700927734375
2023-10-26,86.83160400390625
2023-10-27,84.87629699707031
2023-10-30,87.6376724243164
2023-10-31,86.69593048095703
2023-11-01,85.59457397460938
2023-11-02,86.0175552368164
2023-11-03,86.92737579345703
2023-11-06,89.20989227294922
2023-11-07,89.22586059570312
2023-11-08,90.86193084716797
2023-11-09,90.25538635253906
2023-11-10,91.99520874023438
2023-11-13,92.19473266601562
2023-11-14,93.5754165649414
2023-11-15,92.8172378540039
2023-11-16,94.92417907714844
2023-11-17,95.71428680419922
2023-11-20,95.82601928710938
2023-11-21,95.68236541748047
2023-11-22,95.45092010498047
2023-11-24,95.74620819091797
2023-11-27,95.74620819091797
2023-11-28,94.85235595703125
2023-11-29,94.86033630371094
2023-11-30,97.20670318603516
2023-12-01,97.76536560058594
2023-12-04,96.99121856689453
2023-12-05,95.9537124633789
2023-12-06,95.61851501464844
2023-12-07,95.35514831542969
2023-12-08,96.24102020263672
2023-12-11,95.99361419677734
2023-12-12,97.62171173095703
2023-12-13,96.7118911743164
2023-12-14,96.84756469726562
2023-12-15,98.34796142578125
2023-12-18,98.67517852783203
2023-12-19,100.51077270507812
2023-12-20,98.4596939086914
2023-12-21,101.33280181884766
2023-12-22,101.10933685302734
2023-12-26,101.73184204101562
2023-12-27,102.31444549560547
2023-12-28,102.41021728515625
2023-12-29,101.85953521728516
2024-01-02,100.51875305175781
2024-01-03,99.0103759765625
2024-01-04,99.48922729492188
2024-01-05,100.79010772705078
2024-01-08,102.37828826904297
2024-01-09,102.77733612060547
2024-01-10,103.5115737915039
2024-01-11,103.61532592773438
2024-01-12,103.5833969116211
2024-01-16,102.1308822631836
2024-01-17,101.26097106933594
2024-01-18,102.5937728881836
2024-01-19,103.599365234375
2024-01-22,104.7326431274414
2024-01-23,103.71109008789062
2024-01-24,103.69512939453125
2024-01-25,103.69512939453125
2024-01-26,104.70072174072266
2024-01-29,104.62889099121094
2024-01-30,106.88746643066406
2024-01-31,105.68236541748047
2024-02-01,108.06863403320312
2024-02-02,108.97047424316406
2024-02-05,109.90422821044922
2024-02-06,109.80047607421875
2024-02-07,110.53471374511719
2024-02-08,110.97366333007812
2024-02-09,111.1572265625
2024-02-12,111.86751556396484
2024-02-13,113.14445495605469
2024-02-14,116.91939544677734
2024-02-15,118.41181182861328
2024-02-16,119.04229736328125
2024-02-20,118.61133575439453
2024-02-21,118.97047424316406
2024-02-22,121.04549407958984
2024-02-23,122.37030792236328
2024-02-26,123.5195541381836
2024-02-27,122.89704895019531
2024-02-28,124.18994140625
2024-02-29,125.21149444580078
2024-03-01,126.61611938476562
2024-03-04,128.49960327148438
2024-03-05,125.98563385009766
2024-03-06,127.29449462890625
2024-03-07,132.88108825683594
2024-03-08,134.04629516601562
2024-03-11,132.92897033691406
2024-03-12,133.64724731445312
2024-03-13,135.8020782470703
2024-03-14,133.0806121826172
2024-03-15,134.78851318359375
2024-03-18,135.60255432128906
2024-03-19,138.43576049804688
2024-03-20,138.81085205078125
2024-03-21,140.97366333007812
2024-03-22,139.78451538085938
2024-03-25,138.45970153808594
2024-03-26,138.50758361816406
2024-03-27,143.75099182128906
2024-03-28,140.08778381347656
2024-04-01,139.95211791992188
2024-04-02,136.47000122070312
2024-04-03,145.6199951171875
2024-04-04,147.38999938964844
2024-04-05,156.3000030517578
2024-04-08,156.52000427246094
2024-04-09,154.49000549316406
2024-04-10,156.61000061035156
2024-04-11,157.67999267578125
2024-04-12,154.6300048828125
2024-04-15,153.6999969482422
2024-04-16,156.75999450683594
2024-04-17,155.6699981689453
2024-04-18,152.94000244140625
2024-04-19,148.05999755859375
2024-04-22,150.19000244140625
2024-04-23,162.6199951171875
2024-04-24,159.19000244140625
2024-04-25,161.25999450683594
2024-04-26,162.35000610351562
2024-04-29,164.49000549316406
2024-04-30,161.82000732421875
2024-05-01,159.6999969482422
2024-05-02,162.63999938964844
2024-05-03,164.11000061035156
2024-05-06,167.97000122070312
2024-05-07,168.77999877929688
2024-05-08,168.86000061035156
2024-05-09,167.5
2024-05-10,163.3800048828125
2024-05-13,159.5
2024-05-14,160.0
2024-05-15,163.47000122070312
2024-05-16,161.1199951171875
2024-05-17,159.88999938964844
2024-05-20,159.27999877929688
2024-05-21,161.0
2024-05-22,160.80999755859375
2024-05-23,165.25999450683594
2024-05-24,167.3300018310547
2024-05-28,168.55999755859375
2024-05-29,163.60000610351562
2024-05-30,164.1999969482422
2024-05-31,165.13999938964844
2024-06-03,161.4600067138672
2024-06-04,161.3800048828125
2024-06-05,162.5500030517578
2024-06-06,160.6199951171875
2024-06-07,161.9199981689453
2024-06-10,162.83999633789062
2024-06-11,160.36000061035156
2024-06-12,161.0500030517578
2024-06-13,155.69000244140625
2024-06-14,155.8800048828125
2024-06-17,163.22999572753906
2024-06-18,164.97000122070312
2024-06-20,165.0
2024-06-21,164.24000549316406
2024-06-24,160.5399932861328
2024-06-25,159.72999572753906
2024-06-26,160.63999938964844
2024-06-27,160.5
2024-06-28,158.97000122070312
2024-07-01,158.97000122070312
2024-07-02,161.4499969482422
2024-07-03,163.0
2024-07-05,160.5
2024-07-08,163.52999877929688
2024-07-09,163.1300048828125
2024-07-10,165.6999969482422
2024-07-11,161.9199981689453
2024-07-12,159.00999450683594
2024-07-15,159.55999755859375
2024-07-16,162.85000610351562
2024-07-17,156.66000366210938
2024-07-18,158.7899932861328
2024-07-19,159.1300048828125
2024-07-22,162.75999450683594
2024-07-23,172.0
2024-07-24,162.3000030517578
2024-07-25,164.6699981689453
2024-07-26,169.80999755859375
2024-07-29,169.8699951171875
2024-07-30,167.47999572753906
2024-07-31,170.1999969482422
2024-08-01,169.75
2024-08-02,160.27999877929688
2024-08-05,158.36000061035156
2024-08-06,162.27000427246094
2024-08-07,162.1300048828125
2024-08-08,165.61000061035156
2024-08-09,167.1300048828125
2024-08-12,166.8699951171875
2024-08-13,167.9600067138672
2024-08-14,167.9499969482422
2024-08-15,169.94000244140625
2024-08-16,169.4199981689453
2024-08-19,170.92999267578125
2024-08-20,169.99000549316406
2024-08-21,171.1999969482422
2024-08-22,169.67999267578125
2024-08-23,171.22000122070312
2024-08-26,171.22000122070312
2024-08-27,170.99000549316406
2024-08-28,171.8699951171875
2024-08-29,173.5800018310547
2024-08-30,174.6199951171875
2024-09-03,164.2100067138672
2024-09-04,166.36000061035156
2024-09-05,163.85000610351562
2024-09-06,161.22999572753906
2024-09-09,165.35000610351562
2024-09-10,166.97999572753906
2024-09-11,166.35000610351562
2024-09-12,169.6999969482422
2024-09-13,178.27999877929688
2024-09-16,181.44000244140625
2024-09-17,180.3300018310547
2024-09-18,183.5500030517578
2024-09-19,186.16000366210938
2024-09-20,187.42999267578125
2024-09-23,188.6699981689453
2024-09-24,189.66000366210938
2024-09-25,189.3300018310547
2024-09-26,184.58999633789062
2024-09-27,185.3800048828125
2024-09-30,188.5800018310547
2024-10-01,186.3000030517578
2024-10-02,186.44000244140625
2024-10-03,183.88999938964844
2024-10-04,187.0800018310547
2024-10-07,185.9600067138672
2024-10-08,187.47000122070312
2024-10-09,189.27999877929688
2024-10-10,188.1199951171875
2024-10-11,191.16000366210938
2024-10-14,192.6300048828125
2024-10-15,190.57000732421875
2024-10-16,192.17999267578125
2024-10-17,192.6199951171875
2024-10-18,192.61000061035156
2024-10-21,194.22999572753906
2024-10-22,176.66000366210938
2024-10-23,181.69000244140625
2024-10-24,179.74000549316406
2024-10-25,179.10000610351562
2024-10-28,175.36000061035156
2024-10-29,174.0500030517578
2024-10-30,174.63999938964844
2024-10-31,171.77999877929688
2024-11-01,171.6999969482422
2024-11-04,171.75999450683594
2024-11-05,175.25999450683594
2024-11-06,180.75999450683594
2024-11-07,178.85000610351562
2024-11-08,184.80999755859375
2024-11-11,184.55999755859375
2024-11-12,182.63999938964844
2024-11-13,183.55999755859375
2024-11-14,178.39999389648438
2024-11-15,176.92999267578125
2024-11-18,177.52000427246094
2024-11-19,177.55999755859375
2024-11-20,177.97999572753906
2024-11-21,178.6999969482422
