Date,GE
2022-02-28,59.50434112548828
2022-03-01,57.52314758300781
2022-03-02,58.663265228271484
2022-03-03,57.59790802001953
2022-03-04,55.53572463989258
2022-03-07,53.193180084228516
2022-03-08,54.91893768310547
2022-03-09,56.85028839111328
2022-03-10,56.90013122558594
2022-03-11,57.49199676513672
2022-03-14,57.59790802001953
2022-03-15,57.535606384277344
2022-03-16,58.999698638916016
2022-03-17,59.51679992675781
2022-03-18,59.55418014526367
2022-03-21,59.074459075927734
2022-03-22,59.124298095703125
2022-03-23,58.376678466796875
2022-03-24,58.63834762573242
2022-03-25,58.576045989990234
2022-03-28,57.31755065917969
2022-03-29,58.96854782104492
2022-03-30,58.92493438720703
2022-03-31,57.00604248046875
2022-04-01,57.62282943725586
2022-04-04,57.33000946044922
2022-04-05,56.133819580078125
2022-04-06,56.015445709228516
2022-04-07,55.73508834838867
2022-04-08,55.9095344543457
2022-04-11,55.86592102050781
2022-04-12,56.07151794433594
2022-04-13,56.538780212402344
2022-04-14,56.588619232177734
2022-04-18,56.32072448730469
2022-04-19,57.2552490234375
2022-04-20,56.94374084472656
2022-04-21,57.143104553222656
2022-04-22,55.49211120605469
2022-04-25,55.99675369262695
2022-04-26,50.208927154541016
2022-04-27,48.72615051269531
2022-04-28,48.427101135253906
2022-04-29,46.44590759277344
2022-05-02,47.06892395019531
2022-05-03,48.383487701416016
2022-05-04,50.10924530029297
2022-05-05,48.962894439697266
2022-05-06,48.738609313964844
2022-05-09,45.46154022216797
2022-05-10,45.67336654663086
2022-05-11,45.13134002685547
2022-05-12,45.6546745300293
2022-05-13,46.757415771484375
2022-05-16,46.49574661254883
2022-05-17,47.598487854003906
2022-05-18,46.850868225097656
2022-05-19,47.18729782104492
2022-05-20,46.88201904296875
2022-05-23,47.01285171508789
2022-05-24,46.427215576171875
2022-05-25,46.433448791503906
2022-05-26,47.9785270690918
2022-05-27,49.068809509277344
2022-05-31,48.7759895324707
2022-06-01,48.296268463134766
2022-06-02,48.595314025878906
2022-06-03,47.953609466552734
2022-06-06,47.97229766845703
2022-06-07,48.595314025878906
2022-06-08,48.07197952270508
2022-06-09,46.589202880859375
2022-06-10,44.37749099731445
2022-06-13,42.19070053100586
2022-06-14,42.396297454833984
2022-06-15,43.05046463012695
2022-06-16,40.6767692565918
2022-06-17,41.11911392211914
2022-06-21,40.96335983276367
2022-06-22,40.20950698852539
2022-06-23,39.916690826416016
2022-06-24,41.791969299316406
2022-06-27,41.56145477294922
2022-06-28,41.044349670410156
2022-06-29,39.6799430847168
2022-06-30,39.667484283447266
2022-07-01,39.586490631103516
2022-07-05,38.64573669433594
2022-07-06,38.35914611816406
2022-07-07,39.25006103515625
2022-07-08,39.40581512451172
2022-07-11,38.57097244262695
2022-07-12,39.26252365112305
2022-07-13,38.63327407836914
2022-07-14,38.06010055541992
2022-07-15,39.162841796875
2022-07-18,39.67371368408203
2022-07-19,41.58014678955078
2022-07-20,42.29661560058594
2022-07-21,42.44614028930664
2022-07-22,42.4835205078125
2022-07-25,42.58943176269531
2022-07-26,44.551937103271484
2022-07-27,44.59554672241211
2022-07-28,45.56745147705078
2022-07-29,46.047176361083984
2022-08-01,47.22467803955078
2022-08-02,46.32753372192383
2022-08-03,46.56428146362305
2022-08-04,45.89765167236328
2022-08-05,46.32753372192383
2022-08-08,46.83840560913086
2022-08-09,46.68265151977539
2022-08-10,48.05952072143555
2022-08-11,49.156028747558594
2022-08-12,49.79773712158203
2022-08-15,49.72297668457031
2022-08-16,50.50797653198242
2022-08-17,49.791507720947266
2022-08-18,49.34916687011719
2022-08-19,48.42087173461914
2022-08-22,46.589202880859375
2022-08-23,47.411582946777344
2022-08-24,47.8103141784668
2022-08-25,48.68253707885742
2022-08-26,46.89447784423828
2022-08-29,47.38043212890625
2022-08-30,46.80725860595703
2022-08-31,45.754356384277344
2022-09-01,45.53007125854492
2022-09-02,45.1251106262207
2022-09-06,44.9568977355957
2022-09-07,45.84157943725586
2022-09-08,45.95995330810547
2022-09-09,46.12816619873047
2022-09-12,46.925628662109375
2022-09-13,44.13451385498047
2022-09-14,43.6298713684082
2022-09-15,42.932090759277344
2022-09-16,41.36208724975586
2022-09-19,41.77328109741211
2022-09-20,41.4866943359375
2022-09-21,40.63315963745117
2022-09-22,40.72038269042969
2022-09-23,40.215736389160156
2022-09-26,40.09113311767578
2022-09-27,40.165897369384766
2022-09-28,40.15966796875
2022-09-29,39.08184814453125
2022-09-30,38.57097244262695
2022-10-03,39.623870849609375
2022-10-04,42.07855987548828
2022-10-05,42.016258239746094
2022-10-06,41.25617599487305
2022-10-07,40.22196960449219
2022-10-10,40.48363494873047
2022-10-11,39.873077392578125
2022-10-12,40.334110260009766
2022-10-13,42.32776641845703
2022-10-14,42.09724807739258
2022-10-17,42.75764846801758
2022-10-18,44.04729080200195
2022-10-19,43.94137954711914
2022-10-20,43.592491149902344
2022-10-21,45.36808776855469
2022-10-24,45.70451736450195
2022-10-25,45.48023223876953
2022-10-26,47.01285171508789
2022-10-27,47.349281311035156
2022-10-28,48.80091094970703
2022-10-31,48.4769401550293
2022-11-01,48.72615051269531
2022-11-02,48.22150421142578
2022-11-03,48.832061767578125
2022-11-04,50.50797653198242
2022-11-07,51.996986389160156
2022-11-08,52.33341598510742
2022-11-09,51.80385208129883
2022-11-10,53.193180084228516
2022-11-11,53.772586822509766
2022-11-14,53.47353744506836
2022-11-15,54.28968811035156
2022-11-16,52.89413070678711
2022-11-17,53.19940948486328
2022-11-18,53.2554817199707
2022-11-21,53.51091766357422
2022-11-22,54.389373779296875
2022-11-23,54.74449157714844
2022-11-25,54.91270446777344
2022-11-28,53.24925231933594
2022-11-29,53.36762237548828
2022-11-30,53.560760498046875
2022-12-01,53.11841583251953
2022-12-02,54.12770462036133
2022-12-05,52.744606018066406
2022-12-06,53.13087844848633
2022-12-07,52.9564323425293
2022-12-08,52.102901458740234
2022-12-09,50.74472427368164
2022-12-12,51.84123229980469
2022-12-13,51.63563537597656
2022-12-14,50.75718307495117
2022-12-15,49.09996032714844
2022-12-16,48.37725830078125
2022-12-19,48.632694244384766
2022-12-20,50.04694366455078
2022-12-21,51.697940826416016
2022-12-22,50.944087982177734
2022-12-23,50.95655059814453
2022-12-27,51.6107177734375
2022-12-28,51.06869125366211
2022-12-29,52.17766189575195
2022-12-30,52.20258331298828
2023-01-03,52.943973541259766
2023-01-04,56.02553939819336
2023-01-05,56.895450592041016
2023-01-06,57.414207458496094
2023-01-09,57.99680709838867
2023-01-10,60.07182693481445
2023-01-11,62.00319290161133
2023-01-12,62.93695068359375
2023-01-13,64.00638580322266
2023-01-17,64.23783111572266
2023-01-18,63.26416778564453
2023-01-19,61.340782165527344
2023-01-20,61.99521255493164
2023-01-23,63.6632080078125
2023-01-24,64.40542602539062
2023-01-25,64.47725677490234
2023-01-26,64.75658416748047
2023-01-27,66.4245834350586
2023-01-30,64.5091781616211
2023-01-31,64.22985076904297
2023-02-01,65.69832611083984
2023-02-02,66.99121856689453
2023-02-03,65.4110107421875
2023-02-06,65.7222671508789
2023-02-07,65.53072357177734
2023-02-08,65.4110107421875
2023-02-09,64.47725677490234
2023-02-10,64.87629699707031
2023-02-13,65.98563385009766
2023-02-14,66.67198944091797
2023-02-15,67.65363311767578
2023-02-16,67.07901000976562
2023-02-17,66.27294158935547
2023-02-21,65.65043640136719
2023-02-22,66.39265441894531
2023-02-23,66.1931381225586
2023-02-24,66.67996978759766
2023-02-27,66.91141510009766
2023-02-28,67.60574340820312
2023-03-01,67.15084075927734
2023-03-02,68.41181182861328
2023-03-03,68.93854522705078
2023-03-06,69.48124694824219
2023-03-07,68.94652557373047
2023-03-08,69.41739654541016
2023-03-09,73.07262420654297
2023-03-10,72.62569427490234
2023-03-13,71.00558471679688
2023-03-14,72.7613754272461
2023-03-15,71.63607025146484
2023-03-16,73.39984130859375
2023-03-17,72.0590591430664
2023-03-20,71.76376342773438
2023-03-21,73.56743621826172
2023-03-22,71.50039672851562
2023-03-23,73.09656524658203
2023-03-24,72.92098999023438
2023-03-27,74.46927642822266
2023-03-28,74.3335952758789
2023-03-29,75.06784057617188
2023-03-30,75.05985260009766
2023-03-31,76.29689025878906
2023-04-03,77.35035705566406
2023-04-04,75.85794067382812
2023-04-05,75.21947479248047
2023-04-06,74.70072174072266
2023-04-10,75.30726623535156
2023-04-11,74.94812774658203
2023-04-12,75.09976196289062
2023-04-13,75.2593765258789
2023-04-14,76.16919708251953
2023-04-17,77.23064422607422
2023-04-18,78.58738708496094
2023-04-19,79.03431701660156
2023-04-20,79.6169204711914
2023-04-21,79.41739654541016
2023-04-24,79.92816925048828
2023-04-25,78.56344604492188
2023-04-26,76.78372192382812
2023-04-27,78.26017761230469
2023-04-28,78.98643493652344
2023-05-01,80.75019836425781
2023-05-02,81.01356506347656
2023-05-03,81.2210693359375
2023-05-04,79.26576232910156
2023-05-05,80.0
2023-05-08,80.5427017211914
2023-05-09,80.6065444946289
2023-05-10,79.44133758544922
2023-05-11,79.41739654541016
2023-05-12,78.85076141357422
2023-05-15,81.40463256835938
2023-05-16,80.71029663085938
2023-05-17,82.57781219482422
2023-05-18,83.00878143310547
2023-05-19,83.20829772949219
2023-05-22,83.43974304199219
2023-05-23,81.16520690917969
