Date,INCY
2022-02-28,68.30000305175781
2022-03-01,68.69999694824219
2022-03-02,69.58000183105469
2022-03-03,69.45999908447266
2022-03-04,70.05000305175781
2022-03-07,70.62000274658203
2022-03-08,71.1500015258789
2022-03-09,72.01000213623047
2022-03-10,73.47000122070312
2022-03-11,73.94000244140625
2022-03-14,72.19000244140625
2022-03-15,73.30999755859375
2022-03-16,74.5999984741211
2022-03-17,74.3499984741211
2022-03-18,75.19999694824219
2022-03-21,76.58000183105469
2022-03-22,78.05000305175781
2022-03-23,77.0999984741211
2022-03-24,78.19000244140625
2022-03-25,78.45999908447266
2022-03-28,78.94999694824219
2022-03-29,79.70999908447266
2022-03-30,79.66999816894531
2022-03-31,79.41999816894531
2022-04-01,79.94000244140625
2022-04-04,80.91000366210938
2022-04-05,80.69999694824219
2022-04-06,81.87000274658203
2022-04-07,82.18000030517578
2022-04-08,83.18000030517578
2022-04-11,80.94999694824219
2022-04-12,80.06999969482422
2022-04-13,81.98999786376953
2022-04-14,81.73999786376953
2022-04-18,80.33000183105469
2022-04-19,79.47000122070312
2022-04-20,78.70999908447266
2022-04-21,76.86000061035156
2022-04-22,76.58000183105469
2022-04-25,76.55999755859375
2022-04-26,74.1500015258789
2022-04-27,74.43000030517578
2022-04-28,75.4000015258789
2022-04-29,74.95999908447266
2022-05-02,76.05000305175781
2022-05-03,77.18000030517578
2022-05-04,80.72000122070312
2022-05-05,77.27999877929688
2022-05-06,75.19999694824219
2022-05-09,72.6500015258789
2022-05-10,76.13999938964844
2022-05-11,73.91000366210938
2022-05-12,75.51000213623047
2022-05-13,74.9000015258789
2022-05-16,74.51000213623047
2022-05-17,75.51000213623047
2022-05-18,73.38999938964844
2022-05-19,74.33999633789062
2022-05-20,74.87999725341797
2022-05-23,76.91000366210938
2022-05-24,75.11000061035156
2022-05-25,76.51000213623047
2022-05-26,76.0199966430664
2022-05-27,77.19000244140625
2022-05-31,75.88999938964844
2022-06-01,74.9800033569336
2022-06-02,74.62999725341797
2022-06-03,73.95999908447266
2022-06-06,73.88999938964844
2022-06-07,74.91000366210938
2022-06-08,74.98999786376953
2022-06-09,72.77999877929688
2022-06-10,70.4000015258789
2022-06-13,67.75
2022-06-14,66.18000030517578
2022-06-15,68.55000305175781
2022-06-16,68.04000091552734
2022-06-17,71.2699966430664
2022-06-21,73.13999938964844
2022-06-22,73.75
2022-06-23,74.77999877929688
2022-06-24,78.19000244140625
2022-06-27,77.36000061035156
2022-06-28,75.62999725341797
2022-06-29,75.88999938964844
2022-06-30,75.97000122070312
2022-07-01,77.66999816894531
2022-07-05,79.25
2022-07-06,79.72000122070312
2022-07-07,80.77999877929688
2022-07-08,80.4800033569336
2022-07-11,80.95999908447266
2022-07-12,80.41999816894531
2022-07-13,79.41000366210938
2022-07-14,79.62999725341797
2022-07-15,80.02999877929688
2022-07-18,78.86000061035156
2022-07-19,81.36000061035156
2022-07-20,82.48999786376953
2022-07-21,82.86000061035156
2022-07-22,80.9000015258789
2022-07-25,80.62000274658203
2022-07-26,79.83999633789062
2022-07-27,80.68000030517578
2022-07-28,78.81999969482422
2022-07-29,77.68000030517578
2022-08-01,77.4000015258789
2022-08-02,72.58000183105469
2022-08-03,72.54000091552734
2022-08-04,71.91000366210938
2022-08-05,72.16000366210938
2022-08-08,74.0
2022-08-09,73.7300033569336
2022-08-10,74.12999725341797
2022-08-11,73.76000213623047
2022-08-12,73.98999786376953
2022-08-15,75.27999877929688
2022-08-16,74.95999908447266
2022-08-17,73.86000061035156
2022-08-18,73.62000274658203
2022-08-19,74.54000091552734
2022-08-22,73.58999633789062
2022-08-23,72.98999786376953
2022-08-24,72.97000122070312
2022-08-25,72.68000030517578
2022-08-26,71.4800033569336
2022-08-29,70.51000213623047
2022-08-30,69.95999908447266
2022-08-31,70.43000030517578
2022-09-01,71.3499984741211
2022-09-02,70.20999908447266
2022-09-06,69.11000061035156
