Date,BMY
2022-02-28,68.66999816894531
2022-03-01,68.62999725341797
2022-03-02,68.8499984741211
2022-03-03,69.11000061035156
2022-03-04,69.36000061035156
2022-03-07,68.7699966430664
2022-03-08,67.73999786376953
2022-03-09,68.12999725341797
2022-03-10,68.41999816894531
2022-03-11,68.87000274658203
2022-03-14,69.23999786376953
2022-03-15,69.75
2022-03-16,69.66000366210938
2022-03-17,70.5199966430664
2022-03-18,71.0199966430664
2022-03-21,71.05000305175781
2022-03-22,70.81999969482422
2022-03-23,71.37999725341797
2022-03-24,72.41000366210938
2022-03-25,73.27999877929688
2022-03-28,73.11000061035156
2022-03-29,73.2300033569336
2022-03-30,73.72000122070312
2022-03-31,73.02999877929688
2022-04-01,73.81999969482422
2022-04-04,73.79000091552734
2022-04-05,74.43000030517578
2022-04-06,75.33999633789062
2022-04-07,77.26000213623047
2022-04-08,77.7699966430664
2022-04-11,76.5
2022-04-12,76.55000305175781
2022-04-13,76.87000274658203
2022-04-14,77.51000213623047
2022-04-18,76.75
2022-04-19,76.4000015258789
2022-04-20,77.27999877929688
2022-04-21,77.55999755859375
2022-04-22,75.75
2022-04-25,76.05000305175781
2022-04-26,75.58999633789062
2022-04-27,75.80999755859375
2022-04-28,77.19999694824219
2022-04-29,75.2699966430664
2022-05-02,75.08000183105469
2022-05-03,75.05000305175781
2022-05-04,76.30999755859375
2022-05-05,76.25
2022-05-06,76.66999816894531
2022-05-09,76.2699966430664
2022-05-10,76.29000091552734
2022-05-11,76.1500015258789
2022-05-12,76.30000305175781
2022-05-13,75.80000305175781
2022-05-16,76.91000366210938
2022-05-17,78.22000122070312
2022-05-18,77.0199966430664
2022-05-19,75.95999908447266
2022-05-20,76.19000244140625
2022-05-23,76.69999694824219
2022-05-24,77.12999725341797
2022-05-25,77.23999786376953
2022-05-26,77.58999633789062
2022-05-27,76.13999938964844
2022-05-31,75.44999694824219
2022-06-01,74.95999908447266
2022-06-02,75.06999969482422
2022-06-03,75.16999816894531
2022-06-06,75.25
2022-06-07,76.58999633789062
2022-06-08,76.18000030517578
2022-06-09,75.9800033569336
2022-06-10,75.08999633789062
2022-06-13,73.58000183105469
2022-06-14,72.87000274658203
2022-06-15,73.0199966430664
2022-06-16,72.62000274658203
2022-06-17,73.7699966430664
2022-06-21,76.47000122070312
2022-06-22,76.55000305175781
2022-06-23,77.69000244140625
2022-06-24,78.95999908447266
2022-06-27,79.9800033569336
2022-06-28,78.69999694824219
2022-06-29,78.27999877929688
2022-06-30,77.0
2022-07-01,76.83999633789062
2022-07-05,75.95999908447266
2022-07-06,76.22000122070312
2022-07-07,75.13999938964844
2022-07-08,75.37999725341797
2022-07-11,75.55999755859375
2022-07-12,75.01000213623047
2022-07-13,74.52999877929688
2022-07-14,74.01000213623047
2022-07-15,75.6500015258789
2022-07-18,73.73999786376953
2022-07-19,73.13999938964844
2022-07-20,72.81999969482422
2022-07-21,73.04000091552734
2022-07-22,72.94999694824219
2022-07-25,72.83999633789062
2022-07-26,73.62999725341797
2022-07-27,74.80999755859375
2022-07-28,74.69999694824219
2022-07-29,73.77999877929688
2022-08-01,73.62000274658203
2022-08-02,73.27999877929688
2022-08-03,72.98999786376953
2022-08-04,72.12000274658203
2022-08-05,72.12000274658203
2022-08-08,73.80000305175781
2022-08-09,74.95999908447266
2022-08-10,74.86000061035156
2022-08-11,74.45999908447266
2022-08-12,75.56999969482422
2022-08-15,74.52999877929688
2022-08-16,74.12999725341797
2022-08-17,74.55999755859375
2022-08-18,74.1500015258789
2022-08-19,75.33000183105469
2022-08-22,74.55000305175781
2022-08-23,72.7699966430664
2022-08-24,72.41999816894531
2022-08-25,71.5
2022-08-26,71.19000244140625
2022-08-29,66.75
2022-08-30,67.19999694824219
2022-08-31,67.41000366210938
2022-09-01,69.08999633789062
2022-09-02,68.61000061035156
2022-09-06,68.6500015258789
2022-09-07,68.76000213623047
