Date,MKC
2022-02-28,95.16999816894531
2022-03-01,96.25
2022-03-02,97.33000183105469
2022-03-03,99.55999755859375
2022-03-04,103.41000366210938
2022-03-07,104.05999755859375
2022-03-08,97.55000305175781
2022-03-09,98.30999755859375
2022-03-10,97.94000244140625
2022-03-11,96.5199966430664
2022-03-14,98.19999694824219
2022-03-15,98.27999877929688
2022-03-16,96.83000183105469
2022-03-17,96.88999938964844
2022-03-18,96.23999786376953
2022-03-21,96.72000122070312
2022-03-22,96.77999877929688
2022-03-23,96.13999938964844
2022-03-24,96.6500015258789
2022-03-25,97.91999816894531
2022-03-28,97.62000274658203
2022-03-29,96.9000015258789
2022-03-30,97.26000213623047
2022-03-31,99.80000305175781
2022-04-01,101.91999816894531
2022-04-04,101.3499984741211
2022-04-05,102.79000091552734
2022-04-06,102.5199966430664
2022-04-07,102.98999786376953
2022-04-08,102.12000274658203
2022-04-11,102.08999633789062
2022-04-12,102.04000091552734
2022-04-13,102.0
2022-04-14,101.56999969482422
2022-04-18,100.25
2022-04-19,101.52999877929688
2022-04-20,104.0
2022-04-21,104.27999877929688
2022-04-22,102.27999877929688
2022-04-25,102.37000274658203
2022-04-26,100.58999633789062
2022-04-27,101.94999694824219
2022-04-28,103.7300033569336
2022-04-29,100.56999969482422
2022-05-02,97.94000244140625
2022-05-03,97.7300033569336
2022-05-04,99.44999694824219
2022-05-05,96.44000244140625
2022-05-06,97.54000091552734
2022-05-09,98.5199966430664
2022-05-10,97.97000122070312
2022-05-11,98.13999938964844
2022-05-12,97.87000274658203
2022-05-13,100.2699966430664
2022-05-16,100.94000244140625
2022-05-17,101.01000213623047
2022-05-18,91.6500015258789
2022-05-19,89.44000244140625
2022-05-20,90.31999969482422
2022-05-23,91.62000274658203
2022-05-24,93.70999908447266
2022-05-25,93.41000366210938
2022-05-26,91.95999908447266
2022-05-27,92.94000244140625
2022-05-31,92.72000122070312
2022-06-01,90.72000122070312
2022-06-02,91.08000183105469
2022-06-03,89.8499984741211
2022-06-06,89.7300033569336
2022-06-07,89.6500015258789
2022-06-08,89.45999908447266
2022-06-09,87.36000061035156
2022-06-10,87.9800033569336
2022-06-13,86.7300033569336
2022-06-14,83.80000305175781
2022-06-15,83.7300033569336
2022-06-16,82.86000061035156
2022-06-17,82.54000091552734
2022-06-21,83.56999969482422
2022-06-22,83.44999694824219
2022-06-23,85.5
2022-06-24,87.83999633789062
2022-06-27,87.91000366210938
2022-06-28,86.83999633789062
2022-06-29,85.62999725341797
2022-06-30,83.25
2022-07-01,82.66999816894531
2022-07-05,84.0999984741211
2022-07-06,83.43000030517578
2022-07-07,82.68000030517578
2022-07-08,82.06999969482422
2022-07-11,82.33000183105469
2022-07-12,82.26000213623047
2022-07-13,83.12000274658203
2022-07-14,82.43000030517578
2022-07-15,81.73999786376953
2022-07-18,80.94999694824219
2022-07-19,81.95999908447266
2022-07-20,82.01000213623047
2022-07-21,83.0
2022-07-22,84.11000061035156
2022-07-25,84.56999969482422
2022-07-26,84.8499984741211
2022-07-27,85.4000015258789
2022-07-28,87.52999877929688
2022-07-29,87.3499984741211
2022-08-01,87.7300033569336
2022-08-02,88.37000274658203
2022-08-03,88.41000366210938
2022-08-04,88.29000091552734
2022-08-05,88.33000183105469
2022-08-08,89.18000030517578
2022-08-09,90.31999969482422
2022-08-10,89.80999755859375
2022-08-11,89.62999725341797
2022-08-12,90.66999816894531
2022-08-15,91.8499984741211
2022-08-16,92.47000122070312
2022-08-17,92.58000183105469
2022-08-18,92.06999969482422
2022-08-19,91.77999877929688
2022-08-22,90.33999633789062
2022-08-23,89.02999877929688
2022-08-24,88.81999969482422
2022-08-25,89.04000091552734
2022-08-26,86.5999984741211
2022-08-29,85.87000274658203
2022-08-30,84.7699966430664
2022-08-31,84.06999969482422
2022-09-01,84.79000091552734
2022-09-02,83.05000305175781
2022-09-06,82.19999694824219
2022-09-07,85.0
2022-09-08,79.30000305175781
2022-09-09,79.88999938964844
2022-09-12,81.41000366210938
2022-09-13,79.4800033569336
2022-09-14,79.41000366210938
2022-09-15,78.51000213623047
2022-09-16,79.13999938964844
2022-09-19,78.86000061035156
2022-09-20,77.36000061035156
2022-09-21,77.30000305175781
2022-09-22,76.66999816894531
2022-09-23,76.02999877929688
2022-09-26,75.36000061035156
2022-09-27,74.44999694824219
2022-09-28,75.04000091552734
2022-09-29,73.51000213623047
2022-09-30,71.2699966430664
2022-10-03,72.41000366210938
2022-10-04,74.43000030517578
2022-10-05,73.30999755859375
2022-10-06,72.43000030517578
2022-10-07,73.44000244140625
2022-10-10,75.86000061035156
2022-10-11,75.83999633789062
2022-10-12,74.4800033569336
