Date,DOC
2022-02-28,31.059999465942383
2022-03-01,30.75
2022-03-02,31.5
2022-03-03,32.209999084472656
2022-03-04,32.959999084472656
2022-03-07,32.15999984741211
2022-03-08,32.130001068115234
2022-03-09,32.22999954223633
2022-03-10,32.650001525878906
2022-03-11,32.40999984741211
2022-03-14,32.29999923706055
2022-03-15,32.650001525878906
2022-03-16,33.13999938964844
2022-03-17,33.2599983215332
2022-03-18,33.15999984741211
2022-03-21,33.18000030517578
2022-03-22,33.470001220703125
2022-03-23,33.33000183105469
2022-03-24,33.7599983215332
2022-03-25,34.27000045776367
2022-03-28,34.54999923706055
2022-03-29,35.290000915527344
2022-03-30,34.83000183105469
2022-03-31,34.33000183105469
2022-04-01,35.0099983215332
2022-04-04,35.25
2022-04-05,34.349998474121094
2022-04-06,35.36000061035156
2022-04-07,35.02000045776367
2022-04-08,35.220001220703125
2022-04-11,34.84000015258789
2022-04-12,35.08000183105469
2022-04-13,35.11000061035156
2022-04-14,35.029998779296875
2022-04-18,34.689998626708984
2022-04-19,34.869998931884766
2022-04-20,35.29999923706055
2022-04-21,35.400001525878906
2022-04-22,34.459999084472656
2022-04-25,34.279998779296875
2022-04-26,34.150001525878906
2022-04-27,33.77000045776367
2022-04-28,34.2400016784668
2022-04-29,32.810001373291016
2022-05-02,32.220001220703125
2022-05-03,33.040000915527344
2022-05-04,32.279998779296875
2022-05-05,31.479999542236328
2022-05-06,30.649999618530273
2022-05-09,30.020000457763672
2022-05-10,29.329999923706055
2022-05-11,29.579999923706055
2022-05-12,29.809999465942383
2022-05-13,30.079999923706055
2022-05-16,30.190000534057617
2022-05-17,30.889999389648438
2022-05-18,30.06999969482422
2022-05-19,29.280000686645508
2022-05-20,29.420000076293945
2022-05-23,29.43000030517578
2022-05-24,29.459999084472656
2022-05-25,29.5
2022-05-26,29.329999923706055
2022-05-27,30.079999923706055
2022-05-31,29.690000534057617
2022-06-01,29.329999923706055
2022-06-02,29.280000686645508
2022-06-03,28.690000534057617
2022-06-06,28.489999771118164
2022-06-07,28.75
2022-06-08,27.459999084472656
2022-06-09,25.959999084472656
2022-06-10,25.6299991607666
2022-06-13,24.040000915527344
2022-06-14,23.440000534057617
2022-06-15,24.3700008392334
2022-06-16,24.110000610351562
2022-06-17,24.219999313354492
2022-06-21,24.8799991607666
2022-06-22,25.18000030517578
2022-06-23,25.309999465942383
2022-06-24,26.100000381469727
2022-06-27,26.020000457763672
2022-06-28,25.469999313354492
2022-06-29,25.84000015258789
2022-06-30,25.90999984741211
2022-07-01,26.579999923706055
2022-07-05,26.350000381469727
2022-07-06,26.520000457763672
2022-07-07,26.399999618530273
2022-07-08,26.219999313354492
2022-07-11,26.290000915527344
2022-07-12,26.3799991607666
2022-07-13,25.959999084472656
2022-07-14,25.829999923706055
2022-07-15,26.219999313354492
2022-07-18,26.0
2022-07-19,26.450000762939453
2022-07-20,26.31999969482422
2022-07-21,26.65999984741211
2022-07-22,26.799999237060547
2022-07-25,26.739999771118164
2022-07-26,26.75
2022-07-27,26.899999618530273
2022-07-28,27.489999771118164
2022-07-29,27.6299991607666
2022-08-01,27.549999237060547
2022-08-02,27.299999237060547
2022-08-03,26.940000534057617
2022-08-04,26.8799991607666
2022-08-05,26.510000228881836
2022-08-08,27.219999313354492
2022-08-09,27.579999923706055
2022-08-10,28.18000030517578
2022-08-11,27.790000915527344
2022-08-12,28.3700008392334
2022-08-15,28.219999313354492
2022-08-16,28.25
2022-08-17,28.1299991607666
2022-08-18,28.110000610351562
2022-08-19,27.81999969482422
2022-08-22,27.809999465942383
2022-08-23,26.93000030517578
2022-08-24,27.09000015258789
2022-08-25,27.40999984741211
2022-08-26,26.829999923706055
2022-08-29,26.719999313354492
2022-08-30,26.290000915527344
2022-08-31,26.25
2022-09-01,26.290000915527344
2022-09-02,25.860000610351562
2022-09-06,26.170000076293945
2022-09-07,26.790000915527344
2022-09-08,26.65999984741211
2022-09-09,27.360000610351562
2022-09-12,27.540000915527344
2022-09-13,26.790000915527344
2022-09-14,26.420000076293945
2022-09-15,25.700000762939453
2022-09-16,25.719999313354492
2022-09-19,25.40999984741211
2022-09-20,24.65999984741211
2022-09-21,24.440000534057617
2022-09-22,24.549999237060547
2022-09-23,24.280000686645508
2022-09-26,23.440000534057617
2022-09-27,22.799999237060547
2022-09-28,23.34000015258789
2022-09-29,22.579999923706055
2022-09-30,22.920000076293945
2022-10-03,23.760000228881836
2022-10-04,23.8799991607666
2022-10-05,23.290000915527344
2022-10-06,22.59000015258789
2022-10-07,21.899999618530273
2022-10-10,21.610000610351562
2022-10-11,22.200000762939453
2022-10-12,22.15999984741211
2022-10-13,22.729999542236328
2022-10-14,22.270000457763672
2022-10-17,22.850000381469727
2022-10-18,23.15999984741211
2022-10-19,22.559999465942383
2022-10-20,22.450000762939453
2022-10-21,22.440000534057617
2022-10-24,22.229999542236328
2022-10-25,23.040000915527344
2022-10-26,23.0
2022-10-27,23.06999969482422
2022-10-28,23.770000457763672
2022-10-31,23.729999542236328
2022-11-01,23.799999237060547
2022-11-02,23.649999618530273
2022-11-03,23.989999771118164
2022-11-04,24.010000228881836
2022-11-07,24.200000762939453
2022-11-08,24.170000076293945
2022-11-09,23.899999618530273
2022-11-10,25.350000381469727
2022-11-11,25.420000076293945
2022-11-14,24.760000228881836
2022-11-15,25.200000762939453
2022-11-16,24.56999969482422
2022-11-17,24.399999618530273
2022-11-18,24.649999618530273
2022-11-21,25.190000534057617
2022-11-22,25.399999618530273
2022-11-23,25.260000228881836
2022-11-25,25.459999084472656
2022-11-28,24.81999969482422
2022-11-29,25.639999389648438
2022-11-30,26.260000228881836
2022-12-01,26.149999618530273
2022-12-02,26.18000030517578
2022-12-05,26.030000686645508
2022-12-06,25.809999465942383
2022-12-07,25.350000381469727
2022-12-08,25.520000457763672
2022-12-09,25.350000381469727
2022-12-12,25.299999237060547
2022-12-13,25.6299991607666
2022-12-14,25.489999771118164
2022-12-15,25.5
2022-12-16,25.149999618530273
2022-12-19,24.899999618530273
2022-12-20,24.739999771118164
2022-12-21,25.030000686645508
2022-12-22,24.93000030517578
2022-12-23,25.170000076293945
2022-12-27,25.309999465942383
2022-12-28,24.709999084472656
2022-12-29,25.200000762939453
2022-12-30,25.06999969482422
2023-01-03,25.440000534057617
2023-01-04,26.389999389648438
2023-01-05,25.959999084472656
2023-01-06,26.739999771118164
2023-01-09,26.270000457763672
2023-01-10,26.149999618530273
2023-01-11,27.079999923706055
2023-01-12,27.31999969482422
2023-01-13,27.049999237060547
2023-01-17,27.020000457763672
2023-01-18,26.739999771118164
2023-01-19,26.610000610351562
2023-01-20,26.850000381469727
2023-01-23,27.309999465942383
2023-01-24,27.200000762939453
2023-01-25,27.079999923706055
2023-01-26,27.290000915527344
2023-01-27,27.530000686645508
2023-01-30,27.139999389648438
2023-01-31,27.479999542236328
2023-02-01,27.420000076293945
2023-02-02,28.239999771118164
2023-02-03,27.6299991607666
2023-02-06,27.420000076293945
2023-02-07,27.229999542236328
2023-02-08,26.719999313354492
2023-02-09,26.309999465942383
2023-02-10,26.65999984741211
2023-02-13,26.489999771118164
2023-02-14,25.940000534057617
2023-02-15,26.049999237060547
2023-02-16,25.959999084472656
2023-02-17,26.1299991607666
2023-02-21,25.600000381469727
2023-02-22,25.09000015258789
2023-02-23,25.049999237060547
2023-02-24,24.549999237060547
2023-02-27,24.329999923706055
2023-02-28,24.059999465942383
2023-03-01,23.639999389648438
2023-03-02,23.799999237060547
2023-03-03,24.280000686645508
2023-03-06,24.190000534057617
2023-03-07,23.329999923706055
2023-03-08,23.510000228881836
2023-03-09,22.950000762939453
2023-03-10,21.420000076293945
2023-03-13,21.469999313354492
2023-03-14,21.559999465942383
2023-03-15,21.530000686645508
2023-03-16,21.389999389648438
2023-03-17,20.739999771118164
2023-03-20,21.0
2023-03-21,20.899999618530273
2023-03-22,20.229999542236328
2023-03-23,20.299999237060547
2023-03-24,20.90999984741211
2023-03-27,20.809999465942383
2023-03-28,20.8799991607666
2023-03-29,21.360000610351562
2023-03-30,21.690000534057617
2023-03-31,21.969999313354492
2023-04-03,21.719999313354492
2023-04-04,21.68000030517578
2023-04-05,21.479999542236328
2023-04-06,21.440000534057617
2023-04-10,21.68000030517578
2023-04-11,21.989999771118164
2023-04-12,21.530000686645508
2023-04-13,21.459999084472656
2023-04-14,21.010000228881836
2023-04-17,21.5
2023-04-18,21.209999084472656
2023-04-19,21.3700008392334
2023-04-20,21.059999465942383
2023-04-21,21.1299991607666
2023-04-24,21.200000762939453
2023-04-25,21.110000610351562
2023-04-26,20.770000457763672
2023-04-27,21.209999084472656
2023-04-28,21.969999313354492
2023-05-01,21.639999389648438
