Date,MMC
2022-02-28,155.41000366210938
2022-03-01,153.74000549316406
2022-03-02,155.5399932861328
2022-03-03,155.83999633789062
2022-03-04,156.49000549316406
2022-03-07,151.80999755859375
2022-03-08,147.92999267578125
2022-03-09,152.32000732421875
2022-03-10,151.49000549316406
2022-03-11,149.58999633789062
2022-03-14,150.0399932861328
2022-03-15,155.3000030517578
2022-03-16,158.0
2022-03-17,160.7899932861328
2022-03-18,162.3300018310547
2022-03-21,161.85000610351562
2022-03-22,162.8000030517578
2022-03-23,162.5500030517578
2022-03-24,164.1699981689453
2022-03-25,166.11000061035156
2022-03-28,169.22000122070312
2022-03-29,171.4499969482422
2022-03-30,171.83999633789062
2022-03-31,170.4199981689453
2022-04-01,171.67999267578125
2022-04-04,171.10000610351562
2022-04-05,169.94000244140625
2022-04-06,171.67999267578125
2022-04-07,173.22999572753906
2022-04-08,172.57000732421875
2022-04-11,170.74000549316406
2022-04-12,168.63999938964844
2022-04-13,169.88999938964844
2022-04-14,169.75999450683594
2022-04-18,170.4499969482422
2022-04-19,172.05999755859375
2022-04-20,174.41000366210938
2022-04-21,178.6999969482422
2022-04-22,170.8300018310547
2022-04-25,171.6999969482422
2022-04-26,168.3800048828125
2022-04-27,168.4199981689453
2022-04-28,171.7100067138672
2022-04-29,161.6999969482422
2022-05-02,157.92999267578125
2022-05-03,159.3800048828125
2022-05-04,163.44000244140625
2022-05-05,161.1999969482422
2022-05-06,161.77000427246094
2022-05-09,157.0500030517578
2022-05-10,157.9600067138672
2022-05-11,156.30999755859375
2022-05-12,155.97000122070312
2022-05-13,159.9499969482422
2022-05-16,159.02999877929688
2022-05-17,159.3300018310547
2022-05-18,152.4499969482422
2022-05-19,151.8699951171875
2022-05-20,149.85000610351562
2022-05-23,152.32000732421875
2022-05-24,153.60000610351562
2022-05-25,152.49000549316406
2022-05-26,157.08999633789062
2022-05-27,161.19000244140625
2022-05-31,159.9499969482422
2022-06-01,156.41000366210938
2022-06-02,160.08999633789062
2022-06-03,157.25999450683594
2022-06-06,157.97999572753906
2022-06-07,158.64999389648438
2022-06-08,156.33999633789062
2022-06-09,153.0
2022-06-10,150.0399932861328
2022-06-13,147.30999755859375
2022-06-14,147.25999450683594
2022-06-15,148.38999938964844
2022-06-16,144.33999633789062
2022-06-17,144.44000244140625
2022-06-21,148.89999389648438
2022-06-22,150.49000549316406
2022-06-23,154.5800018310547
2022-06-24,158.8300018310547
2022-06-27,158.92999267578125
2022-06-28,154.7100067138672
2022-06-29,155.02999877929688
2022-06-30,155.25
2022-07-01,156.4499969482422
2022-07-05,156.1999969482422
2022-07-06,157.6199951171875
2022-07-07,156.49000549316406
2022-07-08,155.58999633789062
2022-07-11,155.3800048828125
2022-07-12,153.13999938964844
2022-07-13,151.58999633789062
2022-07-14,149.02999877929688
2022-07-15,150.97999572753906
2022-07-18,148.35000610351562
2022-07-19,153.27999877929688
2022-07-20,153.4499969482422
2022-07-21,158.1199951171875
2022-07-22,156.83999633789062
2022-07-25,156.82000732421875
2022-07-26,155.80999755859375
2022-07-27,158.11000061035156
2022-07-28,161.77000427246094
2022-07-29,163.9600067138672
2022-08-01,161.9600067138672
2022-08-02,161.85000610351562
2022-08-03,165.38999938964844
2022-08-04,165.30999755859375
2022-08-05,165.60000610351562
2022-08-08,166.97000122070312
2022-08-09,167.05999755859375
2022-08-10,169.67999267578125
2022-08-11,170.22999572753906
2022-08-12,172.72000122070312
2022-08-15,173.16000366210938
2022-08-16,172.92999267578125
2022-08-17,172.8300018310547
2022-08-18,173.11000061035156
2022-08-19,171.77999877929688
2022-08-22,168.30999755859375
2022-08-23,166.88999938964844
2022-08-24,168.27000427246094
2022-08-25,170.3699951171875
2022-08-26,165.9600067138672
2022-08-29,164.35000610351562
2022-08-30,162.5399932861328
2022-08-31,161.3699951171875
2022-09-01,162.57000732421875
2022-09-02,160.27000427246094
2022-09-06,161.57000732421875
2022-09-07,165.55999755859375
2022-09-08,166.27000427246094
2022-09-09,166.75999450683594
2022-09-12,167.38999938964844
2022-09-13,160.49000549316406
2022-09-14,158.80999755859375
2022-09-15,156.88999938964844
2022-09-16,156.33999633789062
2022-09-19,157.22000122070312
2022-09-20,155.47000122070312
2022-09-21,153.60000610351562
2022-09-22,151.2100067138672
2022-09-23,151.3800048828125
2022-09-26,149.19000244140625
2022-09-27,149.17999267578125
2022-09-28,150.9499969482422
2022-09-29,150.64999389648438
2022-09-30,149.2899932861328
2022-10-03,154.8800048828125
2022-10-04,158.7100067138672
2022-10-05,159.22999572753906
2022-10-06,157.32000732421875
2022-10-07,152.19000244140625
2022-10-10,153.99000549316406
2022-10-11,152.36000061035156
2022-10-12,151.99000549316406
2022-10-13,155.99000549316406
2022-10-14,151.89999389648438
2022-10-17,155.8800048828125
2022-10-18,157.49000549316406
2022-10-19,156.97000122070312
2022-10-20,154.55999755859375
2022-10-21,154.92999267578125
2022-10-24,156.4499969482422
2022-10-25,153.11000061035156
2022-10-26,154.44000244140625
2022-10-27,155.22999572753906
2022-10-28,163.74000549316406
2022-10-31,161.49000549316406
2022-11-01,162.24000549316406
2022-11-02,159.05999755859375
2022-11-03,159.02999877929688
2022-11-04,160.3699951171875
2022-11-07,163.00999450683594
2022-11-08,161.72999572753906
2022-11-09,159.30999755859375
2022-11-10,168.38999938964844
2022-11-11,166.60000610351562
2022-11-14,165.2899932861328
2022-11-15,163.6199951171875
2022-11-16,165.50999450683594
2022-11-17,165.64999389648438
2022-11-18,167.5
2022-11-21,169.8699951171875
2022-11-22,170.82000732421875
2022-11-23,170.49000549316406
2022-11-25,171.82000732421875
2022-11-28,168.3800048828125
2022-11-29,168.67999267578125
2022-11-30,173.17999267578125
2022-12-01,173.02999877929688
2022-12-02,173.91000366210938
2022-12-05,171.6699981689453
2022-12-06,171.9499969482422
2022-12-07,171.24000549316406
2022-12-08,172.1999969482422
2022-12-09,171.05999755859375
2022-12-12,173.02999877929688
2022-12-13,173.4600067138672
2022-12-14,172.3699951171875
2022-12-15,168.10000610351562
2022-12-16,165.19000244140625
2022-12-19,163.72999572753906
2022-12-20,164.85000610351562
2022-12-21,167.58999633789062
2022-12-22,165.6999969482422
2022-12-23,165.58999633789062
2022-12-27,166.44000244140625
2022-12-28,164.60000610351562
2022-12-29,166.77999877929688
2022-12-30,165.47999572753906
2023-01-03,165.97999572753906
2023-01-04,169.2100067138672
2023-01-05,166.13999938964844
2023-01-06,170.9600067138672
2023-01-09,170.38999938964844
2023-01-10,170.38999938964844
2023-01-11,173.91000366210938
2023-01-12,174.16000366210938
2023-01-13,173.3800048828125
2023-01-17,172.00999450683594
2023-01-18,168.80999755859375
2023-01-19,169.60000610351562
2023-01-20,173.1199951171875
2023-01-23,173.50999450683594
2023-01-24,173.49000549316406
2023-01-25,173.27999877929688
2023-01-26,175.66000366210938
2023-01-27,172.1300048828125
2023-01-30,171.92999267578125
2023-01-31,174.91000366210938
2023-02-01,175.4600067138672
2023-02-02,175.32000732421875
2023-02-03,171.8800048828125
2023-02-06,172.25
2023-02-07,173.80999755859375
2023-02-08,173.39999389648438
2023-02-09,171.41000366210938
2023-02-10,172.0500030517578
2023-02-13,174.0
2023-02-14,167.0
2023-02-15,168.07000732421875
2023-02-16,166.50999450683594
2023-02-17,166.44000244140625
2023-02-21,163.92999267578125
2023-02-22,164.05999755859375
2023-02-23,163.8800048828125
2023-02-24,162.0399932861328
2023-02-27,162.22999572753906
2023-02-28,162.13999938964844
2023-03-01,162.00999450683594
2023-03-02,161.88999938964844
2023-03-03,163.6699981689453
2023-03-06,165.25999450683594
2023-03-07,162.25999450683594
2023-03-08,162.25
2023-03-09,158.8300018310547
2023-03-10,157.1999969482422
2023-03-13,155.25999450683594
2023-03-14,157.25999450683594
2023-03-15,154.0800018310547
2023-03-16,158.69000244140625
2023-03-17,155.8000030517578
2023-03-20,158.2100067138672
2023-03-21,160.4199981689453
2023-03-22,157.91000366210938
2023-03-23,158.64999389648438
2023-03-24,160.52999877929688
2023-03-27,161.35000610351562
2023-03-28,162.3000030517578
2023-03-29,164.47999572753906
2023-03-30,164.8800048828125
2023-03-31,166.5500030517578
2023-04-03,168.6300048828125
2023-04-04,167.72000122070312
2023-04-05,168.1999969482422
2023-04-06,169.3800048828125
2023-04-10,168.1300048828125
2023-04-11,169.1999969482422
2023-04-12,170.0800018310547
2023-04-13,172.39999389648438
2023-04-14,173.17999267578125
2023-04-17,174.1699981689453
2023-04-18,174.88999938964844
2023-04-19,173.55999755859375
2023-04-20,179.6999969482422
2023-04-21,179.97000122070312
2023-04-24,179.27000427246094
2023-04-25,177.8000030517578
2023-04-26,176.27000427246094
2023-04-27,179.4499969482422
2023-04-28,180.19000244140625
2023-05-01,181.50999450683594
2023-05-02,179.5
2023-05-03,177.8800048828125
2023-05-04,177.32000732421875
2023-05-05,179.36000061035156
2023-05-08,180.1999969482422
2023-05-09,179.3800048828125
2023-05-10,180.52000427246094
2023-05-11,180.3699951171875
2023-05-12,181.22000122070312
2023-05-15,181.58999633789062
2023-05-16,180.0800018310547
2023-05-17,178.10000610351562
2023-05-18,179.3699951171875
2023-05-19,180.5399932861328
2023-05-22,179.72000122070312
2023-05-23,174.39999389648438
2023-05-24,173.0500030517578
2023-05-25,173.22000122070312
2023-05-26,173.22999572753906
2023-05-30,174.32000732421875
2023-05-31,173.17999267578125
2023-06-01,174.4199981689453
2023-06-02,176.39999389648438
2023-06-05,177.16000366210938
2023-06-06,176.4600067138672
2023-06-07,174.88999938964844
2023-06-08,176.30999755859375
2023-06-09,178.25
2023-06-12,178.61000061035156
2023-06-13,177.3699951171875
2023-06-14,178.10000610351562
2023-06-15,180.52999877929688
2023-06-16,181.14999389648438
2023-06-20,181.0500030517578
2023-06-21,181.17999267578125
2023-06-22,182.6199951171875
2023-06-23,183.72999572753906
2023-06-26,182.97999572753906
2023-06-27,183.57000732421875
2023-06-28,183.3300018310547
2023-06-29,185.92999267578125
2023-06-30,188.0800018310547
2023-07-03,185.4199981689453
2023-07-05,186.02999877929688
2023-07-06,185.6699981689453
2023-07-07,183.99000549316406
2023-07-10,184.91000366210938
2023-07-11,186.89999389648438
2023-07-12,186.64999389648438
2023-07-13,186.55999755859375
2023-07-14,186.72000122070312
2023-07-17,188.3800048828125
2023-07-18,188.1199951171875
2023-07-19,187.36000061035156
2023-07-20,189.1999969482422
2023-07-21,191.42999267578125
2023-07-24,192.47000122070312
2023-07-25,193.39999389648438
2023-07-26,192.0
2023-07-27,189.50999450683594
2023-07-28,188.86000061035156
2023-07-31,188.4199981689453
2023-08-01,189.6999969482422
2023-08-02,191.0
2023-08-03,191.0399932861328
2023-08-04,189.58999633789062
2023-08-07,192.0500030517578
2023-08-08,189.41000366210938
2023-08-09,190.72999572753906
2023-08-10,190.7899932861328
2023-08-11,191.85000610351562
2023-08-14,192.1999969482422
2023-08-15,190.13999938964844
2023-08-16,190.25
2023-08-17,188.74000549316406
2023-08-18,188.83999633789062
2023-08-21,189.19000244140625
2023-08-22,189.52000427246094
2023-08-23,192.0800018310547
2023-08-24,191.7899932861328
2023-08-25,194.2100067138672
2023-08-28,194.77000427246094
2023-08-29,196.61000061035156
2023-08-30,196.14999389648438
2023-08-31,194.99000549316406
2023-09-01,195.77000427246094
2023-09-05,192.9600067138672
2023-09-06,193.92999267578125
2023-09-07,195.6999969482422
2023-09-08,194.75999450683594
2023-09-11,195.69000244140625
2023-09-12,196.83999633789062
2023-09-13,196.77999877929688
2023-09-14,198.5500030517578
2023-09-15,196.19000244140625
2023-09-18,197.72999572753906
2023-09-19,198.14999389648438
2023-09-20,197.47000122070312
2023-09-21,195.2100067138672
2023-09-22,195.50999450683594
2023-09-25,195.39999389648438
2023-09-26,193.5
2023-09-27,192.97999572753906
2023-09-28,193.39999389648438
2023-09-29,190.3000030517578
2023-10-02,188.77000427246094
2023-10-03,188.72999572753906
2023-10-04,191.1199951171875
2023-10-05,191.9199981689453
2023-10-06,193.35000610351562
2023-10-09,193.0800018310547
2023-10-10,192.6199951171875
2023-10-11,192.89999389648438
2023-10-12,190.92999267578125
2023-10-13,190.94000244140625
2023-10-16,192.5
2023-10-17,190.89999389648438
2023-10-18,189.64999389648438
2023-10-19,191.0
2023-10-20,187.6699981689453
2023-10-23,186.4199981689453
2023-10-24,188.97999572753906
2023-10-25,188.8800048828125
2023-10-26,187.1199951171875
2023-10-27,184.89999389648438
2023-10-30,188.27000427246094
2023-10-31,189.64999389648438
2023-11-01,190.0500030517578
2023-11-02,193.4499969482422
2023-11-03,193.92999267578125
2023-11-06,194.60000610351562
2023-11-07,194.6300048828125
2023-11-08,196.7100067138672
2023-11-09,197.88999938964844
2023-11-10,200.4499969482422
2023-11-13,200.1699981689453
2023-11-14,198.08999633789062
2023-11-15,195.47999572753906
2023-11-16,198.32000732421875
2023-11-17,197.86000061035156
2023-11-20,198.6699981689453
2023-11-21,199.0500030517578
2023-11-22,200.1699981689453
2023-11-24,200.92999267578125
2023-11-27,200.24000549316406
2023-11-28,197.25999450683594
2023-11-29,196.3300018310547
2023-11-30,199.4199981689453
2023-12-01,197.39999389648438
2023-12-04,197.35000610351562
2023-12-05,196.35000610351562
2023-12-06,195.42999267578125
2023-12-07,195.4499969482422
2023-12-08,195.6699981689453
2023-12-11,198.64999389648438
2023-12-12,201.14999389648438
2023-12-13,201.86000061035156
2023-12-14,191.27000427246094
2023-12-15,187.1199951171875
2023-12-18,189.75999450683594
2023-12-19,187.75999450683594
2023-12-20,185.38999938964844
2023-12-21,186.82000732421875
2023-12-22,187.89999389648438
2023-12-26,187.5
2023-12-27,188.50999450683594
2023-12-28,188.7899932861328
2023-12-29,189.47000122070312
2024-01-02,190.1699981689453
2024-01-03,191.32000732421875
2024-01-04,191.49000549316406
2024-01-05,190.83999633789062
2024-01-08,191.60000610351562
2024-01-09,191.08999633789062
2024-01-10,192.44000244140625
2024-01-11,192.86000061035156
2024-01-12,195.94000244140625
2024-01-16,195.64999389648438
2024-01-17,196.33999633789062
2024-01-18,198.47999572753906
2024-01-19,199.10000610351562
2024-01-22,198.44000244140625
2024-01-23,199.1199951171875
2024-01-24,198.69000244140625
2024-01-25,191.08999633789062
2024-01-26,192.99000549316406
2024-01-29,190.99000549316406
2024-01-30,193.02999877929688
2024-01-31,193.83999633789062
2024-02-01,193.74000549316406
2024-02-02,193.36000061035156
2024-02-05,192.24000549316406
2024-02-06,194.5
2024-02-07,195.72999572753906
2024-02-08,196.8000030517578
2024-02-09,197.91000366210938
2024-02-12,196.19000244140625
2024-02-13,196.47000122070312
2024-02-14,197.72000122070312
2024-02-15,200.99000549316406
2024-02-16,200.3000030517578
2024-02-20,200.88999938964844
2024-02-21,199.8300018310547
2024-02-22,204.25999450683594
2024-02-23,203.64999389648438
2024-02-26,203.5
2024-02-27,203.22999572753906
2024-02-28,206.0800018310547
2024-02-29,202.27000427246094
2024-03-01,202.0
2024-03-04,201.8800048828125
2024-03-05,201.89999389648438
2024-03-06,203.63999938964844
2024-03-07,204.2899932861328
2024-03-08,205.14999389648438
2024-03-11,205.9600067138672
2024-03-12,207.35000610351562
2024-03-13,207.89999389648438
2024-03-14,207.74000549316406
2024-03-15,206.33999633789062
2024-03-18,206.89999389648438
2024-03-19,206.67999267578125
2024-03-20,206.4499969482422
2024-03-21,205.42999267578125
2024-03-22,204.4199981689453
2024-03-25,203.0800018310547
2024-03-26,203.3699951171875
2024-03-27,205.61000061035156
2024-03-28,205.97999572753906
2024-04-01,203.88999938964844
2024-04-02,203.0800018310547
2024-04-03,203.5
2024-04-04,200.75
2024-04-05,205.5800018310547
2024-04-08,204.27999877929688
2024-04-09,204.3300018310547
2024-04-10,201.17999267578125
2024-04-11,199.19000244140625
2024-04-12,198.07000732421875
2024-04-15,197.32000732421875
2024-04-16,196.2899932861328
2024-04-17,197.6199951171875
2024-04-18,201.72999572753906
2024-04-19,202.41000366210938
2024-04-22,201.42999267578125
2024-04-23,201.7100067138672
2024-04-24,200.9499969482422
2024-04-25,201.47000122070312
2024-04-26,197.9499969482422
2024-04-29,198.47999572753906
2024-04-30,199.42999267578125
2024-05-01,199.77000427246094
2024-05-02,199.36000061035156
2024-05-03,199.27000427246094
2024-05-06,201.52000427246094
2024-05-07,203.7100067138672
2024-05-08,203.58999633789062
2024-05-09,204.83999633789062
2024-05-10,205.5500030517578
2024-05-13,205.5500030517578
2024-05-14,205.07000732421875
2024-05-15,206.3300018310547
2024-05-16,209.13999938964844
2024-05-17,209.97000122070312
2024-05-20,209.16000366210938
2024-05-21,209.92999267578125
2024-05-22,210.82000732421875
2024-05-23,207.99000549316406
