Date,CAT
2022-02-28,187.5800018310547
2022-03-01,182.8300018310547
2022-03-02,192.61000061035156
2022-03-03,194.85000610351562
2022-03-04,195.66000366210938
2022-03-07,196.6999969482422
2022-03-08,210.0
2022-03-09,209.77999877929688
2022-03-10,211.7899932861328
2022-03-11,214.8300018310547
2022-03-14,215.44000244140625
2022-03-15,216.4600067138672
2022-03-16,216.0800018310547
2022-03-17,221.6999969482422
2022-03-18,220.91000366210938
2022-03-21,223.7100067138672
2022-03-22,222.7100067138672
2022-03-23,222.1699981689453
2022-03-24,222.2100067138672
2022-03-25,223.36000061035156
2022-03-28,221.85000610351562
2022-03-29,221.0399932861328
2022-03-30,223.0800018310547
2022-03-31,222.82000732421875
2022-04-01,219.77000427246094
2022-04-04,220.80999755859375
2022-04-05,216.02000427246094
2022-04-06,216.2100067138672
2022-04-07,215.89999389648438
2022-04-08,217.02999877929688
2022-04-11,216.0500030517578
2022-04-12,216.6999969482422
2022-04-13,218.27000427246094
2022-04-14,227.80999755859375
2022-04-18,229.9199981689453
2022-04-19,232.16000366210938
2022-04-20,235.0800018310547
2022-04-21,232.57000732421875
2022-04-22,216.3000030517578
2022-04-25,216.6999969482422
2022-04-26,210.3000030517578
2022-04-27,213.9600067138672
2022-04-28,212.44000244140625
2022-04-29,210.5399932861328
2022-05-02,212.07000732421875
2022-05-03,213.6199951171875
2022-05-04,222.58999633789062
2022-05-05,215.92999267578125
2022-05-06,214.64999389648438
2022-05-09,206.2899932861328
2022-05-10,202.99000549316406
2022-05-11,205.2100067138672
2022-05-12,203.02999877929688
2022-05-13,204.3300018310547
2022-05-16,207.19000244140625
2022-05-17,213.08999633789062
2022-05-18,207.94000244140625
2022-05-19,206.75999450683594
2022-05-20,197.82000732421875
2022-05-23,204.14999389648438
2022-05-24,205.64999389648438
2022-05-25,209.30999755859375
2022-05-26,212.99000549316406
2022-05-27,217.13999938964844
2022-05-31,215.85000610351562
2022-06-01,217.57000732421875
2022-06-02,220.0
2022-06-03,222.89999389648438
2022-06-06,223.6300048828125
2022-06-07,227.10000610351562
2022-06-08,229.8000030517578
2022-06-09,223.6699981689453
2022-06-10,215.17999267578125
2022-06-13,206.8800048828125
2022-06-14,206.69000244140625
2022-06-15,206.0
2022-06-16,194.7899932861328
2022-06-17,192.63999938964844
2022-06-21,196.3699951171875
2022-06-22,187.8300018310547
2022-06-23,178.6699981689453
2022-06-24,185.49000549316406
2022-06-27,187.58999633789062
2022-06-28,187.44000244140625
2022-06-29,183.47999572753906
2022-06-30,178.75999450683594
2022-07-01,178.2899932861328
2022-07-05,173.75999450683594
2022-07-06,172.30999755859375
2022-07-07,180.27999877929688
2022-07-08,179.10000610351562
2022-07-11,175.02000427246094
2022-07-12,174.49000549316406
2022-07-13,173.8699951171875
2022-07-14,169.94000244140625
2022-07-15,173.3800048828125
2022-07-18,173.49000549316406
2022-07-19,179.49000549316406
2022-07-20,179.97000122070312
2022-07-21,180.99000549316406
2022-07-22,178.6199951171875
2022-07-25,181.80999755859375
2022-07-26,181.22999572753906
2022-07-27,185.25
2022-07-28,187.83999633789062
2022-07-29,198.25
2022-08-01,194.86000061035156
2022-08-02,183.50999450683594
2022-08-03,182.8699951171875
2022-08-04,183.63999938964844
2022-08-05,185.38999938964844
2022-08-08,185.80999755859375
2022-08-09,186.02999877929688
2022-08-10,190.72000122070312
2022-08-11,194.0
2022-08-12,196.83999633789062
2022-08-15,195.9499969482422
2022-08-16,197.52000427246094
2022-08-17,195.92999267578125
2022-08-18,197.35000610351562
2022-08-19,195.60000610351562
2022-08-22,191.75999450683594
2022-08-23,197.2100067138672
2022-08-24,194.16000366210938
2022-08-25,198.8800048828125
2022-08-26,191.9199981689453
2022-08-29,191.77999877929688
2022-08-30,186.94000244140625
2022-08-31,184.7100067138672
2022-09-01,182.44000244140625
2022-09-02,180.8300018310547
2022-09-06,180.66000366210938
2022-09-07,180.86000061035156
2022-09-08,183.14999389648438
2022-09-09,189.49000549316406
2022-09-12,192.39999389648438
2022-09-13,184.30999755859375
2022-09-14,184.64999389648438
2022-09-15,182.49000549316406
2022-09-16,179.47000122070312
2022-09-19,182.11000061035156
2022-09-20,177.99000549316406
2022-09-21,171.9499969482422
2022-09-22,170.5500030517578
2022-09-23,164.24000549316406
2022-09-26,162.6199951171875
2022-09-27,162.44000244140625
2022-09-28,167.75999450683594
2022-09-29,165.89999389648438
2022-09-30,164.0800018310547
2022-10-03,171.22999572753906
2022-10-04,179.6300048828125
2022-10-05,178.3800048828125
2022-10-06,178.80999755859375
2022-10-07,177.5500030517578
2022-10-10,178.6699981689453
2022-10-11,179.75
2022-10-12,179.5
2022-10-13,183.13999938964844
2022-10-14,178.19000244140625
2022-10-17,180.8000030517578
2022-10-18,183.5500030517578
2022-10-19,184.41000366210938
2022-10-20,180.5399932861328
2022-10-21,190.22000122070312
2022-10-24,191.3000030517578
2022-10-25,194.83999633789062
2022-10-26,196.9600067138672
2022-10-27,212.13999938964844
2022-10-28,219.33999633789062
2022-10-31,216.4600067138672
2022-11-01,218.5
2022-11-02,214.5399932861328
2022-11-03,219.25999450683594
2022-11-04,227.85000610351562
2022-11-07,228.61000061035156
2022-11-08,229.80999755859375
2022-11-09,225.5399932861328
2022-11-10,232.4499969482422
2022-11-11,236.49000549316406
2022-11-14,236.5
2022-11-15,234.58999633789062
2022-11-16,232.4199981689453
2022-11-17,230.44000244140625
2022-11-18,231.42999267578125
2022-11-21,232.1699981689453
2022-11-22,237.25999450683594
2022-11-23,236.9199981689453
2022-11-25,235.6999969482422
2022-11-28,232.3000030517578
2022-11-29,235.1199951171875
2022-11-30,236.41000366210938
2022-12-01,235.69000244140625
2022-12-02,236.1300048828125
2022-12-05,232.57000732421875
2022-12-06,228.2899932861328
2022-12-07,228.97999572753906
2022-12-08,230.9199981689453
2022-12-09,227.2899932861328
2022-12-12,233.05999755859375
2022-12-13,235.49000549316406
2022-12-14,234.47999572753906
2022-12-15,230.66000366210938
2022-12-16,232.72000122070312
2022-12-19,232.2899932861328
2022-12-20,235.13999938964844
2022-12-21,241.72999572753906
2022-12-22,237.5399932861328
2022-12-23,239.8699951171875
2022-12-27,243.13999938964844
2022-12-28,239.3800048828125
2022-12-29,240.1999969482422
2022-12-30,239.55999755859375
2023-01-03,238.8800048828125
2023-01-04,241.36000061035156
2023-01-05,240.27999877929688
2023-01-06,248.86000061035156
2023-01-09,246.6199951171875
2023-01-10,250.50999450683594
2023-01-11,250.72999572753906
2023-01-12,255.07000732421875
2023-01-13,258.4599914550781
2023-01-17,256.260009765625
2023-01-18,252.82000732421875
2023-01-19,245.75
2023-01-20,249.7100067138672
2023-01-23,252.6999969482422
2023-01-24,257.6099853515625
2023-01-25,258.44000244140625
2023-01-26,262.1199951171875
2023-01-27,264.5400085449219
2023-01-30,261.5
2023-01-31,252.2899932861328
2023-02-01,249.5399932861328
2023-02-02,244.89999389648438
2023-02-03,247.75999450683594
2023-02-06,251.4199981689453
2023-02-07,249.66000366210938
2023-02-08,248.8699951171875
2023-02-09,246.27999877929688
2023-02-10,247.6699981689453
2023-02-13,248.14999389648438
2023-02-14,244.36000061035156
2023-02-15,248.6999969482422
2023-02-16,246.52000427246094
2023-02-17,247.7899932861328
2023-02-21,240.7100067138672
2023-02-22,237.88999938964844
2023-02-23,237.9499969482422
2023-02-24,236.1699981689453
2023-02-27,239.97999572753906
2023-02-28,239.5500030517578
2023-03-01,248.6699981689453
2023-03-02,252.17999267578125
2023-03-03,255.30999755859375
2023-03-06,253.97999572753906
2023-03-07,246.13999938964844
2023-03-08,248.72000122070312
2023-03-09,240.9600067138672
2023-03-10,227.00999450683594
2023-03-13,224.6999969482422
2023-03-14,225.6699981689453
2023-03-15,217.25999450683594
2023-03-16,218.7100067138672
2023-03-17,215.00999450683594
2023-03-20,220.30999755859375
2023-03-21,224.9199981689453
2023-03-22,219.9499969482422
2023-03-23,219.44000244140625
2023-03-24,217.00999450683594
2023-03-27,218.0
2023-03-28,220.16000366210938
2023-03-29,223.0
2023-03-30,224.5399932861328
2023-03-31,228.83999633789062
2023-04-03,229.8699951171875
2023-04-04,217.4499969482422
2023-04-05,213.52999877929688
2023-04-06,209.1699981689453
2023-04-10,215.52999877929688
2023-04-11,220.60000610351562
2023-04-12,220.5
2023-04-13,221.6699981689453
2023-04-14,223.67999267578125
2023-04-17,225.24000549316406
2023-04-18,225.1999969482422
2023-04-19,224.64999389648438
2023-04-20,222.27000427246094
2023-04-21,220.27000427246094
2023-04-24,223.42999267578125
2023-04-25,218.6300048828125
2023-04-26,216.19000244140625
2023-04-27,214.3300018310547
2023-04-28,218.8000030517578
2023-05-01,217.27000427246094
2023-05-02,215.14999389648438
2023-05-03,215.63999938964844
2023-05-04,210.3800048828125
2023-05-05,215.08999633789062
2023-05-08,214.7899932861328
2023-05-09,213.49000549316406
2023-05-10,213.1699981689453
2023-05-11,210.02999877929688
2023-05-12,209.5399932861328
2023-05-15,211.2899932861328
2023-05-16,207.1999969482422
2023-05-17,212.10000610351562
2023-05-18,214.72000122070312
2023-05-19,214.77999877929688
2023-05-22,214.25999450683594
2023-05-23,212.7100067138672
2023-05-24,209.6999969482422
2023-05-25,209.97999572753906
2023-05-26,211.8000030517578
2023-05-30,209.89999389648438
2023-05-31,205.75
2023-06-01,209.07000732421875
2023-06-02,226.6300048828125
2023-06-05,222.47000122070312
2023-06-06,226.67999267578125
2023-06-07,235.5500030517578
2023-06-08,234.4499969482422
2023-06-09,235.02999877929688
2023-06-12,237.89999389648438
2023-06-13,245.44000244140625
2023-06-14,243.32000732421875
2023-06-15,247.6699981689453
2023-06-16,245.27000427246094
2023-06-20,241.14999389648438
2023-06-21,241.47999572753906
2023-06-22,237.33999633789062
2023-06-23,234.44000244140625
2023-06-26,236.9499969482422
2023-06-27,240.69000244140625
2023-06-28,241.8699951171875
2023-06-29,244.24000549316406
2023-06-30,246.0500030517578
2023-07-03,247.3300018310547
2023-07-05,244.8300018310547
2023-07-06,240.5800018310547
2023-07-07,245.17999267578125
2023-07-10,248.80999755859375
2023-07-11,252.85000610351562
2023-07-12,253.60000610351562
2023-07-13,255.86000061035156
2023-07-14,255.6199951171875
2023-07-17,257.4599914550781
2023-07-18,263.80999755859375
2023-07-19,262.75
2023-07-20,261.0899963378906
2023-07-21,257.6499938964844
2023-07-24,259.3699951171875
2023-07-25,262.05999755859375
2023-07-26,258.32000732421875
2023-07-27,258.29998779296875
2023-07-28,260.42999267578125
2023-07-31,265.1700134277344
2023-08-01,288.6499938964844
2023-08-02,287.57000732421875
2023-08-03,281.45001220703125
2023-08-04,276.44000244140625
2023-08-07,281.6499938964844
2023-08-08,282.8900146484375
2023-08-09,284.5299987792969
2023-08-10,283.82000732421875
2023-08-11,285.2200012207031
2023-08-14,284.5400085449219
2023-08-15,277.3699951171875
2023-08-16,274.510009765625
2023-08-17,275.1700134277344
2023-08-18,273.79998779296875
2023-08-21,272.75
2023-08-22,270.20001220703125
2023-08-23,273.0299987792969
2023-08-24,269.29998779296875
2023-08-25,272.55999755859375
2023-08-28,274.7900085449219
2023-08-29,280.0299987792969
2023-08-30,282.3299865722656
2023-08-31,281.1300048828125
2023-09-01,286.25
2023-09-05,281.6300048828125
2023-09-06,282.8999938964844
2023-09-07,281.42999267578125
2023-09-08,282.2799987792969
2023-09-11,282.04998779296875
2023-09-12,281.80999755859375
2023-09-13,275.9200134277344
2023-09-14,282.55999755859375
2023-09-15,279.1499938964844
2023-09-18,280.94000244140625
2023-09-19,279.6700134277344
2023-09-20,278.6099853515625
2023-09-21,272.0299987792969
2023-09-22,273.05999755859375
2023-09-25,274.2699890136719
2023-09-26,269.5199890136719
2023-09-27,272.7099914550781
2023-09-28,276.239990234375
2023-09-29,273.0
2023-10-02,271.7200012207031
2023-10-03,268.9700012207031
2023-10-04,265.0299987792969
2023-10-05,260.79998779296875
2023-10-06,266.0400085449219
2023-10-09,271.29998779296875
2023-10-10,273.2099914550781
2023-10-11,272.8299865722656
2023-10-12,269.6099853515625
2023-10-13,267.94000244140625
2023-10-16,270.7900085449219
2023-10-17,272.6499938964844
2023-10-18,259.2200012207031
2023-10-19,252.88999938964844
2023-10-20,249.1999969482422
2023-10-23,247.32000732421875
2023-10-24,249.5500030517578
2023-10-25,244.94000244140625
2023-10-26,242.42999267578125
2023-10-27,238.55999755859375
2023-10-30,242.16000366210938
2023-10-31,226.0500030517578
2023-11-01,231.8300018310547
2023-11-02,239.1199951171875
2023-11-03,240.75
2023-11-06,238.27999877929688
2023-11-07,234.9199981689453
2023-11-08,234.82000732421875
2023-11-09,234.14999389648438
2023-11-10,239.67999267578125
2023-11-13,241.6699981689453
2023-11-14,247.86000061035156
2023-11-15,251.08999633789062
2023-11-16,248.2100067138672
2023-11-17,253.07000732421875
2023-11-20,250.4499969482422
2023-11-21,249.41000366210938
2023-11-22,246.00999450683594
2023-11-24,247.36000061035156
2023-11-27,247.38999938964844
2023-11-28,247.5
2023-11-29,249.4499969482422
2023-11-30,250.72000122070312
2023-12-01,256.760009765625
2023-12-04,254.75
2023-12-05,255.19000244140625
2023-12-06,255.97000122070312
2023-12-07,257.4100036621094
2023-12-08,259.5
2023-12-11,260.9200134277344
2023-12-12,261.42999267578125
2023-12-13,267.9700012207031
2023-12-14,285.1700134277344
2023-12-15,285.739990234375
2023-12-18,285.7099914550781
2023-12-19,292.9599914550781
2023-12-20,289.7099914550781
2023-12-21,290.07000732421875
2023-12-22,290.3599853515625
2023-12-26,295.6300048828125
2023-12-27,298.1199951171875
2023-12-28,296.8800048828125
2023-12-29,295.6700134277344
2024-01-02,292.7099914550781
2024-01-03,284.29998779296875
2024-01-04,286.1000061035156
2024-01-05,288.92999267578125
2024-01-08,292.25
2024-01-09,292.2900085449219
2024-01-10,293.3500061035156
2024-01-11,292.05999755859375
2024-01-12,290.4100036621094
2024-01-16,287.2300109863281
2024-01-17,278.6300048828125
2024-01-18,281.8999938964844
2024-01-19,285.2799987792969
2024-01-22,288.6700134277344
2024-01-23,288.8299865722656
2024-01-24,290.67999267578125
2024-01-25,300.7699890136719
2024-01-26,299.42999267578125
2024-01-29,303.25
2024-01-30,304.760009765625
2024-01-31,300.30999755859375
2024-02-01,307.69000244140625
2024-02-02,315.0899963378906
2024-02-05,321.3999938964844
2024-02-06,322.7200012207031
2024-02-07,323.5899963378906
2024-02-08,322.0
2024-02-09,317.1600036621094
2024-02-12,321.6300048828125
2024-02-13,312.8399963378906
2024-02-14,316.7099914550781
2024-02-15,323.07000732421875
2024-02-16,321.9100036621094
2024-02-20,313.739990234375
2024-02-21,317.1400146484375
2024-02-22,322.0899963378906
2024-02-23,323.8800048828125
2024-02-26,325.3800048828125
2024-02-27,327.6300048828125
2024-02-28,329.55999755859375
2024-02-29,333.9599914550781
2024-03-01,336.70001220703125
2024-03-04,338.6499938964844
2024-03-05,333.5299987792969
2024-03-06,335.6300048828125
2024-03-07,340.2200012207031
2024-03-08,339.19000244140625
2024-03-11,334.9700012207031
2024-03-12,337.239990234375
2024-03-13,341.5199890136719
2024-03-14,341.9200134277344
2024-03-15,346.9700012207031
2024-03-18,351.8999938964844
2024-03-19,353.8999938964844
2024-03-20,356.45001220703125
2024-03-21,364.55999755859375
2024-03-22,358.1099853515625
2024-03-25,355.95001220703125
2024-03-26,356.3900146484375
2024-03-27,364.6499938964844
2024-03-28,366.42999267578125
2024-04-01,363.739990234375
2024-04-02,364.8299865722656
2024-04-03,375.7900085449219
2024-04-04,369.7900085449219
2024-04-05,379.29998779296875
2024-04-08,373.4700012207031
2024-04-09,371.8999938964844
2024-04-10,372.07000732421875
2024-04-11,371.9800109863281
2024-04-12,365.6300048828125
2024-04-15,363.9100036621094
2024-04-16,359.8800048828125
2024-04-17,358.32000732421875
2024-04-18,357.92999267578125
2024-04-19,354.6600036621094
2024-04-22,357.6099853515625
2024-04-23,363.25
2024-04-24,363.5199890136719
2024-04-25,338.0
2024-04-26,343.3800048828125
2024-04-29,349.79998779296875
2024-04-30,334.57000732421875
2024-05-01,331.07000732421875
2024-05-02,335.44000244140625
2024-05-03,336.75
2024-05-06,342.1000061035156
2024-05-07,345.0
2024-05-08,344.5
2024-05-09,351.7799987792969
2024-05-10,354.7900085449219
2024-05-13,356.67999267578125
2024-05-14,358.17999267578125
2024-05-15,360.0400085449219
2024-05-16,350.7200012207031
2024-05-17,356.2699890136719
2024-05-20,362.75
2024-05-21,359.07000732421875
2024-05-22,355.94000244140625
2024-05-23,350.70001220703125
2024-05-24,348.8999938964844
2024-05-28,346.4700012207031
2024-05-29,338.1099853515625
2024-05-30,339.25
2024-05-31,338.5199890136719
2024-06-03,331.3599853515625
2024-06-04,327.57000732421875
2024-06-05,329.45001220703125
2024-06-06,328.2900085449219
2024-06-07,328.94000244140625
2024-06-10,329.6099853515625
2024-06-11,327.30999755859375
2024-06-12,328.7300109863281
2024-06-13,326.3599853515625
2024-06-14,321.4700012207031
2024-06-17,322.3999938964844
2024-06-18,325.1400146484375
2024-06-20,329.1300048828125
2024-06-21,327.8399963378906
2024-06-24,330.0
2024-06-25,327.3999938964844
2024-06-26,326.7300109863281
2024-06-27,327.4599914550781
2024-06-28,333.1000061035156
2024-07-01,329.0799865722656
2024-07-02,327.760009765625
2024-07-03,330.6099853515625
2024-07-05,328.3500061035156
2024-07-08,329.05999755859375
2024-07-09,326.05999755859375
2024-07-10,328.4800109863281
2024-07-11,331.1300048828125
2024-07-12,335.5899963378906
2024-07-15,345.7699890136719
2024-07-16,360.5799865722656
2024-07-17,357.79998779296875
2024-07-18,356.0299987792969
2024-07-19,347.6300048828125
2024-07-22,347.8699951171875
2024-07-23,344.1700134277344
2024-07-24,336.0400085449219
2024-07-25,344.29998779296875
2024-07-26,350.4800109863281
2024-07-29,344.5299987792969
2024-07-30,341.7200012207031
2024-07-31,346.20001220703125
2024-08-01,331.5199890136719
2024-08-02,320.8699951171875
2024-08-05,316.79998779296875
2024-08-06,326.44000244140625
2024-08-07,325.79998779296875
2024-08-08,336.1600036621094
2024-08-09,338.260009765625
2024-08-12,336.0299987792969
2024-08-13,338.79998779296875
2024-08-14,337.5899963378906
2024-08-15,345.6400146484375
2024-08-16,343.4800109863281
2024-08-19,344.6499938964844
2024-08-20,343.29998779296875
2024-08-21,342.9700012207031
2024-08-22,342.3599853515625
2024-08-23,348.4100036621094
2024-08-26,351.1600036621094
2024-08-27,351.1199951171875
2024-08-28,348.20001220703125
2024-08-29,351.6400146484375
2024-08-30,356.1000061035156
2024-09-03,340.239990234375
2024-09-04,336.75
2024-09-05,333.55999755859375
2024-09-06,329.3599853515625
2024-09-09,334.0400085449219
2024-09-10,334.1600036621094
2024-09-11,335.0
2024-09-12,339.5799865722656
2024-09-13,345.30999755859375
2024-09-16,347.9599914550781
2024-09-17,353.69000244140625
2024-09-18,355.1199951171875
2024-09-19,373.30999755859375
2024-09-20,368.82000732421875
2024-09-23,371.1700134277344
2024-09-24,385.92999267578125
2024-09-25,378.25
2024-09-26,390.9599914550781
2024-09-27,391.0799865722656
2024-09-30,391.1199951171875
2024-10-01,392.3900146484375
2024-10-02,394.04998779296875
2024-10-03,391.0899963378906
2024-10-04,397.0899963378906
2024-10-07,398.25
2024-10-08,387.9599914550781
2024-10-09,396.19000244140625
2024-10-10,396.6400146484375
2024-10-11,402.0199890136719
2024-10-14,393.95001220703125
2024-10-15,387.989990234375
2024-10-16,393.6199951171875
2024-10-17,394.489990234375
2024-10-18,393.8599853515625
2024-10-21,390.4800109863281
2024-10-22,388.4599914550781
2024-10-23,385.7300109863281
2024-10-24,387.05999755859375
2024-10-25,385.9700012207031
2024-10-28,390.6099853515625
2024-10-29,387.510009765625
2024-10-30,379.239990234375
2024-10-31,376.20001220703125
2024-11-01,379.6300048828125
2024-11-04,376.5199890136719
2024-11-05,383.3699951171875
2024-11-06,416.8800048828125
2024-11-07,408.2099914550781
2024-11-08,393.3699951171875
2024-11-11,396.5400085449219
2024-11-12,393.010009765625
2024-11-13,387.07000732421875
2024-11-14,387.3599853515625
2024-11-15,384.07000732421875
2024-11-18,384.4599914550781
2024-11-19,382.3299865722656
2024-11-20,381.5
2024-11-21,389.5899963378906
