Date,CBOE
2022-02-28,117.29000091552734
2022-03-01,117.19999694824219
2022-03-02,118.63999938964844
2022-03-03,117.33999633789062
2022-03-04,120.5199966430664
2022-03-07,116.41999816894531
2022-03-08,113.69000244140625
2022-03-09,115.08000183105469
2022-03-10,114.12000274658203
2022-03-11,114.0
2022-03-14,113.72000122070312
2022-03-15,114.33000183105469
2022-03-16,115.2300033569336
2022-03-17,117.63999938964844
2022-03-18,116.80000305175781
2022-03-21,116.0199966430664
2022-03-22,119.45999908447266
2022-03-23,115.29000091552734
2022-03-24,113.69999694824219
2022-03-25,114.7300033569336
2022-03-28,112.94000244140625
2022-03-29,114.77999877929688
2022-03-30,114.69000244140625
2022-03-31,114.41999816894531
2022-04-01,116.8499984741211
2022-04-04,112.91999816894531
2022-04-05,113.18000030517578
2022-04-06,114.91999816894531
2022-04-07,117.94000244140625
2022-04-08,116.3499984741211
2022-04-11,116.75
2022-04-12,117.76000213623047
2022-04-13,119.55000305175781
2022-04-14,117.33000183105469
2022-04-18,116.33999633789062
2022-04-19,117.77999877929688
2022-04-20,118.20999908447266
2022-04-21,115.0
2022-04-22,114.11000061035156
2022-04-25,115.2699966430664
2022-04-26,111.55999755859375
2022-04-27,115.45999908447266
2022-04-28,115.2699966430664
2022-04-29,112.9800033569336
2022-05-02,111.95999908447266
2022-05-03,112.3499984741211
2022-05-04,114.69999694824219
2022-05-05,111.29000091552734
2022-05-06,111.25
2022-05-09,107.19000244140625
2022-05-10,108.23999786376953
2022-05-11,108.5199966430664
2022-05-12,107.05999755859375
2022-05-13,109.37999725341797
2022-05-16,109.27999877929688
2022-05-17,108.45999908447266
2022-05-18,104.83999633789062
2022-05-19,105.55999755859375
2022-05-20,106.94000244140625
2022-05-23,107.63999938964844
2022-05-24,106.94999694824219
2022-05-25,107.72000122070312
2022-05-26,109.4000015258789
2022-05-27,111.8499984741211
2022-05-31,112.30999755859375
2022-06-01,112.41999816894531
2022-06-02,115.54000091552734
2022-06-03,114.0
2022-06-06,114.9000015258789
2022-06-07,113.63999938964844
2022-06-08,113.48999786376953
2022-06-09,113.62000274658203
2022-06-10,109.7699966430664
2022-06-13,108.5199966430664
2022-06-14,107.5199966430664
2022-06-15,109.72000122070312
2022-06-16,108.87000274658203
2022-06-17,109.1500015258789
2022-06-21,109.69000244140625
2022-06-22,109.37999725341797
2022-06-23,112.3499984741211
2022-06-24,114.94000244140625
2022-06-27,114.52999877929688
2022-06-28,114.06999969482422
2022-06-29,113.9000015258789
2022-06-30,113.19000244140625
2022-07-01,114.68000030517578
2022-07-05,117.44000244140625
2022-07-06,117.7300033569336
2022-07-07,119.19000244140625
2022-07-08,118.51000213623047
2022-07-11,121.27999877929688
2022-07-12,120.12000274658203
2022-07-13,118.11000061035156
2022-07-14,117.93000030517578
2022-07-15,118.9800033569336
2022-07-18,118.18000030517578
2022-07-19,121.86000061035156
2022-07-20,121.77999877929688
2022-07-21,124.0
2022-07-22,123.7300033569336
2022-07-25,124.75
2022-07-26,125.08000183105469
2022-07-27,125.1500015258789
2022-07-28,125.66999816894531
2022-07-29,123.37999725341797
2022-08-01,116.52999877929688
2022-08-02,117.63999938964844
2022-08-03,117.8499984741211
2022-08-04,119.08999633789062
2022-08-05,120.4800033569336
2022-08-08,118.80999755859375
2022-08-09,118.75
2022-08-10,118.45999908447266
2022-08-11,117.5
2022-08-12,119.63999938964844
2022-08-15,119.3499984741211
2022-08-16,119.91999816894531
2022-08-17,123.55999755859375
2022-08-18,126.31999969482422
2022-08-19,123.77999877929688
2022-08-22,123.43000030517578
2022-08-23,121.95999908447266
2022-08-24,122.48999786376953
2022-08-25,123.29000091552734
2022-08-26,120.3499984741211
2022-08-29,120.33000183105469
2022-08-30,117.77999877929688
2022-08-31,117.97000122070312
2022-09-01,121.2300033569336
2022-09-02,119.80999755859375
2022-09-06,121.48999786376953
2022-09-07,123.69000244140625
2022-09-08,124.11000061035156
2022-09-09,123.97000122070312
2022-09-12,123.7300033569336
2022-09-13,120.93000030517578
2022-09-14,121.41999816894531
2022-09-15,119.13999938964844
2022-09-16,120.55000305175781
2022-09-19,120.63999938964844
2022-09-20,119.44000244140625
2022-09-21,118.06999969482422
2022-09-22,117.62000274658203
2022-09-23,116.12999725341797
2022-09-26,116.41000366210938
2022-09-27,116.97000122070312
2022-09-28,118.36000061035156
2022-09-29,117.7300033569336
2022-09-30,117.37000274658203
2022-10-03,118.12999725341797
2022-10-04,119.97000122070312
2022-10-05,119.7699966430664
2022-10-06,121.68000030517578
2022-10-07,118.94000244140625
2022-10-10,118.70999908447266
2022-10-11,118.05999755859375
2022-10-12,118.13999938964844
2022-10-13,120.06999969482422
2022-10-14,116.11000061035156
2022-10-17,120.1500015258789
2022-10-18,121.98999786376953
2022-10-19,119.75
2022-10-20,118.9800033569336
2022-10-21,119.87000274658203
2022-10-24,122.08999633789062
2022-10-25,124.41000366210938
2022-10-26,123.95999908447266
2022-10-27,123.94999694824219
2022-10-28,125.44999694824219
2022-10-31,124.5
2022-11-01,127.36000061035156
2022-11-02,126.0999984741211
2022-11-03,124.9000015258789
2022-11-04,128.3000030517578
2022-11-07,127.31999969482422
2022-11-08,125.76000213623047
2022-11-09,123.26000213623047
2022-11-10,120.95999908447266
2022-11-11,115.0999984741211
2022-11-14,118.62000274658203
2022-11-15,122.62999725341797
2022-11-16,122.51000213623047
2022-11-17,123.70999908447266
2022-11-18,121.51000213623047
2022-11-21,124.02999877929688
2022-11-22,125.36000061035156
2022-11-23,124.83999633789062
2022-11-25,125.8499984741211
2022-11-28,124.66999816894531
2022-11-29,123.25
2022-11-30,126.83999633789062
2022-12-01,126.81999969482422
2022-12-02,128.3300018310547
2022-12-05,127.23999786376953
2022-12-06,128.38999938964844
2022-12-07,128.5
2022-12-08,126.81999969482422
2022-12-09,124.38999938964844
2022-12-12,125.69000244140625
2022-12-13,122.97000122070312
2022-12-14,121.68000030517578
2022-12-15,124.13999938964844
2022-12-16,124.0199966430664
2022-12-19,123.26000213623047
2022-12-20,123.18000030517578
2022-12-21,126.19000244140625
2022-12-22,124.26000213623047
2022-12-23,126.18000030517578
2022-12-27,126.37000274658203
2022-12-28,126.12000274658203
2022-12-29,127.18000030517578
2022-12-30,125.47000122070312
2023-01-03,126.33000183105469
2023-01-04,124.47000122070312
2023-01-05,123.7699966430664
2023-01-06,123.48999786376953
2023-01-09,122.18000030517578
2023-01-10,122.48999786376953
2023-01-11,123.43000030517578
2023-01-12,123.7699966430664
2023-01-13,124.48999786376953
2023-01-17,123.62000274658203
2023-01-18,122.58000183105469
2023-01-19,122.29000091552734
2023-01-20,122.30000305175781
2023-01-23,123.02999877929688
2023-01-24,121.56999969482422
2023-01-25,122.38999938964844
2023-01-26,123.33000183105469
2023-01-27,122.0999984741211
2023-01-30,122.6500015258789
2023-01-31,122.87999725341797
2023-02-01,123.05000305175781
2023-02-02,120.81999969482422
2023-02-03,124.26000213623047
2023-02-06,126.25
2023-02-07,127.38999938964844
2023-02-08,126.87999725341797
2023-02-09,125.63999938964844
2023-02-10,126.19999694824219
2023-02-13,128.5800018310547
2023-02-14,126.55000305175781
2023-02-15,128.5399932861328
2023-02-16,126.7300033569336
2023-02-17,129.08999633789062
2023-02-21,128.4600067138672
2023-02-22,128.27000427246094
2023-02-23,128.72999572753906
2023-02-24,129.69000244140625
2023-02-27,127.58000183105469
2023-02-28,126.16999816894531
2023-03-01,126.70999908447266
2023-03-02,126.18000030517578
2023-03-03,126.41000366210938
2023-03-06,125.31999969482422
2023-03-07,123.48999786376953
2023-03-08,123.2300033569336
2023-03-09,121.16999816894531
2023-03-10,118.6500015258789
2023-03-13,122.26000213623047
2023-03-14,124.61000061035156
2023-03-15,122.25
2023-03-16,123.9800033569336
2023-03-17,125.55000305175781
2023-03-20,125.6500015258789
2023-03-21,128.3800048828125
2023-03-22,127.05999755859375
2023-03-23,127.18000030517578
2023-03-24,129.27999877929688
2023-03-27,131.4600067138672
2023-03-28,131.77000427246094
2023-03-29,132.69000244140625
2023-03-30,132.30999755859375
2023-03-31,134.24000549316406
2023-04-03,134.55999755859375
2023-04-04,135.24000549316406
2023-04-05,135.6199951171875
2023-04-06,136.02000427246094
2023-04-10,133.19000244140625
2023-04-11,133.9600067138672
2023-04-12,134.52000427246094
2023-04-13,135.1699981689453
2023-04-14,136.75999450683594
2023-04-17,137.5500030517578
2023-04-18,137.1999969482422
2023-04-19,137.97999572753906
2023-04-20,138.72000122070312
2023-04-21,139.50999450683594
2023-04-24,139.72000122070312
2023-04-25,139.10000610351562
2023-04-26,137.66000366210938
2023-04-27,138.1999969482422
2023-04-28,139.6999969482422
2023-05-01,138.32000732421875
2023-05-02,138.72999572753906
2023-05-03,138.30999755859375
2023-05-04,137.07000732421875
2023-05-05,136.5800018310547
2023-05-08,136.47000122070312
2023-05-09,136.05999755859375
2023-05-10,138.4499969482422
2023-05-11,139.0399932861328
2023-05-12,138.77999877929688
2023-05-15,139.02000427246094
2023-05-16,138.02999877929688
2023-05-17,136.57000732421875
2023-05-18,137.25
2023-05-19,138.97000122070312
2023-05-22,139.27999877929688
2023-05-23,135.5500030517578
2023-05-24,135.52999877929688
2023-05-25,133.85000610351562
2023-05-26,133.77000427246094
2023-05-30,132.30999755859375
2023-05-31,132.4199981689453
2023-06-01,133.60000610351562
2023-06-02,135.17999267578125
2023-06-05,135.05999755859375
2023-06-06,131.72000122070312
2023-06-07,133.02999877929688
2023-06-08,135.63999938964844
2023-06-09,138.42999267578125
2023-06-12,135.47000122070312
2023-06-13,135.77000427246094
2023-06-14,138.80999755859375
2023-06-15,138.0800018310547
2023-06-16,137.36000061035156
2023-06-20,136.8800048828125
2023-06-21,136.50999450683594
2023-06-22,137.41000366210938
2023-06-23,135.3300018310547
2023-06-26,133.75
2023-06-27,134.08999633789062
2023-06-28,134.52000427246094
2023-06-29,135.75999450683594
2023-06-30,138.00999450683594
2023-07-03,137.39999389648438
2023-07-05,138.07000732421875
2023-07-06,136.89999389648438
2023-07-07,135.83999633789062
2023-07-10,136.0
2023-07-11,137.60000610351562
2023-07-12,136.4600067138672
2023-07-13,140.47999572753906
2023-07-14,141.6300048828125
2023-07-17,141.02999877929688
2023-07-18,140.19000244140625
2023-07-19,140.19000244140625
2023-07-20,142.22000122070312
2023-07-21,143.49000549316406
2023-07-24,142.30999755859375
2023-07-25,142.97999572753906
2023-07-26,143.72000122070312
2023-07-27,141.60000610351562
2023-07-28,140.36000061035156
2023-07-31,139.67999267578125
2023-08-01,139.85000610351562
2023-08-02,139.80999755859375
2023-08-03,140.00999450683594
2023-08-04,145.57000732421875
2023-08-07,146.2899932861328
2023-08-08,145.9600067138672
2023-08-09,146.17999267578125
2023-08-10,148.36000061035156
2023-08-11,150.25
2023-08-14,148.52999877929688
2023-08-15,149.33999633789062
2023-08-16,149.99000549316406
2023-08-17,149.77999877929688
2023-08-18,150.1199951171875
2023-08-21,150.58999633789062
2023-08-22,149.7899932861328
2023-08-23,150.1199951171875
2023-08-24,148.8699951171875
2023-08-25,151.22999572753906
2023-08-28,151.67999267578125
2023-08-29,150.27000427246094
2023-08-30,149.88999938964844
2023-08-31,149.7100067138672
2023-09-01,150.36000061035156
2023-09-05,149.0
2023-09-06,149.97999572753906
2023-09-07,153.55999755859375
2023-09-08,153.05999755859375
2023-09-11,154.6199951171875
2023-09-12,153.16000366210938
2023-09-13,151.6199951171875
2023-09-14,150.63999938964844
2023-09-15,149.25999450683594
2023-09-18,151.6999969482422
2023-09-19,155.8699951171875
2023-09-20,155.1300048828125
2023-09-21,155.32000732421875
2023-09-22,157.10000610351562
2023-09-25,155.3699951171875
2023-09-26,155.92999267578125
2023-09-27,154.77000427246094
2023-09-28,156.39999389648438
2023-09-29,156.2100067138672
2023-10-02,156.8000030517578
2023-10-03,157.24000549316406
2023-10-04,159.9600067138672
2023-10-05,160.2100067138672
2023-10-06,161.64999389648438
2023-10-09,162.8699951171875
2023-10-10,161.5500030517578
2023-10-11,161.5800018310547
2023-10-12,160.85000610351562
2023-10-13,162.0800018310547
2023-10-16,163.1999969482422
2023-10-17,163.57000732421875
2023-10-18,163.6999969482422
2023-10-19,162.72999572753906
2023-10-20,161.97000122070312
2023-10-23,161.22999572753906
2023-10-24,162.27000427246094
2023-10-25,162.4199981689453
2023-10-26,163.88999938964844
2023-10-27,161.25999450683594
2023-10-30,163.5
2023-10-31,163.88999938964844
2023-11-01,165.67999267578125
2023-11-02,162.8000030517578
2023-11-03,169.5
2023-11-06,174.0800018310547
2023-11-07,172.88999938964844
2023-11-08,173.99000549316406
2023-11-09,176.35000610351562
2023-11-10,174.97000122070312
2023-11-13,178.47999572753906
2023-11-14,177.38999938964844
2023-11-15,176.97999572753906
2023-11-16,177.7899932861328
2023-11-17,176.66000366210938
2023-11-20,176.8000030517578
2023-11-21,176.9499969482422
2023-11-22,180.05999755859375
2023-11-24,180.05999755859375
2023-11-27,180.39999389648438
2023-11-28,180.88999938964844
2023-11-29,179.5
2023-11-30,182.19000244140625
2023-12-01,180.25999450683594
2023-12-04,181.77999877929688
2023-12-05,181.9600067138672
2023-12-06,177.75999450683594
2023-12-07,177.25999450683594
2023-12-08,178.72000122070312
2023-12-11,178.0
2023-12-12,178.4199981689453
2023-12-13,178.47000122070312
2023-12-14,172.27999877929688
2023-12-15,175.0399932861328
2023-12-18,174.99000549316406
2023-12-19,176.99000549316406
2023-12-20,174.10000610351562
2023-12-21,176.11000061035156
2023-12-22,175.52999877929688
2023-12-26,173.69000244140625
2023-12-27,175.61000061035156
2023-12-28,177.83999633789062
2023-12-29,178.55999755859375
2024-01-02,178.1999969482422
2024-01-03,174.8800048828125
2024-01-04,173.5500030517578
2024-01-05,173.1300048828125
2024-01-08,176.39999389648438
2024-01-09,175.5
2024-01-10,175.61000061035156
2024-01-11,177.8000030517578
2024-01-12,180.67999267578125
2024-01-16,183.67999267578125
2024-01-17,187.1300048828125
2024-01-18,186.92999267578125
2024-01-19,185.3800048828125
2024-01-22,185.86000061035156
2024-01-23,188.8699951171875
2024-01-24,188.8000030517578
2024-01-25,188.69000244140625
2024-01-26,186.42999267578125
2024-01-29,183.5
2024-01-30,183.25999450683594
2024-01-31,183.85000610351562
2024-02-01,184.72999572753906
2024-02-02,182.77999877929688
2024-02-05,181.75
2024-02-06,180.41000366210938
2024-02-07,184.4600067138672
2024-02-08,184.16000366210938
2024-02-09,183.5
2024-02-12,184.44000244140625
2024-02-13,185.1999969482422
2024-02-14,184.75999450683594
2024-02-15,186.05999755859375
2024-02-16,186.69000244140625
2024-02-20,191.72000122070312
2024-02-21,189.91000366210938
2024-02-22,195.52000427246094
2024-02-23,197.14999389648438
2024-02-26,196.57000732421875
2024-02-27,194.86000061035156
2024-02-28,195.77999877929688
2024-02-29,192.0
2024-03-01,187.02000427246094
2024-03-04,189.36000061035156
2024-03-05,190.25
2024-03-06,187.6199951171875
2024-03-07,183.80999755859375
2024-03-08,186.69000244140625
2024-03-11,183.8300018310547
2024-03-12,181.6999969482422
2024-03-13,183.5
2024-03-14,181.1300048828125
2024-03-15,183.52000427246094
2024-03-18,183.6999969482422
2024-03-19,183.52999877929688
2024-03-20,183.1999969482422
2024-03-21,184.1999969482422
2024-03-22,180.9199981689453
2024-03-25,179.60000610351562
2024-03-26,178.11000061035156
2024-03-27,180.1699981689453
2024-03-28,183.72999572753906
2024-04-01,181.8699951171875
2024-04-02,182.64999389648438
2024-04-03,178.8300018310547
2024-04-04,181.57000732421875
2024-04-05,180.92999267578125
2024-04-08,182.3699951171875
2024-04-09,179.1300048828125
2024-04-10,180.0
2024-04-11,177.5
2024-04-12,178.50999450683594
2024-04-15,177.3699951171875
2024-04-16,176.7100067138672
2024-04-17,176.9600067138672
2024-04-18,177.50999450683594
2024-04-19,180.85000610351562
2024-04-22,179.99000549316406
2024-04-23,178.82000732421875
2024-04-24,179.38999938964844
2024-04-25,181.69000244140625
2024-04-26,178.39999389648438
2024-04-29,180.39999389648438
2024-04-30,181.14999389648438
2024-05-01,179.89999389648438
2024-05-02,174.1199951171875
2024-05-03,179.6699981689453
2024-05-06,182.8699951171875
2024-05-07,184.25
2024-05-08,185.5
2024-05-09,182.9199981689453
2024-05-10,181.05999755859375
2024-05-13,182.14999389648438
2024-05-14,180.61000061035156
2024-05-15,177.7899932861328
2024-05-16,181.60000610351562
