Date,IPG
2022-02-28,36.79999923706055
2022-03-01,35.470001220703125
2022-03-02,36.40999984741211
2022-03-03,35.849998474121094
2022-03-04,34.20000076293945
2022-03-07,32.20000076293945
2022-03-08,32.540000915527344
2022-03-09,33.779998779296875
2022-03-10,33.459999084472656
2022-03-11,32.9900016784668
2022-03-14,34.16999816894531
2022-03-15,34.84000015258789
2022-03-16,36.25
2022-03-17,36.43000030517578
2022-03-18,36.040000915527344
2022-03-21,35.869998931884766
2022-03-22,36.400001525878906
2022-03-23,35.130001068115234
2022-03-24,35.970001220703125
2022-03-25,36.45000076293945
2022-03-28,36.0099983215332
2022-03-29,37.189998626708984
2022-03-30,36.5
2022-03-31,35.45000076293945
2022-04-01,35.459999084472656
2022-04-04,35.119998931884766
2022-04-05,34.77000045776367
2022-04-06,34.459999084472656
2022-04-07,34.09000015258789
2022-04-08,34.13999938964844
2022-04-11,34.130001068115234
2022-04-12,33.869998931884766
2022-04-13,34.31999969482422
2022-04-14,34.4900016784668
2022-04-18,34.4900016784668
2022-04-19,35.54999923706055
2022-04-20,36.970001220703125
2022-04-21,35.90999984741211
2022-04-22,35.04999923706055
2022-04-25,35.08000183105469
2022-04-26,34.08000183105469
2022-04-27,34.0099983215332
2022-04-28,34.099998474121094
2022-04-29,32.619998931884766
2022-05-02,32.75
2022-05-03,33.220001220703125
2022-05-04,34.40999984741211
2022-05-05,33.150001525878906
2022-05-06,32.779998779296875
2022-05-09,32.470001220703125
2022-05-10,31.899999618530273
2022-05-11,30.959999084472656
2022-05-12,31.290000915527344
2022-05-13,32.119998931884766
2022-05-16,31.889999389648438
2022-05-17,32.810001373291016
2022-05-18,31.31999969482422
2022-05-19,30.709999084472656
2022-05-20,30.670000076293945
2022-05-23,31.209999084472656
2022-05-24,29.670000076293945
2022-05-25,30.84000015258789
2022-05-26,31.6200008392334
2022-05-27,32.279998779296875
2022-05-31,32.22999954223633
2022-06-01,31.68000030517578
2022-06-02,31.90999984741211
2022-06-03,31.079999923706055
2022-06-06,31.31999969482422
2022-06-07,31.610000610351562
2022-06-08,30.75
2022-06-09,30.25
2022-06-10,28.950000762939453
2022-06-13,28.010000228881836
2022-06-14,27.780000686645508
2022-06-15,28.049999237060547
2022-06-16,26.59000015258789
2022-06-17,27.049999237060547
2022-06-21,27.209999084472656
2022-06-22,27.229999542236328
2022-06-23,26.940000534057617
2022-06-24,27.979999542236328
2022-06-27,28.0
2022-06-28,27.479999542236328
2022-06-29,27.440000534057617
2022-06-30,27.530000686645508
2022-07-01,27.809999465942383
2022-07-05,27.350000381469727
2022-07-06,27.329999923706055
2022-07-07,27.889999389648438
2022-07-08,28.18000030517578
2022-07-11,28.0
2022-07-12,27.950000762939453
2022-07-13,27.899999618530273
2022-07-14,27.5
2022-07-15,28.020000457763672
2022-07-18,28.510000228881836
2022-07-19,29.649999618530273
2022-07-20,29.93000030517578
2022-07-21,29.149999618530273
2022-07-22,29.489999771118164
2022-07-25,29.420000076293945
2022-07-26,28.709999084472656
2022-07-27,29.520000457763672
2022-07-28,29.84000015258789
2022-07-29,29.8700008392334
2022-08-01,29.889999389648438
2022-08-02,29.389999389648438
2022-08-03,30.020000457763672
2022-08-04,29.56999969482422
2022-08-05,29.020000457763672
2022-08-08,29.31999969482422
2022-08-09,29.049999237060547
2022-08-10,29.770000457763672
2022-08-11,30.3700008392334
2022-08-12,30.34000015258789
2022-08-15,30.540000915527344
2022-08-16,30.700000762939453
2022-08-17,29.940000534057617
2022-08-18,30.040000915527344
2022-08-19,30.170000076293945
2022-08-22,28.729999542236328
2022-08-23,28.799999237060547
2022-08-24,28.790000915527344
2022-08-25,29.31999969482422
2022-08-26,28.540000915527344
2022-08-29,28.329999923706055
2022-08-30,28.270000457763672
2022-08-31,27.639999389648438
2022-09-01,27.469999313354492
2022-09-02,27.229999542236328
2022-09-06,27.0
2022-09-07,27.760000228881836
2022-09-08,27.709999084472656
2022-09-09,28.549999237060547
2022-09-12,29.18000030517578
2022-09-13,27.799999237060547
2022-09-14,27.59000015258789
2022-09-15,27.81999969482422
2022-09-16,27.299999237060547
2022-09-19,27.690000534057617
2022-09-20,26.8799991607666
2022-09-21,26.56999969482422
2022-09-22,26.260000228881836
2022-09-23,25.809999465942383
2022-09-26,25.31999969482422
2022-09-27,25.440000534057617
2022-09-28,26.209999084472656
2022-09-29,25.649999618530273
2022-09-30,25.600000381469727
2022-10-03,26.100000381469727
2022-10-04,27.190000534057617
2022-10-05,27.239999771118164
2022-10-06,26.93000030517578
2022-10-07,26.469999313354492
2022-10-10,26.389999389648438
2022-10-11,26.170000076293945
2022-10-12,26.489999771118164
2022-10-13,27.360000610351562
2022-10-14,27.469999313354492
2022-10-17,28.299999237060547
2022-10-18,29.299999237060547
2022-10-19,28.489999771118164
2022-10-20,28.149999618530273
2022-10-21,28.239999771118164
2022-10-24,29.149999618530273
2022-10-25,30.06999969482422
2022-10-26,30.149999618530273
2022-10-27,29.520000457763672
2022-10-28,30.239999771118164
2022-10-31,29.790000915527344
2022-11-01,29.81999969482422
2022-11-02,29.079999923706055
2022-11-03,28.739999771118164
2022-11-04,29.5
2022-11-07,29.860000610351562
2022-11-08,30.3700008392334
2022-11-09,29.899999618530273
2022-11-10,31.06999969482422
2022-11-11,32.4900016784668
2022-11-14,32.45000076293945
2022-11-15,32.91999816894531
2022-11-16,32.540000915527344
2022-11-17,32.810001373291016
2022-11-18,33.099998474121094
2022-11-21,32.79999923706055
2022-11-22,33.81999969482422
2022-11-23,34.220001220703125
2022-11-25,34.5
2022-11-28,33.88999938964844
2022-11-29,34.310001373291016
2022-11-30,34.36000061035156
2022-12-01,34.459999084472656
2022-12-02,33.689998626708984
2022-12-05,33.029998779296875
2022-12-06,32.68000030517578
2022-12-07,32.099998474121094
2022-12-08,32.150001525878906
2022-12-09,32.06999969482422
2022-12-12,32.86000061035156
2022-12-13,33.47999954223633
2022-12-14,33.45000076293945
2022-12-15,32.619998931884766
2022-12-16,32.459999084472656
2022-12-19,32.16999816894531
2022-12-20,32.47999954223633
2022-12-21,32.900001525878906
2022-12-22,32.810001373291016
2022-12-23,33.41999816894531
2022-12-27,33.599998474121094
2022-12-28,32.91999816894531
2022-12-29,33.58000183105469
2022-12-30,33.310001373291016
2023-01-03,33.790000915527344
2023-01-04,34.70000076293945
2023-01-05,35.22999954223633
2023-01-06,35.70000076293945
2023-01-09,35.54999923706055
2023-01-10,35.689998626708984
2023-01-11,35.97999954223633
2023-01-12,35.93000030517578
2023-01-13,35.959999084472656
2023-01-17,35.58000183105469
2023-01-18,35.61000061035156
2023-01-19,35.29999923706055
2023-01-20,36.25
2023-01-23,36.5099983215332
2023-01-24,36.47999954223633
2023-01-25,36.310001373291016
2023-01-26,35.97999954223633
2023-01-27,35.790000915527344
2023-01-30,35.95000076293945
2023-01-31,36.459999084472656
2023-02-01,37.06999969482422
2023-02-02,38.77000045776367
2023-02-03,39.11000061035156
2023-02-06,39.33000183105469
2023-02-07,38.959999084472656
2023-02-08,38.16999816894531
2023-02-09,37.119998931884766
2023-02-10,37.130001068115234
2023-02-13,37.540000915527344
2023-02-14,37.58000183105469
2023-02-15,37.47999954223633
2023-02-16,37.20000076293945
2023-02-17,37.36000061035156
2023-02-21,36.58000183105469
2023-02-22,36.52000045776367
2023-02-23,36.650001525878906
2023-02-24,36.209999084472656
2023-02-27,35.95000076293945
2023-02-28,35.540000915527344
2023-03-01,35.56999969482422
2023-03-02,35.650001525878906
2023-03-03,35.70000076293945
2023-03-06,35.63999938964844
2023-03-07,34.959999084472656
2023-03-08,34.95000076293945
2023-03-09,34.25
2023-03-10,33.77000045776367
2023-03-13,33.209999084472656
2023-03-14,34.02000045776367
2023-03-15,33.220001220703125
2023-03-16,34.04999923706055
2023-03-17,33.72999954223633
2023-03-20,34.709999084472656
2023-03-21,35.38999938964844
2023-03-22,34.47999954223633
2023-03-23,35.029998779296875
2023-03-24,35.040000915527344
2023-03-27,35.5099983215332
2023-03-28,35.2400016784668
2023-03-29,35.31999969482422
2023-03-30,36.459999084472656
2023-03-31,37.2400016784668
2023-04-03,37.56999969482422
2023-04-04,37.43000030517578
2023-04-05,37.029998779296875
2023-04-06,36.9900016784668
2023-04-10,37.06999969482422
