Date,PSX
2022-02-28,84.23999786376953
2022-03-01,82.16999816894531
2022-03-02,84.30999755859375
2022-03-03,83.0
2022-03-04,84.30000305175781
2022-03-07,82.5999984741211
2022-03-08,84.30999755859375
2022-03-09,79.3499984741211
2022-03-10,81.20999908447266
2022-03-11,80.7699966430664
2022-03-14,78.2699966430664
2022-03-15,75.33999633789062
2022-03-16,76.5
2022-03-17,77.55000305175781
2022-03-18,78.76000213623047
2022-03-21,80.62999725341797
2022-03-22,79.79000091552734
2022-03-23,80.2699966430664
2022-03-24,81.12000274658203
2022-03-25,83.8499984741211
2022-03-28,82.29000091552734
2022-03-29,83.47000122070312
2022-03-30,87.44000244140625
2022-03-31,86.38999938964844
2022-04-01,85.95999908447266
2022-04-04,86.66999816894531
2022-04-05,85.91000366210938
2022-04-06,85.68000030517578
2022-04-07,83.08000183105469
2022-04-08,84.25
2022-04-11,82.48999786376953
2022-04-12,81.97000122070312
2022-04-13,83.13999938964844
2022-04-14,82.8499984741211
2022-04-18,87.16000366210938
2022-04-19,89.55000305175781
2022-04-20,88.87000274658203
2022-04-21,85.94999694824219
2022-04-22,83.62000274658203
2022-04-25,81.0199966430664
2022-04-26,81.87999725341797
2022-04-27,83.01000213623047
2022-04-28,87.20999908447266
2022-04-29,86.76000213623047
2022-05-02,89.18000030517578
2022-05-03,90.79000091552734
2022-05-04,96.16999816894531
2022-05-05,94.5199966430664
2022-05-06,96.36000061035156
2022-05-09,89.4800033569336
2022-05-10,89.56999969482422
2022-05-11,91.19999694824219
2022-05-12,91.19000244140625
2022-05-13,94.5999984741211
2022-05-16,97.08000183105469
2022-05-17,97.72000122070312
2022-05-18,95.5199966430664
2022-05-19,95.33000183105469
2022-05-20,93.79000091552734
2022-05-23,95.08000183105469
2022-05-24,96.7699966430664
2022-05-25,99.08000183105469
2022-05-26,98.68000030517578
2022-05-27,101.7300033569336
2022-05-31,100.80999755859375
2022-06-01,103.18000030517578
2022-06-02,103.0
2022-06-03,104.45999908447266
2022-06-06,106.0199966430664
2022-06-07,109.91999816894531
2022-06-08,110.25
2022-06-09,108.2699966430664
2022-06-10,106.30999755859375
2022-06-13,101.44000244140625
2022-06-14,104.12999725341797
2022-06-15,102.37999725341797
2022-06-16,96.5
2022-06-17,90.51000213623047
2022-06-21,95.9800033569336
2022-06-22,90.51000213623047
2022-06-23,84.38999938964844
2022-06-24,84.19999694824219
2022-06-27,87.19999694824219
2022-06-28,88.8499984741211
2022-06-29,84.58000183105469
2022-06-30,81.98999786376953
2022-07-01,84.37000274658203
2022-07-05,80.38999938964844
2022-07-06,79.52999877929688
2022-07-07,82.54000091552734
2022-07-08,82.01000213623047
2022-07-11,81.76000213623047
2022-07-12,80.51000213623047
2022-07-13,79.6500015258789
2022-07-14,78.55000305175781
2022-07-15,81.63999938964844
2022-07-18,82.75
2022-07-19,85.41000366210938
2022-07-20,86.8499984741211
2022-07-21,85.20999908447266
2022-07-22,84.52999877929688
2022-07-25,87.23999786376953
2022-07-26,85.94999694824219
2022-07-27,88.33999633789062
2022-07-28,88.01000213623047
2022-07-29,89.0
2022-08-01,87.48999786376953
2022-08-02,87.54000091552734
2022-08-03,85.51000213623047
2022-08-04,82.6500015258789
2022-08-05,83.76000213623047
2022-08-08,83.80000305175781
2022-08-09,85.52999877929688
2022-08-10,85.62999725341797
2022-08-11,88.33000183105469
2022-08-12,90.0
2022-08-15,89.16000366210938
2022-08-16,89.36000061035156
2022-08-17,89.87000274658203
2022-08-18,88.69000244140625
2022-08-19,88.44000244140625
2022-08-22,88.2300033569336
2022-08-23,91.41000366210938
2022-08-24,92.37000274658203
2022-08-25,93.80999755859375
2022-08-26,92.18000030517578
2022-08-29,93.19999694824219
2022-08-30,90.1500015258789
2022-08-31,89.45999908447266
2022-09-01,86.33000183105469
2022-09-02,88.45999908447266
2022-09-06,86.76000213623047
2022-09-07,86.31999969482422
2022-09-08,85.93000030517578
2022-09-09,88.02999877929688
2022-09-12,89.55999755859375
2022-09-13,86.16000366210938
2022-09-14,86.0
2022-09-15,81.87000274658203
2022-09-16,80.7300033569336
2022-09-19,81.93000030517578
2022-09-20,83.22000122070312
2022-09-21,81.2699966430664
2022-09-22,82.2699966430664
