Date,SPG
2023-05-05,109.55000305175781
2023-05-08,108.0
2023-05-09,106.48999786376953
2023-05-10,106.52999877929688
2023-05-11,106.25
2023-05-12,106.3499984741211
2023-05-15,106.93000030517578
2023-05-16,103.7300033569336
2023-05-17,106.30000305175781
2023-05-18,105.54000091552734
2023-05-19,105.36000061035156
2023-05-22,105.9800033569336
2023-05-23,104.12999725341797
2023-05-24,102.16000366210938
2023-05-25,101.25
2023-05-26,102.36000061035156
2023-05-30,103.51000213623047
2023-05-31,105.1500015258789
2023-06-01,103.4000015258789
2023-06-02,106.51000213623047
2023-06-05,106.55000305175781
2023-06-06,109.16999816894531
2023-06-07,112.69999694824219
2023-06-08,109.70999908447266
2023-06-09,110.69999694824219
2023-06-12,109.95999908447266
2023-06-13,110.95999908447266
2023-06-14,110.9000015258789
2023-06-15,110.91999816894531
2023-06-16,112.79000091552734
2023-06-20,110.7300033569336
2023-06-21,110.7300033569336
2023-06-22,109.08000183105469
2023-06-23,107.73999786376953
2023-06-26,111.06999969482422
2023-06-27,113.06999969482422
2023-06-28,112.79000091552734
2023-06-29,114.76000213623047
2023-06-30,115.4800033569336
2023-07-03,117.04000091552734
2023-07-05,118.20999908447266
2023-07-06,119.0999984741211
2023-07-07,118.55000305175781
2023-07-10,120.94999694824219
2023-07-11,123.01000213623047
2023-07-12,122.44000244140625
2023-07-13,121.83999633789062
2023-07-14,121.27999877929688
2023-07-17,121.6500015258789
2023-07-18,121.5199966430664
2023-07-19,123.41000366210938
2023-07-20,123.75
2023-07-21,123.6500015258789
2023-07-24,124.41000366210938
2023-07-25,123.69000244140625
2023-07-26,124.16999816894531
2023-07-27,123.0
2023-07-28,124.4800033569336
2023-07-31,124.5999984741211
2023-08-01,125.44000244140625
2023-08-02,124.05999755859375
2023-08-03,118.37000274658203
2023-08-04,118.29000091552734
2023-08-07,119.66000366210938
2023-08-08,119.0
2023-08-09,118.80000305175781
2023-08-10,118.8499984741211
2023-08-11,118.87000274658203
2023-08-14,119.0199966430664
2023-08-15,117.87000274658203
2023-08-16,115.61000061035156
2023-08-17,114.1500015258789
2023-08-18,115.5999984741211
2023-08-21,112.72000122070312
2023-08-22,110.93000030517578
2023-08-23,111.63999938964844
2023-08-24,110.66000366210938
2023-08-25,110.7300033569336
2023-08-28,111.66999816894531
2023-08-29,113.52999877929688
2023-08-30,113.51000213623047
2023-08-31,113.48999786376953
2023-09-01,114.91000366210938
2023-09-05,114.94000244140625
2023-09-06,115.75
2023-09-07,114.44999694824219
2023-09-08,114.62000274658203
2023-09-11,114.73999786376953
2023-09-12,115.4800033569336
2023-09-13,114.7699966430664
2023-09-14,117.37999725341797
2023-09-15,116.41000366210938
2023-09-18,114.25
2023-09-19,114.26000213623047
2023-09-20,113.76000213623047
2023-09-21,111.63999938964844
2023-09-22,111.68000030517578
2023-09-25,112.12999725341797
2023-09-26,109.1500015258789
2023-09-27,108.19000244140625
2023-09-28,108.83000183105469
2023-09-29,108.02999877929688
2023-10-02,104.62999725341797
2023-10-03,103.37000274658203
2023-10-04,104.44000244140625
2023-10-05,104.54000091552734
2023-10-06,104.41000366210938
2023-10-09,105.44000244140625
2023-10-10,106.1500015258789
2023-10-11,108.33000183105469
2023-10-12,107.3499984741211
2023-10-13,107.02999877929688
2023-10-16,108.33000183105469
2023-10-17,110.1500015258789
2023-10-18,108.55000305175781
2023-10-19,106.5
2023-10-20,106.1500015258789
2023-10-23,105.20999908447266
2023-10-24,105.97000122070312
2023-10-25,104.9800033569336
2023-10-26,106.31999969482422
2023-10-27,104.54000091552734
2023-10-30,105.33000183105469
2023-10-31,109.88999938964844
2023-11-01,112.48999786376953
2023-11-02,115.83999633789062
2023-11-03,117.88999938964844
2023-11-06,117.08000183105469
2023-11-07,115.23999786376953
2023-11-08,115.44000244140625
2023-11-09,113.79000091552734
2023-11-10,115.33000183105469
2023-11-13,115.54000091552734
2023-11-14,120.79000091552734
2023-11-15,120.54000091552734
2023-11-16,120.41999816894531
2023-11-17,121.68000030517578
2023-11-20,122.75
2023-11-21,121.75
2023-11-22,121.0999984741211
2023-11-24,120.83999633789062
2023-11-27,121.70999908447266
2023-11-28,122.0999984741211
2023-11-29,122.76000213623047
2023-11-30,124.88999938964844
2023-12-01,128.82000732421875
2023-12-04,130.85000610351562
2023-12-05,130.77999877929688
2023-12-06,131.72999572753906
2023-12-07,131.35000610351562
2023-12-08,132.8800048828125
2023-12-11,134.77999877929688
2023-12-12,134.49000549316406
2023-12-13,139.25999450683594
2023-12-14,146.5800018310547
2023-12-15,144.35000610351562
2023-12-18,143.6199951171875
2023-12-19,145.16000366210938
2023-12-20,144.11000061035156
2023-12-21,142.22000122070312
2023-12-22,142.3000030517578
2023-12-26,143.66000366210938
2023-12-27,143.6699981689453
2023-12-28,144.27999877929688
2023-12-29,142.63999938964844
2024-01-02,143.02999877929688
2024-01-03,140.08999633789062
2024-01-04,140.25999450683594
2024-01-05,140.64999389648438
2024-01-08,142.3000030517578
2024-01-09,142.14999389648438
2024-01-10,144.67999267578125
2024-01-11,144.3800048828125
2024-01-12,146.6199951171875
2024-01-16,145.52999877929688
2024-01-17,142.1199951171875
2024-01-18,141.8300018310547
2024-01-19,141.6199951171875
2024-01-22,142.02000427246094
2024-01-23,142.60000610351562
2024-01-24,141.49000549316406
2024-01-25,142.8300018310547
2024-01-26,141.9600067138672
2024-01-29,141.72999572753906
2024-01-30,139.24000549316406
2024-01-31,138.61000061035156
2024-02-01,139.39999389648438
2024-02-02,137.94000244140625
2024-02-05,136.7899932861328
2024-02-06,143.38999938964844
2024-02-07,143.44000244140625
2024-02-08,144.10000610351562
2024-02-09,146.92999267578125
2024-02-12,145.6999969482422
2024-02-13,143.52000427246094
2024-02-14,142.86000061035156
2024-02-15,148.0
2024-02-16,149.9600067138672
2024-02-20,148.89999389648438
2024-02-21,150.27999877929688
2024-02-22,151.50999450683594
2024-02-23,150.35000610351562
2024-02-26,149.52999877929688
2024-02-27,149.6999969482422
2024-02-28,149.86000061035156
2024-02-29,148.13999938964844
2024-03-01,150.44000244140625
2024-03-04,152.41000366210938
2024-03-05,149.86000061035156
2024-03-06,152.32000732421875
2024-03-07,149.6999969482422
2024-03-08,150.9600067138672
2024-03-11,149.8000030517578
2024-03-12,150.60000610351562
2024-03-13,151.49000549316406
2024-03-14,149.36000061035156
2024-03-15,150.77000427246094
2024-03-18,151.9499969482422
2024-03-19,154.10000610351562
2024-03-20,155.39999389648438
2024-03-21,155.80999755859375
2024-03-22,151.86000061035156
2024-03-25,151.05999755859375
2024-03-26,150.6699981689453
2024-03-27,154.3300018310547
2024-03-28,156.49000549316406
2024-04-01,153.47999572753906
2024-04-02,150.0399932861328
2024-04-03,149.75
2024-04-04,147.9499969482422
2024-04-05,150.14999389648438
2024-04-08,150.36000061035156
2024-04-09,150.19000244140625
2024-04-10,145.5500030517578
2024-04-11,146.86000061035156
2024-04-12,144.80999755859375
2024-04-15,142.38999938964844
2024-04-16,140.35000610351562
2024-04-17,140.94000244140625
2024-04-18,140.3699951171875
2024-04-19,140.44000244140625
2024-04-22,142.41000366210938
2024-04-23,143.77999877929688
2024-04-24,142.80999755859375
2024-04-25,142.72999572753906
2024-04-26,142.36000061035156
2024-04-29,144.8300018310547
2024-04-30,140.52999877929688
2024-05-01,140.17999267578125
2024-05-02,141.36000061035156
2024-05-03,142.92999267578125
2024-05-06,144.44000244140625
2024-05-07,147.9499969482422
2024-05-08,147.8800048828125
2024-05-09,149.1300048828125
2024-05-10,147.72000122070312
2024-05-13,146.97000122070312
2024-05-14,149.5399932861328
2024-05-15,150.25
2024-05-16,148.66000366210938
2024-05-17,148.7899932861328
2024-05-20,146.3699951171875
2024-05-21,147.97000122070312
2024-05-22,146.19000244140625
2024-05-23,144.66000366210938
2024-05-24,147.8800048828125
2024-05-28,147.17999267578125
2024-05-29,147.10000610351562
2024-05-30,148.44000244140625
2024-05-31,151.30999755859375
2024-06-03,151.60000610351562
2024-06-04,152.47000122070312
2024-06-05,153.4499969482422
2024-06-06,153.77999877929688
2024-06-07,151.7899932861328
2024-06-10,152.0399932861328
2024-06-11,150.77999877929688
2024-06-12,153.16000366210938
2024-06-13,151.8699951171875
2024-06-14,148.8300018310547
2024-06-17,147.6699981689453
2024-06-18,146.9199981689453
2024-06-20,146.24000549316406
2024-06-21,146.16000366210938
2024-06-24,150.4499969482422
2024-06-25,147.8699951171875
2024-06-26,147.58999633789062
2024-06-27,149.80999755859375
2024-06-28,151.8000030517578
2024-07-01,146.52000427246094
2024-07-02,147.77999877929688
2024-07-03,148.25999450683594
2024-07-05,146.08999633789062
2024-07-08,146.8699951171875
2024-07-09,147.57000732421875
2024-07-10,148.44000244140625
2024-07-11,148.8000030517578
2024-07-12,149.47999572753906
2024-07-15,150.05999755859375
2024-07-16,151.50999450683594
2024-07-17,154.89999389648438
2024-07-18,153.11000061035156
2024-07-19,153.4499969482422
2024-07-22,157.74000549316406
2024-07-23,156.82000732421875
2024-07-24,149.88999938964844
2024-07-25,149.30999755859375
2024-07-26,152.4499969482422
2024-07-29,152.8300018310547
2024-07-30,154.80999755859375
2024-07-31,153.44000244140625
2024-08-01,153.44000244140625
2024-08-02,151.07000732421875
2024-08-05,148.0500030517578
2024-08-06,155.5399932861328
2024-08-07,152.9199981689453
2024-08-08,155.16000366210938
2024-08-09,158.6699981689453
2024-08-12,153.10000610351562
2024-08-13,155.9199981689453
2024-08-14,156.82000732421875
2024-08-15,157.86000061035156
2024-08-16,156.6999969482422
2024-08-19,159.88999938964844
2024-08-20,159.39999389648438
2024-08-21,161.13999938964844
2024-08-22,162.2100067138672
2024-08-23,166.5
2024-08-26,167.36000061035156
2024-08-27,168.0500030517578
2024-08-28,167.7100067138672
2024-08-29,165.5
2024-08-30,167.35000610351562
2024-09-03,163.9199981689453
2024-09-04,165.0800018310547
2024-09-05,164.17999267578125
2024-09-06,164.5
2024-09-09,161.92999267578125
2024-09-10,163.9600067138672
2024-09-11,163.3800048828125
2024-09-12,163.74000549316406
2024-09-13,164.02000427246094
2024-09-16,164.89999389648438
2024-09-17,164.35000610351562
2024-09-18,164.35000610351562
2024-09-19,167.05999755859375
2024-09-20,166.5500030517578
2024-09-23,168.14999389648438
2024-09-24,170.11000061035156
2024-09-25,169.10000610351562
2024-09-26,166.41000366210938
2024-09-27,167.7100067138672
2024-09-30,169.02000427246094
2024-10-01,169.5500030517578
2024-10-02,168.5399932861328
2024-10-03,168.35000610351562
2024-10-04,169.5800018310547
2024-10-07,167.5
2024-10-08,167.22999572753906
2024-10-09,169.22999572753906
2024-10-10,167.8300018310547
2024-10-11,170.77999877929688
2024-10-14,171.67999267578125
2024-10-15,174.6300048828125
2024-10-16,175.02999877929688
2024-10-17,174.35000610351562
2024-10-18,176.9199981689453
2024-10-21,174.2100067138672
2024-10-22,174.85000610351562
2024-10-23,173.82000732421875
2024-10-24,173.39999389648438
2024-10-25,170.52000427246094
2024-10-28,172.52000427246094
2024-10-29,171.97999572753906
2024-10-30,172.0800018310547
2024-10-31,169.1199951171875
2024-11-01,167.6999969482422
2024-11-04,172.16000366210938
2024-11-05,174.38999938964844
2024-11-06,173.61000061035156
2024-11-07,175.75
2024-11-08,179.02000427246094
2024-11-11,181.33999633789062
2024-11-12,178.22000122070312
2024-11-13,179.1699981689453
2024-11-14,178.30999755859375
2024-11-15,180.27000427246094
2024-11-18,180.85000610351562
2024-11-19,181.2100067138672
2024-11-20,180.91000366210938
2024-11-21,181.8000030517578
