Date,COR
2022-07-05,140.7100067138672
2022-07-06,139.83999633789062
2022-07-07,140.7899932861328
2022-07-08,142.5500030517578
2022-07-11,141.32000732421875
2022-07-12,141.3800048828125
2022-07-13,139.11000061035156
2022-07-14,139.52999877929688
2022-07-15,142.22000122070312
2022-07-18,140.39999389648438
2022-07-19,143.08999633789062
2022-07-20,141.49000549316406
2022-07-21,142.13999938964844
2022-07-22,142.5
2022-07-25,144.14999389648438
2022-07-26,145.1999969482422
2022-07-27,145.07000732421875
2022-07-28,145.57000732421875
2022-07-29,145.92999267578125
2022-08-01,145.92999267578125
2022-08-02,142.80999755859375
2022-08-03,139.0
2022-08-04,139.27000427246094
2022-08-05,141.30999755859375
2022-08-08,140.6199951171875
2022-08-09,144.72000122070312
2022-08-10,145.5800018310547
2022-08-11,148.22000122070312
2022-08-12,150.5
2022-08-15,150.82000732421875
2022-08-16,152.66000366210938
2022-08-17,149.52999877929688
2022-08-18,149.91000366210938
2022-08-19,152.02999877929688
2022-08-22,148.99000549316406
2022-08-23,148.02000427246094
2022-08-24,148.22999572753906
2022-08-25,150.4199981689453
2022-08-26,146.19000244140625
2022-08-29,147.49000549316406
2022-08-30,145.42999267578125
2022-08-31,146.55999755859375
2022-09-01,147.61000061035156
2022-09-02,147.7100067138672
2022-09-06,146.02000427246094
2022-09-07,147.83999633789062
2022-09-08,147.5399932861328
2022-09-09,147.27000427246094
2022-09-12,147.7100067138672
2022-09-13,140.97999572753906
2022-09-14,140.11000061035156
2022-09-15,139.80999755859375
2022-09-16,140.5500030517578
2022-09-19,140.3699951171875
2022-09-20,138.89999389648438
2022-09-21,139.1199951171875
2022-09-22,140.00999450683594
2022-09-23,137.1999969482422
2022-09-26,136.35000610351562
2022-09-27,135.44000244140625
2022-09-28,138.41000366210938
2022-09-29,136.07000732421875
2022-09-30,135.3300018310547
2022-10-03,139.30999755859375
2022-10-04,142.72999572753906
2022-10-05,142.4499969482422
2022-10-06,139.91000366210938
2022-10-07,137.35000610351562
2022-10-10,137.6199951171875
2022-10-11,141.7100067138672
2022-10-12,138.94000244140625
2022-10-13,142.0500030517578
2022-10-14,140.60000610351562
2022-10-17,142.3800048828125
2022-10-18,143.99000549316406
2022-10-19,142.99000549316406
2022-10-20,142.77000427246094
2022-10-21,147.72999572753906
2022-10-24,150.10000610351562
2022-10-25,152.77000427246094
2022-10-26,154.69000244140625
2022-10-27,155.89999389648438
2022-10-28,159.30999755859375
2022-10-31,157.22000122070312
2022-11-01,156.32000732421875
2022-11-02,154.80999755859375
2022-11-03,157.83999633789062
2022-11-04,161.63999938964844
2022-11-07,162.00999450683594
2022-11-08,159.66000366210938
2022-11-09,158.19000244140625
2022-11-10,155.0
2022-11-11,153.00999450683594
2022-11-14,154.72999572753906
2022-11-15,152.77999877929688
2022-11-16,155.8000030517578
2022-11-17,158.9199981689453
2022-11-18,162.0
2022-11-21,160.3000030517578
2022-11-22,164.7100067138672
2022-11-23,165.52999877929688
2022-11-25,167.6999969482422
2022-11-28,167.1699981689453
2022-11-29,167.89999389648438
2022-11-30,170.69000244140625
2022-12-01,171.6300048828125
2022-12-02,173.99000549316406
2022-12-05,171.27999877929688
2022-12-06,169.32000732421875
2022-12-07,170.2899932861328
2022-12-08,170.4600067138672
2022-12-09,165.3300018310547
2022-12-12,167.1999969482422
2022-12-13,165.02999877929688
2022-12-14,165.27000427246094
2022-12-15,165.60000610351562
2022-12-16,166.7899932861328
2022-12-19,167.22000122070312
2022-12-20,167.3800048828125
2022-12-21,169.32000732421875
2022-12-22,169.27000427246094
2022-12-23,170.00999450683594
2022-12-27,169.0
2022-12-28,167.36000061035156
2022-12-29,166.0500030517578
2022-12-30,165.7100067138672
2023-01-03,164.2899932861328
2023-01-04,162.8699951171875
2023-01-05,163.0800018310547
2023-01-06,165.7100067138672
2023-01-09,164.97000122070312
2023-01-10,167.25999450683594
2023-01-11,165.38999938964844
2023-01-12,164.89999389648438
2023-01-13,164.27999877929688
2023-01-17,164.16000366210938
2023-01-18,162.9499969482422
2023-01-19,162.94000244140625
2023-01-20,162.2100067138672
2023-01-23,161.72000122070312
2023-01-24,161.42999267578125
2023-01-25,163.4600067138672
2023-01-26,164.91000366210938
2023-01-27,164.16000366210938
2023-01-30,165.30999755859375
2023-01-31,168.9600067138672
2023-02-01,161.0500030517578
2023-02-02,158.47000122070312
2023-02-03,156.72999572753906
2023-02-06,154.49000549316406
2023-02-07,156.7899932861328
2023-02-08,157.85000610351562
2023-02-09,155.02000427246094
2023-02-10,159.02999877929688
2023-02-13,158.61000061035156
2023-02-14,157.36000061035156
2023-02-15,158.80999755859375
2023-02-16,160.47000122070312
2023-02-17,161.49000549316406
2023-02-21,160.83999633789062
2023-02-22,160.1300048828125
2023-02-23,159.5
2023-02-24,158.57000732421875
2023-02-27,156.6300048828125
2023-02-28,155.55999755859375
2023-03-01,156.50999450683594
2023-03-02,154.89999389648438
2023-03-03,156.14999389648438
2023-03-06,156.4600067138672
2023-03-07,153.2100067138672
2023-03-08,151.86000061035156
2023-03-09,150.0
2023-03-10,149.60000610351562
2023-03-13,148.3699951171875
2023-03-14,149.2899932861328
2023-03-15,149.61000061035156
2023-03-16,152.0500030517578
2023-03-17,152.02000427246094
2023-03-20,153.86000061035156
2023-03-21,156.0399932861328
2023-03-22,153.44000244140625
2023-03-23,150.92999267578125
2023-03-24,156.41000366210938
2023-03-27,156.69000244140625
2023-03-28,158.0
2023-03-29,158.97000122070312
2023-03-30,159.33999633789062
2023-03-31,160.11000061035156
2023-04-03,162.27999877929688
2023-04-04,162.97000122070312
2023-04-05,167.36000061035156
2023-04-06,166.35000610351562
2023-04-10,166.3800048828125
2023-04-11,166.5500030517578
2023-04-12,165.4199981689453
2023-04-13,167.3800048828125
2023-04-14,167.1300048828125
2023-04-17,167.3800048828125
2023-04-18,167.41000366210938
2023-04-19,164.47999572753906
2023-04-20,165.9600067138672
2023-04-21,166.72999572753906
2023-04-24,167.7100067138672
2023-04-25,168.08999633789062
2023-04-26,165.49000549316406
2023-04-27,167.41000366210938
2023-04-28,166.85000610351562
2023-05-01,166.7899932861328
2023-05-02,169.16000366210938
2023-05-03,166.88999938964844
2023-05-04,166.58999633789062
2023-05-05,167.99000549316406
2023-05-08,168.2100067138672
2023-05-09,168.25
2023-05-10,169.5
2023-05-11,171.44000244140625
2023-05-12,170.99000549316406
2023-05-15,173.33999633789062
2023-05-16,174.60000610351562
2023-05-17,174.7899932861328
2023-05-18,174.82000732421875
2023-05-19,173.38999938964844
2023-05-22,172.25
2023-05-23,171.25999450683594
2023-05-24,171.05999755859375
2023-05-25,170.1699981689453
2023-05-26,168.41000366210938
2023-05-30,166.00999450683594
2023-05-31,170.14999389648438
2023-06-01,172.58999633789062
2023-06-02,174.52000427246094
2023-06-05,174.69000244140625
2023-06-06,174.3699951171875
2023-06-07,173.5800018310547
2023-06-08,176.4499969482422
2023-06-09,178.22000122070312
2023-06-12,179.32000732421875
2023-06-13,179.7899932861328
2023-06-14,179.0500030517578
2023-06-15,181.88999938964844
2023-06-16,183.00999450683594
2023-06-20,184.49000549316406
2023-06-21,185.8300018310547
2023-06-22,187.8699951171875
2023-06-23,187.6699981689453
2023-06-26,187.75999450683594
2023-06-27,188.77999877929688
2023-06-28,189.72000122070312
2023-06-29,190.52000427246094
2023-06-30,192.42999267578125
2023-07-03,190.9199981689453
2023-07-05,190.64999389648438
2023-07-06,192.19000244140625
2023-07-07,190.86000061035156
2023-07-10,192.8300018310547
2023-07-11,193.22000122070312
2023-07-12,190.8000030517578
2023-07-13,191.27999877929688
2023-07-14,191.4199981689453
2023-07-17,192.13999938964844
2023-07-18,192.38999938964844
2023-07-19,191.94000244140625
2023-07-20,193.41000366210938
2023-07-21,192.58999633789062
2023-07-24,191.4499969482422
2023-07-25,191.88999938964844
2023-07-26,187.7100067138672
2023-07-27,187.3300018310547
2023-07-28,186.55999755859375
2023-07-31,186.89999389648438
2023-08-01,189.10000610351562
2023-08-02,191.42999267578125
2023-08-03,191.36000061035156
2023-08-04,185.3300018310547
2023-08-07,186.5800018310547
2023-08-08,185.3699951171875
2023-08-09,185.7100067138672
2023-08-10,187.02999877929688
2023-08-11,187.3699951171875
2023-08-14,187.6300048828125
2023-08-15,185.44000244140625
2023-08-16,183.99000549316406
2023-08-17,180.0
2023-08-18,180.39999389648438
2023-08-21,180.97999572753906
2023-08-22,177.9600067138672
2023-08-23,177.77000427246094
2023-08-24,178.77000427246094
2023-08-25,179.47999572753906
2023-08-28,180.38999938964844
2023-08-29,179.97999572753906
2023-08-30,178.89999389648438
2023-08-31,175.97999572753906
2023-09-01,174.9600067138672
2023-09-05,172.8699951171875
2023-09-06,174.6699981689453
2023-09-07,178.17999267578125
2023-09-08,177.6999969482422
2023-09-11,177.72999572753906
2023-09-12,178.47999572753906
2023-09-13,176.69000244140625
2023-09-14,176.99000549316406
2023-09-15,178.2899932861328
2023-09-18,179.02999877929688
2023-09-19,179.74000549316406
2023-09-20,182.77999877929688
2023-09-21,184.92999267578125
2023-09-22,185.9499969482422
2023-09-25,187.22000122070312
2023-09-26,185.77000427246094
2023-09-27,185.16000366210938
2023-09-28,182.86000061035156
2023-09-29,179.97000122070312
2023-10-02,179.0800018310547
2023-10-03,180.27000427246094
2023-10-04,182.66000366210938
2023-10-05,185.0399932861328
2023-10-06,183.85000610351562
2023-10-09,186.19000244140625
2023-10-10,187.97000122070312
2023-10-11,188.02999877929688
2023-10-12,187.57000732421875
2023-10-13,188.97999572753906
2023-10-16,186.86000061035156
2023-10-17,187.4499969482422
2023-10-18,189.5500030517578
2023-10-19,189.88999938964844
2023-10-20,188.75
2023-10-23,188.82000732421875
2023-10-24,189.00999450683594
2023-10-25,189.1199951171875
2023-10-26,188.60000610351562
2023-10-27,187.63999938964844
2023-10-30,185.41000366210938
2023-10-31,185.14999389648438
2023-11-01,187.22999572753906
2023-11-02,192.17999267578125
2023-11-03,195.1699981689453
2023-11-06,196.8800048828125
2023-11-07,196.07000732421875
2023-11-08,196.7899932861328
2023-11-09,196.82000732421875
2023-11-10,197.57000732421875
2023-11-13,198.8699951171875
2023-11-14,194.3699951171875
2023-11-15,193.22000122070312
2023-11-16,196.91000366210938
2023-11-17,195.0
2023-11-20,195.94000244140625
2023-11-21,198.8300018310547
2023-11-22,199.67999267578125
2023-11-24,201.3000030517578
2023-11-27,201.77999877929688
2023-11-28,201.3000030517578
2023-11-29,199.52000427246094
2023-11-30,203.3699951171875
2023-12-01,204.08999633789062
2023-12-04,203.75999450683594
2023-12-05,203.72999572753906
2023-12-06,200.6699981689453
2023-12-07,200.2100067138672
2023-12-08,201.75
2023-12-11,202.85000610351562
2023-12-12,203.9499969482422
2023-12-13,203.72000122070312
2023-12-14,201.5
2023-12-15,200.3300018310547
2023-12-18,200.07000732421875
2023-12-19,201.8800048828125
2023-12-20,199.7899932861328
2023-12-21,202.27000427246094
2023-12-22,203.0399932861328
2023-12-26,204.08999633789062
2023-12-27,204.22999572753906
2023-12-28,203.49000549316406
2023-12-29,205.3800048828125
2024-01-02,208.5399932861328
2024-01-03,210.3300018310547
2024-01-04,210.6699981689453
2024-01-05,211.36000061035156
2024-01-08,210.3800048828125
2024-01-09,213.6199951171875
2024-01-10,216.1300048828125
2024-01-11,218.92999267578125
2024-01-12,219.42999267578125
2024-01-16,219.0
2024-01-17,218.7100067138672
2024-01-18,220.7899932861328
2024-01-19,218.27999877929688
2024-01-22,218.16000366210938
2024-01-23,217.85000610351562
2024-01-24,217.3800048828125
2024-01-25,218.83999633789062
2024-01-26,217.67999267578125
2024-01-29,218.44000244140625
2024-01-30,220.52999877929688
2024-01-31,232.67999267578125
2024-02-01,236.9199981689453
2024-02-02,234.99000549316406
2024-02-05,234.2100067138672
2024-02-06,235.00999450683594
2024-02-07,237.6699981689453
2024-02-08,230.32000732421875
2024-02-09,230.69000244140625
2024-02-12,229.97999572753906
2024-02-13,231.19000244140625
2024-02-14,231.5800018310547
2024-02-15,233.0800018310547
2024-02-16,231.72000122070312
2024-02-20,232.36000061035156
2024-02-21,233.47000122070312
2024-02-22,234.39999389648438
2024-02-23,237.27000427246094
2024-02-26,238.33999633789062
2024-02-27,236.50999450683594
2024-02-28,236.1300048828125
2024-02-29,235.60000610351562
2024-03-01,237.02999877929688
2024-03-04,235.8000030517578
2024-03-05,235.30999755859375
2024-03-06,234.67999267578125
2024-03-07,237.6300048828125
2024-03-08,237.47000122070312
2024-03-11,237.67999267578125
2024-03-12,237.44000244140625
2024-03-13,234.77000427246094
2024-03-14,237.67999267578125
2024-03-15,238.22999572753906
2024-03-18,239.30999755859375
2024-03-19,242.35000610351562
2024-03-20,241.8699951171875
2024-03-21,242.3300018310547
2024-03-22,242.5
2024-03-25,242.05999755859375
2024-03-26,242.8000030517578
2024-03-27,244.63999938964844
2024-03-28,242.99000549316406
2024-04-01,243.0
2024-04-02,243.08999633789062
2024-04-03,245.8000030517578
2024-04-04,242.0399932861328
2024-04-05,243.22000122070312
2024-04-08,240.36000061035156
2024-04-09,238.57000732421875
2024-04-10,237.8000030517578
2024-04-11,235.63999938964844
2024-04-12,234.0
2024-04-15,234.2100067138672
2024-04-16,238.25999450683594
2024-04-17,238.6199951171875
2024-04-18,237.3000030517578
2024-04-19,239.1300048828125
2024-04-22,236.85000610351562
2024-04-23,237.69000244140625
2024-04-24,237.9499969482422
2024-04-25,239.75999450683594
2024-04-26,240.8800048828125
2024-04-29,239.92999267578125
2024-04-30,239.0500030517578
2024-05-01,229.1999969482422
2024-05-02,224.74000549316406
2024-05-03,223.9499969482422
2024-05-06,224.0399932861328
2024-05-07,226.74000549316406
2024-05-08,224.11000061035156
2024-05-09,224.08999633789062
2024-05-10,224.60000610351562
2024-05-13,222.9199981689453
2024-05-14,221.94000244140625
2024-05-15,221.80999755859375
2024-05-16,221.85000610351562
2024-05-17,222.1199951171875
2024-05-20,221.0
2024-05-21,217.0800018310547
2024-05-22,216.75
2024-05-23,219.82000732421875
2024-05-24,218.88999938964844
2024-05-28,216.2100067138672
2024-05-29,219.05999755859375
2024-05-30,220.52999877929688
2024-05-31,226.57000732421875
2024-06-03,230.50999450683594
2024-06-04,230.6699981689453
2024-06-05,231.77000427246094
2024-06-06,236.6699981689453
2024-06-07,235.47000122070312
2024-06-10,234.57000732421875
2024-06-11,232.6199951171875
2024-06-12,230.13999938964844
2024-06-13,232.22999572753906
2024-06-14,232.52999877929688
2024-06-17,234.6999969482422
2024-06-18,237.1999969482422
2024-06-20,235.67999267578125
2024-06-21,236.67999267578125
2024-06-24,239.36000061035156
2024-06-25,238.3300018310547
2024-06-26,237.27999877929688
2024-06-27,227.9600067138672
2024-06-28,225.3000030517578
2024-07-01,223.52999877929688
2024-07-02,222.50999450683594
2024-07-03,222.5
2024-07-05,222.67999267578125
2024-07-08,223.69000244140625
2024-07-09,222.3699951171875
2024-07-10,222.4199981689453
2024-07-11,222.0
2024-07-12,222.60000610351562
2024-07-15,222.1999969482422
2024-07-16,225.3800048828125
2024-07-17,225.16000366210938
2024-07-18,223.7100067138672
2024-07-19,223.60000610351562
2024-07-22,224.72000122070312
2024-07-23,224.25999450683594
2024-07-24,225.97999572753906
2024-07-25,227.11000061035156
2024-07-26,227.6199951171875
2024-07-29,227.17999267578125
2024-07-30,231.02999877929688
2024-07-31,237.8800048828125
2024-08-01,244.4600067138672
2024-08-02,247.57000732421875
2024-08-05,241.25
2024-08-06,239.82000732421875
2024-08-07,241.10000610351562
2024-08-08,237.0
2024-08-09,237.77000427246094
2024-08-12,237.77000427246094
2024-08-13,236.30999755859375
2024-08-14,237.75
2024-08-15,236.6699981689453
2024-08-16,238.11000061035156
2024-08-19,238.85000610351562
2024-08-20,238.41000366210938
2024-08-21,239.33999633789062
2024-08-22,240.58999633789062
2024-08-23,237.74000549316406
2024-08-26,234.44000244140625
2024-08-27,233.5
2024-08-28,236.4499969482422
2024-08-29,237.60000610351562
2024-08-30,239.57000732421875
2024-09-03,243.72000122070312
2024-09-04,243.39999389648438
2024-09-05,236.24000549316406
2024-09-06,234.97000122070312
2024-09-09,236.52999877929688
2024-09-10,237.52999877929688
2024-09-11,236.22000122070312
2024-09-12,237.64999389648438
2024-09-13,239.8800048828125
2024-09-16,241.24000549316406
2024-09-17,234.52999877929688
2024-09-18,228.47999572753906
2024-09-19,226.55999755859375
2024-09-20,228.11000061035156
2024-09-23,228.3300018310547
2024-09-24,225.35000610351562
2024-09-25,223.42999267578125
2024-09-26,223.8800048828125
2024-09-27,224.9199981689453
2024-09-30,225.0800018310547
2024-10-01,224.22999572753906
2024-10-02,221.63999938964844
2024-10-03,220.9600067138672
2024-10-04,219.94000244140625
2024-10-07,219.5
2024-10-08,220.80999755859375
2024-10-09,221.16000366210938
2024-10-10,222.1999969482422
2024-10-11,222.55999755859375
2024-10-14,224.80999755859375
2024-10-15,233.1199951171875
2024-10-16,236.57000732421875
2024-10-17,235.63999938964844
2024-10-18,237.42999267578125
2024-10-21,236.5399932861328
2024-10-22,234.1699981689453
2024-10-23,234.52000427246094
2024-10-24,235.16000366210938
2024-10-25,234.47000122070312
2024-10-28,233.57000732421875
2024-10-29,231.77000427246094
2024-10-30,229.47999572753906
2024-10-31,228.0800018310547
2024-11-01,234.27000427246094
2024-11-04,233.88999938964844
2024-11-05,233.99000549316406
2024-11-06,245.3800048828125
2024-11-07,247.75999450683594
2024-11-08,248.41000366210938
2024-11-11,249.08999633789062
2024-11-12,248.7899932861328
2024-11-13,249.97000122070312
2024-11-14,243.41000366210938
2024-11-15,240.24000549316406
2024-11-18,242.8699951171875
2024-11-19,240.97999572753906
2024-11-20,243.1999969482422
2024-11-21,245.69000244140625
