Date,ALGN
2023-01-05,219.82000732421875
2023-01-06,220.77000427246094
2023-01-09,227.6699981689453
2023-01-10,232.25
2023-01-11,234.16000366210938
2023-01-12,235.5800018310547
2023-01-13,239.75999450683594
2023-01-17,246.0399932861328
2023-01-18,246.8000030517578
2023-01-19,236.3000030517578
2023-01-20,243.00999450683594
2023-01-23,251.3800048828125
2023-01-24,252.6300048828125
2023-01-25,252.0800018310547
2023-01-26,262.95001220703125
2023-01-27,269.20001220703125
2023-01-30,265.82000732421875
2023-01-31,269.7300109863281
2023-02-01,282.5299987792969
2023-02-02,359.8800048828125
2023-02-03,343.1000061035156
2023-02-06,342.4599914550781
2023-02-07,345.07000732421875
2023-02-08,334.8299865722656
2023-02-09,321.3800048828125
2023-02-10,315.80999755859375
2023-02-13,325.260009765625
2023-02-14,331.5199890136719
2023-02-15,338.3900146484375
2023-02-16,326.1700134277344
2023-02-17,316.7099914550781
2023-02-21,304.0
2023-02-22,302.7200012207031
2023-02-23,305.4599914550781
2023-02-24,306.2799987792969
2023-02-27,304.6400146484375
2023-02-28,309.5
2023-03-01,308.5299987792969
2023-03-02,313.2099914550781
2023-03-03,334.55999755859375
2023-03-06,335.79998779296875
2023-03-07,334.7799987792969
2023-03-08,332.260009765625
2023-03-09,321.6400146484375
2023-03-10,312.7900085449219
2023-03-13,315.4100036621094
2023-03-14,320.760009765625
2023-03-15,318.1700134277344
2023-03-16,326.3999938964844
2023-03-17,320.8699951171875
2023-03-20,316.3599853515625
2023-03-21,327.6400146484375
2023-03-22,312.30999755859375
2023-03-23,311.4800109863281
2023-03-24,306.70001220703125
2023-03-27,305.95001220703125
2023-03-28,305.2900085449219
2023-03-29,306.2099914550781
2023-03-30,311.8500061035156
2023-03-31,334.1400146484375
2023-04-03,327.3500061035156
2023-04-04,326.8500061035156
2023-04-05,317.0199890136719
2023-04-06,323.1400146484375
2023-04-10,330.6600036621094
2023-04-11,339.0
2023-04-12,332.25
2023-04-13,341.3500061035156
2023-04-14,342.2699890136719
2023-04-17,347.69000244140625
2023-04-18,348.04998779296875
2023-04-19,356.3699951171875
2023-04-20,352.3900146484375
2023-04-21,355.1400146484375
2023-04-24,363.05999755859375
2023-04-25,351.5199890136719
2023-04-26,354.54998779296875
2023-04-27,317.7300109863281
2023-04-28,325.29998779296875
2023-05-01,317.3299865722656
2023-05-02,306.8399963378906
2023-05-03,303.1099853515625
2023-05-04,304.1099853515625
2023-05-05,313.6400146484375
2023-05-08,306.07000732421875
2023-05-09,302.739990234375
2023-05-10,305.260009765625
2023-05-11,296.0799865722656
2023-05-12,293.7099914550781
2023-05-15,297.2799987792969
2023-05-16,292.29998779296875
2023-05-17,291.3599853515625
2023-05-18,293.4200134277344
2023-05-19,290.989990234375
2023-05-22,300.8299865722656
2023-05-23,282.54998779296875
2023-05-24,281.2300109863281
2023-05-25,280.0799865722656
2023-05-26,285.3900146484375
2023-05-30,284.95001220703125
2023-05-31,282.6600036621094
2023-06-01,297.20001220703125
2023-06-02,302.0
2023-06-05,305.1499938964844
2023-06-06,304.67999267578125
2023-06-07,301.7300109863281
2023-06-08,306.760009765625
2023-06-09,304.44000244140625
2023-06-12,311.2900085449219
2023-06-13,322.0199890136719
2023-06-14,322.4599914550781
2023-06-15,333.19000244140625
2023-06-16,330.2900085449219
2023-06-20,331.42999267578125
2023-06-21,330.7099914550781
2023-06-22,334.3999938964844
2023-06-23,328.8299865722656
2023-06-26,331.4599914550781
2023-06-27,340.69000244140625
2023-06-28,345.07000732421875
2023-06-29,341.7900085449219
2023-06-30,353.6400146484375
2023-07-03,344.5899963378906
2023-07-05,336.82000732421875
2023-07-06,330.9200134277344
2023-07-07,329.5400085449219
2023-07-10,343.70001220703125
2023-07-11,350.1000061035156
2023-07-12,357.6000061035156
2023-07-13,367.55999755859375
2023-07-14,366.8800048828125
2023-07-17,370.3599853515625
2023-07-18,360.6199951171875
2023-07-19,342.5799865722656
2023-07-20,330.989990234375
2023-07-21,337.3699951171875
2023-07-24,337.010009765625
2023-07-25,332.1400146484375
2023-07-26,339.8500061035156
2023-07-27,385.30999755859375
2023-07-28,381.8999938964844
2023-07-31,377.8900146484375
2023-08-01,376.6199951171875
2023-08-02,367.3999938964844
2023-08-03,366.239990234375
2023-08-04,361.44000244140625
2023-08-07,361.25
2023-08-08,357.75
2023-08-09,352.79998779296875
2023-08-10,347.2300109863281
2023-08-11,352.8800048828125
2023-08-14,360.489990234375
2023-08-15,361.04998779296875
2023-08-16,358.5400085449219
2023-08-17,349.17999267578125
2023-08-18,350.3599853515625
2023-08-21,342.5899963378906
2023-08-22,351.6300048828125
2023-08-23,359.4800109863281
2023-08-24,350.7099914550781
2023-08-25,356.3500061035156
2023-08-28,358.6600036621094
2023-08-29,367.6199951171875
2023-08-30,370.8599853515625
2023-08-31,370.1400146484375
2023-09-01,374.8999938964844
2023-09-05,368.6300048828125
2023-09-06,369.70001220703125
2023-09-07,340.92999267578125
2023-09-08,332.260009765625
2023-09-11,335.17999267578125
2023-09-12,322.2900085449219
2023-09-13,322.4100036621094
2023-09-14,332.8399963378906
2023-09-15,332.0899963378906
2023-09-18,325.32000732421875
2023-09-19,318.0
2023-09-20,309.5
2023-09-21,300.2799987792969
2023-09-22,298.55999755859375
2023-09-25,298.0199890136719
2023-09-26,299.010009765625
2023-09-27,301.67999267578125
2023-09-28,307.510009765625
2023-09-29,305.32000732421875
2023-10-02,299.760009765625
2023-10-03,290.6099853515625
2023-10-04,291.70001220703125
2023-10-05,280.17999267578125
2023-10-06,284.6400146484375
2023-10-09,283.94000244140625
2023-10-10,286.510009765625
2023-10-11,277.5199890136719
2023-10-12,268.0
2023-10-13,265.989990234375
2023-10-16,272.3599853515625
2023-10-17,276.760009765625
2023-10-18,272.3999938964844
2023-10-19,270.2900085449219
2023-10-20,269.8800048828125
2023-10-23,265.7200012207031
2023-10-24,265.4599914550781
2023-10-25,253.69000244140625
2023-10-26,190.55999755859375
2023-10-27,190.94000244140625
2023-10-30,186.74000549316406
2023-10-31,184.58999633789062
2023-11-01,183.2100067138672
2023-11-02,192.32000732421875
2023-11-03,197.44000244140625
2023-11-06,197.77000427246094
2023-11-07,197.52000427246094
2023-11-08,193.6199951171875
2023-11-09,187.33999633789062
2023-11-10,192.1300048828125
2023-11-13,191.22000122070312
2023-11-14,202.72000122070312
2023-11-15,205.05999755859375
2023-11-16,203.1199951171875
2023-11-17,206.63999938964844
2023-11-20,215.24000549316406
2023-11-21,215.3000030517578
2023-11-22,217.2899932861328
2023-11-24,219.47999572753906
2023-11-27,216.75
2023-11-28,214.13999938964844
2023-11-29,216.47999572753906
2023-11-30,213.8000030517578
2023-12-01,220.4499969482422
2023-12-04,219.60000610351562
2023-12-05,215.35000610351562
2023-12-06,216.8699951171875
2023-12-07,216.61000061035156
2023-12-08,221.22999572753906
2023-12-11,218.67999267578125
2023-12-12,217.47000122070312
2023-12-13,231.36000061035156
2023-12-14,257.0199890136719
2023-12-15,255.00999450683594
2023-12-18,261.69000244140625
2023-12-19,268.30999755859375
2023-12-20,262.0799865722656
2023-12-21,274.1000061035156
2023-12-22,271.8699951171875
2023-12-26,274.19000244140625
2023-12-27,275.2799987792969
2023-12-28,276.6700134277344
2023-12-29,274.0
2024-01-02,268.9200134277344
2024-01-03,256.2200012207031
2024-01-04,261.3599853515625
2024-01-05,264.67999267578125
2024-01-08,273.94000244140625
2024-01-09,277.5199890136719
2024-01-10,276.7900085449219
2024-01-11,276.3599853515625
2024-01-12,271.6400146484375
2024-01-16,267.4599914550781
2024-01-17,259.55999755859375
2024-01-18,264.510009765625
2024-01-19,266.3399963378906
2024-01-22,271.6099853515625
2024-01-23,266.42999267578125
2024-01-24,257.07000732421875
2024-01-25,262.1099853515625
2024-01-26,264.2799987792969
2024-01-29,270.3900146484375
2024-01-30,264.739990234375
2024-01-31,267.32000732421875
2024-02-01,273.3800048828125
2024-02-02,273.8999938964844
2024-02-05,275.5799865722656
2024-02-06,288.44000244140625
2024-02-07,284.7300109863281
2024-02-08,295.0
2024-02-09,296.3699951171875
2024-02-12,302.44000244140625
2024-02-13,292.32000732421875
2024-02-14,302.75
2024-02-15,309.7699890136719
2024-02-16,308.7699890136719
2024-02-20,313.5299987792969
2024-02-21,304.6499938964844
2024-02-22,316.55999755859375
2024-02-23,316.8800048828125
2024-02-26,310.8399963378906
2024-02-27,313.05999755859375
2024-02-28,302.3900146484375
2024-02-29,302.4200134277344
2024-03-01,300.010009765625
2024-03-04,308.0400085449219
2024-03-05,299.489990234375
2024-03-06,303.7900085449219
2024-03-07,310.79998779296875
2024-03-08,312.489990234375
2024-03-11,308.0899963378906
2024-03-12,310.67999267578125
2024-03-13,320.69000244140625
2024-03-14,316.9200134277344
2024-03-15,314.3500061035156
2024-03-18,316.1400146484375
2024-03-19,317.20001220703125
2024-03-20,329.1400146484375
2024-03-21,321.2699890136719
2024-03-22,319.4200134277344
2024-03-25,319.2799987792969
2024-03-26,319.94000244140625
2024-03-27,327.8999938964844
2024-03-28,327.9200134277344
2024-04-01,319.6499938964844
2024-04-02,312.07000732421875
2024-04-03,310.1099853515625
2024-04-04,314.95001220703125
2024-04-05,317.5799865722656
2024-04-08,320.05999755859375
2024-04-09,330.25
2024-04-10,327.82000732421875
2024-04-11,324.8999938964844
2024-04-12,314.9700012207031
2024-04-15,304.739990234375
2024-04-16,305.1000061035156
2024-04-17,300.1400146484375
2024-04-18,301.3399963378906
2024-04-19,298.9800109863281
2024-04-22,300.82000732421875
2024-04-23,311.8800048828125
2024-04-24,313.7799987792969
2024-04-25,310.5
2024-04-26,309.0199890136719
2024-04-29,304.82000732421875
2024-04-30,282.3800048828125
2024-05-01,284.5199890136719
2024-05-02,286.5400085449219
2024-05-03,287.8699951171875
2024-05-06,287.3699951171875
2024-05-07,286.5199890136719
2024-05-08,273.6499938964844
2024-05-09,280.3900146484375
2024-05-10,271.70001220703125
2024-05-13,272.739990234375
2024-05-14,278.0799865722656
2024-05-15,280.32000732421875
2024-05-16,273.55999755859375
2024-05-17,271.5
2024-05-20,267.44000244140625
2024-05-21,264.0199890136719
2024-05-22,261.1199951171875
2024-05-23,252.38999938964844
2024-05-24,255.6199951171875
2024-05-28,253.77000427246094
2024-05-29,252.75999450683594
2024-05-30,256.5
2024-05-31,257.2099914550781
2024-06-03,254.52999877929688
2024-06-04,248.91000366210938
2024-06-05,256.010009765625
2024-06-06,257.4599914550781
2024-06-07,255.5399932861328
2024-06-10,255.6999969482422
2024-06-11,253.27999877929688
2024-06-12,266.1300048828125
2024-06-13,271.2799987792969
2024-06-14,256.010009765625
2024-06-17,245.52000427246094
2024-06-18,242.1999969482422
2024-06-20,242.61000061035156
2024-06-21,242.19000244140625
2024-06-24,237.0800018310547
2024-06-25,235.22999572753906
2024-06-26,243.61000061035156
2024-06-27,243.0
2024-06-28,241.42999267578125
2024-07-01,238.63999938964844
2024-07-02,239.74000549316406
2024-07-03,243.3699951171875
2024-07-05,243.60000610351562
2024-07-08,248.94000244140625
2024-07-09,247.47999572753906
2024-07-10,249.1300048828125
2024-07-11,256.29998779296875
2024-07-12,242.64999389648438
2024-07-15,240.27000427246094
2024-07-16,247.5399932861328
2024-07-17,250.5800018310547
2024-07-18,250.66000366210938
2024-07-19,251.60000610351562
2024-07-22,249.30999755859375
2024-07-23,250.64999389648438
2024-07-24,244.8000030517578
2024-07-25,226.0500030517578
2024-07-26,220.4499969482422
2024-07-29,223.9600067138672
2024-07-30,231.16000366210938
2024-07-31,231.8800048828125
2024-08-01,228.3300018310547
2024-08-02,213.49000549316406
2024-08-05,207.94000244140625
2024-08-06,206.36000061035156
2024-08-07,204.02999877929688
2024-08-08,214.14999389648438
2024-08-09,214.9199981689453
2024-08-12,213.57000732421875
2024-08-13,219.8300018310547
2024-08-14,220.02999877929688
2024-08-15,235.3300018310547
2024-08-16,240.35000610351562
2024-08-19,240.00999450683594
2024-08-20,233.22999572753906
2024-08-21,235.1300048828125
2024-08-22,228.69000244140625
2024-08-23,233.97000122070312
2024-08-26,231.64999389648438
2024-08-27,236.27999877929688
2024-08-28,230.92999267578125
2024-08-29,235.14999389648438
2024-08-30,237.22000122070312
2024-09-03,226.5
2024-09-04,222.33999633789062
2024-09-05,226.52000427246094
2024-09-06,221.14999389648438
2024-09-09,221.3800048828125
2024-09-10,227.14999389648438
2024-09-11,225.14999389648438
2024-09-12,228.86000061035156
2024-09-13,243.72999572753906
2024-09-16,249.55999755859375
2024-09-17,253.16000366210938
2024-09-18,253.00999450683594
2024-09-19,257.1700134277344
2024-09-20,252.85000610351562
2024-09-23,253.16000366210938
2024-09-24,249.00999450683594
2024-09-25,242.4499969482422
2024-09-26,249.4600067138672
2024-09-27,254.80999755859375
2024-09-30,254.32000732421875
2024-10-01,245.35000610351562
2024-10-02,238.05999755859375
2024-10-03,236.97000122070312
2024-10-04,241.35000610351562
2024-10-07,234.85000610351562
2024-10-08,234.05999755859375
2024-10-09,233.7899932861328
2024-10-10,229.64999389648438
2024-10-11,222.0399932861328
2024-10-14,221.27000427246094
2024-10-15,219.14999389648438
2024-10-16,216.0500030517578
2024-10-17,216.02000427246094
2024-10-18,219.6999969482422
2024-10-21,216.55999755859375
2024-10-22,210.80999755859375
2024-10-23,207.66000366210938
2024-10-24,216.4199981689453
2024-10-25,219.3000030517578
2024-10-28,215.8000030517578
2024-10-29,212.77999877929688
2024-10-30,210.86000061035156
2024-10-31,205.02999877929688
2024-11-01,208.5800018310547
2024-11-04,210.77999877929688
2024-11-05,212.14999389648438
2024-11-06,224.85000610351562
2024-11-07,222.17999267578125
2024-11-08,220.50999450683594
2024-11-11,225.24000549316406
2024-11-12,219.08999633789062
2024-11-13,215.02999877929688
2024-11-14,221.63999938964844
2024-11-15,223.69000244140625
2024-11-18,229.89999389648438
2024-11-19,222.5800018310547
2024-11-20,223.8699951171875
2024-11-21,228.2100067138672
