Date,GOOG
2022-02-28,134.89100646972656
2022-03-01,134.16799926757812
2022-03-02,134.75149536132812
2022-03-03,134.30799865722656
2022-03-04,132.1219940185547
2022-03-07,126.4645004272461
2022-03-08,127.27850341796875
2022-03-09,133.86599731445312
2022-03-10,132.6820068359375
2022-03-11,130.47549438476562
2022-03-14,126.74099731445312
2022-03-15,129.66050720214844
2022-03-16,133.6905059814453
2022-03-17,134.60049438476562
2022-03-18,136.80149841308594
2022-03-21,136.47850036621094
2022-03-22,140.27749633789062
2022-03-23,138.5034942626953
2022-03-24,141.31199645996094
2022-03-25,141.52149963378906
2022-03-28,141.9499969482422
2022-03-29,143.25
2022-03-30,142.64450073242188
2022-03-31,139.64950561523438
2022-04-01,140.6999969482422
2022-04-04,143.6425018310547
2022-04-05,141.06300354003906
2022-04-06,137.17599487304688
2022-04-07,136.46499633789062
2022-04-08,134.010498046875
2022-04-11,129.79649353027344
2022-04-12,128.37449645996094
2022-04-13,130.28599548339844
2022-04-14,127.25299835205078
2022-04-18,127.96099853515625
2022-04-19,130.531005859375
2022-04-20,128.24549865722656
2022-04-21,124.9375
2022-04-22,119.61399841308594
2022-04-25,123.25
2022-04-26,119.50599670410156
2022-04-27,115.02050018310547
2022-04-28,119.4114990234375
2022-04-29,114.96649932861328
2022-05-02,117.15699768066406
2022-05-03,118.12950134277344
2022-05-04,122.57499694824219
2022-05-05,116.74649810791016
2022-05-06,115.66000366210938
2022-05-09,113.08399963378906
2022-05-10,114.58450317382812
2022-05-11,113.96099853515625
2022-05-12,113.16100311279297
2022-05-13,116.5155029296875
2022-05-16,114.7925033569336
2022-05-17,116.70149993896484
2022-05-18,112.4010009765625
2022-05-19,110.74549865722656
2022-05-20,109.31300354003906
2022-05-23,111.66649627685547
2022-05-24,105.9260025024414
2022-05-25,105.8395004272461
2022-05-26,108.2959976196289
2022-05-27,112.79900360107422
2022-05-31,114.03900146484375
2022-06-01,114.13700103759766
2022-06-02,117.74600219726562
2022-06-03,114.56400299072266
2022-06-06,117.010498046875
2022-06-07,117.22949981689453
2022-06-08,117.23799896240234
2022-06-09,114.91799926757812
2022-06-10,111.42749786376953
2022-06-13,106.87650299072266
2022-06-14,107.19400024414062
2022-06-15,110.3905029296875
2022-06-16,106.63600158691406
2022-06-17,107.8655014038086
2022-06-21,112.01499938964844
2022-06-22,112.03399658203125
2022-06-23,112.68450164794922
2022-06-24,118.53800201416016
2022-06-27,116.62249755859375
2022-06-28,112.57150268554688
2022-06-29,112.25650024414062
2022-06-30,109.37249755859375
2022-07-01,109.08100128173828
2022-07-05,113.88700103759766
2022-07-06,115.2135009765625
2022-07-07,119.30599975585938
2022-07-08,120.16850280761719
2022-07-11,116.52249908447266
2022-07-12,114.84950256347656
2022-07-13,112.18699645996094
2022-07-14,111.44000244140625
2022-07-15,112.76699829101562
2022-07-18,109.91000366210938
2022-07-19,114.62000274658203
2022-07-20,114.69999694824219
2022-07-21,115.04000091552734
2022-07-22,108.36000061035156
2022-07-25,108.20999908447266
2022-07-26,105.44000244140625
2022-07-27,113.5999984741211
2022-07-28,114.58999633789062
2022-07-29,116.63999938964844
2022-08-01,115.4800033569336
2022-08-02,115.9000015258789
2022-08-03,118.77999877929688
2022-08-04,118.87000274658203
2022-08-05,118.22000122070312
2022-08-08,118.13999938964844
2022-08-09,117.5
2022-08-10,120.6500015258789
2022-08-11,119.81999969482422
2022-08-12,122.6500015258789
2022-08-15,122.87999725341797
2022-08-16,122.51000213623047
2022-08-17,120.31999969482422
2022-08-18,120.86000061035156
2022-08-19,118.12000274658203
2022-08-22,115.06999969482422
2022-08-23,114.7699966430664
2022-08-24,114.69999694824219
2022-08-25,117.69999694824219
2022-08-26,111.30000305175781
2022-08-29,110.33999633789062
2022-08-30,109.91000366210938
2022-08-31,109.1500015258789
2022-09-01,110.55000305175781
2022-09-02,108.68000030517578
2022-09-06,107.4800033569336
2022-09-07,110.4800033569336
2022-09-08,109.41999816894531
2022-09-09,111.77999877929688
2022-09-12,111.87000274658203
2022-09-13,105.30999755859375
2022-09-14,105.87000274658203
2022-09-15,103.9000015258789
2022-09-16,103.62999725341797
2022-09-19,103.8499984741211
2022-09-20,101.83000183105469
2022-09-21,100.01000213623047
2022-09-22,100.56999969482422
2022-09-23,99.16999816894531
2022-09-26,98.80999755859375
2022-09-27,98.08999633789062
2022-09-28,100.73999786376953
2022-09-29,98.08999633789062
2022-09-30,96.1500015258789
2022-10-03,99.30000305175781
2022-10-04,102.41000366210938
2022-10-05,102.22000122070312
2022-10-06,102.23999786376953
2022-10-07,99.56999969482422
2022-10-10,98.70999908447266
2022-10-11,98.05000305175781
2022-10-12,98.30000305175781
2022-10-13,99.70999908447266
2022-10-14,97.18000030517578
2022-10-17,100.77999877929688
2022-10-18,101.38999938964844
2022-10-19,100.29000091552734
2022-10-20,100.52999877929688
2022-10-21,101.4800033569336
2022-10-24,102.97000122070312
2022-10-25,104.93000030517578
2022-10-26,94.81999969482422
2022-10-27,92.5999984741211
2022-10-28,96.58000183105469
2022-10-31,94.66000366210938
2022-11-01,90.5
2022-11-02,87.06999969482422
2022-11-03,83.48999786376953
2022-11-04,86.69999694824219
2022-11-07,88.6500015258789
2022-11-08,88.91000366210938
2022-11-09,87.4000015258789
2022-11-10,94.16999816894531
2022-11-11,96.7300033569336
2022-11-14,96.02999877929688
2022-11-15,98.72000122070312
2022-11-16,98.98999786376953
2022-11-17,98.5
2022-11-18,97.80000305175781
2022-11-21,95.83000183105469
2022-11-22,97.33000183105469
2022-11-23,98.81999969482422
2022-11-25,97.5999984741211
2022-11-28,96.25
2022-11-29,95.44000244140625
2022-11-30,101.44999694824219
2022-12-01,101.27999877929688
2022-12-02,100.83000183105469
2022-12-05,99.87000274658203
2022-12-06,97.30999755859375
2022-12-07,95.1500015258789
2022-12-08,93.94999694824219
2022-12-09,93.06999969482422
2022-12-12,93.55999755859375
2022-12-13,95.8499984741211
2022-12-14,95.30999755859375
2022-12-15,91.19999694824219
2022-12-16,90.86000061035156
2022-12-19,89.1500015258789
2022-12-20,89.62999725341797
2022-12-21,90.25
2022-12-22,88.26000213623047
2022-12-23,89.80999755859375
2022-12-27,87.93000030517578
2022-12-28,86.45999908447266
2022-12-29,88.94999694824219
2022-12-30,88.7300033569336
2023-01-03,89.69999694824219
2023-01-04,88.70999908447266
2023-01-05,86.7699966430664
2023-01-06,88.16000366210938
2023-01-09,88.80000305175781
2023-01-10,89.23999786376953
2023-01-11,92.26000213623047
2023-01-12,91.91000366210938
2023-01-13,92.80000305175781
2023-01-17,92.16000366210938
2023-01-18,91.77999877929688
2023-01-19,93.91000366210938
2023-01-20,99.27999877929688
2023-01-23,101.20999908447266
2023-01-24,99.20999908447266
2023-01-25,96.7300033569336
2023-01-26,99.16000366210938
2023-01-27,100.70999908447266
2023-01-30,97.94999694824219
2023-01-31,99.87000274658203
2023-02-01,101.43000030517578
2023-02-02,108.80000305175781
2023-02-03,105.22000122070312
2023-02-06,103.47000122070312
2023-02-07,108.04000091552734
2023-02-08,100.0
2023-02-09,95.45999908447266
2023-02-10,94.86000061035156
2023-02-13,95.0
2023-02-14,94.94999694824219
2023-02-15,97.0999984741211
2023-02-16,95.77999877929688
2023-02-17,94.58999633789062
2023-02-21,92.05000305175781
2023-02-22,91.80000305175781
2023-02-23,91.06999969482422
2023-02-24,89.3499984741211
2023-02-27,90.0999984741211
2023-02-28,90.30000305175781
2023-03-01,90.51000213623047
2023-03-02,92.30999755859375
2023-03-03,94.0199966430664
2023-03-06,95.58000183105469
2023-03-07,94.16999816894531
2023-03-08,94.6500015258789
2023-03-09,92.66000366210938
2023-03-10,91.01000213623047
2023-03-13,91.66000366210938
2023-03-14,94.25
2023-03-15,96.55000305175781
2023-03-16,101.06999969482422
2023-03-17,102.45999908447266
2023-03-20,101.93000030517578
2023-03-21,105.83999633789062
2023-03-22,104.22000122070312
2023-03-23,106.26000213623047
2023-03-24,106.05999755859375
2023-03-27,103.05999755859375
2023-03-28,101.36000061035156
2023-03-29,101.9000015258789
2023-03-30,101.31999969482422
2023-03-31,104.0
2023-04-03,104.91000366210938
2023-04-04,105.12000274658203
2023-04-05,104.94999694824219
2023-04-06,108.9000015258789
2023-04-10,106.94999694824219
2023-04-11,106.12000274658203
2023-04-12,105.22000122070312
2023-04-13,108.19000244140625
2023-04-14,109.45999908447266
2023-04-17,106.41999816894531
2023-04-18,105.12000274658203
2023-04-19,105.0199966430664
2023-04-20,105.9000015258789
2023-04-21,105.91000366210938
2023-04-24,106.77999877929688
2023-04-25,104.61000061035156
2023-04-26,104.44999694824219
2023-04-27,108.37000274658203
2023-04-28,108.22000122070312
2023-05-01,107.70999908447266
2023-05-02,105.9800033569336
2023-05-03,106.12000274658203
2023-05-04,105.20999908447266
2023-05-05,106.21499633789062
2023-05-08,108.23999786376953
2023-05-09,107.94000244140625
2023-05-10,112.27999877929688
2023-05-11,116.9000015258789
2023-05-12,117.91999816894531
2023-05-15,116.95999908447266
2023-05-16,120.08999633789062
2023-05-17,121.4800033569336
2023-05-18,123.5199966430664
2023-05-19,123.25
2023-05-22,125.87000274658203
2023-05-23,123.29000091552734
2023-05-24,121.63999938964844
2023-05-25,124.3499984741211
2023-05-26,125.43000030517578
2023-05-30,124.63999938964844
2023-05-31,123.37000274658203
2023-06-01,124.37000274658203
2023-06-02,125.2300033569336
2023-06-05,126.62999725341797
2023-06-06,127.91000366210938
2023-06-07,122.94000244140625
2023-06-08,122.66999816894531
2023-06-09,122.87000274658203
2023-06-12,124.3499984741211
2023-06-13,124.43000030517578
2023-06-14,124.37999725341797
2023-06-15,125.79000091552734
2023-06-16,124.05999755859375
2023-06-20,123.8499984741211
2023-06-21,121.26000213623047
2023-06-22,123.87000274658203
2023-06-23,123.0199966430664
2023-06-26,119.08999633789062
2023-06-27,119.01000213623047
2023-06-28,121.08000183105469
2023-06-29,120.01000213623047
2023-06-30,120.97000122070312
2023-07-03,120.55999755859375
2023-07-05,122.62999725341797
2023-07-06,120.93000030517578
2023-07-07,120.13999938964844
2023-07-10,116.87000274658203
2023-07-11,117.70999908447266
2023-07-12,119.62000274658203
2023-07-13,124.83000183105469
2023-07-14,125.69999694824219
2023-07-17,125.05999755859375
2023-07-18,124.08000183105469
2023-07-19,122.77999877929688
2023-07-20,119.52999877929688
2023-07-21,120.30999755859375
2023-07-24,121.87999725341797
2023-07-25,122.79000091552734
2023-07-26,129.66000366210938
2023-07-27,129.8699951171875
2023-07-28,133.00999450683594
2023-07-31,133.11000061035156
2023-08-01,131.88999938964844
2023-08-02,128.63999938964844
2023-08-03,128.77000427246094
2023-08-04,128.5399932861328
