Date,VRSN
2023-02-02,222.3699951171875
2023-02-03,217.72999572753906
2023-02-06,213.72999572753906
2023-02-07,215.86000061035156
2023-02-08,212.36000061035156
2023-02-09,208.08999633789062
2023-02-10,210.17999267578125
2023-02-13,212.8699951171875
2023-02-14,213.82000732421875
2023-02-15,213.5800018310547
2023-02-16,207.4199981689453
2023-02-17,204.7100067138672
2023-02-21,203.8699951171875
2023-02-22,203.02000427246094
2023-02-23,202.0
2023-02-24,198.3800048828125
2023-02-27,198.27999877929688
2023-02-28,196.8300018310547
2023-03-01,196.27000427246094
2023-03-02,197.0
2023-03-03,200.66000366210938
2023-03-06,199.8300018310547
2023-03-07,197.9499969482422
2023-03-08,198.3300018310547
2023-03-09,196.08999633789062
2023-03-10,191.1999969482422
2023-03-13,191.25999450683594
2023-03-14,192.05999755859375
2023-03-15,191.89999389648438
2023-03-16,194.17999267578125
2023-03-17,193.35000610351562
2023-03-20,198.17999267578125
2023-03-21,200.60000610351562
2023-03-22,197.16000366210938
2023-03-23,200.6199951171875
2023-03-24,201.8800048828125
2023-03-27,203.92999267578125
2023-03-28,204.1199951171875
2023-03-29,205.3699951171875
2023-03-30,206.10000610351562
2023-03-31,211.3300018310547
2023-04-03,213.33999633789062
2023-04-04,213.85000610351562
2023-04-05,212.44000244140625
2023-04-06,213.05999755859375
2023-04-10,212.5800018310547
2023-04-11,213.69000244140625
2023-04-12,212.60000610351562
2023-04-13,216.8699951171875
2023-04-14,216.4600067138672
2023-04-17,217.1300048828125
2023-04-18,217.97000122070312
2023-04-19,215.6199951171875
2023-04-20,215.27000427246094
2023-04-21,217.55999755859375
2023-04-24,215.63999938964844
2023-04-25,212.8300018310547
2023-04-26,212.1999969482422
2023-04-27,216.89999389648438
2023-04-28,221.8000030517578
2023-05-01,219.39999389648438
2023-05-02,219.61000061035156
2023-05-03,222.5800018310547
2023-05-04,220.77000427246094
2023-05-05,219.49000549316406
2023-05-08,219.8699951171875
2023-05-09,217.97000122070312
2023-05-10,222.94000244140625
2023-05-11,220.47000122070312
2023-05-12,222.72999572753906
2023-05-15,226.08999633789062
2023-05-16,224.47000122070312
2023-05-17,223.9600067138672
2023-05-18,225.9199981689453
2023-05-19,227.41000366210938
2023-05-22,228.5399932861328
2023-05-23,223.02000427246094
2023-05-24,222.0399932861328
2023-05-25,223.85000610351562
2023-05-26,225.99000549316406
2023-05-30,224.85000610351562
2023-05-31,223.32000732421875
2023-06-01,223.27999877929688
2023-06-02,226.97000122070312
2023-06-05,224.9600067138672
2023-06-06,224.36000061035156
2023-06-07,220.8300018310547
2023-06-08,220.50999450683594
2023-06-09,220.97000122070312
2023-06-12,223.91000366210938
2023-06-13,223.4499969482422
2023-06-14,220.7899932861328
2023-06-15,224.7100067138672
2023-06-16,223.69000244140625
2023-06-20,221.69000244140625
2023-06-21,220.36000061035156
2023-06-22,220.27000427246094
2023-06-23,221.3300018310547
2023-06-26,219.4499969482422
2023-06-27,221.44000244140625
2023-06-28,222.80999755859375
2023-06-29,222.92999267578125
2023-06-30,225.97000122070312
2023-07-03,222.91000366210938
2023-07-05,222.4499969482422
2023-07-06,223.1300048828125
2023-07-07,222.4499969482422
2023-07-10,225.08999633789062
2023-07-11,213.72999572753906
2023-07-12,215.8300018310547
2023-07-13,216.41000366210938
2023-07-14,216.6300048828125
2023-07-17,215.30999755859375
2023-07-18,215.4600067138672
2023-07-19,215.00999450683594
2023-07-20,213.60000610351562
2023-07-21,213.88999938964844
2023-07-24,211.8800048828125
2023-07-25,211.0500030517578
2023-07-26,210.83999633789062
2023-07-27,209.4499969482422
2023-07-28,208.27999877929688
2023-07-31,210.9499969482422
2023-08-01,211.39999389648438
2023-08-02,207.88999938964844
2023-08-03,208.1300048828125
2023-08-04,205.11000061035156
2023-08-07,205.25
2023-08-08,203.2100067138672
2023-08-09,204.61000061035156
2023-08-10,203.97000122070312
2023-08-11,205.9600067138672
2023-08-14,208.25999450683594
2023-08-15,206.1300048828125
2023-08-16,204.8699951171875
2023-08-17,201.11000061035156
2023-08-18,201.33999633789062
2023-08-21,201.92999267578125
2023-08-22,202.99000549316406
2023-08-23,205.19000244140625
2023-08-24,202.57000732421875
2023-08-25,205.74000549316406
2023-08-28,206.52999877929688
2023-08-29,207.35000610351562
2023-08-30,209.1199951171875
2023-08-31,207.7899932861328
2023-09-01,205.14999389648438
2023-09-05,206.25
2023-09-06,205.5800018310547
2023-09-07,207.75
2023-09-08,206.55999755859375
2023-09-11,202.25999450683594
2023-09-12,198.47999572753906
2023-09-13,199.47000122070312
2023-09-14,200.41000366210938
2023-09-15,200.72000122070312
2023-09-18,199.72000122070312
2023-09-19,200.39999389648438
2023-09-20,200.75
2023-09-21,200.3300018310547
2023-09-22,199.72000122070312
2023-09-25,200.94000244140625
2023-09-26,200.2899932861328
2023-09-27,200.47000122070312
2023-09-28,202.58999633789062
2023-09-29,202.52999877929688
2023-10-02,202.33999633789062
2023-10-03,201.30999755859375
2023-10-04,204.5
2023-10-05,205.0800018310547
2023-10-06,207.2100067138672
2023-10-09,207.77000427246094
2023-10-10,208.2899932861328
2023-10-11,210.08999633789062
2023-10-12,208.92999267578125
2023-10-13,207.47000122070312
2023-10-16,211.17999267578125
2023-10-17,214.27000427246094
2023-10-18,213.0399932861328
2023-10-19,211.66000366210938
2023-10-20,208.1199951171875
2023-10-23,206.4199981689453
2023-10-24,206.8699951171875
2023-10-25,206.47000122070312
2023-10-26,204.52999877929688
2023-10-27,192.6300048828125
2023-10-30,198.1300048828125
2023-10-31,199.66000366210938
2023-11-01,194.52999877929688
2023-11-02,200.35000610351562
2023-11-03,202.49000549316406
2023-11-06,203.30999755859375
2023-11-07,203.86000061035156
2023-11-08,205.02000427246094
2023-11-09,204.0399932861328
2023-11-10,207.25999450683594
2023-11-13,208.1199951171875
2023-11-14,208.10000610351562
2023-11-15,206.5500030517578
2023-11-16,209.32000732421875
2023-11-17,210.1199951171875
2023-11-20,210.8800048828125
2023-11-21,212.60000610351562
2023-11-22,214.16000366210938
2023-11-24,213.22999572753906
2023-11-27,213.9600067138672
2023-11-28,213.49000549316406
2023-11-29,211.6999969482422
2023-11-30,212.1999969482422
2023-12-01,217.77000427246094
2023-12-04,218.72999572753906
2023-12-05,217.17999267578125
2023-12-06,215.97999572753906
2023-12-07,214.58999633789062
2023-12-08,212.97000122070312
2023-12-11,213.99000549316406
2023-12-12,216.80999755859375
2023-12-13,220.02000427246094
2023-12-14,210.49000549316406
2023-12-15,206.64999389648438
2023-12-18,206.25
2023-12-19,205.13999938964844
2023-12-20,204.27999877929688
2023-12-21,204.4600067138672
2023-12-22,206.38999938964844
2023-12-26,206.8300018310547
2023-12-27,205.75
2023-12-28,206.27999877929688
2023-12-29,205.9600067138672
2024-01-02,201.55999755859375
2024-01-03,201.2100067138672
2024-01-04,198.47999572753906
2024-01-05,196.91000366210938
2024-01-08,199.0
2024-01-09,197.57000732421875
2024-01-10,203.4199981689453
2024-01-11,203.75999450683594
2024-01-12,204.17999267578125
2024-01-16,202.44000244140625
2024-01-17,201.83999633789062
2024-01-18,203.99000549316406
2024-01-19,205.3699951171875
2024-01-22,205.25999450683594
2024-01-23,206.35000610351562
2024-01-24,203.97999572753906
2024-01-25,203.0399932861328
2024-01-26,203.11000061035156
2024-01-29,202.89999389648438
2024-01-30,201.8000030517578
2024-01-31,198.8800048828125
2024-02-01,200.25
2024-02-02,199.60000610351562
2024-02-05,198.35000610351562
2024-02-06,198.7100067138672
2024-02-07,200.27999877929688
2024-02-08,201.02000427246094
2024-02-09,198.3800048828125
2024-02-12,195.83999633789062
2024-02-13,194.50999450683594
2024-02-14,195.3300018310547
2024-02-15,197.82000732421875
2024-02-16,194.24000549316406
2024-02-20,192.22999572753906
2024-02-21,192.77999877929688
2024-02-22,194.27000427246094
2024-02-23,196.55999755859375
2024-02-26,193.02000427246094
2024-02-27,193.55999755859375
2024-02-28,194.41000366210938
2024-02-29,195.2899932861328
2024-03-01,195.22999572753906
2024-03-04,192.17999267578125
2024-03-05,191.3699951171875
2024-03-06,191.33999633789062
2024-03-07,192.64999389648438
2024-03-08,191.02000427246094
2024-03-11,192.8300018310547
2024-03-12,191.97999572753906
2024-03-13,191.1699981689453
2024-03-14,190.5800018310547
2024-03-15,190.25
2024-03-18,190.1300048828125
2024-03-19,192.25
2024-03-20,189.88999938964844
2024-03-21,190.82000732421875
2024-03-22,188.85000610351562
2024-03-25,187.19000244140625
2024-03-26,187.10000610351562
2024-03-27,189.10000610351562
2024-03-28,189.50999450683594
2024-04-01,189.33999633789062
2024-04-02,191.4199981689453
2024-04-03,188.97000122070312
2024-04-04,187.02999877929688
2024-04-05,187.82000732421875
2024-04-08,187.1699981689453
2024-04-09,189.69000244140625
2024-04-10,188.30999755859375
2024-04-11,189.77999877929688
2024-04-12,185.42999267578125
2024-04-15,183.1999969482422
2024-04-16,182.6300048828125
2024-04-17,181.57000732421875
2024-04-18,182.9600067138672
2024-04-19,184.1199951171875
2024-04-22,184.74000549316406
2024-04-23,185.1199951171875
2024-04-24,185.5500030517578
2024-04-25,182.67999267578125
2024-04-26,175.47999572753906
2024-04-29,175.11000061035156
2024-04-30,169.47999572753906
2024-05-01,171.0800018310547
2024-05-02,168.33999633789062
2024-05-03,168.32000732421875
2024-05-06,168.91000366210938
2024-05-07,169.55999755859375
2024-05-08,168.55999755859375
2024-05-09,169.7899932861328
2024-05-10,171.22999572753906
2024-05-13,171.08999633789062
2024-05-14,169.72999572753906
2024-05-15,169.25
2024-05-16,170.9600067138672
2024-05-17,170.75
2024-05-20,172.6199951171875
2024-05-21,174.22000122070312
2024-05-22,175.07000732421875
2024-05-23,172.0
2024-05-24,171.1699981689453
2024-05-28,171.0500030517578
2024-05-29,170.80999755859375
2024-05-30,169.5800018310547
2024-05-31,174.32000732421875
2024-06-03,174.92999267578125
2024-06-04,178.7899932861328
2024-06-05,180.77999877929688
2024-06-06,180.3000030517578
2024-06-07,180.4600067138672
2024-06-10,180.1300048828125
2024-06-11,181.99000549316406
2024-06-12,180.05999755859375
2024-06-13,179.6999969482422
2024-06-14,180.30999755859375
2024-06-17,178.2899932861328
2024-06-18,178.1999969482422
2024-06-20,180.88999938964844
2024-06-21,181.69000244140625
2024-06-24,180.0
2024-06-25,177.9199981689453
2024-06-26,179.10000610351562
2024-06-27,178.22999572753906
2024-06-28,177.8000030517578
2024-07-01,175.7100067138672
2024-07-02,175.97999572753906
2024-07-03,175.4499969482422
2024-07-05,176.8000030517578
2024-07-08,175.83999633789062
2024-07-09,174.17999267578125
2024-07-10,174.6199951171875
2024-07-11,174.85000610351562
2024-07-12,177.75999450683594
2024-07-15,176.89999389648438
2024-07-16,179.8000030517578
2024-07-17,179.33999633789062
2024-07-18,177.6300048828125
2024-07-19,177.17999267578125
2024-07-22,177.4600067138672
2024-07-23,176.25999450683594
2024-07-24,174.97000122070312
2024-07-25,176.74000549316406
2024-07-26,184.10000610351562
2024-07-29,186.64999389648438
2024-07-30,186.9600067138672
2024-07-31,187.00999450683594
2024-08-01,188.3699951171875
2024-08-02,187.7100067138672
2024-08-05,178.6199951171875
2024-08-06,177.16000366210938
2024-08-07,175.22000122070312
2024-08-08,177.27000427246094
2024-08-09,175.00999450683594
2024-08-12,174.85000610351562
2024-08-13,174.74000549316406
2024-08-14,174.92999267578125
2024-08-15,177.77000427246094
2024-08-16,179.86000061035156
2024-08-19,182.80999755859375
2024-08-20,178.8300018310547
2024-08-21,180.4199981689453
2024-08-22,180.07000732421875
2024-08-23,179.32000732421875
2024-08-26,181.5
2024-08-27,181.74000549316406
2024-08-28,181.19000244140625
2024-08-29,182.0
2024-08-30,183.89999389648438
2024-09-03,184.91000366210938
2024-09-04,184.88999938964844
2024-09-05,183.44000244140625
2024-09-06,181.83999633789062
2024-09-09,181.9600067138672
2024-09-10,181.1199951171875
2024-09-11,182.05999755859375
2024-09-12,179.97000122070312
2024-09-13,182.80999755859375
2024-09-16,182.4600067138672
2024-09-17,182.86000061035156
2024-09-18,179.27000427246094
2024-09-19,182.4199981689453
2024-09-20,181.22000122070312
2024-09-23,182.5500030517578
2024-09-24,183.8800048828125
2024-09-25,182.44000244140625
2024-09-26,186.19000244140625
2024-09-27,190.63999938964844
2024-09-30,189.9600067138672
2024-10-01,187.13999938964844
2024-10-02,187.75999450683594
2024-10-03,186.39999389648438
2024-10-04,186.89999389648438
2024-10-07,184.3699951171875
2024-10-08,185.38999938964844
2024-10-09,186.00999450683594
2024-10-10,186.86000061035156
2024-10-11,188.10000610351562
2024-10-14,188.38999938964844
2024-10-15,188.07000732421875
2024-10-16,187.05999755859375
2024-10-17,185.8800048828125
2024-10-18,187.72000122070312
2024-10-21,187.1699981689453
2024-10-22,186.88999938964844
2024-10-23,185.75
2024-10-24,185.1199951171875
2024-10-25,181.25999450683594
2024-10-28,179.07000732421875
2024-10-29,178.77000427246094
2024-10-30,177.38999938964844
2024-10-31,176.83999633789062
2024-11-01,176.67999267578125
2024-11-04,177.86000061035156
2024-11-05,179.14999389648438
2024-11-06,186.5800018310547
2024-11-07,185.9600067138672
2024-11-08,183.55999755859375
2024-11-11,185.10000610351562
2024-11-12,184.0399932861328
2024-11-13,184.99000549316406
2024-11-14,184.36000061035156
2024-11-15,180.8800048828125
2024-11-18,179.1999969482422
2024-11-19,178.25
2024-11-20,181.41000366210938
2024-11-21,184.89999389648438
