Date,EIX
2022-02-28,63.41999816894531
2022-03-01,63.650001525878906
2022-03-02,64.48999786376953
2022-03-03,65.25
2022-03-04,65.58999633789062
2022-03-07,66.19000244140625
2022-03-08,65.16999816894531
2022-03-09,65.47000122070312
2022-03-10,65.76000213623047
2022-03-11,64.79000091552734
2022-03-14,64.62000274658203
2022-03-15,66.12999725341797
2022-03-16,66.30999755859375
2022-03-17,66.19000244140625
2022-03-18,64.6500015258789
2022-03-21,65.44000244140625
2022-03-22,65.94000244140625
2022-03-23,66.5999984741211
2022-03-24,66.95999908447266
2022-03-25,68.79000091552734
2022-03-28,69.20999908447266
2022-03-29,69.7300033569336
2022-03-30,69.45999908447266
2022-03-31,70.0999984741211
2022-04-01,71.04000091552734
2022-04-04,70.80000305175781
2022-04-05,70.29000091552734
2022-04-06,71.54000091552734
2022-04-07,70.69000244140625
2022-04-08,71.94999694824219
2022-04-11,70.80000305175781
2022-04-12,71.87999725341797
2022-04-13,72.45999908447266
2022-04-14,71.83999633789062
2022-04-18,71.75
2022-04-19,71.80999755859375
2022-04-20,72.75
2022-04-21,72.70999908447266
2022-04-22,71.62000274658203
2022-04-25,71.2699966430664
2022-04-26,70.2300033569336
2022-04-27,70.41000366210938
2022-04-28,70.80000305175781
2022-04-29,68.79000091552734
2022-05-02,67.91000366210938
2022-05-03,68.41999816894531
2022-05-04,70.36000061035156
2022-05-05,68.81999969482422
2022-05-06,70.30000305175781
2022-05-09,70.05999755859375
2022-05-10,67.48999786376953
2022-05-11,68.41999816894531
2022-05-12,64.86000061035156
2022-05-13,65.45999908447266
2022-05-16,66.58999633789062
2022-05-17,66.66000366210938
2022-05-18,65.83000183105469
2022-05-19,65.8499984741211
2022-05-20,65.8499984741211
2022-05-23,66.44999694824219
2022-05-24,68.08000183105469
2022-05-25,68.41999816894531
2022-05-26,69.02999877929688
2022-05-27,70.05999755859375
2022-05-31,69.91000366210938
2022-06-01,69.7300033569336
2022-06-02,70.36000061035156
2022-06-03,69.77999877929688
2022-06-06,69.4000015258789
2022-06-07,70.2300033569336
2022-06-08,69.12999725341797
2022-06-09,66.73999786376953
2022-06-10,66.9800033569336
2022-06-13,62.380001068115234
2022-06-14,60.97999954223633
2022-06-15,61.130001068115234
2022-06-16,60.33000183105469
2022-06-17,58.91999816894531
2022-06-21,60.279998779296875
2022-06-22,60.119998931884766
2022-06-23,60.720001220703125
2022-06-24,62.790000915527344
2022-06-27,63.27000045776367
2022-06-28,62.38999938964844
2022-06-29,62.86000061035156
2022-06-30,63.2400016784668
2022-07-01,63.75
2022-07-05,61.689998626708984
2022-07-06,62.25
2022-07-07,62.720001220703125
2022-07-08,62.470001220703125
2022-07-11,62.5
2022-07-12,62.279998779296875
2022-07-13,62.20000076293945
2022-07-14,61.290000915527344
2022-07-15,61.560001373291016
2022-07-18,60.97999954223633
2022-07-19,61.63999938964844
2022-07-20,60.86000061035156
2022-07-21,60.7599983215332
2022-07-22,61.33000183105469
2022-07-25,62.75
2022-07-26,63.220001220703125
2022-07-27,63.38999938964844
2022-07-28,65.48999786376953
2022-07-29,67.7699966430664
2022-08-01,66.98999786376953
2022-08-02,68.62000274658203
2022-08-03,69.30000305175781
2022-08-04,68.94999694824219
2022-08-05,68.26000213623047
2022-08-08,67.69999694824219
2022-08-09,68.11000061035156
2022-08-10,68.11000061035156
2022-08-11,69.0
2022-08-12,70.75
2022-08-15,71.4000015258789
2022-08-16,71.80999755859375
2022-08-17,72.05999755859375
2022-08-18,71.79000091552734
2022-08-19,71.54000091552734
2022-08-22,70.2300033569336
2022-08-23,69.36000061035156
2022-08-24,69.16000366210938
2022-08-25,70.08999633789062
2022-08-26,69.2699966430664
2022-08-29,69.6500015258789
2022-08-30,68.81999969482422
2022-08-31,67.7699966430664
2022-09-01,68.2699966430664
2022-09-02,67.95999908447266
2022-09-06,65.87000274658203
2022-09-07,68.02999877929688
2022-09-08,68.52999877929688
2022-09-09,69.0999984741211
2022-09-12,71.12000274658203
2022-09-13,68.9000015258789
2022-09-14,69.48999786376953
2022-09-15,68.30000305175781
2022-09-16,67.5199966430664
2022-09-19,68.37000274658203
2022-09-20,67.70999908447266
2022-09-21,66.20999908447266
2022-09-22,65.80000305175781
2022-09-23,64.86000061035156
2022-09-26,63.16999816894531
2022-09-27,61.369998931884766
2022-09-28,61.310001373291016
2022-09-29,57.459999084472656
2022-09-30,56.58000183105469
2022-10-03,59.400001525878906
2022-10-04,60.83000183105469
2022-10-05,60.09000015258789
2022-10-06,58.650001525878906
2022-10-07,58.630001068115234
2022-10-10,57.849998474121094
2022-10-11,57.459999084472656
2022-10-12,55.560001373291016
2022-10-13,56.900001525878906
2022-10-14,55.029998779296875
2022-10-17,57.119998931884766
2022-10-18,57.41999816894531
2022-10-19,56.7400016784668
2022-10-20,54.939998626708984
2022-10-21,55.63999938964844
2022-10-24,55.77000045776367
2022-10-25,56.849998474121094
2022-10-26,56.880001068115234
2022-10-27,58.380001068115234
2022-10-28,60.22999954223633
2022-10-31,60.040000915527344
2022-11-01,60.5099983215332
2022-11-02,58.7599983215332
2022-11-03,58.45000076293945
2022-11-04,59.029998779296875
2022-11-07,57.75
2022-11-08,58.0099983215332
2022-11-09,57.310001373291016
2022-11-10,60.290000915527344
2022-11-11,59.869998931884766
2022-11-14,59.91999816894531
2022-11-15,60.66999816894531
2022-11-16,61.029998779296875
2022-11-17,59.84000015258789
2022-11-18,61.720001220703125
2022-11-21,61.959999084472656
2022-11-22,62.43000030517578
2022-11-23,63.72999954223633
2022-11-25,64.2300033569336
2022-11-28,63.38999938964844
2022-11-29,63.5099983215332
2022-11-30,66.66000366210938
2022-12-01,65.5199966430664
2022-12-02,65.37000274658203
2022-12-05,65.12000274658203
2022-12-06,66.0199966430664
2022-12-07,65.37000274658203
2022-12-08,65.4000015258789
2022-12-09,65.79000091552734
2022-12-12,67.41999816894531
2022-12-13,67.87000274658203
2022-12-14,67.6500015258789
2022-12-15,66.7300033569336
2022-12-16,65.0999984741211
2022-12-19,64.94999694824219
2022-12-20,64.87999725341797
2022-12-21,65.22000122070312
2022-12-22,64.5
2022-12-23,65.18000030517578
2022-12-27,65.81999969482422
2022-12-28,65.0199966430664
2022-12-29,64.4000015258789
2022-12-30,63.619998931884766
2023-01-03,64.27999877929688
2023-01-04,66.38999938964844
2023-01-05,64.88999938964844
2023-01-06,66.87000274658203
2023-01-09,67.79000091552734
2023-01-10,68.19999694824219
2023-01-11,69.41999816894531
2023-01-12,68.44999694824219
2023-01-13,68.19999694824219
2023-01-17,68.69999694824219
2023-01-18,66.79000091552734
2023-01-19,65.66999816894531
2023-01-20,66.7300033569336
2023-01-23,67.02999877929688
2023-01-24,67.81999969482422
2023-01-25,67.52999877929688
2023-01-26,68.37000274658203
2023-01-27,68.73999786376953
2023-01-30,68.13999938964844
2023-01-31,68.9000015258789
2023-02-01,67.87000274658203
2023-02-02,68.73999786376953
2023-02-03,66.87000274658203
2023-02-06,67.80999755859375
2023-02-07,67.30999755859375
2023-02-08,66.80999755859375
2023-02-09,65.80999755859375
2023-02-10,67.01000213623047
2023-02-13,68.0199966430664
2023-02-14,67.54000091552734
2023-02-15,67.69999694824219
2023-02-16,67.22000122070312
2023-02-17,67.58999633789062
2023-02-21,66.70999908447266
2023-02-22,66.19999694824219
2023-02-23,65.86000061035156
2023-02-24,68.62999725341797
2023-02-27,68.12999725341797
2023-02-28,66.20999908447266
2023-03-01,64.58999633789062
2023-03-02,65.55999755859375
2023-03-03,67.30000305175781
2023-03-06,68.41999816894531
2023-03-07,67.38999938964844
2023-03-08,68.29000091552734
2023-03-09,67.0
2023-03-10,66.2300033569336
2023-03-13,67.38999938964844
2023-03-14,68.30000305175781
2023-03-15,68.12000274658203
2023-03-16,68.9800033569336
2023-03-17,67.76000213623047
2023-03-20,69.0
2023-03-21,67.80999755859375
2023-03-22,66.30999755859375
2023-03-23,66.04000091552734
2023-03-24,68.37999725341797
2023-03-27,68.52999877929688
2023-03-28,68.69999694824219
2023-03-29,69.80000305175781
2023-03-30,70.0
2023-03-31,70.58999633789062
2023-04-03,70.54000091552734
2023-04-04,70.29000091552734
2023-04-05,72.26000213623047
2023-04-06,72.55999755859375
2023-04-10,72.83999633789062
2023-04-11,72.80999755859375
2023-04-12,73.06999969482422
2023-04-13,72.94999694824219
2023-04-14,71.61000061035156
2023-04-17,72.08000183105469
2023-04-18,72.11000061035156
2023-04-19,72.73999786376953
2023-04-20,73.0
2023-04-21,72.93000030517578
2023-04-24,73.66999816894531
2023-04-25,73.7699966430664
2023-04-26,73.0
2023-04-27,73.56999969482422
2023-04-28,73.5999984741211
2023-05-01,73.94999694824219
2023-05-02,73.27999877929688
2023-05-03,71.66999816894531
2023-05-04,72.48999786376953
2023-05-05,73.55999755859375
2023-05-08,73.38999938964844
2023-05-09,73.62999725341797
2023-05-10,74.19000244140625
2023-05-11,73.20999908447266
2023-05-12,73.68000030517578
2023-05-15,72.23999786376953
2023-05-16,70.30000305175781
2023-05-17,69.73999786376953
2023-05-18,68.8499984741211
2023-05-19,68.23999786376953
2023-05-22,67.68000030517578
2023-05-23,67.37000274658203
2023-05-24,66.58000183105469
2023-05-25,65.66000366210938
2023-05-26,65.62999725341797
2023-05-30,65.72000122070312
2023-05-31,67.5199966430664
2023-06-01,66.68000030517578
2023-06-02,66.68000030517578
2023-06-05,66.80000305175781
2023-06-06,66.70999908447266
2023-06-07,68.69999694824219
