Date,CVS
2022-02-28,103.6500015258789
2022-03-01,102.05000305175781
2022-03-02,104.43000030517578
2022-03-03,104.54000091552734
2022-03-04,105.19000244140625
2022-03-07,104.55999755859375
2022-03-08,102.36000061035156
2022-03-09,103.5999984741211
2022-03-10,104.08000183105469
2022-03-11,103.47000122070312
2022-03-14,104.48999786376953
2022-03-15,106.9800033569336
2022-03-16,107.11000061035156
2022-03-17,108.55999755859375
2022-03-18,107.30000305175781
2022-03-21,107.38999938964844
2022-03-22,107.2300033569336
2022-03-23,106.19999694824219
2022-03-24,108.05000305175781
2022-03-25,108.55999755859375
2022-03-28,108.04000091552734
2022-03-29,104.68000030517578
2022-03-30,103.55000305175781
2022-03-31,101.20999908447266
2022-04-01,101.08999633789062
2022-04-04,100.0
2022-04-05,99.45999908447266
2022-04-06,102.05999755859375
2022-04-07,103.61000061035156
2022-04-08,106.61000061035156
2022-04-11,104.44999694824219
2022-04-12,104.63999938964844
2022-04-13,104.9800033569336
2022-04-14,103.68000030517578
2022-04-18,103.41999816894531
2022-04-19,103.86000061035156
2022-04-20,106.63999938964844
2022-04-21,105.18000030517578
2022-04-22,101.68000030517578
2022-04-25,101.7699966430664
2022-04-26,101.43000030517578
2022-04-27,100.8499984741211
2022-04-28,100.8499984741211
2022-04-29,96.12999725341797
2022-05-02,96.5
2022-05-03,95.9800033569336
2022-05-04,100.56999969482422
2022-05-05,97.7300033569336
2022-05-06,100.69000244140625
2022-05-09,98.86000061035156
2022-05-10,98.16000366210938
2022-05-11,97.98999786376953
2022-05-12,98.25
2022-05-13,97.4800033569336
2022-05-16,98.55000305175781
2022-05-17,99.37999725341797
2022-05-18,94.0199966430664
2022-05-19,93.13999938964844
2022-05-20,94.93000030517578
2022-05-23,95.56999969482422
2022-05-24,96.44999694824219
2022-05-25,97.1500015258789
2022-05-26,97.80000305175781
2022-05-27,98.05000305175781
2022-05-31,96.75
2022-06-01,96.54000091552734
2022-06-02,97.2300033569336
2022-06-03,94.9000015258789
2022-06-06,95.72000122070312
2022-06-07,95.91999816894531
2022-06-08,93.87999725341797
2022-06-09,92.73999786376953
2022-06-10,93.16999816894531
2022-06-13,90.88999938964844
2022-06-14,90.63999938964844
2022-06-15,91.44999694824219
2022-06-16,89.8499984741211
2022-06-17,88.66000366210938
2022-06-21,91.08000183105469
2022-06-22,91.29000091552734
2022-06-23,92.37000274658203
2022-06-24,94.5199966430664
2022-06-27,94.54000091552734
2022-06-28,93.19999694824219
2022-06-29,93.3499984741211
2022-06-30,92.66000366210938
2022-07-01,93.94000244140625
2022-07-05,92.52999877929688
2022-07-06,93.19000244140625
2022-07-07,93.7300033569336
2022-07-08,94.18000030517578
2022-07-11,94.70999908447266
2022-07-12,94.9800033569336
2022-07-13,93.44999694824219
2022-07-14,92.83000183105469
2022-07-15,95.37000274658203
2022-07-18,94.29000091552734
2022-07-19,96.79000091552734
2022-07-20,95.1500015258789
2022-07-21,93.19000244140625
2022-07-22,94.05999755859375
2022-07-25,94.48999786376953
2022-07-26,95.30999755859375
2022-07-27,95.87000274658203
2022-07-28,95.52999877929688
2022-07-29,95.68000030517578
2022-08-01,96.0199966430664
2022-08-02,95.37000274658203
2022-08-03,101.37999725341797
2022-08-04,101.87000274658203
2022-08-05,102.26000213623047
2022-08-08,102.0
2022-08-09,103.69000244140625
2022-08-10,104.05000305175781
2022-08-11,104.25
2022-08-12,106.38999938964844
2022-08-15,106.2699966430664
2022-08-16,106.43000030517578
2022-08-17,104.91999816894531
2022-08-18,103.63999938964844
2022-08-19,104.05000305175781
2022-08-22,102.33999633789062
2022-08-23,101.12999725341797
2022-08-24,101.27999877929688
2022-08-25,102.1500015258789
2022-08-26,100.05999755859375
2022-08-29,100.33000183105469
2022-08-30,98.80000305175781
2022-08-31,98.1500015258789
2022-09-01,99.93000030517578
2022-09-02,99.44000244140625
2022-09-06,98.7300033569336
2022-09-07,100.68000030517578
2022-09-08,102.26000213623047
2022-09-09,102.1500015258789
2022-09-12,103.04000091552734
2022-09-13,100.44999694824219
2022-09-14,101.05000305175781
2022-09-15,102.30999755859375
2022-09-16,102.05999755859375
2022-09-19,102.11000061035156
2022-09-20,101.33999633789062
2022-09-21,99.7699966430664
2022-09-22,99.83000183105469
2022-09-23,98.3499984741211
2022-09-26,97.73999786376953
2022-09-27,97.20999908447266
2022-09-28,98.16000366210938
2022-09-29,96.9800033569336
2022-09-30,95.37000274658203
2022-10-03,97.76000213623047
2022-10-04,100.5199966430664
2022-10-05,100.44999694824219
2022-10-06,98.58000183105469
2022-10-07,88.25
2022-10-10,88.25
2022-10-11,88.5
2022-10-12,87.83999633789062
2022-10-13,90.0999984741211
2022-10-14,89.30000305175781
2022-10-17,90.88999938964844
2022-10-18,91.94000244140625
2022-10-19,91.66000366210938
2022-10-20,90.98999786376953
2022-10-21,92.72000122070312
2022-10-24,94.80000305175781
2022-10-25,92.22000122070312
2022-10-26,92.7300033569336
2022-10-27,92.69999694824219
2022-10-28,94.19000244140625
2022-10-31,94.69999694824219
2022-11-01,94.62000274658203
2022-11-02,96.80000305175781
2022-11-03,97.80000305175781
2022-11-04,99.55999755859375
2022-11-07,101.18000030517578
2022-11-08,101.6500015258789
2022-11-09,99.55999755859375
2022-11-10,99.91000366210938
2022-11-11,97.55000305175781
2022-11-14,97.16999816894531
2022-11-15,97.7300033569336
2022-11-16,96.0999984741211
2022-11-17,94.93000030517578
2022-11-18,97.3499984741211
2022-11-21,97.88999938964844
2022-11-22,99.51000213623047
2022-11-23,100.05999755859375
2022-11-25,101.26000213623047
2022-11-28,100.41000366210938
2022-11-29,100.87999725341797
2022-11-30,101.87999725341797
2022-12-01,101.6500015258789
2022-12-02,102.58000183105469
2022-12-05,102.01000213623047
2022-12-06,101.19000244140625
2022-12-07,102.27999877929688
2022-12-08,102.52999877929688
2022-12-09,101.6500015258789
2022-12-12,103.79000091552734
2022-12-13,101.19000244140625
2022-12-14,100.68000030517578
2022-12-15,97.5999984741211
2022-12-16,95.44999694824219
2022-12-19,95.05000305175781
2022-12-20,95.0
2022-12-21,94.12000274658203
2022-12-22,93.4000015258789
2022-12-23,93.55999755859375
2022-12-27,93.0199966430664
2022-12-28,92.76000213623047
