Date,BG
2022-07-06,85.8499984741211
2022-07-07,88.75
2022-07-08,87.69999694824219
2022-07-11,87.12999725341797
2022-07-12,87.58999633789062
2022-07-13,87.11000061035156
2022-07-14,85.62999725341797
2022-07-15,86.41000366210938
2022-07-18,87.70999908447266
2022-07-19,90.0
2022-07-20,91.88999938964844
2022-07-21,91.58999633789062
2022-07-22,91.0199966430664
2022-07-25,94.19999694824219
2022-07-26,95.33000183105469
2022-07-27,91.5199966430664
2022-07-28,89.31999969482422
2022-07-29,92.33000183105469
2022-08-01,93.83999633789062
2022-08-02,92.94000244140625
2022-08-03,95.05000305175781
2022-08-04,95.05000305175781
2022-08-05,96.75
2022-08-08,96.29000091552734
2022-08-09,97.37999725341797
2022-08-10,97.8499984741211
2022-08-11,98.58999633789062
2022-08-12,101.23999786376953
2022-08-15,100.3499984741211
2022-08-16,99.5199966430664
2022-08-17,100.0999984741211
2022-08-18,100.69000244140625
2022-08-19,100.0199966430664
2022-08-22,99.30000305175781
2022-08-23,101.91000366210938
2022-08-24,101.33000183105469
2022-08-25,102.94000244140625
2022-08-26,102.31999969482422
2022-08-29,103.80000305175781
2022-08-30,99.87999725341797
2022-08-31,99.16999816894531
2022-09-01,98.06999969482422
2022-09-02,99.01000213623047
2022-09-06,94.0999984741211
2022-09-07,95.56999969482422
2022-09-08,96.87000274658203
2022-09-09,96.88999938964844
2022-09-12,94.91000366210938
2022-09-13,92.94000244140625
2022-09-14,92.19999694824219
2022-09-15,91.19999694824219
2022-09-16,89.44999694824219
2022-09-19,91.25
2022-09-20,90.20999908447266
2022-09-21,89.5
2022-09-22,88.30000305175781
2022-09-23,83.19000244140625
2022-09-26,81.91999816894531
2022-09-27,82.20999908447266
2022-09-28,83.9000015258789
2022-09-29,82.23999786376953
2022-09-30,82.56999969482422
2022-10-03,84.38999938964844
2022-10-04,88.12999725341797
2022-10-05,87.73999786376953
2022-10-06,86.25
2022-10-07,85.5199966430664
2022-10-10,86.5999984741211
2022-10-11,86.19999694824219
2022-10-12,87.5999984741211
2022-10-13,90.3499984741211
2022-10-14,84.98999786376953
2022-10-17,87.83999633789062
2022-10-18,89.30000305175781
2022-10-19,90.5999984741211
2022-10-20,89.83000183105469
2022-10-21,90.80000305175781
2022-10-24,91.11000061035156
2022-10-25,91.97000122070312
2022-10-26,98.41000366210938
2022-10-27,97.86000061035156
2022-10-28,96.76000213623047
2022-10-31,98.69999694824219
2022-11-01,99.7699966430664
2022-11-02,99.18000030517578
2022-11-03,98.7300033569336
2022-11-04,99.52999877929688
2022-11-07,103.20999908447266
2022-11-08,104.55999755859375
2022-11-09,99.93000030517578
2022-11-10,102.19000244140625
2022-11-11,101.51000213623047
2022-11-14,98.86000061035156
2022-11-15,99.76000213623047
2022-11-16,99.41000366210938
2022-11-17,99.48999786376953
2022-11-18,100.69999694824219
2022-11-21,101.27999877929688
2022-11-22,101.58000183105469
2022-11-23,101.18000030517578
2022-11-25,101.77999877929688
2022-11-28,102.37999725341797
2022-11-29,104.16000366210938
2022-11-30,104.83999633789062
2022-12-01,98.94000244140625
2022-12-02,94.83000183105469
2022-12-05,93.31999969482422
2022-12-06,95.47000122070312
2022-12-07,95.51000213623047
2022-12-08,96.36000061035156
2022-12-09,95.51000213623047
2022-12-12,95.47000122070312
2022-12-13,94.47000122070312
2022-12-14,96.2300033569336
2022-12-15,96.75
2022-12-16,96.08000183105469
2022-12-19,96.19000244140625
2022-12-20,96.47000122070312
2022-12-21,97.79000091552734
2022-12-22,97.11000061035156
2022-12-23,98.95999908447266
2022-12-27,100.58000183105469
2022-12-28,99.5
2022-12-29,99.79000091552734
2022-12-30,99.7699966430664
2023-01-03,95.56999969482422
2023-01-04,95.0
2023-01-05,93.18000030517578
2023-01-06,96.62000274658203
2023-01-09,98.04000091552734
2023-01-10,97.51000213623047
2023-01-11,98.45999908447266
2023-01-12,100.54000091552734
2023-01-13,100.41999816894531
2023-01-17,101.19999694824219
2023-01-18,97.88999938964844
2023-01-19,98.38999938964844
2023-01-20,97.43000030517578
2023-01-23,95.6500015258789
2023-01-24,96.56999969482422
2023-01-25,96.87999725341797
2023-01-26,99.75
2023-01-27,97.5999984741211
2023-01-30,97.06999969482422
2023-01-31,99.0999984741211
2023-02-01,100.12000274658203
2023-02-02,98.70999908447266
2023-02-03,98.08000183105469
2023-02-06,99.58000183105469
2023-02-07,98.95999908447266
2023-02-08,98.19000244140625
2023-02-09,96.0999984741211
2023-02-10,98.88999938964844
2023-02-13,98.23999786376953
2023-02-14,99.95999908447266
2023-02-15,99.4000015258789
2023-02-16,97.55000305175781
2023-02-17,97.56999969482422
2023-02-21,96.16999816894531
2023-02-22,97.8499984741211
2023-02-23,98.41999816894531
2023-02-24,98.05999755859375
2023-02-27,97.19000244140625
2023-02-28,95.5
2023-03-01,95.16999816894531
2023-03-02,97.55999755859375
2023-03-03,98.7699966430664
2023-03-06,98.05999755859375
2023-03-07,97.18000030517578
2023-03-08,96.81999969482422
2023-03-09,94.91000366210938
2023-03-10,92.55000305175781
2023-03-13,91.38999938964844
2023-03-14,104.62000274658203
2023-03-15,96.79000091552734
2023-03-16,96.72000122070312
2023-03-17,92.11000061035156
2023-03-20,95.04000091552734
2023-03-21,97.19999694824219
2023-03-22,95.63999938964844
2023-03-23,93.54000091552734
2023-03-24,93.93000030517578
2023-03-27,95.83000183105469
2023-03-28,96.5999984741211
2023-03-29,97.0
2023-03-30,95.33999633789062
2023-03-31,95.5199966430664
2023-04-03,96.66000366210938
2023-04-04,94.51000213623047
2023-04-05,92.23999786376953
2023-04-06,92.45999908447266
2023-04-10,94.16999816894531
2023-04-11,95.22000122070312
2023-04-12,94.52999877929688
2023-04-13,93.30000305175781
2023-04-14,94.4000015258789
2023-04-17,95.75
2023-04-18,97.80000305175781
2023-04-19,96.75
2023-04-20,96.38999938964844
2023-04-21,95.0999984741211
2023-04-24,95.23999786376953
2023-04-25,91.37999725341797
2023-04-26,92.02999877929688
2023-04-27,92.69000244140625
2023-04-28,93.5999984741211
2023-05-01,92.54000091552734
2023-05-02,91.1500015258789
2023-05-03,90.79000091552734
2023-05-04,89.3499984741211
2023-05-05,90.55000305175781
2023-05-08,90.20999908447266
2023-05-09,89.30000305175781
2023-05-10,89.58999633789062
2023-05-11,89.97000122070312
2023-05-12,90.30000305175781
2023-05-15,91.98999786376953
2023-05-16,89.11000061035156
2023-05-17,89.69000244140625
2023-05-18,88.81999969482422
2023-05-19,90.44999694824219
2023-05-22,90.47000122070312
2023-05-23,91.80999755859375
2023-05-24,90.45999908447266
2023-05-25,93.61000061035156
2023-05-26,94.30000305175781
2023-05-30,93.94000244140625
2023-05-31,92.63999938964844
2023-06-01,91.0199966430664
2023-06-02,92.27999877929688
2023-06-05,91.73999786376953
2023-06-06,92.43000030517578
2023-06-07,94.19000244140625
2023-06-08,91.18000030517578
2023-06-09,93.62000274658203
2023-06-12,93.79000091552734
2023-06-13,96.16999816894531
2023-06-14,95.31999969482422
2023-06-15,94.19999694824219
2023-06-16,96.43000030517578
2023-06-20,93.51000213623047
2023-06-21,91.81999969482422
2023-06-22,93.2699966430664
2023-06-23,94.04000091552734
2023-06-26,92.87999725341797
2023-06-27,92.41000366210938
2023-06-28,91.80999755859375
2023-06-29,92.80999755859375
2023-06-30,94.3499984741211
2023-07-03,97.12000274658203
2023-07-05,98.45999908447266
2023-07-06,98.29000091552734
2023-07-07,100.98999786376953
2023-07-10,100.18000030517578
2023-07-11,102.11000061035156
2023-07-12,100.66000366210938
2023-07-13,100.55000305175781
2023-07-14,99.66999816894531
2023-07-17,101.70999908447266
2023-07-18,102.9800033569336
2023-07-19,103.93000030517578
2023-07-20,105.58999633789062
2023-07-21,104.83999633789062
2023-07-24,106.08000183105469
2023-07-25,108.0
2023-07-26,108.75
2023-07-27,107.8499984741211
2023-07-28,108.36000061035156
2023-07-31,108.66999816894531
2023-08-01,108.41999816894531
2023-08-02,112.88999938964844
2023-08-03,114.38999938964844
2023-08-04,114.70999908447266
2023-08-07,115.9800033569336
2023-08-08,114.08999633789062
2023-08-09,112.69999694824219
2023-08-10,112.13999938964844
2023-08-11,112.2300033569336
2023-08-14,112.87999725341797
2023-08-15,111.5999984741211
2023-08-16,111.26000213623047
2023-08-17,111.06999969482422
2023-08-18,112.52999877929688
2023-08-21,112.98999786376953
2023-08-22,111.38999938964844
2023-08-23,112.12000274658203
2023-08-24,112.08999633789062
2023-08-25,112.70999908447266
2023-08-28,113.55999755859375
2023-08-29,113.87999725341797
2023-08-30,114.5
2023-08-31,114.31999969482422
2023-09-01,115.0199966430664
2023-09-05,113.08999633789062
2023-09-06,110.80999755859375
2023-09-07,112.45999908447266
2023-09-08,112.37999725341797
2023-09-11,114.87000274658203
2023-09-12,114.41000366210938
2023-09-13,113.1500015258789
2023-09-14,115.30000305175781
2023-09-15,112.41000366210938
2023-09-18,113.93000030517578
2023-09-19,112.87000274658203
2023-09-20,112.58999633789062
2023-09-21,113.2300033569336
2023-09-22,110.4000015258789
2023-09-25,110.69000244140625
2023-09-26,108.95999908447266
2023-09-27,109.56999969482422
2023-09-28,110.61000061035156
2023-09-29,108.25
2023-10-02,106.69000244140625
2023-10-03,105.7300033569336
2023-10-04,104.5199966430664
2023-10-05,103.83999633789062
2023-10-06,103.12000274658203
2023-10-09,105.48999786376953
2023-10-10,104.48999786376953
2023-10-11,101.98999786376953
2023-10-12,101.27999877929688
2023-10-13,102.16999816894531
2023-10-16,103.33000183105469
2023-10-17,105.12000274658203
2023-10-18,105.30999755859375
2023-10-19,103.6500015258789
2023-10-20,101.5999984741211
2023-10-23,101.44000244140625
2023-10-24,100.72000122070312
2023-10-25,102.18000030517578
2023-10-26,106.37999725341797
2023-10-27,105.41999816894531
2023-10-30,106.45999908447266
2023-10-31,105.9800033569336
2023-11-01,106.05999755859375
2023-11-02,105.47000122070312
2023-11-03,106.05999755859375
2023-11-06,105.41999816894531
2023-11-07,104.62000274658203
2023-11-08,102.76000213623047
2023-11-09,103.87000274658203
2023-11-10,104.52999877929688
2023-11-13,104.08000183105469
2023-11-14,106.19999694824219
2023-11-15,106.79000091552734
2023-11-16,105.93000030517578
2023-11-17,106.80000305175781
2023-11-20,107.69999694824219
2023-11-21,108.19999694824219
2023-11-22,109.54000091552734
2023-11-24,108.01000213623047
2023-11-27,107.54000091552734
2023-11-28,108.41000366210938
2023-11-29,108.0999984741211
2023-11-30,109.87000274658203
2023-12-01,109.20999908447266
2023-12-04,107.73999786376953
2023-12-05,106.0999984741211
2023-12-06,104.20999908447266
2023-12-07,104.0999984741211
2023-12-08,104.5
2023-12-11,105.0
2023-12-12,104.37999725341797
2023-12-13,105.12999725341797
2023-12-14,105.30999755859375
2023-12-15,104.77999877929688
2023-12-18,103.7300033569336
2023-12-19,105.2699966430664
2023-12-20,101.58000183105469
2023-12-21,101.2300033569336
2023-12-22,101.63999938964844
2023-12-26,102.48999786376953
2023-12-27,102.01000213623047
2023-12-28,101.62000274658203
2023-12-29,100.94999694824219
2024-01-02,101.5
2024-01-03,100.2699966430664
2024-01-04,98.94999694824219
2024-01-05,98.0199966430664
2024-01-08,99.16000366210938
2024-01-09,96.66999816894531
2024-01-10,94.91000366210938
2024-01-11,95.31999969482422
2024-01-12,94.88999938964844
2024-01-16,94.80000305175781
2024-01-17,94.5
2024-01-18,94.0999984741211
2024-01-19,92.68000030517578
2024-01-22,88.76000213623047
2024-01-23,90.18000030517578
2024-01-24,89.11000061035156
2024-01-25,88.44999694824219
2024-01-26,88.30000305175781
2024-01-29,89.01000213623047
2024-01-30,90.30000305175781
2024-01-31,88.08999633789062
2024-02-01,90.4000015258789
2024-02-02,90.47000122070312
2024-02-05,89.0
2024-02-06,90.02999877929688
2024-02-07,87.94999694824219
2024-02-08,86.5
2024-02-09,88.54000091552734
2024-02-12,90.68000030517578
2024-02-13,88.62999725341797
2024-02-14,89.5199966430664
2024-02-15,90.66000366210938
2024-02-16,91.68000030517578
2024-02-20,91.66999816894531
2024-02-21,93.05999755859375
2024-02-22,94.2300033569336
2024-02-23,93.6500015258789
2024-02-26,93.19999694824219
2024-02-27,93.12000274658203
2024-02-28,93.73999786376953
2024-02-29,94.37000274658203
2024-03-01,93.11000061035156
2024-03-04,90.08999633789062
2024-03-05,91.44000244140625
2024-03-06,91.87999725341797
2024-03-07,92.48999786376953
2024-03-08,92.19999694824219
2024-03-11,93.80999755859375
2024-03-12,93.66999816894531
2024-03-13,94.7699966430664
2024-03-14,94.20999908447266
2024-03-15,95.55999755859375
2024-03-18,96.69000244140625
2024-03-19,97.76000213623047
2024-03-20,97.41000366210938
2024-03-21,100.11000061035156
2024-03-22,99.22000122070312
2024-03-25,99.94000244140625
2024-03-26,99.86000061035156
2024-03-27,102.41999816894531
2024-03-28,102.5199966430664
2024-04-01,102.29000091552734
2024-04-02,103.9000015258789
2024-04-03,103.75
2024-04-04,105.4800033569336
2024-04-05,106.86000061035156
2024-04-08,106.5199966430664
2024-04-09,107.05999755859375
2024-04-10,107.63999938964844
2024-04-11,105.91999816894531
2024-04-12,103.7699966430664
2024-04-15,103.93000030517578
2024-04-16,103.94999694824219
2024-04-17,105.41999816894531
2024-04-18,106.51000213623047
2024-04-19,109.5199966430664
2024-04-22,109.75
2024-04-23,109.62000274658203
2024-04-24,105.79000091552734
2024-04-25,104.05999755859375
2024-04-26,102.7300033569336
2024-04-29,103.4800033569336
2024-04-30,101.76000213623047
2024-05-01,100.94999694824219
2024-05-02,101.36000061035156
2024-05-03,101.1500015258789
2024-05-06,102.26000213623047
2024-05-07,104.3499984741211
2024-05-08,105.36000061035156
2024-05-09,105.38999938964844
2024-05-10,106.02999877929688
2024-05-13,107.61000061035156
2024-05-14,103.44000244140625
2024-05-15,101.73999786376953
2024-05-16,104.2300033569336
2024-05-17,103.08999633789062
2024-05-20,102.27999877929688
2024-05-21,103.30999755859375
2024-05-22,103.12999725341797
2024-05-23,102.37000274658203
2024-05-24,103.7699966430664
2024-05-28,106.41999816894531
2024-05-29,106.16999816894531
2024-05-30,105.13999938964844
2024-05-31,107.58999633789062
2024-06-03,108.30999755859375
2024-06-04,106.80000305175781
2024-06-05,103.72000122070312
2024-06-06,105.12000274658203
2024-06-07,104.12999725341797
2024-06-10,105.75
2024-06-11,105.91999816894531
2024-06-12,105.41000366210938
2024-06-13,103.13999938964844
2024-06-14,102.83000183105469
2024-06-17,102.9800033569336
2024-06-18,102.44000244140625
2024-06-20,103.33999633789062
2024-06-21,105.87000274658203
2024-06-24,108.16999816894531
2024-06-25,106.73999786376953
2024-06-26,107.19000244140625
2024-06-27,107.63999938964844
2024-06-28,106.7699966430664
2024-07-01,107.31999969482422
2024-07-02,110.37999725341797
2024-07-03,109.38999938964844
2024-07-05,108.58999633789062
2024-07-08,110.38999938964844
2024-07-09,109.94999694824219
2024-07-10,111.19000244140625
2024-07-11,110.5
2024-07-12,111.0999984741211
2024-07-15,110.33000183105469
2024-07-16,111.38999938964844
2024-07-17,112.11000061035156
2024-07-18,112.22000122070312
2024-07-19,111.91999816894531
2024-07-22,112.8499984741211
2024-07-23,110.8499984741211
2024-07-24,112.08999633789062
2024-07-25,112.94999694824219
2024-07-26,114.30999755859375
2024-07-29,113.56999969482422
2024-07-30,114.55999755859375
2024-07-31,105.2300033569336
2024-08-01,103.06999969482422
2024-08-02,98.41999816894531
2024-08-05,95.41000366210938
2024-08-06,95.30999755859375
2024-08-07,95.69000244140625
2024-08-08,97.38999938964844
2024-08-09,96.87999725341797
2024-08-12,96.94999694824219
2024-08-13,96.5999984741211
2024-08-14,95.76000213623047
2024-08-15,96.01000213623047
2024-08-16,96.51000213623047
2024-08-19,96.25
2024-08-20,95.18000030517578
2024-08-21,96.33000183105469
2024-08-22,96.47000122070312
2024-08-23,98.63999938964844
2024-08-26,100.62999725341797
2024-08-27,100.31999969482422
2024-08-28,100.81999969482422
2024-08-29,101.05999755859375
2024-08-30,101.37999725341797
2024-09-03,99.30000305175781
2024-09-04,100.20999908447266
2024-09-05,98.73999786376953
2024-09-06,98.44000244140625
2024-09-09,98.91999816894531
2024-09-10,96.18000030517578
2024-09-11,95.9000015258789
2024-09-12,96.43000030517578
2024-09-13,97.37999725341797
2024-09-16,97.29000091552734
2024-09-17,97.69000244140625
2024-09-18,97.70999908447266
2024-09-19,100.36000061035156
2024-09-20,98.80000305175781
2024-09-23,97.44000244140625
2024-09-24,97.05999755859375
2024-09-25,94.72000122070312
2024-09-26,95.87000274658203
2024-09-27,97.7300033569336
2024-09-30,96.63999938964844
2024-10-01,97.68000030517578
2024-10-02,96.94999694824219
2024-10-03,96.66999816894531
2024-10-04,98.16999816894531
2024-10-07,98.94000244140625
2024-10-08,98.23999786376953
2024-10-09,96.37000274658203
2024-10-10,96.05999755859375
2024-10-11,96.97000122070312
2024-10-14,96.22000122070312
2024-10-15,94.68000030517578
2024-10-16,95.12000274658203
2024-10-17,95.5999984741211
2024-10-18,89.55000305175781
2024-10-21,88.8499984741211
2024-10-22,89.37000274658203
2024-10-23,88.98999786376953
2024-10-24,90.20999908447266
2024-10-25,89.77999877929688
2024-10-28,89.87000274658203
2024-10-29,87.83999633789062
2024-10-30,85.86000061035156
2024-10-31,84.0199966430664
2024-11-01,82.62000274658203
2024-11-04,84.0
2024-11-05,84.80000305175781
2024-11-06,85.76000213623047
2024-11-07,86.80999755859375
2024-11-08,87.12000274658203
2024-11-11,87.75
2024-11-12,87.45999908447266
2024-11-13,86.62000274658203
2024-11-14,88.05999755859375
2024-11-15,90.5999984741211
2024-11-18,91.30999755859375
2024-11-19,89.48999786376953
2024-11-20,88.08000183105469
2024-11-21,88.37000274658203
