Date,MDT
2022-02-28,104.98999786376953
2022-03-01,103.66000366210938
2022-03-02,106.37999725341797
2022-03-03,107.6500015258789
2022-03-04,108.30999755859375
2022-03-07,106.63999938964844
2022-03-08,104.08999633789062
2022-03-09,103.58000183105469
2022-03-10,104.45999908447266
2022-03-11,103.81999969482422
2022-03-14,103.22000122070312
2022-03-15,105.4000015258789
2022-03-16,107.30000305175781
2022-03-17,109.73999786376953
2022-03-18,110.18000030517578
2022-03-21,108.75
2022-03-22,108.97000122070312
2022-03-23,106.16000366210938
2022-03-24,106.3499984741211
2022-03-25,108.45999908447266
2022-03-28,109.93000030517578
2022-03-29,112.37999725341797
2022-03-30,111.55999755859375
2022-03-31,110.94999694824219
2022-04-01,112.5199966430664
2022-04-04,110.87999725341797
2022-04-05,110.5
2022-04-06,111.72000122070312
2022-04-07,112.33000183105469
2022-04-08,112.47000122070312
2022-04-11,111.5199966430664
2022-04-12,110.58000183105469
2022-04-13,110.45999908447266
2022-04-14,109.0199966430664
2022-04-18,108.08000183105469
2022-04-19,110.22000122070312
2022-04-20,113.0
2022-04-21,113.08999633789062
2022-04-22,107.80000305175781
2022-04-25,109.4800033569336
2022-04-26,106.77999877929688
2022-04-27,106.62999725341797
2022-04-28,107.1500015258789
2022-04-29,104.36000061035156
2022-05-02,103.13999938964844
2022-05-03,103.11000061035156
2022-05-04,105.83000183105469
2022-05-05,104.55000305175781
2022-05-06,103.44999694824219
2022-05-09,99.58000183105469
2022-05-10,100.30999755859375
2022-05-11,100.6500015258789
2022-05-12,101.11000061035156
2022-05-13,102.66999816894531
2022-05-16,103.80999755859375
2022-05-17,106.26000213623047
2022-05-18,103.56999969482422
2022-05-19,102.75
2022-05-20,102.52999877929688
2022-05-23,104.26000213623047
2022-05-24,105.58999633789062
2022-05-25,105.54000091552734
2022-05-26,99.44000244140625
2022-05-27,99.08000183105469
2022-05-31,100.1500015258789
2022-06-01,97.77999877929688
2022-06-02,98.5
2022-06-03,95.4800033569336
2022-06-06,95.48999786376953
2022-06-07,96.47000122070312
2022-06-08,96.04000091552734
2022-06-09,93.19999694824219
2022-06-10,92.73999786376953
2022-06-13,90.16999816894531
2022-06-14,88.4800033569336
2022-06-15,89.3499984741211
2022-06-16,87.4000015258789
2022-06-17,88.22000122070312
2022-06-21,88.70999908447266
2022-06-22,89.25
2022-06-23,88.66999816894531
2022-06-24,90.22000122070312
2022-06-27,90.47000122070312
2022-06-28,89.19999694824219
2022-06-29,90.41999816894531
2022-06-30,89.75
2022-07-01,91.37999725341797
2022-07-05,90.48999786376953
2022-07-06,89.62000274658203
2022-07-07,89.5
2022-07-08,89.4800033569336
2022-07-11,88.94999694824219
2022-07-12,88.69000244140625
2022-07-13,87.91000366210938
2022-07-14,87.51000213623047
2022-07-15,89.12000274658203
2022-07-18,87.9000015258789
2022-07-19,90.33000183105469
2022-07-20,89.2300033569336
2022-07-21,90.26000213623047
2022-07-22,90.72000122070312
2022-07-25,90.75
2022-07-26,91.9000015258789
2022-07-27,93.22000122070312
2022-07-28,93.47000122070312
2022-07-29,92.5199966430664
2022-08-01,93.08000183105469
2022-08-02,93.20999908447266
2022-08-03,93.7699966430664
2022-08-04,93.20999908447266
2022-08-05,93.27999877929688
2022-08-08,93.58000183105469
2022-08-09,93.0999984741211
2022-08-10,94.16999816894531
2022-08-11,94.04000091552734
2022-08-12,94.81999969482422
2022-08-15,95.19999694824219
2022-08-16,95.30999755859375
2022-08-17,94.91000366210938
2022-08-18,95.23999786376953
2022-08-19,95.0
2022-08-22,93.08999633789062
2022-08-23,90.22000122070312
2022-08-24,89.27999877929688
2022-08-25,92.13999938964844
2022-08-26,89.43000030517578
2022-08-29,88.91000366210938
2022-08-30,87.25
2022-08-31,87.91999816894531
2022-09-01,88.52999877929688
2022-09-02,87.19999694824219
2022-09-06,86.19999694824219
2022-09-07,87.11000061035156
2022-09-08,87.88999938964844
2022-09-09,89.7300033569336
2022-09-12,92.05999755859375
2022-09-13,90.31999969482422
2022-09-14,90.62000274658203
2022-09-15,90.62000274658203
2022-09-16,90.25
2022-09-19,89.68000030517578
2022-09-20,88.45999908447266
2022-09-21,85.7300033569336
2022-09-22,83.55999755859375
2022-09-23,82.66000366210938
2022-09-26,81.33000183105469
2022-09-27,80.88999938964844
2022-09-28,82.58999633789062
2022-09-29,82.2699966430664
2022-09-30,80.75
2022-10-03,82.69999694824219
2022-10-04,84.5
2022-10-05,85.05000305175781
2022-10-06,84.41999816894531
2022-10-07,82.41999816894531
2022-10-10,81.83999633789062
2022-10-11,81.88999938964844
2022-10-12,80.30999755859375
2022-10-13,83.5
2022-10-14,81.61000061035156
2022-10-17,82.76000213623047
2022-10-18,84.0999984741211
2022-10-19,83.66000366210938
2022-10-20,82.44999694824219
2022-10-21,83.26000213623047
2022-10-24,83.87999725341797
2022-10-25,84.5
2022-10-26,85.37000274658203
2022-10-27,85.56999969482422
2022-10-28,86.81999969482422
2022-10-31,87.33999633789062
2022-11-01,87.73999786376953
2022-11-02,85.77999877929688
2022-11-03,84.0199966430664
2022-11-04,84.6500015258789
2022-11-07,85.54000091552734
2022-11-08,80.19000244140625
2022-11-09,79.29000091552734
2022-11-10,81.83999633789062
2022-11-11,83.55000305175781
2022-11-14,82.9000015258789
2022-11-15,83.4000015258789
2022-11-16,81.77999877929688
2022-11-17,79.94000244140625
2022-11-18,81.30000305175781
2022-11-21,82.29000091552734
2022-11-22,77.93000030517578
2022-11-23,79.0199966430664
2022-11-25,79.12000274658203
2022-11-28,76.12999725341797
2022-11-29,76.4800033569336
2022-11-30,79.04000091552734
2022-12-01,79.25
2022-12-02,79.62000274658203
2022-12-05,78.79000091552734
2022-12-06,77.08000183105469
2022-12-07,76.91000366210938
2022-12-08,77.79000091552734
2022-12-09,78.58999633789062
2022-12-12,79.70999908447266
2022-12-13,80.13999938964844
2022-12-14,78.79000091552734
2022-12-15,77.72000122070312
2022-12-16,76.72000122070312
2022-12-19,77.12000274658203
2022-12-20,76.69999694824219
2022-12-21,77.16000366210938
2022-12-22,77.13999938964844
2022-12-23,77.5
2022-12-27,77.63999938964844
2022-12-28,76.30000305175781
2022-12-29,77.80999755859375
2022-12-30,77.72000122070312
2023-01-03,78.26000213623047
2023-01-04,80.97000122070312
2023-01-05,80.02999877929688
2023-01-06,80.86000061035156
2023-01-09,77.54000091552734
2023-01-10,78.88999938964844
2023-01-11,80.31999969482422
2023-01-12,79.8499984741211
2023-01-13,80.58999633789062
2023-01-17,80.3499984741211
2023-01-18,78.7300033569336
2023-01-19,79.5199966430664
2023-01-20,80.91000366210938
2023-01-23,82.37000274658203
2023-01-24,80.80000305175781
2023-01-25,81.19999694824219
2023-01-26,81.83999633789062
2023-01-27,82.58000183105469
2023-01-30,82.58000183105469
2023-01-31,83.69000244140625
2023-02-01,85.7699966430664
2023-02-02,87.58000183105469
2023-02-03,87.0999984741211
2023-02-06,85.23999786376953
2023-02-07,86.58000183105469
2023-02-08,86.16000366210938
2023-02-09,83.61000061035156
2023-02-10,83.69000244140625
2023-02-13,84.38999938964844
2023-02-14,83.4000015258789
2023-02-15,84.48999786376953
2023-02-16,84.19999694824219
2023-02-17,84.80000305175781
2023-02-21,85.48999786376953
2023-02-22,85.0999984741211
2023-02-23,83.98999786376953
2023-02-24,83.48999786376953
2023-02-27,83.38999938964844
2023-02-28,82.80000305175781
2023-03-01,82.08000183105469
2023-03-02,82.26000213623047
2023-03-03,83.41000366210938
2023-03-06,81.93000030517578
2023-03-07,79.73999786376953
2023-03-08,78.4000015258789
2023-03-09,78.0
2023-03-10,76.72000122070312
2023-03-13,77.9800033569336
2023-03-14,77.86000061035156
2023-03-15,78.41000366210938
2023-03-16,79.2699966430664
2023-03-17,78.29000091552734
2023-03-20,79.61000061035156
2023-03-21,81.2300033569336
2023-03-22,79.94000244140625
2023-03-23,77.56999969482422
2023-03-24,79.37000274658203
2023-03-27,79.63999938964844
2023-03-28,79.51000213623047
2023-03-29,79.06999969482422
2023-03-30,79.18000030517578
2023-03-31,80.62000274658203
2023-04-03,79.66999816894531
2023-04-04,79.47000122070312
2023-04-05,80.2699966430664
2023-04-06,80.30000305175781
2023-04-10,80.23999786376953
