Date,ABT
2023-01-06,112.33000183105469
2023-01-09,112.1500015258789
2023-01-10,113.8499984741211
2023-01-11,113.1500015258789
2023-01-12,111.36000061035156
2023-01-13,113.51000213623047
2023-01-17,113.38999938964844
2023-01-18,111.51000213623047
2023-01-19,111.80000305175781
2023-01-20,112.81999969482422
2023-01-23,114.01000213623047
2023-01-24,112.52999877929688
2023-01-25,111.0
2023-01-26,111.06999969482422
2023-01-27,109.94999694824219
2023-01-30,109.80999755859375
2023-01-31,110.55000305175781
2023-02-01,111.81999969482422
2023-02-02,112.25
2023-02-03,111.79000091552734
2023-02-06,110.75
2023-02-07,111.98999786376953
2023-02-08,110.19999694824219
2023-02-09,108.06999969482422
2023-02-10,108.16000366210938
2023-02-13,108.5199966430664
2023-02-14,107.26000213623047
2023-02-15,107.27999877929688
2023-02-16,106.08000183105469
2023-02-17,106.73999786376953
2023-02-21,103.6500015258789
2023-02-22,102.69000244140625
2023-02-23,102.55000305175781
2023-02-24,100.45999908447266
2023-02-27,99.7699966430664
2023-02-28,101.72000122070312
2023-03-01,100.83000183105469
2023-03-02,102.62999725341797
2023-03-03,104.44999694824219
2023-03-06,102.75
2023-03-07,99.9800033569336
2023-03-08,99.4000015258789
2023-03-09,97.8499984741211
2023-03-10,96.95999908447266
2023-03-13,98.19000244140625
2023-03-14,98.55000305175781
2023-03-15,97.80000305175781
2023-03-16,99.02999877929688
2023-03-17,97.01000213623047
2023-03-20,97.87000274658203
2023-03-21,98.33000183105469
2023-03-22,96.86000061035156
2023-03-23,97.04000091552734
2023-03-24,98.05000305175781
2023-03-27,98.45999908447266
2023-03-28,97.11000061035156
2023-03-29,98.62000274658203
2023-03-30,99.08000183105469
2023-03-31,101.26000213623047
2023-04-03,101.58999633789062
2023-04-04,102.80000305175781
2023-04-05,104.20999908447266
2023-04-06,104.93000030517578
2023-04-10,103.69999694824219
2023-04-11,103.29000091552734
2023-04-12,102.55999755859375
2023-04-13,103.61000061035156
2023-04-14,103.95999908447266
2023-04-17,104.5199966430664
2023-04-18,104.1500015258789
2023-04-19,112.29000091552734
2023-04-20,110.3499984741211
2023-04-21,111.66000366210938
2023-04-24,110.4000015258789
2023-04-25,109.97000122070312
2023-04-26,108.75
2023-04-27,109.5
2023-04-28,110.47000122070312
2023-05-01,111.11000061035156
2023-05-02,111.5
2023-05-03,111.76000213623047
2023-05-04,110.86000061035156
2023-05-05,111.26000213623047
2023-05-08,110.9000015258789
2023-05-09,110.25
2023-05-10,110.69000244140625
2023-05-11,110.05000305175781
2023-05-12,110.48999786376953
2023-05-15,109.83999633789062
2023-05-16,109.38999938964844
2023-05-17,108.81999969482422
2023-05-18,108.47000122070312
2023-05-19,108.93000030517578
2023-05-22,108.25
2023-05-23,105.73999786376953
2023-05-24,104.04000091552734
2023-05-25,102.13999938964844
2023-05-26,102.87000274658203
2023-05-30,101.70999908447266
2023-05-31,102.0
2023-06-01,102.81999969482422
2023-06-02,104.19999694824219
2023-06-05,103.76000213623047
2023-06-06,102.62000274658203
2023-06-07,101.66000366210938
2023-06-08,100.77999877929688
2023-06-09,101.69000244140625
2023-06-12,101.4000015258789
2023-06-13,101.86000061035156
2023-06-14,103.25
2023-06-15,105.0199966430664
2023-06-16,106.19999694824219
2023-06-20,106.69999694824219
2023-06-21,106.25
2023-06-22,108.25
2023-06-23,108.05000305175781
2023-06-26,108.51000213623047
2023-06-27,107.79000091552734
2023-06-28,107.61000061035156
2023-06-29,107.66000366210938
2023-06-30,109.0199966430664
2023-07-03,107.22000122070312
2023-07-05,107.37000274658203
2023-07-06,107.19999694824219
2023-07-07,106.3499984741211
2023-07-10,107.0199966430664
2023-07-11,107.5
2023-07-12,106.8499984741211
2023-07-13,107.73999786376953
2023-07-14,107.93000030517578
2023-07-17,107.0
2023-07-18,106.94999694824219
2023-07-19,107.27999877929688
2023-07-20,111.83000183105469
2023-07-21,114.29000091552734
2023-07-24,114.62000274658203
2023-07-25,112.93000030517578
2023-07-26,114.08000183105469
2023-07-27,112.6500015258789
2023-07-28,112.7300033569336
2023-07-31,111.33000183105469
2023-08-01,110.52999877929688
2023-08-02,108.62000274658203
2023-08-03,107.54000091552734
2023-08-04,107.6500015258789
2023-08-07,108.44999694824219
2023-08-08,105.58000183105469
2023-08-09,105.30000305175781
2023-08-10,104.73999786376953
2023-08-11,105.30999755859375
2023-08-14,106.0999984741211
2023-08-15,104.94000244140625
2023-08-16,104.52999877929688
2023-08-17,104.93000030517578
2023-08-18,103.70999908447266
2023-08-21,103.87000274658203
2023-08-22,105.1500015258789
2023-08-23,105.12999725341797
2023-08-24,103.75
2023-08-25,104.20999908447266
2023-08-28,102.79000091552734
2023-08-29,103.87000274658203
2023-08-30,104.41000366210938
2023-08-31,102.9000015258789
2023-09-01,102.8499984741211
2023-09-05,100.87999725341797
2023-09-06,101.55999755859375
2023-09-07,100.66999816894531
2023-09-08,100.7300033569336
2023-09-11,102.44999694824219
2023-09-12,102.4000015258789
2023-09-13,102.69000244140625
2023-09-14,102.6500015258789
2023-09-15,101.73999786376953
2023-09-18,101.0
2023-09-19,100.66999816894531
2023-09-20,100.27999877929688
2023-09-21,98.93000030517578
2023-09-22,98.1500015258789
2023-09-25,97.47000122070312
2023-09-26,96.2300033569336
2023-09-27,95.52999877929688
2023-09-28,98.12000274658203
2023-09-29,96.8499984741211
2023-10-02,95.7300033569336
2023-10-03,95.79000091552734
2023-10-04,95.6500015258789
2023-10-05,96.19999694824219
2023-10-06,96.87999725341797
2023-10-09,96.76000213623047
2023-10-10,97.55999755859375
2023-10-11,92.63999938964844
2023-10-12,90.19000244140625
2023-10-13,90.87000274658203
2023-10-16,92.18000030517578
2023-10-17,92.13999938964844
2023-10-18,95.55999755859375
2023-10-19,95.44000244140625
2023-10-20,96.77999877929688
2023-10-23,95.77999877929688
2023-10-24,94.80999755859375
2023-10-25,93.56999969482422
2023-10-26,93.9800033569336
2023-10-27,92.8499984741211
2023-10-30,93.0
2023-10-31,94.55000305175781
2023-11-01,95.01000213623047
2023-11-02,95.95999908447266
2023-11-03,95.83999633789062
2023-11-06,95.0
2023-11-07,94.80000305175781
2023-11-08,94.73999786376953
2023-11-09,93.55000305175781
2023-11-10,93.97000122070312
2023-11-13,95.79000091552734
2023-11-14,97.08000183105469
2023-11-15,98.0
2023-11-16,100.26000213623047
2023-11-17,99.55000305175781
2023-11-20,101.19999694824219
2023-11-21,101.91000366210938
2023-11-22,102.69999694824219
2023-11-24,102.87000274658203
2023-11-27,102.70999908447266
2023-11-28,102.05999755859375
2023-11-29,103.62999725341797
2023-11-30,104.29000091552734
2023-12-01,104.87999725341797
2023-12-04,105.19000244140625
2023-12-05,104.3499984741211
2023-12-06,104.94000244140625
2023-12-07,104.05000305175781
2023-12-08,104.51000213623047
2023-12-11,106.22000122070312
2023-12-12,106.68000030517578
2023-12-13,107.25
2023-12-14,108.5999984741211
2023-12-15,107.29000091552734
2023-12-18,108.05999755859375
2023-12-19,108.41999816894531
2023-12-20,107.4000015258789
2023-12-21,108.4800033569336
2023-12-22,109.02999877929688
2023-12-26,109.2300033569336
2023-12-27,109.79000091552734
2023-12-28,110.4000015258789
2023-12-29,110.06999969482422
2024-01-02,109.8499984741211
2024-01-03,109.5199966430664
2024-01-04,110.9800033569336
2024-01-05,110.80000305175781
2024-01-08,112.4000015258789
2024-01-09,112.7300033569336
2024-01-10,114.4000015258789
2024-01-11,113.5
2024-01-12,113.91999816894531
2024-01-16,113.76000213623047
2024-01-17,113.93000030517578
2024-01-18,114.0199966430664
2024-01-19,114.69000244140625
2024-01-22,114.19000244140625
2024-01-23,114.0
2024-01-24,110.7699966430664
2024-01-25,112.44999694824219
2024-01-26,112.01000213623047
2024-01-29,113.44999694824219
2024-01-30,113.4800033569336
2024-01-31,113.1500015258789
2024-02-01,114.48999786376953
2024-02-02,112.11000061035156
2024-02-05,111.6500015258789
2024-02-06,114.0
2024-02-07,113.30999755859375
2024-02-08,112.43000030517578
2024-02-09,111.80999755859375
2024-02-12,112.52999877929688
2024-02-13,111.33999633789062
2024-02-14,112.05999755859375
2024-02-15,113.63999938964844
2024-02-16,114.01000213623047
2024-02-20,116.63999938964844
2024-02-21,117.87000274658203
2024-02-22,119.0199966430664
2024-02-23,119.45999908447266
2024-02-26,118.69000244140625
2024-02-27,119.4000015258789
2024-02-28,120.05000305175781
2024-02-29,118.63999938964844
2024-03-01,118.62000274658203
2024-03-04,120.04000091552734
2024-03-05,118.4800033569336
2024-03-06,119.33999633789062
2024-03-07,120.91999816894531
2024-03-08,120.95999908447266
2024-03-11,120.19000244140625
2024-03-12,120.76000213623047
2024-03-13,120.16000366210938
2024-03-14,118.8499984741211
2024-03-15,115.48999786376953
2024-03-18,112.44000244140625
2024-03-19,113.16000366210938
2024-03-20,111.5
2024-03-21,111.51000213623047
2024-03-22,110.56999969482422
2024-03-25,110.01000213623047
2024-03-26,111.5
2024-03-27,113.4800033569336
2024-03-28,113.66000366210938
2024-04-01,112.08999633789062
2024-04-02,112.0199966430664
2024-04-03,111.27999877929688
2024-04-04,110.11000061035156
2024-04-05,111.19999694824219
2024-04-08,110.5199966430664
2024-04-09,112.44000244140625
2024-04-10,111.16999816894531
2024-04-11,111.44999694824219
2024-04-12,109.11000061035156
2024-04-15,108.88999938964844
2024-04-16,109.20999908447266
2024-04-17,105.9000015258789
2024-04-18,105.2699966430664
2024-04-19,107.27999877929688
2024-04-22,107.06999969482422
2024-04-23,107.58999633789062
2024-04-24,106.88999938964844
2024-04-25,106.86000061035156
2024-04-26,107.52999877929688
2024-04-29,107.2699966430664
2024-04-30,105.97000122070312
2024-05-01,106.29000091552734
2024-05-02,105.91999816894531
2024-05-03,105.9000015258789
2024-05-06,105.63999938964844
2024-05-07,106.16999816894531
2024-05-08,104.94000244140625
2024-05-09,104.66999816894531
2024-05-10,104.73999786376953
2024-05-13,104.7699966430664
2024-05-14,104.01000213623047
2024-05-15,104.58999633789062
2024-05-16,104.87000274658203
2024-05-17,104.08999633789062
2024-05-20,103.20999908447266
2024-05-21,102.95999908447266
2024-05-22,104.81999969482422
2024-05-23,104.2300033569336
2024-05-24,103.94999694824219
2024-05-28,101.94999694824219
2024-05-29,100.7300033569336
2024-05-30,101.73999786376953
2024-05-31,102.19000244140625
2024-06-03,102.87000274658203
2024-06-04,103.43000030517578
2024-06-05,103.2300033569336
2024-06-06,104.2699966430664
2024-06-07,107.58000183105469
2024-06-10,107.48999786376953
2024-06-11,105.80999755859375
2024-06-12,104.37999725341797
2024-06-13,103.44999694824219
2024-06-14,103.68000030517578
2024-06-17,103.44999694824219
2024-06-18,103.98999786376953
2024-06-20,106.56999969482422
2024-06-21,105.72000122070312
2024-06-24,105.30000305175781
2024-06-25,105.48999786376953
2024-06-26,104.87999725341797
2024-06-27,104.6500015258789
2024-06-28,103.91000366210938
2024-07-01,103.19999694824219
2024-07-02,103.19999694824219
2024-07-03,102.33000183105469
2024-07-05,104.0199966430664
2024-07-08,102.12000274658203
2024-07-09,101.63999938964844
2024-07-10,103.05000305175781
2024-07-11,104.18000030517578
2024-07-12,104.22000122070312
2024-07-15,102.95999908447266
2024-07-16,102.72000122070312
2024-07-17,104.68000030517578
2024-07-18,100.06999969482422
2024-07-19,102.02999877929688
2024-07-22,103.72000122070312
2024-07-23,103.91999816894531
2024-07-24,107.26000213623047
2024-07-25,105.95999908447266
2024-07-26,105.23999786376953
2024-07-29,104.7699966430664
2024-07-30,105.31999969482422
2024-07-31,105.94000244140625
2024-08-01,110.1500015258789
2024-08-02,111.30999755859375
2024-08-05,108.62999725341797
2024-08-06,109.5
2024-08-07,109.94000244140625
2024-08-08,109.76000213623047
2024-08-09,108.70999908447266
2024-08-12,107.80000305175781
2024-08-13,108.23999786376953
2024-08-14,109.88999938964844
2024-08-15,110.94000244140625
2024-08-16,111.0
2024-08-19,111.9000015258789
2024-08-20,110.7699966430664
2024-08-21,111.38999938964844
2024-08-22,112.0999984741211
2024-08-23,112.69000244140625
2024-08-26,112.69999694824219
2024-08-27,113.0999984741211
2024-08-28,112.9000015258789
2024-08-29,112.76000213623047
2024-08-30,113.2699966430664
2024-09-03,114.66000366210938
2024-09-04,114.4000015258789
2024-09-05,113.0999984741211
2024-09-06,113.86000061035156
2024-09-09,116.43000030517578
2024-09-10,117.11000061035156
2024-09-11,116.5999984741211
2024-09-12,116.83000183105469
2024-09-13,116.4000015258789
2024-09-16,117.62999725341797
2024-09-17,118.12999725341797
2024-09-18,114.87999725341797
2024-09-19,114.1500015258789
2024-09-20,113.69999694824219
2024-09-23,114.80999755859375
2024-09-24,113.33999633789062
2024-09-25,112.61000061035156
2024-09-26,112.7300033569336
2024-09-27,112.43000030517578
2024-09-30,114.01000213623047
2024-10-01,113.55999755859375
2024-10-02,113.63999938964844
2024-10-03,112.2300033569336
2024-10-04,112.63999938964844
2024-10-07,113.36000061035156
2024-10-08,114.62999725341797
2024-10-09,115.94999694824219
2024-10-10,115.62000274658203
2024-10-11,116.12000274658203
2024-10-14,117.25
2024-10-15,116.05000305175781
2024-10-16,117.81999969482422
2024-10-17,117.88999938964844
2024-10-18,119.38999938964844
2024-10-21,116.98999786376953
2024-10-22,116.12000274658203
2024-10-23,117.01000213623047
2024-10-24,116.54000091552734
2024-10-25,114.22000122070312
2024-10-28,114.06999969482422
2024-10-29,113.4000015258789
2024-10-30,114.44999694824219
2024-10-31,113.37000274658203
2024-11-01,118.5999984741211
2024-11-04,117.6500015258789
2024-11-05,117.7300033569336
2024-11-06,116.80000305175781
2024-11-07,115.30000305175781
2024-11-08,116.58999633789062
2024-11-11,116.80000305175781
2024-11-12,116.44000244140625
2024-11-13,115.73999786376953
2024-11-14,115.02999877929688
2024-11-15,115.9000015258789
2024-11-18,117.36000061035156
2024-11-19,117.12999725341797
2024-11-20,115.93000030517578
2024-11-21,117.26000213623047
