Date,AOS
2022-02-28,68.58000183105469
2022-03-01,66.62999725341797
2022-03-02,69.4000015258789
2022-03-03,68.68000030517578
2022-03-04,68.38999938964844
2022-03-07,67.31999969482422
2022-03-08,66.20999908447266
2022-03-09,67.68000030517578
2022-03-10,66.61000061035156
2022-03-11,65.72000122070312
2022-03-14,65.87999725341797
2022-03-15,66.13999938964844
2022-03-16,67.30999755859375
2022-03-17,68.0
2022-03-18,68.05000305175781
2022-03-21,67.91999816894531
2022-03-22,67.80000305175781
2022-03-23,65.37000274658203
2022-03-24,66.2300033569336
2022-03-25,66.97000122070312
2022-03-28,66.66000366210938
2022-03-29,67.4800033569336
2022-03-30,66.25
2022-03-31,63.88999938964844
2022-04-01,65.87999725341797
2022-04-04,67.05999755859375
2022-04-05,65.38999938964844
2022-04-06,64.5999984741211
2022-04-07,63.33000183105469
2022-04-08,62.869998931884766
2022-04-11,63.36000061035156
2022-04-12,64.48999786376953
2022-04-13,64.69999694824219
2022-04-14,63.790000915527344
2022-04-18,63.34000015258789
2022-04-19,65.37000274658203
2022-04-20,66.30000305175781
2022-04-21,66.30000305175781
2022-04-22,64.73999786376953
2022-04-25,64.62999725341797
2022-04-26,62.369998931884766
2022-04-27,62.88999938964844
2022-04-28,59.869998931884766
2022-04-29,58.43000030517578
2022-05-02,59.31999969482422
2022-05-03,59.099998474121094
2022-05-04,61.63999938964844
2022-05-05,58.93000030517578
2022-05-06,59.400001525878906
2022-05-09,59.790000915527344
2022-05-10,58.959999084472656
2022-05-11,57.369998931884766
2022-05-12,59.060001373291016
2022-05-13,60.0099983215332
2022-05-16,58.97999954223633
2022-05-17,60.349998474121094
2022-05-18,57.77000045776367
2022-05-19,58.45000076293945
2022-05-20,57.77000045776367
2022-05-23,58.369998931884766
2022-05-24,58.349998474121094
2022-05-25,58.540000915527344
2022-05-26,59.630001068115234
2022-05-27,61.220001220703125
2022-05-31,60.119998931884766
2022-06-01,60.439998626708984
2022-06-02,61.15999984741211
2022-06-03,60.84000015258789
2022-06-06,61.869998931884766
2022-06-07,61.79999923706055
2022-06-08,61.09000015258789
2022-06-09,60.810001373291016
2022-06-10,58.060001373291016
2022-06-13,56.09000015258789
2022-06-14,55.63999938964844
2022-06-15,56.040000915527344
2022-06-16,53.59000015258789
2022-06-17,53.11000061035156
2022-06-21,52.88999938964844
2022-06-22,53.060001373291016
2022-06-23,54.130001068115234
2022-06-24,55.81999969482422
2022-06-27,55.849998474121094
2022-06-28,55.18000030517578
2022-06-29,54.79999923706055
2022-06-30,54.68000030517578
2022-07-01,56.029998779296875
2022-07-05,57.38999938964844
2022-07-06,57.959999084472656
2022-07-07,59.61000061035156
2022-07-08,56.970001220703125
2022-07-11,56.689998626708984
2022-07-12,56.13999938964844
2022-07-13,55.4900016784668
2022-07-14,54.130001068115234
2022-07-15,56.650001525878906
2022-07-18,55.459999084472656
2022-07-19,57.5099983215332
2022-07-20,57.880001068115234
2022-07-21,58.95000076293945
2022-07-22,59.0
2022-07-25,58.91999816894531
2022-07-26,59.040000915527344
2022-07-27,60.540000915527344
2022-07-28,60.9900016784668
2022-07-29,63.27000045776367
2022-08-01,61.93000030517578
2022-08-02,60.470001220703125
2022-08-03,61.47999954223633
2022-08-04,61.290000915527344
2022-08-05,60.599998474121094
2022-08-08,61.5
2022-08-09,60.29999923706055
2022-08-10,61.70000076293945
2022-08-11,62.41999816894531
2022-08-12,63.869998931884766
2022-08-15,64.08000183105469
2022-08-16,64.33000183105469
2022-08-17,64.20999908447266
2022-08-18,64.11000061035156
2022-08-19,62.630001068115234
2022-08-22,61.290000915527344
2022-08-23,60.75
2022-08-24,60.959999084472656
2022-08-25,61.119998931884766
2022-08-26,58.43000030517578
2022-08-29,57.70000076293945
2022-08-30,57.439998626708984
2022-08-31,56.45000076293945
2022-09-01,56.41999816894531
2022-09-02,56.27000045776367
2022-09-06,55.88999938964844
2022-09-07,57.209999084472656
2022-09-08,56.849998474121094
2022-09-09,56.290000915527344
2022-09-12,56.16999816894531
2022-09-13,54.18000030517578
2022-09-14,52.27000045776367
2022-09-15,52.91999816894531
2022-09-16,51.720001220703125
2022-09-19,52.59000015258789
2022-09-20,51.220001220703125
2022-09-21,51.060001373291016
2022-09-22,50.52000045776367
2022-09-23,49.83000183105469
2022-09-26,49.40999984741211
2022-09-27,49.33000183105469
2022-09-28,50.45000076293945
2022-09-29,48.72999954223633
2022-09-30,48.58000183105469
2022-10-03,50.630001068115234
2022-10-04,52.36000061035156
2022-10-05,51.5
2022-10-06,50.779998779296875
2022-10-07,49.5
2022-10-10,49.58000183105469
2022-10-11,49.310001373291016
2022-10-12,49.130001068115234
2022-10-13,48.86000061035156
2022-10-14,49.040000915527344
2022-10-17,51.61000061035156
2022-10-18,51.7599983215332
2022-10-19,50.77000045776367
2022-10-20,48.7599983215332
2022-10-21,50.130001068115234
2022-10-24,50.79999923706055
2022-10-25,52.099998474121094
2022-10-26,51.95000076293945
2022-10-27,51.900001525878906
2022-10-28,54.380001068115234
2022-10-31,54.779998779296875
2022-11-01,54.599998474121094
2022-11-02,53.70000076293945
2022-11-03,54.369998931884766
2022-11-04,55.97999954223633
2022-11-07,56.90999984741211
2022-11-08,55.970001220703125
2022-11-09,55.04999923706055
2022-11-10,59.279998779296875
2022-11-11,60.0
2022-11-14,59.5099983215332
2022-11-15,60.38999938964844
2022-11-16,59.79999923706055
2022-11-17,60.099998474121094
2022-11-18,61.279998779296875
2022-11-21,61.400001525878906
2022-11-22,61.900001525878906
2022-11-23,61.529998779296875
2022-11-25,61.86000061035156
2022-11-28,59.7599983215332
2022-11-29,60.4900016784668
2022-11-30,60.7400016784668
2022-12-01,60.47999954223633
2022-12-02,60.380001068115234
2022-12-05,59.81999969482422
2022-12-06,59.369998931884766
2022-12-07,59.27000045776367
2022-12-08,58.41999816894531
2022-12-09,58.29999923706055
2022-12-12,58.5099983215332
2022-12-13,59.369998931884766
2022-12-14,58.880001068115234
2022-12-15,56.79999923706055
2022-12-16,56.04999923706055
2022-12-19,56.060001373291016
2022-12-20,56.34000015258789
2022-12-21,57.2400016784668
2022-12-22,56.22999954223633
2022-12-23,56.900001525878906
2022-12-27,57.66999816894531
2022-12-28,56.77000045776367
2022-12-29,57.65999984741211
2022-12-30,57.2400016784668
2023-01-03,58.91999816894531
2023-01-04,60.65999984741211
2023-01-05,59.380001068115234
2023-01-06,61.439998626708984
2023-01-09,61.4900016784668
2023-01-10,59.86000061035156
2023-01-11,62.58000183105469
2023-01-12,61.400001525878906
2023-01-13,62.130001068115234
2023-01-17,60.029998779296875
2023-01-18,60.13999938964844
2023-01-19,57.790000915527344
2023-01-20,59.150001525878906
2023-01-23,60.209999084472656
2023-01-24,60.66999816894531
2023-01-25,60.52000045776367
2023-01-26,58.849998474121094
2023-01-27,60.36000061035156
2023-01-30,59.560001373291016
2023-01-31,67.69999694824219
2023-02-01,69.95999908447266
2023-02-02,70.4000015258789
2023-02-03,69.05000305175781
2023-02-06,67.48999786376953
2023-02-07,66.62999725341797
2023-02-08,66.20999908447266
2023-02-09,65.80999755859375
2023-02-10,66.11000061035156
2023-02-13,68.02999877929688
2023-02-14,67.4800033569336
2023-02-15,68.02999877929688
2023-02-16,67.72000122070312
2023-02-17,67.23999786376953
2023-02-21,65.66999816894531
2023-02-22,65.47000122070312
2023-02-23,65.80999755859375
2023-02-24,64.9000015258789
2023-02-27,65.31999969482422
2023-02-28,65.62999725341797
2023-03-01,66.7699966430664
2023-03-02,67.63999938964844
2023-03-03,68.12999725341797
2023-03-06,66.9000015258789
2023-03-07,66.38999938964844
2023-03-08,67.01000213623047
2023-03-09,67.43000030517578
2023-03-10,66.0999984741211
2023-03-13,65.77999877929688
2023-03-14,67.4800033569336
2023-03-15,66.66999816894531
2023-03-16,67.37000274658203
2023-03-17,65.47000122070312
2023-03-20,66.44999694824219
2023-03-21,66.91999816894531
2023-03-22,66.48999786376953
2023-03-23,66.29000091552734
2023-03-24,66.73999786376953
2023-03-27,67.5999984741211
2023-03-28,68.1500015258789
2023-03-29,68.91999816894531
2023-03-30,67.9000015258789
2023-03-31,69.1500015258789
2023-04-03,68.8499984741211
2023-04-04,65.83000183105469
2023-04-05,64.61000061035156
2023-04-06,64.5999984741211
2023-04-10,65.47000122070312
2023-04-11,65.55999755859375
2023-04-12,66.0199966430664
2023-04-13,66.3499984741211
2023-04-14,67.12000274658203
2023-04-17,67.56999969482422
2023-04-18,68.54000091552734
2023-04-19,67.87999725341797
2023-04-20,68.7699966430664
2023-04-21,68.77999877929688
2023-04-24,68.91999816894531
2023-04-25,68.56999969482422
2023-04-26,67.5
2023-04-27,68.55999755859375
2023-04-28,68.29000091552734
2023-05-01,70.13999938964844
2023-05-02,69.77999877929688
2023-05-03,69.45999908447266
2023-05-04,69.19000244140625
2023-05-05,70.37999725341797
2023-05-08,70.30999755859375
2023-05-09,69.31999969482422
2023-05-10,69.22000122070312
2023-05-11,68.4000015258789
2023-05-12,67.23999786376953
2023-05-15,68.19999694824219
2023-05-16,67.20999908447266
2023-05-17,68.27999877929688
2023-05-18,69.13999938964844
2023-05-19,68.41999816894531
2023-05-22,68.19000244140625
2023-05-23,66.7300033569336
2023-05-24,66.3499984741211
2023-05-25,66.48999786376953
2023-05-26,66.66999816894531
2023-05-30,66.69000244140625
2023-05-31,63.939998626708984
2023-06-01,64.58000183105469
2023-06-02,68.41000366210938
2023-06-05,68.44999694824219
2023-06-06,68.63999938964844
2023-06-07,70.08000183105469
2023-06-08,69.73999786376953
2023-06-09,68.79000091552734
2023-06-12,68.56999969482422
2023-06-13,69.72000122070312
2023-06-14,69.62999725341797
2023-06-15,70.51000213623047
2023-06-16,71.0
2023-06-20,70.08999633789062
2023-06-21,69.8499984741211
2023-06-22,69.04000091552734
2023-06-23,69.48999786376953
2023-06-26,70.94999694824219
2023-06-27,72.2699966430664
2023-06-28,72.12999725341797
2023-06-29,72.37999725341797
2023-06-30,72.77999877929688
2023-07-03,72.37000274658203
2023-07-05,71.05000305175781
2023-07-06,70.5999984741211
2023-07-07,70.63999938964844
2023-07-10,72.19000244140625
2023-07-11,73.19999694824219
2023-07-12,73.48999786376953
2023-07-13,73.08999633789062
2023-07-14,74.41000366210938
