Date,KIM
2022-02-28,23.530000686645508
2022-03-01,22.920000076293945
2022-03-02,23.770000457763672
2022-03-03,23.8799991607666
2022-03-04,23.729999542236328
2022-03-07,23.170000076293945
2022-03-08,23.68000030517578
2022-03-09,23.93000030517578
2022-03-10,23.850000381469727
2022-03-11,23.709999084472656
2022-03-14,23.25
2022-03-15,23.649999618530273
2022-03-16,23.8700008392334
2022-03-17,23.8799991607666
2022-03-18,24.020000457763672
2022-03-21,23.950000762939453
2022-03-22,24.40999984741211
2022-03-23,24.020000457763672
2022-03-24,24.09000015258789
2022-03-25,24.3799991607666
2022-03-28,24.3799991607666
2022-03-29,25.360000610351562
2022-03-30,25.0
2022-03-31,24.700000762939453
2022-04-01,24.790000915527344
2022-04-04,24.610000610351562
2022-04-05,24.149999618530273
2022-04-06,24.170000076293945
2022-04-07,24.030000686645508
2022-04-08,24.350000381469727
2022-04-11,24.469999313354492
2022-04-12,24.40999984741211
2022-04-13,25.049999237060547
2022-04-14,25.1299991607666
2022-04-18,25.110000610351562
2022-04-19,25.799999237060547
2022-04-20,26.219999313354492
2022-04-21,25.959999084472656
2022-04-22,25.440000534057617
2022-04-25,25.6200008392334
2022-04-26,25.18000030517578
2022-04-27,25.239999771118164
2022-04-28,26.350000381469727
2022-04-29,25.329999923706055
2022-05-02,24.6200008392334
2022-05-03,25.049999237060547
2022-05-04,25.309999465942383
2022-05-05,24.200000762939453
2022-05-06,23.989999771118164
2022-05-09,23.350000381469727
2022-05-10,22.729999542236328
2022-05-11,22.190000534057617
2022-05-12,22.5
2022-05-13,23.25
2022-05-16,23.239999771118164
2022-05-17,24.09000015258789
2022-05-18,22.979999542236328
2022-05-19,22.56999969482422
2022-05-20,22.010000228881836
2022-05-23,22.09000015258789
2022-05-24,22.479999542236328
2022-05-25,22.770000457763672
2022-05-26,23.1299991607666
2022-05-27,23.739999771118164
2022-05-31,23.649999618530273
2022-06-01,22.940000534057617
2022-06-02,23.31999969482422
2022-06-03,22.950000762939453
2022-06-06,22.639999389648438
2022-06-07,23.030000686645508
2022-06-08,22.200000762939453
2022-06-09,21.329999923706055
2022-06-10,20.649999618530273
2022-06-13,19.479999542236328
2022-06-14,19.200000762939453
2022-06-15,19.309999465942383
2022-06-16,18.75
2022-06-17,18.940000534057617
2022-06-21,19.020000457763672
2022-06-22,19.020000457763672
2022-06-23,19.559999465942383
2022-06-24,20.139999389648438
2022-06-27,20.299999237060547
2022-06-28,20.3700008392334
2022-06-29,20.18000030517578
2022-06-30,19.770000457763672
2022-07-01,20.209999084472656
2022-07-05,20.110000610351562
2022-07-06,19.90999984741211
2022-07-07,20.049999237060547
2022-07-08,19.81999969482422
2022-07-11,19.81999969482422
2022-07-12,20.190000534057617
2022-07-13,19.8799991607666
2022-07-14,19.479999542236328
2022-07-15,20.1200008392334
2022-07-18,20.360000610351562
2022-07-19,21.010000228881836
2022-07-20,21.40999984741211
2022-07-21,21.40999984741211
2022-07-22,21.450000762939453
2022-07-25,21.510000228881836
2022-07-26,21.170000076293945
2022-07-27,21.5
2022-07-28,21.860000610351562
2022-07-29,22.110000610351562
2022-08-01,21.690000534057617
2022-08-02,21.3700008392334
2022-08-03,21.43000030517578
2022-08-04,21.34000015258789
2022-08-05,21.40999984741211
2022-08-08,21.8700008392334
2022-08-09,22.040000915527344
2022-08-10,22.6200008392334
2022-08-11,22.850000381469727
2022-08-12,23.350000381469727
2022-08-15,23.610000610351562
2022-08-16,23.729999542236328
2022-08-17,23.389999389648438
2022-08-18,23.3799991607666
2022-08-19,22.729999542236328
2022-08-22,22.0
2022-08-23,21.979999542236328
2022-08-24,22.100000381469727
2022-08-25,22.440000534057617
2022-08-26,21.719999313354492
2022-08-29,21.43000030517578
2022-08-30,21.440000534057617
2022-08-31,21.079999923706055
2022-09-01,21.299999237060547
2022-09-02,21.229999542236328
2022-09-06,21.290000915527344
2022-09-07,21.75
