Date,DFS
2023-05-25,99.87999725341797
2023-05-26,102.36000061035156
2023-05-30,103.31999969482422
2023-05-31,102.73999786376953
2023-06-01,105.33000183105469
2023-06-02,109.08999633789062
2023-06-05,109.04000091552734
2023-06-06,112.33000183105469
2023-06-07,113.0999984741211
2023-06-08,113.58999633789062
2023-06-09,114.13999938964844
2023-06-12,114.81999969482422
2023-06-13,117.72000122070312
2023-06-14,117.13999938964844
2023-06-15,117.26000213623047
2023-06-16,115.31999969482422
2023-06-20,115.52999877929688
2023-06-21,116.30000305175781
2023-06-22,115.4800033569336
2023-06-23,115.41999816894531
2023-06-26,115.44999694824219
2023-06-27,117.31999969482422
2023-06-28,117.41000366210938
2023-06-29,117.9000015258789
2023-06-30,116.8499984741211
2023-07-03,118.08999633789062
2023-07-05,116.30000305175781
2023-07-06,115.63999938964844
2023-07-07,116.94000244140625
2023-07-10,118.48999786376953
2023-07-11,119.48999786376953
2023-07-12,119.12000274658203
2023-07-13,119.68000030517578
2023-07-14,118.55999755859375
2023-07-17,120.37000274658203
2023-07-18,121.69999694824219
2023-07-19,121.8499984741211
2023-07-20,102.44999694824219
2023-07-21,105.11000061035156
2023-07-24,108.83999633789062
2023-07-25,107.95999908447266
2023-07-26,106.48999786376953
2023-07-27,104.18000030517578
2023-07-28,104.66999816894531
2023-07-31,105.55000305175781
2023-08-01,104.81999969482422
2023-08-02,103.1500015258789
2023-08-03,102.58999633789062
2023-08-04,102.36000061035156
2023-08-07,102.94000244140625
2023-08-08,104.63999938964844
2023-08-09,104.36000061035156
2023-08-10,103.5999984741211
2023-08-11,103.55999755859375
2023-08-14,102.6500015258789
2023-08-15,92.95999908447266
2023-08-16,90.26000213623047
2023-08-17,92.37999725341797
2023-08-18,93.33999633789062
2023-08-21,92.02999877929688
2023-08-22,89.01000213623047
2023-08-23,88.58999633789062
2023-08-24,89.13999938964844
2023-08-25,88.73999786376953
2023-08-28,89.52999877929688
2023-08-29,90.3499984741211
2023-08-30,89.72000122070312
2023-08-31,90.06999969482422
2023-09-01,92.05999755859375
2023-09-05,91.80999755859375
2023-09-06,91.51000213623047
2023-09-07,89.38999938964844
2023-09-08,89.56999969482422
2023-09-11,89.62999725341797
2023-09-12,89.13999938964844
2023-09-13,88.66999816894531
2023-09-14,90.08000183105469
2023-09-15,89.73999786376953
2023-09-18,88.47000122070312
2023-09-19,88.80999755859375
2023-09-20,88.66000366210938
2023-09-21,87.55000305175781
2023-09-22,87.19000244140625
2023-09-25,87.56999969482422
2023-09-26,86.86000061035156
2023-09-27,85.26000213623047
2023-09-28,86.33000183105469
2023-09-29,86.62999725341797
2023-10-02,90.83000183105469
2023-10-03,87.26000213623047
2023-10-04,87.3499984741211
2023-10-05,87.1500015258789
2023-10-06,88.69000244140625
2023-10-09,89.98999786376953
2023-10-10,91.33999633789062
2023-10-11,90.76000213623047
2023-10-12,90.7300033569336
2023-10-13,89.4000015258789
2023-10-16,90.81999969482422
2023-10-17,93.0199966430664
2023-10-18,91.8499984741211
2023-10-19,84.58999633789062
2023-10-20,82.19000244140625
2023-10-23,82.37000274658203
2023-10-24,81.06999969482422
2023-10-25,80.5999984741211
2023-10-26,80.81999969482422
2023-10-27,80.48999786376953
2023-10-30,81.13999938964844
2023-10-31,82.08000183105469
2023-11-01,82.58999633789062
2023-11-02,85.19999694824219
2023-11-03,87.18000030517578
2023-11-06,86.5199966430664
2023-11-07,84.86000061035156
2023-11-08,84.33999633789062
2023-11-09,82.87000274658203
2023-11-10,83.51000213623047
2023-11-13,83.80999755859375
2023-11-14,85.66999816894531
2023-11-15,85.66000366210938
2023-11-16,84.19999694824219
2023-11-17,86.37999725341797
2023-11-20,86.94999694824219
2023-11-21,85.94000244140625
2023-11-22,86.47000122070312
2023-11-24,86.7699966430664
2023-11-27,85.44000244140625
2023-11-28,87.22000122070312
2023-11-29,88.88999938964844
2023-11-30,93.0
2023-12-01,95.62000274658203
2023-12-04,94.73999786376953
2023-12-05,99.08000183105469
2023-12-06,100.69999694824219
2023-12-07,102.33000183105469
2023-12-08,103.30000305175781
2023-12-11,103.30000305175781
2023-12-12,102.73999786376953
2023-12-13,105.80999755859375
2023-12-14,107.72000122070312
2023-12-15,106.02999877929688
2023-12-18,106.8499984741211
2023-12-19,108.95999908447266
2023-12-20,107.62000274658203
2023-12-21,111.16000366210938
2023-12-22,110.98999786376953
2023-12-26,111.6500015258789
2023-12-27,112.23999786376953
2023-12-28,112.56999969482422
2023-12-29,112.4000015258789
2024-01-02,112.33999633789062
2024-01-03,110.73999786376953
2024-01-04,110.33000183105469
2024-01-05,111.8499984741211
2024-01-08,112.83999633789062
2024-01-09,111.41999816894531
2024-01-10,111.02999877929688
2024-01-11,111.2300033569336
2024-01-12,109.52999877929688
2024-01-16,109.66000366210938
2024-01-17,108.73999786376953
2024-01-18,97.0
2024-01-19,97.33000183105469
2024-01-22,99.6500015258789
2024-01-23,100.44000244140625
2024-01-24,101.22000122070312
2024-01-25,103.73999786376953
2024-01-26,106.91999816894531
2024-01-29,106.06999969482422
2024-01-30,108.23999786376953
2024-01-31,105.5199966430664
2024-02-01,106.55999755859375
2024-02-02,107.0
2024-02-05,106.62999725341797
2024-02-06,105.66000366210938
2024-02-07,106.27999877929688
2024-02-08,108.83999633789062
2024-02-09,109.18000030517578
2024-02-12,110.5
2024-02-13,108.38999938964844
2024-02-14,109.11000061035156
2024-02-15,110.72000122070312
2024-02-16,110.48999786376953
2024-02-20,124.41999816894531
2024-02-21,120.70999908447266
2024-02-22,120.05999755859375
2024-02-23,121.70999908447266
2024-02-26,121.95999908447266
2024-02-27,122.6500015258789
2024-02-28,123.25
2024-02-29,120.69999694824219
2024-03-01,120.80999755859375
2024-03-04,120.06999969482422
2024-03-05,121.2699966430664
2024-03-06,119.4000015258789
2024-03-07,121.5199966430664
2024-03-08,121.26000213623047
2024-03-11,121.91999816894531
2024-03-12,124.75
2024-03-13,125.95999908447266
2024-03-14,123.83999633789062
2024-03-15,120.23999786376953
2024-03-18,120.37999725341797
2024-03-19,121.23999786376953
2024-03-20,125.7699966430664
2024-03-21,127.18000030517578
2024-03-22,125.76000213623047
2024-03-25,125.26000213623047
2024-03-26,125.41999816894531
2024-03-27,128.0
2024-03-28,131.08999633789062
2024-04-01,129.3800048828125
2024-04-02,127.80999755859375
2024-04-03,126.88999938964844
2024-04-04,125.0
2024-04-05,125.86000061035156
2024-04-08,125.70999908447266
2024-04-09,125.33999633789062
2024-04-10,123.29000091552734
2024-04-11,122.94000244140625
2024-04-12,120.91000366210938
2024-04-15,121.30999755859375
2024-04-16,119.56999969482422
2024-04-17,119.88999938964844
2024-04-18,124.2699966430664
2024-04-19,125.3499984741211
2024-04-22,126.68000030517578
2024-04-23,129.24000549316406
2024-04-24,129.02000427246094
2024-04-25,125.66999816894531
2024-04-26,127.69999694824219
2024-04-29,128.0
2024-04-30,126.7300033569336
2024-05-01,123.58000183105469
2024-05-02,124.51000213623047
2024-05-03,125.04000091552734
2024-05-06,125.36000061035156
2024-05-07,123.61000061035156
2024-05-08,123.56999969482422
2024-05-09,124.04000091552734
2024-05-10,123.4000015258789
2024-05-13,124.16999816894531
2024-05-14,124.4000015258789
2024-05-15,126.7300033569336
2024-05-16,124.80999755859375
2024-05-17,125.41999816894531
2024-05-20,124.61000061035156
2024-05-21,125.18000030517578
2024-05-22,124.30999755859375
2024-05-23,122.80999755859375
2024-05-24,123.22000122070312
2024-05-28,121.81999969482422
2024-05-29,121.68000030517578
2024-05-30,121.11000061035156
2024-05-31,122.66000366210938
2024-06-03,122.80999755859375
2024-06-04,121.0999984741211
2024-06-05,122.12999725341797
2024-06-06,122.76000213623047
2024-06-07,124.9000015258789
2024-06-10,125.80999755859375
2024-06-11,121.73999786376953
2024-06-12,123.66999816894531
2024-06-13,122.33000183105469
2024-06-14,122.0
2024-06-17,125.70999908447266
2024-06-18,126.93000030517578
2024-06-20,127.77999877929688
2024-06-21,126.97000122070312
2024-06-24,127.66999816894531
2024-06-25,126.41999816894531
2024-06-26,125.3499984741211
2024-06-27,123.7300033569336
2024-06-28,130.80999755859375
2024-07-01,132.9499969482422
2024-07-02,133.5399932861328
2024-07-03,132.05999755859375
2024-07-05,128.88999938964844
2024-07-08,128.86000061035156
2024-07-09,130.0
2024-07-10,129.1999969482422
2024-07-11,131.47999572753906
2024-07-12,131.27999877929688
2024-07-15,137.05999755859375
2024-07-16,141.82000732421875
2024-07-17,141.41000366210938
2024-07-18,142.88999938964844
2024-07-19,141.77000427246094
2024-07-22,139.82000732421875
2024-07-23,139.60000610351562
2024-07-24,140.25999450683594
2024-07-25,141.6199951171875
2024-07-26,142.2899932861328
2024-07-29,142.55999755859375
2024-07-30,144.72000122070312
2024-07-31,143.99000549316406
2024-08-01,136.1699981689453
2024-08-02,129.08999633789062
2024-08-05,123.5199966430664
2024-08-06,125.2699966430664
2024-08-07,123.41000366210938
2024-08-08,125.0999984741211
2024-08-09,126.38999938964844
2024-08-12,123.70999908447266
2024-08-13,126.62000274658203
2024-08-14,127.75
2024-08-15,130.69000244140625
2024-08-16,133.8000030517578
2024-08-19,136.6300048828125
2024-08-20,135.25999450683594
2024-08-21,133.36000061035156
2024-08-22,131.24000549316406
2024-08-23,132.92999267578125
2024-08-26,132.74000549316406
2024-08-27,133.3300018310547
2024-08-28,135.89999389648438
2024-08-29,137.5800018310547
2024-08-30,138.7100067138672
2024-09-03,138.1199951171875
2024-09-04,135.0800018310547
2024-09-05,132.3800048828125
2024-09-06,128.67999267578125
2024-09-09,133.3300018310547
2024-09-10,130.33999633789062
2024-09-11,128.67999267578125
2024-09-12,129.25999450683594
2024-09-13,131.3300018310547
2024-09-16,133.91000366210938
2024-09-17,137.5800018310547
2024-09-18,136.11000061035156
2024-09-19,143.9199981689453
2024-09-20,142.49000549316406
2024-09-23,140.1999969482422
2024-09-24,136.47000122070312
2024-09-25,135.9199981689453
2024-09-26,138.3300018310547
2024-09-27,139.25
2024-09-30,140.2899932861328
2024-10-01,136.39999389648438
2024-10-02,137.32000732421875
2024-10-03,136.3699951171875
2024-10-04,144.88999938964844
2024-10-07,144.05999755859375
2024-10-08,142.08999633789062
2024-10-09,143.14999389648438
2024-10-10,141.74000549316406
2024-10-11,145.80999755859375
2024-10-14,147.30999755859375
2024-10-15,147.13999938964844
2024-10-16,147.52999877929688
2024-10-17,150.4600067138672
2024-10-18,148.67999267578125
2024-10-21,146.47000122070312
2024-10-22,145.4499969482422
2024-10-23,145.16000366210938
2024-10-24,143.1199951171875
2024-10-25,148.89999389648438
2024-10-28,152.8800048828125
2024-10-29,150.74000549316406
2024-10-30,154.5
2024-10-31,148.42999267578125
2024-11-01,151.3000030517578
2024-11-04,149.13999938964844
2024-11-05,151.85000610351562
2024-11-06,182.5500030517578
2024-11-07,175.0
2024-11-08,175.14999389648438
2024-11-11,181.38999938964844
2024-11-12,177.77000427246094
2024-11-13,174.64999389648438
2024-11-14,173.8300018310547
2024-11-15,176.07000732421875
2024-11-18,173.22000122070312
2024-11-19,172.5
2024-11-20,172.77000427246094
2024-11-21,174.91000366210938
