Date,DFS
2022-02-28,123.44000244140625
2022-03-01,113.88999938964844
2022-03-02,116.12000274658203
2022-03-03,114.56999969482422
2022-03-04,110.22000122070312
2022-03-07,101.3499984741211
2022-03-08,103.27999877929688
2022-03-09,107.0
2022-03-10,104.80000305175781
2022-03-11,104.47000122070312
2022-03-14,108.76000213623047
2022-03-15,110.29000091552734
2022-03-16,114.1500015258789
2022-03-17,113.62000274658203
2022-03-18,115.83999633789062
2022-03-21,112.12999725341797
2022-03-22,114.73999786376953
2022-03-23,110.6500015258789
2022-03-24,111.9000015258789
2022-03-25,113.25
2022-03-28,111.27999877929688
2022-03-29,114.30000305175781
2022-03-30,113.29000091552734
2022-03-31,110.19000244140625
2022-04-01,110.12000274658203
2022-04-04,110.81999969482422
2022-04-05,110.75
2022-04-06,110.5
2022-04-07,109.16000366210938
2022-04-08,111.56999969482422
2022-04-11,111.16999816894531
2022-04-12,111.83000183105469
2022-04-13,112.66999816894531
2022-04-14,112.18000030517578
2022-04-18,116.43000030517578
2022-04-19,118.75
2022-04-20,118.81999969482422
2022-04-21,116.52999877929688
2022-04-22,112.37000274658203
2022-04-25,112.63999938964844
2022-04-26,109.38999938964844
2022-04-27,107.01000213623047
2022-04-28,115.9800033569336
2022-04-29,112.45999908447266
2022-05-02,113.27999877929688
2022-05-03,115.55999755859375
2022-05-04,120.58000183105469
2022-05-05,115.44000244140625
2022-05-06,111.01000213623047
2022-05-09,107.2699966430664
2022-05-10,105.20999908447266
2022-05-11,104.62999725341797
2022-05-12,101.3499984741211
2022-05-13,104.9000015258789
2022-05-16,103.0
2022-05-17,107.94999694824219
2022-05-18,105.0999984741211
2022-05-19,104.08000183105469
2022-05-20,103.81999969482422
2022-05-23,108.11000061035156
2022-05-24,104.41999816894531
2022-05-25,107.66999816894531
2022-05-26,110.77999877929688
2022-05-27,112.19999694824219
2022-05-31,113.48999786376953
2022-06-01,111.19999694824219
2022-06-02,112.7699966430664
2022-06-03,110.27999877929688
2022-06-06,111.0
2022-06-07,113.19999694824219
2022-06-08,110.37999725341797
2022-06-09,106.12999725341797
2022-06-10,98.13999938964844
2022-06-13,91.86000061035156
2022-06-14,91.83999633789062
2022-06-15,94.68000030517578
2022-06-16,89.52999877929688
2022-06-17,94.41999816894531
2022-06-21,94.4800033569336
2022-06-22,94.0199966430664
2022-06-23,94.0999984741211
2022-06-24,99.16999816894531
2022-06-27,98.62999725341797
2022-06-28,97.30999755859375
2022-06-29,95.58999633789062
2022-06-30,94.58000183105469
2022-07-01,97.69000244140625
2022-07-05,97.97000122070312
2022-07-06,97.68000030517578
2022-07-07,99.68000030517578
2022-07-08,100.20999908447266
2022-07-11,99.5
2022-07-12,99.83000183105469
2022-07-13,99.66000366210938
2022-07-14,99.30999755859375
2022-07-15,104.01000213623047
2022-07-18,105.26000213623047
2022-07-19,108.81999969482422
2022-07-20,109.80000305175781
2022-07-21,100.0
2022-07-22,100.0
2022-07-25,100.0199966430664
2022-07-26,98.36000061035156
2022-07-27,100.29000091552734
2022-07-28,99.4800033569336
2022-07-29,101.0
2022-08-01,102.22000122070312
2022-08-02,100.16000366210938
2022-08-03,102.76000213623047
2022-08-04,102.36000061035156
2022-08-05,102.3499984741211
2022-08-08,102.87999725341797
2022-08-09,101.87999725341797
2022-08-10,107.9800033569336
2022-08-11,108.51000213623047
2022-08-12,109.5999984741211
2022-08-15,108.83000183105469
2022-08-16,110.47000122070312
2022-08-17,108.5199966430664
2022-08-18,108.47000122070312
2022-08-19,106.91000366210938
2022-08-22,103.31999969482422
2022-08-23,104.6500015258789
2022-08-24,104.38999938964844
2022-08-25,106.37999725341797
2022-08-26,102.69999694824219
2022-08-29,101.01000213623047
2022-08-30,100.87000274658203
2022-08-31,100.48999786376953
2022-09-01,100.04000091552734
2022-09-02,99.52999877929688
2022-09-06,97.48999786376953
2022-09-07,99.94000244140625
2022-09-08,101.05000305175781
2022-09-09,102.5199966430664
2022-09-12,103.29000091552734
2022-09-13,98.51000213623047
2022-09-14,99.05000305175781
2022-09-15,100.91000366210938
2022-09-16,100.91000366210938
2022-09-19,102.16999816894531
2022-09-20,100.29000091552734
2022-09-21,97.87000274658203
2022-09-22,94.97000122070312
2022-09-23,93.7300033569336
2022-09-26,91.05000305175781
2022-09-27,91.0
2022-09-28,93.58000183105469
2022-09-29,91.41999816894531
2022-09-30,90.91999816894531
2022-10-03,93.88999938964844
2022-10-04,97.4000015258789
2022-10-05,96.68000030517578
2022-10-06,95.31999969482422
2022-10-07,93.4000015258789
2022-10-10,91.87999725341797
2022-10-11,90.88999938964844
2022-10-12,91.55999755859375
2022-10-13,94.08999633789062
2022-10-14,91.19999694824219
2022-10-17,92.77999877929688
2022-10-18,96.29000091552734
2022-10-19,93.43000030517578
2022-10-20,92.76000213623047
2022-10-21,94.68000030517578
2022-10-24,95.86000061035156
2022-10-25,99.97000122070312
2022-10-26,102.22000122070312
2022-10-27,102.80999755859375
2022-10-28,105.63999938964844
2022-10-31,104.45999908447266
2022-11-01,103.88999938964844
2022-11-02,101.02999877929688
2022-11-03,97.9800033569336
2022-11-04,99.8499984741211
2022-11-07,101.01000213623047
2022-11-08,102.4800033569336
2022-11-09,100.04000091552734
2022-11-10,108.31999969482422
2022-11-11,108.77999877929688
2022-11-14,105.93000030517578
2022-11-15,103.62999725341797
2022-11-16,106.12000274658203
2022-11-17,107.04000091552734
2022-11-18,107.26000213623047
2022-11-21,108.13999938964844
2022-11-22,108.20999908447266
2022-11-23,108.66000366210938
2022-11-25,108.7300033569336
2022-11-28,106.8499984741211
2022-11-29,108.55000305175781
2022-11-30,108.36000061035156
2022-12-01,106.52999877929688
2022-12-02,105.4000015258789
2022-12-05,103.51000213623047
2022-12-06,103.87000274658203
2022-12-07,103.73999786376953
2022-12-08,102.93000030517578
2022-12-09,103.0
2022-12-12,105.27999877929688
2022-12-13,106.55999755859375
2022-12-14,103.44999694824219
2022-12-15,98.87999725341797
2022-12-16,96.88999938964844
2022-12-19,95.16999816894531
2022-12-20,96.70999908447266
2022-12-21,97.80000305175781
2022-12-22,96.86000061035156
2022-12-23,97.5999984741211
2022-12-27,96.75
2022-12-28,95.27999877929688
2022-12-29,97.44999694824219
2022-12-30,97.83000183105469
2023-01-03,96.98999786376953
2023-01-04,101.2699966430664
2023-01-05,99.55000305175781
2023-01-06,103.04000091552734
2023-01-09,103.87999725341797
2023-01-10,105.61000061035156
2023-01-11,107.04000091552734
2023-01-12,106.05999755859375
2023-01-13,107.19999694824219
2023-01-17,105.41000366210938
2023-01-18,102.33999633789062
2023-01-19,101.9000015258789
2023-01-20,106.13999938964844
2023-01-23,110.29000091552734
2023-01-24,111.48999786376953
2023-01-25,114.9000015258789
2023-01-26,114.69000244140625
2023-01-27,117.56999969482422
2023-01-30,114.44000244140625
2023-01-31,116.7300033569336
2023-02-01,115.83000183105469
2023-02-02,117.94999694824219
2023-02-03,119.0
2023-02-06,117.1500015258789
2023-02-07,117.83000183105469
2023-02-08,115.5999984741211
2023-02-09,114.52999877929688
2023-02-10,115.0
2023-02-13,116.1500015258789
2023-02-14,115.3499984741211
2023-02-15,115.25
2023-02-16,111.62999725341797
2023-02-17,111.18000030517578
2023-02-21,109.12999725341797
2023-02-22,109.58000183105469
2023-02-23,110.69999694824219
2023-02-24,112.22000122070312
2023-02-27,111.44999694824219
2023-02-28,112.0
2023-03-01,112.94000244140625
2023-03-02,112.37000274658203
2023-03-03,114.7699966430664
2023-03-06,113.94999694824219
2023-03-07,111.38999938964844
2023-03-08,110.5999984741211
2023-03-09,105.63999938964844
2023-03-10,102.13999938964844
2023-03-13,97.5199966430664
2023-03-14,101.44000244140625
2023-03-15,96.25
2023-03-16,95.4800033569336
2023-03-17,92.23999786376953
2023-03-20,93.81999969482422
2023-03-21,98.33999633789062
2023-03-22,94.77999877929688
2023-03-23,93.56999969482422
2023-03-24,92.8499984741211
2023-03-27,94.38999938964844
2023-03-28,94.16000366210938
2023-03-29,97.68000030517578
2023-03-30,98.12000274658203
2023-03-31,98.83999633789062
2023-04-03,98.81999969482422
2023-04-04,98.58000183105469
2023-04-05,97.4000015258789
2023-04-06,97.0199966430664
2023-04-10,98.16999816894531
2023-04-11,100.4000015258789
2023-04-12,99.1500015258789
2023-04-13,100.48999786376953
2023-04-14,101.16999816894531
2023-04-17,102.66000366210938
2023-04-18,103.62999725341797
2023-04-19,105.76000213623047
2023-04-20,105.18000030517578
2023-04-21,105.5199966430664
2023-04-24,104.48999786376953
2023-04-25,101.77999877929688
2023-04-26,101.18000030517578
2023-04-27,101.98999786376953
2023-04-28,103.47000122070312
2023-05-01,99.61000061035156
2023-05-02,95.22000122070312
2023-05-03,95.77999877929688
2023-05-04,92.44000244140625
2023-05-05,95.95999908447266
2023-05-08,96.83999633789062
2023-05-09,96.69000244140625
2023-05-10,95.3499984741211
2023-05-11,95.83000183105469
2023-05-12,95.2300033569336
2023-05-15,97.04000091552734
2023-05-16,96.30999755859375
2023-05-17,98.58999633789062
2023-05-18,100.61000061035156
2023-05-19,100.73999786376953
2023-05-22,101.05999755859375
2023-05-23,101.9000015258789
2023-05-24,99.41999816894531
