Date,EA
2024-05-28,132.0500030517578
2024-05-29,131.97000122070312
2024-05-30,131.22999572753906
2024-05-31,132.8800048828125
2024-06-03,132.99000549316406
2024-06-04,136.5
2024-06-05,137.9600067138672
2024-06-06,137.39999389648438
2024-06-07,136.82000732421875
2024-06-10,136.2100067138672
2024-06-11,136.69000244140625
2024-06-12,135.6300048828125
2024-06-13,135.8699951171875
2024-06-14,135.97999572753906
2024-06-17,137.52999877929688
2024-06-18,138.1300048828125
2024-06-20,137.85000610351562
2024-06-21,139.05999755859375
2024-06-24,141.22999572753906
2024-06-25,140.6300048828125
2024-06-26,140.57000732421875
2024-06-27,139.52000427246094
2024-06-28,139.3300018310547
2024-07-01,137.32000732421875
2024-07-02,138.8800048828125
2024-07-03,138.6699981689453
2024-07-05,138.25999450683594
2024-07-08,139.64999389648438
2024-07-09,140.5800018310547
2024-07-10,144.08999633789062
2024-07-11,145.3000030517578
2024-07-12,145.67999267578125
2024-07-15,145.0
2024-07-16,146.6699981689453
2024-07-17,147.0
2024-07-18,146.52000427246094
2024-07-19,140.1999969482422
2024-07-22,143.25
2024-07-23,141.99000549316406
2024-07-24,141.17999267578125
2024-07-25,141.8000030517578
2024-07-26,145.17999267578125
2024-07-29,147.85000610351562
2024-07-30,149.1199951171875
2024-07-31,150.94000244140625
2024-08-01,148.39999389648438
2024-08-02,148.8300018310547
2024-08-05,145.5
2024-08-06,145.72999572753906
2024-08-07,144.41000366210938
2024-08-08,147.02000427246094
2024-08-09,146.60000610351562
2024-08-12,145.91000366210938
2024-08-13,146.89999389648438
2024-08-14,146.4600067138672
2024-08-15,147.0399932861328
2024-08-16,148.36000061035156
2024-08-19,149.6699981689453
2024-08-20,149.0500030517578
2024-08-21,149.75
2024-08-22,147.1300048828125
2024-08-23,147.6199951171875
2024-08-26,148.55999755859375
2024-08-27,149.2100067138672
2024-08-28,149.32000732421875
2024-08-29,150.25
2024-08-30,151.82000732421875
2024-09-03,146.22999572753906
2024-09-04,147.0800018310547
2024-09-05,145.91000366210938
2024-09-06,144.00999450683594
2024-09-09,144.3000030517578
2024-09-10,143.8000030517578
2024-09-11,143.6999969482422
2024-09-12,144.75
2024-09-13,145.8300018310547
2024-09-16,146.52000427246094
2024-09-17,142.58999633789062
2024-09-18,140.4499969482422
2024-09-19,140.74000549316406
2024-09-20,139.5500030517578
2024-09-23,141.07000732421875
2024-09-24,141.63999938964844
2024-09-25,141.47999572753906
2024-09-26,143.61000061035156
2024-09-27,144.64999389648438
2024-09-30,143.44000244140625
2024-10-01,142.25
2024-10-02,143.1999969482422
2024-10-03,140.69000244140625
2024-10-04,142.6999969482422
2024-10-07,142.89999389648438
2024-10-08,143.3300018310547
2024-10-09,143.74000549316406
2024-10-10,141.97000122070312
2024-10-11,143.24000549316406
2024-10-14,144.1699981689453
2024-10-15,146.4199981689453
2024-10-16,145.0399932861328
2024-10-17,144.1999969482422
2024-10-18,144.35000610351562
2024-10-21,145.7100067138672
2024-10-22,145.72000122070312
2024-10-23,144.86000061035156
2024-10-24,145.02999877929688
2024-10-25,145.1999969482422
2024-10-28,144.17999267578125
2024-10-29,145.6199951171875
2024-10-30,149.13999938964844
2024-10-31,150.85000610351562
2024-11-01,151.25999450683594
2024-11-04,152.88999938964844
2024-11-05,155.5
2024-11-06,157.9600067138672
2024-11-07,160.0
2024-11-08,157.91000366210938
2024-11-11,159.38999938964844
2024-11-12,162.8699951171875
2024-11-13,162.72000122070312
2024-11-14,164.1199951171875
2024-11-15,161.36000061035156
2024-11-18,164.00999450683594
2024-11-19,166.1300048828125
2024-11-20,166.7100067138672
2024-11-21,167.97000122070312
