Date,EA
2022-02-28,130.08999633789062
2022-03-01,128.14999389648438
2022-03-02,129.25999450683594
2022-03-03,127.83999633789062
2022-03-04,126.48999786376953
2022-03-07,126.26000213623047
2022-03-08,122.66999816894531
2022-03-09,125.5199966430664
2022-03-10,123.68000030517578
2022-03-11,122.33000183105469
2022-03-14,119.12999725341797
2022-03-15,120.80000305175781
2022-03-16,123.80000305175781
2022-03-17,125.18000030517578
2022-03-18,126.27999877929688
2022-03-21,125.55999755859375
2022-03-22,127.93000030517578
2022-03-23,124.63999938964844
2022-03-24,125.56999969482422
2022-03-25,127.31999969482422
2022-03-28,128.0399932861328
2022-03-29,128.8300018310547
2022-03-30,127.68000030517578
2022-03-31,126.51000213623047
2022-04-01,125.2300033569336
2022-04-04,128.02000427246094
2022-04-05,125.86000061035156
2022-04-06,124.8499984741211
2022-04-07,123.4000015258789
2022-04-08,123.4800033569336
2022-04-11,122.58000183105469
2022-04-12,123.56999969482422
2022-04-13,123.62000274658203
2022-04-14,122.5999984741211
2022-04-18,122.16000366210938
2022-04-19,124.04000091552734
2022-04-20,123.30999755859375
2022-04-21,123.73999786376953
2022-04-22,128.08999633789062
2022-04-25,128.14999389648438
2022-04-26,124.62999725341797
2022-04-27,121.22000122070312
2022-04-28,123.41000366210938
2022-04-29,118.05000305175781
2022-05-02,120.0
2022-05-03,122.51000213623047
2022-05-04,123.72000122070312
2022-05-05,119.61000061035156
2022-05-06,115.29000091552734
2022-05-09,112.04000091552734
2022-05-10,111.5999984741211
2022-05-11,120.48999786376953
2022-05-12,120.94999694824219
2022-05-13,124.94000244140625
2022-05-16,127.38999938964844
2022-05-17,128.47000122070312
2022-05-18,128.97000122070312
2022-05-19,130.02000427246094
2022-05-20,130.75999450683594
2022-05-23,133.77000427246094
2022-05-24,136.67999267578125
2022-05-25,137.35000610351562
2022-05-26,138.67999267578125
2022-05-27,138.52999877929688
2022-05-31,138.64999389648438
2022-06-01,139.52999877929688
2022-06-02,141.5
2022-06-03,141.0
2022-06-06,140.35000610351562
2022-06-07,140.97000122070312
2022-06-08,139.22000122070312
2022-06-09,135.80999755859375
2022-06-10,133.44000244140625
2022-06-13,128.75999450683594
2022-06-14,127.37000274658203
2022-06-15,129.25999450683594
2022-06-16,127.9800033569336
2022-06-17,128.5399932861328
2022-06-21,130.38999938964844
2022-06-22,129.02999877929688
2022-06-23,128.9600067138672
2022-06-24,130.1999969482422
2022-06-27,125.5999984741211
2022-06-28,122.87999725341797
2022-06-29,122.83000183105469
2022-06-30,121.6500015258789
2022-07-01,122.7300033569336
2022-07-05,124.75
2022-07-06,124.3499984741211
2022-07-07,125.5999984741211
2022-07-08,125.62999725341797
2022-07-11,123.83999633789062
2022-07-12,121.9800033569336
2022-07-13,121.68000030517578
2022-07-14,122.29000091552734
2022-07-15,123.16000366210938
2022-07-18,123.62000274658203
2022-07-19,126.75
2022-07-20,127.58999633789062
2022-07-21,130.2100067138672
2022-07-22,130.16000366210938
2022-07-25,129.9199981689453
2022-07-26,130.75
2022-07-27,132.17999267578125
2022-07-28,133.17999267578125
2022-07-29,131.22999572753906
2022-08-01,130.8699951171875
2022-08-02,128.88999938964844
2022-08-03,133.27999877929688
2022-08-04,133.24000549316406
2022-08-05,132.55999755859375
2022-08-08,131.0500030517578
2022-08-09,129.27999877929688
2022-08-10,131.16000366210938
2022-08-11,129.67999267578125
2022-08-12,131.3699951171875
2022-08-15,131.60000610351562
2022-08-16,135.11000061035156
2022-08-17,133.1699981689453
2022-08-18,132.47000122070312
2022-08-19,130.47999572753906
2022-08-22,128.1199951171875
2022-08-23,126.7300033569336
2022-08-24,125.61000061035156
2022-08-25,127.61000061035156
2022-08-26,132.1699981689453
2022-08-29,129.60000610351562
2022-08-30,126.47000122070312
2022-08-31,126.87000274658203
2022-09-01,127.68000030517578
2022-09-02,125.33000183105469
2022-09-06,124.7300033569336
2022-09-07,125.55000305175781
2022-09-08,127.13999938964844
2022-09-09,128.92999267578125
2022-09-12,130.85000610351562
2022-09-13,127.58999633789062
2022-09-14,126.91999816894531
2022-09-15,124.41000366210938
2022-09-16,121.73999786376953
2022-09-19,122.93000030517578
2022-09-20,120.54000091552734
2022-09-21,117.48999786376953
2022-09-22,117.41999816894531
2022-09-23,115.63999938964844
2022-09-26,114.81999969482422
2022-09-27,115.13999938964844
2022-09-28,118.3499984741211
2022-09-29,117.47000122070312
2022-09-30,115.70999908447266
2022-10-03,119.86000061035156
2022-10-04,123.19999694824219
2022-10-05,122.66999816894531
2022-10-06,123.66000366210938
2022-10-07,122.30999755859375
2022-10-10,120.68000030517578
2022-10-11,119.25
2022-10-12,118.87999725341797
2022-10-13,121.22000122070312
2022-10-14,120.37000274658203
2022-10-17,121.02999877929688
2022-10-18,123.37000274658203
2022-10-19,123.83999633789062
2022-10-20,123.55000305175781
2022-10-21,124.98999786376953
2022-10-24,125.66999816894531
2022-10-25,127.73999786376953
2022-10-26,127.25
2022-10-27,127.69999694824219
2022-10-28,128.24000549316406
2022-10-31,125.95999908447266
2022-11-01,126.2699966430664
2022-11-02,128.66000366210938
2022-11-03,126.62000274658203
2022-11-04,129.75999450683594
2022-11-07,132.4199981689453
2022-11-08,129.10000610351562
2022-11-09,126.29000091552734
2022-11-10,130.3000030517578
2022-11-11,131.22999572753906
2022-11-14,129.55999755859375
2022-11-15,128.77999877929688
2022-11-16,129.33999633789062
2022-11-17,128.64999389648438
2022-11-18,130.0800018310547
2022-11-21,127.86000061035156
2022-11-22,129.52000427246094
2022-11-23,130.9600067138672
2022-11-25,129.5
2022-11-28,128.35000610351562
2022-11-29,127.58999633789062
2022-11-30,130.77999877929688
2022-12-01,131.6199951171875
2022-12-02,132.27999877929688
2022-12-05,130.4199981689453
2022-12-06,127.41000366210938
2022-12-07,126.01000213623047
2022-12-08,126.11000061035156
2022-12-09,124.70999908447266
2022-12-12,125.5999984741211
2022-12-13,125.68000030517578
2022-12-14,124.66000366210938
2022-12-15,121.7300033569336
2022-12-16,121.73999786376953
2022-12-19,120.79000091552734
2022-12-20,120.41999816894531
2022-12-21,122.5
2022-12-22,121.41999816894531
2022-12-23,121.51000213623047
2022-12-27,120.81999969482422
2022-12-28,119.54000091552734
2022-12-29,122.19000244140625
2022-12-30,122.18000030517578
2023-01-03,122.80000305175781
2023-01-04,125.01000213623047
2023-01-05,124.68000030517578
2023-01-06,123.88999938964844
2023-01-09,124.16999816894531
2023-01-10,124.0199966430664
2023-01-11,126.11000061035156
2023-01-12,126.41999816894531
2023-01-13,125.45999908447266
2023-01-17,123.69999694824219
2023-01-18,123.70999908447266
2023-01-19,123.72000122070312
2023-01-20,125.98999786376953
2023-01-23,127.41000366210938
2023-01-24,127.48999786376953
2023-01-25,127.55999755859375
2023-01-26,129.13999938964844
2023-01-27,128.8699951171875
2023-01-30,128.99000549316406
2023-01-31,128.67999267578125
2023-02-01,116.76000213623047
2023-02-02,115.98999786376953
2023-02-03,113.91999816894531
2023-02-06,112.19000244140625
2023-02-07,114.18000030517578
2023-02-08,112.69999694824219
2023-02-09,111.79000091552734
2023-02-10,111.80000305175781
2023-02-13,113.19999694824219
2023-02-14,112.25
2023-02-15,113.33999633789062
2023-02-16,111.72000122070312
2023-02-17,112.0
2023-02-21,112.0199966430664
2023-02-22,111.73999786376953
2023-02-23,110.72000122070312
2023-02-24,109.7699966430664
2023-02-27,111.08999633789062
2023-02-28,110.94000244140625
2023-03-01,110.41000366210938
2023-03-02,112.29000091552734
2023-03-03,113.1500015258789
2023-03-06,113.19000244140625
2023-03-07,112.13999938964844
2023-03-08,112.27999877929688
2023-03-09,110.45999908447266
2023-03-10,109.19000244140625
2023-03-13,110.06999969482422
2023-03-14,111.4800033569336
2023-03-15,111.37999725341797
2023-03-16,113.52999877929688
2023-03-17,113.3499984741211
2023-03-20,113.5199966430664
2023-03-21,114.94000244140625
2023-03-22,113.16000366210938
2023-03-23,116.04000091552734
2023-03-24,119.02999877929688
2023-03-27,118.63999938964844
2023-03-28,118.0199966430664
2023-03-29,119.19000244140625
2023-03-30,119.0999984741211
2023-03-31,120.44999694824219
2023-04-03,121.3499984741211
2023-04-04,125.23999786376953
2023-04-05,126.1500015258789
2023-04-06,125.16000366210938
2023-04-10,125.62000274658203
2023-04-11,125.68000030517578
2023-04-12,126.12999725341797
2023-04-13,128.27999877929688
2023-04-14,127.87000274658203
2023-04-17,128.0800018310547
2023-04-18,129.0399932861328
2023-04-19,128.17999267578125
2023-04-20,128.8000030517578
2023-04-21,129.11000061035156
2023-04-24,129.47999572753906
2023-04-25,129.5
2023-04-26,125.12000274658203
2023-04-27,126.51000213623047
2023-04-28,127.27999877929688
2023-05-01,127.41999816894531
2023-05-02,126.16000366210938
2023-05-03,125.06999969482422
2023-05-04,124.01000213623047
2023-05-05,125.41999816894531
2023-05-08,125.76000213623047
2023-05-09,125.41000366210938
2023-05-10,124.73999786376953
2023-05-11,125.31999969482422
2023-05-12,125.47000122070312
2023-05-15,124.83999633789062
2023-05-16,125.12000274658203
2023-05-17,124.91999816894531
2023-05-18,126.20999908447266
2023-05-19,125.66000366210938
2023-05-22,125.12000274658203
2023-05-23,125.29000091552734
2023-05-24,125.4000015258789
2023-05-25,125.4000015258789
2023-05-26,126.80000305175781
2023-05-30,126.4800033569336
2023-05-31,128.0
2023-06-01,127.69000244140625
2023-06-02,127.66999816894531
2023-06-05,127.0199966430664
2023-06-06,127.13999938964844
2023-06-07,126.23999786376953
2023-06-08,127.11000061035156
2023-06-09,125.94000244140625
2023-06-12,125.76000213623047
2023-06-13,127.31999969482422
2023-06-14,127.9000015258789
2023-06-15,128.99000549316406
2023-06-16,128.66000366210938
2023-06-20,126.41000366210938
2023-06-21,124.56999969482422
2023-06-22,125.44999694824219
2023-06-23,125.25
2023-06-26,126.66999816894531
2023-06-27,131.3800048828125
2023-06-28,130.66000366210938
2023-06-29,130.4499969482422
2023-06-30,129.6999969482422
2023-07-03,130.8699951171875
2023-07-05,129.88999938964844
2023-07-06,130.6999969482422
2023-07-07,129.1999969482422
2023-07-10,130.5399932861328
2023-07-11,137.3300018310547
2023-07-12,135.47000122070312
2023-07-13,136.7100067138672
2023-07-14,137.33999633789062
2023-07-17,138.25
2023-07-18,138.8699951171875
2023-07-19,136.83999633789062
2023-07-20,137.1300048828125
2023-07-21,137.05999755859375
2023-07-24,137.75999450683594
2023-07-25,139.57000732421875
2023-07-26,138.8300018310547
2023-07-27,137.50999450683594
2023-07-28,137.85000610351562
2023-07-31,136.35000610351562
2023-08-01,136.1199951171875
2023-08-02,126.30999755859375
2023-08-03,123.83000183105469
2023-08-04,122.58999633789062
2023-08-07,124.05000305175781
2023-08-08,122.61000061035156
2023-08-09,121.91999816894531
2023-08-10,122.2699966430664
2023-08-11,122.19999694824219
2023-08-14,122.7699966430664
2023-08-15,121.41999816894531
2023-08-16,120.68000030517578
2023-08-17,118.76000213623047
2023-08-18,118.36000061035156
2023-08-21,118.5999984741211
2023-08-22,119.52999877929688
2023-08-23,121.31999969482422
2023-08-24,119.91000366210938
2023-08-25,119.69000244140625
2023-08-28,120.5199966430664
2023-08-29,120.95999908447266
2023-08-30,120.55000305175781
2023-08-31,119.9800033569336
2023-09-01,120.54000091552734
2023-09-05,121.5
2023-09-06,120.9000015258789
2023-09-07,120.94000244140625
2023-09-08,121.75
2023-09-11,122.52999877929688
2023-09-12,121.41999816894531
2023-09-13,121.68000030517578
2023-09-14,123.04000091552734
2023-09-15,120.45999908447266
2023-09-18,120.5999984741211
2023-09-19,121.0
2023-09-20,120.44999694824219
2023-09-21,118.80000305175781
2023-09-22,119.0
2023-09-25,119.70999908447266
2023-09-26,118.36000061035156
2023-09-27,117.97000122070312
2023-09-28,119.18000030517578
2023-09-29,120.4000015258789
2023-10-02,120.1500015258789
2023-10-03,119.55000305175781
2023-10-04,120.72000122070312
2023-10-05,120.79000091552734
2023-10-06,122.95999908447266
2023-10-09,124.58999633789062
2023-10-10,128.0800018310547
2023-10-11,129.69000244140625
2023-10-12,131.57000732421875
2023-10-13,131.2899932861328
2023-10-16,131.13999938964844
2023-10-17,131.02999877929688
2023-10-18,130.25999450683594
2023-10-19,128.22999572753906
2023-10-20,127.44000244140625
2023-10-23,126.33999633789062
2023-10-24,127.66000366210938
2023-10-25,125.72000122070312
2023-10-26,123.63999938964844
2023-10-27,122.62999725341797
2023-10-30,121.30999755859375
2023-10-31,123.79000091552734
2023-11-01,123.77999877929688
2023-11-02,128.27999877929688
2023-11-03,129.58999633789062
2023-11-06,129.27000427246094
2023-11-07,129.72999572753906
2023-11-08,130.74000549316406
2023-11-09,131.3000030517578
2023-11-10,132.77999877929688
2023-11-13,132.67999267578125
2023-11-14,134.44000244140625
2023-11-15,134.42999267578125
2023-11-16,133.39999389648438
2023-11-17,133.6999969482422
2023-11-20,135.4499969482422
2023-11-21,136.05999755859375
2023-11-22,136.1199951171875
2023-11-24,136.60000610351562
2023-11-27,137.1199951171875
2023-11-28,136.3800048828125
2023-11-29,137.30999755859375
2023-11-30,138.00999450683594
2023-12-01,137.75999450683594
2023-12-04,137.82000732421875
2023-12-05,137.4199981689453
2023-12-06,137.13999938964844
2023-12-07,135.5500030517578
2023-12-08,137.13999938964844
2023-12-11,138.55999755859375
2023-12-12,140.3300018310547
2023-12-13,142.35000610351562
2023-12-14,140.85000610351562
2023-12-15,138.8300018310547
2023-12-18,138.08999633789062
2023-12-19,138.5500030517578
2023-12-20,136.58999633789062
2023-12-21,137.8800048828125
2023-12-22,137.6699981689453
2023-12-26,137.2899932861328
2023-12-27,136.7100067138672
2023-12-28,136.75999450683594
2023-12-29,136.80999755859375
2024-01-02,135.77999877929688
2024-01-03,135.7100067138672
2024-01-04,135.97000122070312
2024-01-05,135.61000061035156
2024-01-08,136.4600067138672
2024-01-09,137.72000122070312
2024-01-10,137.6300048828125
2024-01-11,137.74000549316406
2024-01-12,137.9199981689453
2024-01-16,137.14999389648438
2024-01-17,136.6199951171875
2024-01-18,138.02999877929688
2024-01-19,137.72000122070312
2024-01-22,137.57000732421875
2024-01-23,139.1699981689453
2024-01-24,137.86000061035156
2024-01-25,138.94000244140625
2024-01-26,139.4199981689453
2024-01-29,138.5800018310547
2024-01-30,137.5500030517578
2024-01-31,137.5800018310547
2024-02-01,137.9199981689453
2024-02-02,136.63999938964844
2024-02-05,134.94000244140625
2024-02-06,135.25999450683594
2024-02-07,136.75
2024-02-08,138.85000610351562
2024-02-09,140.61000061035156
2024-02-12,137.5500030517578
2024-02-13,139.0
2024-02-14,143.0800018310547
2024-02-15,144.0500030517578
2024-02-16,142.27999877929688
2024-02-20,141.0399932861328
2024-02-21,141.1699981689453
2024-02-22,143.52000427246094
2024-02-23,142.58999633789062
2024-02-26,142.5800018310547
2024-02-27,139.5
2024-02-28,140.0800018310547
2024-02-29,139.47999572753906
2024-03-01,140.7899932861328
2024-03-04,138.80999755859375
2024-03-05,136.27999877929688
2024-03-06,135.52000427246094
2024-03-07,135.39999389648438
2024-03-08,135.14999389648438
2024-03-11,136.72999572753906
2024-03-12,136.02000427246094
2024-03-13,136.9600067138672
2024-03-14,135.02999877929688
2024-03-15,134.27000427246094
2024-03-18,132.47999572753906
2024-03-19,132.9600067138672
2024-03-20,132.32000732421875
2024-03-21,132.47999572753906
2024-03-22,131.6999969482422
2024-03-25,130.52000427246094
2024-03-26,130.89999389648438
2024-03-27,131.8699951171875
2024-03-28,132.6699981689453
2024-04-01,133.33999633789062
2024-04-02,132.14999389648438
2024-04-03,132.52000427246094
2024-04-04,129.55999755859375
2024-04-05,130.2899932861328
2024-04-08,130.0
2024-04-09,130.69000244140625
2024-04-10,129.3000030517578
2024-04-11,129.17999267578125
2024-04-12,127.88999938964844
2024-04-15,127.05000305175781
2024-04-16,126.55000305175781
2024-04-17,126.30999755859375
2024-04-18,125.62999725341797
2024-04-19,127.2699966430664
2024-04-22,127.12000274658203
2024-04-23,127.13999938964844
2024-04-24,128.13999938964844
2024-04-25,127.30999755859375
2024-04-26,127.9000015258789
2024-04-29,127.9000015258789
2024-04-30,126.81999969482422
2024-05-01,128.17999267578125
2024-05-02,128.5
2024-05-03,129.55999755859375
2024-05-06,130.55999755859375
2024-05-07,130.24000549316406
2024-05-08,125.23999786376953
2024-05-09,127.12000274658203
2024-05-10,127.13999938964844
2024-05-13,126.58000183105469
2024-05-14,126.58999633789062
2024-05-15,127.62000274658203
2024-05-16,129.16000366210938
2024-05-17,127.75
2024-05-20,128.3000030517578
2024-05-21,128.85000610351562
2024-05-22,135.13999938964844
2024-05-23,134.39999389648438
2024-05-24,135.05999755859375
