Date,MPC
2022-02-28,77.87000274658203
2022-03-01,75.01000213623047
2022-03-02,76.98999786376953
2022-03-03,77.37000274658203
2022-03-04,77.7300033569336
2022-03-07,74.54000091552734
2022-03-08,76.22000122070312
2022-03-09,75.43000030517578
2022-03-10,77.93000030517578
2022-03-11,78.51000213623047
2022-03-14,76.66000366210938
2022-03-15,74.4000015258789
2022-03-16,74.86000061035156
2022-03-17,77.1500015258789
2022-03-18,78.31999969482422
2022-03-21,79.9800033569336
2022-03-22,79.25
2022-03-23,80.45999908447266
2022-03-24,81.38999938964844
2022-03-25,82.2300033569336
2022-03-28,81.97000122070312
2022-03-29,83.13999938964844
2022-03-30,85.3499984741211
2022-03-31,85.5
2022-04-01,84.80999755859375
2022-04-04,85.06999969482422
2022-04-05,84.70999908447266
2022-04-06,85.56999969482422
2022-04-07,85.8499984741211
2022-04-08,86.9000015258789
2022-04-11,84.87999725341797
2022-04-12,85.80000305175781
2022-04-13,87.58999633789062
2022-04-14,87.19999694824219
2022-04-18,90.11000061035156
2022-04-19,90.44000244140625
2022-04-20,90.9800033569336
2022-04-21,88.73999786376953
2022-04-22,87.08000183105469
2022-04-25,84.26000213623047
2022-04-26,85.47000122070312
2022-04-27,87.25
2022-04-28,89.69000244140625
2022-04-29,87.26000213623047
2022-05-02,89.12000274658203
2022-05-03,92.6500015258789
2022-05-04,96.3499984741211
2022-05-05,94.0999984741211
2022-05-06,95.91999816894531
2022-05-09,90.86000061035156
2022-05-10,91.72000122070312
2022-05-11,91.95999908447266
2022-05-12,92.73999786376953
2022-05-13,95.87999725341797
2022-05-16,96.47000122070312
2022-05-17,97.55000305175781
2022-05-18,96.20999908447266
2022-05-19,95.76000213623047
2022-05-20,96.55999755859375
2022-05-23,96.91000366210938
2022-05-24,97.30000305175781
2022-05-25,99.0199966430664
2022-05-26,99.4800033569336
2022-05-27,102.0999984741211
2022-05-31,101.79000091552734
2022-06-01,103.91000366210938
2022-06-02,104.2699966430664
2022-06-03,105.62000274658203
2022-06-06,109.38999938964844
2022-06-07,113.6500015258789
2022-06-08,112.87000274658203
2022-06-09,111.36000061035156
2022-06-10,108.33999633789062
2022-06-13,102.16999816894531
2022-06-14,102.66999816894531
2022-06-15,98.9000015258789
2022-06-16,91.9800033569336
2022-06-17,87.29000091552734
2022-06-21,91.36000061035156
2022-06-22,89.05999755859375
2022-06-23,84.62999725341797
2022-06-24,85.68000030517578
2022-06-27,87.94000244140625
2022-06-28,88.69000244140625
2022-06-29,84.4800033569336
2022-06-30,82.20999908447266
2022-07-01,84.4800033569336
2022-07-05,81.73999786376953
2022-07-06,79.30999755859375
2022-07-07,83.43000030517578
2022-07-08,83.2699966430664
2022-07-11,83.62999725341797
2022-07-12,82.75
2022-07-13,81.94000244140625
2022-07-14,80.68000030517578
2022-07-15,84.41999816894531
2022-07-18,85.2300033569336
2022-07-19,87.8499984741211
2022-07-20,88.79000091552734
2022-07-21,86.44999694824219
2022-07-22,85.6500015258789
2022-07-25,88.80000305175781
2022-07-26,87.95999908447266
2022-07-27,89.9800033569336
2022-07-28,89.58999633789062
2022-07-29,91.66000366210938
2022-08-01,90.31999969482422
2022-08-02,93.62000274658203
2022-08-03,92.68000030517578
2022-08-04,90.16999816894531
2022-08-05,90.22000122070312
2022-08-08,90.38999938964844
2022-08-09,93.3499984741211
2022-08-10,95.18000030517578
2022-08-11,96.70999908447266
2022-08-12,97.47000122070312
2022-08-15,95.79000091552734
2022-08-16,96.6500015258789
2022-08-17,98.62000274658203
2022-08-18,100.79000091552734
2022-08-19,100.44999694824219
2022-08-22,100.41999816894531
2022-08-23,103.48999786376953
2022-08-24,104.77999877929688
2022-08-25,105.97000122070312
2022-08-26,104.33999633789062
2022-08-29,105.0
2022-08-30,101.5
2022-08-31,100.75
2022-09-01,96.76000213623047
2022-09-02,99.12999725341797
2022-09-06,98.45999908447266
2022-09-07,98.33999633789062
2022-09-08,98.44999694824219
2022-09-09,100.01000213623047
2022-09-12,99.94000244140625
2022-09-13,97.6500015258789
2022-09-14,98.31999969482422
2022-09-15,96.13999938964844
2022-09-16,95.6500015258789
2022-09-19,96.30000305175781
2022-09-20,97.19999694824219
2022-09-21,94.66999816894531
2022-09-22,95.9800033569336
2022-09-23,91.44999694824219
2022-09-26,89.54000091552734
2022-09-27,92.8499984741211
2022-09-28,100.08999633789062
2022-09-29,98.69999694824219
2022-09-30,99.33000183105469
2022-10-03,102.79000091552734
2022-10-04,107.72000122070312
2022-10-05,107.58000183105469
2022-10-06,107.86000061035156
2022-10-07,106.83999633789062
2022-10-10,106.05999755859375
2022-10-11,103.43000030517578
2022-10-12,104.95999908447266
2022-10-13,109.06999969482422
2022-10-14,104.0999984741211
2022-10-17,105.37000274658203
2022-10-18,108.16000366210938
2022-10-19,108.87000274658203
2022-10-20,109.33999633789062
2022-10-21,111.37999725341797
2022-10-24,111.45999908447266
2022-10-25,111.44000244140625
2022-10-26,113.12000274658203
2022-10-27,113.6500015258789
2022-10-28,113.56999969482422
2022-10-31,113.62000274658203
2022-11-01,119.19999694824219
2022-11-02,114.7300033569336
2022-11-03,118.19999694824219
2022-11-04,117.6500015258789
2022-11-07,119.5
2022-11-08,119.0999984741211
2022-11-09,115.86000061035156
2022-11-10,119.18000030517578
2022-11-11,121.2300033569336
2022-11-14,120.52999877929688
2022-11-15,120.0
2022-11-16,119.86000061035156
2022-11-17,120.4000015258789
2022-11-18,121.18000030517578
2022-11-21,120.30999755859375
2022-11-22,126.5999984741211
2022-11-23,125.5999984741211
2022-11-25,125.19999694824219
2022-11-28,121.91999816894531
2022-11-29,123.47000122070312
2022-11-30,121.80999755859375
2022-12-01,120.2300033569336
2022-12-02,118.2300033569336
2022-12-05,112.44999694824219
