Date,CHRW
2022-02-28,96.68000030517578
2022-03-01,104.81999969482422
2022-03-02,102.94000244140625
2022-03-03,102.56999969482422
2022-03-04,106.4800033569336
2022-03-07,105.12999725341797
2022-03-08,101.55999755859375
2022-03-09,101.58999633789062
2022-03-10,102.30999755859375
2022-03-11,102.23999786376953
2022-03-14,98.83000183105469
2022-03-15,98.54000091552734
2022-03-16,102.02999877929688
2022-03-17,104.0199966430664
2022-03-18,104.91000366210938
2022-03-21,105.30999755859375
2022-03-22,106.08000183105469
2022-03-23,104.66999816894531
2022-03-24,106.37000274658203
2022-03-25,109.51000213623047
2022-03-28,110.12999725341797
2022-03-29,110.62000274658203
2022-03-30,109.76000213623047
2022-03-31,107.70999908447266
2022-04-01,103.12999725341797
2022-04-04,102.72000122070312
2022-04-05,101.51000213623047
2022-04-06,99.7300033569336
2022-04-07,100.87000274658203
2022-04-08,102.04000091552734
2022-04-11,102.62000274658203
2022-04-12,101.41000366210938
2022-04-13,101.66000366210938
2022-04-14,103.27999877929688
2022-04-18,102.75
2022-04-19,103.38999938964844
2022-04-20,103.19999694824219
2022-04-21,103.23999786376953
2022-04-22,102.13999938964844
2022-04-25,103.16999816894531
2022-04-26,101.36000061035156
2022-04-27,102.83000183105469
2022-04-28,110.33999633789062
2022-04-29,106.1500015258789
2022-05-02,108.30000305175781
2022-05-03,108.61000061035156
2022-05-04,110.55000305175781
2022-05-05,106.37000274658203
2022-05-06,106.97000122070312
2022-05-09,107.94999694824219
2022-05-10,110.29000091552734
2022-05-11,108.2699966430664
2022-05-12,107.70999908447266
2022-05-13,105.79000091552734
2022-05-16,106.86000061035156
2022-05-17,109.69999694824219
2022-05-18,103.16999816894531
2022-05-19,101.19000244140625
2022-05-20,101.91999816894531
2022-05-23,104.44000244140625
2022-05-24,104.79000091552734
2022-05-25,106.18000030517578
2022-05-26,107.61000061035156
2022-05-27,107.44999694824219
2022-05-31,108.51000213623047
2022-06-01,108.94000244140625
2022-06-02,107.56999969482422
2022-06-03,108.0199966430664
2022-06-06,109.33999633789062
2022-06-07,107.08999633789062
2022-06-08,103.7300033569336
2022-06-09,102.12000274658203
2022-06-10,101.7300033569336
2022-06-13,100.31999969482422
2022-06-14,106.3499984741211
2022-06-15,103.13999938964844
2022-06-16,101.08999633789062
2022-06-17,99.0
2022-06-21,101.25
2022-06-22,99.9000015258789
2022-06-23,100.29000091552734
2022-06-24,103.86000061035156
2022-06-27,105.13999938964844
2022-06-28,101.06999969482422
2022-06-29,101.44999694824219
2022-06-30,101.37000274658203
2022-07-01,102.05999755859375
2022-07-05,99.45999908447266
2022-07-06,101.04000091552734
2022-07-07,100.26000213623047
2022-07-08,100.26000213623047
2022-07-11,97.9000015258789
2022-07-12,96.91000366210938
2022-07-13,95.16999816894531
2022-07-14,95.56999969482422
2022-07-15,98.4800033569336
2022-07-18,98.55000305175781
2022-07-19,100.93000030517578
2022-07-20,101.75
2022-07-21,101.37999725341797
2022-07-22,101.98999786376953
2022-07-25,100.91000366210938
2022-07-26,99.8499984741211
2022-07-27,101.12999725341797
2022-07-28,108.06999969482422
2022-07-29,110.69999694824219
2022-08-01,109.69999694824219
2022-08-02,109.02999877929688
2022-08-03,109.2300033569336
2022-08-04,107.5199966430664
2022-08-05,109.73999786376953
2022-08-08,111.19000244140625
2022-08-09,111.95999908447266
2022-08-10,115.5999984741211
2022-08-11,117.43000030517578
2022-08-12,117.27999877929688
2022-08-15,117.88999938964844
2022-08-16,117.55000305175781
2022-08-17,116.11000061035156
2022-08-18,118.7699966430664
2022-08-19,117.12000274658203
2022-08-22,115.9800033569336
2022-08-23,117.0199966430664
2022-08-24,118.91000366210938
2022-08-25,119.55000305175781
2022-08-26,115.30999755859375
2022-08-29,115.02999877929688
2022-08-30,114.48999786376953
2022-08-31,114.1500015258789
2022-09-01,114.87999725341797
2022-09-02,115.36000061035156
2022-09-06,112.9000015258789
2022-09-07,114.1500015258789
2022-09-08,113.2300033569336
2022-09-09,114.29000091552734
2022-09-12,113.55000305175781
2022-09-13,110.05999755859375
2022-09-14,110.0
2022-09-15,107.7300033569336
2022-09-16,103.79000091552734
2022-09-19,105.97000122070312
2022-09-20,102.5
2022-09-21,101.47000122070312
2022-09-22,100.33999633789062
2022-09-23,97.68000030517578
2022-09-26,97.19999694824219
2022-09-27,98.05999755859375
2022-09-28,99.4800033569336
2022-09-29,98.7300033569336
2022-09-30,96.30999755859375
2022-10-03,98.72000122070312
2022-10-04,100.37999725341797
2022-10-05,99.63999938964844
2022-10-06,97.48999786376953
2022-10-07,94.80999755859375
2022-10-10,94.13999938964844
2022-10-11,94.05000305175781
2022-10-12,94.4800033569336
2022-10-13,95.30000305175781
2022-10-14,94.88999938964844
2022-10-17,96.29000091552734
2022-10-18,96.19999694824219
2022-10-19,93.44999694824219
2022-10-20,92.47000122070312
2022-10-21,94.08000183105469
2022-10-24,94.44000244140625
2022-10-25,94.80000305175781
2022-10-26,96.5
2022-10-27,96.80000305175781
2022-10-28,97.80000305175781
2022-10-31,97.72000122070312
2022-11-01,97.83999633789062
2022-11-02,88.16999816894531
2022-11-03,88.47000122070312
2022-11-04,89.97000122070312
2022-11-07,92.05999755859375
2022-11-08,92.5
2022-11-09,90.30999755859375
2022-11-10,93.93000030517578
2022-11-11,98.26000213623047
2022-11-14,97.95999908447266
2022-11-15,97.68000030517578
2022-11-16,92.80000305175781
2022-11-17,95.2300033569336
2022-11-18,97.08999633789062
2022-11-21,97.56999969482422
2022-11-22,97.6500015258789
2022-11-23,98.05999755859375
2022-11-25,98.76000213623047
2022-11-28,97.66999816894531
2022-11-29,97.5999984741211
2022-11-30,100.22000122070312
2022-12-01,98.7699966430664
2022-12-02,96.70999908447266
2022-12-05,95.41999816894531
2022-12-06,95.38999938964844
2022-12-07,96.11000061035156
2022-12-08,96.08000183105469
2022-12-09,95.30000305175781
2022-12-12,97.62999725341797
2022-12-13,95.56999969482422
2022-12-14,96.20999908447266
2022-12-15,94.76000213623047
2022-12-16,94.08000183105469
2022-12-19,93.51000213623047
2022-12-20,92.37999725341797
2022-12-21,92.91999816894531
2022-12-22,92.45999908447266
2022-12-23,93.08000183105469
2022-12-27,93.13999938964844
2022-12-28,91.12000274658203
2022-12-29,92.25
2022-12-30,91.55999755859375
2023-01-03,90.27999877929688
2023-01-04,90.80000305175781
2023-01-05,90.01000213623047
2023-01-06,93.30999755859375
2023-01-09,93.36000061035156
2023-01-10,92.80000305175781
2023-01-11,94.9800033569336
2023-01-12,93.5
2023-01-13,93.62999725341797
2023-01-17,92.68000030517578
2023-01-18,93.2300033569336
2023-01-19,92.79000091552734
2023-01-20,93.55000305175781
2023-01-23,98.05999755859375
2023-01-24,99.08999633789062
2023-01-25,96.83999633789062
2023-01-26,97.4800033569336
2023-01-27,98.0
2023-01-30,96.61000061035156
2023-01-31,100.16999816894531
2023-02-01,102.12000274658203
2023-02-02,104.37999725341797
2023-02-03,103.62000274658203
2023-02-06,102.94999694824219
2023-02-07,105.22000122070312
2023-02-08,103.43000030517578
2023-02-09,101.66999816894531
2023-02-10,103.12000274658203
2023-02-13,103.87000274658203
2023-02-14,104.97000122070312
2023-02-15,105.18000030517578
2023-02-16,103.7300033569336
2023-02-17,101.16999816894531
2023-02-21,99.79000091552734
2023-02-22,99.87999725341797
2023-02-23,100.94999694824219
2023-02-24,100.33999633789062
