Date,LULU
2022-06-22,277.8800048828125
2022-06-23,286.3299865722656
2022-06-24,293.3599853515625
2022-06-27,287.4800109863281
2022-06-28,278.55999755859375
2022-06-29,282.9800109863281
2022-06-30,272.6099853515625
2022-07-01,263.3800048828125
2022-07-05,283.6199951171875
2022-07-06,280.3800048828125
2022-07-07,290.7200012207031
2022-07-08,293.3900146484375
2022-07-11,281.760009765625
2022-07-12,279.3900146484375
2022-07-13,280.9700012207031
2022-07-14,278.989990234375
2022-07-15,286.4100036621094
2022-07-18,284.6400146484375
2022-07-19,296.3399963378906
2022-07-20,302.7900085449219
2022-07-21,307.3599853515625
2022-07-22,304.5
2022-07-25,301.32000732421875
2022-07-26,283.4100036621094
2022-07-27,295.57000732421875
2022-07-28,303.8500061035156
2022-07-29,310.510009765625
2022-08-01,310.010009765625
2022-08-02,305.70001220703125
2022-08-03,315.3800048828125
2022-08-04,316.3999938964844
2022-08-05,317.79998779296875
2022-08-08,316.239990234375
2022-08-09,306.54998779296875
2022-08-10,319.260009765625
2022-08-11,316.9800109863281
2022-08-12,321.69000244140625
2022-08-15,330.3399963378906
2022-08-16,331.70001220703125
2022-08-17,329.79998779296875
2022-08-18,333.4200134277344
2022-08-19,322.4700012207031
2022-08-22,315.2200012207031
2022-08-23,315.92999267578125
2022-08-24,317.8399963378906
2022-08-25,323.3599853515625
2022-08-26,311.30999755859375
2022-08-29,307.5
2022-08-30,307.07000732421875
2022-08-31,299.9599914550781
2022-09-01,294.45001220703125
2022-09-02,314.1700134277344
2022-09-06,327.80999755859375
2022-09-07,336.8699951171875
2022-09-08,345.7900085449219
2022-09-09,348.6499938964844
2022-09-12,352.739990234375
2022-09-13,337.32000732421875
2022-09-14,342.9200134277344
2022-09-15,338.6000061035156
2022-09-16,333.239990234375
2022-09-19,337.0799865722656
2022-09-20,331.57000732421875
2022-09-21,318.1199951171875
2022-09-22,306.29998779296875
2022-09-23,293.20001220703125
2022-09-26,294.6600036621094
2022-09-27,299.19000244140625
2022-09-28,309.3399963378906
2022-09-29,300.2200012207031
2022-09-30,279.55999755859375
2022-10-03,292.1000061035156
2022-10-04,307.79998779296875
2022-10-05,310.04998779296875
2022-10-06,310.4800109863281
2022-10-07,298.2200012207031
2022-10-10,289.8500061035156
2022-10-11,295.67999267578125
2022-10-12,295.5
2022-10-13,294.510009765625
2022-10-14,288.7799987792969
2022-10-17,297.6499938964844
2022-10-18,297.760009765625
2022-10-19,296.8699951171875
2022-10-20,293.1300048828125
2022-10-21,298.6300048828125
2022-10-24,297.67999267578125
2022-10-25,320.6300048828125
2022-10-26,321.3299865722656
2022-10-27,320.6099853515625
2022-10-28,328.4800109863281
2022-10-31,329.0400085449219
2022-11-01,330.3599853515625
2022-11-02,316.05999755859375
2022-11-03,318.1000061035156
2022-11-04,325.57000732421875
2022-11-07,324.25
2022-11-08,328.5
2022-11-09,321.2099914550781
2022-11-10,353.8500061035156
2022-11-11,359.70001220703125
2022-11-14,352.739990234375
2022-11-15,359.55999755859375
2022-11-16,355.760009765625
2022-11-17,354.2699890136719
2022-11-18,347.8500061035156
2022-11-21,349.3800048828125
2022-11-22,355.6400146484375
2022-11-23,360.5299987792969
2022-11-25,361.1600036621094
2022-11-28,363.2799987792969
2022-11-29,363.32000732421875
2022-11-30,380.30999755859375
2022-12-01,381.82000732421875
2022-12-02,385.989990234375
2022-12-05,381.1300048828125
2022-12-06,370.0
2022-12-07,372.3299865722656
2022-12-08,374.510009765625
2022-12-09,326.3900146484375
2022-12-12,328.2300109863281
2022-12-13,326.2699890136719
2022-12-14,333.3299865722656
2022-12-15,325.2099914550781
2022-12-16,321.239990234375
2022-12-19,316.9200134277344
2022-12-20,307.1199951171875
2022-12-21,316.739990234375
2022-12-22,312.92999267578125
2022-12-23,311.5400085449219
2022-12-27,315.0400085449219
2022-12-28,308.9599914550781
2022-12-29,316.82000732421875
2022-12-30,320.3800048828125
2023-01-03,323.3800048828125
2023-01-04,320.9800109863281
2023-01-05,325.92999267578125
2023-01-06,329.260009765625
2023-01-09,298.6600036621094
2023-01-10,309.4800109863281
2023-01-11,311.9599914550781
2023-01-12,314.989990234375
2023-01-13,315.4700012207031
2023-01-17,323.82000732421875
2023-01-18,318.07000732421875
2023-01-19,307.94000244140625
2023-01-20,312.79998779296875
2023-01-23,316.0799865722656
2023-01-24,311.2099914550781
2023-01-25,309.5199890136719
2023-01-26,309.5899963378906
2023-01-27,310.8500061035156
2023-01-30,302.5899963378906
2023-01-31,306.8800048828125
2023-02-01,315.7099914550781
2023-02-02,322.760009765625
2023-02-03,319.4200134277344
2023-02-06,311.32000732421875
2023-02-07,319.1000061035156
2023-02-08,309.2799987792969
2023-02-09,310.45001220703125
2023-02-10,309.3999938964844
2023-02-13,317.0799865722656
2023-02-14,319.8800048828125
2023-02-15,325.2300109863281
2023-02-16,321.8299865722656
2023-02-17,320.3599853515625
2023-02-21,314.1099853515625
2023-02-22,316.5199890136719
2023-02-23,317.79998779296875
2023-02-24,308.1000061035156
2023-02-27,310.29998779296875
2023-02-28,309.20001220703125
2023-03-01,309.489990234375
2023-03-02,311.6499938964844
2023-03-03,316.8299865722656
2023-03-06,304.6000061035156
2023-03-07,301.80999755859375
2023-03-08,305.8699951171875
2023-03-09,301.79998779296875
2023-03-10,296.260009765625
2023-03-13,292.8999938964844
2023-03-14,295.1000061035156
2023-03-15,293.2300109863281
2023-03-16,297.3999938964844
2023-03-17,294.739990234375
2023-03-20,293.45001220703125
2023-03-21,298.80999755859375
2023-03-22,303.7300109863281
2023-03-23,308.2200012207031
2023-03-24,313.45001220703125
2023-03-27,317.2200012207031
2023-03-28,320.30999755859375
2023-03-29,361.0400085449219
2023-03-30,358.0899963378906
2023-03-31,364.19000244140625
2023-04-03,367.3999938964844
2023-04-04,366.79998779296875
2023-04-05,364.80999755859375
2023-04-06,364.3299865722656
2023-04-10,363.3699951171875
2023-04-11,365.80999755859375
2023-04-12,363.5400085449219
2023-04-13,364.3800048828125
2023-04-14,368.25
2023-04-17,368.3800048828125
2023-04-18,372.5
2023-04-19,370.1199951171875
2023-04-20,376.7099914550781
2023-04-21,377.79998779296875
2023-04-24,381.3699951171875
2023-04-25,372.80999755859375
2023-04-26,372.94000244140625
2023-04-27,378.0799865722656
2023-04-28,379.92999267578125
2023-05-01,384.989990234375
2023-05-02,380.75
2023-05-03,383.1199951171875
2023-05-04,382.05999755859375
2023-05-05,386.7099914550781
2023-05-08,381.8599853515625
2023-05-09,381.44000244140625
2023-05-10,379.32000732421875
2023-05-11,377.32000732421875
2023-05-12,376.20001220703125
2023-05-15,375.7099914550781
2023-05-16,371.5199890136719
2023-05-17,372.2200012207031
2023-05-18,378.70001220703125
2023-05-19,368.5299987792969
2023-05-22,363.1199951171875
2023-05-23,353.8599853515625
2023-05-24,344.5799865722656
2023-05-25,342.3399963378906
2023-05-26,340.260009765625
2023-05-30,336.6400146484375
2023-05-31,331.92999267578125
2023-06-01,328.3500061035156
2023-06-02,365.44000244140625
2023-06-05,356.44000244140625
2023-06-06,356.0199890136719
2023-06-07,353.92999267578125
2023-06-08,354.95001220703125
2023-06-09,360.3999938964844
2023-06-12,368.17999267578125
2023-06-13,368.3599853515625
2023-06-14,377.2099914550781
2023-06-15,382.6300048828125
2023-06-16,383.0199890136719
2023-06-20,383.489990234375
2023-06-21,378.80999755859375
2023-06-22,377.9599914550781
2023-06-23,374.25
2023-06-26,373.7699890136719
2023-06-27,374.5199890136719
2023-06-28,376.25
2023-06-29,370.260009765625
2023-06-30,378.5
2023-07-03,379.4100036621094
2023-07-05,375.989990234375
2023-07-06,367.0299987792969
2023-07-07,363.739990234375
2023-07-10,369.5199890136719
2023-07-11,379.4800109863281
2023-07-12,383.32000732421875
2023-07-13,379.5400085449219
2023-07-14,380.4100036621094
2023-07-17,383.69000244140625
2023-07-18,385.4200134277344
2023-07-19,390.510009765625
2023-07-20,381.8599853515625
2023-07-21,382.9599914550781
2023-07-24,380.3900146484375
2023-07-25,382.1199951171875
2023-07-26,378.9800109863281
2023-07-27,370.75
2023-07-28,377.9599914550781
2023-07-31,378.5299987792969
2023-08-01,381.2099914550781
2023-08-02,376.6499938964844
2023-08-03,384.0
2023-08-04,378.20001220703125
2023-08-07,382.5
2023-08-08,380.70001220703125
2023-08-09,382.3299865722656
2023-08-10,384.54998779296875
2023-08-11,381.1300048828125
2023-08-14,385.0199890136719
2023-08-15,383.17999267578125
2023-08-16,381.1600036621094
2023-08-17,376.29998779296875
2023-08-18,381.2900085449219
2023-08-21,384.8999938964844
2023-08-22,379.4200134277344
2023-08-23,377.7099914550781
2023-08-24,360.2200012207031
2023-08-25,365.5899963378906
2023-08-28,365.8399963378906
2023-08-29,374.7300109863281
2023-08-30,376.7300109863281
2023-08-31,381.260009765625
2023-09-01,404.19000244140625
2023-09-05,401.80999755859375
2023-09-06,399.0
2023-09-07,398.989990234375
2023-09-08,396.3599853515625
2023-09-11,397.44000244140625
2023-09-12,388.1199951171875
2023-09-13,388.9700012207031
2023-09-14,388.739990234375
2023-09-15,389.92999267578125
2023-09-18,382.80999755859375
2023-09-19,384.45001220703125
2023-09-20,391.8800048828125
2023-09-21,383.8999938964844
2023-09-22,388.04998779296875
2023-09-25,384.3299865722656
2023-09-26,380.6600036621094
2023-09-27,379.1400146484375
2023-09-28,379.0
2023-09-29,385.6099853515625
2023-10-02,382.8599853515625
2023-10-03,368.3399963378906
2023-10-04,370.1000061035156
2023-10-05,360.3599853515625
2023-10-06,367.2200012207031
2023-10-09,372.6400146484375
2023-10-10,373.0299987792969
2023-10-11,373.3599853515625
2023-10-12,373.94000244140625
2023-10-13,377.69000244140625
2023-10-16,416.6400146484375
2023-10-17,412.94000244140625
2023-10-18,405.6099853515625
2023-10-19,396.19000244140625
2023-10-20,395.82000732421875
2023-10-23,402.4599914550781
2023-10-24,403.3699951171875
2023-10-25,396.70001220703125
2023-10-26,388.6199951171875
2023-10-27,386.82000732421875
2023-10-30,391.75
2023-10-31,393.4800109863281
2023-11-01,395.2900085449219
2023-11-02,403.5
2023-11-03,407.92999267578125
2023-11-06,407.95001220703125
2023-11-07,413.69000244140625
2023-11-08,409.6400146484375
2023-11-09,406.5799865722656
2023-11-10,413.6700134277344
2023-11-13,416.9800109863281
2023-11-14,430.3299865722656
2023-11-15,432.19000244140625
2023-11-16,420.2799987792969
2023-11-17,422.44000244140625
2023-11-20,428.5799865722656
2023-11-21,430.3699951171875
2023-11-22,428.6300048828125
2023-11-24,431.760009765625
2023-11-27,435.6700134277344
2023-11-28,427.7300109863281
2023-11-29,438.3500061035156
2023-11-30,446.79998779296875
2023-12-01,466.6099853515625
2023-12-04,460.760009765625
2023-12-05,456.92999267578125
2023-12-06,460.6700134277344
2023-12-07,464.6700134277344
2023-12-08,489.6400146484375
2023-12-11,502.739990234375
2023-12-12,503.6499938964844
2023-12-13,504.5
2023-12-14,489.29998779296875
2023-12-15,491.4599914550781
2023-12-18,501.6300048828125
2023-12-19,506.8599853515625
2023-12-20,505.1499938964844
2023-12-21,511.0299987792969
2023-12-22,510.0
2023-12-26,506.32000732421875
2023-12-27,508.80999755859375
2023-12-28,509.2200012207031
2023-12-29,511.2900085449219
2024-01-02,505.3800048828125
2024-01-03,498.0199890136719
2024-01-04,496.0
2024-01-05,491.1000061035156
2024-01-08,491.4800109863281
2024-01-09,485.7099914550781
2024-01-10,484.1000061035156
2024-01-11,485.4800109863281
2024-01-12,479.94000244140625
2024-01-16,470.7300109863281
2024-01-17,468.3999938964844
2024-01-18,477.45001220703125
2024-01-19,484.0199890136719
2024-01-22,481.8900146484375
2024-01-23,477.0
2024-01-24,474.8399963378906
2024-01-25,474.29998779296875
2024-01-26,478.0299987792969
2024-01-29,481.989990234375
2024-01-30,481.3999938964844
2024-01-31,453.82000732421875
2024-02-01,461.94000244140625
2024-02-02,462.3999938964844
2024-02-05,456.7300109863281
2024-02-06,456.5400085449219
2024-02-07,457.75
2024-02-08,472.9800109863281
2024-02-09,470.239990234375
2024-02-12,466.0799865722656
2024-02-13,456.2300109863281
2024-02-14,460.7099914550781
2024-02-15,458.9800109863281
2024-02-16,449.6000061035156
2024-02-20,444.6000061035156
2024-02-21,443.4599914550781
2024-02-22,455.260009765625
2024-02-23,457.8900146484375
2024-02-26,468.25
2024-02-27,467.8399963378906
2024-02-28,464.1400146484375
2024-02-29,467.0899963378906
2024-03-01,458.5
2024-03-04,450.7900085449219
2024-03-05,446.05999755859375
2024-03-06,448.5400085449219
2024-03-07,457.2799987792969
2024-03-08,460.3900146484375
2024-03-11,457.760009765625
2024-03-12,465.2799987792969
2024-03-13,465.54998779296875
2024-03-14,470.010009765625
2024-03-15,464.94000244140625
2024-03-18,459.57000732421875
2024-03-19,467.2699890136719
2024-03-20,469.04998779296875
2024-03-21,478.8399963378906
2024-03-22,403.19000244140625
2024-03-25,388.8999938964844
2024-03-26,386.1400146484375
2024-03-27,389.4599914550781
2024-03-28,390.6499938964844
2024-04-01,385.20001220703125
2024-04-02,378.05999755859375
2024-04-03,374.010009765625
2024-04-04,357.55999755859375
2024-04-05,356.8699951171875
2024-04-08,360.4599914550781
2024-04-09,358.79998779296875
2024-04-10,350.25
2024-04-11,349.9200134277344
2024-04-12,336.1300048828125
2024-04-15,334.760009765625
2024-04-16,338.9800109863281
2024-04-17,344.8599853515625
2024-04-18,347.510009765625
2024-04-19,352.4700012207031
2024-04-22,361.7900085449219
2024-04-23,364.67999267578125
2024-04-24,364.5899963378906
2024-04-25,360.0
2024-04-26,364.70001220703125
2024-04-29,363.9599914550781
2024-04-30,360.6000061035156
2024-05-01,354.3999938964844
2024-05-02,350.79998779296875
2024-05-03,355.1499938964844
2024-05-06,350.239990234375
2024-05-07,349.8500061035156
2024-05-08,345.6099853515625
2024-05-09,352.95001220703125
2024-05-10,352.9599914550781
2024-05-13,347.1600036621094
2024-05-14,352.3500061035156
2024-05-15,346.8500061035156
2024-05-16,338.2799987792969
2024-05-17,334.95001220703125
2024-05-20,327.07000732421875
2024-05-21,322.9800109863281
2024-05-22,299.6300048828125
2024-05-23,299.739990234375
2024-05-24,303.010009765625
2024-05-28,295.25
2024-05-29,298.5400085449219
2024-05-30,302.8999938964844
2024-05-31,311.989990234375
2024-06-03,306.6199951171875
2024-06-04,306.7799987792969
2024-06-05,308.2699890136719
2024-06-06,323.0299987792969
2024-06-07,317.8599853515625
2024-06-10,318.260009765625
2024-06-11,318.0400085449219
2024-06-12,309.80999755859375
2024-06-13,307.489990234375
2024-06-14,306.010009765625
2024-06-17,312.9100036621094
2024-06-18,313.2300109863281
2024-06-20,310.7699890136719
2024-06-21,311.82000732421875
2024-06-24,312.2799987792969
2024-06-25,309.07000732421875
2024-06-26,304.80999755859375
2024-06-27,308.29998779296875
2024-06-28,298.70001220703125
2024-07-01,302.3599853515625
2024-07-02,301.6700134277344
2024-07-03,300.32000732421875
2024-07-05,298.1400146484375
2024-07-08,294.0299987792969
2024-07-09,289.8699951171875
2024-07-10,288.0799865722656
2024-07-11,289.20001220703125
2024-07-12,291.05999755859375
2024-07-15,283.7200012207031
2024-07-16,291.760009765625
2024-07-17,292.67999267578125
2024-07-18,285.1300048828125
2024-07-19,280.239990234375
2024-07-22,285.0
2024-07-23,281.3699951171875
2024-07-24,272.05999755859375
2024-07-25,247.32000732421875
2024-07-26,253.5
2024-07-29,259.0299987792969
2024-07-30,256.0
2024-07-31,258.6600036621094
2024-08-01,249.0500030517578
2024-08-02,236.0
2024-08-05,233.39999389648438
2024-08-06,236.89999389648438
2024-08-07,233.44000244140625
2024-08-08,241.75
2024-08-09,238.72000122070312
2024-08-12,239.6999969482422
2024-08-13,241.9499969482422
2024-08-14,240.49000549316406
2024-08-15,256.54998779296875
2024-08-16,258.1000061035156
2024-08-19,259.1199951171875
2024-08-20,260.6000061035156
2024-08-21,265.6300048828125
2024-08-22,263.45001220703125
2024-08-23,268.54998779296875
2024-08-26,271.6600036621094
2024-08-27,271.17999267578125
2024-08-28,258.8299865722656
2024-08-29,259.010009765625
2024-08-30,259.4700012207031
2024-09-03,258.0799865722656
2024-09-04,255.50999450683594
2024-09-05,253.6999969482422
2024-09-06,253.83999633789062
2024-09-09,248.58999633789062
2024-09-10,247.17999267578125
2024-09-11,255.1999969482422
2024-09-12,260.1400146484375
2024-09-13,266.760009765625
2024-09-16,265.29998779296875
2024-09-17,268.4100036621094
2024-09-18,270.20001220703125
2024-09-19,270.760009765625
2024-09-20,262.6099853515625
2024-09-23,259.79998779296875
2024-09-24,263.54998779296875
2024-09-25,259.739990234375
2024-09-26,268.82000732421875
2024-09-27,280.010009765625
2024-09-30,271.3500061035156
2024-10-01,266.45001220703125
2024-10-02,260.5299987792969
2024-10-03,262.55999755859375
2024-10-04,270.3800048828125
2024-10-07,272.4800109863281
2024-10-08,276.5899963378906
2024-10-09,274.1199951171875
2024-10-10,273.5799865722656
2024-10-11,278.25
2024-10-14,286.760009765625
2024-10-15,287.4800109863281
2024-10-16,294.2099914550781
2024-10-17,283.7099914550781
2024-10-18,291.6300048828125
2024-10-21,297.739990234375
2024-10-22,298.8800048828125
2024-10-23,293.1400146484375
2024-10-24,298.989990234375
2024-10-25,304.1499938964844
2024-10-28,307.5400085449219
2024-10-29,304.82000732421875
2024-10-30,303.8500061035156
2024-10-31,297.8999938964844
2024-11-01,321.1700134277344
2024-11-04,318.1300048828125
2024-11-05,319.2300109863281
2024-11-06,313.1400146484375
2024-11-07,315.29998779296875
2024-11-08,308.5299987792969
2024-11-11,318.4599914550781
2024-11-12,320.8999938964844
2024-11-13,328.29998779296875
2024-11-14,330.260009765625
2024-11-15,320.010009765625
2024-11-18,309.5299987792969
2024-11-19,301.8500061035156
2024-11-20,308.30999755859375
2024-11-21,315.1400146484375
