Date,WY
2022-02-28,38.880001068115234
2022-03-01,38.619998931884766
2022-03-02,39.4900016784668
2022-03-03,39.16999816894531
2022-03-04,39.29999923706055
2022-03-07,38.470001220703125
2022-03-08,38.52000045776367
2022-03-09,38.9900016784668
2022-03-10,40.099998474121094
2022-03-11,39.619998931884766
2022-03-14,38.77000045776367
2022-03-15,39.470001220703125
2022-03-16,39.27000045776367
2022-03-17,39.5099983215332
2022-03-18,39.9900016784668
2022-03-21,39.189998626708984
2022-03-22,38.20000076293945
2022-03-23,38.150001525878906
2022-03-24,38.06999969482422
2022-03-25,38.599998474121094
2022-03-28,38.540000915527344
2022-03-29,39.02000045776367
2022-03-30,38.540000915527344
2022-03-31,37.900001525878906
2022-04-01,38.02000045776367
2022-04-04,38.779998779296875
2022-04-05,37.849998474121094
2022-04-06,37.4900016784668
2022-04-07,37.900001525878906
2022-04-08,38.68000030517578
2022-04-11,39.02000045776367
2022-04-12,39.58000183105469
2022-04-13,40.060001373291016
2022-04-14,39.900001525878906
2022-04-18,39.81999969482422
2022-04-19,41.43000030517578
2022-04-20,42.130001068115234
2022-04-21,41.72999954223633
2022-04-22,41.52000045776367
2022-04-25,41.619998931884766
2022-04-26,40.869998931884766
2022-04-27,40.86000061035156
2022-04-28,41.900001525878906
2022-04-29,41.220001220703125
2022-05-02,40.04999923706055
2022-05-03,41.16999816894531
2022-05-04,42.220001220703125
2022-05-05,40.650001525878906
2022-05-06,40.13999938964844
2022-05-09,39.220001220703125
2022-05-10,38.720001220703125
2022-05-11,37.790000915527344
2022-05-12,38.220001220703125
2022-05-13,38.709999084472656
2022-05-16,38.18000030517578
2022-05-17,39.380001068115234
2022-05-18,37.91999816894531
2022-05-19,37.86000061035156
2022-05-20,37.630001068115234
2022-05-23,38.22999954223633
2022-05-24,37.54999923706055
2022-05-25,38.4900016784668
2022-05-26,38.939998626708984
2022-05-27,40.34000015258789
2022-05-31,39.52000045776367
2022-06-01,38.709999084472656
2022-06-02,38.720001220703125
2022-06-03,38.34000015258789
2022-06-06,38.939998626708984
2022-06-07,39.08000183105469
2022-06-08,38.369998931884766
2022-06-09,37.84000015258789
2022-06-10,35.83000183105469
2022-06-13,34.27000045776367
2022-06-14,34.41999816894531
2022-06-15,34.5099983215332
2022-06-16,32.77000045776367
2022-06-17,32.9900016784668
2022-06-21,33.439998626708984
2022-06-22,33.2599983215332
2022-06-23,33.290000915527344
2022-06-24,34.33000183105469
2022-06-27,33.88999938964844
2022-06-28,33.38999938964844
2022-06-29,33.040000915527344
2022-06-30,33.119998931884766
2022-07-01,33.97999954223633
2022-07-05,34.20000076293945
2022-07-06,33.93000030517578
2022-07-07,34.47999954223633
2022-07-08,35.0099983215332
2022-07-11,34.68000030517578
2022-07-12,34.61000061035156
2022-07-13,34.81999969482422
2022-07-14,34.36000061035156
2022-07-15,34.779998779296875
2022-07-18,34.31999969482422
2022-07-19,35.15999984741211
2022-07-20,35.189998626708984
2022-07-21,35.5
2022-07-22,35.5099983215332
2022-07-25,35.459999084472656
2022-07-26,35.09000015258789
2022-07-27,35.7599983215332
2022-07-28,36.369998931884766
2022-07-29,36.31999969482422
2022-08-01,36.900001525878906
2022-08-02,35.869998931884766
2022-08-03,35.529998779296875
2022-08-04,35.189998626708984
2022-08-05,35.119998931884766
2022-08-08,35.599998474121094
2022-08-09,35.22999954223633
2022-08-10,36.08000183105469
2022-08-11,36.43000030517578
2022-08-12,36.88999938964844
2022-08-15,36.95000076293945
2022-08-16,37.09000015258789
2022-08-17,36.58000183105469
2022-08-18,36.70000076293945
2022-08-19,36.20000076293945
2022-08-22,35.34000015258789
2022-08-23,35.5099983215332
2022-08-24,36.0099983215332
2022-08-25,36.619998931884766
2022-08-26,35.380001068115234
2022-08-29,34.83000183105469
2022-08-30,33.9900016784668
2022-08-31,34.15999984741211
2022-09-01,34.040000915527344
2022-09-02,33.869998931884766
2022-09-06,33.560001373291016
2022-09-07,33.88999938964844
2022-09-08,33.93000030517578
2022-09-09,34.619998931884766
2022-09-12,34.560001373291016
2022-09-13,32.36000061035156
2022-09-14,31.68000030517578
2022-09-15,31.329999923706055
2022-09-16,30.729999542236328
2022-09-19,31.709999084472656
2022-09-20,29.81999969482422
2022-09-21,29.959999084472656
2022-09-22,29.40999984741211
2022-09-23,28.989999771118164
2022-09-26,28.200000762939453
2022-09-27,27.809999465942383
2022-09-28,28.190000534057617
2022-09-29,27.75
2022-09-30,28.559999465942383
2022-10-03,29.3700008392334
2022-10-04,29.889999389648438
2022-10-05,29.809999465942383
2022-10-06,29.170000076293945
2022-10-07,28.65999984741211
2022-10-10,28.8700008392334
2022-10-11,29.459999084472656
2022-10-12,29.389999389648438
2022-10-13,29.799999237060547
2022-10-14,29.0
2022-10-17,29.760000228881836
2022-10-18,29.850000381469727
2022-10-19,29.049999237060547
2022-10-20,28.940000534057617
2022-10-21,29.959999084472656
2022-10-24,30.059999465942383
2022-10-25,30.90999984741211
2022-10-26,30.959999084472656
2022-10-27,31.010000228881836
2022-10-28,31.100000381469727
2022-10-31,30.93000030517578
2022-11-01,30.389999389648438
2022-11-02,29.65999984741211
2022-11-03,29.389999389648438
2022-11-04,30.280000686645508
2022-11-07,30.959999084472656
2022-11-08,31.020000457763672
2022-11-09,30.059999465942383
2022-11-10,32.86000061035156
2022-11-11,33.09000015258789
2022-11-14,32.34000015258789
2022-11-15,32.7400016784668
2022-11-16,32.06999969482422
2022-11-17,32.02000045776367
2022-11-18,32.27000045776367
2022-11-21,32.02000045776367
2022-11-22,32.310001373291016
2022-11-23,32.150001525878906
2022-11-25,32.310001373291016
2022-11-28,31.209999084472656
2022-11-29,31.760000228881836
2022-11-30,32.709999084472656
2022-12-01,32.279998779296875
2022-12-02,32.41999816894531
2022-12-05,31.520000457763672
2022-12-06,31.020000457763672
2022-12-07,31.690000534057617
2022-12-08,31.670000076293945
2022-12-09,31.479999542236328
2022-12-12,32.31999969482422
2022-12-13,32.88999938964844
2022-12-14,32.66999816894531
2022-12-15,31.760000228881836
2022-12-16,31.299999237060547
2022-12-19,30.829999923706055
2022-12-20,30.90999984741211
2022-12-21,31.110000610351562
2022-12-22,31.049999237060547
2022-12-23,31.489999771118164
2022-12-27,31.469999313354492
2022-12-28,30.6299991607666
2022-12-29,31.31999969482422
2022-12-30,31.0
2023-01-03,30.860000610351562
2023-01-04,31.229999542236328
2023-01-05,30.299999237060547
2023-01-06,31.610000610351562
2023-01-09,31.420000076293945
2023-01-10,30.860000610351562
2023-01-11,31.940000534057617
2023-01-12,32.130001068115234
2023-01-13,31.81999969482422
2023-01-17,31.709999084472656
2023-01-18,31.329999923706055
2023-01-19,31.100000381469727
2023-01-20,32.029998779296875
2023-01-23,32.36000061035156
2023-01-24,32.20000076293945
2023-01-25,32.75
2023-01-26,33.650001525878906
2023-01-27,34.31999969482422
2023-01-30,33.79999923706055
2023-01-31,34.43000030517578
2023-02-01,35.0099983215332
2023-02-02,35.709999084472656
2023-02-03,35.27000045776367
2023-02-06,34.25
2023-02-07,34.310001373291016
2023-02-08,34.040000915527344
2023-02-09,33.810001373291016
2023-02-10,33.63999938964844
2023-02-13,34.20000076293945
2023-02-14,32.77000045776367
2023-02-15,32.849998474121094
2023-02-16,32.439998626708984
2023-02-17,32.20000076293945
2023-02-21,30.770000457763672
2023-02-22,30.84000015258789
2023-02-23,31.059999465942383
2023-02-24,30.8700008392334
2023-02-27,30.899999618530273
2023-02-28,31.25
2023-03-01,31.68000030517578
2023-03-02,31.350000381469727
2023-03-03,31.65999984741211
2023-03-06,31.030000686645508
2023-03-07,29.989999771118164
2023-03-08,30.770000457763672
2023-03-09,30.43000030517578
2023-03-10,29.860000610351562
2023-03-13,30.15999984741211
2023-03-14,29.989999771118164
2023-03-15,29.59000015258789
2023-03-16,29.760000228881836
2023-03-17,29.209999084472656
2023-03-20,29.84000015258789
2023-03-21,29.84000015258789
2023-03-22,28.809999465942383
2023-03-23,28.299999237060547
2023-03-24,28.540000915527344
2023-03-27,28.700000762939453
2023-03-28,28.420000076293945
2023-03-29,29.06999969482422
2023-03-30,29.25
2023-03-31,30.1299991607666
2023-04-03,30.0
2023-04-04,29.950000762939453
2023-04-05,29.579999923706055
2023-04-06,29.850000381469727
2023-04-10,30.43000030517578
2023-04-11,30.8700008392334
2023-04-12,30.579999923706055
2023-04-13,31.18000030517578
2023-04-14,31.079999923706055
2023-04-17,31.520000457763672
2023-04-18,31.420000076293945
2023-04-19,31.469999313354492
2023-04-20,31.149999618530273
2023-04-21,31.030000686645508
2023-04-24,30.600000381469727
2023-04-25,29.889999389648438
2023-04-26,29.190000534057617
2023-04-27,29.389999389648438
2023-04-28,29.90999984741211
2023-05-01,29.75
2023-05-02,29.059999465942383
2023-05-03,29.280000686645508
2023-05-04,29.010000228881836
2023-05-05,29.670000076293945
2023-05-08,29.75
2023-05-09,29.959999084472656
2023-05-10,30.100000381469727
2023-05-11,29.75
2023-05-12,29.829999923706055
2023-05-15,30.079999923706055
2023-05-16,29.309999465942383
2023-05-17,29.479999542236328
2023-05-18,29.520000457763672
2023-05-19,29.59000015258789
2023-05-22,29.309999465942383
2023-05-23,29.190000534057617
2023-05-24,28.59000015258789
2023-05-25,28.440000534057617
2023-05-26,28.25
2023-05-30,28.579999923706055
2023-05-31,28.65999984741211
2023-06-01,28.540000915527344
2023-06-02,28.829999923706055
2023-06-05,28.360000610351562
2023-06-06,28.940000534057617
2023-06-07,29.479999542236328
2023-06-08,29.459999084472656
2023-06-09,29.65999984741211
2023-06-12,29.81999969482422
2023-06-13,30.520000457763672
2023-06-14,30.520000457763672
2023-06-15,30.760000228881836
2023-06-16,31.0
2023-06-20,31.260000228881836
2023-06-21,30.899999618530273
2023-06-22,30.850000381469727
2023-06-23,30.40999984741211
2023-06-26,30.920000076293945
2023-06-27,31.84000015258789
2023-06-28,33.20000076293945
2023-06-29,33.33000183105469
2023-06-30,33.5099983215332
2023-07-03,33.540000915527344
2023-07-05,33.2400016784668
2023-07-06,32.65999984741211
2023-07-07,33.45000076293945
2023-07-10,33.900001525878906
2023-07-11,34.040000915527344
2023-07-12,34.08000183105469
2023-07-13,34.150001525878906
2023-07-14,34.08000183105469
2023-07-17,34.33000183105469
2023-07-18,34.52000045776367
2023-07-19,34.27000045776367
2023-07-20,34.33000183105469
2023-07-21,34.380001068115234
2023-07-24,34.290000915527344
2023-07-25,34.380001068115234
2023-07-26,34.380001068115234
2023-07-27,34.11000061035156
2023-07-28,33.66999816894531
2023-07-31,34.060001373291016
2023-08-01,33.970001220703125
2023-08-02,33.20000076293945
2023-08-03,33.11000061035156
2023-08-04,32.880001068115234
2023-08-07,33.13999938964844
2023-08-08,33.369998931884766
2023-08-09,33.400001525878906
2023-08-10,33.13999938964844
2023-08-11,33.02000045776367
2023-08-14,33.130001068115234
2023-08-15,32.72999954223633
2023-08-16,32.400001525878906
2023-08-17,32.15999984741211
2023-08-18,32.29999923706055
2023-08-21,32.40999984741211
2023-08-22,32.689998626708984
2023-08-23,33.31999969482422
