Date,ABBV
2023-01-05,163.49000549316406
2023-01-06,166.5500030517578
2023-01-09,161.66000366210938
2023-01-10,159.63999938964844
2023-01-11,157.1699981689453
2023-01-12,152.22000122070312
2023-01-13,153.60000610351562
2023-01-17,152.8300018310547
2023-01-18,149.1999969482422
2023-01-19,148.7100067138672
2023-01-20,149.58999633789062
2023-01-23,148.5500030517578
2023-01-24,147.69000244140625
2023-01-25,147.7899932861328
2023-01-26,147.39999389648438
2023-01-27,146.27999877929688
2023-01-30,145.64999389648438
2023-01-31,147.75
2023-02-01,146.60000610351562
2023-02-02,144.83999633789062
2023-02-03,145.1999969482422
2023-02-06,145.02000427246094
2023-02-07,145.13999938964844
2023-02-08,144.61000061035156
2023-02-09,148.6999969482422
2023-02-10,152.0500030517578
2023-02-13,153.72999572753906
2023-02-14,152.58999633789062
2023-02-15,151.05999755859375
2023-02-16,149.52999877929688
2023-02-17,151.30999755859375
2023-02-21,152.0
2023-02-22,150.6699981689453
2023-02-23,152.07000732421875
2023-02-24,152.7100067138672
2023-02-27,154.27999877929688
2023-02-28,153.89999389648438
2023-03-01,155.27000427246094
2023-03-02,154.3800048828125
2023-03-03,156.05999755859375
2023-03-06,155.27999877929688
2023-03-07,152.92999267578125
2023-03-08,149.60000610351562
2023-03-09,147.35000610351562
2023-03-10,149.7100067138672
2023-03-13,151.9499969482422
2023-03-14,153.85000610351562
2023-03-15,154.05999755859375
2023-03-16,155.3000030517578
2023-03-17,154.22000122070312
2023-03-20,156.1199951171875
2023-03-21,156.77000427246094
2023-03-22,153.6699981689453
2023-03-23,155.3000030517578
2023-03-24,158.02000427246094
2023-03-27,157.5399932861328
2023-03-28,158.25
2023-03-29,158.0
2023-03-30,157.9199981689453
2023-03-31,159.3699951171875
2023-04-03,160.4199981689453
2023-04-04,159.77999877929688
2023-04-05,160.8000030517578
2023-04-06,161.5500030517578
2023-04-10,161.27999877929688
2023-04-11,161.3800048828125
2023-04-12,162.36000061035156
2023-04-13,162.69000244140625
2023-04-14,161.58999633789062
2023-04-17,161.17999267578125
2023-04-18,159.58999633789062
2023-04-19,161.2100067138672
2023-04-20,161.74000549316406
2023-04-21,162.41000366210938
2023-04-24,164.0800018310547
2023-04-25,164.89999389648438
2023-04-26,161.8000030517578
2023-04-27,148.8699951171875
2023-04-28,151.1199951171875
2023-05-01,153.7100067138672
2023-05-02,151.6199951171875
2023-05-03,149.25
2023-05-04,147.36000061035156
2023-05-05,148.02999877929688
2023-05-08,147.4499969482422
2023-05-09,146.8300018310547
2023-05-10,146.4199981689453
2023-05-11,146.58999633789062
2023-05-12,147.14999389648438
2023-05-15,146.58999633789062
2023-05-16,143.2899932861328
2023-05-17,143.35000610351562
2023-05-18,143.44000244140625
2023-05-19,145.11000061035156
2023-05-22,144.89999389648438
2023-05-23,142.52000427246094
2023-05-24,141.14999389648438
2023-05-25,138.6199951171875
2023-05-26,137.55999755859375
2023-05-30,136.44000244140625
2023-05-31,137.9600067138672
2023-06-01,133.44000244140625
2023-06-02,136.8699951171875
2023-06-05,136.86000061035156
2023-06-06,135.42999267578125
2023-06-07,136.5
2023-06-08,137.63999938964844
2023-06-09,138.17999267578125
2023-06-12,137.72999572753906
2023-06-13,138.30999755859375
2023-06-14,136.22999572753906
2023-06-15,135.88999938964844
2023-06-16,138.63999938964844
2023-06-20,137.82000732421875
2023-06-21,136.86000061035156
2023-06-22,137.41000366210938
2023-06-23,135.9199981689453
2023-06-26,134.9499969482422
2023-06-27,132.60000610351562
2023-06-28,132.50999450683594
2023-06-29,133.22999572753906
2023-06-30,134.72999572753906
2023-07-03,135.00999450683594
2023-07-05,137.6199951171875
2023-07-06,137.25
2023-07-07,135.5
2023-07-10,134.49000549316406
2023-07-11,135.57000732421875
2023-07-12,134.97999572753906
2023-07-13,133.58999633789062
2023-07-14,136.00999450683594
2023-07-17,134.8300018310547
2023-07-18,136.5800018310547
2023-07-19,137.67999267578125
2023-07-20,142.19000244140625
2023-07-21,143.74000549316406
2023-07-24,143.17999267578125
2023-07-25,141.6300048828125
2023-07-26,141.89999389648438
2023-07-27,148.85000610351562
2023-07-28,150.85000610351562
2023-07-31,149.5800018310547
2023-08-01,148.5399932861328
2023-08-02,149.3800048828125
2023-08-03,149.0500030517578
2023-08-04,147.72999572753906
2023-08-07,150.3300018310547
2023-08-08,149.6199951171875
2023-08-09,150.77000427246094
2023-08-10,151.44000244140625
2023-08-11,152.17999267578125
2023-08-14,152.27000427246094
2023-08-15,152.1199951171875
2023-08-16,151.5500030517578
2023-08-17,150.02000427246094
2023-08-18,150.13999938964844
2023-08-21,150.16000366210938
2023-08-22,148.24000549316406
2023-08-23,147.0800018310547
2023-08-24,146.6300048828125
2023-08-25,146.69000244140625
2023-08-28,147.42999267578125
2023-08-29,147.58999633789062
2023-08-30,148.32000732421875
2023-08-31,146.9600067138672
2023-09-01,148.1999969482422
2023-09-05,146.10000610351562
2023-09-06,145.61000061035156
2023-09-07,148.91000366210938
2023-09-08,149.02000427246094
2023-09-11,149.0399932861328
2023-09-12,149.27000427246094
2023-09-13,151.16000366210938
2023-09-14,153.63999938964844
2023-09-15,152.1199951171875
2023-09-18,153.94000244140625
2023-09-19,153.49000549316406
2023-09-20,153.61000061035156
2023-09-21,153.42999267578125
2023-09-22,152.74000549316406
2023-09-25,154.64999389648438
2023-09-26,153.91000366210938
2023-09-27,153.1300048828125
2023-09-28,152.25
2023-09-29,149.05999755859375
2023-10-02,148.25
2023-10-03,147.42999267578125
2023-10-04,147.69000244140625
2023-10-05,147.4499969482422
2023-10-06,148.24000549316406
2023-10-09,149.11000061035156
2023-10-10,148.88999938964844
2023-10-11,149.33999633789062
2023-10-12,148.3000030517578
2023-10-13,147.9600067138672
2023-10-16,147.22999572753906
2023-10-17,149.17999267578125
2023-10-18,149.27999877929688
2023-10-19,145.52000427246094
2023-10-20,146.22999572753906
2023-10-23,144.72999572753906
2023-10-24,146.30999755859375
2023-10-25,145.25999450683594
2023-10-26,145.1999969482422
2023-10-27,138.92999267578125
2023-10-30,141.88999938964844
2023-10-31,141.17999267578125
2023-11-01,142.47000122070312
2023-11-02,143.25999450683594
2023-11-03,141.4199981689453
2023-11-06,141.1999969482422
2023-11-07,142.16000366210938
2023-11-08,142.02999877929688
2023-11-09,138.0399932861328
2023-11-10,138.58999633789062
2023-11-13,138.63999938964844
2023-11-14,138.05999755859375
2023-11-15,137.60000610351562
2023-11-16,138.27999877929688
2023-11-17,138.3000030517578
2023-11-20,138.30999755859375
2023-11-21,138.72999572753906
2023-11-22,138.47000122070312
2023-11-24,138.6699981689453
2023-11-27,139.08999633789062
2023-11-28,138.0800018310547
2023-11-29,138.5
2023-11-30,142.38999938964844
2023-12-01,143.41000366210938
2023-12-04,144.14999389648438
2023-12-05,144.57000732421875
2023-12-06,146.3800048828125
2023-12-07,147.97000122070312
2023-12-08,149.27999877929688
2023-12-11,151.24000549316406
2023-12-12,153.24000549316406
2023-12-13,154.3000030517578
2023-12-14,154.8800048828125
2023-12-15,154.0399932861328
2023-12-18,153.4199981689453
2023-12-19,153.60000610351562
2023-12-20,151.69000244140625
2023-12-21,152.58999633789062
2023-12-22,154.94000244140625
2023-12-26,154.6199951171875
2023-12-27,154.8800048828125
2023-12-28,154.75
2023-12-29,154.97000122070312
2024-01-02,159.82000732421875
2024-01-03,160.4600067138672
2024-01-04,161.4600067138672
2024-01-05,162.13999938964844
2024-01-08,161.42999267578125
2024-01-09,162.30999755859375
2024-01-10,164.88999938964844
2024-01-11,163.77999877929688
2024-01-12,162.39999389648438
2024-01-16,161.47999572753906
2024-01-17,162.0399932861328
2024-01-18,163.3000030517578
2024-01-19,164.77000427246094
2024-01-22,165.38999938964844
2024-01-23,167.5
2024-01-24,164.22000122070312
2024-01-25,165.1300048828125
2024-01-26,164.39999389648438
2024-01-29,163.91000366210938
2024-01-30,164.9199981689453
2024-01-31,164.39999389648438
2024-02-01,167.58999633789062
2024-02-02,168.6699981689453
2024-02-05,171.25999450683594
2024-02-06,173.2899932861328
2024-02-07,175.00999450683594
2024-02-08,174.7899932861328
2024-02-09,174.0800018310547
2024-02-12,173.07000732421875
2024-02-13,173.2899932861328
2024-02-14,174.4199981689453
2024-02-15,176.58999633789062
2024-02-16,177.49000549316406
2024-02-20,175.75
2024-02-21,175.13999938964844
2024-02-22,176.75
2024-02-23,178.08999633789062
2024-02-26,178.80999755859375
2024-02-27,178.99000549316406
2024-02-28,178.0
2024-02-29,176.0500030517578
2024-03-01,178.91000366210938
2024-03-04,177.0500030517578
2024-03-05,179.16000366210938
2024-03-06,181.05999755859375
2024-03-07,180.57000732421875
2024-03-08,178.85000610351562
2024-03-11,179.6300048828125
2024-03-12,180.9199981689453
2024-03-13,179.86000061035156
2024-03-14,181.1999969482422
2024-03-15,177.8800048828125
2024-03-18,178.49000549316406
2024-03-19,179.66000366210938
2024-03-20,176.27000427246094
2024-03-21,177.5
2024-03-22,178.4499969482422
2024-03-25,178.52999877929688
2024-03-26,179.19000244140625
2024-03-27,180.35000610351562
2024-03-28,182.10000610351562
2024-04-01,180.75999450683594
2024-04-02,180.69000244140625
2024-04-03,177.3300018310547
2024-04-04,167.89999389648438
2024-04-05,170.0
2024-04-08,169.8000030517578
2024-04-09,170.13999938964844
2024-04-10,169.02999877929688
2024-04-11,167.52000427246094
2024-04-12,162.27999877929688
2024-04-15,161.6699981689453
2024-04-16,162.5399932861328
2024-04-17,164.25
2024-04-18,164.66000366210938
2024-04-19,166.41000366210938
2024-04-22,167.88999938964844
2024-04-23,169.5399932861328
2024-04-24,167.8000030517578
2024-04-25,167.2899932861328
2024-04-26,159.6199951171875
2024-04-29,161.52000427246094
2024-04-30,162.63999938964844
2024-05-01,161.72000122070312
2024-05-02,160.80999755859375
2024-05-03,163.7899932861328
2024-05-06,162.72999572753906
2024-05-07,162.5500030517578
2024-05-08,160.4499969482422
2024-05-09,160.39999389648438
2024-05-10,160.75
2024-05-13,161.27999877929688
2024-05-14,161.58999633789062
2024-05-15,163.7899932861328
2024-05-16,164.35000610351562
2024-05-17,166.4199981689453
2024-05-20,164.55999755859375
2024-05-21,162.92999267578125
2024-05-22,159.61000061035156
2024-05-23,158.25999450683594
2024-05-24,157.05999755859375
2024-05-28,155.33999633789062
2024-05-29,154.7899932861328
2024-05-30,156.30999755859375
2024-05-31,161.24000549316406
2024-06-03,160.19000244140625
2024-06-04,162.13999938964844
2024-06-05,165.44000244140625
2024-06-06,168.57000732421875
2024-06-07,169.4199981689453
2024-06-10,170.4600067138672
2024-06-11,167.6999969482422
2024-06-12,166.08999633789062
2024-06-13,166.55999755859375
2024-06-14,168.58999633789062
2024-06-17,169.67999267578125
2024-06-18,171.36000061035156
2024-06-20,172.1300048828125
2024-06-21,170.38999938964844
2024-06-24,172.74000549316406
2024-06-25,170.75
2024-06-26,171.14999389648438
2024-06-27,168.99000549316406
2024-06-28,171.52000427246094
2024-07-01,170.3699951171875
2024-07-02,165.9600067138672
2024-07-03,163.83999633789062
2024-07-05,167.25
2024-07-08,166.52000427246094
2024-07-09,168.0500030517578
2024-07-10,168.13999938964844
2024-07-11,169.91000366210938
2024-07-12,170.27999877929688
2024-07-15,168.02999877929688
2024-07-16,169.1999969482422
2024-07-17,175.27000427246094
2024-07-18,171.13999938964844
2024-07-19,172.32000732421875
2024-07-22,173.61000061035156
2024-07-23,173.14999389648438
2024-07-24,176.2100067138672
2024-07-25,182.1699981689453
2024-07-26,185.16000366210938
2024-07-29,181.94000244140625
2024-07-30,186.77999877929688
2024-07-31,185.32000732421875
2024-08-01,189.7100067138672
2024-08-02,189.2899932861328
2024-08-05,184.36000061035156
2024-08-06,185.7100067138672
2024-08-07,187.50999450683594
2024-08-08,190.39999389648438
2024-08-09,189.92999267578125
2024-08-12,190.17999267578125
2024-08-13,191.22999572753906
2024-08-14,193.0
2024-08-15,193.39999389648438
2024-08-16,193.89999389648438
2024-08-19,196.8699951171875
2024-08-20,196.14999389648438
2024-08-21,196.52999877929688
2024-08-22,196.3699951171875
2024-08-23,197.5500030517578
2024-08-26,197.44000244140625
2024-08-27,195.9199981689453
2024-08-28,195.39999389648438
2024-08-29,195.17999267578125
2024-08-30,196.30999755859375
2024-09-03,197.69000244140625
2024-09-04,197.00999450683594
2024-09-05,192.86000061035156
2024-09-06,193.39999389648438
2024-09-09,196.4199981689453
2024-09-10,199.35000610351562
2024-09-11,194.58999633789062
2024-09-12,194.02000427246094
2024-09-13,194.2100067138672
2024-09-16,195.72999572753906
2024-09-17,193.4499969482422
2024-09-18,192.94000244140625
2024-09-19,193.6199951171875
2024-09-20,193.47000122070312
2024-09-23,193.8300018310547
2024-09-24,193.50999450683594
2024-09-25,191.25999450683594
2024-09-26,191.89999389648438
2024-09-27,194.7899932861328
2024-09-30,197.47999572753906
2024-10-01,196.9600067138672
2024-10-02,196.82000732421875
2024-10-03,195.4499969482422
2024-10-04,194.2899932861328
2024-10-07,193.61000061035156
2024-10-08,193.00999450683594
2024-10-09,194.75
2024-10-10,194.35000610351562
2024-10-11,194.19000244140625
2024-10-14,195.64999389648438
2024-10-15,191.86000061035156
2024-10-16,190.4600067138672
2024-10-17,188.57000732421875
2024-10-18,188.86000061035156
2024-10-21,186.5399932861328
2024-10-22,188.75999450683594
2024-10-23,187.8800048828125
2024-10-24,189.64999389648438
2024-10-25,187.85000610351562
2024-10-28,189.67999267578125
2024-10-29,189.4499969482422
2024-10-30,201.5
2024-10-31,203.8699951171875
2024-11-01,203.5500030517578
2024-11-04,200.47000122070312
2024-11-05,201.67999267578125
2024-11-06,201.1999969482422
2024-11-07,200.50999450683594
2024-11-08,199.5
2024-11-11,174.42999267578125
2024-11-12,171.08999633789062
2024-11-13,170.35000610351562
2024-11-14,169.6300048828125
2024-11-15,164.99000549316406
2024-11-18,166.27999877929688
2024-11-19,166.57000732421875
2024-11-20,167.75999450683594
2024-11-21,171.72999572753906
