Date,PLD
2022-08-19,134.0800018310547
2022-08-22,130.94000244140625
2022-08-23,128.4600067138672
2022-08-24,131.1199951171875
2022-08-25,132.77999877929688
2022-08-26,128.35000610351562
2022-08-29,127.29000091552734
2022-08-30,125.6500015258789
2022-08-31,124.51000213623047
2022-09-01,124.30000305175781
2022-09-02,121.88999938964844
2022-09-06,123.80000305175781
2022-09-07,126.62999725341797
2022-09-08,127.91000366210938
2022-09-09,129.6300048828125
2022-09-12,130.1999969482422
2022-09-13,125.08000183105469
2022-09-14,121.08000183105469
2022-09-15,116.22000122070312
2022-09-16,113.66999816894531
2022-09-19,112.80000305175781
2022-09-20,110.93000030517578
2022-09-21,108.55000305175781
2022-09-22,108.54000091552734
2022-09-23,108.5999984741211
2022-09-26,104.16000366210938
2022-09-27,102.27999877929688
2022-09-28,103.93000030517578
2022-09-29,101.19000244140625
2022-09-30,101.5999984741211
2022-10-03,104.36000061035156
2022-10-04,105.98999786376953
2022-10-05,105.44000244140625
2022-10-06,101.91999816894531
2022-10-07,100.36000061035156
2022-10-10,98.9000015258789
2022-10-11,100.62999725341797
2022-10-12,100.43000030517578
2022-10-13,102.5199966430664
2022-10-14,99.52999877929688
2022-10-17,105.2300033569336
2022-10-18,105.8499984741211
2022-10-19,102.01000213623047
2022-10-20,102.45999908447266
2022-10-21,103.08000183105469
2022-10-24,103.37000274658203
2022-10-25,108.33000183105469
2022-10-26,109.87000274658203
2022-10-27,111.01000213623047
2022-10-28,112.9800033569336
2022-10-31,110.75
2022-11-01,108.55000305175781
2022-11-02,106.73999786376953
2022-11-03,108.01000213623047
2022-11-04,107.62000274658203
2022-11-07,108.93000030517578
2022-11-08,109.75
2022-11-09,108.79000091552734
2022-11-10,118.33999633789062
2022-11-11,116.12999725341797
2022-11-14,112.5
2022-11-15,112.75
2022-11-16,113.6500015258789
2022-11-17,112.30999755859375
2022-11-18,114.55999755859375
2022-11-21,114.94999694824219
2022-11-22,115.77999877929688
2022-11-23,115.52999877929688
2022-11-25,116.38999938964844
2022-11-28,111.45999908447266
2022-11-29,113.80999755859375
2022-11-30,117.79000091552734
2022-12-01,117.0999984741211
2022-12-02,116.94000244140625
2022-12-05,114.26000213623047
2022-12-06,114.5999984741211
2022-12-07,116.0
2022-12-08,117.5999984741211
2022-12-09,116.31999969482422
2022-12-12,118.02999877929688
2022-12-13,121.08999633789062
2022-12-14,121.58000183105469
2022-12-15,118.58999633789062
2022-12-16,112.23999786376953
2022-12-19,112.06999969482422
2022-12-20,112.18000030517578
2022-12-21,113.94000244140625
2022-12-22,113.2699966430664
2022-12-23,113.62000274658203
2022-12-27,113.29000091552734
2022-12-28,110.44999694824219
2022-12-29,113.97000122070312
2022-12-30,112.7300033569336
2023-01-03,112.69000244140625
2023-01-04,116.95999908447266
2023-01-05,112.8499984741211
2023-01-06,116.6500015258789
2023-01-09,116.05999755859375
2023-01-10,116.05000305175781
2023-01-11,120.94999694824219
2023-01-12,122.12000274658203
2023-01-13,121.9000015258789
2023-01-17,121.41999816894531
2023-01-18,122.6500015258789
2023-01-19,121.29000091552734
2023-01-20,122.81999969482422
2023-01-23,126.06999969482422
2023-01-24,126.4000015258789
2023-01-25,125.69000244140625
2023-01-26,128.05999755859375
2023-01-27,129.83999633789062
2023-01-30,127.79000091552734
2023-01-31,129.27999877929688
2023-02-01,130.89999389648438
2023-02-02,134.49000549316406
2023-02-03,131.6199951171875
2023-02-06,131.44000244140625
2023-02-07,130.27000427246094
2023-02-08,129.8000030517578
2023-02-09,128.0399932861328
2023-02-10,128.08999633789062
2023-02-13,129.2899932861328
2023-02-14,127.7300033569336
2023-02-15,127.52999877929688
2023-02-16,125.79000091552734
2023-02-17,125.31999969482422
2023-02-21,123.4800033569336
2023-02-22,122.9000015258789
2023-02-23,124.01000213623047
2023-02-24,121.37999725341797
2023-02-27,122.91000366210938
2023-02-28,123.4000015258789
2023-03-01,121.12999725341797
2023-03-02,124.62000274658203
2023-03-03,126.94999694824219
2023-03-06,127.16000366210938
2023-03-07,123.81999969482422
2023-03-08,125.05999755859375
2023-03-09,121.30000305175781
2023-03-10,116.9800033569336
2023-03-13,118.37000274658203
2023-03-14,119.83000183105469
2023-03-15,120.01000213623047
2023-03-16,120.08999633789062
2023-03-17,116.02999877929688
2023-03-20,118.69999694824219
2023-03-21,118.36000061035156
2023-03-22,114.12000274658203
2023-03-23,114.1500015258789
2023-03-24,117.02999877929688
2023-03-27,117.05999755859375
2023-03-28,116.6500015258789
2023-03-29,119.87999725341797
2023-03-30,121.91999816894531
2023-03-31,124.7699966430664
2023-04-03,123.7699966430664
2023-04-04,124.08000183105469
2023-04-05,122.2699966430664
2023-04-06,122.75
2023-04-10,123.73999786376953
2023-04-11,122.66999816894531
2023-04-12,122.80999755859375
2023-04-13,121.91999816894531
2023-04-14,119.76000213623047
2023-04-17,123.13999938964844
2023-04-18,123.70999908447266
2023-04-19,125.16000366210938
2023-04-20,123.25
2023-04-21,123.58000183105469
2023-04-24,123.19000244140625
2023-04-25,120.63999938964844
2023-04-26,119.06999969482422
2023-04-27,122.18000030517578
2023-04-28,125.25
2023-05-01,122.4000015258789
2023-05-02,122.4800033569336
2023-05-03,124.16000366210938
2023-05-04,124.87999725341797
2023-05-05,127.25
2023-05-08,127.37000274658203
2023-05-09,125.91999816894531
2023-05-10,128.0800018310547
2023-05-11,125.73999786376953
2023-05-12,125.16999816894531
2023-05-15,125.27999877929688
2023-05-16,121.25
2023-05-17,122.69999694824219
2023-05-18,122.05999755859375
2023-05-19,123.05999755859375
2023-05-22,124.2300033569336
2023-05-23,123.54000091552734
2023-05-24,121.0199966430664
2023-05-25,121.9800033569336
2023-05-26,124.94999694824219
2023-05-30,124.30999755859375
2023-05-31,124.55000305175781
2023-06-01,122.63999938964844
2023-06-02,124.91999816894531
2023-06-05,124.62999725341797
2023-06-06,125.83000183105469
2023-06-07,128.05999755859375
2023-06-08,124.91000366210938
2023-06-09,121.30999755859375
2023-06-12,119.62000274658203
2023-06-13,121.3499984741211
2023-06-14,122.2699966430664
2023-06-15,121.72000122070312
2023-06-16,122.62999725341797
2023-06-20,120.83999633789062
2023-06-21,120.69000244140625
2023-06-22,118.66000366210938
2023-06-23,116.9000015258789
2023-06-26,119.01000213623047
2023-06-27,120.87000274658203
2023-06-28,120.5999984741211
2023-06-29,121.5
2023-06-30,122.62999725341797
2023-07-03,123.8499984741211
2023-07-05,123.98999786376953
2023-07-06,122.98999786376953
2023-07-07,121.98999786376953
2023-07-10,121.80999755859375
2023-07-11,123.22000122070312
2023-07-12,125.23999786376953
2023-07-13,126.94999694824219
2023-07-14,127.75
2023-07-17,127.9800033569336
2023-07-18,124.0
2023-07-19,122.77999877929688
2023-07-20,123.76000213623047
2023-07-21,125.44000244140625
2023-07-24,127.01000213623047
2023-07-25,127.0999984741211
2023-07-26,129.27999877929688
2023-07-27,124.94000244140625
2023-07-28,123.6500015258789
2023-07-31,124.75
2023-08-01,124.18000030517578
2023-08-02,123.68000030517578
2023-08-03,123.80999755859375
2023-08-04,122.23999786376953
2023-08-07,124.43000030517578
2023-08-08,123.41999816894531
2023-08-09,122.5999984741211
2023-08-10,122.16000366210938
2023-08-11,123.51000213623047
2023-08-14,123.4800033569336
2023-08-15,122.69000244140625
2023-08-16,121.8499984741211
2023-08-17,120.19999694824219
2023-08-18,121.47000122070312
2023-08-21,120.13999938964844
2023-08-22,121.0199966430664
2023-08-23,123.06999969482422
2023-08-24,121.73999786376953
2023-08-25,122.66000366210938
2023-08-28,124.0
2023-08-29,125.0999984741211
2023-08-30,125.69999694824219
2023-08-31,124.19999694824219
2023-09-01,124.58999633789062
2023-09-05,122.05000305175781
2023-09-06,121.37999725341797
2023-09-07,123.30999755859375
2023-09-08,122.4800033569336
2023-09-11,122.16000366210938
2023-09-12,121.9800033569336
2023-09-13,121.23999786376953
2023-09-14,124.33000183105469
2023-09-15,123.18000030517578
2023-09-18,122.7300033569336
2023-09-19,121.56999969482422
2023-09-20,120.91000366210938
2023-09-21,114.55000305175781
2023-09-22,114.06999969482422
2023-09-25,113.25
2023-09-26,111.5
2023-09-27,111.25
2023-09-28,112.12999725341797
2023-09-29,112.20999908447266
2023-10-02,109.5
2023-10-03,107.5
2023-10-04,108.41999816894531
2023-10-05,109.02999877929688
2023-10-06,108.91000366210938
2023-10-09,109.45999908447266
2023-10-10,110.33000183105469
2023-10-11,112.4000015258789
2023-10-12,109.6500015258789
2023-10-13,109.6500015258789
2023-10-16,110.91999816894531
2023-10-17,108.12999725341797
2023-10-18,104.37999725341797
2023-10-19,102.58000183105469
2023-10-20,102.43000030517578
2023-10-23,100.80999755859375
2023-10-24,101.69999694824219
2023-10-25,98.73999786376953
2023-10-26,99.62999725341797
2023-10-27,97.31999969482422
2023-10-30,98.87999725341797
2023-10-31,100.75
2023-11-01,101.5999984741211
2023-11-02,104.72000122070312
2023-11-03,106.55000305175781
2023-11-06,104.93000030517578
2023-11-07,104.2300033569336
2023-11-08,105.12999725341797
2023-11-09,103.27999877929688
2023-11-10,104.55000305175781
2023-11-13,102.4800033569336
2023-11-14,109.33000183105469
2023-11-15,110.51000213623047
2023-11-16,110.2699966430664
2023-11-17,110.06999969482422
2023-11-20,111.0
2023-11-21,110.61000061035156
2023-11-22,111.54000091552734
2023-11-24,112.0
2023-11-27,111.87000274658203
2023-11-28,112.11000061035156
2023-11-29,113.04000091552734
2023-11-30,114.93000030517578
2023-12-01,118.26000213623047
2023-12-04,120.33000183105469
2023-12-05,118.6500015258789
2023-12-06,119.05000305175781
2023-12-07,118.94999694824219
2023-12-08,119.8499984741211
2023-12-11,122.0
2023-12-12,122.06999969482422
2023-12-13,129.24000549316406
2023-12-14,137.1199951171875
2023-12-15,134.25999450683594
2023-12-18,132.67999267578125
2023-12-19,133.75
2023-12-20,130.47000122070312
2023-12-21,130.9600067138672
2023-12-22,132.39999389648438
2023-12-26,133.4600067138672
2023-12-27,134.17999267578125
2023-12-28,135.19000244140625
2023-12-29,133.3000030517578
2024-01-02,134.6199951171875
2024-01-03,130.52000427246094
2024-01-04,130.2899932861328
2024-01-05,130.55999755859375
2024-01-08,133.1699981689453
2024-01-09,133.07000732421875
2024-01-10,133.5500030517578
2024-01-11,131.32000732421875
2024-01-12,131.5500030517578
2024-01-16,129.97000122070312
2024-01-17,126.86000061035156
2024-01-18,126.26000213623047
2024-01-19,128.44000244140625
2024-01-22,128.74000549316406
2024-01-23,128.00999450683594
2024-01-24,125.44000244140625
2024-01-25,126.19999694824219
2024-01-26,126.87000274658203
2024-01-29,127.88999938964844
2024-01-30,126.52999877929688
2024-01-31,126.69000244140625
2024-02-01,130.44000244140625
2024-02-02,129.25
2024-02-05,126.91000366210938
2024-02-06,130.5
2024-02-07,129.08999633789062
2024-02-08,131.66000366210938
2024-02-09,132.47999572753906
2024-02-12,132.0500030517578
2024-02-13,130.8800048828125
2024-02-14,130.5
2024-02-15,133.10000610351562
2024-02-16,133.38999938964844
2024-02-20,133.35000610351562
2024-02-21,133.4199981689453
2024-02-22,133.44000244140625
2024-02-23,133.2100067138672
2024-02-26,132.55999755859375
2024-02-27,132.49000549316406
2024-02-28,133.99000549316406
2024-02-29,133.27000427246094
2024-03-01,134.60000610351562
2024-03-04,133.61000061035156
2024-03-05,132.44000244140625
2024-03-06,133.0800018310547
2024-03-07,132.74000549316406
2024-03-08,135.07000732421875
2024-03-11,134.1199951171875
2024-03-12,134.57000732421875
2024-03-13,133.3300018310547
2024-03-14,130.75
2024-03-15,129.02000427246094
2024-03-18,128.13999938964844
2024-03-19,127.8499984741211
2024-03-20,128.6999969482422
2024-03-21,129.88999938964844
2024-03-22,128.6199951171875
2024-03-25,127.12999725341797
2024-03-26,125.13999938964844
2024-03-27,128.86000061035156
2024-03-28,130.22000122070312
2024-04-01,127.91999816894531
2024-04-02,125.58000183105469
2024-04-03,126.08999633789062
2024-04-04,124.69000244140625
2024-04-05,124.73999786376953
2024-04-08,126.16999816894531
2024-04-09,126.26000213623047
2024-04-10,120.62000274658203
2024-04-11,120.25
2024-04-12,119.0
2024-04-15,115.79000091552734
2024-04-16,114.73999786376953
2024-04-17,106.48999786376953
2024-04-18,104.69000244140625
2024-04-19,103.48999786376953
2024-04-22,104.08000183105469
2024-04-23,104.83000183105469
2024-04-24,103.18000030517578
2024-04-25,103.3499984741211
2024-04-26,104.05999755859375
2024-04-29,105.01000213623047
2024-04-30,102.05000305175781
2024-05-01,101.87999725341797
2024-05-02,104.52999877929688
2024-05-03,105.88999938964844
2024-05-06,104.66999816894531
2024-05-07,107.76000213623047
2024-05-08,105.87999725341797
2024-05-09,108.1500015258789
2024-05-10,107.48999786376953
2024-05-13,107.68000030517578
2024-05-14,108.27999877929688
2024-05-15,109.98999786376953
2024-05-16,110.79000091552734
2024-05-17,111.5
2024-05-20,112.05000305175781
2024-05-21,110.5999984741211
2024-05-22,109.22000122070312
2024-05-23,105.63999938964844
2024-05-24,104.75
2024-05-28,105.0
2024-05-29,105.0
2024-05-30,107.56999969482422
2024-05-31,110.48999786376953
2024-06-03,107.4000015258789
2024-06-04,108.7699966430664
2024-06-05,108.73999786376953
2024-06-06,110.01000213623047
2024-06-07,110.19999694824219
2024-06-10,111.16999816894531
2024-06-11,111.58000183105469
2024-06-12,112.80999755859375
2024-06-13,112.37999725341797
2024-06-14,112.29000091552734
2024-06-17,111.27999877929688
2024-06-18,110.05000305175781
2024-06-20,109.16000366210938
2024-06-21,109.4000015258789
2024-06-24,111.62999725341797
2024-06-25,109.83000183105469
2024-06-26,110.41000366210938
2024-06-27,111.3499984741211
2024-06-28,112.30999755859375
2024-07-01,111.94999694824219
2024-07-02,113.20999908447266
2024-07-03,113.30000305175781
2024-07-05,114.45999908447266
2024-07-08,114.41000366210938
2024-07-09,114.44999694824219
2024-07-10,116.54000091552734
2024-07-11,120.41000366210938
2024-07-12,120.1500015258789
2024-07-15,121.13999938964844
2024-07-16,121.48999786376953
2024-07-17,123.20999908447266
2024-07-18,122.62000274658203
2024-07-19,123.75
2024-07-22,126.66000366210938
2024-07-23,125.68000030517578
2024-07-24,123.08000183105469
2024-07-25,120.43000030517578
2024-07-26,122.68000030517578
2024-07-29,123.94999694824219
2024-07-30,126.08999633789062
2024-07-31,126.05000305175781
2024-08-01,127.72000122070312
2024-08-02,123.9800033569336
2024-08-05,118.94000244140625
2024-08-06,121.05000305175781
2024-08-07,120.1500015258789
2024-08-08,121.98999786376953
2024-08-09,121.9000015258789
2024-08-12,119.98999786376953
2024-08-13,122.68000030517578
2024-08-14,123.41999816894531
2024-08-15,124.7699966430664
2024-08-16,122.8499984741211
2024-08-19,124.69999694824219
2024-08-20,124.1500015258789
2024-08-21,124.47000122070312
2024-08-22,125.9800033569336
2024-08-23,128.86000061035156
2024-08-26,128.89999389648438
2024-08-27,128.94000244140625
2024-08-28,126.9000015258789
2024-08-29,125.33000183105469
2024-08-30,127.81999969482422
2024-09-03,128.3699951171875
2024-09-04,128.27000427246094
2024-09-05,127.41000366210938
2024-09-06,127.2300033569336
2024-09-09,130.25
2024-09-10,132.39999389648438
2024-09-11,130.69000244140625
2024-09-12,130.2899932861328
2024-09-13,129.97999572753906
2024-09-16,129.27999877929688
2024-09-17,128.8699951171875
2024-09-18,127.0199966430664
2024-09-19,128.5
2024-09-20,125.47000122070312
2024-09-23,126.62999725341797
2024-09-24,126.68000030517578
2024-09-25,125.38999938964844
2024-09-26,125.2300033569336
2024-09-27,125.58999633789062
2024-09-30,126.27999877929688
2024-10-01,124.61000061035156
2024-10-02,124.18000030517578
2024-10-03,122.04000091552734
2024-10-04,122.41999816894531
2024-10-07,120.0
2024-10-08,119.33999633789062
2024-10-09,118.83999633789062
2024-10-10,118.27999877929688
2024-10-11,120.23999786376953
2024-10-14,120.45999908447266
2024-10-15,121.38999938964844
2024-10-16,126.97000122070312
2024-10-17,122.69999694824219
2024-10-18,122.5
2024-10-21,117.7699966430664
2024-10-22,118.94000244140625
2024-10-23,120.83000183105469
2024-10-24,120.38999938964844
2024-10-25,117.54000091552734
2024-10-28,117.80999755859375
2024-10-29,115.30999755859375
2024-10-30,115.87000274658203
2024-10-31,112.94000244140625
2024-11-01,113.4000015258789
2024-11-04,113.86000061035156
2024-11-05,114.43000030517578
2024-11-06,113.73999786376953
2024-11-07,114.20999908447266
2024-11-08,115.83000183105469
2024-11-11,114.0999984741211
2024-11-12,112.75
2024-11-13,116.56999969482422
2024-11-14,114.75
2024-11-15,113.41999816894531
2024-11-18,114.6500015258789
2024-11-19,115.12999725341797
2024-11-20,114.54000091552734
2024-11-21,113.97000122070312
