Date,MAR
2022-02-28,170.13999938964844
2022-03-01,164.91000366210938
2022-03-02,168.22999572753906
2022-03-03,165.47000122070312
2022-03-04,159.27999877929688
2022-03-07,148.05999755859375
2022-03-08,152.7899932861328
2022-03-09,159.47000122070312
2022-03-10,162.55999755859375
2022-03-11,161.63999938964844
2022-03-14,161.75999450683594
2022-03-15,166.39999389648438
2022-03-16,172.2899932861328
2022-03-17,171.24000549316406
2022-03-18,171.19000244140625
2022-03-21,169.9499969482422
2022-03-22,170.57000732421875
2022-03-23,167.64999389648438
2022-03-24,171.97999572753906
2022-03-25,171.52000427246094
2022-03-28,171.55999755859375
2022-03-29,178.32000732421875
2022-03-30,176.4499969482422
2022-03-31,175.75
2022-04-01,173.67999267578125
2022-04-04,174.64999389648438
2022-04-05,174.0
2022-04-06,166.1699981689453
2022-04-07,164.66000366210938
2022-04-08,163.86000061035156
2022-04-11,162.4499969482422
2022-04-12,163.24000549316406
2022-04-13,175.5399932861328
2022-04-14,180.50999450683594
2022-04-18,183.14999389648438
2022-04-19,188.77999877929688
2022-04-20,190.3000030517578
2022-04-21,184.1699981689453
2022-04-22,179.49000549316406
2022-04-25,182.47999572753906
2022-04-26,177.25
2022-04-27,180.1999969482422
2022-04-28,184.55999755859375
2022-04-29,177.52000427246094
2022-05-02,178.13999938964844
2022-05-03,173.0399932861328
2022-05-04,181.24000549316406
2022-05-05,177.66000366210938
2022-05-06,172.52000427246094
2022-05-09,163.85000610351562
2022-05-10,168.08999633789062
2022-05-11,166.9600067138672
2022-05-12,163.33999633789062
2022-05-13,166.39999389648438
2022-05-16,162.3300018310547
2022-05-17,164.86000061035156
2022-05-18,154.02000427246094
2022-05-19,156.94000244140625
2022-05-20,155.22999572753906
2022-05-23,157.9600067138672
2022-05-24,152.63999938964844
2022-05-25,159.5500030517578
2022-05-26,170.1699981689453
2022-05-27,172.55999755859375
2022-05-31,171.5800018310547
2022-06-01,170.58999633789062
2022-06-02,174.4199981689453
2022-06-03,174.64999389648438
2022-06-06,177.61000061035156
2022-06-07,177.17999267578125
2022-06-08,173.19000244140625
2022-06-09,167.64999389648438
2022-06-10,159.8699951171875
2022-06-13,152.10000610351562
2022-06-14,152.22000122070312
2022-06-15,154.8000030517578
2022-06-16,145.16000366210938
2022-06-17,145.22999572753906
2022-06-21,141.5800018310547
2022-06-22,136.4600067138672
2022-06-23,133.05999755859375
2022-06-24,139.38999938964844
2022-06-27,140.19000244140625
2022-06-28,138.69000244140625
2022-06-29,137.72999572753906
2022-06-30,136.00999450683594
2022-07-01,139.17999267578125
2022-07-05,138.69000244140625
2022-07-06,135.64999389648438
2022-07-07,138.67999267578125
2022-07-08,137.8000030517578
2022-07-11,137.75999450683594
2022-07-12,139.1199951171875
2022-07-13,140.8000030517578
2022-07-14,140.77999877929688
2022-07-15,143.35000610351562
2022-07-18,144.58999633789062
2022-07-19,150.9199981689453
2022-07-20,152.60000610351562
2022-07-21,151.0
2022-07-22,150.91000366210938
2022-07-25,152.99000549316406
2022-07-26,151.0399932861328
2022-07-27,157.60000610351562
2022-07-28,158.08999633789062
2022-07-29,158.82000732421875
2022-08-01,159.57000732421875
2022-08-02,158.24000549316406
2022-08-03,159.33999633789062
2022-08-04,158.99000549316406
2022-08-05,157.00999450683594
2022-08-08,158.27000427246094
2022-08-09,158.7899932861328
2022-08-10,161.24000549316406
2022-08-11,161.1300048828125
2022-08-12,164.07000732421875
2022-08-15,163.17999267578125
2022-08-16,166.24000549316406
2022-08-17,163.57000732421875
2022-08-18,165.0500030517578
2022-08-19,161.3800048828125
2022-08-22,157.9199981689453
2022-08-23,158.63999938964844
2022-08-24,159.92999267578125
2022-08-25,162.6699981689453
2022-08-26,156.69000244140625
2022-08-29,155.72000122070312
2022-08-30,153.33999633789062
2022-08-31,153.74000549316406
2022-09-01,153.9499969482422
2022-09-02,154.22999572753906
2022-09-06,152.3699951171875
2022-09-07,157.60000610351562
2022-09-08,159.39999389648438
2022-09-09,162.36000061035156
2022-09-12,163.77999877929688
2022-09-13,157.8800048828125
2022-09-14,162.5399932861328
2022-09-15,162.50999450683594
2022-09-16,154.9199981689453
2022-09-19,157.36000061035156
2022-09-20,157.00999450683594
2022-09-21,148.1699981689453
2022-09-22,140.11000061035156
2022-09-23,137.47999572753906
2022-09-26,136.22000122070312
2022-09-27,138.67999267578125
2022-09-28,143.82000732421875
2022-09-29,140.50999450683594
2022-09-30,140.13999938964844
2022-10-03,140.8000030517578
2022-10-04,147.55999755859375
2022-10-05,147.17999267578125
2022-10-06,144.07000732421875
2022-10-07,141.5
2022-10-10,140.5
2022-10-11,138.7899932861328
2022-10-12,141.8699951171875
2022-10-13,143.22000122070312
2022-10-14,143.52999877929688
2022-10-17,147.85000610351562
2022-10-18,149.99000549316406
2022-10-19,149.99000549316406
2022-10-20,147.52000427246094
2022-10-21,153.49000549316406
2022-10-24,154.97999572753906
2022-10-25,155.42999267578125
2022-10-26,155.0399932861328
2022-10-27,156.25
2022-10-28,159.64999389648438
2022-10-31,160.11000061035156
2022-11-01,160.07000732421875
2022-11-02,152.99000549316406
2022-11-03,146.47999572753906
2022-11-04,148.9600067138672
2022-11-07,148.35000610351562
2022-11-08,150.5
2022-11-09,149.57000732421875
2022-11-10,157.97999572753906
2022-11-11,163.77999877929688
2022-11-14,159.52999877929688
2022-11-15,161.77000427246094
2022-11-16,161.60000610351562
2022-11-17,159.97000122070312
2022-11-18,161.7100067138672
2022-11-21,160.52999877929688
2022-11-22,162.94000244140625
2022-11-23,161.47999572753906
2022-11-25,162.52999877929688
2022-11-28,158.88999938964844
2022-11-29,161.25999450683594
2022-11-30,165.35000610351562
2022-12-01,165.19000244140625
2022-12-02,165.6300048828125
2022-12-05,162.0399932861328
2022-12-06,160.47000122070312
2022-12-07,157.27999877929688
2022-12-08,160.66000366210938
2022-12-09,161.16000366210938
2022-12-12,163.1699981689453
2022-12-13,163.1199951171875
2022-12-14,159.3300018310547
2022-12-15,155.41000366210938
2022-12-16,153.7899932861328
2022-12-19,151.3699951171875
2022-12-20,150.41000366210938
2022-12-21,148.75
2022-12-22,147.22000122070312
2022-12-23,148.5800018310547
2022-12-27,148.35000610351562
2022-12-28,145.60000610351562
2022-12-29,147.97000122070312
2022-12-30,148.88999938964844
2023-01-03,147.75
2023-01-04,149.86000061035156
2023-01-05,148.8800048828125
2023-01-06,153.3800048828125
2023-01-09,152.52999877929688
2023-01-10,153.16000366210938
2023-01-11,158.47000122070312
2023-01-12,159.99000549316406
2023-01-13,161.77999877929688
2023-01-17,160.99000549316406
2023-01-18,159.7899932861328
2023-01-19,161.02999877929688
2023-01-20,166.91000366210938
2023-01-23,169.02000427246094
2023-01-24,169.6300048828125
2023-01-25,172.3300018310547
2023-01-26,174.5800018310547
2023-01-27,174.3300018310547
2023-01-30,171.1999969482422
2023-01-31,174.17999267578125
2023-02-01,175.36000061035156
