Date,MAR
2023-02-02,176.1699981689453
2023-02-03,174.42999267578125
2023-02-06,172.32000732421875
2023-02-07,175.4199981689453
2023-02-08,174.00999450683594
2023-02-09,174.89999389648438
2023-02-10,171.3699951171875
2023-02-13,174.3699951171875
2023-02-14,181.27000427246094
2023-02-15,180.58999633789062
2023-02-16,175.7899932861328
2023-02-17,172.52000427246094
2023-02-21,170.67999267578125
2023-02-22,170.58999633789062
2023-02-23,171.94000244140625
2023-02-24,170.3300018310547
2023-02-27,169.61000061035156
2023-02-28,169.24000549316406
2023-03-01,169.44000244140625
2023-03-02,170.89999389648438
2023-03-03,173.07000732421875
2023-03-06,175.1199951171875
2023-03-07,173.57000732421875
2023-03-08,173.44000244140625
2023-03-09,167.72999572753906
2023-03-10,164.52999877929688
2023-03-13,160.55999755859375
2023-03-14,162.69000244140625
2023-03-15,158.3300018310547
2023-03-16,161.1300048828125
2023-03-17,158.77000427246094
2023-03-20,163.0399932861328
2023-03-21,167.75999450683594
2023-03-22,163.2100067138672
2023-03-23,159.97999572753906
2023-03-24,156.55999755859375
2023-03-27,156.5800018310547
2023-03-28,158.97999572753906
2023-03-29,162.1300048828125
2023-03-30,162.6699981689453
2023-03-31,166.0399932861328
2023-04-03,164.4600067138672
2023-04-04,164.3800048828125
2023-04-05,162.55999755859375
2023-04-06,163.0500030517578
2023-04-10,162.7899932861328
2023-04-11,163.8800048828125
2023-04-12,161.47000122070312
2023-04-13,165.5
2023-04-14,168.10000610351562
2023-04-17,169.75
2023-04-18,173.66000366210938
2023-04-19,173.7100067138672
2023-04-20,173.75999450683594
2023-04-21,174.41000366210938
2023-04-24,174.3300018310547
2023-04-25,172.86000061035156
2023-04-26,165.1199951171875
2023-04-27,165.38999938964844
2023-04-28,169.33999633789062
2023-05-01,170.13999938964844
2023-05-02,178.61000061035156
2023-05-03,178.4499969482422
2023-05-04,176.47999572753906
2023-05-05,176.57000732421875
2023-05-08,177.9499969482422
2023-05-09,178.99000549316406
2023-05-10,175.6300048828125
2023-05-11,174.49000549316406
2023-05-12,174.10000610351562
2023-05-15,175.5
2023-05-16,174.57000732421875
2023-05-17,177.11000061035156
2023-05-18,181.0399932861328
2023-05-19,178.42999267578125
2023-05-22,174.67999267578125
2023-05-23,169.5399932861328
2023-05-24,168.25
2023-05-25,171.66000366210938
2023-05-26,171.75999450683594
2023-05-30,169.08999633789062
2023-05-31,167.7899932861328
2023-06-01,171.13999938964844
2023-06-02,177.22000122070312
2023-06-05,177.22000122070312
2023-06-06,180.89999389648438
2023-06-07,177.25
2023-06-08,178.47999572753906
2023-06-09,179.00999450683594
2023-06-12,180.94000244140625
2023-06-13,181.41000366210938
2023-06-14,181.4600067138672
2023-06-15,176.67999267578125
2023-06-16,176.36000061035156
2023-06-20,173.7899932861328
2023-06-21,176.1199951171875
2023-06-22,175.69000244140625
2023-06-23,171.4499969482422
2023-06-26,171.50999450683594
2023-06-27,177.30999755859375
2023-06-28,177.66000366210938
2023-06-29,181.27000427246094
2023-06-30,183.69000244140625
2023-07-03,184.22999572753906
2023-07-05,182.1199951171875
2023-07-06,182.0399932861328
2023-07-07,185.66000366210938
2023-07-10,190.94000244140625
2023-07-11,191.25999450683594
2023-07-12,190.00999450683594
2023-07-13,191.47999572753906
2023-07-14,189.38999938964844
2023-07-17,191.2899932861328
2023-07-18,193.66000366210938
2023-07-19,190.2100067138672
2023-07-20,191.47999572753906
2023-07-21,194.89999389648438
2023-07-24,194.27000427246094
2023-07-25,194.8300018310547
2023-07-26,193.72999572753906
2023-07-27,195.75
2023-07-28,199.61000061035156
2023-07-31,201.80999755859375
2023-08-01,204.74000549316406
2023-08-02,203.50999450683594
2023-08-03,200.85000610351562
2023-08-04,202.97999572753906
2023-08-07,204.6999969482422
2023-08-08,206.4600067138672
2023-08-09,206.1199951171875
2023-08-10,208.38999938964844
2023-08-11,208.50999450683594
2023-08-14,206.83999633789062
2023-08-15,206.0
2023-08-16,206.47999572753906
2023-08-17,202.3300018310547
2023-08-18,202.08999633789062
2023-08-21,199.80999755859375
2023-08-22,203.9499969482422
2023-08-23,203.25
2023-08-24,198.7899932861328
2023-08-25,199.7899932861328
2023-08-28,202.52999877929688
2023-08-29,206.14999389648438
2023-08-30,205.35000610351562
2023-08-31,203.50999450683594
2023-09-01,205.82000732421875
2023-09-05,201.02999877929688
2023-09-06,202.4199981689453
2023-09-07,199.8699951171875
2023-09-08,205.4499969482422
2023-09-11,204.16000366210938
2023-09-12,203.8000030517578
2023-09-13,200.22999572753906
2023-09-14,204.2100067138672
2023-09-15,203.16000366210938
2023-09-18,200.67999267578125
2023-09-19,198.5399932861328
2023-09-20,199.86000061035156
2023-09-21,195.1699981689453
2023-09-22,194.36000061035156
2023-09-25,192.92999267578125
2023-09-26,191.75999450683594
2023-09-27,193.8800048828125
2023-09-28,199.5500030517578
2023-09-29,196.55999755859375
2023-10-02,193.75
2023-10-03,190.38999938964844
2023-10-04,194.82000732421875
2023-10-05,194.77000427246094
2023-10-06,195.97999572753906
2023-10-09,194.42999267578125
2023-10-10,198.4600067138672
2023-10-11,198.27000427246094
2023-10-12,197.8000030517578
2023-10-13,192.92999267578125
2023-10-16,197.0399932861328
2023-10-17,197.50999450683594
2023-10-18,194.39999389648438
2023-10-19,192.30999755859375
2023-10-20,187.97000122070312
2023-10-23,188.63999938964844
2023-10-24,190.13999938964844
2023-10-25,188.42999267578125
2023-10-26,186.4499969482422
2023-10-27,185.27000427246094
2023-10-30,188.08999633789062
2023-10-31,188.55999755859375
2023-11-01,188.8000030517578
2023-11-02,185.6999969482422
2023-11-03,191.3000030517578
2023-11-06,191.16000366210938
2023-11-07,194.5
2023-11-08,192.5800018310547
2023-11-09,194.38999938964844
2023-11-10,197.60000610351562
2023-11-13,197.7100067138672
2023-11-14,202.36000061035156
2023-11-15,201.1699981689453
2023-11-16,203.67999267578125
2023-11-17,205.77000427246094
2023-11-20,206.9600067138672
2023-11-21,207.19000244140625
2023-11-22,209.9499969482422
2023-11-24,208.92999267578125
2023-11-27,207.50999450683594
2023-11-28,204.66000366210938
2023-11-29,202.47999572753906
2023-11-30,202.6999969482422
2023-12-01,209.27999877929688
2023-12-04,209.61000061035156
2023-12-05,202.7100067138672
2023-12-06,204.77999877929688
2023-12-07,208.02999877929688
2023-12-08,209.39999389648438
2023-12-11,216.47999572753906
2023-12-12,216.8699951171875
2023-12-13,218.07000732421875
2023-12-14,220.08999633789062
2023-12-15,221.13999938964844
2023-12-18,222.1199951171875
2023-12-19,221.38999938964844
2023-12-20,216.72000122070312
2023-12-21,221.83999633789062
2023-12-22,222.6199951171875
2023-12-26,223.4499969482422
2023-12-27,224.44000244140625
2023-12-28,224.0800018310547
2023-12-29,225.50999450683594
2024-01-02,221.83999633789062
2024-01-03,219.0399932861328
2024-01-04,220.02000427246094
2024-01-05,222.4199981689453
2024-01-08,228.22999572753906
2024-01-09,226.47999572753906
2024-01-10,226.77000427246094
2024-01-11,226.97999572753906
2024-01-12,225.5
2024-01-16,226.33999633789062
2024-01-17,227.6999969482422
2024-01-18,232.67999267578125
2024-01-19,233.6699981689453
2024-01-22,237.3800048828125
2024-01-23,237.10000610351562
2024-01-24,237.8699951171875
2024-01-25,242.52000427246094
2024-01-26,241.60000610351562
2024-01-29,242.1300048828125
2024-01-30,243.19000244140625
2024-01-31,239.72999572753906
2024-02-01,243.6699981689453
2024-02-02,245.1199951171875
2024-02-05,244.22999572753906
2024-02-06,244.75999450683594
2024-02-07,247.94000244140625
2024-02-08,249.5800018310547
2024-02-09,247.02000427246094
2024-02-12,248.83999633789062
2024-02-13,234.94000244140625
2024-02-14,235.38999938964844
2024-02-15,240.49000549316406
2024-02-16,241.6300048828125
2024-02-20,242.94000244140625
2024-02-21,243.35000610351562
2024-02-22,249.30999755859375
2024-02-23,251.47999572753906
2024-02-26,249.22000122070312
2024-02-27,249.02999877929688
2024-02-28,248.99000549316406
2024-02-29,249.8699951171875
2024-03-01,250.0
2024-03-04,247.4199981689453
2024-03-05,247.8800048828125
2024-03-06,247.10000610351562
2024-03-07,246.91000366210938
2024-03-08,250.27999877929688
2024-03-11,248.47000122070312
2024-03-12,250.69000244140625
2024-03-13,251.41000366210938
2024-03-14,248.0
2024-03-15,244.07000732421875
2024-03-18,248.52000427246094
2024-03-19,249.82000732421875
2024-03-20,254.0500030517578
2024-03-21,255.27000427246094
2024-03-22,255.16000366210938
2024-03-25,252.11000061035156
2024-03-26,252.17999267578125
2024-03-27,253.55999755859375
2024-03-28,252.30999755859375
2024-04-01,251.3300018310547
2024-04-02,247.74000549316406
2024-04-03,250.58999633789062
2024-04-04,248.88999938964844
2024-04-05,253.92999267578125
2024-04-08,254.67999267578125
2024-04-09,254.94000244140625
2024-04-10,254.35000610351562
2024-04-11,258.54998779296875
2024-04-12,251.05999755859375
2024-04-15,248.41000366210938
2024-04-16,245.6199951171875
2024-04-17,238.4600067138672
2024-04-18,236.3000030517578
2024-04-19,236.0
2024-04-22,237.41000366210938
2024-04-23,239.69000244140625
2024-04-24,244.05999755859375
2024-04-25,241.94000244140625
2024-04-26,240.83999633789062
2024-04-29,240.49000549316406
2024-04-30,236.1300048828125
2024-05-01,233.86000061035156
2024-05-02,235.55999755859375
2024-05-03,234.58999633789062
2024-05-06,236.82000732421875
2024-05-07,235.99000549316406
2024-05-08,235.35000610351562
2024-05-09,237.5399932861328
2024-05-10,240.4600067138672
2024-05-13,237.5
2024-05-14,235.8699951171875
2024-05-15,236.0
2024-05-16,238.9600067138672
2024-05-17,237.72999572753906
2024-05-20,240.3300018310547
2024-05-21,238.27999877929688
2024-05-22,236.16000366210938
2024-05-23,232.05999755859375
2024-05-24,236.58999633789062
2024-05-28,234.13999938964844
2024-05-29,228.4600067138672
2024-05-30,228.9600067138672
2024-05-31,231.1699981689453
2024-06-03,228.3800048828125
2024-06-04,230.50999450683594
2024-06-05,232.77000427246094
2024-06-06,232.02999877929688
2024-06-07,231.10000610351562
2024-06-10,232.75999450683594
2024-06-11,232.63999938964844
2024-06-12,236.55999755859375
2024-06-13,240.47000122070312
2024-06-14,239.4499969482422
2024-06-17,244.6999969482422
2024-06-18,243.0500030517578
2024-06-20,243.97999572753906
2024-06-21,243.52999877929688
2024-06-24,245.66000366210938
2024-06-25,244.8300018310547
2024-06-26,241.50999450683594
2024-06-27,242.25
2024-06-28,241.77000427246094
2024-07-01,239.50999450683594
2024-07-02,239.97999572753906
2024-07-03,240.1699981689453
2024-07-05,240.97999572753906
2024-07-08,239.86000061035156
2024-07-09,237.52000427246094
2024-07-10,242.52000427246094
2024-07-11,239.77999877929688
2024-07-12,242.7899932861328
2024-07-15,246.6699981689453
2024-07-16,255.11000061035156
2024-07-17,247.5500030517578
2024-07-18,244.08999633789062
2024-07-19,243.91000366210938
2024-07-22,242.94000244140625
2024-07-23,242.30999755859375
2024-07-24,235.0399932861328
2024-07-25,233.75
2024-07-26,236.60000610351562
2024-07-29,238.4499969482422
2024-07-30,238.77000427246094
2024-07-31,227.3000030517578
2024-08-01,218.77999877929688
2024-08-02,213.6699981689453
2024-08-05,211.35000610351562
2024-08-06,215.25
2024-08-07,214.77000427246094
2024-08-08,215.8000030517578
2024-08-09,217.97000122070312
2024-08-12,214.67999267578125
2024-08-13,216.42999267578125
2024-08-14,217.10000610351562
2024-08-15,221.89999389648438
2024-08-16,220.55999755859375
2024-08-19,225.14999389648438
2024-08-20,223.1300048828125
2024-08-21,224.50999450683594
2024-08-22,224.1199951171875
2024-08-23,225.25999450683594
2024-08-26,224.6699981689453
2024-08-27,227.6199951171875
2024-08-28,227.32000732421875
2024-08-29,231.3699951171875
2024-08-30,234.69000244140625
2024-09-03,230.72000122070312
2024-09-04,229.4600067138672
2024-09-05,229.05999755859375
2024-09-06,227.60000610351562
2024-09-09,228.58999633789062
2024-09-10,225.6699981689453
2024-09-11,227.3300018310547
2024-09-12,230.6999969482422
2024-09-13,231.74000549316406
2024-09-16,232.4600067138672
2024-09-17,235.61000061035156
2024-09-18,238.74000549316406
2024-09-19,244.4600067138672
2024-09-20,244.38999938964844
2024-09-23,241.6699981689453
2024-09-24,247.3800048828125
2024-09-25,245.5
2024-09-26,250.7100067138672
2024-09-27,253.0399932861328
2024-09-30,248.60000610351562
2024-10-01,246.0800018310547
2024-10-02,248.82000732421875
2024-10-03,249.47999572753906
2024-10-04,254.61000061035156
2024-10-07,255.16000366210938
2024-10-08,256.5799865722656
2024-10-09,261.8800048828125
2024-10-10,260.5400085449219
2024-10-11,262.6300048828125
2024-10-14,261.55999755859375
2024-10-15,260.5799865722656
2024-10-16,262.57000732421875
2024-10-17,264.57000732421875
2024-10-18,265.6000061035156
2024-10-21,264.9700012207031
2024-10-22,265.5
2024-10-23,257.82000732421875
2024-10-24,260.6300048828125
2024-10-25,262.1199951171875
2024-10-28,262.54998779296875
2024-10-29,263.8900146484375
2024-10-30,264.260009765625
2024-10-31,260.0199890136719
2024-11-01,260.57000732421875
2024-11-04,256.42999267578125
2024-11-05,259.6600036621094
2024-11-06,276.260009765625
2024-11-07,277.67999267578125
2024-11-08,280.79998779296875
2024-11-11,285.9100036621094
2024-11-12,286.0199890136719
2024-11-13,286.4700012207031
2024-11-14,282.0199890136719
2024-11-15,278.7799987792969
2024-11-18,281.45001220703125
2024-11-19,279.2699890136719
2024-11-20,280.17999267578125
2024-11-21,283.44000244140625
