Date,GPC
2022-12-16,176.80999755859375
2022-12-19,175.8699951171875
2022-12-20,175.6300048828125
2022-12-21,177.9600067138672
2022-12-22,174.99000549316406
2022-12-23,176.57000732421875
2022-12-27,177.2899932861328
2022-12-28,175.19000244140625
2022-12-29,175.24000549316406
2022-12-30,173.50999450683594
2023-01-03,169.80999755859375
2023-01-04,171.94000244140625
2023-01-05,168.57000732421875
2023-01-06,170.83999633789062
2023-01-09,170.41000366210938
2023-01-10,169.75
2023-01-11,169.16000366210938
2023-01-12,168.9499969482422
2023-01-13,169.55999755859375
2023-01-17,168.5399932861328
2023-01-18,166.1999969482422
2023-01-19,161.3699951171875
2023-01-20,161.74000549316406
2023-01-23,162.6999969482422
2023-01-24,165.44000244140625
2023-01-25,166.47000122070312
2023-01-26,167.99000549316406
2023-01-27,165.94000244140625
2023-01-30,166.61000061035156
2023-01-31,167.82000732421875
2023-02-01,168.57000732421875
2023-02-02,170.75
2023-02-03,168.2899932861328
2023-02-06,169.17999267578125
2023-02-07,168.97000122070312
2023-02-08,169.4600067138672
2023-02-09,169.25
2023-02-10,173.0399932861328
2023-02-13,175.7899932861328
2023-02-14,176.61000061035156
2023-02-15,179.67999267578125
2023-02-16,179.14999389648438
2023-02-17,180.13999938964844
2023-02-21,174.33999633789062
2023-02-22,173.91000366210938
2023-02-23,179.75999450683594
2023-02-24,178.82000732421875
2023-02-27,178.33999633789062
2023-02-28,176.86000061035156
2023-03-01,170.30999755859375
2023-03-02,170.92999267578125
2023-03-03,171.8000030517578
2023-03-06,173.61000061035156
2023-03-07,170.22999572753906
2023-03-08,168.72000122070312
2023-03-09,165.1999969482422
2023-03-10,162.99000549316406
2023-03-13,162.5
2023-03-14,163.8000030517578
2023-03-15,163.1300048828125
2023-03-16,164.66000366210938
2023-03-17,162.07000732421875
2023-03-20,164.75
2023-03-21,165.9199981689453
2023-03-22,162.6300048828125
2023-03-23,154.2899932861328
2023-03-24,156.8800048828125
2023-03-27,159.02999877929688
2023-03-28,161.33999633789062
2023-03-29,162.5399932861328
2023-03-30,164.3699951171875
2023-03-31,167.30999755859375
2023-04-03,168.27999877929688
2023-04-04,164.83999633789062
2023-04-05,162.16000366210938
2023-04-06,162.27999877929688
2023-04-10,164.77999877929688
2023-04-11,165.3699951171875
2023-04-12,166.6199951171875
2023-04-13,164.22999572753906
2023-04-14,165.07000732421875
2023-04-17,166.3000030517578
2023-04-18,166.47000122070312
2023-04-19,166.5
2023-04-20,168.6199951171875
2023-04-21,166.52000427246094
2023-04-24,167.1999969482422
2023-04-25,165.13999938964844
2023-04-26,163.4199981689453
2023-04-27,167.61000061035156
2023-04-28,168.30999755859375
2023-05-01,170.9199981689453
2023-05-02,170.9600067138672
2023-05-03,171.97999572753906
2023-05-04,171.30999755859375
2023-05-05,173.72999572753906
2023-05-08,172.61000061035156
2023-05-09,173.22000122070312
2023-05-10,173.69000244140625
2023-05-11,171.63999938964844
2023-05-12,170.64999389648438
2023-05-15,168.4199981689453
2023-05-16,165.55999755859375
2023-05-17,166.36000061035156
2023-05-18,164.77999877929688
2023-05-19,164.77000427246094
2023-05-22,163.1699981689453
2023-05-23,160.47000122070312
2023-05-24,158.32000732421875
2023-05-25,158.5500030517578
2023-05-26,157.2100067138672
2023-05-30,157.6999969482422
2023-05-31,148.92999267578125
2023-06-01,149.22000122070312
2023-06-02,153.35000610351562
2023-06-05,152.0
2023-06-06,152.3000030517578
2023-06-07,153.36000061035156
2023-06-08,154.14999389648438
2023-06-09,155.82000732421875
2023-06-12,158.1300048828125
2023-06-13,159.1300048828125
2023-06-14,158.72000122070312
2023-06-15,161.64999389648438
2023-06-16,161.47000122070312
2023-06-20,159.58999633789062
2023-06-21,161.47000122070312
2023-06-22,161.49000549316406
2023-06-23,159.6699981689453
2023-06-26,162.64999389648438
2023-06-27,164.9499969482422
2023-06-28,165.13999938964844
2023-06-29,166.05999755859375
2023-06-30,169.22999572753906
2023-07-03,167.99000549316406
2023-07-05,166.97000122070312
2023-07-06,165.07000732421875
2023-07-07,165.4199981689453
2023-07-10,166.8800048828125
2023-07-11,168.74000549316406
2023-07-12,169.75
2023-07-13,164.77000427246094
2023-07-14,165.94000244140625
2023-07-17,166.6699981689453
2023-07-18,167.27000427246094
2023-07-19,168.07000732421875
2023-07-20,155.1699981689453
2023-07-21,156.30999755859375
2023-07-24,157.5500030517578
2023-07-25,157.8300018310547
2023-07-26,157.97000122070312
2023-07-27,155.80999755859375
2023-07-28,156.3300018310547
2023-07-31,155.72000122070312
2023-08-01,156.77000427246094
2023-08-02,155.35000610351562
2023-08-03,155.69000244140625
2023-08-04,155.5
2023-08-07,156.47000122070312
2023-08-08,155.3699951171875
2023-08-09,156.50999450683594
2023-08-10,156.1699981689453
2023-08-11,157.99000549316406
2023-08-14,157.13999938964844
2023-08-15,154.77999877929688
2023-08-16,156.4499969482422
2023-08-17,154.30999755859375
2023-08-18,154.8699951171875
2023-08-21,153.8800048828125
2023-08-22,153.1199951171875
2023-08-23,154.36000061035156
2023-08-24,152.5399932861328
2023-08-25,153.0399932861328
2023-08-28,153.4600067138672
2023-08-29,155.0
2023-08-30,155.72999572753906
2023-08-31,153.72999572753906
2023-09-01,155.0800018310547
2023-09-05,152.33999633789062
2023-09-06,151.77999877929688
2023-09-07,151.00999450683594
2023-09-08,149.99000549316406
2023-09-11,148.7100067138672
2023-09-12,147.27999877929688
2023-09-13,148.47000122070312
2023-09-14,150.1999969482422
2023-09-15,148.8300018310547
2023-09-18,148.07000732421875
2023-09-19,148.5399932861328
2023-09-20,149.25999450683594
2023-09-21,145.63999938964844
2023-09-22,146.35000610351562
2023-09-25,146.99000549316406
2023-09-26,143.0
2023-09-27,142.30999755859375
2023-09-28,143.25999450683594
2023-09-29,144.3800048828125
2023-10-02,145.17999267578125
2023-10-03,140.57000732421875
2023-10-04,143.00999450683594
2023-10-05,142.69000244140625
2023-10-06,144.05999755859375
2023-10-09,146.69000244140625
2023-10-10,147.63999938964844
2023-10-11,146.77000427246094
2023-10-12,147.27999877929688
2023-10-13,147.0399932861328
2023-10-16,149.69000244140625
2023-10-17,150.2100067138672
2023-10-18,148.72999572753906
2023-10-19,130.1199951171875
2023-10-20,128.6300048828125
2023-10-23,128.25999450683594
2023-10-24,128.7899932861328
2023-10-25,128.42999267578125
2023-10-26,128.92999267578125
2023-10-27,127.12000274658203
2023-10-30,127.5199966430664
2023-10-31,128.86000061035156
2023-11-01,128.77999877929688
2023-11-02,130.69000244140625
2023-11-03,134.02000427246094
2023-11-06,133.67999267578125
2023-11-07,135.5399932861328
2023-11-08,134.4600067138672
2023-11-09,135.0399932861328
2023-11-10,136.16000366210938
2023-11-13,135.38999938964844
2023-11-14,138.25999450683594
2023-11-15,137.8699951171875
2023-11-16,137.47000122070312
2023-11-17,137.41000366210938
2023-11-20,137.35000610351562
2023-11-21,137.47000122070312
2023-11-22,137.77000427246094
2023-11-24,137.39999389648438
2023-11-27,135.05999755859375
2023-11-28,134.36000061035156
2023-11-29,133.86000061035156
2023-11-30,132.77999877929688
2023-12-01,134.6999969482422
2023-12-04,137.32000732421875
2023-12-05,134.02999877929688
2023-12-06,136.5
2023-12-07,134.27999877929688
2023-12-08,132.97999572753906
2023-12-11,135.60000610351562
2023-12-12,135.6300048828125
2023-12-13,137.61000061035156
2023-12-14,139.8699951171875
2023-12-15,138.38999938964844
2023-12-18,139.61000061035156
2023-12-19,138.9499969482422
2023-12-20,136.85000610351562
2023-12-21,138.47000122070312
2023-12-22,138.97999572753906
2023-12-26,138.6199951171875
2023-12-27,138.77000427246094
2023-12-28,138.38999938964844
2023-12-29,138.5
2024-01-02,138.08999633789062
2024-01-03,136.14999389648438
2024-01-04,136.16000366210938
2024-01-05,136.6199951171875
2024-01-08,138.4600067138672
2024-01-09,137.1999969482422
2024-01-10,137.6699981689453
2024-01-11,138.42999267578125
2024-01-12,138.8000030517578
2024-01-16,139.8000030517578
2024-01-17,137.97999572753906
2024-01-18,139.4499969482422
2024-01-19,142.08999633789062
2024-01-22,143.57000732421875
2024-01-23,143.02000427246094
2024-01-24,141.6699981689453
2024-01-25,142.52000427246094
2024-01-26,142.6300048828125
2024-01-29,142.74000549316406
2024-01-30,143.25
2024-01-31,140.22999572753906
2024-02-01,142.6699981689453
2024-02-02,142.3800048828125
2024-02-05,140.13999938964844
2024-02-06,141.32000732421875
2024-02-07,142.77999877929688
2024-02-08,142.30999755859375
2024-02-09,143.17999267578125
2024-02-12,145.13999938964844
2024-02-13,142.41000366210938
2024-02-14,144.0399932861328
2024-02-15,143.7100067138672
2024-02-16,142.92999267578125
2024-02-20,144.27999877929688
2024-02-21,144.4600067138672
2024-02-22,146.1199951171875
2024-02-23,147.8800048828125
2024-02-26,148.4199981689453
2024-02-27,150.57000732421875
2024-02-28,151.75
2024-02-29,149.25999450683594
2024-03-01,149.2100067138672
2024-03-04,149.97000122070312
2024-03-05,149.94000244140625
2024-03-06,149.8300018310547
2024-03-07,150.82000732421875
2024-03-08,150.9600067138672
2024-03-11,152.4499969482422
2024-03-12,154.00999450683594
2024-03-13,153.49000549316406
2024-03-14,151.8699951171875
2024-03-15,153.66000366210938
2024-03-18,153.47000122070312
2024-03-19,155.07000732421875
2024-03-20,155.30999755859375
2024-03-21,157.3800048828125
2024-03-22,155.8800048828125
2024-03-25,153.61000061035156
2024-03-26,152.52999877929688
2024-03-27,155.19000244140625
2024-03-28,154.92999267578125
2024-04-01,154.27999877929688
2024-04-02,153.7899932861328
2024-04-03,153.1199951171875
2024-04-04,148.85000610351562
2024-04-05,149.99000549316406
2024-04-08,150.41000366210938
2024-04-09,150.49000549316406
2024-04-10,148.27999877929688
2024-04-11,146.11000061035156
2024-04-12,145.3800048828125
2024-04-15,144.75
2024-04-16,144.5500030517578
2024-04-17,144.07000732421875
2024-04-18,160.22999572753906
2024-04-19,162.38999938964844
2024-04-22,163.08999633789062
2024-04-23,163.3800048828125
2024-04-24,161.8000030517578
2024-04-25,161.07000732421875
2024-04-26,159.92999267578125
2024-04-29,161.3699951171875
2024-04-30,157.2100067138672
2024-05-01,156.77000427246094
2024-05-02,156.32000732421875
2024-05-03,157.41000366210938
2024-05-06,156.69000244140625
2024-05-07,154.9199981689453
2024-05-08,154.35000610351562
2024-05-09,155.33999633789062
2024-05-10,155.27000427246094
2024-05-13,157.52999877929688
2024-05-14,155.5800018310547
2024-05-15,155.00999450683594
2024-05-16,154.10000610351562
2024-05-17,152.88999938964844
2024-05-20,151.92999267578125
2024-05-21,151.50999450683594
2024-05-22,149.58999633789062
2024-05-23,145.64999389648438
2024-05-24,145.22000122070312
2024-05-28,141.77000427246094
2024-05-29,139.24000549316406
2024-05-30,140.67999267578125
2024-05-31,144.13999938964844
2024-06-03,144.11000061035156
2024-06-04,144.77000427246094
2024-06-05,142.99000549316406
2024-06-06,144.61000061035156
2024-06-07,145.19000244140625
2024-06-10,142.47000122070312
2024-06-11,142.0399932861328
2024-06-12,142.7899932861328
2024-06-13,140.91000366210938
2024-06-14,136.6999969482422
2024-06-17,139.89999389648438
2024-06-18,139.33999633789062
2024-06-20,141.4199981689453
2024-06-21,141.42999267578125
2024-06-24,142.0500030517578
2024-06-25,139.10000610351562
2024-06-26,138.07000732421875
2024-06-27,137.39999389648438
2024-06-28,138.32000732421875
2024-07-01,133.85000610351562
2024-07-02,135.97999572753906
2024-07-03,133.3800048828125
2024-07-05,132.4499969482422
2024-07-08,132.8800048828125
2024-07-09,131.0399932861328
2024-07-10,132.47999572753906
2024-07-11,136.50999450683594
2024-07-12,138.2899932861328
2024-07-15,141.22999572753906
2024-07-16,141.72000122070312
2024-07-17,144.05999755859375
2024-07-18,140.25999450683594
2024-07-19,138.25999450683594
2024-07-22,138.3699951171875
2024-07-23,137.2100067138672
2024-07-24,135.74000549316406
2024-07-25,137.97000122070312
2024-07-26,141.97000122070312
2024-07-29,142.7899932861328
2024-07-30,147.08999633789062
2024-07-31,147.11000061035156
2024-08-01,143.47999572753906
2024-08-02,142.52000427246094
2024-08-05,138.35000610351562
2024-08-06,140.0399932861328
2024-08-07,137.22999572753906
2024-08-08,138.49000549316406
2024-08-09,137.17999267578125
2024-08-12,135.6300048828125
2024-08-13,136.85000610351562
2024-08-14,137.19000244140625
2024-08-15,138.55999755859375
2024-08-16,138.86000061035156
2024-08-19,138.67999267578125
2024-08-20,139.52999877929688
2024-08-21,143.66000366210938
2024-08-22,141.36000061035156
2024-08-23,142.2100067138672
2024-08-26,143.0
2024-08-27,142.7100067138672
2024-08-28,142.50999450683594
2024-08-29,142.27999877929688
2024-08-30,143.25999450683594
2024-09-03,143.19000244140625
2024-09-04,141.1999969482422
2024-09-05,137.33999633789062
2024-09-06,134.3000030517578
2024-09-09,136.61000061035156
2024-09-10,135.75999450683594
2024-09-11,135.0500030517578
2024-09-12,136.2100067138672
2024-09-13,137.35000610351562
2024-09-16,137.35000610351562
2024-09-17,137.3300018310547
2024-09-18,138.08999633789062
2024-09-19,139.13999938964844
2024-09-20,137.02000427246094
2024-09-23,137.74000549316406
2024-09-24,139.66000366210938
2024-09-25,138.52000427246094
2024-09-26,141.5
2024-09-27,141.24000549316406
2024-09-30,139.67999267578125
2024-10-01,139.64999389648438
2024-10-02,138.77000427246094
2024-10-03,136.57000732421875
2024-10-04,136.6999969482422
2024-10-07,134.99000549316406
2024-10-08,133.6699981689453
2024-10-09,133.75999450683594
2024-10-10,133.44000244140625
2024-10-11,137.24000549316406
2024-10-14,139.44000244140625
2024-10-15,140.41000366210938
2024-10-16,143.16000366210938
2024-10-17,143.6300048828125
2024-10-18,143.1699981689453
2024-10-21,143.1199951171875
2024-10-22,113.11000061035156
2024-10-23,116.23999786376953
2024-10-24,113.11000061035156
2024-10-25,114.23999786376953
2024-10-28,118.3499984741211
2024-10-29,117.27999877929688
2024-10-30,116.2699966430664
2024-10-31,114.69999694824219
2024-11-01,113.61000061035156
2024-11-04,116.05000305175781
2024-11-05,116.5999984741211
2024-11-06,123.27999877929688
2024-11-07,123.04000091552734
2024-11-08,122.41000366210938
2024-11-11,122.36000061035156
2024-11-12,122.69999694824219
2024-11-13,123.68000030517578
2024-11-14,123.8499984741211
2024-11-15,122.62000274658203
2024-11-18,124.19000244140625
2024-11-19,121.26000213623047
2024-11-20,120.76000213623047
2024-11-21,122.69000244140625
