Date,MA
2023-07-28,392.9599914550781
2023-07-31,394.2799987792969
2023-08-01,397.07000732421875
2023-08-02,390.0199890136719
2023-08-03,393.010009765625
2023-08-04,391.3500061035156
2023-08-07,396.8699951171875
2023-08-08,393.19000244140625
2023-08-09,393.6700134277344
2023-08-10,397.1400146484375
2023-08-11,394.9800109863281
2023-08-14,398.5799865722656
2023-08-15,394.45001220703125
2023-08-16,394.3699951171875
2023-08-17,392.6199951171875
2023-08-18,392.1700134277344
2023-08-21,393.20001220703125
2023-08-22,397.8399963378906
2023-08-23,401.05999755859375
2023-08-24,397.6700134277344
2023-08-25,402.8900146484375
2023-08-28,407.44000244140625
2023-08-29,411.6499938964844
2023-08-30,413.9100036621094
2023-08-31,412.6400146484375
2023-09-01,415.57000732421875
2023-09-05,411.5
2023-09-06,413.17999267578125
2023-09-07,414.6199951171875
2023-09-08,414.8399963378906
2023-09-11,416.69000244140625
2023-09-12,416.2699890136719
2023-09-13,416.29998779296875
2023-09-14,413.3399963378906
2023-09-15,414.30999755859375
2023-09-18,417.1300048828125
2023-09-19,413.5299987792969
2023-09-20,410.5199890136719
2023-09-21,403.3599853515625
2023-09-22,402.2200012207031
2023-09-25,402.489990234375
2023-09-26,395.3800048828125
2023-09-27,395.4800109863281
2023-09-28,399.44000244140625
2023-09-29,395.9100036621094
2023-10-02,395.8500061035156
2023-10-03,391.05999755859375
2023-10-04,393.760009765625
2023-10-05,394.20001220703125
2023-10-06,397.9700012207031
2023-10-09,394.739990234375
2023-10-10,400.3699951171875
2023-10-11,399.80999755859375
2023-10-12,399.8999938964844
2023-10-13,398.0299987792969
2023-10-16,401.1600036621094
2023-10-17,401.7699890136719
2023-10-18,393.2099914550781
2023-10-19,387.8699951171875
2023-10-20,384.4100036621094
2023-10-23,383.6700134277344
2023-10-24,386.9100036621094
2023-10-25,386.30999755859375
2023-10-26,364.5899963378906
2023-10-27,364.0799865722656
2023-10-30,372.4200134277344
2023-10-31,376.3500061035156
2023-11-01,377.82000732421875
2023-11-02,382.69000244140625
2023-11-03,386.04998779296875
2023-11-06,386.1600036621094
2023-11-07,388.8699951171875
2023-11-08,389.70001220703125
2023-11-09,387.9599914550781
2023-11-10,394.3800048828125
2023-11-13,394.3500061035156
2023-11-14,397.6499938964844
2023-11-15,396.8299865722656
2023-11-16,397.1000061035156
2023-11-17,400.29998779296875
2023-11-20,404.3999938964844
2023-11-21,408.95001220703125
2023-11-22,410.3299865722656
2023-11-24,412.5
2023-11-27,408.9700012207031
2023-11-28,409.010009765625
2023-11-29,409.82000732421875
2023-11-30,413.8299865722656
2023-12-01,414.3599853515625
2023-12-04,408.2300109863281
2023-12-05,408.69000244140625
2023-12-06,410.3800048828125
2023-12-07,413.1499938964844
2023-12-08,412.1600036621094
2023-12-11,415.7099914550781
2023-12-12,420.75
2023-12-13,424.67999267578125
2023-12-14,418.55999755859375
2023-12-15,418.57000732421875
2023-12-18,424.42999267578125
2023-12-19,425.4700012207031
2023-12-20,419.45001220703125
2023-12-21,423.44000244140625
2023-12-22,424.1000061035156
2023-12-26,423.6700134277344
2023-12-27,424.3599853515625
2023-12-28,426.32000732421875
2023-12-29,426.510009765625
2024-01-02,421.8900146484375
2024-01-03,418.7699890136719
2024-01-04,419.7699890136719
2024-01-05,419.4200134277344
2024-01-08,421.9800109863281
2024-01-09,422.6000061035156
2024-01-10,428.2699890136719
2024-01-11,426.7200012207031
2024-01-12,429.1000061035156
2024-01-16,428.3500061035156
2024-01-17,427.4200134277344
2024-01-18,430.7200012207031
2024-01-19,436.7799987792969
2024-01-22,439.75
2024-01-23,438.760009765625
2024-01-24,438.70001220703125
2024-01-25,436.79998779296875
2024-01-26,438.5299987792969
2024-01-29,440.5799865722656
2024-01-30,445.19000244140625
2024-01-31,449.2300109863281
2024-02-01,460.9200134277344
2024-02-02,460.5799865722656
2024-02-05,456.760009765625
2024-02-06,460.5
2024-02-07,461.9100036621094
2024-02-08,458.260009765625
2024-02-09,457.8800048828125
2024-02-12,458.7099914550781
2024-02-13,460.4599914550781
2024-02-14,465.19000244140625
2024-02-15,471.2799987792969
2024-02-16,468.1300048828125
2024-02-20,451.75
2024-02-21,459.04998779296875
2024-02-22,471.55999755859375
2024-02-23,473.4200134277344
2024-02-26,474.510009765625
2024-02-27,474.75
2024-02-28,478.8500061035156
2024-02-29,474.760009765625
2024-03-01,476.6300048828125
2024-03-04,468.489990234375
2024-03-05,467.5199890136719
2024-03-06,471.6000061035156
2024-03-07,467.5400085449219
2024-03-08,469.260009765625
2024-03-11,469.1600036621094
2024-03-12,472.8699951171875
2024-03-13,475.6099853515625
2024-03-14,479.4800109863281
2024-03-15,475.8299865722656
2024-03-18,478.8900146484375
2024-03-19,484.0
2024-03-20,488.0400085449219
2024-03-21,488.6400146484375
2024-03-22,481.6700134277344
2024-03-25,476.0400085449219
2024-03-26,476.79998779296875
2024-03-27,477.95001220703125
2024-03-28,481.57000732421875
2024-04-01,478.3999938964844
2024-04-02,479.42999267578125
2024-04-03,477.4200134277344
2024-04-04,469.7699890136719
2024-04-05,477.1499938964844
2024-04-08,478.8500061035156
2024-04-09,472.1600036621094
2024-04-10,469.1700134277344
2024-04-11,468.30999755859375
2024-04-12,465.3800048828125
2024-04-15,459.7900085449219
2024-04-16,459.82000732421875
2024-04-17,460.1600036621094
2024-04-18,454.70001220703125
2024-04-19,455.3900146484375
2024-04-22,456.75
2024-04-23,462.82000732421875
2024-04-24,462.5
2024-04-25,462.1099853515625
2024-04-26,462.4200134277344
2024-04-29,457.1000061035156
2024-04-30,451.20001220703125
2024-05-01,442.07000732421875
2024-05-02,441.1000061035156
2024-05-03,443.5799865722656
2024-05-06,449.3699951171875
2024-05-07,453.05999755859375
2024-05-08,454.7699890136719
2024-05-09,455.489990234375
2024-05-10,456.9800109863281
2024-05-13,457.760009765625
2024-05-14,454.20001220703125
2024-05-15,458.0
2024-05-16,458.8699951171875
2024-05-17,460.2699890136719
2024-05-20,459.6600036621094
2024-05-21,459.1000061035156
2024-05-22,456.5199890136719
2024-05-23,451.2099914550781
2024-05-24,451.17999267578125
2024-05-28,445.0799865722656
2024-05-29,442.4700012207031
2024-05-30,442.1000061035156
2024-05-31,447.07000732421875
2024-06-03,443.19000244140625
2024-06-04,444.7699890136719
2024-06-05,446.6600036621094
2024-06-06,448.67999267578125
2024-06-07,449.7900085449219
2024-06-10,449.25
2024-06-11,449.0400085449219
2024-06-12,443.0
2024-06-13,445.0
2024-06-14,444.6300048828125
2024-06-17,448.1099853515625
2024-06-18,450.1099853515625
2024-06-20,452.510009765625
2024-06-21,454.8500061035156
2024-06-24,456.9599914550781
2024-06-25,455.6499938964844
2024-06-26,452.3800048828125
2024-06-27,442.75
2024-06-28,441.1600036621094
2024-07-01,437.6099853515625
2024-07-02,444.6499938964844
2024-07-03,448.17999267578125
2024-07-05,449.489990234375
2024-07-08,446.239990234375
2024-07-09,444.70001220703125
2024-07-10,433.6400146484375
2024-07-11,436.4200134277344
2024-07-12,440.1099853515625
2024-07-15,444.0
2024-07-16,443.5299987792969
2024-07-17,451.1600036621094
2024-07-18,448.7200012207031
2024-07-19,443.69000244140625
2024-07-22,447.94000244140625
2024-07-23,441.7200012207031
2024-07-24,432.45001220703125
2024-07-25,429.6000061035156
2024-07-26,438.17999267578125
2024-07-29,441.29998779296875
2024-07-30,447.45001220703125
2024-07-31,463.7099914550781
2024-08-01,462.4100036621094
2024-08-02,462.0199890136719
2024-08-05,442.0
2024-08-06,448.29998779296875
2024-08-07,449.8399963378906
2024-08-08,455.5799865722656
2024-08-09,456.7799987792969
2024-08-12,455.69000244140625
2024-08-13,459.3599853515625
2024-08-14,460.1600036621094
2024-08-15,468.7099914550781
2024-08-16,468.8800048828125
2024-08-19,466.9800109863281
2024-08-20,469.1199951171875
2024-08-21,468.0
2024-08-22,468.82000732421875
2024-08-23,466.44000244140625
2024-08-26,468.6400146484375
2024-08-27,474.989990234375
2024-08-28,471.79998779296875
2024-08-29,480.79998779296875
2024-08-30,483.3399963378906
2024-09-03,482.1199951171875
2024-09-04,483.1400146484375
2024-09-05,477.3599853515625
2024-09-06,476.1199951171875
2024-09-09,487.0899963378906
2024-09-10,488.0199890136719
2024-09-11,488.17999267578125
2024-09-12,492.1099853515625
2024-09-13,493.3599853515625
2024-09-16,497.7099914550781
2024-09-17,500.989990234375
2024-09-18,494.760009765625
2024-09-19,493.010009765625
2024-09-20,492.739990234375
2024-09-23,497.1400146484375
2024-09-24,487.4100036621094
2024-09-25,489.45001220703125
2024-09-26,491.2699890136719
2024-09-27,493.6400146484375
2024-09-30,493.79998779296875
2024-10-01,496.3800048828125
2024-10-02,495.57000732421875
2024-10-03,494.9700012207031
2024-10-04,497.70001220703125
2024-10-07,491.29998779296875
2024-10-08,497.05999755859375
2024-10-09,499.95001220703125
2024-10-10,498.0199890136719
2024-10-11,502.260009765625
2024-10-14,506.6600036621094
2024-10-15,507.2300109863281
2024-10-16,514.0700073242188
2024-10-17,513.760009765625
2024-10-18,516.3400268554688
2024-10-21,515.010009765625
2024-10-22,513.02001953125
2024-10-23,513.72998046875
2024-10-24,510.6199951171875
2024-10-25,507.3599853515625
2024-10-28,508.2099914550781
2024-10-29,506.2799987792969
2024-10-30,513.6900024414062
2024-10-31,499.5899963378906
2024-11-01,508.0799865722656
2024-11-04,505.5799865722656
2024-11-05,505.55999755859375
2024-11-06,521.1300048828125
2024-11-07,517.8800048828125
2024-11-08,524.760009765625
2024-11-11,530.1199951171875
2024-11-12,529.1699829101562
2024-11-13,521.8800048828125
2024-11-14,520.4000244140625
2024-11-15,521.8900146484375
2024-11-18,521.6300048828125
2024-11-19,519.4600219726562
2024-11-20,512.5399780273438
2024-11-21,515.0999755859375
