Date,AVY
2022-11-25,192.36000061035156
2022-11-28,187.72999572753906
2022-11-29,188.4199981689453
2022-11-30,193.3300018310547
2022-12-01,193.1699981689453
2022-12-02,192.60000610351562
2022-12-05,191.36000061035156
2022-12-06,190.97999572753906
2022-12-07,191.75999450683594
2022-12-08,179.22000122070312
2022-12-09,177.72999572753906
2022-12-12,179.5
2022-12-13,185.44000244140625
2022-12-14,181.85000610351562
2022-12-15,181.32000732421875
2022-12-16,179.2899932861328
2022-12-19,176.47999572753906
2022-12-20,178.36000061035156
2022-12-21,180.92999267578125
2022-12-22,178.80999755859375
2022-12-23,181.11000061035156
2022-12-27,182.3800048828125
2022-12-28,179.0800018310547
2022-12-29,181.4199981689453
2022-12-30,181.0
2023-01-03,183.2100067138672
2023-01-04,186.7899932861328
2023-01-05,183.1199951171875
2023-01-06,188.30999755859375
2023-01-09,189.47999572753906
2023-01-10,189.72999572753906
2023-01-11,192.58999633789062
2023-01-12,192.97999572753906
2023-01-13,195.33999633789062
2023-01-17,193.50999450683594
2023-01-18,189.27999877929688
2023-01-19,186.13999938964844
2023-01-20,190.49000549316406
2023-01-23,191.89999389648438
2023-01-24,189.89999389648438
2023-01-25,185.08999633789062
2023-01-26,188.13999938964844
2023-01-27,187.4499969482422
2023-01-30,185.6300048828125
2023-01-31,189.44000244140625
2023-02-01,191.66000366210938
2023-02-02,188.55999755859375
2023-02-03,181.1999969482422
2023-02-06,178.5399932861328
2023-02-07,183.60000610351562
2023-02-08,183.50999450683594
2023-02-09,180.91000366210938
2023-02-10,181.38999938964844
2023-02-13,185.2899932861328
2023-02-14,184.24000549316406
2023-02-15,185.6300048828125
2023-02-16,182.0500030517578
2023-02-17,182.5
2023-02-21,179.0
2023-02-22,182.4499969482422
2023-02-23,181.74000549316406
2023-02-24,181.64999389648438
2023-02-27,181.8699951171875
2023-02-28,182.19000244140625
2023-03-01,181.1199951171875
2023-03-02,181.57000732421875
2023-03-03,183.3300018310547
2023-03-06,180.3699951171875
2023-03-07,177.77000427246094
2023-03-08,178.17999267578125
2023-03-09,175.0
2023-03-10,170.74000549316406
2023-03-13,171.5
2023-03-14,174.22000122070312
2023-03-15,171.22000122070312
2023-03-16,171.7100067138672
2023-03-17,166.47000122070312
2023-03-20,169.5800018310547
2023-03-21,172.3800048828125
2023-03-22,170.66000366210938
2023-03-23,169.6300048828125
2023-03-24,169.74000549316406
2023-03-27,172.0500030517578
2023-03-28,172.57000732421875
2023-03-29,173.17999267578125
2023-03-30,174.16000366210938
2023-03-31,178.92999267578125
2023-04-03,178.36000061035156
2023-04-04,175.3699951171875
2023-04-05,176.7899932861328
2023-04-06,176.8699951171875
2023-04-10,177.1699981689453
2023-04-11,178.13999938964844
2023-04-12,177.19000244140625
2023-04-13,179.5399932861328
2023-04-14,177.94000244140625
2023-04-17,178.8800048828125
2023-04-18,179.3000030517578
2023-04-19,180.00999450683594
2023-04-20,177.99000549316406
2023-04-21,178.08999633789062
2023-04-24,179.1199951171875
2023-04-25,170.8300018310547
2023-04-26,165.1199951171875
2023-04-27,169.4600067138672
2023-04-28,174.47999572753906
2023-05-01,174.67999267578125
2023-05-02,173.36000061035156
2023-05-03,170.77999877929688
2023-05-04,168.14999389648438
2023-05-05,172.0800018310547
2023-05-08,171.83999633789062
2023-05-09,170.1300048828125
2023-05-10,172.50999450683594
2023-05-11,172.30999755859375
2023-05-12,173.14999389648438
2023-05-15,173.2899932861328
2023-05-16,168.19000244140625
2023-05-17,170.25
2023-05-18,171.02000427246094
2023-05-19,170.8000030517578
2023-05-22,170.77000427246094
2023-05-23,169.61000061035156
2023-05-24,164.77999877929688
2023-05-25,164.57000732421875
2023-05-26,162.97000122070312
2023-05-30,163.05999755859375
2023-05-31,161.1300048828125
2023-06-01,159.24000549316406
2023-06-02,166.3300018310547
2023-06-05,166.02000427246094
2023-06-06,167.52000427246094
2023-06-07,171.89999389648438
2023-06-08,166.25
2023-06-09,162.52000427246094
2023-06-12,165.74000549316406
2023-06-13,168.25
2023-06-14,167.08999633789062
2023-06-15,169.07000732421875
2023-06-16,171.08999633789062
2023-06-20,168.0399932861328
2023-06-21,169.7899932861328
2023-06-22,167.91000366210938
2023-06-23,167.85000610351562
2023-06-26,169.19000244140625
2023-06-27,170.39999389648438
2023-06-28,165.47000122070312
2023-06-29,167.99000549316406
2023-06-30,171.8000030517578
2023-07-03,173.47999572753906
2023-07-05,168.6300048828125
2023-07-06,169.6699981689453
2023-07-07,171.64999389648438
2023-07-10,173.27000427246094
2023-07-11,176.92999267578125
2023-07-12,177.9199981689453
2023-07-13,179.72999572753906
2023-07-14,178.4199981689453
2023-07-17,176.77999877929688
2023-07-18,177.33999633789062
2023-07-19,177.4199981689453
2023-07-20,177.0399932861328
2023-07-21,178.3699951171875
2023-07-24,177.61000061035156
2023-07-25,174.66000366210938
2023-07-26,180.6199951171875
2023-07-27,183.47999572753906
2023-07-28,184.60000610351562
2023-07-31,184.00999450683594
2023-08-01,185.27999877929688
2023-08-02,185.14999389648438
2023-08-03,185.16000366210938
2023-08-04,185.02000427246094
2023-08-07,186.8800048828125
2023-08-08,184.5800018310547
2023-08-09,183.6199951171875
2023-08-10,184.69000244140625
2023-08-11,184.9600067138672
2023-08-14,184.22999572753906
2023-08-15,180.32000732421875
2023-08-16,178.2899932861328
2023-08-17,177.30999755859375
2023-08-18,177.14999389648438
2023-08-21,177.6699981689453
2023-08-22,176.6199951171875
2023-08-23,181.97000122070312
2023-08-24,181.52999877929688
2023-08-25,184.36000061035156
2023-08-28,186.05999755859375
2023-08-29,187.52000427246094
2023-08-30,187.80999755859375
2023-08-31,188.3800048828125
2023-09-01,189.02000427246094
2023-09-05,184.05999755859375
2023-09-06,183.4499969482422
2023-09-07,182.41000366210938
2023-09-08,181.05999755859375
2023-09-11,181.0399932861328
2023-09-12,181.8800048828125
2023-09-13,181.22999572753906
2023-09-14,182.91000366210938
2023-09-15,180.55999755859375
2023-09-18,182.0
2023-09-19,182.1999969482422
2023-09-20,183.6699981689453
2023-09-21,180.07000732421875
2023-09-22,180.86000061035156
2023-09-25,185.0500030517578
2023-09-26,182.5399932861328
2023-09-27,182.02999877929688
2023-09-28,183.5399932861328
2023-09-29,182.6699981689453
2023-10-02,181.52000427246094
2023-10-03,179.5
2023-10-04,183.32000732421875
2023-10-05,182.7899932861328
2023-10-06,183.8000030517578
2023-10-09,184.7100067138672
2023-10-10,184.30999755859375
2023-10-11,186.50999450683594
2023-10-12,183.27000427246094
2023-10-13,182.69000244140625
2023-10-16,182.6999969482422
2023-10-17,184.27000427246094
2023-10-18,179.22000122070312
2023-10-19,176.92999267578125
2023-10-20,173.8699951171875
2023-10-23,171.27000427246094
2023-10-24,173.07000732421875
2023-10-25,168.3300018310547
2023-10-26,170.85000610351562
2023-10-27,170.5399932861328
2023-10-30,172.6300048828125
2023-10-31,174.07000732421875
2023-11-01,173.8699951171875
2023-11-02,176.2100067138672
2023-11-03,181.24000549316406
2023-11-06,179.11000061035156
2023-11-07,177.25
2023-11-08,178.6300048828125
2023-11-09,177.83999633789062
2023-11-10,180.08999633789062
2023-11-13,179.6699981689453
2023-11-14,187.9499969482422
2023-11-15,188.97000122070312
2023-11-16,189.1699981689453
2023-11-17,189.9600067138672
2023-11-20,189.63999938964844
2023-11-21,189.47000122070312
2023-11-22,189.8000030517578
2023-11-24,189.74000549316406
2023-11-27,190.22999572753906
2023-11-28,189.6999969482422
2023-11-29,192.36000061035156
2023-11-30,194.5
2023-12-01,195.19000244140625
2023-12-04,195.52000427246094
2023-12-05,193.2100067138672
2023-12-06,193.14999389648438
2023-12-07,193.99000549316406
2023-12-08,191.7100067138672
2023-12-11,192.74000549316406
2023-12-12,190.92999267578125
2023-12-13,196.4600067138672
2023-12-14,198.9499969482422
2023-12-15,197.77999877929688
2023-12-18,198.9499969482422
2023-12-19,200.47999572753906
2023-12-20,201.10000610351562
2023-12-21,202.6999969482422
2023-12-22,201.60000610351562
2023-12-26,201.89999389648438
2023-12-27,202.75
2023-12-28,202.77999877929688
2023-12-29,202.16000366210938
2024-01-02,199.6699981689453
2024-01-03,196.72999572753906
2024-01-04,195.67999267578125
2024-01-05,196.08999633789062
2024-01-08,195.38999938964844
2024-01-09,195.39999389648438
2024-01-10,196.0800018310547
2024-01-11,196.72000122070312
2024-01-12,197.1199951171875
2024-01-16,196.17999267578125
2024-01-17,196.3699951171875
2024-01-18,198.49000549316406
2024-01-19,200.60000610351562
2024-01-22,202.0800018310547
2024-01-23,201.02999877929688
2024-01-24,198.4600067138672
2024-01-25,200.41000366210938
2024-01-26,201.0
2024-01-29,199.91000366210938
2024-01-30,201.24000549316406
2024-01-31,199.4499969482422
2024-02-01,199.4600067138672
2024-02-02,198.86000061035156
2024-02-05,195.94000244140625
2024-02-06,198.44000244140625
2024-02-07,203.07000732421875
2024-02-08,202.97000122070312
2024-02-09,204.77000427246094
2024-02-12,206.80999755859375
2024-02-13,203.85000610351562
2024-02-14,206.38999938964844
2024-02-15,208.6699981689453
2024-02-16,208.8300018310547
2024-02-20,209.7100067138672
2024-02-21,210.92999267578125
2024-02-22,216.4199981689453
2024-02-23,214.69000244140625
2024-02-26,214.30999755859375
2024-02-27,214.10000610351562
2024-02-28,214.16000366210938
2024-02-29,216.52999877929688
2024-03-01,216.72000122070312
2024-03-04,216.1300048828125
2024-03-05,216.1699981689453
2024-03-06,214.02000427246094
2024-03-07,216.13999938964844
2024-03-08,215.72999572753906
2024-03-11,215.97000122070312
2024-03-12,216.7899932861328
2024-03-13,214.8300018310547
2024-03-14,215.97000122070312
2024-03-15,215.67999267578125
2024-03-18,214.47000122070312
2024-03-19,215.2100067138672
2024-03-20,216.47000122070312
2024-03-21,218.6300048828125
2024-03-22,215.5800018310547
2024-03-25,217.30999755859375
2024-03-26,219.41000366210938
2024-03-27,224.24000549316406
2024-03-28,223.25
2024-04-01,223.57000732421875
2024-04-02,220.3699951171875
2024-04-03,221.13999938964844
2024-04-04,217.13999938964844
2024-04-05,218.11000061035156
2024-04-08,218.1999969482422
2024-04-09,219.52000427246094
2024-04-10,215.52000427246094
2024-04-11,215.0
2024-04-12,211.22999572753906
2024-04-15,211.27999877929688
2024-04-16,211.08999633789062
2024-04-17,208.9199981689453
2024-04-18,209.35000610351562
2024-04-19,211.57000732421875
2024-04-22,211.77000427246094
2024-04-23,211.3300018310547
2024-04-24,212.4199981689453
2024-04-25,217.16000366210938
2024-04-26,219.02999877929688
2024-04-29,218.38999938964844
2024-04-30,217.27999877929688
2024-05-01,217.8300018310547
2024-05-02,219.50999450683594
2024-05-03,221.5500030517578
2024-05-06,222.13999938964844
2024-05-07,223.89999389648438
2024-05-08,225.10000610351562
2024-05-09,227.63999938964844
2024-05-10,225.61000061035156
2024-05-13,225.07000732421875
2024-05-14,225.74000549316406
2024-05-15,226.11000061035156
2024-05-16,224.5800018310547
2024-05-17,226.3000030517578
2024-05-20,226.0500030517578
2024-05-21,229.13999938964844
2024-05-22,229.22000122070312
2024-05-23,227.02999877929688
2024-05-24,227.0500030517578
2024-05-28,224.89999389648438
2024-05-29,221.9499969482422
2024-05-30,223.47999572753906
2024-05-31,227.58999633789062
2024-06-03,227.14999389648438
2024-06-04,227.47000122070312
2024-06-05,227.9199981689453
2024-06-06,226.9199981689453
2024-06-07,226.2899932861328
2024-06-10,224.74000549316406
2024-06-11,225.22999572753906
2024-06-12,228.2100067138672
2024-06-13,228.36000061035156
2024-06-14,226.52999877929688
2024-06-17,228.38999938964844
2024-06-18,227.0399932861328
2024-06-20,226.0
2024-06-21,226.94000244140625
2024-06-24,229.52000427246094
2024-06-25,225.72000122070312
2024-06-26,224.05999755859375
2024-06-27,223.39999389648438
2024-06-28,218.64999389648438
2024-07-01,213.36000061035156
2024-07-02,215.1199951171875
2024-07-03,216.8300018310547
2024-07-05,216.0399932861328
2024-07-08,215.10000610351562
2024-07-09,213.0
2024-07-10,216.52000427246094
2024-07-11,217.83999633789062
2024-07-12,220.67999267578125
2024-07-15,218.85000610351562
2024-07-16,223.47000122070312
2024-07-17,222.85000610351562
2024-07-18,223.92999267578125
2024-07-19,219.99000549316406
2024-07-22,224.17999267578125
2024-07-23,220.55999755859375
2024-07-24,214.7899932861328
2024-07-25,209.10000610351562
2024-07-26,213.74000549316406
2024-07-29,212.91000366210938
2024-07-30,215.77999877929688
2024-07-31,216.8300018310547
2024-08-01,214.0500030517578
2024-08-02,210.3800048828125
2024-08-05,202.27000427246094
2024-08-06,205.6199951171875
2024-08-07,202.82000732421875
2024-08-08,207.72999572753906
2024-08-09,207.86000061035156
2024-08-12,207.4600067138672
2024-08-13,209.08999633789062
2024-08-14,208.9499969482422
2024-08-15,212.50999450683594
2024-08-16,212.97000122070312
2024-08-19,213.25999450683594
2024-08-20,212.3300018310547
2024-08-21,214.91000366210938
2024-08-22,216.19000244140625
2024-08-23,219.0500030517578
2024-08-26,218.0399932861328
2024-08-27,217.4199981689453
2024-08-28,218.8000030517578
2024-08-29,218.5800018310547
2024-08-30,221.85000610351562
2024-09-03,219.91000366210938
2024-09-04,218.89999389648438
2024-09-05,218.72999572753906
2024-09-06,216.91000366210938
2024-09-09,219.5800018310547
2024-09-10,219.4600067138672
2024-09-11,218.3000030517578
2024-09-12,218.47000122070312
2024-09-13,219.4199981689453
2024-09-16,221.0399932861328
2024-09-17,220.1999969482422
2024-09-18,209.36000061035156
2024-09-19,215.77000427246094
2024-09-20,211.5800018310547
2024-09-23,215.69000244140625
2024-09-24,218.47999572753906
2024-09-25,218.82000732421875
2024-09-26,221.75999450683594
2024-09-27,222.33999633789062
2024-09-30,220.75999450683594
2024-10-01,219.82000732421875
2024-10-02,216.52000427246094
2024-10-03,212.58999633789062
2024-10-04,214.58999633789062
2024-10-07,213.9600067138672
2024-10-08,214.4600067138672
2024-10-09,215.66000366210938
2024-10-10,215.07000732421875
2024-10-11,218.02999877929688
2024-10-14,220.52000427246094
2024-10-15,219.8800048828125
2024-10-16,214.92999267578125
2024-10-17,218.36000061035156
2024-10-18,217.3300018310547
2024-10-21,215.41000366210938
2024-10-22,212.38999938964844
2024-10-23,207.64999389648438
2024-10-24,204.9600067138672
2024-10-25,207.16000366210938
2024-10-28,207.02999877929688
2024-10-29,206.19000244140625
2024-10-30,207.75999450683594
2024-10-31,207.02999877929688
2024-11-01,206.11000061035156
2024-11-04,205.57000732421875
2024-11-05,206.75
2024-11-06,204.1199951171875
2024-11-07,205.4499969482422
2024-11-08,205.11000061035156
2024-11-11,204.5800018310547
2024-11-12,202.5399932861328
2024-11-13,202.97999572753906
2024-11-14,199.91000366210938
2024-11-15,197.72999572753906
2024-11-18,198.30999755859375
2024-11-19,197.0
2024-11-20,197.63999938964844
2024-11-21,199.58999633789062
