Date,V
2022-06-06,212.94000244140625
2022-06-07,214.5
2022-06-08,213.5
2022-06-09,206.11000061035156
2022-06-10,199.50999450683594
2022-06-13,192.25999450683594
2022-06-14,193.52000427246094
2022-06-15,196.16000366210938
2022-06-16,189.0500030517578
2022-06-17,190.00999450683594
2022-06-21,194.38999938964844
2022-06-22,193.82000732421875
2022-06-23,196.63999938964844
2022-06-24,205.50999450683594
2022-06-27,203.55999755859375
2022-06-28,198.1199951171875
2022-06-29,199.5
2022-06-30,196.88999938964844
2022-07-01,199.17999267578125
2022-07-05,200.5399932861328
2022-07-06,201.1199951171875
2022-07-07,202.8000030517578
2022-07-08,203.57000732421875
2022-07-11,205.05999755859375
2022-07-12,204.82000732421875
2022-07-13,204.14999389648438
2022-07-14,205.91000366210938
2022-07-15,210.0399932861328
2022-07-18,207.2100067138672
2022-07-19,213.66000366210938
2022-07-20,213.3699951171875
2022-07-21,216.19000244140625
2022-07-22,213.6999969482422
2022-07-25,214.27000427246094
2022-07-26,212.49000549316406
2022-07-27,210.47000122070312
2022-07-28,211.35000610351562
2022-07-29,212.11000061035156
2022-08-01,211.36000061035156
2022-08-02,206.25999450683594
2022-08-03,208.47999572753906
2022-08-04,213.47000122070312
2022-08-05,215.8699951171875
2022-08-08,213.32000732421875
2022-08-09,210.25999450683594
2022-08-10,212.10000610351562
2022-08-11,211.0800018310547
2022-08-12,211.3300018310547
2022-08-15,216.4199981689453
2022-08-16,217.13999938964844
2022-08-17,214.52000427246094
2022-08-18,215.25
2022-08-19,212.82000732421875
2022-08-22,208.61000061035156
2022-08-23,206.8000030517578
2022-08-24,206.6699981689453
2022-08-25,209.82000732421875
2022-08-26,202.88999938964844
2022-08-29,202.3300018310547
2022-08-30,201.3800048828125
2022-08-31,198.7100067138672
2022-09-01,200.1300048828125
2022-09-02,197.75999450683594
2022-09-06,198.63999938964844
2022-09-07,200.4199981689453
2022-09-08,200.7100067138672
2022-09-09,205.1999969482422
2022-09-12,206.6300048828125
2022-09-13,199.6699981689453
2022-09-14,199.41000366210938
2022-09-15,195.3699951171875
2022-09-16,193.3000030517578
2022-09-19,193.1300048828125
2022-09-20,192.07000732421875
2022-09-21,187.02000427246094
2022-09-22,185.7899932861328
2022-09-23,183.9600067138672
2022-09-26,180.58999633789062
2022-09-27,177.8699951171875
2022-09-28,179.17999267578125
2022-09-29,180.05999755859375
2022-09-30,177.64999389648438
2022-10-03,181.64999389648438
2022-10-04,185.64999389648438
2022-10-05,187.6699981689453
2022-10-06,185.58999633789062
2022-10-07,183.8300018310547
2022-10-10,182.17999267578125
2022-10-11,179.13999938964844
2022-10-12,178.24000549316406
2022-10-13,184.66000366210938
2022-10-14,182.6199951171875
2022-10-17,185.25
2022-10-18,187.1699981689453
2022-10-19,186.41000366210938
2022-10-20,187.22000122070312
2022-10-21,190.3699951171875
2022-10-24,190.7100067138672
2022-10-25,194.3800048828125
2022-10-26,203.3300018310547
2022-10-27,204.2899932861328
2022-10-28,209.33999633789062
2022-10-31,207.16000366210938
2022-11-01,206.92999267578125
2022-11-02,200.9499969482422
2022-11-03,194.75
2022-11-04,196.97999572753906
2022-11-07,200.10000610351562
2022-11-08,201.77999877929688
2022-11-09,193.92999267578125
2022-11-10,205.57000732421875
2022-11-11,205.0
2022-11-14,206.86000061035156
2022-11-15,209.99000549316406
2022-11-16,210.13999938964844
2022-11-17,210.99000549316406
2022-11-18,210.8000030517578
2022-11-21,206.32000732421875
2022-11-22,210.3300018310547
2022-11-23,211.72999572753906
2022-11-25,213.7899932861328
2022-11-28,211.25999450683594
2022-11-29,209.05999755859375
2022-11-30,217.0
2022-12-01,217.0
2022-12-02,217.66000366210938
2022-12-05,213.67999267578125
2022-12-06,209.0800018310547
2022-12-07,207.80999755859375
2022-12-08,209.10000610351562
2022-12-09,208.6999969482422
2022-12-12,214.58999633789062
2022-12-13,213.0399932861328
2022-12-14,213.32000732421875
2022-12-15,207.91000366210938
2022-12-16,206.88999938964844
2022-12-19,204.82000732421875
2022-12-20,205.36000061035156
2022-12-21,206.80999755859375
2022-12-22,205.05999755859375
2022-12-23,205.8300018310547
2022-12-27,206.2899932861328
2022-12-28,204.99000549316406
2022-12-29,208.05999755859375
2022-12-30,207.75999450683594
2023-01-03,207.38999938964844
2023-01-04,212.61000061035156
2023-01-05,211.11000061035156
2023-01-06,217.75
2023-01-09,218.60000610351562
2023-01-10,221.08999633789062
2023-01-11,222.10000610351562
2023-01-12,223.6199951171875
2023-01-13,223.05999755859375
2023-01-17,223.0
2023-01-18,219.4600067138672
2023-01-19,220.41000366210938
2023-01-20,224.30999755859375
2023-01-23,224.17999267578125
2023-01-24,223.88999938964844
2023-01-25,224.89999389648438
2023-01-26,224.7100067138672
2023-01-27,231.44000244140625
2023-01-30,229.10000610351562
2023-01-31,230.2100067138672
2023-02-01,230.89999389648438
2023-02-02,229.55999755859375
2023-02-03,230.1300048828125
2023-02-06,229.44000244140625
2023-02-07,231.32000732421875
2023-02-08,230.1999969482422
2023-02-09,229.35000610351562
2023-02-10,227.1999969482422
2023-02-13,228.8800048828125
2023-02-14,229.38999938964844
2023-02-15,228.9199981689453
2023-02-16,225.8300018310547
2023-02-17,223.55999755859375
2023-02-21,220.6199951171875
2023-02-22,220.02000427246094
2023-02-23,221.1300048828125
2023-02-24,219.5500030517578
2023-02-27,220.35000610351562
2023-02-28,219.94000244140625
2023-03-01,218.36000061035156
2023-03-02,219.05999755859375
2023-03-03,223.77000427246094
2023-03-06,226.75
2023-03-07,223.1699981689453
2023-03-08,222.19000244140625
2023-03-09,220.00999450683594
2023-03-10,216.13999938964844
2023-03-13,214.47000122070312
2023-03-14,218.66000366210938
2023-03-15,216.3699951171875
2023-03-16,217.4499969482422
2023-03-17,217.38999938964844
2023-03-20,218.14999389648438
2023-03-21,221.9499969482422
2023-03-22,220.0399932861328
2023-03-23,222.58999633789062
2023-03-24,221.0399932861328
2023-03-27,221.80999755859375
2023-03-28,220.3300018310547
2023-03-29,223.3000030517578
2023-03-30,222.36000061035156
2023-03-31,225.4600067138672
2023-04-03,229.0
2023-04-04,227.66000366210938
2023-04-05,228.1699981689453
2023-04-06,225.99000549316406
2023-04-10,226.42999267578125
2023-04-11,228.4499969482422
2023-04-12,227.80999755859375
2023-04-13,232.69000244140625
2023-04-14,234.02000427246094
2023-04-17,233.47999572753906
2023-04-18,233.60000610351562
2023-04-19,232.57000732421875
2023-04-20,234.60000610351562
2023-04-21,234.0500030517578
2023-04-24,232.75999450683594
2023-04-25,229.58999633789062
2023-04-26,228.14999389648438
2023-04-27,229.00999450683594
2023-04-28,232.72999572753906
2023-05-01,232.50999450683594
2023-05-02,226.97999572753906
2023-05-03,225.97999572753906
2023-05-04,225.60000610351562
2023-05-05,231.77999877929688
2023-05-08,232.22999572753906
2023-05-09,233.25999450683594
2023-05-10,231.27000427246094
2023-05-11,231.00999450683594
2023-05-12,231.3800048828125
2023-05-15,232.80999755859375
2023-05-16,230.47000122070312
2023-05-17,232.64999389648438
2023-05-18,233.60000610351562
2023-05-19,233.30999755859375
2023-05-22,231.27999877929688
2023-05-23,224.5800018310547
2023-05-24,222.25
2023-05-25,223.3800048828125
2023-05-26,225.00999450683594
2023-05-30,221.63999938964844
2023-05-31,221.02999877929688
2023-06-01,226.5
2023-06-02,228.7899932861328
2023-06-05,226.77000427246094
2023-06-06,228.22000122070312
2023-06-07,225.27000427246094
2023-06-08,223.0500030517578
2023-06-09,223.55999755859375
2023-06-12,226.1699981689453
2023-06-13,223.39999389648438
2023-06-14,223.44000244140625
2023-06-15,226.1699981689453
2023-06-16,228.91000366210938
2023-06-20,226.47000122070312
2023-06-21,227.25
2023-06-22,228.38999938964844
2023-06-23,229.5500030517578
2023-06-26,226.3000030517578
2023-06-27,227.33999633789062
2023-06-28,227.9600067138672
2023-06-29,234.32000732421875
2023-06-30,237.47999572753906
2023-07-03,237.97000122070312
2023-07-05,239.4499969482422
2023-07-06,238.8800048828125
2023-07-07,236.4499969482422
2023-07-10,238.16000366210938
2023-07-11,240.5500030517578
2023-07-12,242.2100067138672
2023-07-13,243.30999755859375
2023-07-14,243.16000366210938
2023-07-17,243.99000549316406
2023-07-18,240.77000427246094
2023-07-19,241.4199981689453
2023-07-20,239.6199951171875
2023-07-21,239.25
2023-07-24,240.74000549316406
2023-07-25,238.69000244140625
2023-07-26,237.10000610351562
2023-07-27,234.44000244140625
2023-07-28,235.75
2023-07-31,237.72999572753906
2023-08-01,239.77999877929688
2023-08-02,237.55999755859375
2023-08-03,238.75999450683594
2023-08-04,238.99000549316406
2023-08-07,241.50999450683594
2023-08-08,239.2899932861328
2023-08-09,239.75999450683594
2023-08-10,240.16000366210938
2023-08-11,240.0399932861328
2023-08-14,242.89999389648438
2023-08-15,239.8300018310547
2023-08-16,239.2899932861328
2023-08-17,237.3699951171875
2023-08-18,238.1699981689453
2023-08-21,239.4600067138672
2023-08-22,240.57000732421875
2023-08-23,242.3000030517578
2023-08-24,239.47000122070312
2023-08-25,242.57000732421875
2023-08-28,243.8300018310547
2023-08-29,245.33999633789062
2023-08-30,246.22999572753906
2023-08-31,245.67999267578125
2023-09-01,248.11000061035156
2023-09-05,245.33999633789062
2023-09-06,246.16000366210938
2023-09-07,247.13999938964844
2023-09-08,247.2899932861328
2023-09-11,247.22000122070312
2023-09-12,247.3000030517578
2023-09-13,247.8300018310547
2023-09-14,241.5
2023-09-15,241.07000732421875
2023-09-18,244.66000366210938
2023-09-19,243.55999755859375
2023-09-20,241.86000061035156
2023-09-21,236.61000061035156
2023-09-22,235.0800018310547
2023-09-25,233.36000061035156
2023-09-26,229.64999389648438
2023-09-27,229.5
2023-09-28,231.66000366210938
2023-09-29,230.00999450683594
2023-10-02,231.27000427246094
2023-10-03,228.80999755859375
2023-10-04,231.22000122070312
2023-10-05,233.47999572753906
2023-10-06,235.0399932861328
2023-10-09,234.44000244140625
2023-10-10,236.60000610351562
2023-10-11,235.67999267578125
2023-10-12,236.77999877929688
2023-10-13,237.6699981689453
2023-10-16,240.07000732421875
2023-10-17,241.1999969482422
2023-10-18,237.47000122070312
2023-10-19,233.80999755859375
2023-10-20,233.3800048828125
2023-10-23,231.52999877929688
2023-10-24,234.64999389648438
2023-10-25,236.85000610351562
2023-10-26,231.27999877929688
2023-10-27,229.27000427246094
2023-10-30,233.0800018310547
2023-10-31,235.10000610351562
2023-11-01,238.5800018310547
2023-11-02,243.25
2023-11-03,243.60000610351562
2023-11-06,243.49000549316406
2023-11-07,244.77000427246094
2023-11-08,243.91000366210938
2023-11-09,241.63999938964844
2023-11-10,245.25
2023-11-13,244.6699981689453
2023-11-14,246.94000244140625
2023-11-15,248.11000061035156
2023-11-16,248.57000732421875
2023-11-17,249.55999755859375
2023-11-20,249.97000122070312
2023-11-21,252.22999572753906
2023-11-22,253.72000122070312
2023-11-24,254.3000030517578
2023-11-27,254.13999938964844
2023-11-28,252.94000244140625
2023-11-29,254.22999572753906
2023-11-30,256.67999267578125
2023-12-01,256.45001220703125
2023-12-04,254.44000244140625
2023-12-05,254.61000061035156
2023-12-06,254.2899932861328
2023-12-07,255.82000732421875
2023-12-08,255.74000549316406
2023-12-11,256.5199890136719
2023-12-12,259.55999755859375
2023-12-13,262.3800048828125
2023-12-14,258.7300109863281
2023-12-15,258.0299987792969
2023-12-18,258.3699951171875
2023-12-19,259.989990234375
2023-12-20,257.1099853515625
2023-12-21,259.5400085449219
2023-12-22,258.42999267578125
2023-12-26,259.1600036621094
2023-12-27,258.92999267578125
2023-12-28,260.3999938964844
2023-12-29,260.3500061035156
2024-01-02,258.8699951171875
2024-01-03,257.9800109863281
2024-01-04,259.6099853515625
2024-01-05,259.69000244140625
2024-01-08,262.5400085449219
2024-01-09,263.3299865722656
2024-01-10,264.55999755859375
2024-01-11,264.0299987792969
2024-01-12,264.1700134277344
2024-01-16,265.239990234375
2024-01-17,266.6300048828125
2024-01-18,268.1400146484375
2024-01-19,270.8999938964844
2024-01-22,271.20001220703125
2024-01-23,271.260009765625
2024-01-24,271.6499938964844
2024-01-25,272.6099853515625
2024-01-26,267.94000244140625
2024-01-29,273.6600036621094
2024-01-30,277.1499938964844
2024-01-31,273.260009765625
2024-02-01,277.04998779296875
2024-02-02,277.17999267578125
2024-02-05,275.5799865722656
2024-02-06,276.760009765625
2024-02-07,279.3900146484375
2024-02-08,275.7799987792969
2024-02-09,276.42999267578125
2024-02-12,275.07000732421875
2024-02-13,275.80999755859375
2024-02-14,277.55999755859375
2024-02-15,280.9800109863281
2024-02-16,278.55999755859375
2024-02-20,275.1499938964844
2024-02-21,276.760009765625
2024-02-22,283.75
2024-02-23,283.6000061035156
2024-02-26,284.1499938964844
2024-02-27,283.1700134277344
2024-02-28,285.6300048828125
2024-02-29,282.6400146484375
2024-03-01,283.1600036621094
2024-03-04,280.5299987792969
2024-03-05,279.3800048828125
2024-03-06,280.42999267578125
2024-03-07,278.260009765625
2024-03-08,280.0400085449219
2024-03-11,280.55999755859375
2024-03-12,283.9200134277344
2024-03-13,285.1400146484375
2024-03-14,286.4100036621094
2024-03-15,283.0400085449219
2024-03-18,285.04998779296875
2024-03-19,287.3500061035156
2024-03-20,289.2799987792969
2024-03-21,290.3699951171875
2024-03-22,283.260009765625
2024-03-25,281.2099914550781
2024-03-26,280.6000061035156
2024-03-27,279.0199890136719
2024-03-28,279.0799865722656
2024-04-01,278.2799987792969
2024-04-02,278.44000244140625
2024-04-03,276.9599914550781
2024-04-04,274.0
2024-04-05,277.1400146484375
2024-04-08,277.760009765625
2024-04-09,276.7200012207031
2024-04-10,274.4800109863281
2024-04-11,275.67999267578125
2024-04-12,275.9599914550781
2024-04-15,271.2799987792969
2024-04-16,271.3500061035156
2024-04-17,272.69000244140625
2024-04-18,271.3699951171875
2024-04-19,269.7799987792969
2024-04-22,272.3299865722656
2024-04-23,274.1099853515625
2024-04-24,275.0199890136719
2024-04-25,275.1600036621094
2024-04-26,274.5199890136719
2024-04-29,271.8399963378906
2024-04-30,268.6099853515625
2024-05-01,267.32000732421875
2024-05-02,267.6099853515625
2024-05-03,268.489990234375
2024-05-06,272.6700134277344
2024-05-07,276.4599914550781
2024-05-08,277.19000244140625
2024-05-09,278.5400085449219
2024-05-10,280.739990234375
2024-05-13,279.3900146484375
2024-05-14,277.739990234375
2024-05-15,281.5
2024-05-16,279.8399963378906
2024-05-17,280.1000061035156
2024-05-20,278.5400085449219
2024-05-21,275.95001220703125
2024-05-22,275.5799865722656
2024-05-23,274.2300109863281
2024-05-24,274.489990234375
2024-05-28,270.9800109863281
2024-05-29,268.8599853515625
2024-05-30,271.29998779296875
2024-05-31,272.4599914550781
2024-06-03,270.3800048828125
2024-06-04,272.4200134277344
2024-06-05,274.5
2024-06-06,277.0400085449219
2024-06-07,278.6700134277344
2024-06-10,275.0400085449219
2024-06-11,274.6700134277344
2024-06-12,270.32000732421875
2024-06-13,271.19000244140625
2024-06-14,270.6600036621094
2024-06-17,271.1700134277344
2024-06-18,273.6199951171875
2024-06-20,276.82000732421875
2024-06-21,275.2200012207031
2024-06-24,276.29998779296875
2024-06-25,273.5299987792969
2024-06-26,273.6000061035156
2024-06-27,266.5899963378906
2024-06-28,262.4700012207031
2024-07-01,263.239990234375
2024-07-02,268.2300109863281
2024-07-03,268.989990234375
2024-07-05,270.3599853515625
2024-07-08,266.3999938964844
2024-07-09,265.44000244140625
2024-07-10,263.0
2024-07-11,262.54998779296875
2024-07-12,265.739990234375
2024-07-15,268.45001220703125
2024-07-16,269.25
2024-07-17,272.70001220703125
2024-07-18,269.1499938964844
2024-07-19,265.4599914550781
2024-07-22,267.7099914550781
2024-07-23,264.7900085449219
2024-07-24,254.1699981689453
2024-07-25,253.74000549316406
2024-07-26,259.4599914550781
2024-07-29,261.6000061035156
2024-07-30,263.1000061035156
2024-07-31,265.6700134277344
2024-08-01,265.92999267578125
2024-08-02,266.5799865722656
2024-08-05,256.44000244140625
2024-08-06,258.260009765625
2024-08-07,256.5199890136719
2024-08-08,259.8299865722656
2024-08-09,259.760009765625
2024-08-12,259.8900146484375
2024-08-13,260.1300048828125
2024-08-14,261.1400146484375
2024-08-15,266.79998779296875
2024-08-16,267.3800048828125
2024-08-19,266.4700012207031
2024-08-20,268.0400085449219
2024-08-21,268.20001220703125
2024-08-22,267.94000244140625
2024-08-23,267.44000244140625
2024-08-26,268.2099914550781
2024-08-27,270.7200012207031
2024-08-28,269.19000244140625
2024-08-29,274.32000732421875
2024-08-30,276.3699951171875
2024-09-03,278.5400085449219
2024-09-04,280.489990234375
2024-09-05,278.6199951171875
2024-09-06,279.3699951171875
2024-09-09,285.6099853515625
2024-09-10,285.3399963378906
2024-09-11,283.9599914550781
2024-09-12,285.3699951171875
2024-09-13,287.3500061035156
2024-09-16,290.4800109863281
2024-09-17,291.55999755859375
2024-09-18,288.4800109863281
2024-09-19,285.239990234375
2024-09-20,284.7699890136719
2024-09-23,288.6300048828125
2024-09-24,272.7799987792969
2024-09-25,269.6300048828125
2024-09-26,271.69000244140625
2024-09-27,275.1700134277344
2024-09-30,274.95001220703125
2024-10-01,277.6000061035156
2024-10-02,277.0
2024-10-03,276.8599853515625
2024-10-04,277.92999267578125
2024-10-07,273.7900085449219
2024-10-08,274.9599914550781
2024-10-09,276.92999267578125
2024-10-10,277.4700012207031
2024-10-11,277.8399963378906
2024-10-14,280.67999267578125
2024-10-15,279.2900085449219
2024-10-16,287.5199890136719
2024-10-17,290.3900146484375
2024-10-18,290.6199951171875
2024-10-21,286.8500061035156
2024-10-22,284.7900085449219
2024-10-23,283.760009765625
2024-10-24,283.2200012207031
2024-10-25,281.7300109863281
2024-10-28,284.19000244140625
2024-10-29,281.8800048828125
2024-10-30,290.1600036621094
2024-10-31,289.8500061035156
2024-11-01,290.739990234375
2024-11-04,291.8500061035156
2024-11-05,293.2900085449219
2024-11-06,307.3999938964844
2024-11-07,305.79998779296875
2024-11-08,307.8699951171875
2024-11-11,310.9200134277344
2024-11-12,309.8500061035156
2024-11-13,309.4800109863281
2024-11-14,308.25
2024-11-15,309.6400146484375
2024-11-18,312.1600036621094
2024-11-19,311.8500061035156
2024-11-20,307.3900146484375
2024-11-21,309.8999938964844
