Date,RL
2022-06-15,95.87000274658203
2022-06-16,87.13999938964844
2022-06-17,89.70999908447266
2022-06-21,92.16000366210938
2022-06-22,92.2699966430664
2022-06-23,93.33000183105469
2022-06-24,96.3499984741211
2022-06-27,94.19000244140625
2022-06-28,93.06999969482422
2022-06-29,91.52999877929688
2022-06-30,89.6500015258789
2022-07-01,90.69999694824219
2022-07-05,90.75
2022-07-06,90.04000091552734
2022-07-07,93.13999938964844
2022-07-08,93.19999694824219
2022-07-11,91.80000305175781
2022-07-12,93.27999877929688
2022-07-13,93.94000244140625
2022-07-14,92.58999633789062
2022-07-15,93.01000213623047
2022-07-18,92.2300033569336
2022-07-19,97.04000091552734
2022-07-20,98.16999816894531
2022-07-21,98.22000122070312
2022-07-22,96.94000244140625
2022-07-25,96.77999877929688
2022-07-26,90.62999725341797
2022-07-27,95.23999786376953
2022-07-28,97.33999633789062
2022-07-29,98.62999725341797
2022-08-01,97.94000244140625
2022-08-02,94.97000122070312
2022-08-03,98.36000061035156
2022-08-04,98.7300033569336
2022-08-05,100.22000122070312
2022-08-08,101.16000366210938
2022-08-09,96.7699966430664
2022-08-10,95.5199966430664
2022-08-11,99.12000274658203
2022-08-12,98.83999633789062
2022-08-15,98.47000122070312
2022-08-16,100.86000061035156
2022-08-17,98.12000274658203
2022-08-18,99.20999908447266
2022-08-19,98.05999755859375
2022-08-22,95.1500015258789
2022-08-23,95.2699966430664
2022-08-24,95.08000183105469
2022-08-25,98.25
2022-08-26,94.0999984741211
2022-08-29,93.12999725341797
2022-08-30,94.44999694824219
2022-08-31,91.33000183105469
2022-09-01,90.05000305175781
2022-09-02,90.01000213623047
2022-09-06,89.5
2022-09-07,92.44000244140625
2022-09-08,94.22000122070312
2022-09-09,96.54000091552734
2022-09-12,99.16999816894531
2022-09-13,94.0999984741211
2022-09-14,93.80000305175781
2022-09-15,93.08000183105469
2022-09-16,93.48999786376953
2022-09-19,96.2699966430664
2022-09-20,94.20999908447266
2022-09-21,92.30999755859375
2022-09-22,88.38999938964844
2022-09-23,85.43000030517578
2022-09-26,83.95999908447266
2022-09-27,85.5199966430664
2022-09-28,88.98999786376953
2022-09-29,87.2699966430664
2022-09-30,84.93000030517578
2022-10-03,86.86000061035156
2022-10-04,91.75
2022-10-05,94.0199966430664
2022-10-06,93.52999877929688
2022-10-07,90.76000213623047
2022-10-10,88.63999938964844
2022-10-11,90.55999755859375
2022-10-12,92.5199966430664
2022-10-13,94.12000274658203
2022-10-14,92.54000091552734
2022-10-17,94.94000244140625
2022-10-18,94.44000244140625
2022-10-19,91.77999877929688
2022-10-20,89.69999694824219
2022-10-21,90.70999908447266
2022-10-24,89.16000366210938
2022-10-25,93.80999755859375
2022-10-26,93.5199966430664
2022-10-27,91.81999969482422
2022-10-28,93.27999877929688
2022-10-31,92.69000244140625
2022-11-01,93.51000213623047
2022-11-02,90.30000305175781
2022-11-03,90.69999694824219
2022-11-04,95.05999755859375
2022-11-07,94.56999969482422
2022-11-08,95.1500015258789
2022-11-09,90.23999786376953
2022-11-10,95.44999694824219
2022-11-11,104.37999725341797
2022-11-14,101.33999633789062
2022-11-15,103.87000274658203
2022-11-16,100.12000274658203
2022-11-17,102.06999969482422
2022-11-18,102.87000274658203
2022-11-21,101.16999816894531
2022-11-22,106.22000122070312
2022-11-23,107.0999984741211
2022-11-25,109.47000122070312
2022-11-28,107.94999694824219
2022-11-29,112.66000366210938
2022-11-30,113.12000274658203
2022-12-01,113.87999725341797
2022-12-02,115.55999755859375
2022-12-05,111.01000213623047
2022-12-06,110.81999969482422
2022-12-07,109.77999877929688
2022-12-08,112.12999725341797
2022-12-09,107.51000213623047
2022-12-12,111.22000122070312
2022-12-13,111.16000366210938
2022-12-14,110.47000122070312
2022-12-15,106.56999969482422
2022-12-16,105.18000030517578
2022-12-19,103.0199966430664
2022-12-20,101.6500015258789
2022-12-21,103.33000183105469
2022-12-22,103.76000213623047
2022-12-23,104.36000061035156
2022-12-27,104.23999786376953
2022-12-28,102.4000015258789
2022-12-29,104.68000030517578
2022-12-30,105.66999816894531
2023-01-03,109.11000061035156
2023-01-04,113.16000366210938
2023-01-05,114.45999908447266
2023-01-06,115.97000122070312
2023-01-09,114.37999725341797
2023-01-10,114.08000183105469
2023-01-11,116.22000122070312
2023-01-12,119.43000030517578
2023-01-13,118.80999755859375
2023-01-17,119.2699966430664
2023-01-18,118.91999816894531
2023-01-19,117.33999633789062
2023-01-20,121.05000305175781
2023-01-23,126.87000274658203
2023-01-24,126.30000305175781
2023-01-25,123.9800033569336
2023-01-26,124.20999908447266
2023-01-27,122.81999969482422
2023-01-30,121.86000061035156
2023-01-31,123.8499984741211
2023-02-01,127.7300033569336
2023-02-02,126.9000015258789
2023-02-03,125.88999938964844
2023-02-06,120.97000122070312
2023-02-07,122.30000305175781
2023-02-08,117.08000183105469
2023-02-09,117.62000274658203
2023-02-10,118.20999908447266
2023-02-13,122.87999725341797
2023-02-14,122.12000274658203
2023-02-15,123.62999725341797
2023-02-16,122.93000030517578
2023-02-17,122.7699966430664
2023-02-21,118.58999633789062
2023-02-22,119.08000183105469
2023-02-23,118.62000274658203
2023-02-24,118.94999694824219
2023-02-27,119.0999984741211
2023-02-28,118.19000244140625
2023-03-01,116.87999725341797
2023-03-02,118.38999938964844
2023-03-03,118.88999938964844
2023-03-06,117.04000091552734
2023-03-07,116.33000183105469
2023-03-08,116.23999786376953
2023-03-09,114.69999694824219
2023-03-10,113.33000183105469
2023-03-13,110.72000122070312
2023-03-14,111.81999969482422
2023-03-15,111.63999938964844
2023-03-16,112.18000030517578
2023-03-17,110.91999816894531
2023-03-20,112.05999755859375
2023-03-21,114.52999877929688
2023-03-22,111.88999938964844
2023-03-23,111.44000244140625
2023-03-24,111.08999633789062
2023-03-27,112.77999877929688
2023-03-28,115.5999984741211
2023-03-29,116.62000274658203
2023-03-30,114.27999877929688
2023-03-31,116.66999816894531
2023-04-03,117.5199966430664
2023-04-04,115.54000091552734
2023-04-05,113.83999633789062
2023-04-06,112.05999755859375
2023-04-10,116.91000366210938
2023-04-11,120.41999816894531
2023-04-12,118.25
2023-04-13,119.9800033569336
2023-04-14,120.06999969482422
2023-04-17,118.04000091552734
2023-04-18,117.36000061035156
2023-04-19,116.91999816894531
2023-04-20,115.7699966430664
2023-04-21,115.11000061035156
2023-04-24,116.12999725341797
2023-04-25,112.43000030517578
2023-04-26,111.98999786376953
2023-04-27,114.73999786376953
2023-04-28,114.79000091552734
2023-05-01,113.69999694824219
2023-05-02,112.5
2023-05-03,112.3499984741211
2023-05-04,109.83999633789062
2023-05-05,113.83999633789062
2023-05-08,111.73999786376953
2023-05-09,110.72000122070312
2023-05-10,109.76000213623047
2023-05-11,110.97000122070312
2023-05-12,112.36000061035156
2023-05-15,113.25
2023-05-16,109.4800033569336
2023-05-17,112.0
2023-05-18,112.77999877929688
2023-05-19,109.12000274658203
2023-05-22,108.81999969482422
2023-05-23,107.95999908447266
2023-05-24,108.22000122070312
2023-05-25,114.0
2023-05-26,112.76000213623047
2023-05-30,109.31999969482422
2023-05-31,106.30999755859375
2023-06-01,106.08999633789062
2023-06-02,112.58000183105469
2023-06-05,113.18000030517578
2023-06-06,115.48999786376953
2023-06-07,119.02999877929688
2023-06-08,117.7300033569336
2023-06-09,117.33000183105469
2023-06-12,118.30999755859375
2023-06-13,120.62000274658203
2023-06-14,121.73999786376953
2023-06-15,121.47000122070312
2023-06-16,123.18000030517578
2023-06-20,123.37999725341797
2023-06-21,123.6500015258789
2023-06-22,122.77999877929688
2023-06-23,119.62000274658203
2023-06-26,118.70999908447266
2023-06-27,121.5
2023-06-28,122.05999755859375
2023-06-29,123.11000061035156
2023-06-30,123.30000305175781
2023-07-03,123.69000244140625
2023-07-05,124.55000305175781
2023-07-06,123.69000244140625
2023-07-07,122.55000305175781
2023-07-10,128.75
2023-07-11,130.85000610351562
2023-07-12,129.39999389648438
2023-07-13,126.68000030517578
2023-07-14,125.37999725341797
2023-07-17,125.98999786376953
2023-07-18,128.33999633789062
2023-07-19,128.60000610351562
2023-07-20,127.20999908447266
2023-07-21,126.16000366210938
2023-07-24,128.52000427246094
2023-07-25,128.14999389648438
2023-07-26,128.27000427246094
2023-07-27,126.47000122070312
2023-07-28,127.68000030517578
2023-07-31,131.3300018310547
2023-08-01,131.8000030517578
2023-08-02,131.47999572753906
2023-08-03,132.2100067138672
2023-08-04,131.74000549316406
2023-08-07,131.6199951171875
2023-08-08,130.14999389648438
2023-08-09,128.49000549316406
2023-08-10,122.30000305175781
2023-08-11,121.45999908447266
2023-08-14,121.06999969482422
2023-08-15,119.62999725341797
2023-08-16,117.75
2023-08-17,116.72000122070312
2023-08-18,115.43000030517578
2023-08-21,115.05000305175781
2023-08-22,113.0999984741211
2023-08-23,113.69999694824219
2023-08-24,112.48999786376953
2023-08-25,111.8499984741211
2023-08-28,113.79000091552734
2023-08-29,115.87000274658203
2023-08-30,116.19000244140625
2023-08-31,116.62999725341797
2023-09-01,118.33000183105469
2023-09-05,117.33999633789062
2023-09-06,117.66999816894531
2023-09-07,116.29000091552734
2023-09-08,116.94999694824219
2023-09-11,116.48999786376953
2023-09-12,117.41000366210938
2023-09-13,114.20999908447266
2023-09-14,115.04000091552734
2023-09-15,113.86000061035156
2023-09-18,114.72000122070312
2023-09-19,114.2300033569336
2023-09-20,115.06999969482422
2023-09-21,112.23999786376953
2023-09-22,112.13999938964844
2023-09-25,113.18000030517578
2023-09-26,113.43000030517578
2023-09-27,115.26000213623047
2023-09-28,115.38999938964844
2023-09-29,116.08999633789062
2023-10-02,115.94000244140625
2023-10-03,112.33000183105469
2023-10-04,113.69999694824219
2023-10-05,112.19000244140625
2023-10-06,113.66000366210938
2023-10-09,114.22000122070312
2023-10-10,112.2300033569336
2023-10-11,111.81999969482422
2023-10-12,109.80999755859375
2023-10-13,109.56999969482422
2023-10-16,111.83000183105469
2023-10-17,116.06999969482422
2023-10-18,116.30999755859375
2023-10-19,117.05000305175781
2023-10-20,115.79000091552734
2023-10-23,116.05999755859375
2023-10-24,116.68000030517578
2023-10-25,114.1500015258789
2023-10-26,113.2699966430664
2023-10-27,109.81999969482422
2023-10-30,112.05999755859375
2023-10-31,112.52999877929688
2023-11-01,111.44999694824219
2023-11-02,112.5199966430664
2023-11-03,115.16999816894531
2023-11-06,113.22000122070312
2023-11-07,112.86000061035156
2023-11-08,116.47000122070312
2023-11-09,116.58999633789062
2023-11-10,115.62000274658203
2023-11-13,115.36000061035156
2023-11-14,120.44000244140625
2023-11-15,123.91999816894531
2023-11-16,120.69999694824219
2023-11-17,121.75
2023-11-20,122.56999969482422
2023-11-21,121.80000305175781
2023-11-22,122.66999816894531
2023-11-24,124.54000091552734
2023-11-27,125.75
2023-11-28,126.62999725341797
2023-11-29,129.4499969482422
2023-11-30,129.3800048828125
2023-12-01,133.6300048828125
2023-12-04,129.1699981689453
2023-12-05,129.10000610351562
2023-12-06,129.47999572753906
2023-12-07,131.1699981689453
2023-12-08,131.75999450683594
2023-12-11,134.25
2023-12-12,135.33999633789062
2023-12-13,138.38999938964844
2023-12-14,141.85000610351562
2023-12-15,141.0500030517578
2023-12-18,143.58999633789062
2023-12-19,146.41000366210938
2023-12-20,145.5500030517578
2023-12-21,147.9199981689453
2023-12-22,145.47000122070312
2023-12-26,145.9499969482422
2023-12-27,145.6300048828125
2023-12-28,145.6999969482422
2023-12-29,144.1999969482422
2024-01-02,146.02999877929688
2024-01-03,142.58999633789062
2024-01-04,142.63999938964844
2024-01-05,142.9199981689453
2024-01-08,145.3000030517578
2024-01-09,143.11000061035156
2024-01-10,143.75999450683594
2024-01-11,142.52999877929688
2024-01-12,138.02000427246094
2024-01-16,137.6199951171875
2024-01-17,136.83999633789062
2024-01-18,138.0
2024-01-19,138.08999633789062
2024-01-22,140.08999633789062
2024-01-23,139.5399932861328
2024-01-24,139.02999877929688
2024-01-25,141.85000610351562
2024-01-26,144.10000610351562
2024-01-29,145.4499969482422
2024-01-30,146.4600067138672
2024-01-31,143.6699981689453
2024-02-01,146.36000061035156
2024-02-02,147.77000427246094
2024-02-05,147.42999267578125
2024-02-06,147.33999633789062
2024-02-07,147.13999938964844
2024-02-08,171.85000610351562
2024-02-09,175.00999450683594
2024-02-12,177.8000030517578
2024-02-13,175.35000610351562
2024-02-14,177.6999969482422
2024-02-15,181.16000366210938
2024-02-16,180.85000610351562
2024-02-20,183.35000610351562
2024-02-21,184.0800018310547
2024-02-22,187.1300048828125
2024-02-23,188.44000244140625
2024-02-26,186.99000549316406
2024-02-27,182.60000610351562
2024-02-28,183.6999969482422
2024-02-29,185.9199981689453
2024-03-01,184.99000549316406
2024-03-04,178.17999267578125
2024-03-05,180.32000732421875
2024-03-06,179.22000122070312
2024-03-07,179.7100067138672
2024-03-08,176.02999877929688
2024-03-11,178.38999938964844
2024-03-12,180.4499969482422
2024-03-13,182.80999755859375
2024-03-14,182.25999450683594
2024-03-15,181.60000610351562
2024-03-18,182.99000549316406
2024-03-19,184.30999755859375
2024-03-20,190.32000732421875
2024-03-21,190.4199981689453
2024-03-22,187.60000610351562
2024-03-25,182.8800048828125
2024-03-26,182.88999938964844
2024-03-27,186.5
2024-03-28,187.75999450683594
2024-04-01,184.6199951171875
2024-04-02,176.19000244140625
2024-04-03,173.13999938964844
2024-04-04,171.13999938964844
2024-04-05,171.9499969482422
2024-04-08,170.66000366210938
2024-04-09,169.67999267578125
2024-04-10,166.47000122070312
2024-04-11,165.02000427246094
2024-04-12,160.2899932861328
2024-04-15,160.16000366210938
2024-04-16,160.88999938964844
2024-04-17,159.25
2024-04-18,157.3300018310547
2024-04-19,158.4600067138672
2024-04-22,161.97000122070312
2024-04-23,168.0800018310547
2024-04-24,168.2100067138672
2024-04-25,166.92999267578125
2024-04-26,166.47999572753906
2024-04-29,167.02999877929688
2024-04-30,163.63999938964844
2024-05-01,163.6199951171875
2024-05-02,164.9199981689453
2024-05-03,166.63999938964844
2024-05-06,166.66000366210938
2024-05-07,166.72000122070312
2024-05-08,165.16000366210938
2024-05-09,168.0399932861328
2024-05-10,167.14999389648438
2024-05-13,165.61000061035156
2024-05-14,166.30999755859375
2024-05-15,166.97999572753906
2024-05-16,166.08999633789062
2024-05-17,167.8800048828125
2024-05-20,166.94000244140625
2024-05-21,168.0
2024-05-22,164.1999969482422
2024-05-23,169.57000732421875
2024-05-24,173.4499969482422
2024-05-28,181.25
2024-05-29,183.4199981689453
2024-05-30,185.44000244140625
2024-05-31,186.8800048828125
2024-06-03,185.27999877929688
2024-06-04,181.13999938964844
2024-06-05,184.41000366210938
2024-06-06,181.97999572753906
2024-06-07,181.77000427246094
2024-06-10,188.32000732421875
2024-06-11,186.30999755859375
2024-06-12,186.2899932861328
2024-06-13,186.3000030517578
2024-06-14,179.67999267578125
2024-06-17,182.92999267578125
2024-06-18,181.88999938964844
2024-06-20,184.5800018310547
2024-06-21,182.61000061035156
2024-06-24,183.9600067138672
2024-06-25,182.24000549316406
2024-06-26,179.83999633789062
2024-06-27,175.8699951171875
2024-06-28,175.05999755859375
2024-07-01,172.07000732421875
2024-07-02,168.74000549316406
2024-07-03,167.72000122070312
2024-07-05,168.6699981689453
2024-07-08,177.07000732421875
2024-07-09,179.49000549316406
2024-07-10,178.97999572753906
2024-07-11,183.94000244140625
2024-07-12,181.5800018310547
2024-07-15,171.05999755859375
2024-07-16,173.19000244140625
2024-07-17,169.72000122070312
2024-07-18,167.77000427246094
2024-07-19,165.30999755859375
2024-07-22,168.2100067138672
2024-07-23,167.00999450683594
2024-07-24,163.91000366210938
2024-07-25,161.13999938964844
2024-07-26,168.10000610351562
2024-07-29,173.52999877929688
2024-07-30,173.1300048828125
2024-07-31,175.58999633789062
2024-08-01,172.60000610351562
2024-08-02,164.39999389648438
2024-08-05,159.8000030517578
2024-08-06,164.9499969482422
2024-08-07,159.38999938964844
2024-08-08,161.6199951171875
2024-08-09,162.16000366210938
2024-08-12,159.02999877929688
2024-08-13,162.39999389648438
2024-08-14,158.52999877929688
2024-08-15,164.27000427246094
2024-08-16,163.27999877929688
2024-08-19,167.00999450683594
2024-08-20,166.74000549316406
2024-08-21,170.13999938964844
2024-08-22,169.02999877929688
2024-08-23,174.5800018310547
2024-08-26,171.13999938964844
2024-08-27,172.4499969482422
2024-08-28,169.47000122070312
2024-08-29,170.6699981689453
2024-08-30,171.25999450683594
2024-09-03,173.8800048828125
2024-09-04,172.35000610351562
2024-09-05,173.39999389648438
2024-09-06,172.85000610351562
2024-09-09,173.69000244140625
2024-09-10,172.6999969482422
2024-09-11,174.89999389648438
2024-09-12,175.36000061035156
2024-09-13,178.63999938964844
2024-09-16,181.44000244140625
2024-09-17,184.2100067138672
2024-09-18,183.61000061035156
2024-09-19,184.75999450683594
2024-09-20,185.30999755859375
2024-09-23,185.89999389648438
2024-09-24,190.61000061035156
2024-09-25,189.30999755859375
2024-09-26,197.61000061035156
2024-09-27,196.52999877929688
2024-09-30,193.8699951171875
2024-10-01,192.22999572753906
2024-10-02,193.1199951171875
2024-10-03,192.41000366210938
2024-10-04,196.1699981689453
2024-10-07,195.5500030517578
2024-10-08,194.57000732421875
2024-10-09,195.72999572753906
2024-10-10,199.1199951171875
2024-10-11,201.88999938964844
2024-10-14,206.10000610351562
2024-10-15,201.25
2024-10-16,202.1300048828125
2024-10-17,202.94000244140625
2024-10-18,206.24000549316406
2024-10-21,203.5399932861328
2024-10-22,199.19000244140625
2024-10-23,196.50999450683594
2024-10-24,197.94000244140625
2024-10-25,197.58999633789062
2024-10-28,203.02999877929688
2024-10-29,203.55999755859375
2024-10-30,201.69000244140625
2024-10-31,197.92999267578125
2024-11-01,197.66000366210938
2024-11-04,199.88999938964844
2024-11-05,203.36000061035156
2024-11-06,208.0399932861328
2024-11-07,221.6999969482422
2024-11-08,222.5800018310547
2024-11-11,213.8699951171875
2024-11-12,209.58999633789062
2024-11-13,210.77000427246094
2024-11-14,211.47000122070312
2024-11-15,208.3800048828125
2024-11-18,207.8300018310547
2024-11-19,205.52999877929688
2024-11-20,202.14999389648438
2024-11-21,207.1199951171875
