Date,HON
2022-12-15,208.97000122070312
2022-12-16,209.74000549316406
2022-12-19,209.41000366210938
2022-12-20,211.49000549316406
2022-12-21,215.10000610351562
2022-12-22,212.30999755859375
2022-12-23,213.8699951171875
2022-12-27,214.88999938964844
2022-12-28,212.19000244140625
2022-12-29,214.75
2022-12-30,214.3000030517578
2023-01-03,214.3000030517578
2023-01-04,210.0399932861328
2023-01-05,204.47000122070312
2023-01-06,210.27000427246094
2023-01-09,210.6699981689453
2023-01-10,211.33999633789062
2023-01-11,212.3000030517578
2023-01-12,215.97999572753906
2023-01-13,216.61000061035156
2023-01-17,212.24000549316406
2023-01-18,204.24000549316406
2023-01-19,200.66000366210938
2023-01-20,202.02999877929688
2023-01-23,204.4600067138672
2023-01-24,206.92999267578125
2023-01-25,206.6699981689453
2023-01-26,209.35000610351562
2023-01-27,208.1300048828125
2023-01-30,205.77999877929688
2023-01-31,208.47999572753906
2023-02-01,206.72000122070312
2023-02-02,207.3800048828125
2023-02-03,202.69000244140625
2023-02-06,204.0399932861328
2023-02-07,205.47000122070312
2023-02-08,202.22000122070312
2023-02-09,199.22000122070312
2023-02-10,200.47000122070312
2023-02-13,203.3699951171875
2023-02-14,201.0
2023-02-15,201.7100067138672
2023-02-16,199.36000061035156
2023-02-17,201.4199981689453
2023-02-21,196.75999450683594
2023-02-22,195.49000549316406
2023-02-23,195.02000427246094
2023-02-24,192.0399932861328
2023-02-27,192.4499969482422
2023-02-28,191.47999572753906
2023-03-01,192.8800048828125
2023-03-02,194.4499969482422
2023-03-03,196.82000732421875
2023-03-06,197.0399932861328
2023-03-07,195.6199951171875
2023-03-08,195.57000732421875
2023-03-09,192.8800048828125
2023-03-10,193.3300018310547
2023-03-13,193.10000610351562
2023-03-14,192.97000122070312
2023-03-15,188.1199951171875
2023-03-16,189.13999938964844
2023-03-17,184.63999938964844
2023-03-20,189.8800048828125
2023-03-21,191.16000366210938
2023-03-22,187.16000366210938
2023-03-23,186.9199981689453
2023-03-24,188.16000366210938
2023-03-27,187.99000549316406
2023-03-28,187.9199981689453
2023-03-29,189.07000732421875
2023-03-30,189.1199951171875
2023-03-31,191.1199951171875
2023-04-03,193.27999877929688
2023-04-04,190.94000244140625
2023-04-05,189.42999267578125
2023-04-06,190.4600067138672
2023-04-10,191.67999267578125
2023-04-11,192.19000244140625
2023-04-12,193.22999572753906
2023-04-13,195.89999389648438
2023-04-14,196.5500030517578
2023-04-17,197.86000061035156
2023-04-18,196.92999267578125
2023-04-19,197.80999755859375
2023-04-20,196.75
2023-04-21,196.0800018310547
2023-04-24,196.77999877929688
2023-04-25,195.9600067138672
2023-04-26,190.89999389648438
2023-04-27,198.61000061035156
2023-04-28,199.83999633789062
2023-05-01,200.47999572753906
2023-05-02,198.25999450683594
2023-05-03,197.9600067138672
2023-05-04,196.22000122070312
2023-05-05,198.4199981689453
2023-05-08,196.9499969482422
2023-05-09,197.1300048828125
2023-05-10,197.33999633789062
2023-05-11,193.97999572753906
2023-05-12,193.6199951171875
2023-05-15,194.30999755859375
2023-05-16,191.61000061035156
2023-05-17,196.02000427246094
2023-05-18,198.25
2023-05-19,197.35000610351562
2023-05-22,196.92999267578125
2023-05-23,194.97000122070312
2023-05-24,191.86000061035156
2023-05-25,192.27000427246094
2023-05-26,193.75
2023-05-30,194.5500030517578
2023-05-31,191.60000610351562
2023-06-01,193.86000061035156
2023-06-02,198.85000610351562
2023-06-05,197.17999267578125
2023-06-06,196.33999633789062
2023-06-07,198.38999938964844
2023-06-08,198.14999389648438
2023-06-09,197.88999938964844
2023-06-12,198.5
2023-06-13,201.11000061035156
2023-06-14,200.52000427246094
2023-06-15,203.72999572753906
2023-06-16,202.97000122070312
2023-06-20,200.39999389648438
2023-06-21,201.8000030517578
2023-06-22,200.64999389648438
2023-06-23,200.08999633789062
2023-06-26,202.5800018310547
2023-06-27,203.33999633789062
2023-06-28,202.5
2023-06-29,206.47000122070312
2023-06-30,207.5
2023-07-03,208.3000030517578
2023-07-05,206.42999267578125
2023-07-06,204.00999450683594
2023-07-07,203.25999450683594
2023-07-10,207.74000549316406
2023-07-11,208.72999572753906
2023-07-12,208.52000427246094
2023-07-13,208.7100067138672
2023-07-14,206.13999938964844
2023-07-17,208.1699981689453
2023-07-18,205.25
2023-07-19,205.1699981689453
2023-07-20,207.9600067138672
2023-07-21,208.60000610351562
2023-07-24,209.32000732421875
2023-07-25,209.67999267578125
2023-07-26,208.25999450683594
2023-07-27,196.41000366210938
2023-07-28,195.19000244140625
2023-07-31,194.1300048828125
2023-08-01,193.47999572753906
2023-08-02,192.89999389648438
2023-08-03,190.50999450683594
2023-08-04,189.2100067138672
2023-08-07,189.60000610351562
2023-08-08,187.64999389648438
2023-08-09,189.24000549316406
2023-08-10,188.74000549316406
2023-08-11,190.6699981689453
2023-08-14,189.50999450683594
2023-08-15,187.8000030517578
2023-08-16,186.49000549316406
2023-08-17,185.97999572753906
2023-08-18,186.5800018310547
2023-08-21,186.9499969482422
2023-08-22,186.00999450683594
2023-08-23,187.0800018310547
2023-08-24,185.16000366210938
2023-08-25,186.3000030517578
2023-08-28,187.8800048828125
2023-08-29,189.52000427246094
2023-08-30,188.55999755859375
2023-08-31,187.94000244140625
2023-09-01,188.38999938964844
2023-09-05,185.6999969482422
2023-09-06,184.50999450683594
2023-09-07,184.1199951171875
2023-09-08,184.52000427246094
2023-09-11,186.2100067138672
2023-09-12,189.2100067138672
2023-09-13,191.58999633789062
2023-09-14,193.55999755859375
2023-09-15,193.0399932861328
2023-09-18,194.4600067138672
2023-09-19,195.35000610351562
2023-09-20,194.44000244140625
2023-09-21,191.42999267578125
2023-09-22,189.77999877929688
2023-09-25,191.86000061035156
2023-09-26,187.88999938964844
2023-09-27,187.8800048828125
2023-09-28,187.11000061035156
2023-09-29,184.74000549316406
2023-10-02,182.61000061035156
2023-10-03,181.13999938964844
2023-10-04,182.5
2023-10-05,180.02000427246094
2023-10-06,184.66000366210938
2023-10-09,186.52000427246094
2023-10-10,186.33999633789062
2023-10-11,187.39999389648438
2023-10-12,183.94000244140625
2023-10-13,183.55999755859375
2023-10-16,186.22999572753906
2023-10-17,186.32000732421875
2023-10-18,183.47000122070312
2023-10-19,182.27000427246094
2023-10-20,181.32000732421875
2023-10-23,180.52000427246094
2023-10-24,181.4600067138672
2023-10-25,178.08999633789062
2023-10-26,176.05999755859375
2023-10-27,177.0
2023-10-30,179.75
2023-10-31,183.25999450683594
2023-11-01,183.99000549316406
2023-11-02,186.42999267578125
2023-11-03,188.99000549316406
2023-11-06,187.5
2023-11-07,186.61000061035156
2023-11-08,184.6199951171875
2023-11-09,183.67999267578125
2023-11-10,186.7100067138672
2023-11-13,186.50999450683594
2023-11-14,190.24000549316406
2023-11-15,189.5500030517578
2023-11-16,190.7100067138672
2023-11-17,191.2100067138672
2023-11-20,191.8000030517578
2023-11-21,191.24000549316406
2023-11-22,192.30999755859375
2023-11-24,193.41000366210938
2023-11-27,192.97000122070312
2023-11-28,194.27000427246094
2023-11-29,194.25999450683594
2023-11-30,195.9199981689453
2023-12-01,197.77999877929688
2023-12-04,198.36000061035156
2023-12-05,196.9499969482422
2023-12-06,197.7899932861328
2023-12-07,197.7899932861328
2023-12-08,194.61000061035156
2023-12-11,200.38999938964844
2023-12-12,201.50999450683594
2023-12-13,203.0800018310547
2023-12-14,203.41000366210938
2023-12-15,203.39999389648438
2023-12-18,205.10000610351562
2023-12-19,204.60000610351562
2023-12-20,202.89999389648438
2023-12-21,205.0500030517578
2023-12-22,205.63999938964844
2023-12-26,208.0399932861328
2023-12-27,209.02000427246094
2023-12-28,209.1699981689453
2023-12-29,209.7100067138672
2024-01-02,209.0
2024-01-03,204.52999877929688
2024-01-04,204.89999389648438
2024-01-05,203.52999877929688
2024-01-08,202.66000366210938
2024-01-09,201.6300048828125
2024-01-10,202.39999389648438
2024-01-11,201.6699981689453
2024-01-12,201.10000610351562
2024-01-16,197.77000427246094
2024-01-17,197.9499969482422
2024-01-18,200.1300048828125
2024-01-19,200.77999877929688
2024-01-22,201.0399932861328
2024-01-23,202.94000244140625
2024-01-24,199.8699951171875
2024-01-25,202.55999755859375
2024-01-26,201.8000030517578
2024-01-29,203.0500030517578
2024-01-30,205.89999389648438
2024-01-31,202.25999450683594
2024-02-01,197.30999755859375
2024-02-02,196.11000061035156
2024-02-05,193.00999450683594
2024-02-06,193.63999938964844
2024-02-07,194.10000610351562
2024-02-08,193.4600067138672
2024-02-09,194.83999633789062
2024-02-12,197.35000610351562
2024-02-13,194.00999450683594
2024-02-14,194.8699951171875
2024-02-15,197.9499969482422
2024-02-16,197.1699981689453
2024-02-20,198.94000244140625
2024-02-21,199.52999877929688
2024-02-22,200.80999755859375
2024-02-23,200.6300048828125
2024-02-26,199.19000244140625
2024-02-27,198.17999267578125
2024-02-28,197.57000732421875
2024-02-29,198.72999572753906
2024-03-01,198.6699981689453
2024-03-04,199.24000549316406
2024-03-05,197.35000610351562
2024-03-06,200.5
2024-03-07,202.61000061035156
2024-03-08,200.75
2024-03-11,200.2899932861328
2024-03-12,199.1300048828125
2024-03-13,199.72999572753906
2024-03-14,196.35000610351562
2024-03-15,197.69000244140625
2024-03-18,196.75999450683594
2024-03-19,199.0399932861328
2024-03-20,201.17999267578125
2024-03-21,201.3800048828125
2024-03-22,200.72999572753906
2024-03-25,198.47999572753906
2024-03-26,201.0
2024-03-27,205.1300048828125
2024-03-28,205.25
2024-04-01,202.00999450683594
2024-04-02,200.22999572753906
2024-04-03,197.97000122070312
2024-04-04,196.0500030517578
2024-04-05,197.14999389648438
2024-04-08,197.75999450683594
2024-04-09,198.41000366210938
2024-04-10,195.64999389648438
2024-04-11,196.8699951171875
2024-04-12,196.16000366210938
2024-04-15,194.0399932861328
2024-04-16,190.72000122070312
2024-04-17,190.36000061035156
2024-04-18,191.0800018310547
2024-04-19,194.25999450683594
2024-04-22,195.5800018310547
2024-04-23,196.16000366210938
2024-04-24,194.7899932861328
2024-04-25,193.02000427246094
2024-04-26,193.4499969482422
2024-04-29,193.77000427246094
2024-04-30,192.72999572753906
2024-05-01,195.3000030517578
2024-05-02,193.63999938964844
2024-05-03,195.80999755859375
2024-05-06,195.0
2024-05-07,196.85000610351562
2024-05-08,198.0500030517578
2024-05-09,200.6300048828125
2024-05-10,202.9199981689453
2024-05-13,203.8000030517578
2024-05-14,203.2100067138672
2024-05-15,205.05999755859375
2024-05-16,206.6199951171875
2024-05-17,205.97000122070312
2024-05-20,204.6199951171875
2024-05-21,203.50999450683594
2024-05-22,202.8000030517578
2024-05-23,199.38999938964844
2024-05-24,199.69000244140625
2024-05-28,199.17999267578125
2024-05-29,197.07000732421875
2024-05-30,200.91000366210938
2024-05-31,202.19000244140625
2024-06-03,202.4600067138672
2024-06-04,207.22999572753906
2024-06-05,209.27000427246094
2024-06-06,208.4499969482422
2024-06-07,208.77999877929688
2024-06-10,210.74000549316406
2024-06-11,209.47999572753906
2024-06-12,208.5
2024-06-13,208.6300048828125
2024-06-14,208.52999877929688
2024-06-17,211.9499969482422
2024-06-18,212.8699951171875
2024-06-20,214.13999938964844
2024-06-21,215.08999633789062
2024-06-24,215.88999938964844
2024-06-25,214.4499969482422
2024-06-26,213.42999267578125
2024-06-27,214.3800048828125
2024-06-28,213.5399932861328
2024-07-01,210.9499969482422
2024-07-02,213.22999572753906
2024-07-03,212.4600067138672
2024-07-05,212.24000549316406
2024-07-08,211.6300048828125
2024-07-09,210.60000610351562
2024-07-10,214.49000549316406
2024-07-11,214.85000610351562
2024-07-12,215.11000061035156
2024-07-15,215.72000122070312
2024-07-16,218.47000122070312
2024-07-17,220.2100067138672
2024-07-18,217.6699981689453
2024-07-19,214.61000061035156
2024-07-22,216.97000122070312
2024-07-23,217.3800048828125
2024-07-24,213.64999389648438
2024-07-25,202.4499969482422
2024-07-26,202.74000549316406
2024-07-29,201.39999389648438
2024-07-30,202.63999938964844
2024-07-31,204.75
2024-08-01,204.5800018310547
2024-08-02,203.69000244140625
2024-08-05,199.7100067138672
2024-08-06,198.8000030517578
2024-08-07,197.9199981689453
2024-08-08,199.82000732421875
2024-08-09,198.22999572753906
2024-08-12,196.7899932861328
2024-08-13,196.72999572753906
2024-08-14,197.60000610351562
2024-08-15,198.4600067138672
2024-08-16,198.5
2024-08-19,199.0399932861328
2024-08-20,200.07000732421875
2024-08-21,201.4199981689453
2024-08-22,200.13999938964844
2024-08-23,202.47999572753906
2024-08-26,203.85000610351562
2024-08-27,206.11000061035156
2024-08-28,205.0
2024-08-29,207.50999450683594
2024-08-30,207.91000366210938
2024-09-03,204.86000061035156
2024-09-04,205.5399932861328
2024-09-05,202.97999572753906
2024-09-06,198.1300048828125
2024-09-09,201.16000366210938
2024-09-10,200.9499969482422
2024-09-11,204.0399932861328
2024-09-12,204.6699981689453
2024-09-13,204.14999389648438
2024-09-16,204.67999267578125
2024-09-17,204.24000549316406
2024-09-18,201.63999938964844
2024-09-19,203.6999969482422
2024-09-20,203.35000610351562
2024-09-23,203.77000427246094
2024-09-24,205.27000427246094
2024-09-25,206.77999877929688
2024-09-26,207.02999877929688
2024-09-27,207.6300048828125
2024-09-30,206.7100067138672
2024-10-01,206.07000732421875
2024-10-02,203.8800048828125
2024-10-03,202.8800048828125
2024-10-04,203.77999877929688
2024-10-07,203.3300018310547
2024-10-08,207.0
2024-10-09,213.6999969482422
2024-10-10,213.60000610351562
2024-10-11,215.99000549316406
2024-10-14,217.60000610351562
2024-10-15,217.27000427246094
2024-10-16,218.9600067138672
2024-10-17,219.5500030517578
2024-10-18,222.02000427246094
2024-10-21,221.5
2024-10-22,222.35000610351562
2024-10-23,220.33999633789062
2024-10-24,209.10000610351562
2024-10-25,208.0
2024-10-28,206.10000610351562
2024-10-29,205.97999572753906
2024-10-30,204.1999969482422
2024-10-31,205.67999267578125
2024-11-01,209.19000244140625
2024-11-04,207.5399932861328
2024-11-05,208.77999877929688
2024-11-06,216.39999389648438
2024-11-07,217.5
2024-11-08,219.49000549316406
2024-11-11,225.24000549316406
2024-11-12,233.91000366210938
2024-11-13,233.07000732421875
2024-11-14,230.6699981689453
2024-11-15,228.99000549316406
2024-11-18,228.85000610351562
2024-11-19,228.1999969482422
2024-11-20,226.6699981689453
2024-11-21,226.08999633789062
