Date,BKR
2022-02-28,29.3799991607666
2022-03-01,28.34000015258789
2022-03-02,30.389999389648438
2022-03-03,31.209999084472656
2022-03-04,33.220001220703125
2022-03-07,34.779998779296875
2022-03-08,34.79999923706055
2022-03-09,33.810001373291016
2022-03-10,36.7400016784668
2022-03-11,37.63999938964844
2022-03-14,36.97999954223633
2022-03-15,34.869998931884766
2022-03-16,33.650001525878906
2022-03-17,34.97999954223633
2022-03-18,35.290000915527344
2022-03-21,36.220001220703125
2022-03-22,36.540000915527344
2022-03-23,37.59000015258789
2022-03-24,38.290000915527344
2022-03-25,38.720001220703125
2022-03-28,37.0
2022-03-29,36.66999816894531
2022-03-30,37.349998474121094
2022-03-31,36.40999984741211
2022-04-01,36.41999816894531
2022-04-04,36.43000030517578
2022-04-05,35.52000045776367
2022-04-06,35.720001220703125
2022-04-07,36.119998931884766
2022-04-08,37.52000045776367
2022-04-11,36.470001220703125
2022-04-12,36.31999969482422
2022-04-13,37.220001220703125
2022-04-14,37.290000915527344
2022-04-18,37.43000030517578
2022-04-19,36.7400016784668
2022-04-20,35.33000183105469
2022-04-21,32.90999984741211
2022-04-22,32.20000076293945
2022-04-25,30.739999771118164
2022-04-26,31.350000381469727
2022-04-27,31.280000686645508
2022-04-28,31.969999313354492
2022-04-29,31.020000457763672
2022-05-02,30.90999984741211
2022-05-03,31.5
2022-05-04,32.84000015258789
2022-05-05,32.02000045776367
2022-05-06,32.130001068115234
2022-05-09,30.049999237060547
2022-05-10,30.81999969482422
2022-05-11,32.4900016784668
2022-05-12,31.90999984741211
2022-05-13,34.11000061035156
2022-05-16,34.93000030517578
2022-05-17,35.15999984741211
2022-05-18,34.63999938964844
2022-05-19,34.970001220703125
2022-05-20,34.54999923706055
2022-05-23,35.709999084472656
2022-05-24,36.279998779296875
2022-05-25,35.720001220703125
2022-05-26,37.099998474121094
2022-05-27,37.18000030517578
2022-05-31,35.97999954223633
2022-06-01,37.40999984741211
2022-06-02,36.90999984741211
2022-06-03,37.81999969482422
2022-06-06,37.68000030517578
2022-06-07,37.65999984741211
2022-06-08,37.4900016784668
2022-06-09,36.08000183105469
2022-06-10,35.22999954223633
2022-06-13,33.29999923706055
2022-06-14,32.93000030517578
2022-06-15,31.739999771118164
2022-06-16,29.889999389648438
2022-06-17,29.969999313354492
2022-06-21,30.479999542236328
2022-06-22,29.520000457763672
2022-06-23,28.65999984741211
2022-06-24,28.469999313354492
2022-06-27,29.440000534057617
2022-06-28,30.06999969482422
2022-06-29,29.6299991607666
2022-06-30,28.8700008392334
2022-07-01,29.09000015258789
2022-07-05,28.200000762939453
2022-07-06,27.5
2022-07-07,28.469999313354492
2022-07-08,28.469999313354492
2022-07-11,28.200000762939453
2022-07-12,27.489999771118164
2022-07-13,26.760000228881836
2022-07-14,26.34000015258789
2022-07-15,26.68000030517578
2022-07-18,27.15999984741211
2022-07-19,28.219999313354492
2022-07-20,25.889999389648438
2022-07-21,24.920000076293945
2022-07-22,24.079999923706055
2022-07-25,24.399999618530273
2022-07-26,24.299999237060547
2022-07-27,25.059999465942383
2022-07-28,24.979999542236328
2022-07-29,25.690000534057617
2022-08-01,24.65999984741211
2022-08-02,25.420000076293945
2022-08-03,25.229999542236328
2022-08-04,23.709999084472656
2022-08-05,24.059999465942383
2022-08-08,24.270000457763672
2022-08-09,23.850000381469727
2022-08-10,24.350000381469727
2022-08-11,25.280000686645508
2022-08-12,26.010000228881836
2022-08-15,25.299999237060547
2022-08-16,25.059999465942383
2022-08-17,24.75
2022-08-18,24.989999771118164
2022-08-19,25.15999984741211
2022-08-22,25.270000457763672
2022-08-23,26.100000381469727
2022-08-24,26.469999313354492
2022-08-25,26.649999618530273
2022-08-26,26.1299991607666
2022-08-29,26.229999542236328
2022-08-30,25.049999237060547
2022-08-31,25.260000228881836
2022-09-01,24.600000381469727
2022-09-02,25.280000686645508
2022-09-06,24.889999389648438
2022-09-07,24.350000381469727
2022-09-08,23.889999389648438
2022-09-09,25.25
2022-09-12,25.459999084472656
2022-09-13,24.540000915527344
2022-09-14,25.389999389648438
2022-09-15,24.329999923706055
2022-09-16,23.799999237060547
2022-09-19,24.18000030517578
2022-09-20,23.0
2022-09-21,23.020000457763672
2022-09-22,22.969999313354492
2022-09-23,21.729999542236328
2022-09-26,20.450000762939453
2022-09-27,20.760000228881836
2022-09-28,21.280000686645508
2022-09-29,21.1200008392334
2022-09-30,20.959999084472656
2022-10-03,22.280000686645508
2022-10-04,23.190000534057617
2022-10-05,23.709999084472656
2022-10-06,23.739999771118164
2022-10-07,22.8799991607666
2022-10-10,22.3700008392334
2022-10-11,22.25
2022-10-12,22.639999389648438
2022-10-13,23.8799991607666
2022-10-14,22.90999984741211
2022-10-17,23.93000030517578
2022-10-18,24.18000030517578
2022-10-19,25.649999618530273
2022-10-20,25.950000762939453
2022-10-21,26.670000076293945
2022-10-24,26.1299991607666
2022-10-25,26.100000381469727
2022-10-26,26.43000030517578
2022-10-27,27.030000686645508
