Date,ROP
2022-11-30,438.8900146484375
2022-12-01,444.7300109863281
2022-12-02,443.8699951171875
2022-12-05,436.82000732421875
2022-12-06,434.05999755859375
2022-12-07,434.2200012207031
2022-12-08,433.6300048828125
2022-12-09,431.3299865722656
2022-12-12,439.8800048828125
2022-12-13,443.8500061035156
2022-12-14,438.7900085449219
2022-12-15,429.6000061035156
2022-12-16,424.3599853515625
2022-12-19,423.3500061035156
2022-12-20,424.510009765625
2022-12-21,430.8399963378906
2022-12-22,428.510009765625
2022-12-23,430.1099853515625
2022-12-27,433.1499938964844
2022-12-28,426.17999267578125
2022-12-29,436.8699951171875
2022-12-30,432.0899963378906
2023-01-03,434.4599914550781
2023-01-04,442.739990234375
2023-01-05,435.9200134277344
2023-01-06,443.6700134277344
2023-01-09,443.4100036621094
2023-01-10,443.4599914550781
2023-01-11,452.1099853515625
2023-01-12,451.2300109863281
2023-01-13,450.9800109863281
2023-01-17,445.05999755859375
2023-01-18,437.80999755859375
2023-01-19,432.17999267578125
2023-01-20,441.5899963378906
2023-01-23,443.0299987792969
2023-01-24,446.17999267578125
2023-01-25,444.2300109863281
2023-01-26,444.45001220703125
2023-01-27,434.1099853515625
2023-01-30,423.4800109863281
2023-01-31,426.75
2023-02-01,433.9100036621094
2023-02-02,432.54998779296875
2023-02-03,430.3399963378906
2023-02-06,430.0799865722656
2023-02-07,434.54998779296875
2023-02-08,427.9100036621094
2023-02-09,428.6600036621094
2023-02-10,427.3999938964844
2023-02-13,429.67999267578125
2023-02-14,426.760009765625
2023-02-15,421.5899963378906
2023-02-16,422.9700012207031
2023-02-17,427.67999267578125
2023-02-21,423.2099914550781
2023-02-22,421.6000061035156
2023-02-23,431.0400085449219
2023-02-24,428.44000244140625
2023-02-27,428.989990234375
2023-02-28,430.20001220703125
2023-03-01,421.20001220703125
2023-03-02,426.6499938964844
2023-03-03,430.1099853515625
2023-03-06,428.94000244140625
2023-03-07,422.17999267578125
2023-03-08,424.5
2023-03-09,422.79998779296875
2023-03-10,420.3299865722656
2023-03-13,421.4800109863281
2023-03-14,428.07000732421875
2023-03-15,420.92999267578125
2023-03-16,428.4200134277344
2023-03-17,425.6600036621094
2023-03-20,432.17999267578125
2023-03-21,430.44000244140625
2023-03-22,428.5799865722656
2023-03-23,425.04998779296875
2023-03-24,429.5899963378906
2023-03-27,430.260009765625
2023-03-28,432.0
2023-03-29,434.3399963378906
2023-03-30,437.0
2023-03-31,440.69000244140625
2023-04-03,440.7900085449219
2023-04-04,437.010009765625
2023-04-05,437.3999938964844
2023-04-06,435.70001220703125
2023-04-10,436.239990234375
2023-04-11,438.7099914550781
2023-04-12,442.4800109863281
2023-04-13,442.510009765625
2023-04-14,439.9100036621094
2023-04-17,442.9200134277344
2023-04-18,441.7200012207031
2023-04-19,443.05999755859375
2023-04-20,443.19000244140625
2023-04-21,445.4100036621094
2023-04-24,447.760009765625
2023-04-25,437.3599853515625
2023-04-26,431.04998779296875
2023-04-27,452.9800109863281
2023-04-28,454.7799987792969
2023-05-01,458.6300048828125
2023-05-02,460.7200012207031
2023-05-03,456.4200134277344
2023-05-04,453.4800109863281
2023-05-05,458.1199951171875
2023-05-08,458.25
2023-05-09,457.54998779296875
2023-05-10,459.29998779296875
2023-05-11,458.4599914550781
2023-05-12,461.7099914550781
2023-05-15,461.8800048828125
2023-05-16,459.8299865722656
2023-05-17,454.42999267578125
2023-05-18,458.510009765625
2023-05-19,457.7200012207031
2023-05-22,457.2799987792969
2023-05-23,449.9800109863281
2023-05-24,441.8900146484375
2023-05-25,449.44000244140625
2023-05-26,449.9599914550781
2023-05-30,451.7300109863281
2023-05-31,454.2200012207031
2023-06-01,452.79998779296875
2023-06-02,458.8599853515625
2023-06-05,454.8900146484375
2023-06-06,453.9700012207031
2023-06-07,450.57000732421875
2023-06-08,452.2200012207031
2023-06-09,451.79998779296875
2023-06-12,454.010009765625
2023-06-13,455.9200134277344
2023-06-14,456.44000244140625
2023-06-15,461.1400146484375
2023-06-16,458.7799987792969
2023-06-20,455.75
2023-06-21,456.3299865722656
2023-06-22,462.0199890136719
2023-06-23,460.80999755859375
2023-06-26,460.20001220703125
2023-06-27,470.8699951171875
2023-06-28,471.1400146484375
2023-06-29,476.1300048828125
2023-06-30,480.79998779296875
2023-07-03,477.3900146484375
2023-07-05,476.9700012207031
2023-07-06,477.0
2023-07-07,476.4100036621094
2023-07-10,475.6499938964844
2023-07-11,476.9200134277344
2023-07-12,477.2300109863281
2023-07-13,478.8500061035156
2023-07-14,477.6300048828125
2023-07-17,476.5299987792969
2023-07-18,480.20001220703125
2023-07-19,482.6300048828125
2023-07-20,481.5899963378906
2023-07-21,499.3800048828125
2023-07-24,495.1600036621094
2023-07-25,494.3599853515625
2023-07-26,493.8500061035156
2023-07-27,491.19000244140625
2023-07-28,492.3999938964844
2023-07-31,493.04998779296875
2023-08-01,492.6499938964844
2023-08-02,491.1600036621094
2023-08-03,490.9700012207031
2023-08-04,486.7099914550781
2023-08-07,492.70001220703125
2023-08-08,491.2799987792969
2023-08-09,488.55999755859375
2023-08-10,487.9800109863281
2023-08-11,489.1099853515625
2023-08-14,496.2099914550781
2023-08-15,494.80999755859375
2023-08-16,495.6400146484375
2023-08-17,486.7300109863281
2023-08-18,484.3399963378906
2023-08-21,485.989990234375
2023-08-22,487.57000732421875
2023-08-23,493.07000732421875
2023-08-24,488.7099914550781
2023-08-25,494.7900085449219
2023-08-28,495.6400146484375
2023-08-29,498.1499938964844
2023-08-30,502.6199951171875
2023-08-31,499.05999755859375
2023-09-01,499.5400085449219
2023-09-05,493.3900146484375
2023-09-06,495.0
2023-09-07,494.3399963378906
2023-09-08,491.510009765625
2023-09-11,497.8599853515625
2023-09-12,493.69000244140625
2023-09-13,495.4800109863281
2023-09-14,499.4200134277344
2023-09-15,495.80999755859375
2023-09-18,499.1600036621094
2023-09-19,502.760009765625
2023-09-20,504.1499938964844
2023-09-21,495.6300048828125
2023-09-22,494.9700012207031
2023-09-25,492.5899963378906
2023-09-26,483.4599914550781
2023-09-27,486.6300048828125
2023-09-28,487.489990234375
2023-09-29,484.2799987792969
2023-10-02,483.8800048828125
2023-10-03,480.0199890136719
2023-10-04,488.1499938964844
2023-10-05,489.17999267578125
2023-10-06,494.8299865722656
2023-10-09,499.55999755859375
2023-10-10,497.19000244140625
2023-10-11,502.0299987792969
2023-10-12,502.29998779296875
2023-10-13,497.8399963378906
2023-10-16,501.9100036621094
2023-10-17,499.92999267578125
2023-10-18,492.8999938964844
2023-10-19,487.5299987792969
2023-10-20,482.1199951171875
2023-10-23,477.82000732421875
2023-10-24,482.54998779296875
2023-10-25,481.2099914550781
2023-10-26,480.3800048828125
2023-10-27,475.57000732421875
2023-10-30,484.79998779296875
2023-10-31,488.57000732421875
2023-11-01,487.1499938964844
2023-11-02,494.04998779296875
2023-11-03,502.5400085449219
2023-11-06,503.20001220703125
2023-11-07,507.05999755859375
2023-11-08,511.05999755859375
2023-11-09,509.739990234375
2023-11-10,517.1500244140625
2023-11-13,517.0
2023-11-14,524.7000122070312
2023-11-15,520.8800048828125
2023-11-16,525.0999755859375
2023-11-17,524.719970703125
2023-11-20,524.719970703125
2023-11-21,527.1500244140625
2023-11-22,528.47998046875
2023-11-24,525.5900268554688
2023-11-27,525.0
2023-11-28,525.8699951171875
2023-11-29,525.8300170898438
2023-11-30,538.25
2023-12-01,540.5800170898438
2023-12-04,536.75
2023-12-05,535.5399780273438
2023-12-06,535.3699951171875
2023-12-07,534.7999877929688
2023-12-08,536.5999755859375
2023-12-11,540.2100219726562
2023-12-12,543.4600219726562
2023-12-13,550.77001953125
2023-12-14,538.8300170898438
2023-12-15,541.5499877929688
2023-12-18,542.969970703125
2023-12-19,541.5599975585938
2023-12-20,534.9400024414062
2023-12-21,540.2999877929688
2023-12-22,542.8499755859375
2023-12-26,543.5499877929688
2023-12-27,543.75
2023-12-28,546.1500244140625
2023-12-29,545.1699829101562
2024-01-02,534.489990234375
2024-01-03,531.0
2024-01-04,524.1699829101562
2024-01-05,523.0700073242188
2024-01-08,528.780029296875
2024-01-09,531.52001953125
2024-01-10,530.2999877929688
2024-01-11,532.4000244140625
2024-01-12,534.1900024414062
2024-01-16,537.27001953125
2024-01-17,537.1900024414062
2024-01-18,541.9400024414062
2024-01-19,548.489990234375
2024-01-22,549.9099731445312
2024-01-23,552.8099975585938
2024-01-24,547.77001953125
2024-01-25,551.7000122070312
2024-01-26,549.6799926757812
2024-01-29,555.9299926757812
2024-01-30,561.5700073242188
2024-01-31,537.0
2024-02-01,545.8099975585938
2024-02-02,549.6199951171875
2024-02-05,545.8900146484375
2024-02-06,545.2999877929688
2024-02-07,548.6900024414062
2024-02-08,545.3400268554688
2024-02-09,550.260009765625
2024-02-12,542.3099975585938
2024-02-13,535.4199829101562
2024-02-14,541.7100219726562
2024-02-15,547.97998046875
2024-02-16,545.5700073242188
2024-02-20,544.1099853515625
2024-02-21,549.02001953125
2024-02-22,555.3099975585938
2024-02-23,556.8699951171875
2024-02-26,547.9099731445312
2024-02-27,547.0999755859375
2024-02-28,543.4500122070312
2024-02-29,544.72998046875
2024-03-01,547.9600219726562
2024-03-04,547.219970703125
2024-03-05,537.010009765625
2024-03-06,540.2100219726562
2024-03-07,546.3200073242188
2024-03-08,545.9500122070312
2024-03-11,553.8800048828125
2024-03-12,555.2000122070312
2024-03-13,549.52001953125
2024-03-14,547.0800170898438
2024-03-15,547.3499755859375
2024-03-18,546.1599731445312
2024-03-19,551.8699951171875
2024-03-20,554.0599975585938
2024-03-21,556.280029296875
2024-03-22,556.3800048828125
2024-03-25,550.9400024414062
2024-03-26,554.4299926757812
2024-03-27,559.1799926757812
2024-03-28,560.8400268554688
2024-04-01,553.6199951171875
2024-04-02,545.9400024414062
2024-04-03,544.6799926757812
2024-04-04,537.280029296875
2024-04-05,543.010009765625
2024-04-08,543.22998046875
2024-04-09,543.47998046875
2024-04-10,535.989990234375
2024-04-11,539.6400146484375
2024-04-12,535.8300170898438
2024-04-15,528.260009765625
2024-04-16,526.97998046875
2024-04-17,526.469970703125
2024-04-18,527.27001953125
2024-04-19,534.3800048828125
2024-04-22,539.1099853515625
2024-04-23,539.6199951171875
2024-04-24,538.010009765625
2024-04-25,540.4099731445312
2024-04-26,526.780029296875
2024-04-29,513.5800170898438
2024-04-30,511.4599914550781
2024-05-01,514.760009765625
2024-05-02,510.82000732421875
2024-05-03,517.2100219726562
2024-05-06,515.5399780273438
2024-05-07,520.260009765625
2024-05-08,521.0499877929688
2024-05-09,523.3300170898438
2024-05-10,523.5
2024-05-13,521.760009765625
2024-05-14,520.8300170898438
2024-05-15,531.4400024414062
2024-05-16,538.7999877929688
2024-05-17,541.8900146484375
2024-05-20,546.3699951171875
2024-05-21,541.4000244140625
2024-05-22,547.4500122070312
2024-05-23,544.6199951171875
2024-05-24,544.6599731445312
2024-05-28,533.02001953125
2024-05-29,530.9400024414062
2024-05-30,526.5800170898438
2024-05-31,532.760009765625
2024-06-03,536.1599731445312
2024-06-04,543.4000244140625
2024-06-05,546.9199829101562
2024-06-06,550.3599853515625
2024-06-07,554.030029296875
2024-06-10,556.5
2024-06-11,555.719970703125
2024-06-12,558.1900024414062
2024-06-13,547.1699829101562
2024-06-14,549.4500122070312
2024-06-17,553.5900268554688
2024-06-18,560.0999755859375
2024-06-20,559.219970703125
2024-06-21,561.489990234375
2024-06-24,562.5499877929688
2024-06-25,562.989990234375
2024-06-26,557.5399780273438
2024-06-27,562.0599975585938
2024-06-28,563.6599731445312
2024-07-01,562.6300048828125
2024-07-02,563.1099853515625
2024-07-03,560.4500122070312
2024-07-05,562.5599975585938
2024-07-08,556.7999877929688
2024-07-09,550.469970703125
2024-07-10,553.0599975585938
2024-07-11,555.9299926757812
2024-07-12,558.3800048828125
2024-07-15,559.1500244140625
2024-07-16,567.0700073242188
2024-07-17,571.27001953125
2024-07-18,571.1900024414062
2024-07-19,567.3099975585938
2024-07-22,576.5499877929688
2024-07-23,574.27001953125
2024-07-24,531.969970703125
2024-07-25,540.8900146484375
2024-07-26,548.530029296875
2024-07-29,545.6900024414062
2024-07-30,544.8099975585938
2024-07-31,544.75
2024-08-01,544.4000244140625
2024-08-02,536.030029296875
2024-08-05,517.530029296875
2024-08-06,518.1400146484375
2024-08-07,515.25
2024-08-08,523.02001953125
2024-08-09,526.780029296875
2024-08-12,520.0700073242188
2024-08-13,525.02001953125
2024-08-14,528.0
2024-08-15,546.5700073242188
2024-08-16,548.5
2024-08-19,549.8800048828125
2024-08-20,547.4500122070312
2024-08-21,551.47998046875
2024-08-22,545.969970703125
2024-08-23,547.8200073242188
2024-08-26,546.72998046875
2024-08-27,551.2000122070312
2024-08-28,550.3300170898438
2024-08-29,553.8200073242188
2024-08-30,554.4099731445312
2024-09-03,552.3599853515625
2024-09-04,558.510009765625
2024-09-05,554.9099731445312
2024-09-06,547.760009765625
2024-09-09,553.3900146484375
2024-09-10,552.3300170898438
2024-09-11,549.8400268554688
2024-09-12,551.3099975585938
2024-09-13,551.8400268554688
2024-09-16,556.5599975585938
2024-09-17,551.8300170898438
2024-09-18,549.9299926757812
2024-09-19,560.8599853515625
2024-09-20,558.0399780273438
2024-09-23,557.75
2024-09-24,551.97998046875
2024-09-25,548.3599853515625
2024-09-26,552.5
2024-09-27,553.7999877929688
2024-09-30,556.4400024414062
2024-10-01,548.27001953125
2024-10-02,551.3699951171875
2024-10-03,548.9299926757812
2024-10-04,544.8599853515625
2024-10-07,537.8699951171875
2024-10-08,542.9099731445312
2024-10-09,545.9299926757812
2024-10-10,539.4500122070312
2024-10-11,551.5499877929688
2024-10-14,553.8300170898438
2024-10-15,556.1799926757812
2024-10-16,560.8599853515625
2024-10-17,563.739990234375
2024-10-18,557.6199951171875
2024-10-21,556.7999877929688
2024-10-22,552.0999755859375
2024-10-23,542.9400024414062
2024-10-24,542.0999755859375
2024-10-25,542.0
2024-10-28,545.1300048828125
2024-10-29,548.8099975585938
2024-10-30,547.22998046875
2024-10-31,537.72998046875
2024-11-01,540.9099731445312
2024-11-04,542.0800170898438
2024-11-05,542.7000122070312
2024-11-06,564.6699829101562
2024-11-07,572.260009765625
2024-11-08,567.6199951171875
2024-11-11,565.1400146484375
2024-11-12,564.77001953125
2024-11-13,571.2000122070312
2024-11-14,564.77001953125
2024-11-15,548.22998046875
2024-11-18,549.3699951171875
2024-11-19,547.9600219726562
2024-11-20,549.4500122070312
2024-11-21,554.260009765625
