Date,LNT
2022-02-28,58.400001525878906
2022-03-01,57.27000045776367
2022-03-02,57.63999938964844
2022-03-03,59.06999969482422
2022-03-04,60.59000015258789
2022-03-07,60.7599983215332
2022-03-08,60.4900016784668
2022-03-09,59.75
2022-03-10,60.13999938964844
2022-03-11,60.22999954223633
2022-03-14,60.33000183105469
2022-03-15,61.279998779296875
2022-03-16,60.86000061035156
2022-03-17,60.97999954223633
2022-03-18,60.310001373291016
2022-03-21,60.939998626708984
2022-03-22,59.90999984741211
2022-03-23,60.40999984741211
2022-03-24,60.560001373291016
2022-03-25,61.83000183105469
2022-03-28,62.0
2022-03-29,62.20000076293945
2022-03-30,62.880001068115234
2022-03-31,62.47999954223633
2022-04-01,63.290000915527344
2022-04-04,62.689998626708984
2022-04-05,63.279998779296875
2022-04-06,65.16000366210938
2022-04-07,64.33000183105469
2022-04-08,64.81999969482422
2022-04-11,64.3499984741211
2022-04-12,64.62999725341797
2022-04-13,63.59000015258789
2022-04-14,63.38999938964844
2022-04-18,62.709999084472656
2022-04-19,63.880001068115234
2022-04-20,65.11000061035156
2022-04-21,64.44999694824219
2022-04-22,63.119998931884766
2022-04-25,62.06999969482422
2022-04-26,61.630001068115234
2022-04-27,60.81999969482422
2022-04-28,61.22999954223633
2022-04-29,58.810001373291016
2022-05-02,57.849998474121094
2022-05-03,57.79999923706055
2022-05-04,59.209999084472656
2022-05-05,58.86000061035156
2022-05-06,58.7400016784668
2022-05-09,58.720001220703125
2022-05-10,58.029998779296875
2022-05-11,58.209999084472656
2022-05-12,58.02000045776367
2022-05-13,58.439998626708984
2022-05-16,58.86000061035156
2022-05-17,59.75
2022-05-18,58.939998626708984
2022-05-19,58.5
2022-05-20,58.66999816894531
2022-05-23,59.0
2022-05-24,61.31999969482422
2022-05-25,61.25
2022-05-26,62.459999084472656
2022-05-27,63.779998779296875
2022-05-31,63.81999969482422
2022-06-01,63.189998626708984
2022-06-02,62.400001525878906
2022-06-03,62.11000061035156
2022-06-06,62.529998779296875
2022-06-07,63.16999816894531
2022-06-08,61.119998931884766
2022-06-09,59.630001068115234
2022-06-10,59.31999969482422
2022-06-13,57.380001068115234
2022-06-14,55.61000061035156
2022-06-15,55.7400016784668
2022-06-16,54.970001220703125
2022-06-17,54.75
2022-06-21,55.220001220703125
2022-06-22,55.52000045776367
2022-06-23,56.529998779296875
2022-06-24,57.31999969482422
2022-06-27,57.93000030517578
2022-06-28,58.029998779296875
2022-06-29,57.970001220703125
2022-06-30,58.61000061035156
2022-07-01,60.06999969482422
2022-07-05,57.91999816894531
2022-07-06,58.380001068115234
2022-07-07,57.810001373291016
2022-07-08,57.34000015258789
2022-07-11,57.91999816894531
2022-07-12,57.81999969482422
2022-07-13,57.77000045776367
2022-07-14,57.880001068115234
2022-07-15,58.15999984741211
2022-07-18,56.810001373291016
2022-07-19,57.16999816894531
2022-07-20,56.41999816894531
2022-07-21,56.54999923706055
2022-07-22,57.43000030517578
2022-07-25,57.900001525878906
2022-07-26,58.650001525878906
2022-07-27,58.709999084472656
2022-07-28,60.029998779296875
2022-07-29,60.93000030517578
2022-08-01,60.900001525878906
2022-08-02,60.790000915527344
2022-08-03,61.27000045776367
2022-08-04,61.150001525878906
2022-08-05,61.279998779296875
2022-08-08,61.04999923706055
2022-08-09,61.849998474121094
2022-08-10,61.939998626708984
2022-08-11,61.63999938964844
2022-08-12,63.349998474121094
2022-08-15,63.849998474121094
2022-08-16,64.05999755859375
2022-08-17,64.26000213623047
2022-08-18,64.16999816894531
2022-08-19,64.04000091552734
2022-08-22,63.31999969482422
2022-08-23,62.79999923706055
2022-08-24,62.720001220703125
2022-08-25,63.11000061035156
2022-08-26,62.27000045776367
2022-08-29,62.5
2022-08-30,61.54999923706055
2022-08-31,61.040000915527344
2022-09-01,62.060001373291016
2022-09-02,61.4900016784668
2022-09-06,61.15999984741211
2022-09-07,63.11000061035156
2022-09-08,62.84000015258789
2022-09-09,63.06999969482422
2022-09-12,63.47999954223633
2022-09-13,61.41999816894531
2022-09-14,61.91999816894531
2022-09-15,60.22999954223633
2022-09-16,60.86000061035156
2022-09-19,61.88999938964844
2022-09-20,61.130001068115234
2022-09-21,60.290000915527344
2022-09-22,60.0099983215332
2022-09-23,59.52000045776367
2022-09-26,58.029998779296875
2022-09-27,56.84000015258789
2022-09-28,57.209999084472656
2022-09-29,54.540000915527344
2022-09-30,52.9900016784668
2022-10-03,54.33000183105469
2022-10-04,55.0099983215332
2022-10-05,53.04999923706055
2022-10-06,51.25
2022-10-07,49.650001525878906
2022-10-10,49.869998931884766
2022-10-11,50.279998779296875
2022-10-12,48.060001373291016
2022-10-13,49.4900016784668
2022-10-14,48.93000030517578
2022-10-17,49.7400016784668
2022-10-18,50.91999816894531
2022-10-19,50.349998474121094
2022-10-20,48.70000076293945
2022-10-21,49.7599983215332
2022-10-24,49.810001373291016
2022-10-25,50.720001220703125
2022-10-26,50.630001068115234
2022-10-27,50.900001525878906
2022-10-28,52.369998931884766
2022-10-31,52.16999816894531
2022-11-01,52.630001068115234
