Date,CRWD
2022-02-28,195.2100067138672
2022-03-01,197.63999938964844
2022-03-02,201.75
2022-03-03,191.02000427246094
2022-03-04,179.02999877929688
2022-03-07,167.39999389648438
2022-03-08,156.77000427246094
2022-03-09,169.7899932861328
2022-03-10,191.02000427246094
2022-03-11,190.5399932861328
2022-03-14,183.1199951171875
2022-03-15,188.63999938964844
2022-03-16,189.66000366210938
2022-03-17,204.1300048828125
2022-03-18,208.05999755859375
2022-03-21,204.1300048828125
2022-03-22,217.05999755859375
2022-03-23,219.47999572753906
2022-03-24,223.39999389648438
2022-03-25,221.9499969482422
2022-03-28,222.1199951171875
2022-03-29,223.00999450683594
2022-03-30,224.9600067138672
2022-03-31,227.0800018310547
2022-04-01,227.85000610351562
2022-04-04,229.02999877929688
2022-04-05,219.9600067138672
2022-04-06,211.22000122070312
2022-04-07,217.02999877929688
2022-04-08,218.2100067138672
2022-04-11,216.60000610351562
2022-04-12,223.50999450683594
2022-04-13,239.86000061035156
2022-04-14,235.22000122070312
2022-04-18,224.99000549316406
2022-04-19,228.66000366210938
2022-04-20,222.49000549316406
2022-04-21,209.85000610351562
2022-04-22,205.6199951171875
2022-04-25,214.5800018310547
2022-04-26,201.39999389648438
2022-04-27,201.05999755859375
2022-04-28,207.05999755859375
2022-04-29,198.75999450683594
2022-05-02,203.64999389648438
2022-05-03,199.39999389648438
2022-05-04,200.38999938964844
2022-05-05,180.97999572753906
2022-05-06,164.80999755859375
2022-05-09,143.69000244140625
2022-05-10,151.8800048828125
2022-05-11,137.39999389648438
2022-05-12,139.80999755859375
2022-05-13,156.2899932861328
2022-05-16,146.38999938964844
2022-05-17,147.27000427246094
2022-05-18,138.5
2022-05-19,142.63999938964844
2022-05-20,148.74000549316406
2022-05-23,149.27000427246094
2022-05-24,139.8699951171875
2022-05-25,146.63999938964844
2022-05-26,155.83999633789062
2022-05-27,166.82000732421875
2022-05-31,159.99000549316406
2022-06-01,161.4499969482422
2022-06-02,174.02000427246094
2022-06-03,162.10000610351562
2022-06-06,168.97000122070312
2022-06-07,176.67999267578125
2022-06-08,178.83999633789062
2022-06-09,173.5500030517578
2022-06-10,169.32000732421875
2022-06-13,154.52000427246094
2022-06-14,159.25999450683594
2022-06-15,164.35000610351562
2022-06-16,157.2100067138672
2022-06-17,163.89999389648438
2022-06-21,164.63999938964844
2022-06-22,165.7100067138672
2022-06-23,174.89999389648438
2022-06-24,184.99000549316406
2022-06-27,181.92999267578125
2022-06-28,174.19000244140625
2022-06-29,175.94000244140625
2022-06-30,168.55999755859375
2022-07-01,179.25
2022-07-05,187.02000427246094
2022-07-06,185.9199981689453
2022-07-07,190.1999969482422
2022-07-08,190.3800048828125
2022-07-11,185.3699951171875
2022-07-12,174.38999938964844
2022-07-13,174.97000122070312
2022-07-14,172.75
2022-07-15,177.89999389648438
2022-07-18,177.25
2022-07-19,180.5500030517578
2022-07-20,184.3000030517578
2022-07-21,189.0
2022-07-22,183.52999877929688
2022-07-25,182.6199951171875
2022-07-26,169.1699981689453
2022-07-27,176.9600067138672
2022-07-28,182.08999633789062
2022-07-29,183.60000610351562
2022-08-01,183.3000030517578
2022-08-02,188.13999938964844
2022-08-03,195.32000732421875
2022-08-04,189.24000549316406
2022-08-05,191.1699981689453
2022-08-08,189.52000427246094
2022-08-09,186.77999877929688
2022-08-10,200.8000030517578
2022-08-11,198.05999755859375
2022-08-12,200.8699951171875
2022-08-15,201.82000732421875
2022-08-16,200.41000366210938
2022-08-17,196.88999938964844
2022-08-18,195.75999450683594
2022-08-19,190.52000427246094
2022-08-22,185.8800048828125
2022-08-23,192.36000061035156
2022-08-24,194.6199951171875
2022-08-25,202.94000244140625
2022-08-26,194.55999755859375
2022-08-29,192.0500030517578
2022-08-30,193.2949981689453
2022-08-31,182.61000061035156
2022-09-01,172.97000122070312
2022-09-02,172.4499969482422
2022-09-06,171.14999389648438
2022-09-07,171.9600067138672
2022-09-08,179.875
2022-09-09,190.86000061035156
2022-09-12,195.10000610351562
2022-09-13,184.6999969482422
2022-09-14,184.11000061035156
2022-09-15,178.86000061035156
2022-09-16,171.00999450683594
2022-09-19,175.38999938964844
2022-09-20,173.8699951171875
2022-09-21,169.25
2022-09-22,161.27999877929688
2022-09-23,160.38999938964844
2022-09-26,159.35000610351562
2022-09-27,162.5800018310547
2022-09-28,167.25
2022-09-29,165.6999969482422
2022-09-30,164.80999755859375
2022-10-03,169.30999755859375
2022-10-04,175.07000732421875
2022-10-05,176.6999969482422
2022-10-06,178.38999938964844
2022-10-07,171.8800048828125
2022-10-10,161.0800018310547
2022-10-11,155.7899932861328
2022-10-12,152.99000549316406
2022-10-13,152.60000610351562
2022-10-14,145.97999572753906
2022-10-17,151.61000061035156
2022-10-18,156.8800048828125
2022-10-19,152.5399932861328
2022-10-20,153.8800048828125
2022-10-21,156.32000732421875
2022-10-24,157.97000122070312
2022-10-25,162.11000061035156
2022-10-26,161.77000427246094
2022-10-27,164.72999572753906
2022-10-28,163.64999389648438
2022-10-31,161.1999969482422
2022-11-01,160.52999877929688
2022-11-02,147.99000549316406
2022-11-03,141.52999877929688
2022-11-04,127.55999755859375
2022-11-07,124.68000030517578
2022-11-08,127.0
2022-11-09,122.36000061035156
2022-11-10,135.75999450683594
2022-11-11,143.1199951171875
2022-11-14,142.00999450683594
2022-11-15,148.3000030517578
2022-11-16,143.64999389648438
2022-11-17,139.22999572753906
2022-11-18,138.99000549316406
2022-11-21,135.55999755859375
2022-11-22,135.8000030517578
2022-11-23,140.88999938964844
2022-11-25,140.0500030517578
2022-11-28,139.4499969482422
2022-11-29,138.0
2022-11-30,117.6500015258789
2022-12-01,124.06999969482422
2022-12-02,124.0
2022-12-05,118.33000183105469
2022-12-06,113.83000183105469
2022-12-07,113.19999694824219
2022-12-08,114.23999786376953
2022-12-09,115.08000183105469
2022-12-12,118.54000091552734
2022-12-13,120.98999786376953
2022-12-14,120.56999969482422
2022-12-15,114.98999786376953
2022-12-16,111.5
2022-12-19,108.08999633789062
2022-12-20,109.83000183105469
2022-12-21,107.3499984741211
2022-12-22,103.97000122070312
2022-12-23,101.98999786376953
2022-12-27,100.66000366210938
2022-12-28,99.95999908447266
2022-12-29,104.56999969482422
2022-12-30,105.29000091552734
2023-01-03,103.27999877929688
2023-01-04,104.36499786376953
2023-01-05,94.88999938964844
2023-01-06,94.72000122070312
2023-01-09,96.56999969482422
2023-01-10,95.66999816894531
2023-01-11,97.0
2023-01-12,97.9800033569336
2023-01-13,99.52999877929688
2023-01-17,104.43000030517578
2023-01-18,101.0
2023-01-19,99.8499984741211
2023-01-20,103.41000366210938
2023-01-23,106.30000305175781
2023-01-24,104.5999984741211
2023-01-25,100.81999969482422
2023-01-26,104.47000122070312
2023-01-27,104.3499984741211
2023-01-30,101.37000274658203
2023-01-31,105.9000015258789
2023-02-01,110.5
2023-02-02,115.93000030517578
2023-02-03,113.55999755859375
2023-02-06,109.41999816894531
2023-02-07,114.58999633789062
2023-02-08,114.4800033569336
2023-02-09,113.41999816894531
2023-02-10,108.95999908447266
2023-02-13,112.16999816894531
2023-02-14,116.30999755859375
2023-02-15,120.5199966430664
2023-02-16,115.12000274658203
2023-02-17,114.25
2023-02-21,112.43000030517578
2023-02-22,117.62999725341797
2023-02-23,117.44000244140625
2023-02-24,117.27999877929688
