Date,VZ
2022-02-28,53.66999816894531
2022-03-01,53.61000061035156
2022-03-02,54.13999938964844
2022-03-03,54.65999984741211
2022-03-04,55.11000061035156
2022-03-07,54.68000030517578
2022-03-08,53.25
2022-03-09,53.08000183105469
2022-03-10,53.22999954223633
2022-03-11,53.040000915527344
2022-03-14,52.5
2022-03-15,52.7599983215332
2022-03-16,52.4900016784668
2022-03-17,52.36000061035156
2022-03-18,50.79999923706055
2022-03-21,51.099998474121094
2022-03-22,51.0
2022-03-23,50.970001220703125
2022-03-24,51.0
2022-03-25,51.279998779296875
2022-03-28,51.16999816894531
2022-03-29,51.25
2022-03-30,51.61000061035156
2022-03-31,50.939998626708984
2022-04-01,52.119998931884766
2022-04-04,52.459999084472656
2022-04-05,52.779998779296875
2022-04-06,53.20000076293945
2022-04-07,52.66999816894531
2022-04-08,53.529998779296875
2022-04-11,53.900001525878906
2022-04-12,53.66999816894531
2022-04-13,54.13999938964844
2022-04-14,53.83000183105469
2022-04-18,53.38999938964844
2022-04-19,53.75
2022-04-20,54.40999984741211
2022-04-21,55.0099983215332
2022-04-22,51.90999984741211
2022-04-25,50.279998779296875
2022-04-26,49.40999984741211
2022-04-27,48.459999084472656
2022-04-28,48.400001525878906
2022-04-29,46.29999923706055
2022-05-02,46.22999954223633
2022-05-03,47.16999816894531
2022-05-04,48.369998931884766
2022-05-05,47.84000015258789
2022-05-06,48.27000045776367
2022-05-09,48.619998931884766
2022-05-10,48.130001068115234
2022-05-11,47.880001068115234
2022-05-12,48.060001373291016
2022-05-13,48.18000030517578
2022-05-16,49.040000915527344
2022-05-17,48.939998626708984
2022-05-18,48.88999938964844
2022-05-19,49.099998474121094
2022-05-20,49.529998779296875
2022-05-23,49.66999816894531
2022-05-24,50.68000030517578
2022-05-25,51.2400016784668
2022-05-26,50.9900016784668
2022-05-27,51.400001525878906
2022-05-31,51.290000915527344
2022-06-01,51.400001525878906
2022-06-02,51.290000915527344
2022-06-03,50.810001373291016
2022-06-06,51.2400016784668
2022-06-07,51.650001525878906
2022-06-08,51.54999923706055
2022-06-09,50.939998626708984
2022-06-10,50.81999969482422
2022-06-13,49.59000015258789
2022-06-14,49.15999984741211
2022-06-15,49.150001525878906
2022-06-16,48.84000015258789
2022-06-17,49.029998779296875
2022-06-21,50.650001525878906
2022-06-22,50.790000915527344
2022-06-23,52.09000015258789
2022-06-24,50.959999084472656
2022-06-27,50.959999084472656
2022-06-28,50.459999084472656
2022-06-29,50.939998626708984
2022-06-30,50.75
2022-07-01,51.63999938964844
2022-07-05,51.41999816894531
2022-07-06,51.5099983215332
2022-07-07,50.709999084472656
2022-07-08,50.4900016784668
2022-07-11,50.5
2022-07-12,50.779998779296875
2022-07-13,50.5099983215332
2022-07-14,50.4900016784668
2022-07-15,51.02000045776367
2022-07-18,50.279998779296875
2022-07-19,50.45000076293945
2022-07-20,49.06999969482422
2022-07-21,47.65999984741211
2022-07-22,44.45000076293945
2022-07-25,44.7599983215332
2022-07-26,44.91999816894531
2022-07-27,44.90999984741211
2022-07-28,45.54999923706055
2022-07-29,46.189998626708984
2022-08-01,46.2599983215332
2022-08-02,45.34000015258789
2022-08-03,45.33000183105469
2022-08-04,44.43000030517578
2022-08-05,44.95000076293945
2022-08-08,44.540000915527344
2022-08-09,44.68000030517578
2022-08-10,44.84000015258789
2022-08-11,44.779998779296875
2022-08-12,45.150001525878906
2022-08-15,45.560001373291016
2022-08-16,45.79999923706055
2022-08-17,45.34000015258789
2022-08-18,44.189998626708984
2022-08-19,44.41999816894531
2022-08-22,44.16999816894531
2022-08-23,43.470001220703125
2022-08-24,43.54999923706055
2022-08-25,43.7400016784668
2022-08-26,43.25
2022-08-29,43.33000183105469
2022-08-30,42.529998779296875
2022-08-31,41.810001373291016
2022-09-01,41.810001373291016
2022-09-02,41.29999923706055
2022-09-06,41.099998474121094
2022-09-07,41.08000183105469
2022-09-08,41.31999969482422
2022-09-09,42.2400016784668
2022-09-12,42.7599983215332
2022-09-13,41.75
2022-09-14,41.279998779296875
2022-09-15,41.029998779296875
2022-09-16,41.25
2022-09-19,41.2400016784668
2022-09-20,40.59000015258789
2022-09-21,39.47999954223633
2022-09-22,39.93000030517578
2022-09-23,39.52000045776367
2022-09-26,38.93000030517578
2022-09-27,38.88999938964844
2022-09-28,39.38999938964844
2022-09-29,38.63999938964844
2022-09-30,37.970001220703125
2022-10-03,39.15999984741211
2022-10-04,39.810001373291016
2022-10-05,39.400001525878906
2022-10-06,37.84000015258789
2022-10-07,36.849998474121094
2022-10-10,36.619998931884766
2022-10-11,35.939998626708984
2022-10-12,35.68000030517578
2022-10-13,36.400001525878906
2022-10-14,36.380001068115234
2022-10-17,37.18000030517578
2022-10-18,37.06999969482422
2022-10-19,36.56999969482422
2022-10-20,37.0
2022-10-21,35.349998474121094
2022-10-24,35.970001220703125
2022-10-25,36.43000030517578
2022-10-26,36.43000030517578
2022-10-27,36.18000030517578
2022-10-28,37.66999816894531
2022-10-31,37.369998931884766
2022-11-01,37.369998931884766
2022-11-02,37.709999084472656
2022-11-03,37.150001525878906
2022-11-04,37.2400016784668
2022-11-07,37.189998626708984
2022-11-08,37.869998931884766
2022-11-09,37.619998931884766
2022-11-10,38.52000045776367
2022-11-11,38.29999923706055
2022-11-14,38.310001373291016
2022-11-15,37.70000076293945
2022-11-16,37.880001068115234
2022-11-17,38.15999984741211
2022-11-18,38.54999923706055
2022-11-21,38.619998931884766
2022-11-22,39.20000076293945
2022-11-23,38.91999816894531
2022-11-25,39.02000045776367
2022-11-28,38.2400016784668
2022-11-29,38.34000015258789
2022-11-30,38.97999954223633
2022-12-01,38.33000183105469
2022-12-02,38.18000030517578
2022-12-05,37.06999969482422
2022-12-06,36.88999938964844
2022-12-07,37.16999816894531
2022-12-08,37.099998474121094
2022-12-09,37.400001525878906
