Date,APA
2022-02-28,35.630001068115234
2022-03-01,37.290000915527344
2022-03-02,37.869998931884766
2022-03-03,38.279998779296875
2022-03-04,39.47999954223633
2022-03-07,37.91999816894531
2022-03-08,38.630001068115234
2022-03-09,38.70000076293945
2022-03-10,40.040000915527344
2022-03-11,39.04999923706055
2022-03-14,37.58000183105469
2022-03-15,36.70000076293945
2022-03-16,36.849998474121094
2022-03-17,39.43000030517578
2022-03-18,39.11000061035156
2022-03-21,40.880001068115234
2022-03-22,40.52000045776367
2022-03-23,40.709999084472656
2022-03-24,40.779998779296875
2022-03-25,41.529998779296875
2022-03-28,39.849998474121094
2022-03-29,40.959999084472656
2022-03-30,41.20000076293945
2022-03-31,41.33000183105469
2022-04-01,42.220001220703125
2022-04-04,42.97999954223633
2022-04-05,41.689998626708984
2022-04-06,40.810001373291016
2022-04-07,41.0
2022-04-08,43.02000045776367
2022-04-11,41.06999969482422
2022-04-12,42.18000030517578
2022-04-13,43.61000061035156
2022-04-14,43.68000030517578
2022-04-18,43.97999954223633
2022-04-19,44.38999938964844
2022-04-20,44.33000183105469
2022-04-21,42.189998626708984
2022-04-22,40.709999084472656
2022-04-25,39.08000183105469
2022-04-26,38.619998931884766
2022-04-27,39.970001220703125
2022-04-28,41.45000076293945
2022-04-29,40.93000030517578
2022-05-02,40.61000061035156
2022-05-03,42.52000045776367
2022-05-04,45.20000076293945
2022-05-05,41.29999923706055
2022-05-06,44.11000061035156
2022-05-09,37.529998779296875
2022-05-10,37.380001068115234
2022-05-11,38.29999923706055
2022-05-12,38.029998779296875
2022-05-13,41.150001525878906
2022-05-16,42.40999984741211
2022-05-17,43.13999938964844
2022-05-18,40.45000076293945
2022-05-19,40.81999969482422
2022-05-20,41.65999984741211
2022-05-23,44.150001525878906
2022-05-24,43.619998931884766
2022-05-25,45.54999923706055
2022-05-26,45.84000015258789
2022-05-27,47.619998931884766
2022-05-31,47.0099983215332
2022-06-01,47.619998931884766
2022-06-02,47.470001220703125
2022-06-03,48.29999923706055
2022-06-06,48.54999923706055
2022-06-07,51.38999938964844
2022-06-08,51.16999816894531
2022-06-09,50.040000915527344
2022-06-10,48.810001373291016
2022-06-13,45.56999969482422
2022-06-14,46.0
2022-06-15,45.630001068115234
2022-06-16,41.7599983215332
2022-06-17,39.220001220703125
2022-06-21,40.349998474121094
2022-06-22,37.5
2022-06-23,36.209999084472656
2022-06-24,36.45000076293945
2022-06-27,37.470001220703125
2022-06-28,38.77000045776367
2022-06-29,36.099998474121094
2022-06-30,34.900001525878906
2022-07-01,35.349998474121094
2022-07-05,32.72999954223633
2022-07-06,32.0099983215332
2022-07-07,34.5099983215332
2022-07-08,34.849998474121094
2022-07-11,34.209999084472656
2022-07-12,32.43000030517578
2022-07-13,32.900001525878906
2022-07-14,31.579999923706055
2022-07-15,31.989999771118164
2022-07-18,32.79999923706055
2022-07-19,34.34000015258789
2022-07-20,35.0
2022-07-21,33.290000915527344
2022-07-22,32.40999984741211
2022-07-25,34.43000030517578
2022-07-26,33.84000015258789
2022-07-27,35.189998626708984
2022-07-28,35.619998931884766
2022-07-29,37.16999816894531
2022-08-01,36.0099983215332
2022-08-02,35.93000030517578
2022-08-03,34.43000030517578
2022-08-04,30.68000030517578
2022-08-05,31.75
2022-08-08,32.209999084472656
2022-08-09,32.68000030517578
2022-08-10,33.220001220703125
2022-08-11,34.84000015258789
2022-08-12,34.70000076293945
2022-08-15,33.56999969482422
2022-08-16,33.220001220703125
2022-08-17,33.630001068115234
2022-08-18,36.5
2022-08-19,36.150001525878906
2022-08-22,36.790000915527344
2022-08-23,38.790000915527344
2022-08-24,40.310001373291016
2022-08-25,40.400001525878906
2022-08-26,40.18000030517578
2022-08-29,41.36000061035156
2022-08-30,39.31999969482422
2022-08-31,39.11000061035156
2022-09-01,37.91999816894531
2022-09-02,38.79999923706055
2022-09-06,37.81999969482422
2022-09-07,36.66999816894531
2022-09-08,36.93000030517578
2022-09-09,38.09000015258789
2022-09-12,40.0
2022-09-13,39.11000061035156
2022-09-14,41.7400016784668
2022-09-15,41.4900016784668
2022-09-16,40.459999084472656
2022-09-19,40.45000076293945
2022-09-20,39.599998474121094
2022-09-21,38.43000030517578
2022-09-22,37.11000061035156
2022-09-23,32.869998931884766
2022-09-26,31.84000015258789
2022-09-27,32.68000030517578
2022-09-28,34.66999816894531
2022-09-29,34.95000076293945
2022-09-30,34.189998626708984
