Date,ENPH
2022-07-20,218.8300018310547
2022-07-21,219.77999877929688
2022-07-22,211.5399932861328
2022-07-25,218.5500030517578
2022-07-26,216.10000610351562
2022-07-27,254.77000427246094
2022-07-28,274.17999267578125
2022-07-29,284.17999267578125
2022-08-01,280.8900146484375
2022-08-02,292.260009765625
2022-08-03,290.25
2022-08-04,295.82000732421875
2022-08-05,300.9100036621094
2022-08-08,287.739990234375
2022-08-09,290.82000732421875
2022-08-10,303.25
2022-08-11,292.8999938964844
2022-08-12,299.260009765625
2022-08-15,301.1300048828125
2022-08-16,292.94000244140625
2022-08-17,293.1300048828125
2022-08-18,294.0
2022-08-19,283.70001220703125
2022-08-22,280.760009765625
2022-08-23,285.4100036621094
2022-08-24,293.0899963378906
2022-08-25,299.80999755859375
2022-08-26,288.5899963378906
2022-08-29,284.82000732421875
2022-08-30,285.7699890136719
2022-08-31,286.44000244140625
2022-09-01,281.8599853515625
2022-09-02,279.07000732421875
2022-09-06,292.82000732421875
2022-09-07,316.30999755859375
2022-09-08,317.4100036621094
2022-09-09,305.70001220703125
2022-09-12,308.92999267578125
2022-09-13,305.5
2022-09-14,320.6199951171875
2022-09-15,312.17999267578125
2022-09-16,318.010009765625
2022-09-19,316.2300109863281
2022-09-20,304.7099914550781
2022-09-21,304.55999755859375
2022-09-22,283.6300048828125
2022-09-23,279.489990234375
2022-09-26,274.9200134277344
2022-09-27,284.80999755859375
2022-09-28,292.30999755859375
2022-09-29,277.8399963378906
2022-09-30,277.4700012207031
2022-10-03,286.6099853515625
2022-10-04,288.25
2022-10-05,261.6000061035156
2022-10-06,257.45001220703125
2022-10-07,255.14999389648438
2022-10-10,258.17999267578125
2022-10-11,255.8000030517578
2022-10-12,248.1300048828125
2022-10-13,248.6999969482422
2022-10-14,237.8699951171875
2022-10-17,242.2899932861328
2022-10-18,251.4199981689453
2022-10-19,243.19000244140625
2022-10-20,244.2899932861328
2022-10-21,252.0
2022-10-24,253.3000030517578
2022-10-25,265.5899963378906
2022-10-26,291.8699951171875
2022-10-27,306.0799865722656
2022-10-28,305.25
2022-10-31,307.0
2022-11-01,299.4800109863281
2022-11-02,289.5
2022-11-03,296.1099853515625
2022-11-04,282.44000244140625
2022-11-07,268.8299865722656
2022-11-08,280.07000732421875
2022-11-09,284.75
2022-11-10,309.25
2022-11-11,292.010009765625
2022-11-14,297.94000244140625
2022-11-15,300.7300109863281
2022-11-16,305.17999267578125
2022-11-17,312.9599914550781
2022-11-18,311.94000244140625
2022-11-21,308.1000061035156
2022-11-22,320.44000244140625
2022-11-23,315.7799987792969
2022-11-25,319.4200134277344
2022-11-28,312.2099914550781
2022-11-29,303.3900146484375
2022-11-30,320.5899963378906
2022-12-01,314.0
2022-12-02,336.0
2022-12-05,335.82000732421875
2022-12-06,309.7300109863281
2022-12-07,317.04998779296875
2022-12-08,319.8699951171875
2022-12-09,319.54998779296875
2022-12-12,320.8599853515625
2022-12-13,325.989990234375
2022-12-14,332.79998779296875
2022-12-15,314.05999755859375
2022-12-16,303.3900146484375
2022-12-19,305.010009765625
2022-12-20,302.07000732421875
2022-12-21,317.1000061035156
2022-12-22,298.8699951171875
2022-12-23,293.95001220703125
2022-12-27,274.5400085449219
2022-12-28,267.3800048828125
2022-12-29,265.489990234375
2022-12-30,264.9599914550781
2023-01-03,253.30999755859375
2023-01-04,251.63999938964844
2023-01-05,240.3699951171875
2023-01-06,233.64999389648438
2023-01-09,227.94000244140625
2023-01-10,229.8300018310547
2023-01-11,238.82000732421875
2023-01-12,241.72000122070312
2023-01-13,245.8300018310547
2023-01-17,251.05999755859375
2023-01-18,250.30999755859375
2023-01-19,222.97000122070312
2023-01-20,222.5399932861328
2023-01-23,228.44000244140625
2023-01-24,219.47000122070312
2023-01-25,210.32000732421875
2023-01-26,208.02000427246094
2023-01-27,210.08999633789062
2023-01-30,212.22000122070312
2023-01-31,221.3800048828125
2023-02-01,227.13999938964844
2023-02-02,227.6999969482422
2023-02-03,222.92999267578125
2023-02-06,222.99000549316406
2023-02-07,228.4600067138672
2023-02-08,218.8699951171875
2023-02-09,209.60000610351562
2023-02-10,212.07000732421875
2023-02-13,212.57000732421875
2023-02-14,208.35000610351562
2023-02-15,217.8699951171875
2023-02-16,202.8000030517578
2023-02-17,204.99000549316406
2023-02-21,201.64999389648438
2023-02-22,203.57000732421875
2023-02-23,204.7100067138672
2023-02-24,198.9600067138672
2023-02-27,210.77999877929688
2023-02-28,210.52999877929688
2023-03-01,212.9499969482422
2023-03-02,211.55999755859375
2023-03-03,217.16000366210938
2023-03-06,225.35000610351562
2023-03-07,224.2100067138672
2023-03-08,218.30999755859375
2023-03-09,215.85000610351562
2023-03-10,210.22000122070312
2023-03-13,211.52999877929688
2023-03-14,213.00999450683594
2023-03-15,205.75999450683594
2023-03-16,201.10000610351562
2023-03-17,183.63999938964844
2023-03-20,192.50999450683594
2023-03-21,207.6300048828125
2023-03-22,202.14999389648438
2023-03-23,204.66000366210938
2023-03-24,195.99000549316406
2023-03-27,195.8300018310547
2023-03-28,193.52000427246094
2023-03-29,203.9499969482422
2023-03-30,205.27000427246094
2023-03-31,210.27999877929688
2023-04-03,202.60000610351562
2023-04-04,202.5399932861328
2023-04-05,193.6699981689453
2023-04-06,191.0
2023-04-10,195.8000030517578
2023-04-11,196.8800048828125
2023-04-12,196.02999877929688
2023-04-13,209.69000244140625
2023-04-14,208.89999389648438
2023-04-17,224.9199981689453
2023-04-18,227.8699951171875
2023-04-19,224.27000427246094
2023-04-20,224.7899932861328
2023-04-21,223.61000061035156
2023-04-24,224.60000610351562
2023-04-25,220.60000610351562
2023-04-26,163.8300018310547
2023-04-27,164.17999267578125
2023-04-28,164.1999969482422
2023-05-01,160.58999633789062
2023-05-02,152.8800048828125
2023-05-03,155.4199981689453
2023-05-04,155.4199981689453
2023-05-05,159.64999389648438
2023-05-08,163.2899932861328
2023-05-09,157.8300018310547
2023-05-10,161.4199981689453
2023-05-11,160.7899932861328
2023-05-12,167.5500030517578
2023-05-15,168.7100067138672
2023-05-16,160.9600067138672
2023-05-17,163.72999572753906
2023-05-18,163.72000122070312
2023-05-19,162.3699951171875
2023-05-22,164.64999389648438
2023-05-23,162.8300018310547
2023-05-24,164.0500030517578
2023-05-25,164.58999633789062
2023-05-26,165.1999969482422
2023-05-30,174.1199951171875
2023-05-31,173.8800048828125
2023-06-01,181.47000122070312
2023-06-02,181.86000061035156
2023-06-05,182.72999572753906
2023-06-06,182.61000061035156
2023-06-07,182.08999633789062
2023-06-08,181.39999389648438
2023-06-09,174.5800018310547
2023-06-12,176.88999938964844
2023-06-13,179.66000366210938
2023-06-14,179.1999969482422
2023-06-15,180.50999450683594
2023-06-16,181.80999755859375
2023-06-20,171.99000549316406
2023-06-21,167.99000549316406
2023-06-22,162.52999877929688
2023-06-23,158.69000244140625
2023-06-26,159.2100067138672
2023-06-27,161.02999877929688
2023-06-28,161.4199981689453
2023-06-29,158.77000427246094
2023-06-30,167.47999572753906
2023-07-03,169.5500030517578
2023-07-05,165.33999633789062
2023-07-06,161.3800048828125
2023-07-07,166.1699981689453
2023-07-10,175.47000122070312
2023-07-11,173.77999877929688
2023-07-12,182.8000030517578
2023-07-13,182.63999938964844
2023-07-14,177.94000244140625
2023-07-17,189.6699981689453
2023-07-18,184.0500030517578
2023-07-19,185.49000549316406
2023-07-20,175.9199981689453
2023-07-21,177.47999572753906
2023-07-24,177.80999755859375
2023-07-25,179.47000122070312
2023-07-26,173.36000061035156
2023-07-27,166.8000030517578
2023-07-28,154.3300018310547
2023-07-31,151.8300018310547
2023-08-01,150.32000732421875
2023-08-02,140.69000244140625
2023-08-03,140.36000061035156
2023-08-04,140.0
2023-08-07,135.4499969482422
2023-08-08,135.77000427246094
2023-08-09,138.4600067138672
2023-08-10,136.4600067138672
2023-08-11,135.1999969482422
2023-08-14,138.58999633789062
2023-08-15,134.55999755859375
2023-08-16,132.8800048828125
2023-08-17,131.44000244140625
2023-08-18,130.33999633789062
2023-08-21,130.16000366210938
2023-08-22,128.32000732421875
2023-08-23,130.36000061035156
2023-08-24,122.33999633789062
2023-08-25,124.08999633789062
2023-08-28,125.30000305175781
2023-08-29,129.0500030517578
2023-08-30,128.11000061035156
2023-08-31,126.52999877929688
2023-09-01,128.72999572753906
2023-09-05,127.7699966430664
2023-09-06,123.02999877929688
2023-09-07,122.2300033569336
2023-09-08,120.2300033569336
2023-09-11,122.19000244140625
2023-09-12,123.3499984741211
2023-09-13,119.5999984741211
2023-09-14,122.30999755859375
2023-09-15,120.30000305175781
2023-09-18,117.16000366210938
2023-09-19,122.08999633789062
2023-09-20,123.97000122070312
2023-09-21,124.8499984741211
2023-09-22,119.91999816894531
2023-09-25,121.0999984741211
2023-09-26,119.1500015258789
2023-09-27,120.11000061035156
2023-09-28,120.0199966430664
2023-09-29,120.1500015258789
2023-10-02,116.83999633789062
2023-10-03,114.22000122070312
2023-10-04,117.18000030517578
2023-10-05,116.01000213623047
2023-10-06,119.16000366210938
2023-10-09,119.75
2023-10-10,125.75
2023-10-11,128.61000061035156
2023-10-12,124.58000183105469
2023-10-13,123.80999755859375
2023-10-16,127.11000061035156
2023-10-17,129.24000549316406
2023-10-18,123.83999633789062
2023-10-19,115.9000015258789
2023-10-20,98.88999938964844
2023-10-23,96.29000091552734
2023-10-24,94.83999633789062
2023-10-25,94.3499984741211
2023-10-26,96.18000030517578
2023-10-27,82.08999633789062
2023-10-30,78.66000366210938
2023-10-31,79.58000183105469
2023-11-01,76.7300033569336
2023-11-02,78.91999816894531
2023-11-03,80.80999755859375
2023-11-06,78.18000030517578
2023-11-07,78.83000183105469
2023-11-08,76.9000015258789
2023-11-09,75.55999755859375
2023-11-10,77.9800033569336
2023-11-13,78.55000305175781
2023-11-14,91.38999938964844
2023-11-15,92.80999755859375
2023-11-16,90.66999816894531
2023-11-17,92.86000061035156
2023-11-20,98.5
2023-11-21,98.31999969482422
2023-11-22,100.19999694824219
2023-11-24,100.22000122070312
2023-11-27,97.80000305175781
2023-11-28,99.0999984741211
2023-11-29,100.95999908447266
2023-11-30,101.0199966430664
2023-12-01,106.5199966430664
2023-12-04,108.87000274658203
2023-12-05,110.0
2023-12-06,106.7699966430664
2023-12-07,107.16999816894531
2023-12-08,103.01000213623047
2023-12-11,103.55000305175781
2023-12-12,99.81999969482422
2023-12-13,107.61000061035156
2023-12-14,120.22000122070312
2023-12-15,123.91999816894531
2023-12-18,124.02999877929688
2023-12-19,135.32000732421875
2023-12-20,128.0
2023-12-21,133.86000061035156
2023-12-22,133.99000549316406
2023-12-26,137.33999633789062
2023-12-27,135.6300048828125
2023-12-28,134.7899932861328
2023-12-29,132.13999938964844
2024-01-02,131.24000549316406
2024-01-03,122.62999725341797
2024-01-04,118.06999969482422
2024-01-05,115.38999938964844
2024-01-08,116.0
2024-01-09,117.05999755859375
2024-01-10,117.54000091552734
2024-01-11,114.29000091552734
2024-01-12,110.22000122070312
2024-01-16,108.75
2024-01-17,105.55000305175781
2024-01-18,106.66000366210938
2024-01-19,103.58999633789062
2024-01-22,107.1500015258789
2024-01-23,111.30000305175781
2024-01-24,108.06999969482422
2024-01-25,106.83000183105469
2024-01-26,105.37000274658203
2024-01-29,109.16999816894531
2024-01-30,106.3499984741211
2024-01-31,104.12999725341797
2024-02-01,105.44000244140625
2024-02-02,101.76000213623047
2024-02-05,97.80000305175781
2024-02-06,100.51000213623047
2024-02-07,117.51000213623047
2024-02-08,116.87999725341797
2024-02-09,122.47000122070312
2024-02-12,128.89999389648438
2024-02-13,123.55999755859375
2024-02-14,131.6199951171875
2024-02-15,136.38999938964844
2024-02-16,131.8699951171875
2024-02-20,127.55000305175781
2024-02-21,126.23999786376953
2024-02-22,123.44000244140625
2024-02-23,118.19000244140625
2024-02-26,119.83999633789062
2024-02-27,121.11000061035156
2024-02-28,119.0999984741211
2024-02-29,127.01000213623047
2024-03-01,129.66000366210938
2024-03-04,123.97000122070312
2024-03-05,125.08999633789062
2024-03-06,125.36000061035156
2024-03-07,129.69000244140625
2024-03-08,130.27999877929688
2024-03-11,128.69000244140625
2024-03-12,121.0
2024-03-13,118.16999816894531
2024-03-14,110.41000366210938
2024-03-15,107.7300033569336
2024-03-18,111.19000244140625
2024-03-19,109.16000366210938
2024-03-20,113.69999694824219
2024-03-21,115.37999725341797
2024-03-22,114.61000061035156
2024-03-25,111.05000305175781
2024-03-26,109.3499984741211
2024-03-27,119.80000305175781
2024-03-28,120.9800033569336
2024-04-01,118.29000091552734
2024-04-02,113.55000305175781
2024-04-03,118.5999984741211
2024-04-04,120.77999877929688
2024-04-05,112.2699966430664
2024-04-08,115.23999786376953
2024-04-09,121.9800033569336
2024-04-10,119.5999984741211
2024-04-11,121.69999694824219
2024-04-12,117.0199966430664
2024-04-15,112.47000122070312
2024-04-16,110.47000122070312
2024-04-17,112.05000305175781
2024-04-18,109.16999816894531
2024-04-19,106.4800033569336
2024-04-22,110.51000213623047
2024-04-23,113.4800033569336
2024-04-24,107.16999816894531
2024-04-25,107.83000183105469
2024-04-26,111.93000030517578
2024-04-29,113.8499984741211
2024-04-30,108.76000213623047
2024-05-01,105.16000366210938
2024-05-02,106.05999755859375
2024-05-03,114.19999694824219
2024-05-06,115.08000183105469
2024-05-07,114.93000030517578
2024-05-08,112.36000061035156
2024-05-09,111.12999725341797
2024-05-10,108.3499984741211
2024-05-13,110.77999877929688
2024-05-14,117.11000061035156
2024-05-15,115.47000122070312
2024-05-16,116.8499984741211
2024-05-17,114.31999969482422
2024-05-20,113.44999694824219
2024-05-21,111.5
2024-05-22,121.2300033569336
2024-05-23,117.5
2024-05-24,125.18000030517578
2024-05-28,129.3800048828125
2024-05-29,125.69000244140625
2024-05-30,130.66000366210938
2024-05-31,127.9000015258789
2024-06-03,127.55000305175781
2024-06-04,129.77000427246094
2024-06-05,133.24000549316406
2024-06-06,132.3000030517578
2024-06-07,122.75
2024-06-10,130.6699981689453
2024-06-11,132.41000366210938
2024-06-12,134.52000427246094
2024-06-13,129.72000122070312
2024-06-14,124.61000061035156
2024-06-17,120.83000183105469
2024-06-18,119.01000213623047
2024-06-20,108.56999969482422
2024-06-21,106.66999816894531
2024-06-24,108.0199966430664
2024-06-25,101.8499984741211
2024-06-26,102.94999694824219
2024-06-27,105.2300033569336
2024-06-28,99.70999908447266
2024-07-01,97.26000213623047
2024-07-02,95.7699966430664
2024-07-03,99.16999816894531
2024-07-05,97.13999938964844
2024-07-08,102.80999755859375
2024-07-09,103.58999633789062
2024-07-10,106.75
2024-07-11,111.68000030517578
2024-07-12,119.33999633789062
2024-07-15,113.05999755859375
2024-07-16,116.16999816894531
2024-07-17,111.1500015258789
2024-07-18,107.94999694824219
2024-07-19,105.45999908447266
2024-07-22,104.73999786376953
2024-07-23,103.63999938964844
2024-07-24,116.91000366210938
2024-07-25,117.5199966430664
2024-07-26,119.33999633789062
2024-07-29,113.72000122070312
2024-07-30,109.37000274658203
2024-07-31,115.11000061035156
2024-08-01,109.68000030517578
2024-08-02,105.19000244140625
2024-08-05,103.38999938964844
2024-08-06,101.52999877929688
2024-08-07,103.41999816894531
2024-08-08,108.80000305175781
2024-08-09,107.86000061035156
2024-08-12,109.11000061035156
2024-08-13,112.5199966430664
2024-08-14,111.1500015258789
2024-08-15,117.12000274658203
2024-08-16,116.38999938964844
2024-08-19,119.70999908447266
2024-08-20,116.9800033569336
2024-08-21,119.30999755859375
2024-08-22,115.48999786376953
2024-08-23,123.0
2024-08-26,122.58999633789062
2024-08-27,122.52999877929688
2024-08-28,123.6500015258789
2024-08-29,121.30000305175781
2024-08-30,121.04000091552734
2024-09-03,112.91000366210938
2024-09-04,113.11000061035156
2024-09-05,112.08000183105469
2024-09-06,108.6500015258789
2024-09-09,103.04000091552734
2024-09-10,104.61000061035156
2024-09-11,110.58999633789062
2024-09-12,105.83000183105469
2024-09-13,109.91000366210938
2024-09-16,111.48999786376953
2024-09-17,118.52999877929688
2024-09-18,119.73999786376953
2024-09-19,117.36000061035156
2024-09-20,114.9000015258789
2024-09-23,117.0
2024-09-24,116.69000244140625
2024-09-25,113.29000091552734
2024-09-26,113.61000061035156
2024-09-27,115.0
2024-09-30,113.0199966430664
2024-10-01,111.19999694824219
2024-10-02,108.26000213623047
2024-10-03,106.79000091552734
2024-10-04,105.94999694824219
2024-10-07,106.36000061035156
2024-10-08,104.16999816894531
2024-10-09,105.31999969482422
2024-10-10,99.19000244140625
2024-10-11,100.97000122070312
2024-10-14,101.47000122070312
2024-10-15,92.04000091552734
2024-10-16,93.12999725341797
2024-10-17,91.56999969482422
2024-10-18,91.63999938964844
2024-10-21,90.41999816894531
2024-10-22,92.2300033569336
2024-10-23,78.47000122070312
2024-10-24,81.0999984741211
2024-10-25,83.83000183105469
2024-10-28,84.68000030517578
2024-10-29,83.06999969482422
2024-10-30,82.47000122070312
2024-10-31,83.04000091552734
2024-11-01,83.54000091552734
2024-11-04,87.45999908447266
2024-11-05,89.94000244140625
2024-11-06,74.80999755859375
2024-11-07,71.58999633789062
2024-11-08,66.9000015258789
2024-11-11,63.65999984741211
2024-11-12,60.09000015258789
2024-11-13,60.38999938964844
2024-11-14,63.560001373291016
2024-11-15,59.52000045776367
2024-11-18,62.400001525878906
2024-11-19,61.36000061035156
2024-11-20,63.380001068115234
2024-11-21,63.56999969482422
