Date,AIZ
2023-01-05,126.16000366210938
2023-01-06,128.58999633789062
2023-01-09,125.11000061035156
2023-01-10,126.5199966430664
2023-01-11,126.58999633789062
2023-01-12,126.0
2023-01-13,128.75
2023-01-17,128.0
2023-01-18,127.19000244140625
2023-01-19,125.86000061035156
2023-01-20,128.91000366210938
2023-01-23,129.83999633789062
2023-01-24,128.83999633789062
2023-01-25,130.67999267578125
2023-01-26,130.77999877929688
2023-01-27,130.35000610351562
2023-01-30,130.5500030517578
2023-01-31,132.58999633789062
2023-02-01,132.25
2023-02-02,133.5800018310547
2023-02-03,133.6300048828125
2023-02-06,133.1300048828125
2023-02-07,135.64999389648438
2023-02-08,131.3699951171875
2023-02-09,132.13999938964844
2023-02-10,133.41000366210938
2023-02-13,133.57000732421875
2023-02-14,130.25
2023-02-15,131.9499969482422
2023-02-16,132.94000244140625
2023-02-17,132.41000366210938
2023-02-21,131.5500030517578
2023-02-22,130.4600067138672
2023-02-23,128.2100067138672
2023-02-24,127.9800033569336
2023-02-27,127.36000061035156
2023-02-28,127.38999938964844
2023-03-01,126.44999694824219
2023-03-02,125.80999755859375
2023-03-03,126.44000244140625
2023-03-06,124.08999633789062
2023-03-07,121.54000091552734
2023-03-08,122.05999755859375
2023-03-09,119.87999725341797
2023-03-10,116.75
2023-03-13,113.0
2023-03-14,113.44000244140625
2023-03-15,111.22000122070312
2023-03-16,110.97000122070312
2023-03-17,104.91999816894531
2023-03-20,111.19000244140625
2023-03-21,116.44000244140625
2023-03-22,113.5
2023-03-23,112.30000305175781
2023-03-24,112.7699966430664
2023-03-27,114.36000061035156
2023-03-28,116.1500015258789
2023-03-29,118.19999694824219
2023-03-30,118.6500015258789
2023-03-31,120.06999969482422
2023-04-03,118.80000305175781
2023-04-04,117.54000091552734
2023-04-05,118.7699966430664
2023-04-06,118.33000183105469
2023-04-10,119.4000015258789
2023-04-11,119.54000091552734
2023-04-12,117.16999816894531
2023-04-13,118.16999816894531
2023-04-14,116.11000061035156
2023-04-17,119.02999877929688
2023-04-18,117.25
2023-04-19,118.91000366210938
2023-04-20,116.93000030517578
2023-04-21,117.25
2023-04-24,117.19999694824219
2023-04-25,116.58000183105469
2023-04-26,116.55000305175781
2023-04-27,119.95999908447266
2023-04-28,123.12999725341797
2023-05-01,123.05000305175781
2023-05-02,120.81999969482422
2023-05-03,132.02999877929688
2023-05-04,130.36000061035156
2023-05-05,130.94000244140625
2023-05-08,131.64999389648438
2023-05-09,130.57000732421875
2023-05-10,129.2100067138672
2023-05-11,129.32000732421875
2023-05-12,129.5800018310547
2023-05-15,130.66000366210938
2023-05-16,129.47000122070312
2023-05-17,130.0800018310547
2023-05-18,131.7899932861328
2023-05-19,128.97999572753906
2023-05-22,129.1699981689453
2023-05-23,129.36000061035156
2023-05-24,126.01000213623047
2023-05-25,125.1500015258789
2023-05-26,124.77999877929688
2023-05-30,123.79000091552734
2023-05-31,119.98999786376953
2023-06-01,120.9000015258789
2023-06-02,123.43000030517578
2023-06-05,123.12000274658203
2023-06-06,124.94000244140625
2023-06-07,126.30999755859375
2023-06-08,125.7300033569336
2023-06-09,125.5199966430664
2023-06-12,125.62999725341797
2023-06-13,130.32000732421875
2023-06-14,129.11000061035156
2023-06-15,128.75
2023-06-16,131.44000244140625
2023-06-20,129.41000366210938
2023-06-21,131.33999633789062
2023-06-22,131.27999877929688
2023-06-23,123.80999755859375
2023-06-26,126.36000061035156
2023-06-27,124.9800033569336
2023-06-28,124.1500015258789
2023-06-29,124.5199966430664
2023-06-30,125.72000122070312
2023-07-03,125.83999633789062
2023-07-05,124.22000122070312
2023-07-06,124.66999816894531
2023-07-07,125.86000061035156
2023-07-10,126.04000091552734
2023-07-11,126.52999877929688
2023-07-12,127.02999877929688
2023-07-13,127.5999984741211
2023-07-14,125.95999908447266
2023-07-17,124.6500015258789
2023-07-18,126.4800033569336
2023-07-19,128.00999450683594
2023-07-20,129.47000122070312
2023-07-21,129.5399932861328
2023-07-24,130.50999450683594
2023-07-25,129.6199951171875
2023-07-26,132.57000732421875
2023-07-27,134.74000549316406
2023-07-28,133.27000427246094
2023-07-31,134.50999450683594
2023-08-01,135.0399932861328
2023-08-02,142.75999450683594
2023-08-03,141.69000244140625
2023-08-04,141.77999877929688
2023-08-07,142.10000610351562
2023-08-08,143.08999633789062
2023-08-09,140.77999877929688
2023-08-10,141.08999633789062
2023-08-11,143.14999389648438
2023-08-14,143.24000549316406
2023-08-15,140.9600067138672
2023-08-16,141.77000427246094
2023-08-17,141.99000549316406
2023-08-18,140.7100067138672
2023-08-21,141.52999877929688
2023-08-22,138.9499969482422
2023-08-23,139.1699981689453
2023-08-24,140.3800048828125
2023-08-25,138.72999572753906
2023-08-28,138.4600067138672
2023-08-29,139.38999938964844
2023-08-30,138.99000549316406
2023-08-31,139.3300018310547
2023-09-01,140.02000427246094
2023-09-05,138.32000732421875
2023-09-06,137.97999572753906
2023-09-07,137.58999633789062
2023-09-08,138.36000061035156
2023-09-11,139.49000549316406
2023-09-12,141.0399932861328
2023-09-13,138.83999633789062
2023-09-14,140.77999877929688
2023-09-15,138.64999389648438
2023-09-18,140.27999877929688
2023-09-19,140.72999572753906
2023-09-20,141.6999969482422
2023-09-21,143.0399932861328
2023-09-22,145.02000427246094
2023-09-25,147.67999267578125
2023-09-26,146.24000549316406
2023-09-27,145.75999450683594
2023-09-28,144.2899932861328
2023-09-29,143.5800018310547
2023-10-02,144.41000366210938
2023-10-03,143.22999572753906
2023-10-04,144.4600067138672
2023-10-05,145.99000549316406
2023-10-06,145.5399932861328
2023-10-09,145.58999633789062
2023-10-10,145.94000244140625
2023-10-11,146.8000030517578
2023-10-12,147.0500030517578
2023-10-13,148.1300048828125
2023-10-16,149.85000610351562
2023-10-17,153.69000244140625
2023-10-18,152.22000122070312
2023-10-19,149.07000732421875
2023-10-20,145.97999572753906
2023-10-23,145.4199981689453
2023-10-24,146.85000610351562
2023-10-25,149.0
2023-10-26,148.7100067138672
2023-10-27,146.0399932861328
2023-10-30,146.42999267578125
2023-10-31,148.89999389648438
2023-11-01,166.47999572753906
2023-11-02,163.7899932861328
2023-11-03,163.5
2023-11-06,161.60000610351562
2023-11-07,159.1699981689453
2023-11-08,159.52999877929688
2023-11-09,161.22999572753906
2023-11-10,163.05999755859375
2023-11-13,162.2899932861328
2023-11-14,163.07000732421875
2023-11-15,159.82000732421875
2023-11-16,159.94000244140625
2023-11-17,161.27999877929688
2023-11-20,162.02999877929688
2023-11-21,164.7899932861328
2023-11-22,163.94000244140625
2023-11-24,165.8000030517578
2023-11-27,168.3800048828125
2023-11-28,164.00999450683594
2023-11-29,163.8000030517578
2023-11-30,168.02000427246094
2023-12-01,168.3000030517578
2023-12-04,171.42999267578125
2023-12-05,171.3699951171875
2023-12-06,169.8800048828125
2023-12-07,167.67999267578125
2023-12-08,167.67999267578125
2023-12-11,168.4499969482422
2023-12-12,170.07000732421875
2023-12-13,169.39999389648438
2023-12-14,164.3000030517578
2023-12-15,163.2899932861328
2023-12-18,165.63999938964844
2023-12-19,167.39999389648438
2023-12-20,164.07000732421875
2023-12-21,165.17999267578125
2023-12-22,165.94000244140625
2023-12-26,166.30999755859375
2023-12-27,166.3699951171875
2023-12-28,168.05999755859375
2023-12-29,168.49000549316406
2024-01-02,169.86000061035156
2024-01-03,169.99000549316406
2024-01-04,169.0800018310547
2024-01-05,168.0800018310547
2024-01-08,166.0
2024-01-09,164.13999938964844
2024-01-10,163.3000030517578
2024-01-11,166.60000610351562
2024-01-12,164.63999938964844
2024-01-16,164.49000549316406
2024-01-17,166.1300048828125
2024-01-18,166.5800018310547
2024-01-19,167.82000732421875
2024-01-22,168.8000030517578
2024-01-23,169.14999389648438
2024-01-24,169.58999633789062
2024-01-25,171.3300018310547
2024-01-26,170.67999267578125
2024-01-29,169.3300018310547
2024-01-30,170.08999633789062
2024-01-31,167.9499969482422
2024-02-01,169.3000030517578
2024-02-02,166.86000061035156
2024-02-05,168.41000366210938
2024-02-06,168.88999938964844
2024-02-07,175.35000610351562
2024-02-08,174.57000732421875
2024-02-09,174.49000549316406
2024-02-12,171.88999938964844
2024-02-13,171.22000122070312
2024-02-14,171.77999877929688
2024-02-15,172.50999450683594
2024-02-16,173.72000122070312
2024-02-20,174.6300048828125
2024-02-21,174.1999969482422
2024-02-22,177.4600067138672
2024-02-23,178.3699951171875
2024-02-26,178.94000244140625
2024-02-27,181.75
2024-02-28,182.25
2024-02-29,181.4499969482422
2024-03-01,180.4600067138672
2024-03-04,178.02999877929688
2024-03-05,178.61000061035156
2024-03-06,179.83999633789062
2024-03-07,178.91000366210938
2024-03-08,178.50999450683594
2024-03-11,178.35000610351562
2024-03-12,181.1199951171875
2024-03-13,181.50999450683594
2024-03-14,179.82000732421875
2024-03-15,181.16000366210938
2024-03-18,178.38999938964844
2024-03-19,179.25999450683594
2024-03-20,180.61000061035156
2024-03-21,179.5399932861328
2024-03-22,179.67999267578125
2024-03-25,181.49000549316406
2024-03-26,183.27000427246094
2024-03-27,187.41000366210938
2024-03-28,188.24000549316406
2024-04-01,187.22000122070312
2024-04-02,186.6199951171875
2024-04-03,184.97000122070312
2024-04-04,179.33999633789062
2024-04-05,179.85000610351562
2024-04-08,181.25
2024-04-09,178.8000030517578
2024-04-10,177.49000549316406
2024-04-11,173.6199951171875
2024-04-12,174.19000244140625
2024-04-15,172.58999633789062
2024-04-16,171.10000610351562
2024-04-17,170.0800018310547
2024-04-18,170.88999938964844
2024-04-19,173.8300018310547
2024-04-22,174.60000610351562
2024-04-23,176.30999755859375
2024-04-24,177.0500030517578
2024-04-25,173.63999938964844
2024-04-26,172.8800048828125
2024-04-29,175.32000732421875
2024-04-30,174.39999389648438
2024-05-01,174.64999389648438
2024-05-02,174.6199951171875
2024-05-03,176.0800018310547
2024-05-06,180.49000549316406
2024-05-07,178.5800018310547
2024-05-08,176.5399932861328
2024-05-09,179.2899932861328
2024-05-10,176.5
2024-05-13,176.35000610351562
2024-05-14,177.3300018310547
2024-05-15,175.47000122070312
2024-05-16,175.47999572753906
2024-05-17,175.60000610351562
2024-05-20,172.19000244140625
2024-05-21,171.3800048828125
2024-05-22,169.50999450683594
2024-05-23,166.7100067138672
2024-05-24,168.99000549316406
2024-05-28,168.57000732421875
2024-05-29,169.0500030517578
2024-05-30,170.57000732421875
2024-05-31,173.47000122070312
2024-06-03,172.49000549316406
2024-06-04,171.8000030517578
2024-06-05,172.4499969482422
2024-06-06,172.52000427246094
2024-06-07,173.33999633789062
2024-06-10,172.5800018310547
2024-06-11,169.60000610351562
2024-06-12,168.9600067138672
2024-06-13,168.1199951171875
2024-06-14,165.5399932861328
2024-06-17,167.99000549316406
2024-06-18,168.3699951171875
2024-06-20,169.60000610351562
2024-06-21,168.74000549316406
2024-06-24,169.24000549316406
2024-06-25,166.57000732421875
2024-06-26,164.80999755859375
2024-06-27,167.25999450683594
2024-06-28,166.25
2024-07-01,166.88999938964844
2024-07-02,165.85000610351562
2024-07-03,163.92999267578125
2024-07-05,161.27999877929688
2024-07-08,161.39999389648438
2024-07-09,161.61000061035156
2024-07-10,164.8000030517578
2024-07-11,166.5399932861328
2024-07-12,168.14999389648438
2024-07-15,171.11000061035156
2024-07-16,170.24000549316406
2024-07-17,171.89999389648438
2024-07-18,172.32000732421875
2024-07-19,169.7899932861328
2024-07-22,169.41000366210938
2024-07-23,172.4499969482422
2024-07-24,169.8800048828125
2024-07-25,169.58999633789062
2024-07-26,173.0500030517578
2024-07-29,172.64999389648438
2024-07-30,175.83999633789062
2024-07-31,174.8699951171875
2024-08-01,174.5399932861328
2024-08-02,173.25
2024-08-05,169.2899932861328
2024-08-06,170.1699981689453
2024-08-07,170.19000244140625
2024-08-08,170.27000427246094
2024-08-09,177.38999938964844
2024-08-12,178.4600067138672
2024-08-13,184.32000732421875
2024-08-14,185.97999572753906
2024-08-15,184.05999755859375
2024-08-16,187.27000427246094
2024-08-19,188.75
2024-08-20,189.7899932861328
2024-08-21,189.8300018310547
2024-08-22,189.75
2024-08-23,193.00999450683594
2024-08-26,192.75999450683594
2024-08-27,194.10000610351562
2024-08-28,194.0
2024-08-29,195.36000061035156
2024-08-30,196.35000610351562
2024-09-03,196.7899932861328
2024-09-04,197.17999267578125
2024-09-05,194.86000061035156
2024-09-06,192.5800018310547
2024-09-09,193.25999450683594
2024-09-10,191.77000427246094
2024-09-11,189.32000732421875
2024-09-12,191.30999755859375
2024-09-13,192.24000549316406
2024-09-16,192.9199981689453
2024-09-17,195.74000549316406
2024-09-18,193.82000732421875
2024-09-19,194.02000427246094
2024-09-20,194.27000427246094
2024-09-23,198.10000610351562
2024-09-24,197.30999755859375
2024-09-25,196.5399932861328
2024-09-26,199.0
2024-09-27,199.9499969482422
2024-09-30,198.86000061035156
2024-10-01,199.22000122070312
2024-10-02,199.66000366210938
2024-10-03,196.47000122070312
2024-10-04,197.52999877929688
2024-10-07,186.60000610351562
2024-10-08,189.5800018310547
2024-10-09,190.57000732421875
2024-10-10,190.3300018310547
2024-10-11,191.88999938964844
2024-10-14,192.8699951171875
2024-10-15,194.7899932861328
2024-10-16,196.86000061035156
2024-10-17,198.16000366210938
2024-10-18,197.5
2024-10-21,194.3699951171875
2024-10-22,193.74000549316406
2024-10-23,193.7100067138672
2024-10-24,194.72999572753906
2024-10-25,191.77000427246094
2024-10-28,194.22999572753906
2024-10-29,193.5500030517578
2024-10-30,195.07000732421875
2024-10-31,191.6999969482422
2024-11-01,191.75999450683594
2024-11-04,191.19000244140625
2024-11-05,193.08999633789062
2024-11-06,206.3699951171875
2024-11-07,205.83999633789062
2024-11-08,209.38999938964844
2024-11-11,210.72999572753906
2024-11-12,212.2899932861328
2024-11-13,213.24000549316406
2024-11-14,215.47999572753906
2024-11-15,218.82000732421875
2024-11-18,221.60000610351562
2024-11-19,219.1699981689453
2024-11-20,220.85000610351562
2024-11-21,225.22000122070312
