Date,TFX
2022-10-05,205.5500030517578
2022-10-06,199.42999267578125
2022-10-07,194.22000122070312
2022-10-10,190.27999877929688
2022-10-11,191.02999877929688
2022-10-12,186.75999450683594
2022-10-13,193.3000030517578
2022-10-14,195.6699981689453
2022-10-17,202.0399932861328
2022-10-18,202.30999755859375
2022-10-19,197.89999389648438
2022-10-20,193.6699981689453
2022-10-21,197.6699981689453
2022-10-24,196.3699951171875
2022-10-25,204.38999938964844
2022-10-26,207.6199951171875
2022-10-27,211.0
2022-10-28,214.1300048828125
2022-10-31,214.55999755859375
2022-11-01,219.24000549316406
2022-11-02,208.39999389648438
2022-11-03,200.9199981689453
2022-11-04,202.38999938964844
2022-11-07,204.1300048828125
2022-11-08,200.80999755859375
2022-11-09,200.4499969482422
2022-11-10,218.1999969482422
2022-11-11,219.50999450683594
2022-11-14,210.0
2022-11-15,215.02000427246094
2022-11-16,217.2899932861328
2022-11-17,213.86000061035156
2022-11-18,217.39999389648438
2022-11-21,214.0399932861328
2022-11-22,217.0
2022-11-23,225.7100067138672
2022-11-25,225.5399932861328
2022-11-28,224.49000549316406
2022-11-29,226.14999389648438
2022-11-30,234.1199951171875
2022-12-01,244.8000030517578
2022-12-02,242.5800018310547
2022-12-05,235.77999877929688
2022-12-06,235.97000122070312
2022-12-07,240.32000732421875
2022-12-08,245.1300048828125
2022-12-09,247.33999633789062
2022-12-12,248.47000122070312
2022-12-13,253.49000549316406
2022-12-14,253.27999877929688
2022-12-15,250.07000732421875
2022-12-16,247.00999450683594
2022-12-19,243.35000610351562
2022-12-20,242.7100067138672
2022-12-21,247.7100067138672
2022-12-22,248.0500030517578
2022-12-23,248.80999755859375
2022-12-27,248.8699951171875
2022-12-28,247.5500030517578
2022-12-29,251.35000610351562
2022-12-30,249.6300048828125
2023-01-03,249.85000610351562
2023-01-04,257.5
2023-01-05,253.0
2023-01-06,257.92999267578125
2023-01-09,257.1499938964844
2023-01-10,259.4800109863281
2023-01-11,239.77000427246094
2023-01-12,238.5399932861328
2023-01-13,240.97999572753906
2023-01-17,241.10000610351562
2023-01-18,236.44000244140625
2023-01-19,235.1999969482422
2023-01-20,235.69000244140625
2023-01-23,238.27999877929688
2023-01-24,235.6199951171875
2023-01-25,240.36000061035156
2023-01-26,241.00999450683594
2023-01-27,243.86000061035156
2023-01-30,241.0399932861328
2023-01-31,243.4199981689453
2023-02-01,250.17999267578125
2023-02-02,262.2200012207031
2023-02-03,258.4700012207031
2023-02-06,253.41000366210938
2023-02-07,257.5
2023-02-08,253.9499969482422
2023-02-09,248.47000122070312
2023-02-10,245.47999572753906
2023-02-13,245.89999389648438
2023-02-14,245.25999450683594
2023-02-15,247.1699981689453
2023-02-16,246.35000610351562
2023-02-17,247.47000122070312
2023-02-21,241.3300018310547
2023-02-22,240.75
2023-02-23,235.77000427246094
2023-02-24,235.17999267578125
2023-02-27,238.92999267578125
2023-02-28,238.22999572753906
2023-03-01,233.66000366210938
2023-03-02,235.6699981689453
2023-03-03,239.19000244140625
2023-03-06,233.66000366210938
2023-03-07,230.3800048828125
2023-03-08,227.5800018310547
2023-03-09,228.85000610351562
2023-03-10,222.8800048828125
2023-03-13,223.02999877929688
2023-03-14,227.05999755859375
2023-03-15,225.49000549316406
2023-03-16,232.22000122070312
2023-03-17,235.83999633789062
2023-03-20,237.32000732421875
2023-03-21,244.8699951171875
2023-03-22,240.8000030517578
2023-03-23,241.33999633789062
2023-03-24,248.92999267578125
2023-03-27,247.02000427246094
2023-03-28,246.36000061035156
2023-03-29,246.3300018310547
2023-03-30,248.9499969482422
2023-03-31,253.30999755859375
2023-04-03,251.83999633789062
2023-04-04,256.0899963378906
2023-04-05,262.1700134277344
2023-04-06,262.489990234375
2023-04-10,261.6000061035156
2023-04-11,266.5
2023-04-12,261.54998779296875
2023-04-13,262.70001220703125
2023-04-14,263.8299865722656
2023-04-17,260.6499938964844
2023-04-18,259.69000244140625
2023-04-19,268.489990234375
2023-04-20,267.5299987792969
2023-04-21,269.2099914550781
2023-04-24,269.32000732421875
2023-04-25,268.3399963378906
2023-04-26,265.67999267578125
2023-04-27,268.6600036621094
2023-04-28,272.5199890136719
2023-05-01,274.1099853515625
2023-05-02,268.70001220703125
2023-05-03,272.1199951171875
2023-05-04,248.89999389648438
2023-05-05,257.95001220703125
2023-05-08,259.17999267578125
2023-05-09,251.99000549316406
2023-05-10,249.50999450683594
2023-05-11,249.69000244140625
2023-05-12,249.58999633789062
2023-05-15,248.30999755859375
2023-05-16,246.7100067138672
2023-05-17,245.47999572753906
2023-05-18,245.19000244140625
2023-05-19,243.77999877929688
2023-05-22,245.33999633789062
2023-05-23,237.27000427246094
2023-05-24,233.08999633789062
2023-05-25,233.1699981689453
2023-05-26,232.35000610351562
2023-05-30,232.05999755859375
2023-05-31,234.75
2023-06-01,233.77000427246094
2023-06-02,236.47000122070312
2023-06-05,240.6699981689453
2023-06-06,235.97999572753906
2023-06-07,240.08999633789062
2023-06-08,238.55999755859375
2023-06-09,237.05999755859375
2023-06-12,235.44000244140625
2023-06-13,239.05999755859375
2023-06-14,244.52999877929688
2023-06-15,248.8000030517578
2023-06-16,252.39999389648438
2023-06-20,252.97999572753906
2023-06-21,244.88999938964844
2023-06-22,243.42999267578125
2023-06-23,237.3000030517578
2023-06-26,239.52999877929688
2023-06-27,236.6199951171875
2023-06-28,234.94000244140625
2023-06-29,234.9499969482422
2023-06-30,242.02999877929688
2023-07-03,238.72999572753906
2023-07-05,237.61000061035156
2023-07-06,234.3800048828125
2023-07-07,235.9199981689453
2023-07-10,239.1199951171875
2023-07-11,242.97999572753906
2023-07-12,246.63999938964844
2023-07-13,247.07000732421875
2023-07-14,245.86000061035156
2023-07-17,247.25
2023-07-18,251.61000061035156
2023-07-19,251.3000030517578
2023-07-20,257.7799987792969
2023-07-21,258.7699890136719
2023-07-24,257.1700134277344
2023-07-25,256.0899963378906
2023-07-26,256.07000732421875
2023-07-27,250.07000732421875
2023-07-28,252.32000732421875
2023-07-31,251.1699981689453
2023-08-01,249.27999877929688
2023-08-02,248.61000061035156
2023-08-03,239.47000122070312
2023-08-04,237.8800048828125
2023-08-07,240.1699981689453
2023-08-08,229.75
2023-08-09,228.8800048828125
2023-08-10,227.86000061035156
2023-08-11,227.22999572753906
2023-08-14,227.77000427246094
2023-08-15,224.35000610351562
2023-08-16,222.39999389648438
2023-08-17,221.24000549316406
2023-08-18,217.61000061035156
2023-08-21,218.38999938964844
2023-08-22,217.22000122070312
2023-08-23,217.5500030517578
2023-08-24,214.97999572753906
2023-08-25,216.13999938964844
2023-08-28,215.5399932861328
2023-08-29,217.67999267578125
2023-08-30,218.72000122070312
2023-08-31,212.74000549316406
2023-09-01,213.5500030517578
2023-09-05,208.33999633789062
2023-09-06,210.02000427246094
2023-09-07,206.63999938964844
2023-09-08,206.8000030517578
2023-09-11,211.7899932861328
2023-09-12,210.50999450683594
2023-09-13,213.33999633789062
2023-09-14,214.6199951171875
2023-09-15,213.4499969482422
2023-09-18,211.27000427246094
2023-09-19,209.8699951171875
2023-09-20,208.74000549316406
2023-09-21,203.4600067138672
2023-09-22,204.02000427246094
2023-09-25,203.44000244140625
2023-09-26,199.99000549316406
2023-09-27,196.50999450683594
2023-09-28,198.32000732421875
2023-09-29,196.41000366210938
2023-10-02,195.89999389648438
2023-10-03,193.55999755859375
2023-10-04,195.49000549316406
2023-10-05,196.33999633789062
2023-10-06,196.6999969482422
2023-10-09,194.9499969482422
2023-10-10,199.24000549316406
2023-10-11,192.22999572753906
2023-10-12,187.35000610351562
2023-10-13,189.5800018310547
2023-10-16,191.1699981689453
2023-10-17,194.07000732421875
2023-10-18,191.82000732421875
2023-10-19,186.02000427246094
2023-10-20,187.55999755859375
2023-10-23,187.67999267578125
2023-10-24,189.57000732421875
2023-10-25,185.3699951171875
2023-10-26,180.9499969482422
2023-10-27,179.38999938964844
2023-10-30,179.38999938964844
2023-10-31,184.75
2023-11-01,187.50999450683594
2023-11-02,209.19000244140625
2023-11-03,211.02999877929688
2023-11-06,213.02999877929688
2023-11-07,204.80999755859375
2023-11-08,200.47999572753906
2023-11-09,198.89999389648438
2023-11-10,200.0500030517578
2023-11-13,203.86000061035156
2023-11-14,209.89999389648438
2023-11-15,211.58999633789062
2023-11-16,213.63999938964844
2023-11-17,212.7899932861328
2023-11-20,214.72999572753906
2023-11-21,216.57000732421875
2023-11-22,218.22000122070312
2023-11-24,219.9499969482422
2023-11-27,218.85000610351562
2023-11-28,219.8300018310547
2023-11-29,221.25
2023-11-30,225.69000244140625
2023-12-01,227.6699981689453
2023-12-04,229.36000061035156
2023-12-05,227.55999755859375
2023-12-06,229.4499969482422
2023-12-07,232.5800018310547
2023-12-08,231.0800018310547
2023-12-11,231.55999755859375
2023-12-12,233.0800018310547
2023-12-13,242.6300048828125
2023-12-14,256.2099914550781
2023-12-15,254.5800018310547
2023-12-18,253.24000549316406
2023-12-19,253.8300018310547
2023-12-20,247.61000061035156
2023-12-21,251.42999267578125
2023-12-22,250.9499969482422
2023-12-26,252.11000061035156
2023-12-27,250.50999450683594
2023-12-28,249.77000427246094
2023-12-29,249.33999633789062
2024-01-02,250.44000244140625
2024-01-03,242.02000427246094
2024-01-04,241.05999755859375
2024-01-05,239.4600067138672
2024-01-08,249.00999450683594
2024-01-09,247.83999633789062
2024-01-10,248.5
2024-01-11,248.33999633789062
2024-01-12,249.14999389648438
2024-01-16,245.91000366210938
2024-01-17,244.94000244140625
2024-01-18,246.3800048828125
2024-01-19,246.8300018310547
2024-01-22,252.5800018310547
2024-01-23,247.89999389648438
2024-01-24,241.9600067138672
2024-01-25,244.8800048828125
2024-01-26,244.4499969482422
2024-01-29,247.02000427246094
2024-01-30,244.85000610351562
2024-01-31,242.8300018310547
2024-02-01,247.64999389648438
2024-02-02,245.74000549316406
2024-02-05,244.10000610351562
2024-02-06,252.25
2024-02-07,250.88999938964844
2024-02-08,251.32000732421875
2024-02-09,252.0399932861328
2024-02-12,252.72999572753906
2024-02-13,247.9499969482422
2024-02-14,249.07000732421875
2024-02-15,255.0500030517578
2024-02-16,251.07000732421875
2024-02-20,250.9499969482422
2024-02-21,250.9499969482422
2024-02-22,237.6999969482422
2024-02-23,237.75
2024-02-26,227.83999633789062
2024-02-27,226.0399932861328
2024-02-28,224.7899932861328
2024-02-29,222.7899932861328
2024-03-01,223.0
2024-03-04,225.0
2024-03-05,223.27999877929688
2024-03-06,224.50999450683594
2024-03-07,228.8800048828125
2024-03-08,224.39999389648438
2024-03-11,227.11000061035156
2024-03-12,226.55999755859375
2024-03-13,222.1699981689453
2024-03-14,218.2100067138672
2024-03-15,215.38999938964844
2024-03-18,216.47000122070312
2024-03-19,218.07000732421875
2024-03-20,220.47999572753906
2024-03-21,224.38999938964844
2024-03-22,220.94000244140625
2024-03-25,219.64999389648438
2024-03-26,216.38999938964844
2024-03-27,223.8699951171875
2024-03-28,226.1699981689453
2024-04-01,222.8800048828125
2024-04-02,217.38999938964844
2024-04-03,214.74000549316406
2024-04-04,211.88999938964844
2024-04-05,216.77000427246094
2024-04-08,216.89999389648438
2024-04-09,223.7899932861328
2024-04-10,218.24000549316406
2024-04-11,217.4199981689453
2024-04-12,214.44000244140625
2024-04-15,210.66000366210938
2024-04-16,210.10000610351562
2024-04-17,208.3000030517578
2024-04-18,207.3800048828125
2024-04-19,206.55999755859375
2024-04-22,207.27000427246094
2024-04-23,211.11000061035156
2024-04-24,211.1699981689453
2024-04-25,206.7100067138672
2024-04-26,206.7100067138672
2024-04-29,208.47999572753906
2024-04-30,208.75
2024-05-01,211.5399932861328
2024-05-02,198.72999572753906
2024-05-03,203.00999450683594
2024-05-06,200.9600067138672
2024-05-07,201.52000427246094
2024-05-08,200.4499969482422
2024-05-09,204.6999969482422
2024-05-10,203.92999267578125
2024-05-13,207.32000732421875
2024-05-14,212.6199951171875
2024-05-15,219.7899932861328
2024-05-16,218.57000732421875
2024-05-17,217.63999938964844
2024-05-20,214.58999633789062
2024-05-21,212.99000549316406
2024-05-22,213.08999633789062
2024-05-23,206.5399932861328
2024-05-24,206.35000610351562
2024-05-28,204.63999938964844
2024-05-29,202.50999450683594
2024-05-30,206.63999938964844
2024-05-31,209.07000732421875
2024-06-03,214.92999267578125
2024-06-04,215.0500030517578
2024-06-05,215.35000610351562
2024-06-06,216.39999389648438
2024-06-07,212.57000732421875
2024-06-10,207.08999633789062
2024-06-11,206.5399932861328
2024-06-12,211.10000610351562
2024-06-13,209.3000030517578
2024-06-14,208.2899932861328
2024-06-17,205.77000427246094
2024-06-18,202.08999633789062
2024-06-20,202.0800018310547
2024-06-21,203.39999389648438
2024-06-24,200.72999572753906
2024-06-25,198.6199951171875
2024-06-26,200.02999877929688
2024-06-27,207.22999572753906
2024-06-28,210.3300018310547
2024-07-01,211.44000244140625
2024-07-02,211.25
2024-07-03,211.44000244140625
2024-07-05,214.05999755859375
2024-07-08,211.72999572753906
2024-07-09,218.07000732421875
2024-07-10,220.5800018310547
2024-07-11,224.47999572753906
2024-07-12,220.47000122070312
2024-07-15,219.83999633789062
2024-07-16,229.27999877929688
2024-07-17,230.3000030517578
2024-07-18,220.27000427246094
2024-07-19,221.7899932861328
2024-07-22,222.58999633789062
2024-07-23,223.3699951171875
2024-07-24,224.57000732421875
2024-07-25,222.49000549316406
2024-07-26,220.3000030517578
2024-07-29,222.6300048828125
2024-07-30,222.7100067138672
2024-07-31,220.9199981689453
2024-08-01,235.9499969482422
2024-08-02,237.1300048828125
2024-08-05,233.3300018310547
2024-08-06,230.8300018310547
2024-08-07,225.30999755859375
2024-08-08,230.0
2024-08-09,229.58999633789062
2024-08-12,228.30999755859375
2024-08-13,232.07000732421875
2024-08-14,232.64999389648438
2024-08-15,237.6999969482422
2024-08-16,239.25
2024-08-19,238.0
2024-08-20,237.0399932861328
2024-08-21,238.27000427246094
2024-08-22,239.07000732421875
2024-08-23,242.41000366210938
2024-08-26,241.75999450683594
2024-08-27,241.80999755859375
2024-08-28,241.9199981689453
2024-08-29,243.5399932861328
2024-08-30,245.1699981689453
2024-09-03,244.83999633789062
2024-09-04,244.9600067138672
2024-09-05,243.14999389648438
2024-09-06,244.52999877929688
2024-09-09,245.0399932861328
2024-09-10,246.8000030517578
2024-09-11,244.52999877929688
2024-09-12,242.72999572753906
2024-09-13,246.0500030517578
2024-09-16,246.0500030517578
2024-09-17,241.44000244140625
2024-09-18,241.52999877929688
2024-09-19,245.67999267578125
2024-09-20,242.5
2024-09-23,244.8699951171875
2024-09-24,245.89999389648438
2024-09-25,245.02000427246094
2024-09-26,244.9499969482422
2024-09-27,246.8300018310547
2024-09-30,247.32000732421875
2024-10-01,245.1300048828125
2024-10-02,243.92999267578125
2024-10-03,239.5399932861328
2024-10-04,239.17999267578125
2024-10-07,232.9600067138672
2024-10-08,234.9499969482422
2024-10-09,234.41000366210938
2024-10-10,234.6199951171875
2024-10-11,236.02999877929688
2024-10-14,237.33999633789062
2024-10-15,235.3800048828125
2024-10-16,235.1199951171875
2024-10-17,234.13999938964844
2024-10-18,239.94000244140625
2024-10-21,236.4199981689453
2024-10-22,236.7100067138672
2024-10-23,237.82000732421875
2024-10-24,235.6199951171875
2024-10-25,233.6300048828125
2024-10-28,236.6300048828125
2024-10-29,236.44000244140625
2024-10-30,235.22000122070312
2024-10-31,201.05999755859375
2024-11-01,211.2100067138672
2024-11-04,207.3300018310547
2024-11-05,203.5
2024-11-06,201.9199981689453
2024-11-07,198.02999877929688
2024-11-08,195.5500030517578
2024-11-11,198.02000427246094
2024-11-12,195.5800018310547
2024-11-13,193.97999572753906
2024-11-14,190.77999877929688
2024-11-15,192.14999389648438
2024-11-18,194.42999267578125
2024-11-19,193.07000732421875
2024-11-20,187.42999267578125
2024-11-21,190.63999938964844
